,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
527,Mirza Teletović,.408,.129,.134,.069,.076,.592,.536,.950,.013,.096
371,Mitch McGary,.826,.391,.130,.087,.217,.174,.545,,.087,.500
587,Mo Williams,.662,.093,.096,.146,.328,.338,.240,.833,.000,.275
147,Monta Ellis,.724,.236,.088,.109,.292,.276,.221,.724,.006,.287
218,Montrezl Harrell,.989,.667,.233,.022,.067,.011,.638,,.311,.000
547,Myles Turner,.974,.292,.130,.189,.364,.026,.797,1.000,.053,.143
471,Nate Robinson,.000,.000,.000,.000,.000,1.000,,,.000,.000
392,Nazr Mohammed,1.000,.400,.000,.200,.400,.000,.333,,.000,
53,Nemanja Bjelica,.468,.281,.136,.013,.038,.532,.677,.896,.026,.096
237,Nenê,.992,.474,.180,.125,.214,.008,.641,,.112,.667
416,Nerlens Noel,.997,.545,.228,.106,.118,.003,.669,1.000,.278,.000
103,Nick Collison,.982,.523,.294,.073,.092,.018,.660,,.046,.500
597,Nick Young,.363,.038,.022,.099,.204,.637,.490,.805,.003,.224
42,Nicolas Batum,.543,.151,.055,.120,.215,.457,.429,.784,.025,.108
512,Nik Stauskas,.404,.251,.057,.026,.070,.596,.558,.915,.039,.323
299,Nikola Jokić,.860,.418,.293,.078,.068,.140,.595,.929,.018,.143
391,Nikola Mirotić,.432,.210,.074,.053,.095,.568,.690,.948,.021,.228
442,Nikola Peković,1.000,.360,.600,.040,.000,.000,.842,,.000,
560,Nikola Vučević,.991,.247,.279,.166,.299,.009,.610,.500,.032,.000
558,Noah Vonleh,.835,.417,.191,.054,.173,.165,.528,1.000,.129,.304
453,Norman Powell,.611,.279,.109,.083,.144,.389,.344,.944,.061,.461
101,Norris Cole,.789,.209,.124,.105,.351,.211,.258,.879,.010,.186
360,O.J. Mayo,.495,.150,.081,.100,.165,.505,.522,.962,.000,.278
91,Omri Casspi,.559,.280,.256,.023,.003,.441,.663,.857,.050,.168
293,Orlando Johnson,.706,.382,.088,.059,.176,.294,.571,1.000,.000,.500
448,Otto Porter Jr.,.628,.244,.077,.084,.225,.372,.680,.969,.028,.360
208,P.J. Hairston,.409,.218,.069,.042,.081,.591,.613,.971,.020,.257
545,P.J. Tucker,.646,.368,.172,.029,.077,.354,.357,.971,.012,.699
458,Pablo Prigioni,.354,.190,.068,.075,.020,.646,.148,.571,.000,.116
105,Pat Connaughton,.571,.286,.122,.061,.102,.429,.500,.800,.000,.143
51,Patrick Beverley,.478,.197,.175,.059,.047,.522,.351,.839,.003,.416
437,Patrick Patterson,.406,.124,.152,.087,.043,.594,.500,.991,.037,.386
388,Patty Mills,.477,.142,.028,.034,.273,.523,.438,.846,.000,.253
180,Pau Gasol,.931,.245,.192,.167,.327,.069,.668,.958,.025,.362
183,Paul George,.609,.168,.081,.118,.242,.391,.319,.710,.024,.239
390,Paul Millsap,.782,.363,.205,.131,.084,.218,.644,.973,.046,.181
444,Paul Pierce,.390,.068,.055,.121,.146,.610,.493,.960,.003,.112
454,Phil Pressey,.769,.462,.115,.051,.141,.231,.115,.500,.038,.056
22,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
0,Quincy Acy,.771,.458,.121,.037,.154,.229,.710,.947,.215,.347
264,R.J. Hunter,.357,.133,.061,.010,.153,.643,.647,.842,.031,.365
473,Rajon Rondo,.783,.344,.207,.046,.185,.217,.191,.710,.008,.341
97,Rakeem Christmas,1.000,1.000,.000,.000,.000,.000,1.000,,.000,
491,Ramon Sessions,.813,.434,.216,.105,.057,.188,.426,.889,.029,.243
163,Randy Foye,.481,.195,.079,.029,.178,.519,.255,.693,.002,.264
556,Rashad Vaughn,.447,.154,.094,.083,.117,.553,.789,1.000,.008,.449
81,Rasual Butler,.529,.183,.115,.106,.135,.471,.676,1.000,.029,.388
413,Raul Neto,.612,.237,.153,.115,.108,.388,.233,.797,.002,.370
363,Ray McCallum,.712,.226,.089,.178,.219,.288,.450,.933,.007,.310
160,Raymond Felton,.688,.217,.198,.073,.199,.312,.207,.733,.000,.178
76,Reggie Bullock,.459,.204,.051,.112,.092,.541,.619,1.000,.020,.491
275,Reggie Jackson,.732,.280,.219,.122,.109,.268,.064,.415,.011,.117
279,Richard Jefferson,.446,.231,.080,.054,.080,.554,.714,.955,.054,.486
254,Richaun Holmes,.802,.572,.126,.072,.032,.198,.717,1.000,.212,.091
478,Ricky Rubio,.676,.205,.053,.082,.336,.324,.268,.903,.000,.195
111,Robert Covington,.323,.190,.083,.027,.024,.677,.558,.947,.015,.137
482,Robert Sacre,1.000,.280,.373,.213,.133,.000,.710,,.067,
343,Robin Lopez,.998,.456,.394,.100,.048,.002,.524,,.069,1.000
255,Rodney Hood,.538,.111,.200,.130,.098,.462,.206,.752,.012,.218
523,Rodney Stuckey,.813,.287,.129,.129,.271,.187,.405,.850,.002,.410
253,Rondae Hollis-Jefferson,.899,.449,.138,.080,.232,.101,.576,.750,.065,.357
457,Ronnie Price,.351,.142,.060,.046,.106,.649,.083,.868,.020,.276
233,Roy Hibbert,.995,.297,.299,.146,.253,.005,.610,,.085,.000
181,Rudy Gay,.786,.267,.248,.135,.136,.214,.528,.824,.088,.279
186,Rudy Gobert,1.000,.802,.175,.006,.017,.000,.626,,.297,
508,Russ Smith,.773,.455,.227,.045,.045,.227,.167,1.000,.045,.200
575,Russell Westbrook,.764,.377,.110,.171,.106,.236,.177,.426,.054,.100
19,Ryan Anderson,.615,.227,.097,.112,.179,.385,.444,.924,.020,.165
250,Ryan Hollins,1.000,.633,.304,.038,.025,.000,.714,,.354,
311,Ryan Kelly,.752,.242,.188,.134,.188,.248,.720,1.000,.027,.216
379,Salah Mejri,.987,.859,.103,.000,.026,.013,.755,,.423,.000
128,Sam Dekker,,,,,,,,,,
310,Sasha Kaun,1.000,.765,.235,.000,.000,.000,.667,,.059,
561,Sasha Vujačić,.484,.112,.022,.065,.285,.516,.704,.942,.000,.217
313,Sean Kilpatrick,.578,.252,.148,.081,.096,.422,.571,.872,.015,.333
265,Serge Ibaka,.788,.196,.129,.123,.341,.212,.837,.983,.075,.527
309,Sergey Karasev,.500,.203,.068,.081,.149,.500,.632,1.000,.000,.270
120,Seth Curry,.504,.089,.147,.071,.196,.496,.423,.780,.000,.243
405,Shabazz Muhammad,.777,.373,.232,.094,.078,.223,.615,1.000,.093,.421
410,Shabazz Napier,.483,.134,.070,.065,.214,.517,.206,.647,.000,.154
321,Shane Larkin,.785,.319,.149,.100,.217,.215,.339,.590,.000,.194
340,Shaun Livingston,.968,.259,.201,.404,.106,.032,.473,1.000,.106,.667
577,Shayne Whittington,.818,.636,.091,.000,.091,.182,.400,,.000,.000
347,Shelvin Mack,.699,.217,.280,.092,.113,.301,.294,.667,.000,.304
240,Solomon Hill,.644,.341,.163,.091,.053,.356,.493,1.000,.063,.365
571,Sonny Weems,.627,.255,.118,.127,.127,.373,.630,1.000,.036,.390
134,Spencer Dinwiddie,.815,.333,.185,.148,.130,.185,.111,.000,.019,.000
227,Spencer Hawes,.667,.281,.173,.134,.078,.333,.616,1.000,.033,.255
296,Stanley Johnson,.658,.255,.173,.117,.113,.342,.346,.889,.020,.400
121,Stephen Curry,.446,.225,.084,.048,.088,.554,.372,.547,.004,.129
56,Steve Blake,.371,.104,.050,.058,.158,.629,.195,.712,.000,.258
418,Steve Novak,.167,.000,.000,.056,.111,.833,.000,1.000,.000,.400
2,Steven Adams,1.000,.721,.258,.016,.005,.000,.762,,.277,
367,T.J. McConnell,.808,.190,.244,.241,.134,.192,.198,.613,.000,.180
566,T.J. Warren,.841,.274,.202,.204,.161,.159,.653,.929,.043,.543
184,Taj Gibson,.994,.524,.188,.160,.124,.006,.643,,.152,.000
54,Tarik Black,1.000,.702,.240,.038,.029,.000,.737,,.346,
459,Tayshaun Prince,.900,.127,.140,.127,.507,.100,.745,1.000,.022,.957
302,Terrence Jones,.785,.444,.270,.027,.044,.215,.716,.920,.093,.203
475,Terrence Ross,.458,.086,.061,.123,.190,.542,.540,.947,.035,.295
477,Terry Rozier,.745,.292,.142,.132,.179,.255,.261,1.000,.000,.333
489,Thabo Sefolosha,.667,.417,.067,.048,.137,.333,.705,.952,.043,.508
598,Thaddeus Young,.969,.388,.388,.053,.139,.031,.559,.714,.030,.300
21,Thanasis Antetokounmpo,.750,.750,.000,.000,.000,.250,.333,,.500,.000
472,Thomas Robinson,.997,.588,.210,.127,.072,.003,.531,,.124,.000
511,Tiago Splitter,.987,.748,.194,.013,.032,.013,.753,,.077,.500
445,Tibor Pleiß,.920,.520,.240,.040,.120,.080,.909,,.120,.500
141,Tim Duncan,.995,.324,.406,.088,.179,.005,.684,,.011,.000
166,Tim Frazier,.790,.284,.144,.148,.218,.210,.288,.563,.004,.042
213,Tim Hardaway Jr.,.464,.226,.057,.042,.140,.536,.697,.938,.034,.296
403,Timofey Mozgov,.981,.610,.178,.103,.089,.019,.851,1.000,.251,.857
222,Tobias Harris,.731,.375,.187,.076,.094,.269,.561,.938,.057,.351
135,Toney Douglas,.544,.200,.101,.106,.139,.456,.402,.679,.000,.187
9,Tony Allen,.910,.582,.168,.047,.113,.090,.580,.933,.051,.714
434,Tony Parker,.908,.311,.173,.141,.285,.092,.279,.815,.000,.692
509,Tony Snell,.543,.204,.162,.035,.142,.457,.457,.946,.038,.232
594,Tony Wroten,.738,.569,.123,.031,.015,.262,.158,1.000,.000,.059
26,Trevor Ariza,.419,.255,.054,.035,.077,.581,.599,.914,.068,.415
62,Trevor Booker,.894,.601,.186,.039,.070,.106,.596,1.000,.168,.780
77,Trey Burke,.596,.159,.117,.118,.202,.404,.144,.909,.000,.215
346,Trey Lyles,.706,.236,.181,.126,.165,.294,.585,.959,.039,.547
538,Tristan Thompson,1.000,.695,.260,.036,.010,.000,.700,,.255,
122,Troy Daniels,.348,.037,.053,.064,.193,.652,.800,.949,.000,.254
324,Ty Lawson,.695,.237,.102,.121,.234,.305,.214,.806,.000,.194
152,Tyler Ennis,.791,.380,.144,.187,.080,.209,.338,1.000,.000,.179
212,Tyler Hansbrough,.958,.606,.310,.028,.014,.042,.567,1.000,.141,.000
297,Tyler Johnson,.708,.329,.111,.070,.198,.292,.462,.963,.045,.310
600,Tyler Zeller,1.000,.434,.252,.072,.241,.000,.783,,.066,
154,Tyreke Evans,.729,.513,.070,.016,.127,.271,.204,.545,.003,.059
96,Tyson Chandler,.997,.768,.124,.038,.067,.003,.667,,.373,.000
304,Tyus Jones,.660,.205,.231,.096,.128,.340,.275,.625,.000,.189
226,Udonis Haslem,.852,.197,.115,.213,.328,.148,.909,1.000,.016,.667
427,Victor Oladipo,.709,.298,.082,.100,.230,.291,.388,.806,.042,.262
88,Vince Carter,.507,.207,.093,.073,.134,.493,.500,.864,.052,.172
146,Wayne Ellington,.522,.123,.045,.061,.294,.478,.574,.865,.011,.332
298,Wesley Johnson,.400,.140,.037,.047,.177,.600,.867,.981,.045,.424
359,Wesley Matthews,.385,.105,.093,.081,.107,.615,.415,.884,.002,.288
40,Will Barton,.669,.297,.181,.091,.103,.331,.387,.795,.048,.138
92,Willie Cauley-Stein,.994,.602,.271,.065,.056,.006,.759,,.286,1.000
463,Willie Reed,1.000,.609,.286,.060,.045,.000,.684,,.211,
406,Xavier Munford,.701,.156,.273,.130,.143,.299,.304,.778,.013,.217
323,Zach LaVine,.670,.277,.090,.055,.249,.330,.416,.732,.059,.149
461,Zach Randolph,.971,.314,.310,.103,.245,.029,.478,.833,.001,.077
431,Zaza Pachulia,.994,.523,.200,.147,.123,.006,.680,,.030,.000
28,Ömer Aşık,1.000,.851,.133,.015,.005,.000,.712,,.231,
