,Player,G,MP,FTr,USG%
382,Gary Payton,68,1503,.156,14.4
177,Gerald Green,81,1780,.215,23.7
498,Gerald Wallace,72,2640,.470,22.5
15,Gilbert Arenas,74,2942,.464,31.4
169,Gordan Giriček,61,1188,.228,18.2
206,Grant Hill,65,2009,.491,21.8
73,Greg Buckner,76,1372,.114,12.0
501,Hakim Warrick,82,2152,.545,21.9
1,Hassan Adams,61,495,.267,16.3
483,Hedo Türkoğlu,73,2268,.266,21.7
18,Hilton Armstrong,56,634,.536,13.6
119,Ike Diogu,59,760,.526,22.9
484,Ime Udoka,75,2144,.173,13.7
353,Ira Newble,15,129,.270,15.6
318,Ivan McFarlin,11,41,.538,19.2
27,J.J. Barea,33,191,.308,25.0
445,J.R. Smith,63,1471,.196,22.8
409,JJ Redick,42,622,.308,18.1
76,Jackie Butler,11,103,.286,22.8
487,Jacque Vaughn,64,760,.389,14.7
478,Jake Tsakalidis,36,390,.542,13.2
490,Jake Voskuhl,73,1043,.443,15.7
428,Jalen Rose,29,246,.140,18.3
299,Jamaal Magloire,81,1703,.613,17.4
477,Jamaal Tinsley,72,2243,.269,23.8
101,Jamal Crawford,59,2198,.307,24.1
434,Jamal Sampson,22,125,1.000,10.3
351,Jameer Nelson,77,2331,.253,23.0
21,James Augustine,2,7,.000,19.9
273,James Jones,76,1376,.184,16.5
289,James Lang,11,55,.556,10.6
391,James Posey,71,1919,.227,13.1
441,James Singleton,53,376,.354,13.7
511,James White,6,137,.366,18.2
374,Jannero Pargo,82,1710,.176,23.1
253,Jared Jeffries,55,1307,.330,10.3
411,Jared Reiner,27,244,.233,11.4
234,Jarrett Jack,79,2651,.396,18.0
93,Jarron Collins,82,913,.488,12.0
200,Jarvis Hayes,81,1626,.154,17.3
94,Jason Collins,80,1844,.841,7.1
194,Jason Hart,36,846,.210,15.4
277,Jason Kapono,67,1767,.131,17.9
279,Jason Kidd,80,2933,.253,19.4
313,Jason Maxiell,67,943,.523,18.9
412,Jason Richardson,51,1675,.191,22.3
469,Jason Terry,81,2846,.187,21.3
522,Jason Williams,61,1865,.181,18.2
151,Jeff Foster,75,1740,.469,9.9
320,Jeff McInnis,38,702,.177,15.3
413,Jeremy Richardson,6,20,.000,16.1
360,Jermaine O'Neal,69,2459,.392,28.1
243,Jerome James,41,273,.228,18.3
457,Jerry Stackhouse,67,1615,.329,25.0
260,Joe Johnson,57,2359,.276,28.3
446,Joe Smith,65,1503,.310,18.9
400,Joel Przybilla,43,701,.346,8.7
174,Joey Graham,79,1319,.338,17.4
385,Johan Petro,81,1510,.176,16.7
295,John Lucas III,47,383,.122,21.8
433,John Salmons,79,2135,.395,15.3
144,Jordan Farmar,72,1090,.129,15.8
158,Jorge Garbajosa,67,1909,.147,15.2
53,Josh Boone,61,669,.602,17.4
90,Josh Childress,55,2024,.405,15.7
217,Josh Howard,70,2455,.273,25.2
394,Josh Powell,37,353,.452,17.1
449,Josh Smith,72,2647,.390,24.1
79,José Calderón,77,1614,.283,19.5
123,Juan Dixon,81,1926,.165,20.7
210,Julius Hodge,9,65,.333,11.4
274,Jumaine Jones,18,138,.039,19.2
190,Junior Harrington,29,543,.336,17.4
410,Justin Reed,41,318,.280,20.8
523,Justin Williams,26,333,.716,17.6
218,Juwan Howard,80,2123,.283,18.9
50,Keith Bogans,59,990,.257,14.9
322,Keith McLeod,48,718,.415,16.3
23,Kelenna Azubuike,41,669,.355,18.7
87,Kelvin Cato,18,95,.545,15.9
383,Kendrick Perkins,72,1576,.372,12.2
472,Kenny Thomas,62,1412,.251,13.6
309,Kenyon Martin,2,63,.750,17.9
160,Kevin Garnett,76,2995,.371,27.4
310,Kevin Martin,80,2818,.534,23.2
366,Kevin Ollie,53,919,.241,12.8
532,Kevin Willis,5,43,.154,17.2
389,Kevinn Pinkney,6,100,.333,15.8
127,Keyon Dooling,66,1435,.308,19.1
207,Kirk Hinrich,80,2839,.268,21.6
453,Kirk Snyder,39,563,.514,17.0
72,Kobe Bryant,77,3140,.437,33.6
221,Kris Humphries,60,670,.427,17.4
473,Kurt Thomas,67,1208,.274,12.1
69,Kwame Brown,41,1132,.554,15.0
285,Kyle Korver,74,2288,.247,21.3
294,Kyle Lowry,10,175,.737,16.1
3,LaMarcus Aldridge,63,1392,.240,19.3
363,Lamar Odom,56,2202,.416,19.8
220,Larry Hughes,70,2596,.324,21.7
419,Lawrence Roberts,54,969,.630,14.1
244,LeBron James,78,3190,.432,31.0
26,Leandro Barbosa,80,2613,.209,23.4
393,Leon Powe,63,720,.814,18.1
282,Linas Kleiza,79,1488,.285,17.6
222,Lindsey Hunter,52,745,.135,18.7
261,Linton Johnson,54,720,.195,14.8
537,Lorenzen Wright,67,1035,.175,10.5
8,Lou Amundson,11,89,.667,12.7
524,Lou Williams,61,688,.436,20.0
236,Luke Jackson,13,138,.209,18.1
417,Luke Ridnour,71,2091,.229,20.0
436,Luke Schenscher,11,118,.304,12.0
500,Luke Walton,60,1982,.260,16.8
114,Luol Deng,82,3071,.295,22.2
202,Luther Head,80,2211,.150,18.6
180,Lynn Greer,41,432,.227,18.1
34,Maceo Baston,47,405,.618,14.2
4,Malik Allen,60,638,.132,20.5
429,Malik Rose,65,810,.280,15.3
168,Manu Ginóbili,75,2060,.436,27.1
239,Marc Jackson,56,1025,.265,22.2
25,Marcus Banks,45,503,.306,23.5
80,Marcus Camby,70,2369,.335,15.9
489,Marcus Vinicius,13,103,.467,10.7
525,Marcus Williams,79,1315,.162,25.0
95,Mardy Collins,52,777,.360,18.8
49,Mark Blount,82,2544,.232,19.8
297,Mark Madsen,56,473,.674,7.5
247,Marko Jarić,70,1555,.271,13.5
107,Marquis Daniels,45,800,.285,20.8
506,Martell Webster,82,1759,.268,16.7
526,Marvin Williams,64,2179,.375,20.0
29,Matt Barnes,76,1813,.196,18.5
52,Matt Bonner,56,653,.160,20.3
83,Matt Carroll,72,1878,.316,19.9
155,Matt Freije,19,147,.111,18.7
186,Matt Harpring,77,1965,.471,20.8
2,Maurice Ager,32,214,.471,21.7
140,Maurice Evans,76,1732,.286,17.3
467,Maurice Taylor,12,103,.464,17.3
365,Mehmet Okur,80,2664,.365,22.8
137,Melvin Ely,30,309,.588,19.1
533,Metta World Peace,70,2641,.399,23.3
126,Michael Doleac,56,698,.234,15.1
147,Michael Finley,82,1823,.148,19.6
367,Michael Olowokandi,24,234,.065,12.5
408,Michael Redd,53,2036,.406,29.5
432,Michael Ruffin,30,271,1.056,6.2
165,Mickaël Gelabale,70,1239,.311,12.8
388,Mickaël Piétrus,72,1937,.358,17.2
40,Mike Bibby,82,2784,.298,24.5
131,Mike Dunleavy,82,2580,.316,19.0
184,Mike Hall,2,13,.000,13.5
245,Mike James,82,2069,.262,20.5
334,Mike Miller,70,2740,.201,21.1
463,Mike Sweetney,48,385,.493,23.7
514,Mike Wilks,47,534,.298,16.2
339,Mikki Moore,79,2082,.464,16.2
226,Mile Ilić,5,6,.000,46.6
527,Mo Williams,68,2472,.177,24.4
135,Monta Ellis,77,2638,.354,22.4
384,Morris Peterson,71,1515,.238,19.1
438,Mouhamed Sene,28,169,.592,19.5
424,Nate Robinson,64,1356,.266,22.0
338,Nazr Mohammed,51,773,.369,18.5
286,Nenad Krstić,26,848,.375,23.5
205,Nenê,64,1715,.548,19.2
96,Nick Collison,82,2378,.313,16.2
179,Orien Greene,41,254,.403,17.8
191,Othella Harrington,26,220,.393,16.7
70,P.J. Brown,72,1456,.292,17.0
481,P.J. Tucker,17,83,.636,19.1
455,Pape Sow,7,34,.667,17.2
74,Pat Burke,23,164,.200,21.3
161,Pat Garrity,33,277,.257,15.4
359,Patrick O'Bryant,16,119,.531,17.0
163,Pau Gasol,59,2133,.466,25.3
110,Paul Davis,31,180,.192,16.5
335,Paul Millsap,82,1472,.523,17.8
387,Paul Pierce,47,1740,.473,30.7
459,Peja Stojaković,13,425,.194,24.9
22,Player,G,MP,FTr,USG%
326,Pops Mensah-Bonsu,12,71,1.059,22.3
64,Primož Brezec,58,838,.248,18.5
416,Quentin Richardson,49,1621,.220,18.7
128,Quincy Douby,42,359,.119,18.5
430,Quinton Ross,81,1700,.230,12.2
288,Raef LaFrentz,27,352,.255,16.8
14,Rafael Araújo,28,248,.446,17.1
7,Rafer Alston,82,3040,.174,19.4
39,Raja Bell,78,2917,.160,17.0
426,Rajon Rondo,78,1831,.409,16.5
340,Randolph Morris,5,44,1.000,11.0
152,Randy Foye,82,1879,.278,22.9
292,Randy Livingston,4,26,.000,7.0
315,Rashad McCants,37,554,.328,20.3
291,Rashard Lewis,60,2348,.313,24.4
499,Rasheed Wallace,75,2419,.163,19.6
352,Rasho Nesterović,80,1676,.119,13.8
77,Rasual Butler,81,2223,.110,18.3
306,Rawle Marshall,40,361,.506,15.9
5,Ray Allen,55,2219,.268,29.5
146,Raymond Felton,78,2832,.250,21.9
142,Reggie Evans,66,1127,.851,14.8
24,Renaldo Balkman,68,1064,.327,15.5
300,Renaldo Major,1,27,.200,18.7
185,Richard Hamilton,75,2763,.344,25.9
252,Richard Jefferson,55,1956,.490,22.1
111,Ricky Davis,81,3021,.262,21.9
209,Robert Hite,12,136,.200,24.8
214,Robert Horry,68,1124,.255,13.6
82,Rodney Carney,67,1169,.222,18.7
312,Roger Mason,62,492,.089,18.3
397,Roger Powell,3,13,.667,23.7
134,Ronald Dupree,19,94,.290,19.2
346,Ronald Murray,69,1477,.274,18.7
63,Ronnie Brewer,56,675,.430,16.8
398,Ronnie Price,58,563,.320,18.3
482,Ronny Turiaf,72,1087,.500,15.7
232,Royal Ivey,53,539,.245,16.2
378,Ruben Patterson,81,2508,.434,22.2
164,Rudy Gay,78,2103,.275,21.3
171,Ryan Gomes,73,2275,.322,18.5
213,Ryan Hollins,27,185,1.111,17.1
461,Salim Stoudamire,61,1034,.160,22.7
86,Sam Cassell,58,1407,.291,26.5
104,Samuel Dalembert,82,2535,.340,16.7
381,Sasha Pavlović,67,1534,.257,19.1
491,Sasha Vujačić,73,935,.183,15.4
390,Scot Pollard,24,109,.154,13.2
371,Scott Padgett,31,231,.232,14.2
304,Sean Marks,3,17,.333,18.2
314,Sean May,35,838,.341,23.5
468,Sebastian Telfair,78,1578,.232,17.8
425,Sergio Rodríguez,67,862,.109,17.8
528,Shammond Williams,30,345,.070,13.2
37,Shane Battier,82,2988,.173,12.1
71,Shannon Brown,23,202,.189,21.1
361,Shaquille O'Neal,40,1135,.614,29.4
0,Shareef Abdur-Rahim,80,2015,.358,19.5
293,Shaun Livingston,54,1611,.258,17.4
404,Shavlik Randolph,13,179,.458,17.2
302,Shawn Marion,80,3010,.232,19.3
529,Shawne Williams,46,556,.125,15.5
530,Shelden Williams,81,1514,.395,15.9
376,Smush Parker,82,2457,.223,18.6
275,Solomon Jones,58,666,.586,12.8
92,Speedy Claxton,42,1054,.216,16.6
325,Stanislav Medvedenko,14,81,.690,24.3
175,Stephen Graham,14,165,.225,16.2
240,Stephen Jackson,75,2479,.317,22.1
301,Stephon Marbury,74,2748,.405,21.5
44,Steve Blake,82,2225,.126,13.0
154,Steve Francis,44,1237,.615,19.7
350,Steve Nash,76,2682,.254,22.9
357,Steve Novak,35,191,.040,13.4
223,Steven Hunter,70,1605,.463,13.2
451,Steven Smith,8,28,.250,18.0
464,Stromile Swift,54,1029,.387,20.8
149,T.J. Ford,75,2243,.325,26.1
280,Tarence Kinsey,48,967,.322,18.4
399,Tayshaun Prince,82,3001,.225,18.9
437,Thabo Sefolosha,71,868,.176,17.2
406,Theo Ratliff,2,44,1.333,5.9
130,Tim Duncan,80,2726,.502,27.9
474,Tim Thomas,76,2054,.199,20.1
6,Tony Allen,33,805,.517,22.1
36,Tony Battie,66,1575,.214,13.4
377,Tony Parker,77,2499,.319,27.4
319,Tracy McGrady,71,2539,.330,35.0
118,Travis Diener,26,288,.188,16.0
369,Travis Outlaw,67,1532,.319,21.8
198,Trenton Hassell,76,2223,.208,11.8
16,Trevor Ariza,57,1278,.461,19.2
219,Troy Hudson,34,554,.164,20.9
343,Troy Murphy,68,1852,.250,17.2
296,Tyronn Lue,56,1488,.311,21.0
475,Tyrus Thomas,72,966,.621,20.9
88,Tyson Chandler,73,2525,.429,12.3
197,Udonis Haslem,79,2483,.283,17.5
443,Uroš Slokar,20,72,.500,26.2
456,Vassilis Spanoulis,31,272,.583,20.5
278,Viktor Khryapa,33,231,.371,18.8
85,Vince Carter,82,3126,.360,30.8
392,Vitaly Potapenko,3,13,.000,20.7
403,Vladimir Radmanović,55,986,.231,19.0
493,Von Wafer,1,1,.000,46.2
465,Wally Szczerbiak,32,900,.325,25.0
204,Walter Herrmann,48,936,.161,18.7
439,Wayne Simien,8,93,.304,14.8
47,Will Blalock,14,166,.200,12.8
97,Will Conroy,7,52,1.333,6.0
178,Willie Green,74,1842,.128,25.7
116,Yakhouba Diawara,64,1177,.182,12.8
336,Yao Ming,48,1624,.504,33.5
284,Yaroslav Korolev,10,41,.375,22.1
405,Zach Randolph,68,2425,.374,33.1
370,Zaza Pachulia,72,2026,.607,21.3
225,Zydrunas Ilgauskas,78,2130,.242,21.7
248,Šarūnas Jasikevičius,63,973,.295,20.6
