,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
29,Nikola Vučević,80,8.8,16.9,2.8,9.2,3.8,1.0,1.1,2.0,2.0
299,Noah Vonleh,57,3.0,6.5,1.7,6.1,1.9,0.7,0.8,1.3,2.6
294,Norman Powell,3,3.2,6.7,0.3,2.1,1.5,0.7,0.2,1.1,1.6
370,OG Anunoby,6,2.7,6.0,0.9,2.1,0.7,0.7,0.3,0.8,2.1
742,Okaro White,0,0.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0
462,Omari Spellman,11,2.1,5.3,1.6,2.7,1.0,0.6,0.5,0.7,1.5
424,Omri Casspi,0,2.4,4.5,0.5,2.7,0.7,0.6,0.3,0.6,1.0
115,Otto Porter Jr.,43,5.3,11.5,1.0,4.6,2.1,1.5,0.6,1.2,1.9
360,P.J. Tucker,82,2.5,6.4,1.5,4.4,1.2,1.6,0.5,0.8,3.1
634,PJ Dozier,0,1.3,3.5,1.0,1.8,0.8,0.3,0.0,0.0,0.3
64,Pascal Siakam,79,6.5,11.8,1.6,5.3,3.1,0.9,0.7,1.9,3.0
382,Pat Connaughton,2,2.7,5.7,1.0,3.2,2.0,0.5,0.4,0.5,1.3
334,Patrick Beverley,49,2.5,6.1,1.0,4.0,3.8,0.9,0.6,1.1,3.4
653,Patrick McCaw,1,0.9,2.2,0.2,1.4,1.0,0.8,0.1,0.6,1.3
599,Patrick Patterson,5,1.3,3.5,0.7,1.7,0.5,0.3,0.2,0.3,0.7
239,Patty Mills,1,3.4,8.1,0.3,1.9,3.0,0.6,0.1,1.1,1.6
573,Pau Gasol,6,1.4,3.1,0.7,3.8,1.7,0.2,0.5,0.5,1.0
1,Paul George,77,9.2,21.0,1.4,6.8,4.1,2.2,0.4,2.7,2.8
150,Paul Millsap,65,4.6,9.5,2.2,5.0,2.0,1.2,0.8,1.4,2.6
20,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
698,Quincy Acy,0,0.4,1.8,0.3,2.2,0.8,0.1,0.4,0.4,2.4
697,Quincy Pondexter,0,0.5,1.1,0.2,0.7,0.5,0.2,0.0,0.2,0.5
383,Quinn Cook,10,2.8,5.9,0.3,1.8,1.6,0.3,0.0,0.7,1.2
61,R.J. Hunter,0,6.0,13.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0
266,Rajon Rondo,29,3.8,9.4,0.7,4.5,8.0,1.2,0.2,2.8,2.2
493,Raul Neto,1,2.0,4.4,0.2,1.5,2.5,0.4,0.1,0.9,1.3
589,Rawle Alkins,1,1.3,3.9,1.1,1.5,1.3,0.1,0.0,0.8,0.7
576,Ray Spalding,3,1.8,3.4,1.1,2.4,0.4,0.6,0.6,0.6,1.6
547,Raymond Felton,0,1.7,4.1,0.1,0.9,1.6,0.3,0.2,0.4,0.9
179,Reggie Bullock,60,3.9,9.4,0.3,2.4,2.0,0.6,0.2,1.0,1.7
90,Reggie Jackson,82,5.4,12.8,0.5,2.1,4.2,0.7,0.1,1.8,2.5
306,Richaun Holmes,4,3.2,5.2,1.6,3.1,0.9,0.6,1.1,0.7,2.8
149,Ricky Rubio,67,4.3,10.7,0.5,3.1,6.1,1.3,0.1,2.6,2.6
139,Robert Covington,35,4.5,10.3,0.8,4.7,1.3,2.1,1.3,1.3,3.6
667,Robert Williams,2,1.1,1.6,0.8,1.7,0.2,0.3,1.3,0.3,1.1
249,Robin Lopez,36,4.1,7.2,1.9,2.0,1.2,0.1,1.1,1.3,1.7
295,Rodions Kurucs,46,3.2,7.1,0.9,3.0,0.8,0.7,0.4,1.2,2.3
184,Rodney Hood,49,4.1,9.3,0.3,1.8,1.8,0.8,0.2,0.8,2.0
337,Rodney McGruder,45,2.8,7.0,0.9,2.7,1.7,0.5,0.2,1.0,1.7
721,Ron Baker,0,0.3,1.3,0.1,0.7,1.0,0.4,0.1,0.3,1.2
276,Rondae Hollis-Jefferson,21,3.4,8.3,1.4,3.8,1.6,0.7,0.5,1.2,1.8
496,Royce O'Neale,16,2.0,4.2,0.3,3.2,1.5,0.7,0.3,0.9,2.1
126,Rudy Gay,51,5.4,10.8,0.9,5.9,2.6,0.8,0.5,1.7,2.3
80,Rudy Gobert,80,5.9,8.8,3.8,9.0,2.0,0.8,2.3,1.6,2.9
18,Russell Westbrook,73,8.6,20.2,1.5,9.6,10.7,1.9,0.5,4.5,3.4
660,Ryan Anderson,8,0.8,2.8,0.7,1.4,0.8,0.2,0.0,0.6,1.0
396,Ryan Arcidiacono,32,2.3,5.2,0.3,2.4,3.3,0.8,0.0,0.8,2.1
563,Ryan Broekhoff,0,1.4,3.0,0.2,1.3,0.5,0.1,0.1,0.4,0.8
582,Salah Mejri,4,1.5,3.1,1.0,2.6,1.0,0.3,0.7,0.6,1.5
433,Sam Dekker,5,2.6,5.4,1.1,2.0,1.0,0.8,0.1,0.5,1.0
665,Scott Machado,0,1.0,1.5,0.0,0.0,0.8,0.3,0.0,0.0,0.5
623,Semi Ojeleye,3,1.2,2.8,0.4,1.1,0.4,0.2,0.1,0.3,0.8
100,Serge Ibaka,51,6.3,11.9,2.1,6.0,1.3,0.4,1.4,1.5,2.9
318,Seth Curry,2,2.9,6.3,0.4,1.3,0.9,0.5,0.2,0.8,1.3
261,Shabazz Napier,2,3.0,7.8,0.3,1.5,2.6,0.7,0.3,1.2,1.2
207,Shai Gilgeous-Alexander,73,4.2,8.7,0.7,2.1,3.3,1.2,0.5,1.7,2.1
543,Shake Milton,0,1.7,4.4,0.5,1.3,0.9,0.4,0.4,0.3,1.5
409,Shaquille Harrison,11,2.5,5.8,0.5,2.6,1.9,1.2,0.4,0.8,1.7
569,Shaun Livingston,0,1.7,3.3,0.7,1.2,1.8,0.5,0.4,0.6,1.2
341,Shelvin Mack,3,2.9,7.1,0.3,1.5,3.2,0.8,0.1,1.2,1.5
720,Sindarius Thornwell,1,0.3,0.8,0.1,0.6,0.3,0.2,0.1,0.3,0.6
639,Skal Labissière,1,1.2,2.2,0.4,1.5,0.5,0.2,0.3,0.5,1.3
548,Solomon Hill,15,1.5,4.0,0.8,2.3,1.3,0.5,0.2,0.7,1.8
67,Spencer Dinwiddie,4,5.4,12.2,0.4,2.1,4.6,0.6,0.3,2.2,2.8
379,Stanley Johnson,7,2.6,6.7,0.5,2.8,1.3,0.9,0.2,1.2,1.7
5,Stephen Curry,69,9.2,19.4,0.7,4.7,5.2,1.3,0.4,2.8,2.4
416,Sterling Brown,7,2.5,5.4,0.5,2.7,1.4,0.4,0.1,0.8,1.5
118,Steven Adams,80,6.0,10.1,4.9,4.6,1.6,1.5,1.0,1.7,2.6
630,Svi Mykhailiuk,0,1.1,3.3,0.2,0.6,0.9,0.3,0.0,0.5,0.6
580,T.J. Leaf,1,1.7,3.2,0.7,1.4,0.4,0.2,0.3,0.2,0.6
418,T.J. McConnell,3,2.9,5.5,0.4,1.9,3.4,1.0,0.2,1.2,1.4
58,T.J. Warren,36,6.9,14.2,0.7,3.3,1.5,1.2,0.7,1.2,2.8
570,Tahjere McCall,0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
206,Taj Gibson,57,4.3,7.7,2.5,4.1,1.2,0.8,0.6,1.0,2.7
137,Taurean Prince,47,4.8,10.8,0.4,3.2,2.1,1.0,0.3,1.8,2.6
385,Terrance Ferguson,74,2.5,5.8,0.4,1.5,1.0,0.5,0.2,0.6,3.1
718,Terrence Jones,0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5
99,Terrence Ross,0,5.4,12.7,0.3,3.1,1.7,0.9,0.4,1.1,1.5
270,Terry Rozier,14,3.3,8.4,0.4,3.5,2.9,0.9,0.3,0.9,1.3
586,Thabo Sefolosha,2,1.4,3.0,0.2,2.3,0.5,0.9,0.1,0.5,0.8
152,Thaddeus Young,81,5.5,10.4,2.4,4.1,2.5,1.5,0.4,1.5,2.4
539,Theo Pinson,0,1.4,4.1,0.2,1.8,1.2,0.3,0.0,1.0,0.8
219,Thomas Bryant,53,4.3,7.0,1.6,4.7,1.3,0.3,0.9,0.8,1.8
702,Thomas Welsh,0,0.6,1.2,0.0,0.4,0.5,0.0,0.0,0.1,0.3
501,Thon Maker,5,1.7,4.2,0.6,2.5,0.7,0.3,0.8,0.5,1.6
488,Tim Frazier,19,2.0,4.4,0.7,2.2,4.2,0.5,0.1,1.3,1.9
51,Tim Hardaway Jr.,63,6.0,15.3,0.5,2.9,2.4,0.8,0.1,1.6,2.2
534,Timothé Luwawu-Cabarrot,7,1.6,4.4,0.2,1.7,0.5,0.4,0.2,0.4,1.5
33,Tobias Harris,82,7.5,15.3,0.8,7.0,2.8,0.6,0.5,1.8,2.2
278,Tomáš Satoranský,54,3.2,6.6,1.0,2.5,5.0,1.0,0.2,1.5,2.2
471,Tony Bradley,0,2.7,5.3,3.0,2.0,0.3,0.7,0.7,1.0,2.0
250,Tony Parker,0,3.8,8.3,0.3,1.2,3.7,0.4,0.1,1.3,0.9
450,Tony Snell,12,2.2,4.9,0.4,1.7,0.9,0.4,0.2,0.3,1.2
472,Torrey Craig,37,2.1,4.8,1.2,2.3,1.0,0.5,0.6,0.6,2.3
40,Trae Young,81,6.5,15.5,0.8,2.9,8.1,0.9,0.2,3.8,1.7
492,Treveon Graham,21,1.8,5.5,0.7,2.4,1.0,0.4,0.2,0.5,1.9
700,Trevon Duval,0,0.7,1.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0
153,Trevor Ariza,69,4.3,10.7,0.7,4.7,3.7,1.3,0.3,1.5,1.9
195,Trey Burke,8,4.1,9.4,0.5,1.2,2.7,0.6,0.1,0.8,1.0
296,Trey Lyles,2,3.2,7.7,0.7,3.2,1.4,0.5,0.4,1.1,1.5
203,Tristan Thompson,40,4.7,8.8,4.0,6.2,2.0,0.7,0.4,1.4,2.1
526,Troy Brown Jr.,10,1.9,4.5,0.7,2.1,1.5,0.4,0.1,0.6,1.1
663,Troy Caupain,0,1.0,2.0,0.3,0.5,1.0,0.3,0.0,0.0,0.0
432,Troy Daniels,1,2.2,5.4,0.3,1.2,0.5,0.5,0.1,0.5,1.5
494,Troy Williams,0,2.1,4.7,0.6,2.2,0.5,0.5,0.4,0.4,1.8
731,Tyler Cavanaugh,0,0.3,0.9,0.3,0.5,0.1,0.0,0.0,0.1,0.3
733,Tyler Davis,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Tyler Dorsey,11,2.2,5.5,0.6,1.8,1.2,0.3,0.0,0.6,1.1
198,Tyler Johnson,22,3.8,9.2,0.6,2.4,2.9,0.9,0.5,1.4,1.7
727,Tyler Lydon,0,0.4,0.7,0.3,0.4,0.2,0.1,0.0,0.2,0.4
741,Tyler Ulis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Tyler Zeller,1,2.7,5.0,1.8,2.2,0.7,0.2,0.5,0.7,3.3
229,Tyreke Evans,18,3.7,9.6,0.5,2.4,2.4,0.8,0.3,1.7,1.7
605,Tyrone Wallace,0,1.5,3.5,0.3,1.3,0.7,0.3,0.1,0.6,1.3
636,Tyson Chandler,6,1.1,1.8,1.7,3.9,0.7,0.4,0.4,0.8,2.0
386,Tyus Jones,23,2.7,6.6,0.3,1.6,4.8,1.2,0.1,0.7,1.1
664,Udonis Haslem,1,1.1,3.3,0.3,2.4,0.2,0.0,0.0,0.3,0.9
42,Victor Oladipo,36,6.9,16.3,0.6,5.0,5.2,1.7,0.3,2.3,2.0
348,Vince Carter,9,2.6,6.2,0.4,2.1,1.1,0.6,0.4,0.6,1.9
704,Vince Edwards,0,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
691,Wade Baldwin,0,0.6,2.1,0.1,0.8,0.8,0.1,0.1,0.9,0.7
108,Walt Lemon Jr.,3,6.3,14.5,0.7,3.8,5.0,1.8,0.2,1.7,2.3
224,Wayne Ellington,38,3.5,8.6,0.3,1.8,1.4,1.0,0.1,0.8,1.7
375,Wayne Selden,13,2.6,6.4,0.5,1.9,1.5,0.4,0.2,1.1,1.7
227,Wendell Carter Jr.,44,4.1,8.4,2.0,5.0,1.8,0.6,1.3,1.5,3.5
508,Wes Iwundu,13,1.7,4.0,0.5,2.2,1.1,0.4,0.3,0.6,1.8
606,Wesley Johnson,13,1.2,3.4,0.3,1.6,0.6,0.4,0.3,0.5,1.7
159,Wesley Matthews,68,4.0,10.1,0.5,2.0,2.3,0.8,0.2,1.3,2.3
175,Will Barton,38,4.3,10.7,0.7,3.9,2.9,0.4,0.5,1.5,1.9
168,Willie Cauley-Stein,81,5.1,9.1,2.2,6.1,2.4,1.2,0.6,1.0,2.8
355,Willy Hernangómez,3,2.6,5.1,2.0,3.3,1.0,0.3,0.3,1.0,1.7
443,Wilson Chandler,33,2.2,5.4,0.9,3.3,1.6,0.5,0.4,0.9,2.4
719,Yante Maten,0,0.5,2.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0
457,Yogi Ferrell,3,2.2,5.0,0.2,1.4,1.9,0.5,0.1,0.6,0.9
658,Yuta Watanabe,0,1.0,3.4,0.3,1.8,0.5,0.3,0.1,0.4,0.7
404,Zach Collins,0,2.5,5.2,1.4,2.8,0.9,0.3,0.9,1.0,2.3
17,Zach LaVine,62,8.4,18.0,0.6,4.0,4.5,1.0,0.4,3.4,2.2
739,Zach Lofton,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
583,Zaza Pachulia,3,1.3,2.8,1.5,2.4,1.3,0.5,0.3,0.8,2.2
402,Zhaire Smith,2,2.3,5.7,0.5,1.7,1.7,0.3,0.3,1.0,1.3
689,Zhou Qi,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Álex Abrines,2,1.8,5.1,0.2,1.4,0.6,0.5,0.2,0.5,1.7
703,Ángel Delgado,0,0.5,2.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
