,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
543,Donald Sloan,1,0.9,2.4,0.1,0.8,1.0,0.2,0.0,0.5,0.4
349,Donatas Motiejūnas,3,2.1,4.8,1.0,2.7,0.5,0.3,0.3,0.8,2.1
367,Dorell Wright,13,1.6,4.4,0.4,2.4,0.9,0.3,0.2,0.6,0.9
457,Doron Lamb,0,1.2,3.0,0.2,0.8,0.8,0.2,0.0,0.5,1.0
318,Draymond Green,12,2.3,5.6,1.0,3.9,1.9,1.2,0.9,1.1,2.8
244,Drew Gooden,0,3.5,6.5,1.7,3.5,0.7,0.5,0.3,0.8,2.4
492,Dwight Buycks,0,1.1,3.4,0.3,1.4,0.7,0.6,0.0,0.7,0.8
33,Dwight Howard,71,6.7,11.3,3.3,8.9,1.8,0.8,1.8,3.2,3.4
29,Dwyane Wade,53,7.7,14.1,1.1,3.4,4.7,1.5,0.5,3.0,2.0
315,E'Twaun Moore,3,2.5,5.8,0.4,1.4,1.4,0.8,0.2,0.7,1.3
379,Earl Clark,17,1.8,4.8,0.4,2.2,0.3,0.3,0.5,0.6,1.2
625,Earl Watson,0,0.1,0.5,0.2,0.4,1.2,0.2,0.0,0.7,1.4
338,Ed Davis,4,2.5,4.6,1.5,2.7,0.4,0.3,0.7,0.6,1.8
475,Ekpe Udoh,14,1.4,3.4,1.5,2.1,0.7,0.4,1.0,0.9,2.3
634,Elias Harris,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0
329,Elliot Williams,2,2.1,5.0,0.4,1.5,1.1,0.5,0.0,1.0,1.9
337,Elton Brand,15,2.5,4.5,1.3,3.6,1.0,0.5,1.2,0.8,2.6
127,Enes Freedom,37,5.2,10.7,2.8,4.7,0.9,0.4,0.5,1.8,2.9
42,Eric Bledsoe,40,6.2,12.9,0.6,4.1,5.5,1.6,0.3,3.3,2.3
69,Eric Gordon,64,5.6,12.8,0.5,2.1,3.3,1.2,0.2,2.1,1.8
525,Eric Maynor,0,1.0,3.3,0.3,1.0,1.7,0.3,0.1,0.9,0.5
631,Erik Murphy,0,0.1,0.5,0.1,0.3,0.1,0.0,0.2,0.1,0.3
145,Ersan İlyasova,47,4.3,10.5,1.9,4.3,1.3,0.8,0.1,1.1,2.5
240,Evan Fournier,4,3.0,7.2,0.4,2.2,1.5,0.4,0.1,1.3,2.4
85,Evan Turner,56,5.4,12.6,0.8,4.3,3.2,0.8,0.1,2.3,2.4
339,Francisco García,4,2.1,5.3,0.4,1.8,1.1,0.5,0.6,0.5,2.2
532,Gal Mekel,1,1.0,2.8,0.2,0.7,2.0,0.1,0.0,1.0,1.0
579,Garrett Temple,0,0.7,1.9,0.3,0.6,1.0,0.5,0.1,0.6,1.0
157,Gary Neal,3,3.7,9.1,0.2,1.5,1.6,0.3,0.0,1.2,1.3
170,George Hill,76,3.6,8.1,0.7,3.0,3.5,1.0,0.3,1.2,2.1
65,Gerald Green,48,5.5,12.3,0.6,2.8,1.5,0.9,0.5,1.8,2.7
89,Gerald Henderson,77,5.2,12.1,0.4,3.6,2.6,0.7,0.4,1.5,2.1
360,Gerald Wallace,16,2.0,4.0,0.6,3.0,2.5,1.3,0.2,1.7,1.4
294,Giannis Antetokounmpo,23,2.2,5.4,1.0,3.4,1.9,0.8,0.8,1.6,2.2
531,Gigi Datome,0,1.0,2.9,0.4,0.9,0.3,0.2,0.0,0.3,0.6
203,Glen Davis,44,4.0,8.7,1.6,3.6,1.1,0.9,0.4,1.1,2.3
509,Glen Rice Jr.,1,1.0,3.4,0.4,1.5,0.6,0.5,0.1,0.8,0.6
18,Goran Dragić,75,7.3,14.4,0.9,2.3,5.9,1.4,0.3,2.8,2.7
58,Gordon Hayward,77,5.5,13.4,0.8,4.3,5.2,1.4,0.5,2.8,2.0
382,Gorgui Dieng,15,1.9,3.8,1.7,3.3,0.7,0.5,0.8,0.9,1.8
70,Greg Monroe,82,6.1,12.4,3.1,6.1,2.1,1.1,0.6,2.0,2.5
508,Greg Oden,6,1.2,2.1,1.0,1.3,0.0,0.3,0.6,0.5,2.3
469,Greg Smith,0,1.6,2.5,1.0,1.5,0.0,0.1,0.2,0.5,1.5
510,Greg Stiemsma,20,1.3,2.2,1.3,2.8,0.7,0.6,1.0,0.8,3.1
194,Greivis Vásquez,23,3.5,8.3,0.3,1.9,4.1,0.4,0.1,1.6,1.8
406,Gustavo Ayón,14,2.0,3.9,1.6,3.2,1.1,1.0,0.4,1.1,1.8
626,Hamady N'Diaye,0,0.2,0.6,0.4,0.9,0.2,0.0,0.3,0.2,1.1
200,Harrison Barnes,24,3.5,8.7,0.8,3.1,1.5,0.8,0.3,1.1,2.0
600,Hasheem Thabeet,0,0.6,1.0,0.4,1.3,0.0,0.2,0.4,0.6,2.0
505,Hedo Türkoğlu,0,1.1,2.9,0.3,2.1,0.9,0.5,0.3,0.4,1.3
265,Henry Sims,25,2.8,6.0,2.3,2.9,1.1,0.6,0.4,0.9,2.5
580,Hilton Armstrong,1,0.6,1.3,1.3,1.9,0.3,0.3,0.3,0.4,0.7
328,Hollis Thompson,41,2.2,4.8,0.9,2.3,0.9,0.7,0.2,0.8,1.9
498,Ian Clark,0,1.1,2.9,0.1,0.7,0.7,0.3,0.1,0.6,1.0
468,Ian Mahinmi,1,1.2,2.5,1.4,1.9,0.3,0.5,0.9,0.8,2.7
301,Iman Shumpert,58,2.5,6.5,1.1,3.1,1.7,1.2,0.2,1.1,2.8
393,Isaiah Canaan,0,1.4,4.0,0.3,0.8,1.0,0.4,0.2,1.0,1.1
19,Isaiah Thomas,54,6.9,15.2,0.7,2.3,6.3,1.3,0.1,3.0,2.6
452,Ish Smith,1,1.7,4.0,0.4,1.4,2.6,0.7,0.2,0.9,0.9
238,J.J. Barea,1,3.2,8.3,0.2,1.7,3.8,0.3,0.0,1.6,1.6
135,J.J. Hickson,52,4.8,9.5,3.0,6.2,1.4,0.7,0.7,1.9,2.6
78,J.R. Smith,37,5.4,12.9,0.5,3.5,3.0,0.9,0.3,1.5,2.6
71,JJ Redick,34,5.2,11.4,0.3,1.9,2.2,0.8,0.1,1.2,1.9
283,JaVale McGee,5,3.4,7.6,2.0,1.4,0.4,0.2,1.4,1.6,3.2
394,Jae Crowder,8,1.7,3.8,0.6,1.9,0.8,0.8,0.3,0.5,1.3
574,Jamaal Franklin,0,0.8,1.9,0.2,0.9,0.3,0.2,0.1,0.5,1.1
607,Jamaal Tinsley,5,0.5,2.5,0.3,1.1,2.9,0.3,0.0,1.1,1.3
30,Jamal Crawford,24,6.1,14.7,0.5,1.8,3.2,0.9,0.2,2.0,1.7
131,Jameer Nelson,68,4.3,11.0,0.4,3.0,7.0,0.8,0.1,2.4,2.1
174,James Anderson,62,3.9,9.0,0.7,3.0,1.9,0.9,0.4,1.3,1.9
4,James Harden,73,7.5,16.5,0.8,3.9,6.1,1.6,0.4,3.6,2.4
273,James Johnson,4,2.8,5.9,1.2,2.0,2.1,0.8,1.1,1.3,2.0
376,James Jones,6,1.6,3.4,0.1,1.1,0.5,0.2,0.2,0.2,0.3
470,James Nunnally,0,1.2,3.5,0.1,1.4,0.6,0.5,0.2,0.5,0.8
459,James Southerland,0,1.3,3.8,0.0,2.0,0.0,0.3,0.5,0.3,0.8
454,Jan Veselý,1,1.6,3.2,1.5,2.0,0.4,1.0,0.6,0.7,2.2
391,Jannero Pargo,0,1.8,4.1,0.0,0.7,1.8,0.5,0.0,0.9,0.6
559,Jared Cunningham,0,0.5,1.6,0.1,0.4,0.6,0.2,0.0,0.2,1.2
289,Jared Dudley,43,2.6,6.0,0.5,1.7,1.4,0.6,0.1,0.8,2.0
103,Jared Sullinger,44,5.2,12.1,3.3,4.9,1.6,0.5,0.7,1.6,3.4
201,Jarrett Jack,31,3.6,8.7,0.3,2.5,4.1,0.7,0.3,1.7,1.7
416,Jarvis Varnado,0,1.5,2.5,0.8,1.8,0.5,0.4,1.2,0.4,2.6
605,Jason Collins,1,0.5,1.1,0.3,0.5,0.2,0.4,0.0,0.3,1.4
487,Jason Maxiell,13,1.4,3.1,0.8,1.7,0.3,0.2,0.6,0.4,1.4
187,Jason Smith,27,4.2,9.1,1.6,4.2,0.9,0.4,0.9,0.9,3.2
403,Jason Terry,0,1.6,4.3,0.1,0.9,1.6,0.4,0.0,0.8,1.4
281,Jason Thompson,61,3.1,6.0,1.9,4.6,0.6,0.4,0.7,1.2,3.1
290,Jeff Adrien,12,2.7,5.2,1.9,3.8,0.7,0.5,0.7,0.7,2.0
480,Jeff Ayres,10,1.4,2.4,1.2,2.3,0.8,0.2,0.3,0.9,2.0
50,Jeff Green,82,5.9,14.3,0.7,4.0,1.7,0.7,0.6,2.0,2.2
258,Jeff Taylor,8,3.2,8.4,0.6,1.7,0.8,0.5,0.2,1.0,2.4
54,Jeff Teague,79,5.8,13.2,0.4,2.2,6.7,1.1,0.2,2.9,2.0
484,Jeff Withey,4,1.2,2.2,0.8,1.7,0.4,0.3,0.9,0.3,1.3
322,Jeremy Evans,4,2.7,5.0,1.8,2.9,0.7,0.6,0.7,0.6,2.1
236,Jeremy Lamb,0,3.4,7.8,0.3,2.1,1.5,0.7,0.3,0.8,1.8
121,Jeremy Lin,33,4.2,9.3,0.5,2.2,4.1,1.0,0.4,2.5,2.3
458,Jeremy Tyler,0,1.5,2.8,0.9,1.7,0.2,0.1,0.5,0.6,1.7
261,Jermaine O'Neal,13,2.8,5.6,1.9,3.6,0.6,0.3,0.9,1.2,2.3
210,Jerryd Bayless,19,3.4,8.6,0.3,1.7,2.7,0.8,0.1,1.1,2.2
342,Jimmer Fredette,0,2.2,4.6,0.2,0.9,1.3,0.3,0.1,1.0,0.7
113,Jimmy Butler,67,4.1,10.3,1.3,3.6,2.6,1.9,0.5,1.5,1.6
120,Joakim Noah,80,4.8,10.0,3.5,7.7,5.4,1.2,1.5,2.4,3.1
67,Jodie Meeks,70,5.4,11.6,0.4,2.1,1.8,1.4,0.1,1.4,1.5
66,Joe Johnson,79,5.8,12.9,0.6,2.8,2.7,0.6,0.1,1.5,1.6
616,Joel Anthony,0,0.4,1.0,0.5,0.7,0.1,0.1,0.4,0.1,0.5
481,Joel Freeland,0,1.5,3.1,1.7,2.3,0.7,0.2,0.4,0.6,1.8
150,John Henson,23,4.9,9.1,2.4,4.7,1.6,0.6,1.7,1.6,2.6
493,John Jenkins,0,1.2,3.2,0.2,1.5,0.8,0.1,0.1,0.8,0.8
445,John Lucas III,6,1.5,4.5,0.3,0.6,1.0,0.3,0.0,0.5,1.0
354,John Salmons,8,1.9,5.3,0.3,1.8,1.9,0.6,0.2,0.7,1.6
25,John Wall,82,7.1,16.3,0.5,3.6,8.8,1.8,0.5,3.6,2.7
319,Jon Leuer,0,2.5,5.0,0.8,2.5,0.4,0.4,0.3,0.6,1.3
414,Jonas Jerebko,0,1.5,3.3,0.8,1.9,0.6,0.3,0.1,0.7,1.3
143,Jonas Valančiūnas,81,4.4,8.3,2.8,6.0,0.7,0.3,0.9,1.7,3.1
152,Jordan Crawford,35,4.0,9.7,0.3,1.9,3.5,0.6,0.1,1.7,1.5
175,Jordan Farmar,5,3.7,8.9,0.5,2.0,4.9,0.9,0.2,2.3,1.6
297,Jordan Hamilton,12,2.5,6.3,0.5,2.7,0.9,0.7,0.3,0.8,1.1
185,Jordan Hill,32,4.0,7.2,2.7,4.7,0.8,0.4,0.9,1.0,2.4
421,Jorge Gutiérrez,2,1.7,3.6,0.2,1.3,2.0,0.7,0.1,0.9,2.5
633,Josh Childress,0,0.0,0.0,0.0,0.8,0.5,0.3,0.0,0.3,0.3
507,Josh Harrellson,0,1.2,2.6,0.9,1.4,0.5,0.2,0.5,0.3,1.4
237,Josh McRoberts,78,3.2,7.3,1.1,3.7,4.3,0.7,0.6,1.1,2.4
434,Josh Powell,0,2.0,6.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0
56,Josh Smith,76,6.7,16.0,1.3,5.4,3.3,1.4,1.4,2.6,2.6
140,José Calderón,81,4.2,9.2,0.4,2.0,4.7,0.9,0.1,1.3,1.7
80,Jrue Holiday,34,6.0,13.4,0.8,3.4,7.9,1.6,0.4,3.1,2.7
615,Julyan Stone,0,0.3,0.8,0.1,0.9,0.6,0.1,0.0,0.2,0.6
476,Justin Hamilton,0,1.1,2.5,0.5,0.4,0.0,0.6,0.0,0.5,1.0
119,Kawhi Leonard,65,5.1,9.8,1.2,5.1,2.0,1.7,0.8,1.2,1.9
567,Keith Bogans,0,0.5,1.0,0.0,0.5,0.5,0.2,0.0,0.2,0.3
231,Kelly Olynyk,9,3.3,7.2,2.0,3.2,1.6,0.5,0.4,1.5,3.2
43,Kemba Walker,73,6.2,15.7,0.5,3.7,6.1,1.2,0.4,2.3,1.8
257,Kendall Marshall,45,3.1,7.8,0.3,2.6,8.8,0.9,0.1,2.8,1.4
474,Kendrick Perkins,62,1.4,3.1,1.3,3.6,1.1,0.4,0.5,1.5,2.9
97,Kenneth Faried,77,5.6,10.3,3.0,5.6,1.2,0.9,0.9,1.7,2.4
324,Kent Bazemore,15,2.2,5.1,0.1,1.6,1.4,0.6,0.2,1.2,1.5
334,Kentavious Caldwell-Pope,41,2.3,5.8,0.5,1.5,0.7,0.9,0.2,0.4,1.8
407,Kenyon Martin,15,2.0,3.8,1.1,3.1,1.6,0.8,0.8,0.8,2.7
0,Kevin Durant,81,10.5,20.8,0.7,6.7,5.5,1.3,0.7,3.5,2.1
306,Kevin Garnett,54,2.9,6.6,1.1,5.5,1.5,0.8,0.7,1.3,2.3
3,Kevin Love,77,8.4,18.5,2.9,9.6,4.4,0.8,0.5,2.5,1.8
26,Kevin Martin,68,6.5,15.0,0.5,2.5,1.8,1.0,0.1,1.6,1.8
392,Kevin Séraphin,1,2.1,4.2,1.0,1.4,0.3,0.1,0.5,0.8,1.9
130,Khris Middleton,64,4.6,10.4,0.7,3.0,2.1,1.0,0.2,1.5,3.0
216,Kirk Hinrich,61,3.3,8.5,0.4,2.2,3.9,1.1,0.4,1.6,2.8
32,Klay Thompson,81,6.9,15.5,0.5,2.6,2.2,0.9,0.5,1.7,2.9
92,Kobe Bryant,6,5.2,12.2,0.3,4.0,6.3,1.2,0.2,5.7,1.5
309,Kosta Koufos,22,2.8,5.7,2.0,3.2,0.5,0.4,0.9,0.8,2.3
241,Kris Humphries,30,3.3,6.7,1.8,4.1,1.0,0.4,0.9,0.9,2.0
132,Kyle Korver,71,4.1,8.6,0.3,3.7,2.9,1.0,0.3,1.4,2.1
37,Kyle Lowry,79,5.8,13.7,1.1,3.6,7.4,1.5,0.2,2.5,3.4
321,Kyle O'Quinn,19,2.7,5.4,1.4,3.8,1.1,0.6,1.3,1.1,2.4
199,Kyle Singler,36,3.3,7.3,1.4,2.3,0.9,0.7,0.5,1.0,2.6
15,Kyrie Irving,71,7.5,17.4,0.7,2.9,6.1,1.5,0.3,2.7,2.3
7,LaMarcus Aldridge,69,9.4,20.6,2.4,8.7,2.6,0.9,1.0,1.8,2.1
95,Lance Stephenson,78,5.5,11.2,1.2,5.9,4.6,0.7,0.1,2.7,2.5
601,Lance Thomas,0,0.4,1.8,0.4,1.0,0.6,0.0,0.0,0.4,0.8
539,Landry Fields,2,0.9,2.2,0.5,1.5,0.7,0.3,0.1,0.4,0.8
264,Larry Sanders,20,3.3,7.0,2.6,4.6,0.8,0.8,1.7,1.1,3.2
387,Lavoy Allen,2,2.1,4.6,1.8,3.0,1.1,0.4,0.5,0.7,1.9
