,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
476,Robert Traylor,.995,.603,.206,.069,.118,.005,.674,1.000,.137,.000
463,Rod Strickland,.964,.266,.090,.216,.392,.036,.315,.750,.000,.154
82,Rodney Buford,.882,.221,.164,.179,.319,.118,.747,1.000,.044,.200
416,Rodney Rogers,.689,.327,.102,.114,.147,.311,.627,.977,.026,.213
502,Rodney White,.850,.233,.217,.117,.283,.150,.263,.500,.050,.222
313,Ron Mercer,.921,.173,.064,.182,.501,.079,.693,.944,.019,.161
53,Ruben Boumtje-Boumtje,1.000,.688,.250,.063,.000,.000,.769,,.219,
373,Ruben Patterson,.942,.622,.149,.040,.131,.058,.561,.889,.137,.139
272,Rusty LaRue,.730,.205,.022,.119,.384,.270,.571,.765,.005,.080
56,Ryan Bowen,.961,.648,.065,.055,.192,.039,.705,1.000,.020,.333
91,Sam Cassell,.830,.097,.069,.363,.301,.170,.377,.662,.000,.216
283,Sam Mack,.429,.102,.041,.020,.265,.571,.286,.857,.000,.393
325,Sam Mitchell,.846,.110,.110,.070,.555,.154,.920,.900,.000,.286
489,Samaki Walker,1.000,.389,.290,.203,.118,.000,.620,,.162,
117,Samuel Dalembert,1.000,.700,.220,.080,.000,.000,.682,,.320,
384,Scot Pollard,1.000,.676,.251,.042,.031,.000,.604,,.115,
367,Scott Padgett,.714,.430,.071,.063,.149,.286,.640,.959,.023,.115
510,Scott Williams,.991,.304,.171,.157,.359,.009,.779,,.028,.000
383,Scottie Pippen,.705,.254,.098,.093,.259,.295,.542,.815,.037,.249
293,Sean Marks,1.000,.386,.114,.136,.364,.000,.632,,.261,
419,Sean Rooks,1.000,.124,.077,.206,.593,.000,.852,,.010,
511,Shammond Williams,.611,.124,.104,.083,.301,.389,.283,.607,.031,.147
14,Shandon Anderson,.622,.370,.094,.075,.083,.378,.682,.974,.019,.723
37,Shane Battier,.713,.246,.125,.160,.182,.287,.618,.922,.035,.377
350,Shaquille O'Neal,.999,.509,.409,.078,.002,.001,.612,,.216,.000
3,Shareef Abdur-Rahim,.946,.347,.271,.133,.196,.054,.501,1.000,.085,.329
60,Shawn Bradley,.994,.491,.190,.160,.153,.006,.615,,.117,1.000
257,Shawn Kemp,.990,.415,.084,.091,.400,.010,.674,,.049,.250
292,Shawn Marion,.913,.225,.149,.282,.256,.087,.700,.958,.072,.393
431,Shawnelle Scott,1.000,.800,.133,.040,.027,.000,.595,,.040,
99,Speedy Claxton,.927,.374,.097,.146,.310,.073,.542,1.000,.007,.364
25,Stacey Augmon,.991,.296,.162,.229,.308,.009,.736,,.058,.333
312,Stanislav Medvedenko,.987,.378,.217,.201,.191,.013,.614,,.036,.000
234,Stephen Jackson,.604,.231,.033,.121,.220,.396,.480,.667,.022,.194
291,Stephon Marbury,.824,.391,.110,.100,.223,.176,.292,.563,.004,.052
166,Steve Francis,.791,.337,.077,.072,.305,.209,.159,.382,.025,.171
180,Steve Goodrich,1.000,.400,.200,.100,.300,.000,1.000,,.000,
258,Steve Kerr,.696,.055,.055,.120,.465,.304,.684,.885,.000,.182
342,Steve Nash,.685,.222,.097,.140,.226,.315,.206,.564,.000,.120
446,Steve Smith,.639,.198,.104,.160,.177,.361,.402,.897,.012,.480
223,Steven Hunter,1.000,.605,.218,.129,.048,.000,.791,,.245,
466,Stromile Swift,.995,.489,.273,.131,.101,.005,.662,,.216,.000
190,Tang Hamilton,.947,.368,.105,.053,.421,.053,.600,,.263,.000
0,Tariq Abdul-Wahad,.986,.395,.218,.129,.245,.014,.667,1.000,.068,.000
332,Terence Morris,.730,.304,.090,.048,.287,.270,.646,1.000,.062,.462
62,Terrell Brandon,.937,.208,.079,.178,.471,.063,.457,.750,.003,.087
386,Terry Porter,.558,.159,.056,.103,.240,.442,.247,.712,.000,.282
394,Theo Ratliff,1.000,.250,.700,.050,.000,.000,.300,,.100,
74,Tierre Brown,.896,.348,.087,.165,.296,.104,.156,.750,.000,.083
144,Tim Duncan,.993,.311,.337,.256,.089,.007,.464,1.000,.071,.100
193,Tim Hardaway,.429,.124,.034,.060,.211,.571,.262,.691,.000,.113
238,Tim James,1.000,.385,.154,.231,.231,.000,.400,,.154,
472,Tim Thomas,.614,.272,.090,.154,.097,.386,.670,1.000,.065,.275
282,Todd MacCulloch,1.000,.641,.295,.056,.009,.000,.676,,.105,
185,Tom Gugliotta,.970,.189,.083,.239,.458,.030,.790,1.000,.023,.333
265,Toni Kukoč,.661,.306,.145,.083,.127,.339,.399,.755,.018,.257
36,Tony Battie,.995,.467,.146,.200,.182,.005,.730,,.200,.000
129,Tony Delk,.636,.209,.066,.088,.272,.364,.541,.597,.005,.215
301,Tony Massenburg,.997,.395,.318,.195,.089,.003,.601,1.000,.112,.000
371,Tony Parker,.704,.368,.088,.058,.191,.296,.242,.918,.002,.148
308,Tracy McGrady,.822,.307,.122,.114,.278,.178,.391,.602,.079,.074
337,Tracy Murray,.498,.150,.092,.101,.155,.502,.667,.950,.019,.356
270,Trajan Langdon,.580,.131,.057,.142,.250,.420,.442,.815,.000,.108
43,Travis Best,.886,.264,.068,.139,.415,.114,.275,.810,.000,.068
264,Travis Knight,1.000,.310,.035,.133,.522,.000,.732,,.044,
162,Tremaine Fowlkes,1.000,.438,.109,.234,.219,.000,.400,,.047,
205,Trenton Hassell,.737,.236,.059,.111,.331,.263,.599,.950,.043,.206
220,Troy Hudson,.771,.275,.109,.107,.280,.229,.288,.758,.002,.086
335,Troy Murphy,.979,.203,.137,.168,.470,.021,.771,1.000,.043,.333
211,Tyrone Hill,.995,.555,.192,.187,.060,.005,.662,,.027,.000
343,Tyrone Nesby,.888,.278,.124,.138,.349,.112,.641,.769,.055,.277
280,Tyronn Lue,.729,.163,.121,.171,.273,.271,.182,.619,.000,.099
93,Tyson Chandler,1.000,.664,.155,.095,.086,.000,.735,,.247,
5,Victor Alexander,.961,.118,.059,.137,.647,.039,.778,,.000,1.000
30,Vin Baker,.988,.453,.256,.092,.186,.012,.650,1.000,.054,.250
90,Vince Carter,.761,.216,.132,.138,.275,.239,.425,.851,.051,.176
128,Vinny Del Negro,1.000,.000,.000,.500,.500,.000,.000,,.000,
389,Vitaly Potapenko,1.000,.429,.186,.186,.199,.000,.657,,.023,
137,Vlade Divac,.982,.455,.289,.085,.152,.018,.537,1.000,.059,.231
392,Vladimir Radmanović,.556,.212,.110,.068,.167,.444,.563,.985,.051,.248
453,Vladimir Stepania,.992,.410,.237,.129,.217,.008,.552,1.000,.060,.500
113,Vonteego Cummings,.754,.219,.123,.187,.225,.246,.545,.917,.011,.174
273,Voshon Lenard,.688,.152,.092,.156,.287,.312,.544,.888,.000,.413
467,Wally Szczerbiak,.841,.217,.161,.161,.303,.159,.657,.920,.021,.309
512,Walt Williams,.538,.227,.053,.068,.189,.462,.602,1.000,.035,.328
302,Walter McCarty,.450,.167,.067,.106,.111,.550,.561,1.000,.050,.465
520,Wang Zhizhi,.532,.198,.077,.117,.141,.468,.623,.958,.008,.069
378,Wesley Person,.659,.121,.056,.186,.296,.341,.873,.979,.014,.280
448,Will Solomon,.511,.136,.082,.094,.199,.489,.388,.848,.000,.210
28,William Avery,.611,.233,.056,.044,.278,.389,.300,.333,.000,.114
393,Zach Randolph,1.000,.430,.336,.121,.112,.000,.563,,.037,
191,Zendon Hamilton,1.000,.620,.155,.065,.159,.000,.660,,.118,
224,Zydrunas Ilgauskas,.991,.347,.270,.305,.069,.009,.556,,.058,.000
474,Óscar Torres,.630,.217,.106,.106,.202,.370,.612,.838,.035,.238
395,Željko Rebrača,1.000,.316,.406,.238,.040,.000,.667,,.064,
