,Player,G,MP,FTr,USG%
412,Nikola Peković,47,1264,.412,21.9
520,Nikola Vučević,51,812,.117,19.6
470,Nolan Smith,44,541,.156,19.8
99,Norris Cole,65,1260,.189,21.8
356,O.J. Mayo,66,1771,.234,23.9
93,Omri Casspi,65,1341,.262,17.6
409,Patrick Patterson,64,1483,.112,17.9
371,Patty Mills,16,261,.115,28.4
192,Pau Gasol,65,2430,.285,22.1
195,Paul George,66,1958,.285,19.3
372,Paul Millsap,64,2100,.296,23.2
415,Paul Pierce,61,2075,.387,28.1
20,Player,G,MP,FTr,USG%
431,Quentin Richardson,48,866,.152,13.0
418,Quincy Pondexter,64,1002,.222,13.2
44,Raja Bell,34,796,.144,11.6
434,Rajon Rondo,53,1957,.316,20.7
448,Ramon Sessions,64,1707,.439,21.6
181,Randy Foye,65,1682,.132,20.7
333,Rashard Lewis,28,729,.167,16.5
77,Rasual Butler,34,453,.090,15.9
7,Ray Allen,46,1565,.215,18.6
164,Raymond Felton,60,1906,.193,20.8
155,Reggie Evans,56,771,.986,8.8
275,Reggie Jackson,45,501,.182,18.7
554,Reggie Williams,33,747,.157,18.9
27,Renaldo Balkman,14,115,.344,16.7
218,Richard Hamilton,28,697,.119,24.5
284,Richard Jefferson,63,1748,.174,15.1
436,Ricky Rubio,41,1404,.404,18.7
339,Robin Lopez,64,895,.520,18.9
480,Rodney Stuckey,55,1644,.536,23.7
41,Rodrigue Beaubois,53,1151,.155,22.0
352,Roger Mason,52,697,.105,19.4
66,Ronnie Brewer,66,1635,.225,15.3
420,Ronnie Price,36,517,.192,16.4
502,Ronny Turiaf,17,279,.667,9.4
238,Roy Hibbert,65,1937,.358,21.1
273,Royal Ivey,34,354,.110,10.9
165,Rudy Fernández,31,710,.191,17.8
193,Rudy Gay,65,2422,.246,25.1
541,Russell Westbrook,66,2331,.326,32.7
15,Ryan Anderson,61,1964,.226,21.2
202,Ryan Gomes,32,425,.116,12.5
254,Ryan Hollins,39,522,.893,13.4
429,Ryan Reid,5,17,.000,16.0
570,Sam Young,35,375,.205,18.9
440,Samardo Samuels,54,825,.506,18.4
115,Samuel Dalembert,65,1446,.286,16.6
411,Sasha Pavlović,45,527,.063,13.8
555,Sean Williams,11,107,.591,16.5
483,Sebastian Telfair,60,895,.196,22.3
152,Semih Erden,28,333,.554,14.6
269,Serge Ibaka,66,1792,.241,15.7
37,Shane Battier,65,1499,.127,10.7
71,Shannon Brown,59,1400,.166,22.8
336,Shaun Livingston,58,1092,.292,15.0
348,Shawn Marion,63,1919,.144,19.0
558,Shawne Williams,25,514,.075,14.7
559,Shelden Williams,58,1276,.517,11.2
343,Shelvin Mack,64,779,.268,16.9
3,Solomon Alabi,14,122,.222,17.2
310,Solomon Jones,21,292,.377,14.4
230,Spencer Hawes,37,920,.172,20.3
114,Stephen Curry,26,732,.159,24.0
276,Stephen Jackson,47,1212,.268,21.3
51,Steve Blake,53,1237,.101,13.0
388,Steve Nash,62,1961,.256,19.6
393,Steve Novak,54,1020,.077,16.2
186,Sundiata Gaines,57,793,.354,21.1
176,T.J. Ford,14,191,.326,17.2
197,Taj Gibson,63,1284,.334,18.6
421,Tayshaun Prince,63,2087,.144,20.4
227,Terrel Harris,22,318,.253,17.1
560,Terrence Williams,30,550,.232,20.9
445,Thabo Sefolosha,42,914,.277,10.6
573,Thaddeus Young,63,1755,.210,21.5
473,Tiago Splitter,59,1121,.528,20.7
141,Tim Duncan,58,1634,.340,26.2
383,Timofey Mozgov,44,687,.300,17.4
228,Tobias Harris,42,479,.320,20.6
136,Toney Douglas,38,656,.090,24.4
8,Tony Allen,58,1525,.391,18.4
36,Tony Battie,27,295,.078,9.0
407,Tony Parker,60,1923,.319,27.7
362,Tracy McGrady,52,837,.359,18.0
331,Travis Leslie,10,45,.643,20.5
400,Travis Outlaw,39,500,.263,18.7
19,Trevor Ariza,41,1350,.253,18.4
57,Trevor Booker,50,1261,.273,15.6
305,Trey Johnson,11,61,.357,16.4
493,Trey Thompkins,24,119,.115,27.2
498,Tristan Thompson,60,1424,.434,19.2
385,Troy Murphy,59,956,.053,9.6
326,Ty Lawson,61,2124,.282,21.2
219,Tyler Hansbrough,66,1442,.580,20.9
257,Tyler Honeycutt,15,88,.208,13.9
156,Tyreke Evans,63,2162,.287,23.8
492,Tyrus Thomas,54,1013,.254,19.0
95,Tyson Chandler,62,2061,.887,13.0
229,Udonis Haslem,64,1589,.286,13.5
344,Vernon Macklin,23,135,.400,15.1
92,Vince Carter,61,1542,.212,20.4
424,Vladimir Radmanović,49,755,.147,15.2
523,Von Wafer,33,469,.344,21.6
438,Walker Russell,28,357,.232,17.8
146,Wayne Ellington,51,973,.132,15.8
306,Wesley Johnson,65,1469,.086,14.3
353,Wesley Matthews,66,2228,.224,18.7
80,Will Bynum,36,514,.330,24.8
213,Willie Green,53,922,.172,19.5
96,Wilson Chandler,8,215,.152,21.2
237,Xavier Henry,45,759,.373,18.7
452,Xavier Silas,2,39,.200,23.3
292,Yi Jianlian,30,203,.256,24.1
426,Zach Randolph,28,735,.309,22.4
403,Zaza Pachulia,58,1640,.466,14.0
21,Ömer Aşık,66,971,.660,12.6
