,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
563,Rasheed Wallace,.557,.088,.076,.229,.164,.443,.614,.991,.025,.129
400,Rasho Nesterović,.998,.348,.206,.062,.382,.002,.808,,.032,.000
95,Rasual Butler,.553,.143,.064,.101,.245,.447,.678,.929,.037,.443
11,Ray Allen,.533,.188,.058,.096,.191,.467,.540,.925,.003,.379
181,Raymond Felton,.809,.300,.104,.073,.331,.191,.295,.949,.003,.217
178,Reggie Evans,.994,.831,.152,.000,.011,.006,.506,,.073,1.000
32,Renaldo Balkman,.964,.736,.056,.020,.152,.036,.657,1.000,.188,.143
226,Richard Hamilton,.818,.156,.061,.229,.371,.182,.654,.971,.002,.537
291,Richard Jefferson,.761,.261,.092,.096,.312,.239,.587,.931,.046,.394
145,Ricky Davis,.547,.090,.033,.102,.322,.453,.604,.943,.004,.333
319,Rob Kurz,.710,.206,.046,.076,.382,.290,.806,.933,.000,.211
527,Robert Swift,1.000,.437,.296,.225,.042,.000,.757,,.113,
330,Robin Lopez,.993,.613,.248,.102,.029,.007,.563,,.197,.000
101,Rodney Carney,.466,.262,.035,.054,.113,.534,.639,.987,.102,.540
525,Rodney Stuckey,.915,.419,.081,.134,.280,.085,.270,.783,.005,.103
352,Roger Mason,.521,.096,.028,.046,.350,.479,.530,.759,.001,.279
551,Roko Ukić,.809,.448,.142,.133,.086,.191,.143,.545,.000,.161
394,Ronald Murray,.696,.245,.113,.143,.194,.304,.299,.759,.034,.231
77,Ronnie Brewer,.897,.517,.037,.047,.296,.103,.727,1.000,.171,.035
442,Ronnie Price,.700,.305,.054,.064,.276,.300,.362,.789,.054,.131
547,Ronny Turiaf,.992,.413,.101,.164,.314,.008,.769,,.131,.333
246,Roy Hibbert,1.000,.483,.352,.083,.081,.000,.556,,.093,
276,Royal Ivey,.452,.216,.067,.087,.077,.548,.467,1.000,.000,.518
182,Rudy Fernández,.368,.159,.044,.049,.116,.632,.578,.893,.043,.249
201,Rudy Gay,.808,.287,.142,.133,.246,.192,.322,.894,.104,.211
575,Russell Westbrook,.882,.422,.116,.149,.195,.118,.252,.514,.064,.109
19,Ryan Anderson,.536,.413,.054,.010,.059,.464,.582,.986,.049,.217
74,Ryan Bowen,1.000,.579,.079,.026,.316,.000,.909,,.026,
207,Ryan Gomes,.707,.208,.084,.137,.278,.293,.618,.991,.007,.396
253,Ryan Hollins,1.000,.702,.117,.149,.032,.000,.780,,.447,
134,Samuel Dalembert,.995,.532,.157,.210,.097,.005,.671,,.212,.500
429,Sasha Pavlović,.575,.236,.091,.084,.164,.425,.441,.958,.036,.359
557,Sasha Vujačić,.444,.105,.007,.042,.289,.556,.716,.914,.007,.300
345,Sean Marks,.939,.509,.036,.024,.370,.061,.808,1.000,.291,.600
354,Sean May,.990,.224,.112,.133,.520,.010,.737,1.000,.010,.000
505,Sean Singletary,.706,.188,.094,.141,.282,.294,.238,.900,.000,.280
589,Sean Williams,1.000,.514,.208,.194,.083,.000,.467,,.181,
533,Sebastian Telfair,.697,.234,.082,.121,.261,.303,.134,.781,.000,.284
469,Sergio Rodríguez,.653,.307,.134,.097,.116,.347,.098,.757,.000,.307
44,Shane Battier,.331,.153,.093,.040,.045,.669,.556,.989,.006,.414
89,Shannon Brown,.776,.467,.048,.091,.170,.224,.547,.929,.109,.324
417,Shaquille O'Neal,.999,.576,.359,.064,.000,.001,.594,,.233,.000
326,Shaun Livingston,1.000,.217,.150,.450,.183,.000,.355,,.033,
451,Shavlik Randolph,.923,.846,.077,.000,.000,.077,.429,1.000,.077,1.000
342,Shawn Marion,.933,.407,.313,.165,.047,.067,.653,.900,.126,.623
590,Shawne Williams,.696,.286,.125,.125,.161,.304,.333,1.000,.018,.412
591,Shelden Williams,.987,.580,.153,.057,.197,.013,.700,,.140,.000
307,Solomon Jones,.982,.622,.126,.144,.090,.018,.667,1.000,.225,.000
570,Sonny Weems,.880,.200,.200,.080,.400,.120,.500,,.040,.000
111,Speedy Claxton,1.000,.286,.000,.429,.286,.000,.000,,.000,
237,Spencer Hawes,.856,.325,.255,.111,.165,.144,.586,.950,.090,.296
216,Stephen Graham,.742,.270,.059,.105,.309,.258,.593,1.000,.059,.333
280,Stephen Jackson,.694,.256,.130,.087,.221,.306,.265,.650,.019,.089
341,Stephon Marbury,.775,.225,.108,.072,.369,.225,.406,.833,.000,.120
59,Steve Blake,.493,.114,.060,.079,.240,.507,.416,.900,.000,.381
397,Steve Nash,.711,.165,.127,.184,.235,.289,.106,.361,.000,.049
409,Steve Novak,.278,.015,.005,.023,.235,.722,.789,.983,.000,.206
251,Steven Hill,1.000,1.000,.000,.000,.000,.000,.000,,.000,
528,Stromile Swift,.982,.464,.268,.071,.179,.018,.826,1.000,.179,1.000
603,Sun Yue,.455,.091,.000,.182,.182,.545,1.000,,.000,.167
186,T.J. Ford,.886,.315,.162,.180,.229,.114,.156,.857,.003,.279
312,Tarence Kinsey,.739,.246,.145,.116,.232,.261,.333,1.000,.043,.667
443,Tayshaun Prince,.862,.228,.179,.156,.298,.138,.459,.964,.051,.674
489,Thabo Sefolosha,.756,.342,.070,.084,.261,.244,.648,1.000,.050,.448
602,Thaddeus Young,.829,.395,.196,.095,.144,.171,.597,.929,.074,.305
455,Theo Ratliff,1.000,.641,.313,.047,.000,.000,.529,,.234,
197,Thomas Gardner,.361,.056,.028,.056,.222,.639,.600,1.000,.000,.217
170,Tim Duncan,.998,.313,.333,.182,.170,.002,.525,,.025,.000
538,Tim Thomas,.568,.242,.087,.112,.128,.432,.550,.923,.039,.180
12,Tony Allen,.905,.585,.173,.049,.099,.095,.519,1.000,.063,.407
43,Tony Battie,.972,.251,.087,.229,.406,.028,.712,1.000,.096,.333
427,Tony Parker,.949,.394,.165,.079,.310,.051,.226,.895,.000,.369
362,Tracy McGrady,.759,.221,.066,.089,.384,.241,.313,.818,.008,.034
151,Travis Diener,.341,.078,.022,.061,.179,.659,.179,.587,.000,.110
424,Travis Outlaw,.722,.188,.104,.152,.279,.278,.497,.978,.073,.631
236,Trenton Hassell,.958,.251,.063,.089,.555,.042,.702,1.000,.037,.500
23,Trevor Ariza,.680,.435,.050,.037,.158,.320,.549,.934,.122,.429
301,Trey Johnson,1.000,.200,.000,.000,.800,.000,,,.000,
393,Troy Murphy,.533,.232,.047,.069,.185,.467,.522,1.000,.033,.056
335,Tyronn Lue,.617,.093,.093,.154,.278,.383,.250,.704,.000,.226
542,Tyrus Thomas,.987,.435,.097,.141,.315,.013,.679,.667,.176,.333
109,Tyson Chandler,1.000,.802,.173,.021,.004,.000,.719,,.336,
235,Udonis Haslem,1.000,.288,.093,.236,.383,.000,.838,,.058,
106,Vince Carter,.709,.242,.072,.113,.282,.291,.284,.775,.035,.176
447,Vladimir Radmanović,.438,.180,.071,.060,.127,.562,.626,.971,.039,.370
559,Von Wafer,.680,.287,.094,.092,.207,.320,.430,1.000,.055,.201
531,Wally Szczerbiak,.578,.111,.078,.121,.269,.422,.536,.913,.008,.357
244,Walter Herrmann,.420,.203,.048,.063,.106,.580,.683,1.000,.019,.575
497,Walter Sharpe,.818,.364,.091,.091,.273,.182,.500,,.091,.500
97,Will Bynum,.944,.404,.132,.088,.322,.056,.222,1.000,.012,.053
516,Will Solomon,.649,.155,.069,.106,.318,.351,.273,.607,.008,.070
222,Willie Green,.755,.254,.070,.122,.310,.245,.664,.961,.015,.261
110,Wilson Chandler,.702,.255,.124,.105,.217,.298,.452,.951,.042,.325
150,Yakhouba Diawara,.249,.115,.009,.023,.101,.751,.560,1.000,.014,.460
379,Yao Ming,.999,.332,.400,.223,.044,.001,.579,1.000,.084,.000
293,Yi Jianlian,.720,.238,.060,.098,.324,.280,.748,.979,.050,.200
452,Zach Randolph,.889,.344,.213,.102,.230,.111,.548,.844,.008,.227
425,Zaza Pachulia,.991,.638,.147,.103,.103,.009,.610,,.047,.000
270,Zydrunas Ilgauskas,.946,.287,.112,.119,.428,.054,.697,1.000,.022,.897
