,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
201,C.J. Watson,21,3.2,7.3,0.3,2.5,3.6,1.0,0.2,1.8,1.9
620,C.J. Wilcox,0,0.8,1.8,0.0,0.3,0.4,0.1,0.0,0.5,0.3
339,CJ McCollum,3,2.6,5.9,0.2,1.2,1.0,0.7,0.1,0.8,1.3
673,Cameron Bairstow,1,0.2,0.8,0.3,0.1,0.1,0.1,0.1,0.2,0.4
317,Carl Landry,15,2.7,5.3,1.4,2.4,0.4,0.2,0.2,0.8,1.9
149,Carlos Boozer,26,5.2,10.5,1.6,5.2,1.3,0.6,0.2,1.3,2.6
5,Carmelo Anthony,40,9.0,20.2,1.8,4.8,3.1,1.0,0.4,2.2,2.2
384,Caron Butler,21,2.1,5.1,0.3,2.2,1.0,0.6,0.1,0.6,1.5
647,Cartier Martin,0,0.7,2.3,0.0,0.9,0.5,0.1,0.0,0.2,0.9
65,Chandler Parsons,66,5.8,12.6,1.0,3.9,2.4,1.0,0.3,1.5,2.1
308,Channing Frye,51,2.5,6.5,0.4,3.5,1.3,0.6,0.5,1.0,2.5
362,Charlie Villanueva,1,2.3,5.7,0.5,1.9,0.3,0.2,0.3,0.4,1.0
337,Chase Budinger,4,2.5,5.8,0.5,2.5,1.0,0.7,0.1,0.7,1.1
428,Chris Andersen,20,2.0,3.5,1.3,3.7,0.7,0.4,1.0,0.7,1.5
14,Chris Bosh,44,7.8,16.9,1.0,6.0,2.2,0.9,0.6,2.2,1.6
363,Chris Copeland,12,2.2,6.2,0.5,1.8,1.0,0.2,0.2,1.2,1.6
645,Chris Douglas-Roberts,0,0.4,1.8,0.1,0.9,0.3,0.1,0.0,0.0,1.2
396,Chris Johnson,2,2.1,5.3,0.3,1.6,0.5,0.9,0.2,0.5,1.5
247,Chris Kaman,13,3.8,7.4,2.0,4.5,0.9,0.2,0.7,1.5,1.9
23,Chris Paul,82,6.9,14.3,0.6,4.0,10.2,1.9,0.2,2.3,2.5
644,Chuck Hayes,0,0.8,1.6,0.6,1.1,0.7,0.3,0.1,0.3,1.3
415,Cleanthony Early,7,1.9,5.5,0.6,1.9,0.9,0.6,0.3,1.0,1.5
580,Clint Capela,0,1.2,2.4,0.8,2.2,0.2,0.1,0.8,0.4,1.2
292,Cody Zeller,45,2.8,6.0,1.6,4.3,1.6,0.5,0.8,1.0,2.5
410,Cole Aldrich,16,2.4,4.9,1.7,3.9,1.2,0.6,1.1,1.0,2.0
160,Corey Brewer,17,4.3,10.1,1.0,2.7,2.2,1.4,0.2,1.6,2.2
534,Cory Jefferson,1,1.5,3.3,0.9,2.0,0.3,0.2,0.4,0.4,1.2
338,Cory Joseph,14,2.6,5.2,0.6,1.9,2.4,0.6,0.2,0.8,1.3
198,Courtney Lee,74,3.7,8.4,0.3,2.0,2.0,1.0,0.2,1.0,1.7
213,D.J. Augustin,14,3.1,7.9,0.2,1.7,4.3,0.6,0.0,1.8,1.1
674,Dahntay Jones,0,0.2,0.6,0.0,0.3,0.1,0.1,0.0,0.0,0.7
16,Damian Lillard,82,7.2,16.6,0.6,4.0,6.2,1.2,0.3,2.7,2.0
464,Damjan Rudež,2,1.8,3.9,0.1,0.6,0.8,0.2,0.1,0.7,1.2
127,Danilo Gallinari,27,3.9,9.6,0.5,3.2,1.4,0.8,0.3,1.0,1.6
357,Danny Granger,6,2.2,5.4,0.7,2.0,0.6,0.4,0.2,0.8,2.2
152,Danny Green,80,4.0,9.1,0.7,3.6,2.0,1.2,1.1,1.1,2.0
437,Dante Cunningham,27,2.3,5.1,1.1,2.8,0.8,0.7,0.6,0.5,1.5
462,Dante Exum,41,1.8,5.1,0.3,1.3,2.4,0.5,0.2,1.4,1.8
676,Darius Miller,1,0.2,1.4,0.0,0.2,0.4,0.2,0.0,0.2,1.6
603,Darius Morris,0,0.9,2.8,0.2,0.5,1.3,0.2,0.0,0.6,0.5
344,Darrell Arthur,4,2.7,6.6,0.9,2.0,1.0,0.8,0.4,0.8,2.5
54,Darren Collison,45,5.8,12.2,0.4,2.8,5.6,1.5,0.3,2.5,2.1
277,David Lee,4,3.3,6.4,1.7,3.6,1.7,0.6,0.5,1.0,1.7
586,David Stockton,0,0.7,2.0,0.0,0.7,3.0,0.7,0.0,1.3,0.3
682,David Wear,0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5
155,David West,66,4.9,10.4,1.6,5.2,3.4,0.7,0.7,1.8,2.4
165,DeAndre Jordan,82,4.6,6.5,4.8,10.1,0.7,1.0,2.2,1.3,3.0
624,DeJuan Blair,0,0.9,2.0,0.6,1.4,0.1,0.2,0.0,0.4,1.4
17,DeMar DeRozan,60,6.8,16.5,0.7,3.9,3.5,1.2,0.2,2.3,2.0
6,DeMarcus Cousins,59,8.4,18.1,3.1,9.5,3.6,1.5,1.7,4.3,4.1
119,DeMarre Carroll,69,4.5,9.3,1.4,3.9,1.7,1.3,0.2,1.1,2.2
200,Dennis Schröder,10,3.7,8.6,0.4,1.8,4.1,0.6,0.1,1.9,1.6
114,Deron Williams,55,4.4,11.3,0.4,3.1,6.6,0.9,0.3,2.3,2.3
57,Derrick Favors,74,6.5,12.4,2.6,5.6,1.5,0.8,1.7,1.6,2.8
28,Derrick Rose,51,6.6,16.4,0.7,2.5,4.9,0.7,0.3,3.2,1.2
259,Derrick Williams,6,2.9,6.6,0.6,2.2,0.7,0.5,0.1,0.8,0.9
239,Devin Harris,3,2.9,6.9,0.2,1.6,3.1,1.0,0.2,1.1,1.9
600,Devyn Marble,7,0.9,2.8,0.3,1.6,1.1,0.6,0.1,0.6,0.9
531,Dewayne Dedmon,15,1.5,2.7,2.0,3.0,0.2,0.3,0.8,0.9,2.4
145,Dion Waiters,23,4.7,11.8,0.5,1.9,2.0,1.1,0.3,1.4,1.9
31,Dirk Nowitzki,77,6.3,13.8,0.6,5.4,1.9,0.5,0.4,1.1,2.1
301,Donald Sloan,21,2.7,6.7,0.2,2.5,3.6,0.4,0.0,1.2,0.9
139,Donatas Motiejūnas,62,5.0,9.9,1.9,4.0,1.8,0.8,0.5,1.7,2.9
474,Dorell Wright,2,1.5,4.0,0.3,2.0,0.9,0.4,0.2,0.4,1.1
563,Doug McDermott,0,1.2,3.0,0.2,1.0,0.2,0.1,0.0,0.5,0.8
153,Draymond Green,79,4.3,9.7,1.4,6.7,3.7,1.6,1.3,1.7,3.2
416,Drew Gooden,7,2.2,5.4,1.4,3.0,1.0,0.4,0.2,0.5,1.8
630,Drew Gordon,0,0.9,2.1,0.8,1.2,0.2,0.1,0.0,0.9,0.8
241,Dwight Buycks,0,3.0,6.7,0.3,1.7,2.3,0.5,0.0,2.0,0.5
64,Dwight Howard,41,6.1,10.3,2.7,7.8,1.2,0.7,1.3,2.8,3.3
556,Dwight Powell,0,1.1,2.3,0.6,1.1,0.3,0.3,0.2,0.4,1.4
13,Dwyane Wade,62,8.2,17.5,0.9,2.6,4.8,1.2,0.3,3.4,1.7
585,E'Twaun Moore,0,1.1,2.5,0.2,0.6,0.6,0.4,0.1,0.3,0.8
616,Earl Barron,1,0.8,2.4,0.9,0.9,0.3,0.3,0.1,0.3,1.6
581,Earl Clark,0,1.1,3.0,0.1,2.2,0.3,0.3,0.4,0.6,1.2
257,Ed Davis,24,3.6,5.9,2.9,4.7,1.2,0.6,1.2,0.7,2.6
666,Ekpe Udoh,0,0.3,0.7,0.2,0.6,0.2,0.2,0.2,0.2,0.6
236,Elfrid Payton,63,3.7,8.6,1.3,3.0,6.5,1.7,0.2,2.5,2.4
430,Elijah Millsap,5,1.7,5.1,0.6,2.6,1.2,1.2,0.3,1.4,2.6
571,Elliot Williams,0,1.1,2.8,0.0,0.6,0.9,0.3,0.0,0.3,0.9
579,Elton Brand,4,1.2,2.6,0.8,2.0,0.6,0.5,0.7,0.5,1.5
66,Enes Freedom,74,6.4,12.4,3.7,5.3,0.7,0.5,0.4,1.9,2.5
38,Eric Bledsoe,81,5.8,12.9,0.9,4.3,6.1,1.6,0.6,3.4,2.3
107,Eric Gordon,60,4.7,11.4,0.5,2.1,3.8,0.8,0.2,2.0,2.4
672,Eric Moreland,0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3
547,Erick Green,1,1.4,3.8,0.2,0.6,0.9,0.3,0.0,0.3,0.6
164,Ersan İlyasova,36,4.5,9.6,1.4,3.4,1.0,0.6,0.3,0.8,2.6
136,Evan Fournier,32,4.4,9.9,0.5,2.2,2.1,0.7,0.0,1.4,2.0
216,Evan Turner,57,3.9,9.1,0.5,4.6,5.5,1.0,0.2,2.4,2.2
484,Festus Ezeli,7,1.7,3.0,1.3,2.1,0.2,0.2,0.9,0.7,1.7
555,Francisco García,0,1.2,4.5,0.2,1.0,1.1,0.6,0.4,0.7,1.4
599,Furkan Aldemir,9,1.0,1.9,1.9,2.4,0.7,0.4,0.4,0.4,2.3
652,Gal Mekel,0,0.8,5.0,0.0,0.3,3.3,0.5,0.0,0.5,0.3
516,Garrett Temple,18,1.3,3.3,0.5,1.3,1.1,0.8,0.2,0.7,1.5
548,Gary Harris,6,1.2,3.9,0.4,0.8,0.5,0.7,0.1,0.7,1.3
191,Gary Neal,1,3.5,9.3,0.3,2.1,1.9,0.4,0.0,1.2,1.6
55,George Hill,36,5.9,12.4,0.6,3.6,5.1,1.0,0.3,1.6,2.6
143,Gerald Green,4,4.4,10.5,0.4,2.1,1.2,0.6,0.2,1.4,2.0
133,Gerald Henderson,72,4.6,10.6,0.5,3.0,2.6,0.6,0.3,1.4,1.7
662,Gerald Wallace,0,0.4,1.1,0.5,1.3,0.3,0.5,0.1,0.6,0.6
117,Giannis Antetokounmpo,71,4.7,9.6,1.2,5.5,2.6,0.9,1.0,2.1,3.1
448,Gigi Datome,1,2.0,4.2,0.1,1.2,0.4,0.1,0.3,0.4,0.7
513,Glen Davis,0,1.6,3.4,0.6,1.7,0.5,0.6,0.3,0.5,1.8
604,Glen Rice Jr.,0,0.6,3.0,0.4,0.4,0.4,0.0,0.0,0.4,2.2
605,Glenn Robinson III,1,0.7,1.9,0.4,0.7,0.3,0.2,0.0,0.3,0.4
51,Goran Dragić,78,6.4,12.8,1.0,2.5,4.5,1.0,0.2,2.2,2.5
21,Gordon Hayward,76,6.4,14.3,0.7,4.2,4.1,1.4,0.4,2.7,1.7
211,Gorgui Dieng,49,3.5,7.0,3.1,5.3,2.0,1.0,1.7,1.7,2.6
610,Grant Jerrett,0,0.9,3.3,0.3,0.9,0.4,0.3,0.3,0.4,1.4
59,Greg Monroe,57,6.1,12.4,3.3,6.9,2.1,1.1,0.5,2.2,2.1
631,Greg Smith,2,0.7,1.2,0.6,1.3,0.2,0.2,0.3,0.3,1.3
669,Greg Stiemsma,0,0.4,0.5,0.5,0.4,0.2,0.1,0.0,0.4,0.9
217,Greivis Vásquez,29,3.6,8.8,0.3,2.4,3.7,0.6,0.1,1.5,2.2
194,Harrison Barnes,82,3.9,8.0,1.4,4.1,1.4,0.7,0.2,0.9,1.8
151,Hassan Whiteside,32,5.1,8.1,3.0,7.0,0.1,0.6,2.6,1.2,2.7
535,Hedo Türkoğlu,2,1.3,3.0,0.1,1.5,0.6,0.3,0.1,0.5,1.1
267,Henry Sims,32,3.3,6.9,1.7,3.3,1.1,0.5,0.4,1.4,1.8
310,Henry Walker,13,2.4,7.0,0.3,3.1,1.2,1.0,0.4,1.0,3.2
240,Hollis Thompson,23,3.2,7.6,0.7,2.0,1.2,0.8,0.4,0.9,2.0
626,Ian Clark,0,0.6,1.8,0.1,0.4,0.4,0.3,0.1,0.3,0.7
494,Ian Mahinmi,6,1.9,3.5,1.7,4.1,0.5,0.5,0.8,1.0,2.8
262,Iman Shumpert,25,3.1,7.6,0.9,2.7,2.2,1.3,0.3,1.5,2.2
222,Isaiah Canaan,21,3.1,8.0,0.4,1.5,2.1,0.6,0.1,1.3,1.8
46,Isaiah Thomas,1,5.0,11.9,0.5,1.8,4.2,0.9,0.1,2.1,2.2
366,Ish Smith,14,2.6,6.7,0.3,1.5,3.3,0.7,0.1,1.4,0.9
298,J.J. Barea,10,2.9,7.0,0.3,1.4,3.4,0.4,0.0,0.9,1.4
291,J.J. Hickson,8,3.0,6.3,2.1,4.1,0.8,0.5,0.5,1.3,1.9
130,J.R. Smith,51,4.5,10.8,0.4,2.7,2.8,1.2,0.3,1.4,2.3
50,JJ Redick,78,5.7,12.0,0.3,1.9,1.8,0.5,0.1,1.2,1.7
441,JaKarr Sampson,32,2.0,4.7,0.5,1.7,1.0,0.5,0.4,1.0,1.8
588,JaMychal Green,1,1.1,2.0,0.8,1.1,0.2,0.2,0.2,0.6,1.0
466,JaVale McGee,0,1.8,3.4,0.8,1.9,0.1,0.1,0.9,0.8,1.3
141,Jabari Brown,5,3.7,8.9,0.2,1.7,2.1,0.6,0.1,1.7,1.7
128,Jabari Parker,25,5.2,10.5,2.0,3.5,1.7,1.2,0.2,1.9,1.7
643,Jack Cooley,0,0.6,1.4,0.6,0.9,0.1,0.4,0.2,0.2,1.4
282,Jae Crowder,17,2.8,6.6,0.9,2.7,1.1,0.9,0.3,0.6,1.7
663,Jamaal Franklin,0,0.3,0.7,0.3,0.3,1.0,0.0,0.3,1.0,1.3
63,Jamal Crawford,4,5.2,13.1,0.3,1.7,2.5,0.9,0.2,1.4,1.7
253,Jameer Nelson,29,3.3,8.0,0.5,1.8,4.0,0.7,0.1,1.7,2.2
452,James Ennis III,3,1.6,4.0,0.8,2.0,0.8,0.4,0.3,0.6,1.4
1,James Harden,81,8.0,18.1,0.9,4.7,7.0,1.9,0.7,4.0,2.6
276,James Johnson,17,3.4,5.8,0.9,2.8,1.4,0.8,1.0,1.1,2.2
486,James Jones,2,1.3,3.5,0.2,0.9,0.4,0.2,0.1,0.2,1.2
507,James Michael McAdoo,0,1.6,2.9,1.0,1.5,0.1,0.3,0.6,0.4,1.4
550,James Young,0,1.2,3.3,0.3,1.1,0.4,0.3,0.1,0.2,0.7
472,Jannero Pargo,0,1.7,3.9,0.0,0.3,0.9,0.0,0.0,0.3,0.9
640,Jared Cunningham,0,0.6,1.7,0.1,0.4,0.5,0.2,0.0,0.4,0.6
316,Jared Dudley,22,2.8,5.9,0.6,2.4,1.8,1.0,0.2,0.9,1.6
113,Jared Sullinger,49,5.4,12.2,2.5,5.1,2.3,0.8,0.7,1.3,2.6
564,Jarnell Stokes,2,1.1,1.9,0.8,0.9,0.2,0.3,0.3,0.4,1.3
138,Jarrett Jack,27,4.5,10.2,0.2,2.8,4.7,0.9,0.2,2.4,1.8
552,Jason Maxiell,0,1.3,3.1,1.4,1.9,0.3,0.3,0.7,0.5,1.6
227,Jason Richardson,15,3.3,9.4,0.7,2.8,2.0,0.7,0.2,0.8,1.5
268,Jason Smith,31,3.1,7.2,1.2,2.8,1.7,0.4,0.5,1.3,2.5
327,Jason Terry,18,2.4,5.8,0.2,1.4,1.9,0.9,0.2,1.0,1.5
369,Jason Thompson,63,2.5,5.3,1.7,4.8,1.0,0.4,0.7,1.0,3.0
542,Jeff Adrien,0,1.1,2.6,1.4,3.2,0.9,0.2,0.5,0.5,1.8
578,Jeff Ayres,0,1.1,1.9,0.7,1.6,0.3,0.2,0.2,0.5,1.2
75,Jeff Green,70,5.3,12.4,0.8,3.4,1.7,0.7,0.4,1.4,1.9
488,Jeff Taylor,13,1.6,3.9,0.5,1.3,0.8,0.4,0.0,0.7,1.2
60,Jeff Teague,72,5.6,12.2,0.4,2.1,7.0,1.7,0.4,2.8,1.9
593,Jeff Withey,0,0.9,1.7,0.6,1.1,0.3,0.1,0.5,0.3,0.7
358,Jerami Grant,11,1.9,5.4,0.8,2.3,1.2,0.6,1.0,1.3,2.2
651,Jerel McNeal,0,0.5,1.8,0.0,0.5,0.3,0.5,0.2,0.8,0.8
598,Jeremy Evans,0,0.8,1.5,0.7,1.2,0.3,0.3,0.3,0.1,0.8
359,Jeremy Lamb,8,2.2,5.3,0.2,2.1,0.9,0.4,0.1,0.6,1.1
168,Jeremy Lin,30,3.7,8.8,0.4,2.3,4.6,1.1,0.4,2.2,2.6
561,Jerome Jordan,0,1.1,2.1,1.2,1.2,0.3,0.2,0.3,0.5,1.3
677,Jerrelle Benimon,0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0
278,Jerryd Bayless,4,2.9,6.7,0.3,2.5,3.0,0.8,0.2,1.7,2.1
539,Jimmer Fredette,0,1.3,3.3,0.2,0.6,1.2,0.3,0.0,0.7,0.9
18,Jimmy Butler,65,6.5,14.0,1.8,4.1,3.3,1.8,0.6,1.4,1.7
318,Joakim Noah,67,2.8,6.4,3.3,6.4,4.7,0.7,1.1,1.8,3.0
169,Jodie Meeks,0,3.7,8.9,0.2,1.5,1.3,1.0,0.1,1.0,1.3
584,Joe Harris,1,0.9,2.4,0.1,0.7,0.5,0.1,0.0,0.5,1.2
453,Joe Ingles,32,1.9,4.5,0.3,1.9,2.3,0.9,0.1,1.2,1.6
87,Joe Johnson,80,5.6,12.8,0.7,4.1,3.7,0.7,0.2,1.7,1.5
639,Joel Anthony,0,0.7,1.3,0.7,1.2,0.1,0.2,1.0,0.2,1.1
543,Joel Freeland,8,1.5,3.1,1.3,2.7,0.3,0.2,0.5,0.5,1.9
582,Joey Dorsey,17,1.2,2.1,1.5,2.6,0.4,0.6,0.4,0.6,2.3
515,Joffrey Lauvergne,1,1.5,3.7,1.1,2.1,0.5,0.3,0.4,0.9,1.8
326,John Henson,11,2.9,5.2,1.9,2.8,0.9,0.4,2.0,1.3,2.3
409,John Jenkins,3,2.0,4.1,0.1,1.5,0.5,0.4,0.0,0.3,0.6
465,John Lucas III,0,2.0,5.0,0.2,0.6,2.9,0.4,0.0,0.8,0.9
618,John Salmons,0,0.8,2.3,0.2,0.8,0.6,0.4,0.2,0.2,1.2
29,John Wall,79,6.6,14.8,0.5,4.2,10.0,1.7,0.6,3.8,2.3
569,Johnny O'Bryant,15,1.3,3.5,0.8,1.1,0.5,0.1,0.1,0.7,1.3
478,Jon Leuer,6,1.9,4.3,0.8,2.5,0.7,0.3,0.1,0.6,1.4
374,Jonas Jerebko,0,2.3,5.1,1.2,2.5,0.9,0.6,0.2,0.6,1.8
140,Jonas Valančiūnas,80,4.7,8.2,2.7,6.0,0.5,0.4,1.2,1.4,2.8
559,Jordan Adams,0,1.2,2.9,0.3,0.6,0.5,0.5,0.2,0.5,0.8
142,Jordan Clarkson,38,4.5,10.1,0.9,2.3,3.5,0.9,0.2,1.6,1.8
470,Jordan Farmar,0,1.7,4.4,0.2,0.9,1.9,0.6,0.1,0.9,1.4
583,Jordan Hamilton,2,1.0,2.5,0.1,1.0,0.5,0.1,0.0,0.3,1.0
137,Jordan Hill,57,5.1,11.1,2.5,5.5,1.5,0.5,0.7,1.5,2.3
575,Jorge Gutiérrez,1,1.1,2.1,0.3,1.0,1.1,0.3,0.0,0.6,1.3
499,Josh McRoberts,4,1.6,3.1,0.4,2.2,1.9,0.7,0.2,1.3,2.4
123,Josh Smith,35,5.0,11.9,1.8,4.6,3.3,1.0,1.4,2.5,2.7
226,José Calderón,42,3.5,8.4,0.5,2.5,4.7,0.7,0.0,1.8,1.8
79,Jrue Holiday,37,6.0,13.4,0.8,2.6,6.9,1.6,0.6,2.3,2.8
617,Julius Randle,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
418,Justin Hamilton,14,2.1,4.3,1.4,1.9,0.9,0.7,0.7,0.6,1.7
492,Justin Holiday,4,1.5,4.0,0.2,1.0,0.8,0.7,0.2,0.5,0.9
332,Jusuf Nurkić,27,2.8,6.2,2.0,4.1,0.8,0.8,1.1,1.4,3.3
269,K.J. McDaniels,15,2.8,7.0,1.0,2.2,1.2,0.7,1.1,1.7,2.0
680,Kalin Lucas,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,Kawhi Leonard,64,6.2,12.8,1.3,5.9,2.5,2.3,0.8,1.5,2.0
185,Kelly Olynyk,13,3.9,8.3,1.4,3.3,1.7,1.0,0.6,1.5,3.3
32,Kemba Walker,58,6.1,15.8,0.6,3.0,5.1,1.4,0.5,1.6,1.5
498,Kendall Marshall,3,1.6,3.6,0.1,0.9,3.1,0.8,0.0,1.3,0.9
536,Kendrick Perkins,3,1.5,3.3,1.3,3.4,0.8,0.2,0.6,1.4,2.4
120,Kenneth Faried,71,5.0,9.8,3.2,5.7,1.2,0.8,0.8,1.6,2.8
435,Kent Bazemore,10,1.9,4.4,0.3,2.7,1.0,0.7,0.4,1.0,1.7
118,Kentavious Caldwell-Pope,82,4.8,11.9,0.6,2.5,1.3,1.1,0.2,1.1,2.0
642,Kenyon Martin,0,0.8,2.0,0.5,1.2,0.5,0.5,0.5,0.3,1.2
2,Kevin Durant,27,8.8,17.3,0.6,6.0,4.1,0.9,0.9,2.7,1.5
328,Kevin Garnett,47,3.0,6.5,1.0,5.6,1.6,1.0,0.4,1.0,2.3
49,Kevin Love,75,5.5,12.7,1.9,7.9,2.2,0.7,0.5,1.6,1.9
19,Kevin Martin,36,6.8,16.0,0.5,3.2,2.3,0.8,0.0,1.9,1.9
346,Kevin Séraphin,0,2.9,5.7,1.1,2.5,0.7,0.1,0.7,1.2,2.5
108,Khris Middleton,58,5.1,11.0,0.6,3.8,2.3,1.5,0.1,1.4,2.3
405,Kirk Hinrich,22,2.2,5.8,0.3,1.5,2.2,0.7,0.2,1.1,2.2
12,Klay Thompson,77,7.8,16.9,0.4,2.9,2.9,1.1,0.8,1.9,1.6
9,Kobe Bryant,35,7.6,20.4,0.7,4.9,5.6,1.3,0.2,3.7,1.9
439,Kosta Koufos,3,2.2,4.4,1.5,3.8,0.5,0.4,0.8,0.9,1.8
500,Kostas Papanikolaou,1,1.6,4.6,0.9,1.8,2.0,0.7,0.3,1.3,1.7
265,Kris Humphries,17,3.3,7.0,1.8,4.7,0.9,0.5,0.4,0.7,2.0
