,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
46,Dario Saric,MIN,81,39,42,25.0,10.6,45.3,24.9,1.2,1.56,0.51,0.234,1.7,1.8,3.4,0.562,0.394,0.841,2.2,0.4,0.9,39.5,0.3,0.4,96.6,49.7,0.8,35.0,0.1,6.8,0.2,9.6,0.2,7.3,1.1,39.5,4.5,36.2,0.5,28.4,2.9,62.8,0.7,34.5,1.0,68.3,52.2,1.6,1.0,65.1,4.5,35.4,0.2,36.8,7.0,4.1,1.2,29.6,7.4,55.7,0.6,60.8,5.5,0.6,0.1,2.0,3.2,62.0
47,Darius Miller,NOP,69,31,38,25.5,8.2,29.4,23.0,0.9,1.94,1.01,0.28,0.4,0.0,0.2,0.333,0.0,0.545,2.6,0.3,0.6,57.9,0.0,0.1,50.0,26.5,1.8,66.9,0.5,18.8,0.2,7.2,0.1,2.2,0.7,57.9,5.0,37.1,1.8,38.2,0.1,66.7,0.0,0.0,0.1,35.7,52.8,0.2,0.1,21.4,0.8,31.8,0.1,36.8,20.3,2.0,0.5,24.6,3.3,58.8,0.3,64.4,9.9,0.6,0.3,1.1,1.8,60.5
48,Davis Bertans,SAS,76,44,32,21.5,8.0,32.8,17.7,0.9,1.56,0.49,0.243,0.3,0.1,0.6,0.083,0.0,0.776,1.3,0.2,0.5,38.9,0.1,0.1,85.7,35.7,0.7,51.0,0.1,10.2,0.1,7.1,0.0,3.1,0.5,38.9,5.3,44.1,1.0,38.6,0.5,68.0,0.0,0.0,0.0,0.0,61.0,0.3,0.1,30.4,0.9,35.4,0.0,35.9,9.4,3.3,0.7,21.2,5.7,59.1,0.5,64.4,6.3,0.5,0.4,1.6,2.4,65.4
49,DeAndre' Bembry,ATL,82,29,53,23.6,8.4,33.7,20.7,1.7,3.09,2.43,0.248,0.4,0.0,1.3,0.75,0.0,0.783,7.3,1.4,3.1,45.7,0.4,0.6,65.2,44.8,3.0,41.8,0.6,8.2,0.5,7.2,0.3,3.7,3.3,45.7,1.7,28.6,0.3,26.1,1.0,57.4,0.0,0.0,0.3,55.0,48.7,0.7,0.3,50.0,2.1,32.1,0.1,33.1,10.3,3.8,0.7,19.4,6.0,62.9,0.4,67.3,7.6,1.3,0.5,1.4,2.0,70.7
50,DeMarre Carroll,BKN,67,36,31,25.4,11.1,36.2,21.5,1.3,2.13,1.27,0.307,0.4,0.1,1.1,1.0,0.5,0.907,3.6,0.7,1.9,40.3,0.8,1.1,76.1,64.2,1.0,27.2,0.3,7.4,0.2,6.2,0.5,14.4,2.3,40.3,4.5,35.6,0.7,26.9,1.0,67.4,0.0,100.0,0.4,75.0,48.7,1.0,0.4,39.7,2.8,36.2,0.1,37.4,9.5,4.2,0.7,16.4,7.3,57.1,0.8,63.7,6.3,0.5,0.1,1.5,2.4,63.9
51,DeVaughn Akoon-Purcell,DEN,7,7,0,3.1,1.0,6.7,2.4,0.6,5.32,4.98,0.149,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.4,33.3,0.1,0.3,50.0,33.3,0.6,44.4,0.1,11.1,0.1,11.1,0.1,11.1,0.4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.3,0.0,0.0,1.0,33.3,0.0,33.3,26.3,1.0,0.0,0.0,2.0,50.0,0.7,75.0,11.8,0.3,0.0,0.1,0.1,100.0
52,Deng Adel,CLE,19,4,15,10.2,1.7,10.6,6.4,0.3,1.87,0.94,0.158,0.1,0.0,0.1,0.0,0.0,1.0,0.9,0.2,0.4,50.0,0.1,0.1,100.0,58.8,0.3,35.3,0.0,0.0,0.1,5.9,0.1,5.9,0.5,50.0,0.9,30.0,0.2,25.0,0.1,0.0,0.0,0.0,0.0,0.0,38.9,0.2,0.1,33.3,0.7,33.3,0.0,33.3,14.3,1.2,0.2,18.8,2.6,47.1,0.2,51.6,7.9,0.1,0.2,0.6,1.1,57.1
53,Derrick Favors,UTA,75,46,29,23.2,11.7,40.3,24.7,0.9,1.29,0.3,0.29,3.5,1.1,8.4,0.605,0.456,0.924,0.3,0.1,0.2,61.5,0.1,0.1,60.0,104.8,0.0,9.5,0.0,0.0,0.0,9.5,0.1,19.0,0.3,61.5,1.5,32.0,0.1,28.6,7.8,68.7,0.5,45.2,2.1,54.2,60.3,2.7,2.0,71.8,5.4,50.8,0.1,51.4,4.6,4.7,1.5,31.1,8.1,58.1,0.9,65.1,4.7,0.7,1.4,2.4,4.8,50.3
54,Derrick Jones Jr.,MIA,60,31,29,19.2,7.0,24.7,13.6,0.6,1.49,0.6,0.285,0.8,0.1,3.0,0.565,0.0,0.983,1.2,0.2,0.6,34.3,0.2,0.3,63.2,51.4,0.3,27.8,0.1,4.2,0.1,9.7,0.2,12.5,0.6,34.3,1.4,33.7,0.0,8.3,3.0,67.8,0.0,0.0,0.4,52.6,53.7,1.7,1.1,60.4,3.6,48.2,0.1,49.7,6.4,2.6,0.7,25.7,4.6,56.9,0.4,62.6,6.8,0.8,0.7,0.9,1.7,51.0
55,Devin Robinson,WAS,7,1,6,13.5,6.7,19.1,11.3,0.5,1.71,0.69,0.351,0.6,0.3,2.3,0.0,2.0,1.0,2.0,0.6,1.3,44.4,0.3,0.6,50.0,78.6,0.3,14.3,0.1,7.1,0.1,7.1,0.3,14.3,1.6,44.4,0.3,33.3,0.9,42.9,2.3,70.0,0.6,100.0,0.0,0.0,59.4,1.2,0.8,66.7,2.0,60.0,0.0,60.0,6.3,2.8,0.8,28.6,5.6,50.0,0.0,50.0,5.1,0.6,0.9,0.9,1.4,60.0
56,Deyonta Davis,ATL,9,3,6,13.2,4.0,17.3,8.9,0.3,1.11,0.08,0.231,0.6,0.0,3.4,0.4,0.0,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,25.0,0.0,0.0,3.3,81.3,0.0,0.0,0.2,33.3,68.2,1.3,0.9,70.0,4.0,31.3,0.1,32.3,3.5,3.3,1.0,30.8,5.0,65.0,0.5,72.2,6.2,0.3,0.6,1.7,2.8,60.0
57,Dillon Brooks,MEM,18,9,9,18.3,7.5,24.6,19.8,0.9,2.22,1.12,0.305,0.5,0.0,1.1,1.0,0.0,0.65,3.6,1.0,2.2,45.0,0.4,0.7,58.3,67.7,0.8,21.5,0.2,4.6,0.3,7.7,0.3,9.2,2.4,45.0,2.3,40.0,1.0,27.6,0.7,42.9,0.0,0.0,0.5,50.0,46.3,0.7,0.3,44.4,1.5,45.0,0.0,45.0,5.6,1.7,0.5,27.3,3.0,56.4,0.5,68.8,5.8,0.6,0.2,1.0,1.4,69.2
58,Dirk Nowitzki,DAL,51,17,34,15.6,7.3,26.5,18.7,0.6,1.29,0.22,0.275,0.9,2.0,0.2,0.553,0.515,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,34.6,1.2,40.6,0.2,50.0,1.0,42.1,0.5,44.4,44.4,0.1,0.0,40.0,0.7,17.2,0.0,18.5,6.0,3.5,1.0,28.1,5.9,58.6,0.5,64.3,4.6,0.2,0.4,1.9,2.8,68.8
59,Domantas Sabonis,IND,74,43,31,24.8,14.1,64.2,37.3,1.8,1.68,0.67,0.219,6.2,4.4,7.2,0.638,0.45,0.858,1.6,0.5,0.9,54.5,0.2,0.2,81.3,73.9,0.4,27.7,0.1,7.6,0.1,6.7,0.1,6.7,1.2,54.5,1.7,40.7,0.1,27.8,6.2,66.1,2.0,54.6,3.9,57.6,59.6,2.5,1.7,69.4,5.9,42.7,0.2,44.0,4.7,6.8,1.9,28.4,11.1,61.5,1.1,68.1,3.9,0.6,0.4,2.8,4.5,62.4
60,Donatas Motiejunas,SAS,3,3,0,4.3,2.0,7.0,4.7,0.2,1.76,0.81,0.286,0.7,0.3,1.3,1.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,1.3,100.0,0.0,0.0,0.7,100.0,50.0,0.7,0.3,50.0,1.0,66.7,0.0,66.7,7.7,0.3,0.0,0.0,1.0,33.3,0.0,33.3,2.5,0.0,0.3,0.3,0.3,100.0
61,Dorian Finney-Smith,DAL,81,33,48,24.5,7.5,30.9,19.6,1.0,1.85,0.86,0.243,0.8,0.2,2.6,0.365,0.267,0.724,2.6,0.3,0.7,47.5,0.3,0.4,80.0,40.1,1.3,48.1,0.2,8.0,0.3,11.8,0.2,7.5,1.0,47.5,2.7,31.6,0.5,27.1,1.9,58.5,0.0,16.7,0.3,50.0,50.7,1.7,1.1,63.8,3.8,45.5,0.1,47.1,6.5,3.1,0.8,26.3,5.8,53.7,0.8,62.1,5.9,0.9,0.4,1.7,2.6,64.0
62,Doug McDermott,IND,77,43,34,17.4,7.3,19.8,16.9,0.4,1.3,0.47,0.37,0.5,0.0,0.8,0.878,2.5,1.311,1.4,0.4,0.8,50.8,0.2,0.2,92.3,70.5,0.4,28.6,0.1,7.6,0.1,6.7,0.1,5.7,1.0,50.8,3.6,42.5,0.5,32.1,1.0,80.4,0.1,100.0,0.5,51.6,59.0,0.3,0.2,52.9,0.8,38.6,0.0,39.5,16.0,1.7,0.4,25.0,3.2,53.8,0.2,58.2,7.0,0.2,0.1,1.0,1.4,70.1
63,Dragan Bender,PHX,46,9,37,18.0,5.0,33.2,15.6,0.8,1.41,0.39,0.151,0.9,0.7,1.8,0.829,0.242,1.181,1.0,0.3,0.5,61.9,0.0,0.1,33.3,61.4,0.3,29.5,0.0,4.5,0.1,13.6,0.0,2.3,0.6,61.9,1.4,21.9,0.1,25.0,2.1,76.0,0.2,50.0,0.7,75.0,50.3,0.8,0.5,61.8,2.2,37.0,0.0,37.0,6.4,3.6,1.0,27.5,6.6,55.4,0.6,60.8,4.2,0.4,0.5,2.4,4.0,60.3
64,Draymond Green,GSW,66,48,18,31.3,7.4,70.0,35.2,2.3,1.96,1.06,0.105,2.6,4.2,2.8,0.186,0.104,0.582,1.5,0.3,0.7,48.9,0.1,0.2,69.2,57.3,0.5,33.3,0.1,7.3,0.2,10.4,0.1,6.3,0.8,48.9,2.2,28.6,0.3,39.3,1.6,61.0,0.4,52.2,0.5,45.2,50.1,0.9,0.4,48.3,2.8,32.6,0.1,33.9,8.4,6.4,1.9,30.2,10.5,60.8,0.8,65.6,5.0,1.4,1.1,2.5,4.3,58.0
65,Drew Eubanks,SAS,23,13,10,4.9,1.8,7.7,4.6,0.2,1.83,0.64,0.23,0.4,1.3,1.3,0.0,0.484,0.71,0.1,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,1.0,53.8,0.7,50.0,0.0,0.0,57.7,0.4,0.3,66.7,1.0,37.5,0.0,37.5,3.9,1.8,0.7,39.3,2.4,71.8,0.1,75.7,4.2,0.1,0.2,0.6,1.0,63.6
66,Duncan Robinson,MIA,15,7,8,10.7,3.3,13.3,8.9,0.3,1.56,0.61,0.251,0.1,0.0,0.2,1.0,0.0,1.333,0.3,0.0,0.0,0.0,0.1,0.1,50.0,25.0,0.2,75.0,0.1,25.0,0.0,0.0,0.1,25.0,0.1,0.0,1.9,31.3,0.3,28.6,0.3,100.0,0.0,0.0,0.1,50.0,50.0,0.2,0.1,50.0,0.7,28.6,0.0,28.6,14.7,1.7,0.1,5.9,3.2,53.1,0.6,65.4,8.2,0.3,0.0,0.7,1.1,68.8
67,Dwayne Bacon,CHA,43,20,23,17.6,7.3,21.7,15.7,0.9,2.61,1.74,0.339,0.2,0.0,0.3,1.0,0.0,1.636,4.6,1.2,2.6,46.9,0.5,0.6,74.1,63.6,1.3,27.3,0.3,6.1,0.2,5.1,0.3,6.6,2.9,46.9,1.5,44.0,2.0,37.4,0.4,88.9,0.0,0.0,0.2,50.0,54.9,0.3,0.1,25.0,1.2,21.6,0.0,22.2,16.0,2.6,0.7,28.4,4.4,59.6,0.5,66.9,6.8,0.3,0.1,1.0,1.2,81.1
68,Dwight Powell,DAL,77,31,46,21.6,10.6,35.8,21.0,0.9,1.51,0.47,0.295,2.4,0.3,6.0,0.617,0.538,1.013,1.4,0.3,0.5,54.8,0.4,0.5,76.2,75.5,0.4,25.5,0.1,8.5,0.1,8.5,0.3,20.8,1.0,54.8,1.5,29.0,0.0,16.7,6.1,75.4,0.2,50.0,1.5,70.7,63.7,1.8,1.0,54.3,4.8,38.6,0.1,39.2,7.4,3.6,0.8,21.0,6.0,59.8,0.5,65.5,6.1,0.6,0.6,1.9,3.0,64.2
69,Dzanan Musa,BKN,9,4,5,4.4,2.1,8.0,4.2,0.4,2.91,2.29,0.264,0.2,0.0,0.2,2.0,0.0,2.0,1.1,0.4,0.7,66.7,0.0,0.0,0.0,80.0,0.2,20.0,0.0,0.0,0.2,20.0,0.0,0.0,0.9,66.7,0.3,14.3,0.4,25.0,0.4,100.0,0.0,0.0,0.4,100.0,43.2,0.3,0.0,0.0,0.8,33.3,0.0,33.3,16.4,1.0,0.8,75.0,1.3,80.0,0.0,80.0,3.8,0.2,0.0,0.4,0.6,80.0
70,Ekpe Udoh,UTA,51,35,16,6.3,2.3,10.2,5.9,0.3,1.51,0.44,0.228,1.0,0.4,2.1,0.453,0.333,1.0,0.1,0.0,0.1,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,33.3,0.0,0.0,2.1,82.5,0.1,60.0,0.5,57.9,69.4,0.7,0.5,69.2,1.8,40.0,0.1,41.9,4.7,1.7,0.5,27.4,2.9,59.0,0.2,62.6,5.5,0.2,0.6,0.8,1.5,51.3
71,Emanuel Terry,MIA,3,0,3,7.6,3.3,12.0,5.7,0.3,1.5,0.47,0.278,1.0,0.3,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.1,0.0,0.0,0.7,0.0,57.1,1.0,1.0,100.0,1.7,60.0,0.0,60.0,4.7,1.3,0.7,50.0,2.7,50.0,0.3,57.1,3.9,1.0,0.0,1.3,1.7,80.0
72,Eric Moreland,TOR,5,3,2,8.6,1.4,14.6,8.4,0.4,1.71,0.37,0.096,1.4,0.6,1.2,0.286,0.667,0.333,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,100.0,0.0,0.0,0.4,50.0,0.4,100.0,0.4,50.0,50.0,0.8,0.8,100.0,1.6,50.0,0.0,50.0,5.6,3.2,0.6,18.8,4.6,69.6,0.6,80.0,4.0,0.2,0.2,1.0,1.6,62.5
73,Ersan Ilyasova,MIL,67,49,18,18.4,6.8,28.1,15.9,0.6,1.26,0.36,0.241,1.1,0.4,2.8,0.534,0.37,0.884,0.5,0.1,0.3,36.8,0.0,0.0,100.0,50.0,0.1,21.9,0.0,0.0,0.0,9.4,0.0,3.1,0.2,36.8,2.6,36.1,0.6,31.1,2.5,55.7,0.1,25.0,0.6,47.2,51.4,1.5,1.0,70.2,3.6,41.6,0.1,42.7,5.6,3.3,0.9,27.9,5.6,59.3,0.5,65.0,5.3,0.5,0.3,1.7,2.7,62.8
74,Evan Fournier,ORL,79,40,39,31.5,15.1,43.4,35.1,2.2,2.99,2.15,0.348,0.9,0.1,1.1,0.618,0.25,0.884,8.9,1.9,3.9,47.6,0.6,0.8,78.1,50.6,3.8,43.1,1.1,11.9,0.6,6.2,0.4,4.2,4.5,47.6,4.5,37.6,3.8,36.8,1.0,66.1,0.0,50.0,0.5,51.3,51.1,0.5,0.2,37.1,1.5,32.1,0.1,33.7,12.4,2.8,0.6,20.2,4.9,58.0,0.5,64.0,8.8,0.9,0.2,1.5,2.1,70.1
75,Evan Turner,POR,73,47,26,22.0,6.8,48.6,18.6,3.8,4.74,4.04,0.139,0.5,1.8,1.2,0.424,0.679,0.824,4.0,0.9,2.1,41.2,0.3,0.3,86.4,50.9,1.3,32.4,0.3,8.2,0.3,8.5,0.2,3.8,2.0,41.2,0.5,21.8,2.2,43.6,1.0,68.2,1.2,51.5,0.2,54.5,47.3,0.5,0.2,45.9,1.8,29.1,0.1,31.1,9.7,4.2,0.6,14.8,6.7,61.8,0.5,67.1,5.4,0.5,0.2,1.0,1.5,68.9
76,Frank Kaminsky,CHA,47,22,25,16.1,8.6,33.5,21.0,0.8,1.52,0.56,0.257,1.2,0.7,1.8,0.719,0.875,0.93,2.9,0.7,1.3,51.6,0.5,0.6,76.7,64.4,0.8,28.9,0.2,6.7,0.4,12.6,0.3,8.9,1.9,51.6,3.2,34.7,0.1,18.8,1.7,65.9,0.6,66.7,0.9,65.2,54.7,0.9,0.5,56.4,2.2,40.6,0.0,41.1,6.5,2.9,1.0,33.9,5.5,52.5,0.6,59.3,4.9,0.3,0.3,1.7,2.8,62.3
77,Furkan Korkmaz,PHI,48,30,18,14.2,5.8,18.9,14.9,0.6,1.9,1.16,0.308,0.4,0.0,0.6,0.889,0.0,1.222,1.5,0.3,0.7,40.6,0.1,0.1,66.7,42.9,0.6,40.0,0.2,12.9,0.1,7.1,0.1,4.3,0.6,40.6,2.5,33.9,1.0,31.7,0.7,68.2,0.0,0.0,0.3,53.8,49.6,0.4,0.1,25.0,1.3,34.0,0.1,35.6,11.4,2.5,0.3,12.1,3.7,66.4,0.2,69.5,6.9,0.6,0.0,0.7,1.0,70.0
78,Garrett Temple,LAC,75,37,38,27.2,7.8,36.1,25.4,1.5,2.45,1.67,0.216,0.6,0.0,0.8,0.548,0.667,0.825,2.0,0.3,0.8,42.6,0.3,0.3,73.1,48.6,0.8,40.5,0.1,7.4,0.1,7.4,0.2,8.8,1.0,42.6,3.3,37.2,1.0,29.7,0.6,62.1,0.0,100.0,0.3,60.0,51.3,0.4,0.1,35.7,1.3,28.9,0.1,31.5,12.7,2.6,0.6,21.8,4.5,58.4,0.4,63.5,8.7,1.0,0.4,1.5,2.2,67.5
79,Gary Clark,HOU,51,33,18,12.6,2.9,13.5,6.5,0.3,1.41,0.42,0.216,0.2,0.0,0.4,0.25,0.0,0.429,0.4,0.1,0.1,66.7,0.0,0.0,100.0,42.9,0.2,47.6,0.0,9.5,0.1,23.8,0.0,0.0,0.2,66.7,2.2,29.4,0.2,33.3,0.2,100.0,0.0,0.0,0.0,100.0,46.7,0.6,0.3,41.7,1.5,42.1,0.1,43.6,11.8,2.4,0.6,25.0,4.2,56.4,0.3,60.9,6.3,0.4,0.5,1.5,2.3,62.7
80,George King,PHX,1,0,1,5.9,0.0,6.0,3.0,0.2,2.06,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.6,0.0,0.0,1.0,1.0,100.0
81,Georges Niang,UTA,59,41,18,8.8,4.0,13.7,7.2,0.5,1.97,1.17,0.29,0.1,0.1,0.2,1.333,0.0,1.0,1.8,0.5,0.7,63.6,0.2,0.2,81.8,60.2,0.7,40.7,0.1,7.4,0.2,10.2,0.1,3.7,1.1,63.6,2.0,39.6,0.4,61.1,0.2,71.4,0.0,0.0,0.1,100.0,59.4,0.3,0.1,27.3,0.8,36.7,0.0,37.9,18.3,1.9,0.3,15.8,3.1,61.3,0.2,65.5,6.5,0.2,0.1,0.4,0.7,66.7
82,Gerald Green,HOU,73,47,26,20.2,9.2,24.4,14.4,0.8,1.95,1.03,0.38,0.1,0.0,0.4,0.4,0.0,1.226,1.9,0.5,0.9,50.0,0.2,0.3,80.0,60.4,0.6,33.1,0.2,9.4,0.2,10.1,0.2,7.9,1.2,50.0,5.2,39.0,1.7,29.5,0.5,79.2,0.0,0.0,0.0,33.3,53.5,0.4,0.1,16.7,1.1,41.7,0.1,44.1,13.8,2.2,0.3,12.5,4.0,55.5,0.3,59.8,7.7,0.5,0.4,1.5,2.1,71.1
83,Giannis Antetokounmpo,MIL,72,56,16,32.8,27.7,82.5,41.3,4.6,3.35,2.37,0.336,3.5,4.6,6.2,0.581,0.461,1.013,12.5,3.0,4.8,63.3,2.5,3.4,75.2,71.1,4.4,35.1,1.0,7.6,1.1,8.6,1.7,13.3,8.9,63.3,0.7,21.3,3.1,32.2,6.3,71.9,2.1,53.0,2.0,61.0,59.9,2.2,1.5,66.0,5.6,39.7,0.1,40.6,6.4,10.3,2.4,23.8,14.5,70.8,1.0,76.2,4.6,1.3,1.5,1.8,3.4,52.5
84,Glenn Robinson III,DET,47,24,23,13.0,4.2,18.5,12.3,0.6,1.85,0.9,0.228,0.3,0.0,1.0,0.467,0.0,0.776,1.7,0.2,0.9,23.8,0.2,0.2,90.0,37.2,0.5,30.8,0.1,5.1,0.1,5.1,0.1,7.7,0.6,23.8,1.3,30.9,0.7,50.0,0.8,73.9,0.0,0.0,0.1,25.0,47.2,0.5,0.3,47.1,1.8,29.8,0.1,30.9,7.8,1.7,0.2,13.0,3.5,50.0,0.2,52.9,7.2,0.3,0.2,0.9,1.2,73.7
85,Gordon Hayward,BOS,72,44,28,25.9,11.5,45.4,27.8,2.0,2.65,1.76,0.252,1.4,0.3,1.7,0.657,0.4,0.858,5.7,1.0,1.9,51.8,0.7,0.8,86.9,49.1,2.5,45.0,0.6,9.8,0.5,9.6,0.4,7.4,2.8,51.8,3.1,38.2,2.3,36.9,1.4,62.0,0.1,50.0,0.9,66.0,52.7,0.7,0.4,54.9,2.4,29.7,0.1,30.7,9.8,3.8,0.5,13.3,5.9,64.8,0.4,69.0,7.3,0.9,0.3,1.2,1.8,65.2
86,Guerschon Yabusele,BOS,41,27,14,6.1,2.3,9.4,6.1,0.3,1.83,0.7,0.245,0.6,0.9,0.9,0.391,0.528,0.622,0.3,0.1,0.2,57.1,0.1,0.1,75.0,100.0,0.0,8.3,0.0,0.0,0.0,8.3,0.0,16.7,0.3,57.1,0.8,34.4,0.0,0.0,0.6,62.5,0.5,50.0,0.2,57.1,51.3,1.0,0.5,56.5,1.7,57.5,0.0,59.0,8.6,1.3,0.3,26.7,2.4,51.7,0.3,58.8,6.1,0.2,0.2,0.7,1.0,67.5
87,Harrison Barnes,SAC,77,34,43,32.9,16.4,50.8,30.8,1.9,2.22,1.13,0.323,0.7,3.3,1.8,0.518,0.614,0.964,5.0,1.4,3.1,44.3,0.7,0.9,78.6,71.3,1.0,19.6,0.3,5.5,0.4,7.3,0.5,9.4,3.5,44.3,5.7,39.5,2.5,33.7,1.7,65.4,2.0,41.7,0.4,41.4,50.4,0.7,0.4,50.9,2.3,32.2,0.1,33.5,8.8,3.9,0.7,18.1,6.4,61.4,0.5,67.1,6.7,0.6,0.2,2.0,2.8,70.5
88,Harry Giles III,SAC,58,26,32,14.1,7.0,23.4,15.9,0.8,1.92,0.7,0.3,3.8,2.8,4.2,0.429,0.491,0.907,1.1,0.3,0.6,47.2,0.2,0.3,61.1,72.6,0.2,16.1,0.0,1.6,0.1,4.8,0.2,14.5,0.8,47.2,0.9,40.6,0.3,26.7,3.8,60.9,1.4,38.8,1.6,50.0,50.3,1.2,0.9,72.7,2.6,47.1,0.1,48.2,4.6,2.9,0.8,28.2,5.3,55.3,0.5,61.2,4.9,0.5,0.4,1.4,2.3,62.4
89,Haywood Highsmith,PHI,5,2,3,8.0,1.8,11.8,7.4,0.2,1.23,0.59,0.153,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.4,0.4,100.0,0.0,0.0,0.0,80.0,0.6,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,100.0,0.6,25.0,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.8,71.4,0.0,71.4,7.0,0.2,0.0,0.4,0.8,50.0
90,Henry Ellenson,NYK,19,4,15,13.6,6.0,26.2,12.0,0.9,2.05,1.19,0.229,0.3,0.8,0.7,1.0,0.438,1.357,2.1,0.3,1.1,25.0,0.2,0.4,57.1,35.9,0.6,28.2,0.1,5.1,0.2,10.3,0.2,7.7,0.7,25.0,2.6,47.4,0.5,25.0,1.0,66.7,0.4,23.1,0.3,50.0,50.0,0.3,0.1,40.0,1.9,17.9,0.1,18.5,6.1,4.1,0.7,18.0,6.1,66.3,0.7,75.3,4.3,0.4,0.1,1.9,2.5,75.0
91,Isaiah Hartenstein,HOU,28,15,13,7.9,1.9,10.9,5.6,0.3,1.51,0.31,0.174,1.2,0.1,2.1,0.353,1.5,0.61,0.1,0.0,0.0,0.0,0.0,0.1,50.0,25.0,0.1,50.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.2,33.3,0.0,0.0,1.3,48.3,0.1,100.0,0.4,55.6,51.2,1.0,0.8,81.0,2.8,34.4,0.1,35.6,5.4,1.2,0.5,42.3,2.9,41.3,0.2,44.1,7.1,0.3,0.4,0.6,1.1,54.8
92,Isaiah Hicks,NYK,3,1,2,10.8,4.0,15.7,7.3,0.5,2.06,0.97,0.255,0.7,2.0,1.3,0.0,0.167,1.5,0.7,0.3,0.7,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,50.0,0.0,0.0,1.3,66.7,2.0,66.7,0.3,0.0,0.0,0.0,50.0,1.0,0.5,50.0,4.5,22.2,0.0,22.2,9.9,2.5,0.5,20.0,5.0,50.0,1.0,62.5,3.5,0.3,1.0,1.0,2.3,42.9
93,Ivan Rabb,MEM,49,20,29,14.7,5.8,26.1,15.7,0.8,1.75,0.65,0.222,2.5,1.7,3.8,0.402,0.488,0.754,0.4,0.1,0.2,58.3,0.1,0.1,80.0,85.7,0.1,23.8,0.1,14.3,0.0,4.8,0.0,9.5,0.4,58.3,0.6,28.0,0.3,38.9,2.9,64.8,0.8,52.8,1.0,48.8,55.4,1.6,1.3,78.6,4.0,40.2,0.1,41.7,5.8,3.1,1.1,35.3,4.9,63.0,0.5,70.1,4.6,0.3,0.3,1.8,2.5,71.8
