,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Andrea Bargnani,NYK,29,5,24,27.1,14.8,48.1,35.1,1.5,1.93,0.44,0.308,6.7,5.3,3.8,0.622,0.471,0.775,2.4,0.6,1.2,47.1,0.8,0.8,95.8,81.7,0.6,22.5,0.1,2.8,0.1,5.6,0.4,16.9,2.0,47.1,7.1,46.3,1.6,42.6,3.0,50.0,2.5,41.8,4.1,57.3,47.5,1.2,0.6,53.1,3.2,36.8,0.2,39.0,8.0,3.5,1.0,28.4,6.1,57.2,0.4,61.3,5.5,0.1,0.9,2.0,3.1,64.0
11,Andrei Kirilenko,BKN,7,3,4,5.2,0.4,6.1,3.6,0.2,1.89,0.6,0.07,1.1,0.1,0.9,0.25,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.2,50.0,1.2,33.3,0.0,33.3,15.2,1.2,0.2,16.7,1.8,66.7,0.6,100.0,3.1,0.1,0.0,0.3,0.6,50.0
12,Andrew Nicholson,ORL,40,14,26,12.3,4.9,20.5,11.8,0.5,1.56,0.37,0.237,0.7,1.4,1.3,0.385,0.509,0.784,0.4,0.1,0.3,30.0,0.1,0.1,50.0,50.0,0.1,12.5,0.0,6.3,0.0,6.3,0.1,12.5,0.2,30.0,2.2,38.4,0.5,52.9,1.0,58.1,0.7,35.5,0.3,62.5,47.1,0.6,0.3,52.9,1.5,39.5,0.0,39.5,7.3,2.2,1.0,44.6,4.4,50.8,0.6,58.0,4.3,0.2,0.3,0.9,1.6,57.8
13,Andrew Wiggins,MIN,81,16,65,36.3,16.9,43.7,34.6,1.8,2.44,1.39,0.388,3.1,5.9,4.1,0.711,0.584,0.887,5.2,0.9,2.3,39.7,1.1,1.6,73.8,58.7,1.3,24.3,0.3,5.0,0.4,8.5,0.8,15.1,3.1,39.7,2.5,37.9,2.7,30.3,3.7,60.9,3.5,43.3,2.2,53.2,45.4,1.7,1.1,67.9,5.3,31.2,0.2,32.1,6.4,3.0,0.9,31.8,5.6,52.6,0.4,56.4,8.1,1.1,0.6,2.1,2.8,75.8
14,Anthony Bennett,MIN,56,12,44,15.8,5.3,31.2,13.9,0.7,1.43,0.32,0.17,2.0,0.8,2.3,0.436,0.283,0.874,0.6,0.1,0.3,47.1,0.1,0.1,83.3,63.6,0.1,15.2,0.0,3.0,0.1,18.2,0.1,12.1,0.4,47.1,1.9,33.1,0.3,27.3,2.0,57.5,0.2,15.4,0.9,43.9,43.1,1.0,0.6,64.7,2.4,40.5,0.1,41.8,6.4,3.1,1.0,31.7,4.9,63.1,0.3,67.4,4.6,0.5,0.3,1.4,1.9,74.0
15,Anthony Davis,NOP,68,39,29,36.1,24.4,58.4,38.1,2.0,2.02,0.64,0.417,6.6,5.2,7.7,0.545,0.551,1.067,3.0,0.9,1.8,48.0,0.7,0.9,78.3,84.2,0.4,12.8,0.1,3.4,0.2,6.4,0.4,14.8,2.5,48.0,4.7,44.2,2.5,41.5,8.2,71.6,2.9,41.1,3.6,54.6,53.6,2.5,1.7,68.2,5.3,48.1,0.2,49.7,5.8,7.7,3.0,39.0,10.7,71.6,0.5,75.3,4.8,1.5,2.9,3.0,5.1,58.0
16,Anthony Tolliver,DET,76,36,40,18.9,6.3,29.6,14.7,0.6,1.31,0.28,0.214,1.0,0.1,1.1,0.228,0.818,0.646,0.6,0.1,0.3,41.7,0.2,0.2,92.9,71.4,0.2,28.6,0.0,2.0,0.0,4.1,0.1,14.3,0.5,41.7,4.4,36.7,0.1,30.0,0.7,60.6,0.1,100.0,0.2,66.7,54.5,0.8,0.2,31.4,2.0,38.6,0.1,39.8,8.5,2.8,0.8,30.3,5.9,47.6,0.6,52.9,5.0,0.3,0.2,1.4,2.3,62.6
17,Arinze Onuaku,MIN,6,0,6,11.4,4.5,11.5,6.7,0.3,1.67,0.42,0.391,1.2,0.8,3.7,0.571,1.2,1.045,0.2,0.0,0.0,0.0,0.2,0.3,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100.0,0.2,0.0,0.0,0.0,0.0,0.0,3.8,83.3,1.0,100.0,0.7,66.7,85.7,1.8,1.5,85.7,3.8,46.7,0.0,46.7,3.5,3.5,1.0,28.6,4.5,77.8,0.0,77.8,4.9,0.2,0.5,0.8,1.2,71.4
18,Aron Baynes,SAS,70,49,21,16.0,6.6,20.9,13.0,0.5,1.46,0.33,0.315,2.0,1.0,4.8,0.416,0.522,0.845,0.4,0.0,0.2,25.0,0.1,0.1,100.0,52.0,0.1,20.0,0.0,8.0,0.0,8.0,0.0,12.0,0.2,25.0,0.8,49.2,0.0,33.3,4.0,60.6,0.5,50.0,0.8,50.0,56.7,1.6,1.1,69.4,4.7,35.1,0.1,35.9,4.9,3.2,1.3,40.7,5.6,56.5,0.6,63.3,4.4,0.2,0.3,1.3,2.5,52.0
19,Austin Daye,ATL,34,17,17,10.1,3.8,17.5,11.7,0.5,1.8,0.82,0.217,0.4,0.1,0.4,0.5,0.0,0.5,1.3,0.2,0.7,29.2,0.1,0.1,75.0,38.6,0.3,22.7,0.1,4.5,0.1,11.4,0.1,4.5,0.5,29.2,2.2,33.8,0.7,36.7,0.2,42.9,0.0,0.0,0.2,42.9,44.0,0.4,0.2,40.0,1.0,41.7,0.0,41.7,14.9,2.7,0.9,32.3,4.3,63.1,0.4,69.9,6.2,0.4,0.1,0.6,0.9,65.6
20,Bismack Biyombo,CHA,64,26,38,19.4,4.8,13.2,8.5,0.3,1.49,0.36,0.359,1.3,0.4,4.8,0.365,0.296,0.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.1,28.6,0.0,0.0,3.5,57.9,0.1,20.0,0.5,52.9,54.3,2.6,2.0,78.0,6.3,41.4,0.3,43.2,5.0,4.1,1.5,35.9,7.3,55.4,0.6,60.6,4.5,0.3,1.5,1.6,3.0,53.7
21,Blake Griffin,LAC,67,47,20,35.2,21.9,80.7,54.8,3.0,2.2,1.09,0.272,10.5,10.6,7.2,0.386,0.432,0.757,2.2,0.6,1.0,55.1,0.4,0.6,69.0,74.7,0.4,20.5,0.1,5.5,0.2,8.2,0.3,14.4,1.6,55.1,4.9,41.9,2.0,36.4,5.4,62.0,4.6,44.0,4.0,55.2,50.6,1.9,1.1,59.5,4.7,40.0,0.3,42.7,7.2,5.7,2.0,34.3,10.1,56.2,0.7,60.3,5.0,0.9,0.5,2.4,4.1,59.6
22,Bojan Bogdanovic,BKN,78,36,42,23.8,9.0,24.1,19.0,0.9,2.12,1.25,0.373,0.7,0.7,1.8,0.545,0.49,0.943,2.1,0.4,0.8,46.9,0.2,0.2,83.3,46.4,0.8,36.7,0.2,10.2,0.2,8.4,0.1,6.0,1.0,46.9,3.4,35.7,0.9,34.0,1.7,60.9,0.3,35.5,0.4,41.4,53.2,0.8,0.5,72.0,2.5,30.5,0.1,31.3,7.5,2.5,0.3,14.1,3.9,63.9,0.1,66.3,8.5,0.4,0.1,1.1,1.7,66.2
23,Boris Diaw,SAS,81,55,26,24.5,8.7,53.4,34.0,1.6,1.8,0.81,0.164,1.8,4.2,2.6,0.232,0.433,0.638,3.1,0.7,1.5,48.3,0.3,0.4,75.8,55.3,0.9,28.2,0.3,9.4,0.2,7.5,0.2,6.7,1.7,48.3,2.3,33.3,0.8,37.3,1.7,62.0,1.8,48.9,0.4,51.9,50.3,1.0,0.6,60.3,2.8,34.5,0.2,36.8,7.2,3.3,1.0,31.5,6.3,52.5,0.6,58.1,5.8,0.4,0.3,2.0,3.3,62.4
24,Brandan Wright,PHX,75,37,38,19.3,7.3,23.6,13.5,0.6,1.53,0.41,0.308,3.6,0.5,5.1,0.447,0.6,0.982,0.5,0.2,0.4,40.0,0.1,0.1,66.7,74.4,0.1,10.3,0.0,0.0,0.0,5.1,0.0,7.7,0.4,40.0,0.3,52.6,0.1,25.0,5.0,73.6,0.3,47.6,1.6,55.6,64.2,1.8,0.9,50.8,3.4,52.0,0.1,53.8,7.6,2.6,1.2,44.0,5.4,48.9,0.6,54.5,5.2,0.7,1.3,2.1,3.7,55.6
25,Brandon Bass,BOS,82,40,42,23.5,10.6,36.2,23.1,1.1,1.81,0.72,0.292,3.2,1.9,4.4,0.452,0.497,0.826,1.8,0.3,0.8,40.3,0.4,0.4,86.1,59.6,0.5,26.7,0.1,6.2,0.1,6.8,0.2,12.3,1.1,40.3,2.6,41.9,1.0,43.2,3.6,70.4,1.0,41.1,1.4,49.5,51.0,1.7,1.0,57.6,3.9,45.1,0.2,47.3,7.1,3.2,0.9,29.0,5.6,58.3,0.5,63.8,6.5,0.5,0.4,1.5,2.2,66.5
26,Brandon Davies,PHI,27,6,21,15.7,5.3,31.1,18.1,0.7,1.44,0.34,0.169,3.1,1.5,3.2,0.289,0.4,0.552,1.2,0.1,0.5,14.3,0.3,0.3,87.5,34.4,0.3,25.0,0.1,9.4,0.1,6.3,0.1,12.5,0.4,14.3,1.7,33.3,0.4,50.0,1.8,52.5,0.6,35.7,0.9,37.5,43.1,1.5,0.8,54.1,3.2,48.7,0.0,49.3,7.0,1.9,0.5,26.7,4.0,46.4,0.4,51.7,5.3,0.7,0.3,1.6,2.3,69.4
27,Brandon Rush,GSW,33,27,6,8.2,0.9,10.8,7.9,0.4,2.0,1.18,0.084,0.2,0.0,0.1,0.0,0.0,0.5,0.8,0.1,0.3,40.0,0.0,0.1,25.0,34.6,0.2,26.9,0.1,11.5,0.1,11.5,0.1,11.5,0.3,40.0,0.3,12.5,0.2,23.5,0.1,33.3,0.0,0.0,0.0,0.0,23.1,0.2,0.1,50.0,0.6,33.3,0.0,33.3,12.2,1.8,0.5,27.0,2.8,63.8,0.2,68.5,5.4,0.2,0.4,0.7,0.9,71.0
28,Bruno Caboclo,TOR,8,7,1,2.9,1.3,4.4,3.6,0.2,2.16,1.86,0.286,0.0,0.0,0.5,0.0,0.0,1.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,50.0,0.4,33.3,0.5,66.7,0.0,0.0,0.0,0.0,41.7,0.5,0.5,100.0,2.0,25.0,0.5,33.3,2.3,0.5,0.0,0.0,1.0,50.0,0.0,50.0,22.0,0.0,0.1,0.5,0.6,80.0
29,Cameron Bairstow,CHI,18,12,6,3.5,0.6,4.7,2.9,0.1,1.58,0.47,0.118,0.4,0.2,0.4,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.1,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.1,0.0,0.2,33.3,0.0,0.0,0.2,20.0,0.0,0.0,0.0,0.0,21.4,1.2,1.2,100.0,2.4,50.0,0.0,50.0,5.8,0.4,0.0,0.0,1.4,28.6,0.0,28.6,3.3,0.1,0.1,0.3,0.5,55.6
30,Carl Landry,SAC,70,26,44,17.0,7.2,23.2,14.3,0.7,1.85,0.51,0.309,2.1,1.9,3.5,0.336,0.858,0.901,0.3,0.1,0.2,46.7,0.0,0.0,100.0,88.9,0.0,5.6,0.0,0.0,0.0,5.6,0.0,5.6,0.2,46.7,1.5,41.2,0.5,60.0,3.1,56.2,1.6,54.4,0.7,45.8,51.5,1.5,0.9,60.6,3.7,41.3,0.1,42.5,6.4,2.6,0.8,29.6,4.4,58.5,0.4,65.0,6.1,0.2,0.2,1.0,1.7,60.0
31,Carlos Boozer,LAL,71,18,53,23.8,11.8,42.9,23.3,1.3,1.88,0.47,0.275,7.2,3.4,5.3,0.431,0.619,0.885,1.4,0.4,0.8,44.1,0.4,0.5,79.4,84.4,0.1,10.4,0.0,1.0,0.1,7.3,0.2,17.7,1.1,44.1,2.4,41.1,1.8,42.3,4.7,60.6,2.1,45.3,3.1,46.8,49.9,1.6,1.1,68.5,4.4,35.7,0.1,36.9,6.1,5.2,1.8,34.0,8.1,64.9,0.5,69.6,4.7,0.6,0.2,1.5,2.3,65.4
32,Carmelo Anthony,NYK,39,10,29,35.9,24.1,69.3,53.8,3.4,2.94,1.56,0.348,6.7,8.5,4.1,0.483,0.636,0.781,3.9,1.0,2.3,42.7,0.8,1.1,71.4,71.7,0.6,15.1,0.2,4.6,0.2,5.3,0.6,15.1,2.8,42.7,7.5,43.0,5.5,36.6,3.2,51.1,5.4,50.9,3.3,50.0,48.0,1.8,1.2,65.3,4.1,44.7,0.1,46.2,7.1,4.8,1.1,22.2,7.5,64.5,0.5,69.5,5.9,0.9,0.4,1.3,1.8,72.2
33,Caron Butler,DET,78,30,48,20.8,5.9,30.7,19.2,1.0,1.93,0.59,0.192,0.3,0.3,0.4,0.25,0.905,0.471,0.7,0.1,0.2,31.6,0.1,0.1,100.0,31.6,0.2,31.6,0.1,7.0,0.1,19.3,0.0,5.3,0.2,31.6,3.2,37.9,1.7,43.8,0.2,53.3,0.2,69.2,0.1,50.0,51.1,0.3,0.1,42.9,1.7,17.9,0.0,18.3,10.6,2.6,0.7,25.1,4.9,53.8,0.5,59.7,6.4,0.6,0.1,1.0,1.2,81.1
34,Cartier Martin,DET,23,7,16,8.6,1.6,9.1,7.0,0.3,1.95,1.07,0.171,0.1,0.0,0.2,0.667,0.0,0.0,0.5,0.0,0.2,25.0,0.0,0.0,0.0,18.2,0.2,36.4,0.0,0.0,0.1,27.3,0.0,0.0,0.1,25.0,0.7,18.2,0.5,41.7,0.0,0.0,0.0,0.0,0.1,50.0,34.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.9,0.6,31.6,2.2,86.4,0.1,90.5,6.2,0.1,0.0,0.5,0.7,73.3
35,Chandler Parsons,DAL,66,41,25,33.1,15.7,56.0,36.1,2.1,2.3,1.19,0.281,1.2,0.3,1.8,0.584,0.273,0.793,7.8,1.7,3.7,45.7,0.7,0.9,74.1,53.2,2.4,31.0,0.6,7.4,0.5,6.6,0.5,5.8,4.1,45.7,5.3,37.2,2.0,43.4,1.4,67.7,0.1,50.0,0.7,54.3,54.2,1.0,0.5,53.1,3.6,27.2,0.2,28.7,9.9,3.9,0.9,22.0,7.0,56.4,0.4,60.0,7.3,1.0,0.3,1.3,1.7,73.0
36,Channing Frye,ORL,75,23,52,24.9,7.3,48.7,24.1,1.1,1.29,0.22,0.15,0.7,0.7,0.6,0.12,0.407,0.468,0.5,0.1,0.2,23.5,0.1,0.1,100.0,34.3,0.1,31.4,0.0,8.6,0.0,5.7,0.0,5.7,0.2,23.5,6.0,40.4,0.3,28.2,0.3,37.5,0.3,42.3,0.1,28.6,53.2,0.4,0.2,51.9,0.8,46.6,0.0,47.4,9.9,3.7,1.4,37.6,6.4,57.5,0.5,62.0,4.6,0.6,0.5,2.7,4.1,65.5
37,Charlie Villanueva,DAL,64,37,27,10.6,6.3,19.7,11.3,0.4,1.31,0.34,0.32,0.4,0.5,0.7,0.76,0.818,0.83,1.1,0.3,0.7,38.3,0.1,0.2,66.7,63.4,0.2,16.9,0.0,4.2,0.0,4.2,0.1,8.5,0.7,38.3,4.1,38.6,0.4,42.3,0.6,53.3,0.4,52.4,0.3,75.0,52.9,0.6,0.3,53.3,1.2,50.0,0.0,51.7,7.2,2.4,0.7,28.6,3.6,67.2,0.1,70.0,4.7,0.2,0.3,1.0,1.5,65.6
38,Chase Budinger,MIN,66,8,58,19.4,6.9,25.7,17.6,0.7,1.67,0.61,0.268,1.1,0.3,1.4,0.347,0.636,0.731,1.6,0.4,0.9,44.3,0.3,0.3,90.0,68.9,0.3,21.7,0.1,6.6,0.0,2.8,0.2,9.4,1.1,44.3,2.9,35.9,0.5,35.7,1.0,48.2,0.2,62.5,0.4,28.6,50.0,0.6,0.3,54.5,1.8,32.0,0.1,33.0,8.9,2.9,0.7,23.8,4.8,60.7,0.3,65.1,7.3,0.7,0.2,1.0,1.4,74.2
39,Chris Andersen,MIA,59,26,33,18.7,5.2,23.3,12.1,0.6,1.5,0.27,0.224,2.5,0.2,4.5,0.22,0.0,0.875,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.0,8.3,0.0,16.7,0.0,8.3,0.0,0.0,0.6,42.9,0.0,0.0,3.9,66.4,0.0,0.0,0.6,45.8,58.4,1.3,0.9,70.3,3.7,34.9,0.1,35.7,5.2,3.8,1.6,43.3,7.2,53.2,0.7,59.3,3.8,0.4,1.0,2.4,4.0,59.3
40,Chris Copeland,IND,50,19,31,16.6,6.2,22.7,18.6,0.8,2.18,0.85,0.273,0.6,1.5,0.9,0.571,0.316,0.727,1.7,0.4,1.0,41.7,0.1,0.2,75.0,56.0,0.3,20.2,0.1,4.8,0.2,10.7,0.1,6.0,0.9,41.7,3.0,34.2,0.6,22.6,0.6,59.1,0.5,31.0,0.3,50.0,44.5,0.7,0.4,60.9,2.1,31.1,0.0,31.5,7.6,2.5,0.5,20.5,3.8,65.7,0.3,72.1,5.6,0.2,0.2,0.8,1.3,63.6
41,Chris Johnson,UTA,29,9,20,18.2,5.7,21.9,16.9,0.7,1.84,0.85,0.262,0.4,0.1,1.0,1.455,0.0,0.828,0.7,0.1,0.3,40.0,0.0,0.0,0.0,42.1,0.2,36.8,0.0,5.3,0.0,0.0,0.0,0.0,0.3,40.0,2.8,30.1,0.4,33.3,0.8,66.7,0.0,0.0,0.6,100.0,49.4,0.4,0.1,37.5,1.4,25.8,0.0,26.7,5.5,2.1,0.6,29.8,4.0,54.0,0.4,59.5,8.0,0.9,0.2,0.7,1.2,58.8
42,Chuck Hayes,TOR,29,17,12,8.8,1.7,10.5,5.2,0.2,1.35,0.36,0.164,1.3,0.2,2.2,0.5,0.0,0.688,0.2,0.0,0.1,0.0,0.0,0.1,50.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.1,100.0,0.0,0.0,1.5,55.9,0.0,0.0,0.7,63.6,47.8,0.8,0.5,61.1,2.0,40.0,0.1,42.9,5.2,1.4,0.8,54.5,2.9,49.3,0.3,55.9,4.1,0.3,0.1,0.9,1.3,66.7
43,Cleanthony Early,NYK,39,6,33,16.6,5.4,30.4,23.8,1.1,2.26,0.81,0.177,1.6,0.2,1.1,0.25,0.857,0.909,1.7,0.3,0.8,39.4,0.3,0.3,76.9,58.5,0.4,21.5,0.1,7.7,0.1,7.7,0.2,10.8,1.0,39.4,1.8,23.8,0.7,41.9,1.0,57.1,0.2,100.0,0.4,35.7,40.7,0.7,0.4,59.1,2.2,31.4,0.1,33.3,12.3,2.3,0.8,32.0,4.7,50.0,0.6,57.7,5.8,0.6,0.3,0.9,1.3,70.6
44,Cody Zeller,CHA,62,27,35,24.0,7.6,50.6,24.8,1.2,1.39,0.42,0.15,2.8,0.5,3.6,0.331,0.061,0.659,1.5,0.3,0.9,37.7,0.3,0.4,80.8,64.2,0.3,17.9,0.0,2.1,0.1,8.4,0.2,13.7,1.0,37.7,1.7,37.8,0.2,35.0,2.4,51.9,0.0,11.1,0.9,50.0,46.2,1.6,0.9,56.7,4.7,34.0,0.1,34.9,6.5,4.3,1.4,32.8,7.9,55.0,0.7,60.2,5.2,0.5,0.8,1.7,3.1,53.9
45,Corey Brewer,HOU,79,42,37,26.1,11.4,36.9,26.1,1.4,2.25,1.55,0.308,1.0,0.2,2.4,0.704,0.467,0.754,3.9,0.6,1.8,33.1,0.5,0.7,68.5,42.8,0.9,23.2,0.5,12.2,0.3,8.4,0.4,9.0,1.7,33.1,2.5,27.5,1.1,32.0,1.8,57.4,0.1,42.9,0.7,51.2,46.0,1.1,0.5,50.6,3.1,35.0,0.1,36.6,9.5,2.9,0.7,23.0,5.2,55.3,0.4,59.8,8.8,1.4,0.2,1.2,1.5,76.5
