,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
562,Rasheed Wallace,.554,.148,.162,.163,.082,.446,.527,.988,.031,.117
418,Rasho Nesterović,1.000,.329,.174,.107,.389,.000,.716,,.007,
92,Rasual Butler,.503,.129,.036,.114,.225,.497,.673,.903,.036,.336
5,Ray Allen,.590,.224,.085,.084,.196,.410,.643,.917,.010,.286
165,Raymond Felton,.816,.364,.100,.076,.275,.184,.290,.867,.008,.250
162,Reggie Evans,1.000,.754,.217,.000,.029,.000,.559,,.000,
588,Reggie Williams,.675,.322,.110,.074,.170,.325,.402,.879,.042,.120
30,Renaldo Balkman,.611,.389,.056,.056,.111,.389,.500,,.000,.143
217,Richard Hamilton,.808,.103,.068,.280,.356,.192,.683,.854,.003,.449
304,Richard Jefferson,.759,.330,.116,.089,.223,.241,.647,1.000,.092,.390
132,Ricky Davis,.706,.070,.021,.105,.510,.294,.587,.875,.000,.381
350,Robin Lopez,1.000,.591,.271,.113,.024,.000,.620,,.216,
100,Rodney Carney,.521,.284,.082,.035,.121,.479,.667,.976,.043,.274
514,Rodney Stuckey,.929,.360,.139,.165,.265,.071,.313,.667,.006,.190
43,Rodrigue Beaubois,.632,.361,.120,.040,.110,.368,.373,.644,.043,.182
367,Roger Mason,.468,.087,.016,.046,.319,.532,.514,.807,.004,.330
552,Roko Ukić,.600,.267,.133,.167,.033,.400,.273,1.000,.000,.250
410,Ronald Murray,.676,.259,.073,.119,.225,.324,.447,.754,.009,.285
69,Ronnie Brewer,.928,.517,.023,.054,.333,.072,.731,1.000,.161,.065
452,Ronnie Price,.740,.351,.070,.079,.240,.260,.400,.833,.058,.095
547,Ronny Turiaf,.993,.582,.144,.103,.164,.007,.753,,.212,.000
239,Roy Hibbert,.992,.380,.352,.129,.132,.008,.503,1.000,.065,.667
281,Royal Ivey,.578,.229,.133,.096,.120,.422,.524,.929,.000,.400
166,Rudy Fernández,.371,.106,.059,.085,.121,.629,.597,.827,.009,.252
185,Rudy Gay,.843,.312,.158,.157,.217,.157,.360,.894,.104,.188
575,Russell Westbrook,.910,.393,.125,.172,.220,.090,.177,.696,.030,.183
14,Ryan Anderson,.456,.330,.034,.018,.075,.544,.418,.923,.039,.227
65,Ryan Bowen,1.000,1.000,.000,.000,.000,.000,.000,,.000,
195,Ryan Gomes,.728,.169,.094,.149,.316,.272,.664,.986,.003,.241
249,Ryan Hollins,.997,.465,.172,.182,.178,.003,.639,,.208,.000
598,Sam Young,.887,.441,.151,.072,.223,.113,.390,.818,.080,.321
126,Samuel Dalembert,1.000,.549,.207,.161,.084,.000,.663,,.220,
441,Sasha Pavlović,.607,.173,.043,.100,.290,.393,.405,.829,.013,.178
555,Sasha Vujačić,.506,.104,.012,.061,.329,.494,.561,.880,.006,.247
358,Sean Marks,1.000,.625,.000,.000,.375,.000,.750,,.125,
370,Sean May,.964,.153,.162,.045,.604,.036,.725,,.009,.250
589,Sean Williams,.980,.449,.224,.204,.102,.020,.571,,.143,.000
519,Sebastian Telfair,.721,.249,.030,.134,.308,.279,.343,.923,.000,.268
273,Serge Ibaka,.995,.468,.219,.168,.141,.005,.650,1.000,.159,.500
477,Sergio Rodríguez,.741,.405,.137,.063,.137,.259,.185,.875,.000,.220
39,Shane Battier,.376,.197,.096,.060,.022,.624,.532,.990,.007,.470
86,Shannon Brown,.681,.253,.063,.074,.291,.319,.487,.903,.076,.196
425,Shaquille O'Neal,.998,.583,.359,.050,.006,.002,.565,,.177,.000
346,Shaun Livingston,.970,.204,.144,.328,.294,.030,.433,,.035,.333
461,Shavlik Randolph,1.000,.722,.222,.000,.056,.000,.333,,.111,
357,Shawn Marion,.976,.482,.333,.130,.031,.024,.724,1.000,.086,.474
590,Shelden Williams,.992,.612,.132,.132,.116,.008,.762,,.116,.000
318,Solomon Jones,.983,.318,.153,.261,.250,.017,.821,,.125,.000
571,Sonny Weems,.967,.297,.129,.144,.397,.033,.654,.500,.096,.133
231,Spencer Hawes,.869,.371,.231,.072,.195,.131,.587,1.000,.083,.172
124,Stephen Curry,.668,.190,.074,.113,.290,.332,.307,.741,.000,.179
204,Stephen Graham,.792,.358,.058,.054,.321,.208,.612,1.000,.042,.640
293,Stephen Jackson,.723,.323,.083,.085,.233,.277,.416,.752,.025,.224
55,Steve Blake,.437,.090,.029,.079,.239,.563,.376,.940,.000,.391
416,Steve Nash,.705,.155,.091,.177,.281,.295,.061,.266,.000,.031
421,Steve Novak,.343,.009,.009,.028,.296,.657,.950,1.000,.000,.239
272,Steven Hunter,1.000,.674,.209,.070,.047,.000,.647,,.256,
179,Sundiata Gaines,.683,.256,.134,.061,.232,.317,.387,.429,.000,.038
173,T.J. Ford,.880,.316,.105,.184,.275,.120,.197,.625,.002,.340
189,Taj Gibson,1.000,.475,.130,.191,.203,.000,.656,,.126,
213,Taylor Griffin,.800,.300,.100,.300,.100,.200,.750,,.100,1.000
453,Tayshaun Prince,.874,.233,.167,.148,.326,.126,.494,1.000,.057,.603
591,Terrence Williams,.846,.366,.135,.132,.215,.154,.326,.871,.077,.270
494,Thabo Sefolosha,.703,.351,.061,.082,.211,.297,.641,.976,.054,.489
599,Thaddeus Young,.830,.456,.181,.075,.118,.170,.494,.938,.055,.362
465,Theo Ratliff,1.000,.414,.322,.184,.079,.000,.729,,.217,
153,Tim Duncan,.990,.303,.309,.238,.140,.010,.551,1.000,.032,.000
531,Tim Thomas,.594,.226,.085,.113,.170,.406,.697,1.000,.038,.279
147,Toney Douglas,.552,.289,.056,.064,.143,.448,.315,.588,.005,.189
6,Tony Allen,.980,.640,.142,.071,.126,.020,.628,,.063,.200
38,Tony Battie,.900,.125,.075,.175,.500,.100,.923,1.000,.050,.250
439,Tony Parker,.953,.372,.158,.098,.325,.047,.271,.900,.000,.500
379,Tracy McGrady,.728,.234,.077,.081,.336,.272,.347,.750,.004,.047
139,Travis Diener,.300,.000,.000,.100,.200,.700,.000,1.000,.000,.000
432,Travis Outlaw,.626,.164,.082,.117,.263,.374,.443,.850,.057,.371
230,Trenton Hassell,.977,.329,.091,.078,.479,.023,.578,,.014,.200
18,Trevor Ariza,.593,.329,.055,.062,.146,.407,.457,.846,.074,.216
193,Trey Gilder,1.000,.000,.000,.000,1.000,.000,1.000,,.000,
408,Troy Murphy,.590,.258,.058,.053,.221,.410,.629,1.000,.047,.027
342,Ty Lawson,.787,.454,.123,.067,.144,.213,.228,.971,.003,.193
218,Tyler Hansbrough,.982,.289,.258,.173,.262,.018,.630,,.053,.250
163,Tyreke Evans,.879,.512,.129,.041,.197,.121,.201,.361,.019,.007
532,Tyrus Thomas,.993,.433,.140,.136,.283,.007,.665,,.136,.333
108,Tyson Chandler,1.000,.816,.116,.032,.037,.000,.606,,.347,
229,Udonis Haslem,1.000,.266,.087,.218,.429,.000,.763,,.036,
105,Vince Carter,.681,.244,.092,.140,.205,.319,.225,.782,.030,.191
456,Vladimir Radmanović,.604,.297,.099,.084,.125,.396,.575,.933,.051,.278
156,Wayne Ellington,.638,.196,.078,.063,.301,.362,.484,.797,.013,.253
368,Wesley Matthews,.708,.421,.112,.042,.133,.292,.700,.952,.039,.473
94,Will Bynum,.897,.358,.110,.116,.313,.103,.178,.833,.006,.418
117,Will Conroy,.700,.400,.300,.000,.000,.300,.000,,.100,.000
211,Willie Green,.750,.173,.076,.122,.379,.250,.463,.915,.009,.257
109,Wilson Chandler,.826,.370,.134,.081,.241,.174,.470,1.000,.058,.387
138,Yakhouba Diawara,.400,.200,.000,.000,.200,.600,1.000,1.000,.100,.333
310,Yi Jianlian,.927,.288,.147,.110,.382,.073,.675,.867,.075,.073
464,Zach Randolph,.961,.451,.226,.100,.184,.039,.469,.800,.002,.269
435,Zaza Pachulia,.984,.614,.122,.093,.154,.016,.667,,.053,.000
275,Zydrunas Ilgauskas,.947,.313,.100,.066,.468,.053,.705,1.000,.027,.957
