,Player,Fouls Drawn - Shoot
625,Rashad Vaughn,3
473,Raul Neto,13
199,Raymond Felton,17
93,Reggie Bullock,23
264,Reggie Hearn,0
315,Reggie Jackson,56
321,Richard Jefferson,4
285,Richaun Holmes,30
560,Ricky Rubio,72
140,Robert Covington,58
389,Robin Lopez,44
286,Rodney Hood,53
419,Rodney McGruder,2
533,Rodney Purvis,3
31,Ron Baker,5
284,Rondae Hollis-Jefferson,163
483,Royce O'Neale,35
217,Rudy Gay,72
223,Rudy Gobert,133
650,Russell Westbrook,257
13,Ryan Anderson,43
18,Ryan Arcidiacono,1
425,Salah Mejri,22
158,Sam Dekker,30
289,Scotty Hopson,1
352,Sean Kilpatrick,32
485,Semi Ojeleye,22
296,Serge Ibaka,58
457,Shabazz Muhammad,28
469,Shabazz Napier,61
367,Shane Larkin,14
256,Shaquille Harrison,21
385,Shaun Livingston,33
395,Shelvin Mack,44
614,Sindarius Thornwell,42
365,Skal Labissière,59
278,Solomon Hill,2
165,Spencer Dinwiddie,116
335,Stanley Johnson,64
151,Stephen Curry,98
90,Sterling Brown,11
2,Steven Adams,112
371,T.J. Leaf,10
412,T.J. McConnell,9
643,T.J. Warren,126
221,Taj Gibson,87
57,Tarik Black,32
531,Taurean Prince,80
200,Terrance Ferguson,3
558,Terrence Ross,14
559,Terry Rozier,57
569,Thabo Sefolosha,24
682,Thaddeus Young,44
92,Thomas Bryant,3
398,Thon Maker,41
207,Tim Frazier,10
241,Tim Hardaway Jr.,73
535,Tim Quarterman,1
453,Timofey Mozgov,12
392,Timothé Luwawu-Cabarrot,21
251,Tobias Harris,109
566,Tomáš Satoranský,28
9,Tony Allen,11
77,Tony Bradley,1
502,Tony Parker,33
588,Tony Snell,20
142,Torrey Craig,12
644,Travis Wear,3
228,Treveon Graham,25
19,Trevor Ariza,36
68,Trevor Booker,43
94,Trey Burke,28
394,Trey Lyles,72
420,Trey McKinney-Jones,0
613,Tristan Thompson,35
153,Troy Daniels,18
666,Troy Williams,15
114,Tyler Cavanaugh,8
166,Tyler Dorsey,24
188,Tyler Ennis,10
336,Tyler Johnson,51
393,Tyler Lydon,0
621,Tyler Ulis,40
684,Tyler Zeller,41
191,Tyreke Evans,90
639,Tyrone Wallace,30
116,Tyson Chandler,38
346,Tyus Jones,37
258,Udonis Haslem,1
62,Vander Blue,1
491,Victor Oladipo,158
109,Vince Carter,14
295,Vince Hunter,0
32,Wade Baldwin,6
374,Walt Lemon Jr.,2
183,Wayne Ellington,21
570,Wayne Selden,27
307,Wes Iwundu,24
337,Wesley Johnson,27
406,Wesley Matthews,43
36,Will Barton,96
113,Willie Cauley-Stein,125
543,Willie Reed,24
268,Willy Hernangómez,40
117,Wilson Chandler,54
460,Xavier Munford,1
540,Xavier Rathan-Mayes,3
576,Xavier Silas,0
201,Yogi Ferrell,42
129,Zach Collins,20
369,Zach LaVine,47
539,Zach Randolph,56
496,Zaza Pachulia,47
534,Zhou Qi,4
0,Álex Abrines,15
23,Ömer Aşık,6
