,Player,G,MP,USG%
349,Dahntay Jones,45,589,21.4
615,Damien Wilkins,52,676,12.8
321,Damion James,25,403,16.2
224,Dan Gadzuric,42,463,16.5
245,Daniel Gibson,67,1865,19.7
231,Danilo Gallinari,62,2104,18.9
257,Danny Granger,79,2763,26.7
259,Danny Green,8,92,20.0
155,Dante Cunningham,78,1637,15.7
534,Darius Songaila,10,71,13.5
410,Darko Miličić,69,1686,19.7
319,Darnell Jackson,59,486,18.0
35,Darrell Arthur,80,1609,21.6
143,Darren Collison,79,2360,21.9
15,David Andersen,40,373,19.1
375,David Lee,73,2634,21.2
606,David West,70,2451,25.8
353,DeAndre Jordan,80,2047,11.7
74,DeJuan Blair,81,1734,20.1
171,DeMar DeRozan,82,2851,23.2
149,DeMarcus Cousins,81,2309,27.2
117,DeMarre Carroll,12,50,11.6
174,DeSagana Diop,16,181,10.3
540,DeShawn Stevenson,72,1158,15.9
607,Delonte West,24,453,16.6
217,Derek Fisher,82,2297,12.8
616,Deron Williams,65,2465,25.8
97,Derrick Brown,49,576,15.5
112,Derrick Caracter,41,215,20.2
208,Derrick Favors,78,1535,17.1
507,Derrick Rose,81,3026,32.2
190,Devin Ebanks,20,118,25.9
276,Devin Harris,71,2254,24.6
474,Dexter Pittman,2,11,21.3
443,Dirk Nowitzki,73,2504,28.2
405,Dominic McGuire,52,760,13.8
350,Dominique Jones,18,135,21.7
264,Donté Greene,69,1127,18.2
642,Dorell Wright,82,3147,19.3
249,Drew Gooden,35,860,24.6
304,Dwight Howard,78,2935,27.2
589,Dwyane Wade,76,2823,31.6
47,Earl Barron,21,305,18.9
84,Earl Boykins,57,862,23.9
135,Earl Clark,42,464,20.5
602,Earl Watson,80,1567,13.4
166,Ed Davis,65,1602,13.3
303,Eddie House,56,978,17.6
434,Eduardo Nájera,31,372,11.3
579,Ekpe Udoh,58,1030,12.8
87,Elton Brand,81,2809,19.7
448,Emeka Okafor,72,2287,15.8
77,Eric Bledsoe,81,1841,17.9
251,Eric Gordon,56,2112,26.5
398,Eric Maynor,82,1200,16.5
160,Erick Dampier,51,815,8.1
313,Ersan İlyasova,60,1505,19.1
562,Etan Thomas,13,82,18.9
333,Eugene Jeter,62,858,16.5
578,Evan Turner,78,1797,17.0
446,Fabricio Oberto,5,45,9.2
193,Francisco Elson,62,610,11.9
234,Francisco García,58,1386,17.3
372,Gani Lawal,1,2,0.0
521,Garret Siler,21,101,22.6
554,Garrett Temple,24,230,20.1
219,Gary Forbes,63,791,20.1
436,Gary Neal,80,1685,20.6
294,George Hill,76,2148,18.2
288,Gerald Henderson,68,1661,19.9
594,Gerald Wallace,71,2693,20.3
24,Gilbert Arenas,70,1796,24.7
167,Glen Davis,78,2298,20.9
181,Goran Dragić,70,1234,22.4
284,Gordon Hayward,72,1218,15.3
295,Grant Hill,80,2409,20.1
420,Greg Monroe,80,2222,15.4
584,Greivis Vásquez,70,860,16.9
600,Hakim Warrick,80,1416,20.9
433,Hamady N'Diaye,16,80,7.3
268,Hamed Haddadi,31,168,21.2
559,Hasheem Thabeet,47,373,8.7
613,Hassan Whiteside,1,2,0.0
575,Hedo Türkoğlu,81,2540,16.7
591,Henry Walker,61,784,16.6
29,Hilton Armstrong,53,488,10.9
389,Ian Mahinmi,56,488,15.3
173,Ike Diogu,36,470,18.7
580,Ime Udoka,20,130,10.4
525,Ish Smith,43,442,15.9
44,J.J. Barea,81,1669,23.9
292,J.J. Hickson,80,2256,25.5
528,J.R. Smith,79,1968,22.2
497,JJ Redick,59,1513,17.0
403,JaVale McGee,79,2193,16.3
388,Jamaal Magloire,18,158,10.3
150,Jamal Crawford,76,2297,23.4
421,Jamario Moon,59,1042,12.0
437,Jameer Nelson,76,2319,22.0
18,James Anderson,26,286,16.4
274,James Harden,82,2189,19.5
340,James Johnson,38,822,18.2
351,James Jones,81,1549,12.0
476,James Posey,49,839,14.3
184,Jared Dudley,82,2140,16.9
329,Jared Jeffries,42,601,8.8
316,Jarrett Jack,83,1722,23.0
138,Jarron Collins,28,181,8.1
141,Jason Collins,49,593,9.2
355,Jason Kapono,24,112,12.7
356,Jason Kidd,80,2653,14.3
397,Jason Maxiell,57,930,13.9
498,Jason Richardson,80,2715,20.6
529,Jason Smith,77,1102,16.9
558,Jason Terry,82,2564,24.7
565,Jason Thompson,75,1748,17.9
619,Jason Williams,27,295,13.2
622,Jawad Williams,26,391,17.1
0,Jeff Adrien,23,196,16.1
221,Jeff Foster,56,940,10.1
260,Jeff Green,75,2427,19.5
552,Jeff Teague,70,963,20.3
198,Jeremy Evans,49,463,14.9
380,Jeremy Lin,29,285,15.6
444,Jermaine O'Neal,24,431,17.2
549,Jermaine Taylor,34,483,22.9
538,Jerry Stackhouse,7,50,16.0
57,Jerryd Bayless,71,1496,22.1
438,Joakim Noah,48,1576,16.8
407,Jodie Meeks,74,2062,15.7
343,Joe Johnson,72,2554,26.3
530,Joe Smith,16,69,14.5
23,Joel Anthony,75,1463,5.3
485,Joel Przybilla,36,519,7.7
176,Joey Dorsey,43,522,14.3
255,Joey Graham,39,586,17.2
469,Johan Petro,77,893,18.1
386,John Lucas III,2,10,17.8
511,John Salmons,73,2554,20.9
592,John Wall,69,2606,23.8
93,Jon Brockman,63,677,10.0
218,Jonny Flynn,53,983,18.5
151,Jordan Crawford,42,1027,27.0
207,Jordan Farmar,73,1796,21.6
296,Jordan Hill,72,1125,17.7
134,Josh Childress,54,894,14.3
305,Josh Howard,18,409,21.9
406,Josh McRoberts,72,1597,14.7
480,Josh Powell,54,653,20.4
533,Josh Smith,77,2645,24.7
110,José Calderón,68,2102,16.8
300,Jrue Holiday,82,2901,20.8
643,Julian Wright,52,766,13.0
306,Juwan Howard,57,592,13.1
78,Keith Bogans,82,1461,11.4
465,Kendrick Perkins,29,742,13.7
393,Kenyon Martin,48,1233,16.4
189,Kevin Durant,78,3038,30.6
235,Kevin Garnett,71,2220,22.3
384,Kevin Love,73,2611,22.9
394,Kevin Martin,80,2603,29.6
518,Kevin Séraphin,58,635,14.1
175,Keyon Dooling,80,1757,17.3
297,Kirk Hinrich,72,2157,16.7
102,Kobe Bryant,82,2779,35.1
360,Kosta Koufos,50,434,19.9
308,Kris Humphries,74,2061,17.3
563,Kurt Thomas,52,1178,9.4
100,Kwame Brown,66,1714,14.9
359,Kyle Korver,82,1649,18.3
385,Kyle Lowry,75,2563,18.6
603,Kyle Weaver,5,69,23.6
215,Kyrylo Fesenko,53,456,14.6
8,LaMarcus Aldridge,81,3211,25.7
447,Lamar Odom,82,2639,19.7
539,Lance Stephenson,12,115,23.5
216,Landry Fields,82,2541,13.5
452,Larry Owens,12,143,12.7
514,Larry Sanders,60,872,17.6
285,Lazar Hayward,42,419,19.5
322,LeBron James,79,3063,31.5
43,Leandro Barbosa,58,1395,25.6
477,Leon Powe,30,328,22.4
307,Lester Hudson,11,73,19.8
358,Linas Kleiza,39,1032,21.7
13,Lou Amundson,46,691,15.7
623,Lou Williams,75,1747,27.8
401,Luc Mbah a Moute,79,2093,13.1
516,Luis Scola,74,2412,25.7
38,Luke Babbitt,24,137,22.8
271,Luke Harangody,49,640,16.8
502,Luke Ridnour,71,2159,17.8
597,Luke Walton,54,484,14.3
170,Luol Deng,82,3208,20.9
287,Luther Head,36,586,16.1
9,Malik Allen,18,178,9.1
279,Manny Harris,54,933,19.1
247,Manu Ginóbili,80,2426,26.0
236,Marc Gasol,81,2586,16.9
252,Marcin Gortat,80,2032,17.1
63,Marco Belinelli,80,1957,20.0
42,Marcus Banks,3,22,15.3
111,Marcus Camby,59,1540,11.7
148,Marcus Cousin,4,18,10.2
569,Marcus Thornton,73,1775,24.9
129,Mario Chalmers,70,1579,15.0
608,Mario West,6,116,10.1
162,Marquis Daniels,49,938,15.1
535,Marreese Speights,64,734,22.8
604,Martell Webster,46,1094,17.6
624,Marvin Williams,65,1865,17.2
46,Matt Barnes,53,1020,16.6
80,Matt Bonner,66,1432,13.4
120,Matt Carroll,54,582,19.8
2,Maurice Ager,4,29,22.0
199,Maurice Evans,73,1549,14.2
449,Mehmet Okur,13,168,21.2
194,Melvin Ely,30,366,9.0
637,Metta World Peace,82,2410,15.3
60,Michael Beasley,73,2361,28.3
496,Michael Redd,10,134,17.7
471,Mickaël Piétrus,57,1107,17.6
66,Mike Bibby,80,2285,14.6
145,Mike Conley,81,2872,19.4
187,Mike Dunleavy,61,1683,16.9
280,Mike Harris,4,16,24.2
413,Mike Miller,41,838,14.4
625,Mo Williams,58,1788,24.7
192,Monta Ellis,80,3227,28.1
468,Morris Peterson,4,23,9.9
520,Mustafa Shakur,22,159,23.2
503,Nate Robinson,59,1013,21.9
417,Nazr Mohammed,75,1280,20.6
363,Nenad Krstić,71,1571,16.9
293,Nenê,75,2291,18.8
144,Nick Collison,71,1524,9.8
644,Nick Young,64,2034,24.4
56,Nicolas Batum,80,2522,17.8
464,Nikola Peković,65,887,19.4
400,O.J. Mayo,71,1869,21.8
128,Omri Casspi,71,1702,16.7
265,Orien Greene,3,5,26.7
324,Othyus Jeffers,17,322,13.6
548,Pape Sy,3,21,23.3
204,Patrick Ewing,7,19,19.5
458,Patrick Patterson,52,868,16.1
414,Patty Mills,64,783,24.5
237,Pau Gasol,82,3037,21.8
244,Paul George,61,1265,17.8
415,Paul Millsap,76,2605,22.6
470,Paul Pierce,80,2774,24.0
541,Peja Stojaković,33,617,19.4
28,Player,G,MP,USG%
408,Pops Mensah-Bonsu,7,35,6.8
501,Quentin Richardson,57,955,14.9
475,Quincy Pondexter,66,734,13.7
508,Quinton Ross,36,353,9.5
65,Raja Bell,68,2097,12.6
506,Rajon Rondo,68,2527,18.3
519,Ramon Sessions,81,2133,24.2
222,Randy Foye,63,1551,19.9
377,Rashard Lewis,57,1824,17.6
105,Rasual Butler,47,770,15.8
10,Ray Allen,80,2890,19.8
211,Raymond Felton,75,2737,21.6
202,Reggie Evans,30,798,10.1
629,Reggie Williams,80,1626,18.7
39,Renaldo Balkman,8,62,11.3
269,Richard Hamilton,55,1498,26.0
328,Richard Jefferson,81,2459,15.4
383,Robin Lopez,67,991,20.4
114,Rodney Carney,27,336,18.1
546,Rodney Stuckey,70,2183,24.5
61,Rodrigue Beaubois,28,496,26.7
395,Roger Mason,26,319,12.2
188,Ronald Dupree,3,13,13.8
92,Ronnie Brewer,81,1781,13.9
482,Ronnie Price,59,717,18.0
574,Ronny Turiaf,64,1141,9.6
290,Roy Hibbert,81,2244,23.6
315,Royal Ivey,25,155,12.8
214,Rudy Fernández,78,1821,18.7
239,Rudy Gay,54,2152,23.3
609,Russell Westbrook,82,2847,31.6
19,Ryan Anderson,64,1424,20.4
248,Ryan Gomes,76,2095,12.7
301,Ryan Hollins,70,1182,13.7
645,Sam Young,78,1577,17.3
513,Samardo Samuels,37,701,22.1
159,Samuel Dalembert,80,1938,17.1
460,Sasha Pavlović,31,362,11.6
586,Sasha Vujačić,67,1648,19.8
391,Sean Marks,29,208,13.1
553,Sebastian Telfair,37,711,19.9
195,Semih Erden,41,595,13.7
309,Serge Ibaka,82,2216,15.7
53,Shane Battier,82,2375,11.7
101,Shannon Brown,82,1568,22.2
445,Shaquille O'Neal,37,752,20.1
381,Shaun Livingston,73,1261,20.1
390,Shawn Marion,80,2253,21.5
630,Shawne Williams,64,1323,15.2
631,Shelden Williams,59,911,14.5
142,Sherron Collins,20,66,20.9
6,Solomon Alabi,12,59,14.3
352,Solomon Jones,39,528,15.4
605,Sonny Weems,59,1413,20.3
282,Spencer Hawes,81,1718,18.9
158,Stephen Curry,74,2489,24.4
256,Stephen Graham,59,959,12.3
320,Stephen Jackson,67,2405,27.4
75,Steve Blake,79,1581,11.3
435,Steve Nash,75,2497,21.4
440,Steve Novak,30,215,16.0
227,Sundiata Gaines,24,301,22.1
220,T.J. Ford,41,773,18.3
246,Taj Gibson,80,1742,16.8
484,Tayshaun Prince,78,2562,21.0
634,Terrence Williams,21,290,24.7
517,Thabo Sefolosha,79,2049,9.4
646,Thaddeus Young,82,2135,22.1
494,Theo Ratliff,10,71,6.3
536,Tiago Splitter,60,738,17.7
186,Tim Duncan,76,2156,22.9
426,Timofey Mozgov,45,524,16.2
177,Toney Douglas,81,1971,20.1
11,Tony Allen,72,1494,19.9
52,Tony Battie,38,377,13.9
457,Tony Parker,78,2528,25.5
404,Tracy McGrady,72,1686,18.6
450,Travis Outlaw,82,2358,17.3
27,Trevor Ariza,75,2600,17.7
81,Trevor Booker,65,1063,13.9
344,Trey Johnson,8,94,20.2
430,Troy Murphy,35,466,14.8
373,Ty Lawson,80,2103,19.6
270,Tyler Hansbrough,70,1535,23.1
203,Tyreke Evans,57,2107,25.3
564,Tyrus Thomas,41,861,24.9
130,Tyson Chandler,74,2059,14.2
281,Udonis Haslem,13,345,14.8
125,Vince Carter,73,2051,23.5
489,Vladimir Radmanović,74,1169,14.7
590,Von Wafer,58,553,17.0
191,Wayne Ellington,62,1181,17.1
348,Wesley Johnson,79,2069,16.8
396,Wesley Matthews,82,2758,21.3
109,Will Bynum,61,1125,22.5
263,Willie Green,77,1674,20.5
598,Willie Warren,19,134,15.5
131,Wilson Chandler,72,2401,20.9
289,Xavier Henry,38,527,16.8
416,Yao Ming,5,91,24.8
334,Yi Jianlian,63,1112,17.4
180,Zabian Dowdell,24,292,25.0
493,Zach Randolph,75,2724,25.0
455,Zaza Pachulia,79,1244,14.5
311,Zydrunas Ilgauskas,72,1145,16.0
36,Ömer Aşık,82,989,12.5
