,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
119,Erick Dampier,1.000,.752,.228,.017,.003,.000,.468,,.176,
277,Ervin Johnson,1.000,.471,.294,.176,.059,.000,.857,,.000,
44,Esteban Batista,.988,.850,.125,.013,.000,.013,.441,,.050,.000
502,Etan Thomas,1.000,.573,.354,.065,.008,.000,.473,,.199,
384,Fabricio Oberto,.978,.495,.183,.247,.054,.022,.591,,.022,.000
157,Francisco Elson,.982,.394,.074,.123,.391,.018,.800,.000,.197,.600
186,Francisco García,.578,.268,.049,.031,.231,.422,.560,.872,.018,.336
287,Fred Jones,.665,.211,.088,.118,.249,.335,.294,.810,.041,.241
408,Gary Payton,.580,.280,.104,.077,.119,.420,.409,1.000,.000,.400
169,Gerald Fitch,.708,.180,.157,.056,.315,.292,.304,.857,.000,.192
207,Gerald Green,.855,.225,.138,.145,.348,.145,.533,.667,.116,.400
540,Gerald Wallace,.915,.701,.059,.041,.114,.085,.512,1.000,.168,.460
15,Gilbert Arenas,.676,.231,.079,.100,.266,.324,.282,.603,.016,.102
194,Gordan Giriček,.846,.204,.037,.086,.520,.154,.743,.889,.013,.271
233,Grant Hill,.967,.325,.074,.313,.255,.033,.333,.500,.033,.500
83,Greg Buckner,.417,.240,.050,.026,.101,.583,.726,.988,.007,.374
392,Greg Ostertag,1.000,.726,.105,.081,.089,.000,.607,,.137,
462,Ha Seung-Jin,1.000,.806,.194,.000,.000,.000,.611,,.387,
544,Hakim Warrick,1.000,.518,.250,.158,.075,.000,.604,,.189,
523,Hedo Türkoğlu,.677,.230,.075,.139,.233,.323,.380,.921,.024,.170
153,Howard Eisley,.592,.117,.068,.049,.359,.408,.143,.462,.000,.167
143,Ike Diogu,1.000,.446,.320,.123,.111,.000,.686,,.135,
524,Ime Udoka,.875,.292,.000,.125,.458,.125,.500,1.000,.000,.667
375,Ira Newble,.772,.333,.088,.105,.246,.228,.571,1.000,.053,.615
473,J.R. Smith,.617,.265,.041,.055,.257,.383,.598,.904,.087,.114
89,Jackie Butler,1.000,.516,.381,.065,.037,.000,.564,,.037,
532,Jackson Vroman,1.000,.712,.167,.061,.061,.000,.577,,.152,
529,Jacque Vaughn,.976,.265,.041,.078,.592,.024,.613,1.000,.000,.500
518,Jake Tsakalidis,1.000,.679,.194,.061,.067,.000,.650,,.170,
531,Jake Voskuhl,.989,.226,.073,.218,.471,.011,.779,1.000,.042,.333
447,Jalen Rose,.749,.193,.145,.194,.218,.251,.381,.915,.009,.610
319,Jamaal Magloire,1.000,.480,.421,.062,.037,.000,.620,,.107,
517,Jamaal Tinsley,.819,.246,.215,.166,.192,.181,.225,.750,.000,.214
115,Jamal Crawford,.667,.200,.126,.121,.220,.333,.223,.861,.009,.341
457,Jamal Sampson,1.000,.429,.571,.000,.000,.000,.200,,.143,
373,Jameer Nelson,.771,.296,.042,.086,.346,.229,.206,.829,.003,.194
288,James Jones,.509,.071,.022,.062,.355,.491,.752,.973,.015,.295
418,James Posey,.266,.147,.028,.028,.063,.734,.500,.983,.023,.400
465,James Singleton,.868,.411,.152,.066,.238,.132,.582,.800,.146,.550
503,James Thomas,1.000,.895,.105,.000,.000,.000,.800,,.053,
399,Jannero Pargo,.647,.065,.021,.140,.421,.353,.429,.718,.000,.320
273,Jared Jeffries,.880,.482,.166,.051,.181,.120,.497,1.000,.120,.280
253,Jarrett Jack,.822,.250,.129,.121,.322,.178,.254,1.000,.002,.329
111,Jarron Collins,1.000,.464,.075,.232,.229,.000,.628,,.004,
228,Jarvis Hayes,.743,.169,.115,.142,.317,.257,.650,1.000,.027,.277
112,Jason Collins,.954,.275,.050,.130,.500,.046,.911,1.000,.031,.333
224,Jason Hart,.860,.172,.086,.054,.548,.140,.571,.778,.000,.355
291,Jason Kapono,.701,.113,.068,.102,.418,.299,.655,1.000,.000,.415
294,Jason Kidd,.564,.188,.055,.080,.241,.436,.379,.921,.000,.225
330,Jason Maxiell,1.000,.389,.056,.352,.204,.000,.652,,.167,
439,Jason Richardson,.668,.254,.134,.089,.191,.332,.467,.770,.059,.233
500,Jason Terry,.621,.154,.086,.151,.231,.379,.339,.842,.005,.248
570,Jason Williams,.525,.277,.050,.043,.155,.475,.149,.766,.000,.205
174,Jeff Foster,.984,.872,.072,.020,.020,.016,.667,,.120,.000
336,Jeff McInnis,.888,.168,.238,.210,.273,.112,.433,1.000,.000,.188
256,Jermaine Jackson,.846,.346,.115,.269,.115,.154,.700,.000,.000,.250
382,Jermaine O'Neal,.988,.287,.277,.267,.157,.012,.647,.667,.087,.400
265,Jerome James,1.000,.388,.397,.174,.041,.000,.518,,.174,
481,Jerry Stackhouse,.784,.194,.090,.221,.280,.216,.383,1.000,.032,.477
257,Jim Jackson,.538,.081,.050,.069,.338,.463,.552,.833,.000,.351
551,Jiří Welsch,.779,.275,.063,.126,.315,.221,.597,.929,.014,.286
278,Joe Johnson,.742,.186,.213,.132,.211,.258,.308,.844,.007,.314
474,Joe Smith,.993,.292,.184,.226,.292,.007,.793,,.033,.500
426,Joel Przybilla,1.000,.711,.218,.063,.008,.000,.672,,.272,
199,Joey Graham,.790,.283,.164,.145,.198,.210,.621,.966,.065,.517
411,Johan Petro,1.000,.460,.347,.167,.027,.000,.673,,.163,
152,John Edwards,1.000,.406,.172,.250,.172,.000,.806,,.094,
314,John Lucas III,.750,.167,.222,.083,.278,.250,.250,1.000,.000,.222
456,John Salmons,.833,.353,.159,.184,.136,.167,.342,.962,.029,.322
506,John Thomas,1.000,.733,.067,.200,.000,.000,.667,,.000,
41,Jon Barry,.508,.169,.015,.077,.246,.492,.692,.833,.000,.250
52,Jonathan Bender,1.000,.600,.400,.000,.000,.000,.750,,.600,
106,Josh Childress,.871,.615,.107,.034,.115,.129,.577,1.000,.143,.692
127,Josh Davis,.714,.286,.143,.143,.143,.286,.500,,.143,.000
241,Josh Howard,.915,.312,.254,.168,.180,.085,.415,.926,.030,.238
422,Josh Powell,1.000,.358,.272,.099,.272,.000,.649,,.062,
475,Josh Smith,.858,.364,.110,.093,.291,.142,.641,.941,.099,.345
94,José Calderón,.862,.401,.054,.087,.321,.138,.256,.714,.003,.233
145,Juan Dixon,.793,.185,.094,.135,.379,.207,.462,.785,.000,.288
236,Julius Hodge,1.000,.769,.077,.077,.077,.000,.400,,.000,
289,Jumaine Jones,.545,.154,.030,.075,.287,.455,.749,.948,.016,.427
436,Justin Reed,.997,.444,.102,.088,.363,.003,.681,,.054,1.000
242,Juwan Howard,.995,.214,.215,.211,.355,.005,.706,,.013,.250
453,Kareem Rush,.650,.186,.079,.100,.286,.350,.516,.965,.017,.189
62,Keith Bogans,.632,.368,.048,.059,.158,.368,.420,.908,.006,.310
338,Keith McLeod,.759,.174,.029,.044,.512,.241,.573,.542,.018,.012
527,Keith Van Horn,.649,.284,.101,.124,.140,.351,.596,1.000,.052,.257
101,Kelvin Cato,1.000,.393,.286,.167,.155,.000,.833,,.143,
409,Kendrick Perkins,.992,.523,.395,.064,.011,.008,.496,,.094,.000
511,Kenny Thomas,.998,.475,.131,.075,.318,.002,.721,,.093,.000
326,Kenyon Martin,.963,.373,.188,.162,.240,.037,.733,.800,.167,.500
87,Kevin Burleson,.386,.159,.023,.068,.136,.614,.167,.600,.011,.074
188,Kevin Garnett,.975,.263,.173,.238,.301,.025,.604,.750,.083,.100
327,Kevin Martin,.672,.328,.082,.086,.176,.328,.571,.909,.075,.346
388,Kevin Ollie,.983,.241,.040,.218,.483,.017,.689,.000,.000,.000
147,Keyon Dooling,.894,.319,.084,.116,.375,.106,.309,.846,.037,.372
235,Kirk Hinrich,.684,.222,.054,.080,.328,.316,.302,.802,.000,.155
477,Kirk Snyder,.715,.322,.049,.106,.238,.285,.459,.891,.102,.264
82,Kobe Bryant,.762,.200,.083,.148,.331,.238,.377,.706,.029,.077
245,Kris Humphries,.975,.345,.177,.217,.236,.025,.610,,.079,.400
512,Kurt Thomas,1.000,.274,.074,.215,.437,.000,.879,,.020,
77,Kwame Brown,.997,.611,.284,.067,.036,.003,.676,,.173,.000
299,Kyle Korver,.424,.071,.042,.079,.233,.576,.769,.962,.004,.212
385,Lamar Odom,.768,.454,.147,.074,.093,.232,.411,.875,.058,.098
361,Lamond Murray,.569,.199,.039,.061,.271,.431,.689,1.000,.039,.385
425,Laron Profit,.786,.393,.060,.036,.298,.214,.649,1.000,.095,.222
244,Larry Hughes,.838,.309,.117,.124,.288,.162,.354,.929,.041,.224
443,Lawrence Roberts,.955,.455,.205,.091,.205,.045,.750,,.091,.000
266,LeBron James,.792,.353,.092,.094,.253,.208,.303,.417,.065,.185
32,Leandro Barbosa,.654,.427,.069,.065,.093,.346,.409,.793,.002,.316
370,Lee Nailon,1.000,.338,.138,.263,.263,.000,.725,,.013,
296,Linas Kleiza,.925,.468,.075,.040,.341,.075,.800,1.000,.064,.308
246,Lindsey Hunter,.570,.180,.040,.080,.270,.430,.462,.727,.000,.302
279,Linton Johnson,.758,.302,.134,.067,.255,.242,.479,1.000,.040,.667
47,Lonny Baxter,1.000,.625,.163,.106,.106,.000,.556,,.058,
575,Loren Woods,.983,.661,.136,.102,.085,.017,.357,,.153,.000
583,Lorenzen Wright,.995,.493,.180,.202,.121,.005,.696,,.113,.000
571,Lou Williams,.827,.481,.058,.038,.250,.173,.429,1.000,.038,.333
260,Luke Jackson,.576,.235,.094,.059,.188,.424,.412,.917,.000,.528
441,Luke Ridnour,.814,.176,.146,.128,.363,.186,.340,.651,.000,.309
461,Luke Schenscher,1.000,.385,.500,.038,.077,.000,.688,,.000,
543,Luke Walton,.832,.247,.159,.159,.268,.168,.538,1.000,.015,.564
139,Luol Deng,.918,.355,.112,.117,.333,.082,.691,1.000,.044,.705
230,Luther Head,.503,.233,.059,.056,.156,.497,.390,.814,.005,.361
304,Maciej Lampe,1.000,.273,.364,.091,.273,.000,1.000,,.000,
2,Malik Allen,.996,.186,.186,.291,.332,.004,.725,.000,.028,.000
450,Malik Rose,.996,.477,.096,.171,.253,.004,.683,1.000,.018,.000
193,Manu Ginóbili,.676,.348,.176,.066,.085,.324,.363,.819,.019,.221
261,Marc Jackson,.995,.304,.138,.211,.341,.005,.566,1.000,.014,.000
29,Marcus Banks,.865,.346,.041,.047,.432,.135,.345,.545,.009,.048
95,Marcus Camby,.983,.362,.072,.091,.458,.017,.721,1.000,.108,.000
170,Marcus Fizer,.941,.059,.294,.118,.471,.059,.375,1.000,.000,1.000
292,Mario Kasun,1.000,.725,.203,.058,.014,.000,.613,,.159,
59,Mark Blount,1.000,.311,.199,.208,.282,.000,.740,,.069,
317,Mark Madsen,.894,.591,.258,.045,.000,.106,.667,,.121,.000
269,Marko Jarić,.765,.341,.041,.076,.307,.235,.419,.900,.007,.173
121,Marquis Daniels,.963,.414,.277,.156,.115,.037,.368,.750,.041,.316
549,Martell Webster,.477,.178,.040,.046,.213,.523,.514,.923,.055,.368
12,Martynas Andriuškevičius,1.000,.000,1.000,.000,.000,.000,,,.000,
572,Marvin Williams,.900,.386,.062,.066,.386,.100,.725,.923,.100,.208
110,Mateen Cleaves,.775,.296,.085,.042,.352,.225,.381,1.000,.000,.063
33,Matt Barnes,.893,.493,.193,.043,.164,.107,.701,1.000,.064,.733
66,Matt Bonner,.480,.118,.079,.086,.197,.520,.636,1.000,.013,.202
97,Matt Carroll,.611,.166,.065,.086,.294,.389,.600,.972,.002,.486
219,Matt Harpring,.942,.398,.074,.150,.320,.058,.795,1.000,.007,.615
542,Matt Walsh,1.000,.000,1.000,.000,.000,.000,.000,,.000,
159,Maurice Evans,.660,.320,.050,.126,.164,.340,.658,.977,.106,.724
498,Maurice Taylor,.997,.275,.272,.170,.280,.003,.489,,.028,.000
387,Mehmet Okur,.793,.241,.156,.121,.275,.207,.636,.938,.023,.017
158,Melvin Ely,.995,.313,.593,.054,.035,.005,.481,,.087,.000
458,Melvin Sanders,.909,.242,.182,.152,.333,.091,.929,1.000,.030,.333
577,Metta World Peace,.708,.286,.098,.083,.241,.292,.371,.654,.015,.206
73,Michael Bradley,.937,.418,.177,.152,.190,.063,.677,1.000,.013,.200
146,Michael Doleac,1.000,.227,.182,.159,.432,.000,.757,,.023,
167,Michael Finley,.599,.088,.056,.125,.329,.401,.682,.973,.023,.423
389,Michael Olowokandi,1.000,.246,.504,.242,.008,.000,.626,,.075,
435,Michael Redd,.728,.269,.080,.150,.229,.272,.503,.853,.012,.298
452,Michael Ruffin,.974,.805,.117,.013,.039,.026,.353,,.195,.000
414,Mickaël Piétrus,.579,.325,.067,.026,.160,.421,.637,.893,.081,.625
53,Mike Bibby,.640,.130,.043,.037,.431,.360,.417,.906,.000,.163
150,Mike Dunleavy,.681,.213,.113,.093,.262,.319,.677,.919,.011,.258
267,Mike James,.689,.254,.126,.061,.248,.311,.170,.609,.002,.160
349,Mike Miller,.554,.226,.038,.033,.257,.446,.481,.877,.012,.097
490,Mike Sweetney,1.000,.489,.270,.126,.115,.000,.605,,.032,
561,Mike Wilks,.789,.278,.133,.067,.311,.211,.231,.667,.000,.158
357,Mikki Moore,.984,.387,.161,.129,.306,.016,.648,,.177,.500
398,Milt Palacio,.960,.548,.072,.074,.266,.040,.465,.000,.005,.125
573,Mo Williams,.696,.223,.057,.167,.250,.304,.299,.740,.000,.262
156,Monta Ellis,.742,.340,.176,.085,.142,.258,.423,.929,.038,.524
377,Moochie Norris,.875,.268,.116,.054,.438,.125,.452,.500,.000,.143
410,Morris Peterson,.591,.220,.072,.078,.222,.409,.548,.881,.016,.491
446,Nate Robinson,.742,.342,.080,.087,.234,.258,.308,.741,.009,.397
353,Nazr Mohammed,1.000,.554,.276,.146,.024,.000,.589,,.117,
300,Nenad Krstić,.995,.369,.226,.157,.244,.005,.776,1.000,.064,.000
232,Nenê,1.000,.000,1.000,.000,.000,.000,,,.000,
113,Nick Collison,.992,.503,.190,.102,.198,.008,.628,,.074,.000
526,Nick Van Exel,.551,.073,.181,.131,.166,.449,.333,.673,.000,.201
519,Nikoloz Tskitishvili,.919,.324,.108,.108,.378,.081,.750,1.000,.027,.333
165,Noel Felix,.880,.240,.120,.200,.320,.120,.600,1.000,.120,.333
209,Orien Greene,.842,.383,.067,.067,.324,.158,.473,.889,.051,.125
221,Othella Harrington,1.000,.220,.238,.377,.165,.000,.637,,.004,
78,P.J. Brown,1.000,.285,.108,.268,.340,.000,.773,,.055,
479,Pape Sow,1.000,.667,.154,.081,.098,.000,.642,,.146,
85,Pat Burke,.945,.339,.150,.134,.323,.055,.754,1.000,.102,.000
189,Pat Garrity,.467,.070,.041,.103,.252,.533,.725,1.000,.004,.163
190,Pau Gasol,.990,.411,.324,.147,.108,.010,.494,1.000,.116,.500
413,Paul Pierce,.785,.341,.068,.133,.243,.215,.413,.829,.036,.121
416,Pavel Podkolzin,1.000,.000,.000,1.000,.000,.000,,,.000,
483,Peja Stojaković,.603,.201,.051,.069,.282,.397,.625,.920,.009,.228
