,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
28,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
75,Primož Brezec,.997,.341,.134,.177,.345,.003,.682,,.030,.000
440,Quentin Richardson,.590,.279,.076,.072,.163,.410,.394,.922,.017,.356
451,Quinton Ross,.977,.256,.055,.097,.568,.023,.831,,.019,.429
576,Qyntel Woods,.764,.398,.122,.091,.154,.236,.570,.955,.165,.733
302,Raef LaFrentz,.482,.205,.043,.043,.190,.518,.794,.991,.024,.241
14,Rafael Araújo,.993,.386,.290,.214,.103,.007,.792,,.055,1.000
5,Rafer Alston,.577,.225,.117,.041,.195,.423,.174,.912,.000,.212
51,Raja Bell,.520,.082,.040,.069,.330,.480,.680,.954,.005,.361
237,Randy Holcomb,1.000,.000,.000,.000,1.000,.000,1.000,,.000,
312,Randy Livingston,1.000,.500,.500,.000,.000,.000,,,.000,
332,Rashad McCants,.664,.348,.080,.075,.161,.336,.552,.925,.065,.233
311,Rashard Lewis,.679,.195,.202,.139,.142,.321,.452,.958,.047,.276
541,Rasheed Wallace,.593,.133,.120,.189,.151,.407,.609,.981,.044,.108
374,Rasho Nesterović,.994,.317,.371,.120,.186,.006,.756,,.045,.000
90,Rasual Butler,.618,.164,.051,.125,.278,.382,.533,.935,.022,.326
324,Rawle Marshall,.950,.450,.167,.200,.133,.050,.478,1.000,.067,.333
3,Ray Allen,.565,.145,.100,.123,.197,.435,.337,.751,.011,.170
166,Raymond Felton,.693,.360,.061,.051,.221,.307,.234,.753,.015,.129
185,Reece Gaines,.833,.167,.083,.083,.500,.167,.833,,.000,.000
161,Reggie Evans,.996,.627,.254,.052,.063,.004,.481,,.037,.000
214,Richard Hamilton,.909,.250,.095,.244,.320,.091,.736,1.000,.005,.650
272,Richard Jefferson,.813,.437,.072,.064,.241,.187,.743,.917,.142,.383
176,Richie Frahm,.300,.130,.010,.050,.110,.700,.750,1.000,.030,.414
79,Rick Brunson,.759,.222,.000,.167,.370,.241,.625,1.000,.000,.692
131,Ricky Davis,.814,.245,.061,.150,.360,.186,.562,.849,.040,.215
238,Robert Horry,.507,.178,.106,.079,.144,.493,.576,.906,.034,.285
491,Robert Swift,1.000,.544,.332,.108,.017,.000,.669,,.183,
555,Robert Whaley,1.000,.491,.193,.158,.158,.000,.565,,.035,
151,Ronald Dupree,.984,.540,.063,.095,.286,.016,.667,,.190,1.000
362,Ronald Murray,.816,.337,.128,.126,.225,.184,.313,.838,.038,.298
423,Ronnie Price,.534,.276,.000,.017,.241,.466,.600,.667,.103,.333
522,Ronny Turiaf,1.000,.567,.233,.100,.100,.000,.600,,.133,
252,Royal Ivey,.962,.254,.117,.148,.443,.038,.741,1.000,.004,.200
402,Ruben Patterson,.980,.668,.219,.043,.050,.020,.531,1.000,.107,.000
71,Ryan Bowen,.823,.298,.032,.097,.395,.177,.824,1.000,.000,.545
196,Ryan Gomes,.975,.499,.101,.121,.254,.025,.712,.667,.042,.556
488,Salim Stoudamire,.561,.150,.063,.087,.260,.439,.385,.768,.010,.130
100,Sam Cassell,.829,.078,.083,.284,.384,.171,.281,.729,.000,.095
538,Samaki Walker,1.000,.000,.500,.500,.000,.000,,,.000,
118,Samuel Dalembert,.997,.515,.228,.192,.062,.003,.724,,.230,.000
407,Sasha Pavlović,.547,.255,.066,.052,.175,.453,.558,.914,.038,.427
533,Sasha Vujačić,.449,.138,.026,.048,.237,.551,.694,.983,.000,.215
417,Scot Pollard,1.000,.468,.143,.221,.169,.000,.757,,.013,
397,Scott Padgett,.398,.209,.010,.040,.139,.602,.759,1.000,.000,.331
322,Sean Marks,.958,.141,.028,.056,.732,.042,.892,,.085,.333
331,Sean May,.971,.304,.181,.129,.357,.029,.671,,.029,.000
499,Sebastian Telfair,.720,.330,.062,.080,.247,.280,.170,.719,.000,.216
354,Sergei Monia,.609,.333,.092,.023,.161,.391,.500,.889,.080,.529
11,Shandon Anderson,.849,.246,.087,.135,.381,.151,.816,1.000,.000,.474
46,Shane Battier,.734,.367,.180,.082,.105,.266,.584,.969,.023,.715
383,Shaquille O'Neal,1.000,.559,.394,.048,.000,.000,.583,,.269,
0,Shareef Abdur-Rahim,.965,.392,.290,.071,.212,.035,.535,1.000,.111,.182
171,Sharrod Ford,1.000,.667,.000,.000,.333,.000,.500,,.000,
313,Shaun Livingston,.977,.295,.172,.232,.278,.023,.405,1.000,.026,.375
431,Shavlik Randolph,1.000,.711,.216,.041,.031,.000,.545,,.186,
321,Shawn Marion,.788,.384,.151,.155,.097,.212,.737,.938,.151,.455
400,Smush Parker,.579,.340,.073,.058,.108,.421,.535,.942,.065,.238
109,Speedy Claxton,.914,.307,.171,.122,.314,.086,.296,.706,.005,.270
26,Stacey Augmon,1.000,.342,.342,.233,.082,.000,.560,,.041,
339,Stanislav Medvedenko,1.000,.500,.500,.000,.000,.000,1.000,,.000,
200,Stephen Graham,.815,.333,.019,.222,.241,.185,.684,1.000,.056,.400
264,Stephen Jackson,.705,.242,.127,.114,.221,.295,.462,.812,.026,.239
320,Stephon Marbury,.866,.415,.115,.063,.273,.134,.218,.758,.001,.144
56,Steve Blake,.609,.089,.057,.094,.368,.391,.362,.829,.002,.168
179,Steve Francis,.892,.374,.052,.165,.301,.108,.253,.560,.027,.325
372,Steve Nash,.676,.233,.092,.110,.241,.324,.138,.473,.000,.038
247,Steven Hunter,1.000,.732,.223,.038,.007,.000,.674,,.337,
492,Stromile Swift,.996,.517,.236,.107,.135,.004,.596,,.175,1.000
172,T.J. Ford,.868,.357,.143,.181,.186,.132,.212,.800,.010,.337
424,Tayshaun Prince,.817,.281,.131,.134,.270,.183,.634,.953,.084,.536
358,Terence Morris,.959,.204,.020,.122,.612,.041,.875,,.000,.000
433,Theo Ratliff,1.000,.397,.413,.116,.074,.000,.593,,.212,
149,Tim Duncan,.996,.321,.362,.178,.135,.004,.500,.500,.057,.200
513,Tim Thomas,.576,.225,.111,.092,.149,.424,.463,.978,.034,.270
301,Toni Kukoč,.507,.154,.077,.091,.185,.493,.423,.978,.003,.163
4,Tony Allen,.876,.544,.153,.058,.120,.124,.466,.909,.044,.471
45,Tony Battie,.989,.313,.245,.261,.170,.011,.718,,.125,.000
136,Tony Delk,.708,.161,.112,.124,.311,.292,.392,.700,.000,.128
401,Tony Parker,.968,.469,.133,.055,.311,.032,.324,.727,.002,.278
335,Tracy McGrady,.769,.200,.066,.110,.393,.231,.359,.548,.030,.056
142,Travis Diener,.174,.000,.000,.014,.159,.826,1.000,.800,.000,.228
394,Travis Outlaw,.856,.212,.073,.144,.427,.144,.628,.929,.106,.377
226,Trenton Hassell,.963,.269,.175,.188,.330,.037,.541,.714,.037,.174
16,Trevor Ariza,.978,.606,.106,.080,.186,.022,.511,.000,.133,.600
243,Troy Hudson,.697,.159,.039,.123,.375,.303,.230,.475,.000,.059
360,Troy Murphy,.784,.272,.172,.074,.266,.216,.600,.983,.047,.127
315,Tyronn Lue,.696,.215,.086,.117,.278,.304,.216,.569,.000,.102
104,Tyson Chandler,.996,.781,.113,.078,.025,.004,.506,,.240,.000
225,Udonis Haslem,.997,.298,.068,.239,.393,.003,.803,,.090,.000
293,Viktor Khryapa,.912,.401,.088,.091,.333,.088,.709,1.000,.091,.400
27,Vin Baker,1.000,.467,.400,.067,.067,.000,.429,,.067,
99,Vince Carter,.758,.311,.148,.090,.210,.242,.441,.744,.062,.169
419,Vitaly Potapenko,1.000,.380,.310,.268,.042,.000,.784,,.000,
427,Vladimir Radmanović,.449,.199,.081,.031,.138,.551,.613,.964,.039,.178
536,Von Wafer,.553,.184,.079,.026,.263,.447,.250,.500,.026,.059
308,Voshon Lenard,.592,.162,.031,.084,.314,.408,.660,.960,.000,.205
493,Wally Szczerbiak,.748,.216,.107,.137,.288,.252,.627,.833,.022,.345
333,Walter McCarty,.545,.202,.071,.141,.131,.455,.696,1.000,.010,.133
463,Wayne Simien,1.000,.275,.217,.267,.242,.000,.586,,.025,
92,Will Bynum,.827,.423,.135,.058,.212,.173,.105,1.000,.058,.111
208,Willie Green,.712,.121,.136,.091,.364,.288,.278,1.000,.000,.263
350,Yao Ming,.999,.340,.392,.241,.026,.001,.621,,.078,.000
298,Yaroslav Korolev,.767,.233,.133,.133,.267,.233,.571,1.000,.033,.143
432,Zach Randolph,.955,.315,.224,.117,.299,.045,.481,.938,.006,.255
396,Zaza Pachulia,.997,.596,.169,.145,.087,.003,.550,,.029,.000
215,Zendon Hamilton,1.000,.714,.286,.000,.000,.000,.714,,.071,
415,Zoran Planinić,.694,.393,.098,.071,.131,.306,.415,.846,.005,.321
249,Zydrunas Ilgauskas,.994,.445,.255,.134,.160,.006,.593,,.057,.000
270,Šarūnas Jasikevičius,.450,.093,.117,.128,.112,.550,.369,.686,.000,.208
93,Žarko Čabarkapa,.885,.356,.190,.103,.236,.115,.613,1.000,.075,.200
434,Željko Rebrača,1.000,.281,.479,.229,.010,.000,.788,,.010,
