,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
137,Bobby Jackson,15,4.0,10.5,2.1,0.6,2.5,2.7,0.9,0.0,1.4,2.2
93,Bobby Simmons,74,4.9,10.8,2.7,1.2,3.2,2.3,1.1,0.3,1.6,3.4
501,Boniface N'Dong,1,1.0,2.3,0.4,0.7,1.0,0.3,0.1,0.2,0.3,1.0
91,Bonzi Wells,41,5.5,11.8,3.7,2.7,5.0,2.8,1.8,0.5,2.4,3.0
94,Boris Diaw,70,5.5,10.5,2.9,2.0,4.9,6.2,0.7,1.0,2.3,3.2
368,Boštjan Nachbar,13,1.5,4.3,1.2,0.2,1.4,0.8,0.4,0.1,0.7,1.8
203,Bracey Wright,0,3.0,7.3,2.3,0.4,2.1,0.7,0.1,0.0,1.1,1.1
73,Brad Miller,79,5.5,11.1,4.3,1.5,6.2,4.7,0.8,0.8,2.3,3.0
487,Brandon Bass,1,1.0,2.4,0.7,0.6,1.7,0.1,0.1,0.2,0.4,0.6
256,Brendan Haywood,70,2.8,5.5,2.8,2.5,3.4,0.6,0.4,1.3,1.2,2.9
294,Brent Barry,5,2.1,4.7,0.8,0.4,1.8,1.7,0.5,0.4,0.7,1.3
106,Brevin Knight,67,4.5,11.2,4.6,0.5,2.7,8.8,2.3,0.1,2.4,2.9
407,Brian Cardinal,0,1.3,3.1,0.8,0.3,1.2,0.9,0.6,0.0,0.8,1.8
229,Brian Cook,46,3.2,6.3,1.2,1.1,2.3,0.9,0.5,0.4,0.8,2.5
454,Brian Grant,2,1.3,3.1,0.4,0.5,2.2,0.3,0.2,0.1,0.3,2.1
457,Brian Scalabrine,1,1.0,2.7,0.5,0.4,1.2,0.7,0.3,0.3,0.7,1.8
448,Brian Skinner,5,1.3,2.5,0.9,1.2,2.3,0.5,0.4,0.7,0.7,1.8
245,Bruce Bowen,82,2.8,6.5,1.0,0.4,3.5,1.5,1.0,0.4,0.8,2.3
588,Bryon Russell,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
408,C.J. Miles,0,1.2,3.3,1.0,0.8,0.9,0.7,0.3,0.1,0.4,0.9
499,Calbert Cheaney,0,1.0,2.6,0.2,0.5,1.0,0.5,0.3,0.0,0.4,0.9
543,Calvin Booth,2,0.6,1.4,0.3,0.6,1.0,0.4,0.3,0.3,0.2,1.3
289,Carlos Arroyo,0,2.2,4.9,1.8,0.4,1.3,3.0,0.5,0.1,1.1,1.5
59,Carlos Boozer,19,6.6,12.1,4.2,2.2,6.4,2.7,0.9,0.2,2.1,3.2
401,Carlos Delfino,1,1.3,3.3,1.0,0.4,1.3,0.6,0.3,0.2,0.5,1.3
7,Carmelo Anthony,80,9.5,19.7,8.9,1.5,3.4,2.7,1.1,0.5,2.7,2.9
52,Caron Butler,54,6.6,14.5,4.4,1.5,4.7,2.5,1.7,0.2,2.3,3.2
115,Channing Frye,14,4.7,9.8,3.5,2.1,3.6,0.8,0.5,0.7,1.5,3.1
395,Charles Smith,4,1.4,3.3,0.4,0.1,0.6,0.4,0.2,0.3,0.2,1.3
215,Charlie Bell,6,3.1,6.9,1.5,0.4,1.7,2.2,1.0,0.1,0.7,2.1
101,Charlie Villanueva,36,5.4,11.6,2.0,2.2,4.2,1.1,0.7,0.8,1.2,3.0
40,Chauncey Billups,81,5.2,12.5,6.4,0.5,2.6,8.6,0.9,0.1,2.1,2.0
325,Chris Andersen,2,1.8,3.1,3.2,1.9,2.9,0.2,0.3,1.3,0.8,2.6
14,Chris Bosh,70,7.8,15.5,8.3,2.9,6.3,2.6,0.7,1.1,2.2,3.0
206,Chris Duhon,38,2.9,7.3,1.9,0.4,2.6,5.0,0.9,0.0,1.6,2.1
127,Chris Kaman,78,4.7,9.1,3.2,2.4,7.2,1.0,0.6,1.4,2.3,3.4
158,Chris Mihm,56,3.9,7.8,3.4,2.3,4.0,1.0,0.3,1.2,1.4,3.6
61,Chris Paul,78,5.2,12.1,6.0,0.8,4.3,7.8,2.2,0.1,2.3,2.8
463,Chris Taft,0,1.4,2.2,0.4,1.1,1.0,0.1,0.1,0.4,0.1,1.5
24,Chris Webber,75,8.2,19.0,4.6,2.5,7.4,3.4,1.4,0.8,2.4,2.9
220,Chris Wilcox,24,3.3,5.8,2.0,1.5,3.8,0.7,0.4,0.4,0.9,2.4
391,Chuck Hayes,0,1.5,2.6,1.1,1.7,2.8,0.4,0.7,0.4,0.3,1.9
177,Chucky Atkins,41,3.2,8.1,2.3,0.3,1.4,2.8,0.6,0.0,1.2,2.1
263,Clifford Robinson,13,2.7,6.4,1.0,0.7,2.7,1.1,0.6,0.5,0.8,2.6
48,Corey Maggette,13,5.2,11.7,8.0,0.9,4.4,2.1,0.6,0.1,2.4,3.0
415,Corliss Williamson,0,1.2,2.8,1.3,0.6,1.2,0.4,0.2,0.1,0.8,1.5
75,Cuttino Mobley,74,5.4,12.8,3.5,0.6,3.7,3.0,1.2,0.5,1.8,2.6
532,D.J. Mbenga,1,0.7,1.4,0.5,0.4,0.9,0.0,0.1,0.6,0.4,1.1
383,Dahntay Jones,4,1.5,3.7,1.3,0.3,1.2,0.5,0.5,0.2,0.7,1.5
571,Dale Davis,2,0.3,0.9,0.5,0.8,1.1,0.2,0.0,0.3,0.1,0.8
277,Damien Wilkins,12,2.4,5.3,2.0,1.0,1.4,1.3,0.9,0.1,1.0,1.8
270,Damon Jones,7,2.3,6.0,0.6,0.2,1.5,2.1,0.5,0.0,0.7,1.4
132,Damon Stoudamire,27,4.2,10.6,2.3,0.9,2.7,4.7,0.7,0.0,2.0,1.8
422,Dan Dickau,0,0.9,2.4,0.9,0.3,0.6,2.1,0.6,0.1,0.9,2.1
315,Dan Gadzuric,0,2.3,4.2,1.2,1.2,1.9,0.3,0.3,0.6,0.5,2.3
387,Daniel Ewing,5,1.5,3.9,0.7,0.3,0.9,1.3,0.6,0.1,0.9,1.3
388,Danny Fortson,1,1.2,2.2,1.9,1.3,2.0,0.1,0.2,0.1,1.1,3.3
248,Danny Granger,17,2.8,6.1,1.9,1.7,3.2,1.2,0.7,0.8,1.0,2.7
86,Darius Miles,23,5.9,12.8,4.1,0.6,4.0,1.8,1.1,1.0,2.5,2.5
195,Darius Songaila,7,3.8,7.9,1.9,1.2,2.7,1.4,0.6,0.3,1.4,2.5
339,Darko Miličić,1,2.2,4.3,0.9,0.8,1.9,0.7,0.3,1.4,0.9,1.7
508,Darrell Armstrong,2,0.7,2.1,0.7,0.3,1.0,1.4,0.4,0.0,0.9,1.1
475,Darrick Martin,0,0.9,2.4,0.6,0.1,0.5,1.4,0.4,0.0,0.4,1.1
300,David Harrison,17,2.2,4.4,2.6,1.3,2.5,0.2,0.3,0.9,1.2,2.9
320,David Lee,14,2.0,3.4,1.8,1.6,2.9,0.6,0.4,0.3,0.8,1.9
168,David Wesley,59,3.2,7.9,2.6,0.3,2.2,2.9,0.8,0.1,1.7,3.0
55,David West,74,7.2,14.0,3.2,2.3,5.1,1.2,0.8,0.9,1.4,2.9
488,DeSagana Diop,45,0.9,1.9,0.9,1.8,2.8,0.3,0.5,1.8,0.4,3.1
147,DeShawn Stevenson,82,4.4,9.5,3.0,0.7,2.2,2.0,0.7,0.2,1.5,2.2
130,Delonte West,71,4.7,9.6,1.4,0.8,3.3,4.6,1.2,0.6,1.9,2.8
585,Deng Gai,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,DerMarr Johnson,21,2.3,5.3,0.7,0.3,1.3,0.9,0.4,0.4,0.8,1.5
223,Derek Anderson,11,2.5,7.0,2.6,0.5,2.8,2.3,0.5,0.1,1.3,2.3
95,Derek Fisher,36,4.4,10.8,3.6,0.4,2.1,4.3,1.5,0.1,1.9,2.9
150,Deron Williams,47,4.2,10.1,1.7,0.4,2.0,4.5,0.8,0.2,1.8,2.9
519,Derrick Zimmerman,0,1.0,1.5,0.0,0.5,1.5,3.5,0.0,0.0,2.0,2.0
149,Desmond Mason,55,3.9,9.9,4.3,0.9,3.3,0.9,0.6,0.2,1.6,1.9
281,Devean George,5,2.4,6.0,1.2,1.2,2.7,1.0,0.9,0.5,0.8,2.2
246,Devin Brown,14,2.6,6.5,2.6,0.9,1.7,1.3,0.5,0.2,1.2,1.9
572,Devin Green,0,0.2,1.0,0.8,0.4,0.5,0.3,0.1,0.0,0.2,0.5
166,Devin Harris,4,3.4,7.2,4.2,0.5,1.8,3.2,0.9,0.3,1.5,2.2
464,Dijon Thompson,0,1.1,2.5,0.2,0.4,0.7,0.1,0.3,0.1,0.2,0.6
476,Dikembe Mutombo,23,0.8,1.5,1.4,1.6,3.2,0.1,0.3,0.9,0.5,2.0
6,Dirk Nowitzki,81,9.3,19.3,7.4,1.4,7.6,2.8,0.7,1.0,1.9,2.0
469,Donell Taylor,1,1.0,2.7,0.8,0.3,0.7,0.9,0.6,0.1,0.7,0.9
534,Donta Smith,0,0.7,1.2,0.5,0.1,0.5,0.4,0.3,0.0,0.2,0.9
187,Donyell Marshall,0,3.3,8.3,1.5,1.3,4.8,0.7,0.7,0.5,1.1,2.0
458,Dorell Wright,2,1.0,2.2,0.9,0.1,1.5,0.4,0.2,0.1,0.7,0.6
390,Doug Christie,7,1.3,3.7,1.7,0.3,1.6,2.0,1.3,0.1,0.9,1.4
151,Drew Gooden,79,4.2,8.3,3.3,3.0,5.4,0.7,0.7,0.6,1.3,2.4
562,Dwayne Jones,0,0.3,0.7,0.9,0.7,1.5,0.1,0.1,0.2,0.2,1.0
64,Dwight Howard,81,5.7,10.7,7.3,3.5,9.0,1.5,0.8,1.4,2.6,3.4
4,Dwyane Wade,75,9.3,18.8,10.7,1.4,4.3,6.7,1.9,0.8,3.6,2.9
536,Earl Barron,0,0.6,2.0,0.5,0.3,1.0,0.0,0.0,0.0,0.6,1.3
105,Earl Boykins,0,4.5,11.0,2.9,0.4,1.0,3.8,0.8,0.1,1.4,1.2
198,Earl Watson,10,3.1,7.3,1.6,0.3,1.9,4.1,1.0,0.1,1.9,2.3
509,Eddie Basden,0,0.8,1.9,0.5,0.4,1.1,0.4,0.5,0.1,0.5,0.9
556,Eddie Gill,0,0.2,1.1,0.6,0.0,0.4,0.3,0.3,0.0,0.2,0.3
360,Eddie Griffin,27,1.9,5.3,1.1,1.5,4.0,0.6,0.2,2.1,0.6,1.8
173,Eddie House,0,4.0,9.4,0.5,0.2,1.4,1.8,0.5,0.1,0.9,1.2
129,Eddie Jones,75,3.9,9.6,2.9,0.5,3.3,2.4,1.7,0.4,1.2,2.7
90,Eddy Curry,69,4.7,8.3,6.8,2.0,4.0,0.3,0.4,0.8,2.5,3.3
308,Eduardo Nájera,3,2.0,4.7,1.8,2.0,3.1,0.8,0.8,0.5,0.8,2.6
10,Elton Brand,79,9.6,18.2,7.2,3.0,7.0,2.6,1.0,2.5,2.2,2.9
97,Emeka Okafor,25,5.0,12.2,4.8,3.6,6.4,1.2,0.8,1.9,2.0,3.4
517,Eric Piatkowski,1,0.8,2.1,0.2,0.1,0.7,0.4,0.2,0.0,0.4,0.7
344,Eric Snow,82,2.0,4.9,1.1,0.5,2.0,4.2,0.9,0.2,1.4,2.7
425,Eric Williams,11,1.0,2.7,1.4,0.4,1.4,0.5,0.3,0.1,0.5,2.0
299,Erick Dampier,36,2.1,4.2,2.6,3.3,4.5,0.6,0.3,1.3,1.4,3.2
574,Ervin Johnson,0,0.4,0.9,0.1,0.3,1.1,0.1,0.1,0.1,0.3,1.3
526,Esteban Batista,3,0.6,1.4,0.9,1.1,1.5,0.1,0.3,0.2,0.7,1.9
348,Etan Thomas,9,1.8,3.5,1.8,1.4,2.5,0.2,0.3,1.0,0.7,2.1
533,Fabricio Oberto,0,0.7,1.6,0.5,1.0,1.1,0.5,0.2,0.2,0.5,1.5
334,Francisco Elson,54,2.1,3.9,1.0,1.4,3.3,0.7,0.8,0.6,0.9,2.9
304,Francisco García,11,1.9,4.9,1.5,0.6,2.2,1.4,0.6,0.7,1.1,2.0
176,Fred Jones,2,3.4,8.2,2.4,0.3,2.2,2.3,0.8,0.3,1.6,2.1
237,Gary Payton,25,2.8,6.8,1.6,0.4,2.5,3.2,0.9,0.1,1.3,2.1
345,Gerald Fitch,1,1.7,4.9,1.3,0.4,1.3,1.8,0.4,0.3,0.8,1.6
316,Gerald Green,3,2.1,4.3,1.2,0.3,1.0,0.6,0.4,0.1,0.7,1.3
69,Gerald Wallace,52,5.8,10.7,5.6,2.2,5.3,1.7,2.5,2.1,1.8,2.7
3,Gilbert Arenas,80,9.3,20.9,10.0,0.7,2.8,6.1,2.0,0.3,3.7,3.6
152,Gordan Giriček,36,4.5,10.4,1.5,0.4,1.5,1.7,0.4,0.1,1.7,2.4
71,Grant Hill,17,5.7,11.6,4.9,0.7,3.1,2.3,1.1,0.3,1.7,2.4
265,Greg Buckner,27,2.5,5.7,0.8,0.4,2.4,1.7,1.2,0.3,0.7,2.5
485,Greg Ostertag,22,1.0,2.1,0.8,1.4,2.4,1.0,0.1,1.1,0.8,2.2
539,Ha Seung-Jin,4,0.7,1.1,0.6,0.5,1.3,0.0,0.1,0.3,0.5,1.5
382,Hakim Warrick,2,1.5,3.4,1.7,0.6,1.5,0.4,0.2,0.3,0.8,1.7
74,Hedo Türkoğlu,59,5.1,11.2,3.8,0.9,3.4,2.8,0.9,0.3,1.7,3.0
426,Howard Eisley,0,1.1,3.2,0.8,0.1,0.9,2.2,0.3,0.1,0.7,1.1
261,Ike Diogu,14,2.5,4.8,2.4,1.4,1.9,0.4,0.2,0.4,1.1,2.4
465,Ime Udoka,0,1.1,3.0,0.8,0.4,1.8,0.8,0.1,0.0,0.3,1.0
551,Ira Newble,3,0.5,1.6,0.4,0.6,1.0,0.3,0.1,0.3,0.3,1.3
238,J.R. Smith,25,2.6,6.7,1.8,0.3,1.7,1.1,0.7,0.1,1.0,1.6
309,Jackie Butler,0,2.1,3.9,1.4,1.2,2.1,0.5,0.3,0.6,1.1,2.3
530,Jackson Vroman,2,0.6,1.6,1.1,0.8,1.3,0.3,0.3,0.3,0.5,1.9
414,Jacque Vaughn,6,1.3,3.1,1.0,0.2,0.9,1.5,0.5,0.0,0.7,1.8
328,Jake Tsakalidis,19,2.0,3.2,1.7,1.5,2.6,0.3,0.3,0.6,0.8,2.1
313,Jake Voskuhl,2,2.2,5.1,1.2,1.2,2.4,0.8,0.5,0.5,0.6,3.1
109,Jalen Rose,45,4.0,9.5,4.4,0.4,2.5,2.5,0.4,0.2,1.6,2.2
194,Jamaal Magloire,82,3.5,7.5,4.1,2.7,6.8,0.7,0.4,1.0,2.0,3.4
191,Jamaal Tinsley,27,3.8,9.2,2.2,0.8,2.3,5.0,1.2,0.1,2.6,2.3
82,Jamal Crawford,27,4.6,11.1,4.5,0.5,2.7,3.8,1.1,0.2,2.2,1.9
576,Jamal Sampson,0,0.4,0.6,0.2,0.4,1.1,0.4,0.0,0.3,0.0,0.4
78,Jameer Nelson,33,5.6,11.6,2.9,0.6,2.3,4.9,1.1,0.1,2.4,2.8
186,James Jones,24,3.2,7.7,1.6,0.6,2.8,0.8,0.5,0.7,0.5,1.9
260,James Posey,63,2.4,5.9,0.9,0.5,4.3,1.3,0.8,0.3,0.9,2.9
413,James Singleton,10,1.3,2.6,0.8,1.1,2.3,0.5,0.3,0.4,0.5,1.6
546,James Thomas,0,0.5,0.9,0.6,0.5,1.2,0.0,0.0,0.1,0.3,1.6
343,Jannero Pargo,0,1.9,5.1,0.4,0.1,0.9,1.6,0.4,0.0,1.1,1.0
278,Jared Jeffries,77,2.4,5.4,2.2,2.1,2.8,1.9,0.8,0.6,1.3,2.9
268,Jarrett Jack,4,2.4,5.4,2.0,0.2,1.8,2.8,0.5,0.0,1.3,1.7
311,Jarron Collins,41,1.6,3.5,2.8,1.7,2.5,1.2,0.5,0.3,0.8,3.2
185,Jarvis Hayes,13,3.7,8.7,1.4,0.9,2.7,1.3,0.8,0.0,1.0,1.8
400,Jason Collins,70,1.5,3.7,1.2,1.3,3.5,1.0,0.6,0.6,0.9,3.5
423,Jason Hart,0,1.3,3.3,0.8,0.2,0.9,1.1,0.5,0.1,0.7,1.3
381,Jason Kapono,2,1.5,3.5,0.6,0.2,1.2,0.7,0.1,0.1,0.4,1.7
96,Jason Kidd,80,4.6,11.3,3.1,1.1,6.2,8.4,1.9,0.4,2.4,2.0
491,Jason Maxiell,0,0.9,2.1,1.6,0.5,0.6,0.1,0.2,0.2,0.4,0.5
13,Jason Richardson,75,8.5,19.2,5.5,1.4,4.4,3.1,1.3,0.5,2.2,2.7
54,Jason Terry,80,6.5,13.7,2.6,0.4,1.6,3.8,1.3,0.3,1.7,2.5
117,Jason Williams,56,4.5,10.3,1.7,0.1,2.3,4.9,0.9,0.1,1.7,1.7
288,Jeff Foster,37,2.2,4.0,2.5,3.6,5.6,0.8,0.7,0.4,1.0,3.0
312,Jeff McInnis,1,2.3,5.1,1.0,0.4,1.4,1.9,0.4,0.1,1.0,1.3
553,Jermaine Jackson,2,0.4,0.9,0.5,0.3,0.6,0.8,0.1,0.0,0.4,0.6
27,Jermaine O'Neal,47,7.5,15.8,7.2,2.0,7.3,2.6,0.5,2.3,3.0,3.5
444,Jerome James,9,1.2,2.7,0.9,0.9,1.2,0.3,0.1,0.5,1.1,2.3
100,Jerry Stackhouse,11,4.4,11.0,4.0,0.6,2.2,2.9,0.7,0.2,2.2,1.7
436,Jim Jackson,1,1.2,4.0,0.3,0.3,1.6,0.9,0.3,0.2,0.9,1.3
378,Jiří Welsch,2,1.5,3.8,1.5,0.4,1.5,1.1,0.6,0.0,0.7,1.1
23,Joe Johnson,82,7.7,17.0,4.0,1.2,2.9,6.5,1.3,0.4,3.3,2.3
212,Joe Smith,5,3.3,6.9,2.6,1.9,3.3,0.7,0.5,0.3,0.9,2.7
287,Joel Przybilla,52,2.3,4.3,2.8,2.6,4.4,0.8,0.4,2.3,1.4,2.7
267,Joey Graham,24,2.5,5.2,1.7,0.7,2.3,0.8,0.5,0.2,1.2,2.9
318,Johan Petro,41,2.3,4.4,1.1,1.6,2.8,0.2,0.4,0.8,0.9,3.1
528,John Edwards,4,0.8,1.6,0.3,0.5,0.8,0.1,0.1,0.4,0.3,1.9
489,John Lucas III,0,1.1,2.8,0.0,0.2,0.2,0.9,0.4,0.0,0.5,0.5
249,John Salmons,24,2.7,6.4,2.4,0.6,2.1,2.7,0.9,0.2,1.5,2.2
567,John Thomas,0,0.4,0.9,0.3,0.6,0.6,0.1,0.2,0.1,0.5,1.1
375,Jon Barry,0,1.3,3.3,1.5,0.1,1.5,1.3,0.7,0.1,1.1,1.3
326,Jonathan Bender,0,2.0,2.5,1.0,0.0,2.0,1.0,0.0,0.5,0.0,1.0
165,Josh Childress,10,3.8,6.8,2.7,1.8,3.4,1.8,1.2,0.5,1.4,2.5
558,Josh Davis,0,0.3,1.2,0.5,0.5,0.2,0.2,0.3,0.0,0.2,0.5
65,Josh Howard,58,5.9,12.6,4.5,2.1,4.2,1.9,1.2,0.4,1.3,2.8
447,Josh Powell,2,1.0,2.2,1.2,0.8,1.4,0.2,0.2,0.1,0.6,1.4
141,Josh Smith,73,4.1,9.7,3.7,2.2,4.4,2.4,0.8,2.6,2.0,3.3
306,José Calderón,11,2.1,4.9,1.4,0.5,1.7,4.5,0.7,0.1,1.6,1.5
114,Juan Dixon,42,4.7,10.8,2.6,0.4,1.9,2.0,0.8,0.1,1.5,2.1
573,Julius Hodge,0,0.4,0.9,0.6,0.4,0.1,0.4,0.1,0.0,0.6,0.5
153,Jumaine Jones,42,3.9,9.7,1.6,1.4,3.6,0.8,0.9,0.3,1.0,2.6
362,Justin Reed,6,1.7,4.1,1.7,0.7,1.0,0.6,0.3,0.2,0.7,2.3
128,Juwan Howard,80,4.9,10.7,2.4,2.1,4.6,1.4,0.6,0.1,1.7,2.9
161,Kareem Rush,25,3.9,10.0,1.6,0.4,1.8,1.1,0.8,0.3,1.4,1.7
208,Keith Bogans,31,3.0,7.6,2.6,0.8,2.8,1.8,1.0,0.1,1.3,2.3
305,Keith McLeod,32,1.8,5.2,2.0,0.2,1.0,2.3,0.6,0.1,1.2,2.0
202,Keith Van Horn,0,3.1,7.3,2.1,1.0,2.6,0.7,0.6,0.2,1.3,2.3
392,Kelvin Cato,0,1.3,3.1,1.3,0.7,1.9,0.1,0.2,0.4,0.7,1.9
317,Kendrick Perkins,40,2.0,3.9,1.9,2.1,3.9,1.0,0.3,1.5,1.6,2.9
196,Kenny Thomas,55,3.7,7.4,2.5,2.4,5.1,2.0,0.9,0.5,1.6,2.4
102,Kenyon Martin,49,5.3,10.7,3.0,1.7,4.6,1.4,0.8,0.9,1.3,3.1
527,Kevin Burleson,1,0.6,2.3,0.4,0.1,0.6,1.2,0.7,0.1,0.6,1.6
16,Kevin Garnett,76,8.2,15.7,6.4,2.8,9.9,4.1,1.4,1.4,2.4,2.7
148,Kevin Martin,41,3.6,7.6,3.1,0.8,2.8,1.3,0.8,0.1,1.1,1.9
468,Kevin Ollie,23,1.1,2.5,0.7,0.2,1.2,1.4,0.5,0.0,0.4,1.5
183,Keyon Dooling,7,3.6,8.1,2.4,0.2,1.3,2.2,1.0,0.1,1.6,2.3
63,Kirk Hinrich,81,5.6,13.3,3.9,0.4,3.2,6.3,1.2,0.3,2.3,3.1
227,Kirk Snyder,45,3.0,6.7,1.7,0.8,1.6,1.5,0.4,0.3,1.0,1.6
0,Kobe Bryant,80,12.2,27.2,10.2,0.9,4.4,4.5,1.8,0.4,3.1,2.9
443,Kris Humphries,2,1.2,3.3,1.0,0.9,1.6,0.5,0.4,0.3,0.5,1.3
213,Kurt Thomas,50,3.6,7.4,1.7,1.9,5.9,1.1,0.4,1.0,1.1,3.6
250,Kwame Brown,49,2.8,5.4,3.3,2.5,4.0,1.0,0.4,0.6,1.4,2.7
134,Kyle Korver,43,4.0,9.3,1.5,0.3,3.0,2.0,0.8,0.3,1.2,2.7
76,Lamar Odom,80,5.6,11.6,3.9,2.3,7.0,5.5,0.9,0.8,2.7,3.2
409,Lamond Murray,1,1.3,3.2,0.7,0.5,1.8,0.2,0.3,0.1,0.4,1.2
380,Laron Profit,1,1.6,3.4,1.0,0.3,1.4,0.6,0.4,0.2,1.0,1.0
67,Larry Hughes,31,5.3,13.0,5.4,0.7,3.8,3.6,1.5,0.6,2.8,3.3
542,Lawrence Roberts,0,0.6,1.3,0.7,0.8,0.7,0.2,0.2,0.1,0.2,0.9
