,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
458,Patrick Patterson,.993,.311,.184,.184,.315,.007,.711,,.075,.500
414,Patty Mills,.595,.201,.079,.085,.229,.405,.216,.979,.000,.346
237,Pau Gasol,.997,.313,.346,.195,.144,.003,.574,1.000,.066,.667
244,Paul George,.651,.301,.096,.104,.149,.349,.362,.854,.096,.297
415,Paul Millsap,.977,.347,.188,.166,.275,.023,.678,1.000,.043,.087
470,Paul Pierce,.709,.288,.091,.152,.178,.291,.455,.892,.038,.111
541,Peja Stojaković,.401,.084,.048,.075,.194,.599,.628,1.000,.000,.301
28,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
408,Pops Mensah-Bonsu,1.000,1.000,.000,.000,.000,.000,.000,,.000,
501,Quentin Richardson,.427,.235,.106,.027,.059,.573,.289,1.000,.020,.260
475,Quincy Pondexter,.722,.233,.239,.067,.183,.278,.564,.944,.044,.760
508,Quinton Ross,.949,.119,.034,.085,.712,.051,1.000,,.000,.000
65,Raja Bell,.587,.084,.041,.062,.400,.413,.821,.985,.002,.358
506,Rajon Rondo,.936,.415,.160,.061,.300,.064,.312,.600,.004,.093
519,Ramon Sessions,.981,.443,.227,.102,.209,.019,.284,.333,.028,.067
222,Randy Foye,.591,.128,.104,.041,.318,.409,.363,.789,.009,.166
377,Rashard Lewis,.581,.125,.174,.136,.146,.419,.545,.989,.012,.393
105,Rasual Butler,.426,.076,.046,.072,.232,.574,.758,.957,.004,.500
10,Ray Allen,.613,.173,.085,.121,.235,.387,.622,.958,.015,.392
211,Raymond Felton,.673,.218,.166,.058,.231,.327,.180,.647,.002,.085
202,Reggie Evans,.990,.689,.214,.029,.058,.010,.548,,.019,.000
629,Reggie Williams,.579,.229,.124,.075,.150,.421,.512,.951,.026,.336
39,Renaldo Balkman,.846,.615,.000,.154,.077,.154,1.000,1.000,.308,1.000
269,Richard Hamilton,.785,.091,.119,.273,.303,.215,.734,.982,.000,.556
328,Richard Jefferson,.522,.226,.078,.042,.176,.478,.751,.985,.081,.599
383,Robin Lopez,1.000,.412,.336,.162,.090,.000,.726,,.092,
114,Rodney Carney,.655,.182,.164,.055,.255,.345,.621,1.000,.055,.526
546,Rodney Stuckey,.891,.403,.169,.116,.203,.109,.359,.692,.008,.278
61,Rodrigue Beaubois,.628,.296,.130,.063,.139,.372,.406,.800,.013,.181
395,Roger Mason,.429,.065,.026,.039,.299,.571,.700,.813,.000,.341
188,Ronald Dupree,.750,.500,.000,.000,.250,.250,1.000,,.000,1.000
92,Ronnie Brewer,.937,.422,.082,.080,.354,.063,.724,1.000,.101,.370
482,Ronnie Price,.671,.310,.043,.081,.238,.329,.481,.950,.057,.246
574,Ronny Turiaf,1.000,.669,.209,.049,.074,.000,.748,,.209,
290,Roy Hibbert,.996,.292,.433,.133,.138,.004,.541,,.102,.250
315,Royal Ivey,.579,.105,.105,.105,.263,.421,.556,.857,.000,.375
214,Rudy Fernández,.372,.155,.059,.052,.106,.628,.392,.879,.017,.252
239,Rudy Gay,.834,.221,.180,.193,.241,.166,.315,.842,.082,.188
609,Russell Westbrook,.926,.360,.186,.177,.204,.074,.169,.294,.046,.097
19,Ryan Anderson,.350,.242,.059,.010,.040,.650,.424,.985,.046,.246
248,Ryan Gomes,.582,.129,.059,.075,.319,.418,.763,.986,.004,.545
301,Ryan Hollins,1.000,.639,.201,.105,.055,.000,.802,,.347,
645,Sam Young,.899,.342,.194,.073,.289,.101,.579,.941,.081,.520
513,Samardo Samuels,.988,.510,.307,.050,.120,.012,.545,,.141,.667
159,Samuel Dalembert,.996,.362,.300,.199,.136,.004,.575,,.113,.000
460,Sasha Pavlović,.569,.125,.069,.069,.306,.431,.529,1.000,.028,.484
586,Sasha Vujačić,.560,.066,.027,.062,.405,.440,.676,.856,.000,.218
391,Sean Marks,.955,.227,.068,.045,.614,.045,.882,1.000,.023,.500
553,Sebastian Telfair,.676,.187,.137,.100,.253,.324,.174,.536,.000,.218
195,Semih Erden,1.000,.775,.198,.018,.009,.000,.774,,.216,
309,Serge Ibaka,.998,.407,.191,.157,.243,.002,.681,,.182,.000
53,Shane Battier,.475,.183,.232,.029,.031,.525,.583,.961,.002,.509
101,Shannon Brown,.670,.241,.084,.075,.271,.330,.618,.851,.053,.160
445,Shaquille O'Neal,1.000,.831,.164,.005,.000,.000,.806,,.224,
381,Shaun Livingston,.990,.249,.222,.340,.179,.010,.293,1.000,.060,.500
390,Shawn Marion,.960,.361,.428,.119,.053,.040,.685,1.000,.096,.576
630,Shawne Williams,.449,.197,.073,.021,.158,.551,.519,.965,.018,.684
631,Shelden Williams,1.000,.500,.145,.123,.232,.000,.689,,.077,
142,Sherron Collins,.600,.160,.120,.080,.240,.400,.000,1.000,.000,.000
6,Solomon Alabi,1.000,.133,.400,.333,.133,.000,.000,,.133,
352,Solomon Jones,.992,.339,.223,.149,.281,.008,.755,,.140,.000
605,Sonny Weems,.881,.236,.183,.133,.329,.119,.645,1.000,.058,.344
282,Spencer Hawes,.935,.312,.236,.160,.227,.065,.714,1.000,.053,.189
158,Stephen Curry,.675,.169,.117,.109,.280,.325,.257,.801,.004,.240
256,Stephen Graham,.895,.165,.130,.080,.520,.105,.618,.800,.025,.667
320,Stephen Jackson,.661,.268,.096,.059,.237,.339,.487,.893,.009,.156
75,Steve Blake,.369,.039,.078,.056,.196,.631,.595,.932,.000,.394
435,Steve Nash,.747,.147,.163,.189,.249,.253,.094,.321,.000,.020
440,Steve Novak,.313,.000,.015,.060,.239,.687,.778,1.000,.000,.435
227,Sundiata Gaines,.638,.257,.133,.038,.210,.362,.182,.444,.000,.079
220,T.J. Ford,.864,.203,.165,.199,.297,.136,.106,1.000,.000,.250
246,Taj Gibson,.984,.386,.175,.169,.253,.016,.695,.000,.137,.250
484,Tayshaun Prince,.902,.204,.187,.202,.310,.098,.485,.971,.056,.765
634,Terrence Williams,.809,.226,.252,.122,.209,.191,.162,.667,.026,.227
517,Thabo Sefolosha,.694,.360,.105,.039,.189,.306,.628,.929,.072,.539
646,Thaddeus Young,.974,.468,.235,.089,.183,.026,.662,.833,.105,.273
494,Theo Ratliff,1.000,.500,.333,.167,.000,.000,1.000,,.167,
536,Tiago Splitter,.995,.534,.424,.026,.010,.005,.505,,.084,.000
186,Tim Duncan,.995,.254,.347,.185,.209,.005,.585,,.043,.000
426,Timofey Mozgov,1.000,.534,.195,.090,.180,.000,.683,,.248,
177,Toney Douglas,.493,.180,.113,.086,.114,.507,.339,.692,.000,.214
11,Tony Allen,.953,.545,.234,.049,.126,.047,.575,1.000,.079,.565
52,Tony Battie,.969,.198,.125,.240,.406,.031,.767,1.000,.073,.333
457,Tony Parker,.935,.401,.233,.098,.202,.065,.230,.880,.000,.700
404,Tracy McGrady,.829,.241,.111,.113,.364,.171,.350,.867,.045,.057
450,Travis Outlaw,.655,.114,.112,.145,.285,.345,.505,.934,.034,.401
27,Trevor Ariza,.644,.286,.165,.064,.129,.356,.557,.963,.064,.384
81,Trevor Booker,.996,.569,.249,.055,.123,.004,.583,,.206,1.000
344,Trey Johnson,.909,.273,.061,.091,.485,.091,.636,1.000,.000,.667
430,Troy Murphy,.711,.211,.088,.140,.272,.289,.622,.800,.044,.182
373,Ty Lawson,.751,.426,.142,.063,.121,.249,.227,.942,.003,.251
270,Tyler Hansbrough,.997,.258,.212,.173,.354,.003,.618,,.059,.000
203,Tyreke Evans,.841,.308,.257,.061,.215,.159,.221,.674,.011,.047
564,Tyrus Thomas,.991,.332,.193,.193,.272,.009,.705,,.130,.333
130,Tyson Chandler,1.000,.727,.155,.025,.093,.000,.744,,.337,
281,Udonis Haslem,1.000,.174,.128,.244,.453,.000,.841,,.058,
125,Vince Carter,.640,.227,.143,.101,.169,.360,.330,.922,.045,.302
489,Vladimir Radmanović,.456,.223,.097,.044,.091,.544,.522,.957,.041,.277
590,Von Wafer,.579,.245,.132,.057,.145,.421,.531,.889,.019,.239
191,Wayne Ellington,.695,.136,.139,.091,.330,.305,.473,.771,.008,.223
348,Wesley Johnson,.576,.120,.062,.070,.324,.424,.595,.845,.047,.246
396,Wesley Matthews,.614,.278,.161,.073,.102,.386,.545,.961,.020,.344
109,Will Bynum,.877,.401,.155,.084,.236,.123,.163,1.000,.010,.400
263,Willie Green,.745,.107,.177,.149,.312,.255,.569,.944,.005,.400
598,Willie Warren,.571,.086,.343,.086,.057,.429,.250,.600,.000,.133
131,Wilson Chandler,.664,.215,.155,.105,.189,.336,.543,.964,.055,.366
289,Xavier Henry,.894,.256,.138,.069,.431,.106,.619,1.000,.038,.235
416,Yao Ming,1.000,.162,.568,.270,.000,.000,.667,,.027,
334,Yi Jianlian,.963,.222,.130,.161,.450,.037,.732,1.000,.095,.077
180,Zabian Dowdell,.920,.264,.096,.088,.472,.080,.167,1.000,.008,.300
493,Zach Randolph,.964,.394,.329,.116,.125,.036,.485,1.000,.011,.116
455,Zaza Pachulia,1.000,.591,.220,.073,.116,.000,.654,,.047,
311,Zydrunas Ilgauskas,.997,.310,.103,.056,.527,.003,.679,,.034,.000
36,Ömer Aşık,1.000,.872,.121,.007,.000,.000,.590,,.376,
