,Player,G,MP,USG%
88,Caron Butler,75,2708,23.2
182,Channing Frye,65,1572,24.2
469,Charles Smith,22,210,17.9
50,Charlie Bell,59,1283,17.5
530,Charlie Villanueva,81,2361,21.7
55,Chauncey Billups,81,2925,22.9
6,Chris Andersen,32,570,13.9
69,Chris Bosh,70,2751,25.2
148,Chris Duhon,74,2155,15.0
290,Chris Kaman,78,2560,17.9
340,Chris Mihm,59,1541,18.7
406,Chris Paul,78,2808,22.2
496,Chris Taft,17,144,13.2
548,Chris Webber,75,2893,27.7
556,Chris Wilcox,77,1529,17.5
227,Chuck Hayes,40,535,12.2
23,Chucky Atkins,71,1713,20.2
445,Clifford Robinson,80,1863,15.4
318,Corey Maggette,32,943,27.7
574,Corliss Williamson,37,362,19.6
352,Cuttino Mobley,79,2979,19.8
250,D.J. Mbenga,43,237,16.7
283,Dahntay Jones,71,967,17.8
126,Dale Davis,28,178,9.2
559,Damien Wilkins,82,1525,17.4
284,Damon Jones,82,2089,12.6
487,Damon Stoudamire,27,862,20.8
141,Dan Dickau,19,234,14.1
183,Dan Gadzuric,74,885,19.8
164,Daniel Ewing,66,971,15.8
173,Danny Fortson,23,276,15.6
204,Danny Granger,78,1765,16.4
343,Darius Miles,40,1286,25.1
478,Darius Songaila,62,1329,21.3
344,Darko Miličić,55,767,19.0
19,Darrell Armstrong,62,622,15.4
325,Darrick Martin,40,339,16.7
223,David Harrison,67,1034,20.2
307,David Lee,67,1129,13.5
552,David Wesley,71,2372,15.3
553,David West,74,2526,23.0
144,DeSagana Diop,81,1510,6.9
482,DeShawn Stevenson,82,2648,18.1
554,Delonte West,71,2418,16.4
184,Deng Gai,2,5,0.0
276,DerMarr Johnson,58,924,17.9
8,Derek Anderson,43,1047,18.2
168,Derek Fisher,82,2589,20.2
568,Deron Williams,80,2307,20.3
584,Derrick Zimmerman,2,32,10.3
329,Desmond Mason,70,2102,20.8
191,Devean George,71,1542,15.3
76,Devin Brown,81,1711,19.5
206,Devin Green,27,135,14.3
222,Devin Harris,56,1275,21.7
516,Dijon Thompson,10,43,29.1
365,Dikembe Mutombo,64,955,8.5
381,Dirk Nowitzki,81,3089,30.0
497,Donell Taylor,51,465,18.1
472,Donta Smith,23,127,13.0
323,Donyell Marshall,81,2077,18.2
582,Dorell Wright,20,132,22.6
108,Doug Christie,7,185,9.4
197,Drew Gooden,79,2174,18.6
285,Dwayne Jones,14,87,9.9
240,Dwight Howard,82,3021,21.3
534,Dwyane Wade,75,2892,32.5
39,Earl Barron,8,45,23.4
72,Earl Boykins,60,1542,23.8
545,Earl Watson,70,1578,19.7
42,Eddie Basden,19,141,16.1
192,Eddie Gill,41,122,24.5
212,Eddie Griffin,70,1359,15.6
239,Eddie House,81,1421,26.9
286,Eddie Jones,75,2437,18.1
117,Eddy Curry,72,1865,24.1
371,Eduardo Nájera,64,1449,12.5
74,Elton Brand,79,3099,27.7
386,Emeka Okafor,26,874,21.5
412,Eric Piatkowski,29,228,14.7
476,Eric Snow,82,2351,10.9
569,Eric Williams,28,352,14.0
119,Erick Dampier,82,1934,13.4
277,Ervin Johnson,18,81,12.9
44,Esteban Batista,57,495,13.0
502,Etan Thomas,71,1121,14.0
384,Fabricio Oberto,59,490,12.9
157,Francisco Elson,72,1579,10.8
186,Francisco García,67,1301,15.7
287,Fred Jones,68,1837,18.7
408,Gary Payton,81,2305,14.1
169,Gerald Fitch,18,239,22.0
207,Gerald Green,32,374,21.7
540,Gerald Wallace,55,1895,19.3
15,Gilbert Arenas,80,3384,30.5
194,Gordan Giriček,37,956,22.8
233,Grant Hill,21,613,24.9
83,Greg Buckner,73,1758,12.6
392,Greg Ostertag,60,807,11.0
462,Ha Seung-Jin,27,212,11.7
544,Hakim Warrick,68,724,22.5
523,Hedo Türkoğlu,78,2615,20.6
153,Howard Eisley,32,394,15.4
143,Ike Diogu,69,1031,21.0
524,Ime Udoka,8,114,11.4
375,Ira Newble,36,353,10.0
473,J.R. Smith,55,989,21.9
89,Jackie Butler,55,740,19.0
532,Jackson Vroman,41,406,12.2
529,Jacque Vaughn,80,1234,12.7
518,Jake Tsakalidis,51,732,16.1
531,Jake Voskuhl,51,818,17.4
447,Jalen Rose,72,1983,21.8
319,Jamaal Magloire,82,2465,17.2
517,Jamaal Tinsley,42,1122,22.2
115,Jamal Crawford,79,2555,21.5
457,Jamal Sampson,12,39,9.3
373,Jameer Nelson,62,1784,25.1
288,James Jones,75,1772,16.9
418,James Posey,67,1914,11.6
465,James Singleton,59,753,12.3
503,James Thomas,22,150,9.8
399,Jannero Pargo,57,646,25.3
273,Jared Jeffries,77,1951,13.4
253,Jarrett Jack,79,1599,17.8
111,Jarron Collins,79,1730,11.7
228,Jarvis Hayes,21,516,18.8
112,Jason Collins,71,1895,9.0
224,Jason Hart,66,818,16.2
291,Jason Kapono,51,665,14.7
294,Jason Kidd,80,2975,19.1
330,Jason Maxiell,26,159,24.9
439,Jason Richardson,75,2877,27.6
500,Jason Terry,80,2798,22.2
570,Jason Williams,59,1874,18.5
174,Jeff Foster,63,1581,11.3
336,Jeff McInnis,28,486,17.9
256,Jermaine Jackson,30,202,10.2
382,Jermaine O'Neal,51,1802,28.9
265,Jerome James,45,406,21.2
481,Jerry Stackhouse,55,1525,25.2
257,Jim Jackson,40,512,17.6
551,Jiří Welsch,58,866,15.9
278,Joe Johnson,82,3340,24.6
474,Joe Smith,44,887,20.4
426,Joel Przybilla,56,1395,13.0
199,Joey Graham,80,1581,16.5
411,Johan Petro,68,1282,13.7
152,John Edwards,40,296,12.4
314,John Lucas III,13,107,19.2
456,John Salmons,82,2059,16.3
506,John Thomas,16,127,9.1
41,Jon Barry,20,342,13.9
52,Jonathan Bender,2,21,13.0
106,Josh Childress,74,2249,14.0
127,Josh Davis,6,17,24.8
241,Josh Howard,59,1915,22.9
422,Josh Powell,37,429,13.4
475,Josh Smith,80,2559,18.9
94,José Calderón,64,1487,14.1
145,Juan Dixon,76,1920,25.2
236,Julius Hodge,14,33,33.3
289,Jumaine Jones,76,2089,18.3
436,Justin Reed,72,997,18.9
242,Juwan Howard,80,2537,20.2
453,Kareem Rush,47,1111,22.7
62,Keith Bogans,72,1912,17.2
338,Keith McLeod,66,1232,17.8
527,Keith Van Horn,53,1090,21.8
101,Kelvin Cato,27,333,16.7
409,Kendrick Perkins,68,1332,14.8
511,Kenny Thomas,82,2293,16.6
326,Kenyon Martin,56,1546,21.6
87,Kevin Burleson,39,340,15.7
188,Kevin Garnett,76,2957,25.5
327,Kevin Martin,72,1913,17.4
388,Kevin Ollie,70,1069,9.6
147,Keyon Dooling,50,1137,22.5
235,Kirk Hinrich,81,2955,21.4
477,Kirk Snyder,68,1310,20.5
82,Kobe Bryant,80,3277,38.7
245,Kris Humphries,62,619,19.7
512,Kurt Thomas,53,1411,15.5
77,Kwame Brown,72,1978,13.6
299,Kyle Korver,82,2563,16.2
385,Lamar Odom,80,3221,18.1
361,Lamond Murray,57,576,18.0
425,Laron Profit,25,279,19.4
244,Larry Hughes,36,1281,23.6
443,Lawrence Roberts,33,181,15.9
266,LeBron James,79,3361,33.6
32,Leandro Barbosa,57,1592,20.3
370,Lee Nailon,22,237,18.6
296,Linas Kleiza,61,519,19.4
246,Lindsey Hunter,30,353,16.4
279,Linton Johnson,36,524,16.8
47,Lonny Baxter,41,400,16.2
575,Loren Woods,27,324,11.6
583,Lorenzen Wright,78,1689,15.1
571,Lou Williams,30,145,22.2
260,Luke Jackson,36,315,19.2
441,Luke Ridnour,79,2625,18.1
461,Luke Schenscher,20,149,11.1
543,Luke Walton,69,1333,15.0
139,Luol Deng,78,2604,20.4
230,Luther Head,80,2310,16.6
304,Maciej Lampe,6,28,25.2
2,Malik Allen,54,701,19.2
450,Malik Rose,72,1119,17.1
193,Manu Ginóbili,65,1813,25.0
261,Marc Jackson,64,1027,21.5
29,Marcus Banks,58,1497,20.6
95,Marcus Camby,56,1857,19.5
170,Marcus Fizer,3,39,23.8
292,Mario Kasun,28,213,20.9
59,Mark Blount,81,2240,21.4
317,Mark Madsen,62,676,7.9
269,Marko Jarić,75,2102,17.0
121,Marquis Daniels,62,1766,18.3
549,Martell Webster,61,1070,18.7
12,Martynas Andriuškevičius,6,9,5.1
572,Marvin Williams,79,1952,16.9
110,Mateen Cleaves,27,230,18.6
33,Matt Barnes,56,631,13.8
66,Matt Bonner,78,1710,14.4
97,Matt Carroll,78,1275,20.8
219,Matt Harpring,71,1944,22.0
542,Matt Walsh,2,3,44.3
159,Maurice Evans,80,1139,17.0
498,Maurice Taylor,67,1210,19.8
387,Mehmet Okur,82,2945,23.5
158,Melvin Ely,57,1348,20.1
458,Melvin Sanders,16,113,19.2
577,Metta World Peace,56,2207,23.6
73,Michael Bradley,46,367,12.3
146,Michael Doleac,31,371,14.3
167,Michael Finley,77,2038,18.9
389,Michael Olowokandi,48,919,16.2
435,Michael Redd,80,3130,28.3
452,Michael Ruffin,76,1010,6.5
414,Mickaël Piétrus,52,1179,21.1
53,Mike Bibby,82,3167,25.4
150,Mike Dunleavy,81,2578,18.1
267,Mike James,79,2925,25.0
349,Mike Miller,74,2268,21.3
490,Mike Sweetney,66,1222,23.2
561,Mike Wilks,47,348,17.3
357,Mikki Moore,47,583,14.7
398,Milt Palacio,71,1376,19.5
573,Mo Williams,58,1531,23.4
156,Monta Ellis,49,886,20.2
377,Moochie Norris,45,424,18.2
410,Morris Peterson,82,3140,19.9
446,Nate Robinson,72,1544,22.5
353,Nazr Mohammed,80,1389,18.3
300,Nenad Krstić,80,2469,21.6
232,Nenê,1,3,44.8
113,Nick Collison,66,1448,16.1
526,Nick Van Exel,65,986,20.2
519,Nikoloz Tskitishvili,17,99,22.4
165,Noel Felix,12,82,20.0
209,Orien Greene,80,1235,14.6
221,Othella Harrington,72,824,21.2
78,P.J. Brown,75,2380,14.7
479,Pape Sow,42,590,14.0
85,Pat Burke,42,346,21.9
189,Pat Garrity,57,938,15.0
190,Pau Gasol,80,3135,26.4
413,Paul Pierce,79,3084,31.2
416,Pavel Podkolzin,1,18,17.2
483,Peja Stojaković,71,2601,22.0
28,Player,G,MP,USG%
75,Primož Brezec,79,2165,20.0
440,Quentin Richardson,55,1442,17.4
451,Quinton Ross,67,1515,11.8
576,Qyntel Woods,49,1013,15.6
302,Raef LaFrentz,82,2033,14.7
14,Rafael Araújo,52,601,15.3
5,Rafer Alston,63,2431,18.8
51,Raja Bell,79,2959,16.4
237,Randy Holcomb,4,11,4.1
312,Randy Livingston,5,22,6.2
332,Rashad McCants,79,1362,23.3
311,Rashard Lewis,78,2876,23.1
541,Rasheed Wallace,80,2780,21.1
374,Rasho Nesterović,80,1515,12.6
90,Rasual Butler,79,1875,18.6
324,Rawle Marshall,23,241,17.0
3,Ray Allen,78,3022,27.4
166,Raymond Felton,80,2406,21.4
185,Reece Gaines,12,54,12.5
161,Reggie Evans,67,1393,14.4
214,Richard Hamilton,80,2825,27.4
272,Richard Jefferson,78,3059,22.1
176,Richie Frahm,33,342,15.6
79,Rick Brunson,27,246,15.6
131,Ricky Davis,78,3207,24.3
238,Robert Horry,63,1182,14.7
491,Robert Swift,47,987,15.0
555,Robert Whaley,23,212,16.1
151,Ronald Dupree,36,265,17.0
362,Ronald Murray,76,2112,21.7
423,Ronnie Price,29,150,22.4
522,Ronny Turiaf,23,161,13.8
252,Royal Ivey,73,978,14.0
402,Ruben Patterson,71,1792,24.1
71,Ryan Bowen,68,652,10.5
196,Ryan Gomes,61,1376,15.9
488,Salim Stoudamire,61,1236,22.9
100,Sam Cassell,78,2653,25.0
538,Samaki Walker,7,22,10.3
118,Samuel Dalembert,66,1761,13.8
407,Sasha Pavlović,53,813,15.7
533,Sasha Vujačić,82,1449,12.1
417,Scot Pollard,45,771,11.9
397,Scott Padgett,62,718,15.5
322,Sean Marks,25,181,22.0
331,Sean May,23,398,25.9
499,Sebastian Telfair,68,1641,22.2
354,Sergei Monia,26,343,14.5
11,Shandon Anderson,48,638,11.4
46,Shane Battier,81,2839,13.7
383,Shaquille O'Neal,59,1806,30.0
0,Shareef Abdur-Rahim,72,1961,20.1
171,Sharrod Ford,3,13,17.2
313,Shaun Livingston,61,1525,15.0
431,Shavlik Randolph,57,487,14.0
321,Shawn Marion,81,3263,22.3
400,Smush Parker,82,2773,16.5
109,Speedy Claxton,71,2019,23.8
26,Stacey Augmon,36,385,12.0
339,Stanislav Medvedenko,2,6,15.2
200,Stephen Graham,22,175,19.6
264,Stephen Jackson,81,2910,24.0
320,Stephon Marbury,60,2193,22.2
56,Steve Blake,68,1781,15.8
179,Steve Francis,70,2393,22.6
372,Steve Nash,79,2796,23.3
247,Steven Hunter,69,1312,14.4
492,Stromile Swift,66,1344,22.7
172,T.J. Ford,72,2557,20.0
424,Tayshaun Prince,82,2898,19.6
358,Terence Morris,22,192,14.1
433,Theo Ratliff,55,1301,9.9
149,Tim Duncan,80,2784,27.7
513,Tim Thomas,29,666,21.1
301,Toni Kukoč,65,1018,17.4
4,Tony Allen,51,978,18.8
45,Tony Battie,82,2215,14.9
136,Tony Delk,24,385,23.7
401,Tony Parker,80,2715,27.1
335,Tracy McGrady,47,1745,35.0
142,Travis Diener,23,246,15.7
394,Travis Outlaw,69,1153,18.3
226,Trenton Hassell,77,2514,15.4
16,Trevor Ariza,57,999,15.8
243,Troy Hudson,36,800,23.5
360,Troy Murphy,74,2516,19.2
315,Tyronn Lue,51,1234,20.4
104,Tyson Chandler,79,2121,10.4
225,Udonis Haslem,81,2491,14.1
293,Viktor Khryapa,69,1492,15.1
27,Vin Baker,8,85,17.4
99,Vince Carter,79,2906,32.3
419,Vitaly Potapenko,33,353,12.0
427,Vladimir Radmanović,77,1974,18.1
536,Von Wafer,16,73,26.6
308,Voshon Lenard,26,458,23.7
493,Wally Szczerbiak,72,2729,22.1
333,Walter McCarty,36,353,16.7
463,Wayne Simien,43,414,17.7
92,Will Bynum,15,162,20.1
208,Willie Green,10,153,23.9
350,Yao Ming,57,1949,29.9
298,Yaroslav Korolev,24,127,14.7
432,Zach Randolph,74,2545,28.8
396,Zaza Pachulia,78,2452,19.2
215,Zendon Hamilton,12,49,26.3
415,Zoran Planinić,56,596,20.2
249,Zydrunas Ilgauskas,78,2283,24.6
270,Šarūnas Jasikevičius,75,1557,18.0
93,Žarko Čabarkapa,61,505,21.7
434,Željko Rebrača,29,412,15.5
