,Player,G,MP,USG%
427,Erik Murphy,24,62,11.2
298,Ersan İlyasova,55,1478,21.3
210,Evan Fournier,76,1503,19.7
575,Evan Turner,81,2457,23.2
219,Francisco García,55,1083,13.5
395,Gal Mekel,31,292,19.0
552,Garrett Temple,75,638,14.3
432,Gary Neal,52,1114,23.8
285,George Hill,76,2434,14.8
247,Gerald Green,82,2330,23.6
278,Gerald Henderson,77,2461,22.1
602,Gerald Wallace,58,1416,11.6
24,Giannis Antetokounmpo,77,1897,15.0
157,Gigi Datome,34,238,20.2
161,Glen Davis,68,1662,19.9
483,Glen Rice Jr.,11,109,20.3
186,Goran Dragić,76,2668,24.5
277,Gordon Hayward,77,2800,23.1
181,Gorgui Dieng,60,818,16.8
410,Greg Monroe,82,2690,21.4
446,Greg Oden,23,212,16.0
525,Greg Smith,11,100,15.4
539,Greg Stiemsma,55,1007,8.1
589,Greivis Vásquez,79,1779,21.1
38,Gustavo Ayón,26,429,14.8
430,Hamady N'Diaye,14,74,7.4
45,Harrison Barnes,78,2204,16.8
554,Hasheem Thabeet,23,192,9.0
574,Hedo Türkoğlu,38,392,15.0
517,Henry Sims,46,875,18.0
32,Hilton Armstrong,15,97,14.5
563,Hollis Thompson,77,1742,11.3
130,Ian Clark,23,172,22.4
371,Ian Mahinmi,77,1248,11.4
515,Iman Shumpert,74,1962,14.1
117,Isaiah Canaan,22,252,21.0
558,Isaiah Thomas,72,2497,26.3
527,Ish Smith,70,1006,15.9
43,J.J. Barea,79,1471,23.9
283,J.J. Hickson,69,1859,20.8
528,J.R. Smith,74,2421,21.6
482,JJ Redick,35,987,21.8
391,JaVale McGee,5,79,25.0
146,Jae Crowder,78,1254,13.2
212,Jamaal Franklin,21,161,14.6
570,Jamaal Tinsley,8,110,12.1
142,Jamal Crawford,69,2094,27.2
436,Jameer Nelson,68,2179,20.1
22,James Anderson,80,2309,15.9
261,James Harden,73,2777,27.8
320,James Johnson,52,956,20.0
328,James Jones,20,236,15.6
441,James Nunnally,13,165,15.1
532,James Southerland,4,30,25.6
592,Jan Veselý,54,776,13.2
456,Jannero Pargo,29,242,28.4
148,Jared Cunningham,13,80,16.6
188,Jared Dudley,74,1729,13.5
543,Jared Sullinger,74,2041,24.1
302,Jarrett Jack,80,2252,17.8
586,Jarvis Varnado,24,339,11.6
133,Jason Collins,22,172,8.9
381,Jason Maxiell,34,488,12.4
529,Jason Smith,31,830,18.2
553,Jason Terry,35,570,15.3
564,Jason Thompson,82,2007,14.4
4,Jeff Adrien,53,961,17.3
39,Jeff Ayres,73,952,12.4
248,Jeff Green,82,2805,23.6
544,Jeff Taylor,26,629,19.4
546,Jeff Teague,79,2542,25.7
623,Jeff Withey,58,684,12.0
196,Jeremy Evans,66,1209,15.3
345,Jeremy Lamb,78,1538,20.1
362,Jeremy Lin,71,2054,20.4
578,Jeremy Tyler,41,398,19.1
444,Jermaine O'Neal,44,883,17.8
51,Jerryd Bayless,72,1686,20.1
213,Jimmer Fredette,49,519,24.3
106,Jimmy Butler,67,2591,16.8
438,Joakim Noah,80,2820,18.7
394,Jodie Meeks,77,2556,19.1
321,Joe Johnson,79,2575,22.3
26,Joel Anthony,33,186,9.3
217,Joel Freeland,52,727,12.4
281,John Henson,70,1856,20.3
315,John Jenkins,13,158,15.8
368,John Lucas III,42,591,17.0
499,John Salmons,78,1726,12.8
601,John Wall,82,2980,27.4
358,Jon Leuer,49,642,21.1
317,Jonas Jerebko,64,741,16.0
584,Jonas Valančiūnas,81,2282,18.5
143,Jordan Crawford,81,1859,23.7
203,Jordan Farmar,41,912,23.2
253,Jordan Hamilton,60,1019,18.7
286,Jordan Hill,72,1500,19.7
252,Jorge Gutiérrez,15,244,14.1
125,Josh Childress,4,24,1.9
263,Josh Harrellson,32,317,12.8
393,Josh McRoberts,78,2360,13.4
471,Josh Powell,1,19,16.1
530,Josh Smith,77,2730,24.5
115,José Calderón,81,2468,16.2
289,Jrue Holiday,34,1143,23.3
540,Julyan Stone,21,120,8.8
256,Justin Hamilton,8,72,17.4
356,Kawhi Leonard,66,1923,18.3
74,Keith Bogans,6,55,6.7
448,Kelly Olynyk,70,1400,21.0
600,Kemba Walker,73,2614,25.8
373,Kendall Marshall,54,1564,16.3
464,Kendrick Perkins,62,1207,11.5
202,Kenneth Faried,80,2178,21.3
56,Kent Bazemore,67,911,22.6
116,Kentavious Caldwell-Pope,80,1583,13.9
377,Kenyon Martin,32,633,11.6
191,Kevin Durant,81,3122,33.0
220,Kevin Garnett,54,1109,18.9
366,Kevin Love,77,2797,28.8
378,Kevin Martin,68,2177,25.0
507,Kevin Séraphin,53,578,21.5
397,Khris Middleton,82,2460,19.1
288,Kirk Hinrich,73,2116,17.3
565,Klay Thompson,81,2868,22.6
98,Kobe Bryant,6,177,28.7
341,Kosta Koufos,80,1349,19.4
295,Kris Humphries,69,1376,19.0
340,Kyle Korver,71,2408,14.2
367,Kyle Lowry,79,2862,22.9
445,Kyle O'Quinn,69,1188,18.6
520,Kyle Singler,82,2337,14.0
299,Kyrie Irving,71,2496,28.2
10,LaMarcus Aldridge,69,2498,29.8
538,Lance Stephenson,78,2752,19.4
559,Lance Thomas,5,42,13.8
208,Landry Fields,30,322,12.4
502,Larry Sanders,23,584,16.4
11,Lavoy Allen,65,1072,14.6
307,LeBron James,77,2902,31.0
42,Leandro Barbosa,20,368,20.0
94,Lorenzo Brown,26,224,20.4
17,Lou Amundson,19,185,13.9
618,Lou Williams,60,1445,20.9
386,Luc Mbah a Moute,64,1003,11.2
504,Luis Scola,82,1399,23.8
41,Luke Babbitt,27,473,17.0
484,Luke Ridnour,61,1141,16.1
176,Luol Deng,63,2213,22.3
606,Maalik Wayns,2,9,9.8
560,Malcolm Thomas,8,63,18.7
267,Manny Harris,9,180,20.4
231,Manu Ginóbili,68,1550,24.7
90,MarShon Brooks,35,316,23.4
222,Marc Gasol,59,1970,21.7
238,Marcin Gortat,81,2655,18.2
61,Marco Belinelli,80,2016,19.0
416,Marcus Morris,82,1800,19.9
567,Marcus Thornton,72,1741,19.7
122,Mario Chalmers,73,2178,17.4
417,Markieff Morris,81,2153,23.2
547,Marquis Teague,40,443,18.2
535,Marreese Speights,79,982,25.4
607,Martell Webster,78,2157,14.7
619,Marvin Williams,66,1674,16.7
467,Mason Plumlee,70,1275,17.1
46,Matt Barnes,63,1735,16.6
76,Matt Bonner,61,690,12.1
175,Matthew Dellavedova,72,1271,13.2
262,Maurice Harkless,80,1950,14.8
195,Melvin Ely,2,27,10.1
625,Metta World Peace,29,388,20.0
357,Meyers Leonard,40,355,14.2
60,Michael Beasley,55,831,25.7
120,Michael Carter-Williams,70,2414,25.7
337,Michael Kidd-Gilchrist,62,1502,15.2
136,Mike Conley,73,2446,24.6
190,Mike Dunleavy,82,2584,17.0
268,Mike Harris,20,225,17.1
308,Mike James,11,77,16.1
403,Mike Miller,82,1707,14.7
429,Mike Muscala,20,215,19.3
505,Mike Scott,80,1482,23.5
468,Miles Plumlee,80,1964,16.2
478,Miroslav Raduljica,48,465,17.3
550,Mirza Teletović,72,1396,20.5
620,Mo Williams,74,1834,20.5
194,Monta Ellis,82,3023,26.0
511,Mustafa Shakur,3,11,23.7
167,Nando De Colo,47,494,18.6
490,Nate Robinson,44,866,23.5
624,Nate Wolters,58,1309,16.8
409,Nazr Mohammed,80,562,14.5
435,Nemanja Nedović,24,142,17.2
284,Nenê,53,1560,24.0
113,Nick Calathes,71,1173,17.5
135,Nick Collison,81,1353,11.6
630,Nick Young,64,1810,26.8
50,Nicolas Batum,82,2956,16.5
463,Nikola Peković,54,1663,22.9
596,Nikola Vučević,57,1812,21.8
132,Norris Cole,82,2014,15.6
385,O.J. Mayo,52,1346,23.0
343,Ognjen Kuzmić,21,92,13.3
121,Omri Casspi,71,1283,18.3
322,Orlando Johnson,45,392,16.2
310,Othyus Jeffers,6,47,8.3
470,Otto Porter Jr.,37,319,15.6
572,P.J. Tucker,81,2490,14.2
476,Pablo Prigioni,66,1283,9.3
63,Patrick Beverley,56,1751,14.8
459,Patrick Patterson,65,1533,17.2
405,Patty Mills,81,1527,22.6
224,Pau Gasol,60,1884,26.4
229,Paul George,80,2898,28.3
406,Paul Millsap,74,2482,25.7
465,Paul Pierce,75,2098,22.4
29,Pero Antić,50,925,18.6
329,Perry Jones,62,764,12.8
522,Peyton Siva,24,224,15.6
472,Phil Pressey,75,1132,14.1
30,Player,G,MP,USG%
0,Quincy Acy,63,847,10.1
404,Quincy Miller,52,789,17.7
469,Quincy Pondexter,15,270,18.0
492,Rajon Rondo,30,998,21.3
508,Ramon Sessions,83,2214,22.7
211,Randy Foye,81,2485,18.8
359,Rashard Lewis,60,971,14.1
107,Rasual Butler,50,378,15.4
14,Ray Allen,73,1936,16.8
389,Ray McCallum,45,897,17.6
207,Raymond Felton,65,2017,18.2
100,Reggie Bullock,43,395,15.4
197,Reggie Evans,54,899,13.4
303,Reggie Jackson,80,2277,22.6
621,Reggie Williams,3,17,28.7
314,Richard Jefferson,82,2213,16.9
350,Ricky Ledo,11,33,28.6
495,Ricky Rubio,82,2638,16.4
294,Robbie Hummel,53,655,12.6
140,Robert Covington,7,34,19.3
498,Robert Sacre,65,1089,15.5
365,Robin Lopez,82,2603,14.0
542,Rodney Stuckey,73,1950,24.3
379,Roger Mason,25,260,14.5
84,Ronnie Brewer,24,160,4.9
475,Ronnie Price,31,377,15.0
573,Ronny Turiaf,31,606,10.7
282,Roy Hibbert,81,2409,19.4
301,Royal Ivey,2,5,17.7
612,Royce White,3,9,4.9
225,Rudy Gay,73,2531,27.6
232,Rudy Gobert,45,434,14.2
610,Russell Westbrook,46,1412,34.4
23,Ryan Anderson,22,795,22.9
233,Ryan Gomes,5,34,11.7
290,Ryan Hollins,61,482,11.5
336,Ryan Kelly,59,1312,15.9
155,Samuel Dalembert,80,1614,14.8
597,Sasha Vujačić,2,10,35.3
291,Scotty Hopson,2,7,31.1
296,Serge Ibaka,81,2666,19.8
335,Sergey Karasev,22,156,14.4
151,Seth Curry,2,13,10.3
423,Shabazz Muhammad,37,290,23.1
49,Shane Battier,73,1468,10.0
192,Shane Edwards,2,12,14.9
348,Shane Larkin,48,489,17.4
95,Shannon Brown,29,251,17.1
363,Shaun Livingston,76,1974,16.1
480,Shavlik Randolph,14,95,11.0
372,Shawn Marion,76,2409,15.7
622,Shawne Williams,36,751,12.9
370,Shelvin Mack,73,1490,19.0
287,Solomon Hill,28,226,11.3
330,Solomon Jones,11,85,11.1
271,Spencer Hawes,80,2470,19.6
154,Stephen Curry,78,2846,28.3
304,Stephen Jackson,9,107,13.9
68,Steve Blake,55,1498,13.8
431,Steve Nash,15,313,18.9
439,Steve Novak,54,540,12.9
3,Steven Adams,81,1197,11.7
230,Taj Gibson,82,2351,23.0
477,Tayshaun Prince,76,1948,13.3
331,Terrence Jones,76,2078,18.3
494,Terrence Ross,81,2159,18.6
506,Thabo Sefolosha,61,1584,11.9
631,Thaddeus Young,79,2718,24.1
491,Thomas Robinson,70,873,19.7
536,Tiago Splitter,59,1271,17.7
189,Tim Duncan,74,2158,25.2
260,Tim Hardaway Jr.,81,1875,19.6
421,Timofey Mozgov,82,1770,18.8
269,Tobias Harris,61,1850,22.2
182,Toney Douglas,51,675,16.3
15,Tony Allen,55,1278,20.1
407,Tony Mitchell,21,79,13.2
457,Tony Parker,68,1997,26.5
531,Tony Snell,77,1231,14.9
629,Tony Wroten,72,1765,27.7
512,Tornike Shengelia,26,154,13.2
428,Toure' Murry,51,373,22.5
454,Travis Outlaw,63,1065,15.5
31,Trevor Ariza,77,2723,17.8
77,Trevor Booker,72,1553,14.4
101,Trey Burke,70,2262,21.8
566,Tristan Thompson,82,2594,17.5
156,Troy Daniels,5,75,19.9
349,Ty Lawson,62,2222,22.7
259,Tyler Hansbrough,64,978,15.1
634,Tyler Zeller,70,1049,17.1
201,Tyreke Evans,72,2028,27.1
545,Tyshawn Taylor,23,270,23.5
123,Tyson Chandler,55,1662,12.9
270,Udonis Haslem,46,653,13.9
73,Vander Blue,3,15,24.3
342,Viacheslav Kravtsov,20,59,18.3
131,Victor Claver,21,184,13.7
447,Victor Oladipo,80,2487,24.4
119,Vince Carter,81,1973,23.1
204,Vítor Luiz Faverani,37,488,18.6
193,Wayne Ellington,45,393,16.4
326,Wesley Johnson,79,2240,15.1
380,Wesley Matthews,82,2780,19.6
47,Will Barton,41,387,21.2
112,Will Bynum,56,1054,23.8
249,Willie Green,55,869,16.3
124,Wilson Chandler,62,1927,19.5
280,Xavier Henry,43,908,23.1
481,Zach Randolph,79,2705,26.1
455,Zaza Pachulia,53,1325,17.0
34,Ömer Aşık,48,968,13.8
