,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
296,Ron Mercer,.973,.159,.064,.132,.618,.027,.755,.667,.013,.250
316,Ronald Murray,.839,.452,.129,.097,.161,.161,.273,,.032,.000
45,Ruben Boumtje-Boumtje,1.000,.000,1.000,.000,.000,.000,,,.000,
352,Ruben Patterson,.961,.601,.145,.062,.153,.039,.661,1.000,.114,.150
497,Rubén Wolkowyski,.750,.250,.250,.000,.250,.250,1.000,,.000,.000
48,Ryan Bowen,.964,.528,.081,.066,.289,.036,.737,1.000,.015,.286
209,Ryan Humphrey,1.000,.467,.292,.125,.117,.000,.600,,.058,
84,Sam Cassell,.860,.131,.114,.352,.262,.140,.351,.847,.000,.227
459,Samaki Walker,.996,.453,.296,.168,.080,.004,.670,,.095,.000
363,Scot Pollard,1.000,.621,.241,.080,.057,.000,.525,,.115,
346,Scott Padgett,.686,.270,.078,.078,.260,.314,.760,.978,.031,.038
489,Scott Williams,.993,.267,.144,.247,.336,.007,.758,,.051,.000
362,Scottie Pippen,.777,.273,.109,.116,.280,.223,.542,.737,.027,.263
255,Sean Lampley,.969,.434,.279,.132,.124,.031,.429,,.124,.250
277,Sean Marks,.983,.271,.068,.169,.475,.017,.909,,.085,1.000
389,Sean Rooks,.997,.138,.098,.219,.542,.003,.736,,.010,.000
490,Shammond Williams,.549,.187,.060,.064,.238,.451,.348,.753,.021,.134
14,Shandon Anderson,.739,.389,.110,.140,.101,.261,.643,1.000,.028,.750
31,Shane Battier,.620,.251,.077,.120,.172,.380,.577,.988,.025,.565
331,Shaquille O'Neal,1.000,.537,.393,.068,.002,.000,.655,,.221,
1,Shareef Abdur-Rahim,.949,.317,.272,.139,.221,.051,.538,1.000,.079,.217
51,Shawn Bradley,.997,.472,.229,.101,.195,.003,.687,,.112,.000
245,Shawn Kemp,.998,.444,.050,.103,.402,.002,.739,,.034,1.000
276,Shawn Marion,.752,.207,.139,.205,.200,.248,.589,1.000,.070,.470
349,Smush Parker,.651,.370,.133,.068,.080,.349,.327,.895,.077,.220
397,Soumaila Samake,1.000,.583,.167,.208,.000,.000,.500,,.083,
91,Speedy Claxton,.924,.269,.159,.110,.386,.076,.522,,.014,.273
21,Stacey Augmon,.964,.339,.141,.286,.198,.036,.671,,.042,.143
295,Stanislav Medvedenko,.992,.341,.205,.205,.233,.008,.625,,.012,.000
224,Stephen Jackson,.637,.356,.066,.064,.152,.363,.590,.884,.077,.374
275,Stephon Marbury,.807,.354,.124,.108,.220,.193,.294,.404,.002,.078
148,Steve Francis,.817,.372,.060,.078,.307,.183,.241,.588,.040,.154
246,Steve Kerr,.516,.012,.051,.133,.320,.484,.475,.918,.000,.218
325,Steve Nash,.759,.259,.154,.152,.195,.241,.189,.613,.000,.082
416,Steve Smith,.595,.158,.151,.120,.165,.405,.446,.923,.021,.492
213,Steven Hunter,1.000,.689,.204,.087,.019,.000,.643,,.194,
433,Stromile Swift,.996,.558,.241,.110,.086,.004,.604,,.213,.500
413,Tamar Slay,.757,.282,.068,.117,.291,.243,.438,.857,.029,.200
0,Tariq Abdul-Wahad,.983,.448,.121,.224,.190,.017,.852,,.138,.000
369,Tayshaun Prince,.602,.212,.136,.102,.153,.398,.545,.950,.034,.277
314,Terence Morris,.818,.278,.045,.040,.455,.182,.800,1.000,.057,.344
374,Theo Ratliff,1.000,.304,.281,.289,.126,.000,.641,,.099,
64,Tierre Brown,.983,.407,.271,.136,.169,.017,.185,,.000,.000
128,Tim Duncan,.984,.295,.369,.225,.096,.016,.475,.667,.089,.045
179,Tim Hardaway,.367,.122,.041,.000,.204,.633,.714,.636,.000,.097
442,Tim Thomas,.715,.252,.140,.169,.155,.285,.597,.979,.054,.264
268,Tito Maddox,.750,.417,.250,.000,.083,.250,.333,,.000,.000
267,Todd MacCulloch,1.000,.681,.252,.063,.004,.000,.732,,.063,
172,Tom Gugliotta,.992,.152,.091,.250,.500,.008,.783,,.023,.000
252,Toni Kukoč,.544,.281,.092,.052,.120,.456,.416,.947,.009,.175
30,Tony Battie,.986,.404,.157,.236,.190,.014,.798,1.000,.182,.200
116,Tony Delk,.457,.116,.068,.073,.200,.543,.487,.775,.000,.280
288,Tony Massenburg,1.000,.358,.323,.198,.121,.000,.673,,.099,
350,Tony Parker,.767,.295,.195,.074,.203,.233,.259,.829,.003,.181
292,Tracy McGrady,.753,.259,.068,.097,.330,.247,.317,.503,.046,.047
319,Tracy Murray,.465,.113,.042,.070,.239,.535,.800,.875,.042,.132
36,Travis Best,.813,.240,.065,.123,.384,.187,.149,.694,.000,.092
251,Travis Knight,.985,.308,.046,.062,.569,.015,.680,,.046,.000
145,Tremaine Fowlkes,.930,.383,.063,.133,.352,.070,.778,1.000,.141,.444
191,Trenton Hassell,.898,.173,.161,.209,.355,.102,.534,1.000,.008,.325
206,Troy Hudson,.722,.188,.051,.089,.393,.278,.410,.753,.001,.128
315,Troy Murphy,.981,.284,.138,.147,.413,.019,.743,1.000,.048,.286
198,Tyrone Hill,1.000,.451,.160,.245,.144,.000,.636,,.029,
265,Tyronn Lue,.693,.119,.070,.176,.328,.307,.340,.900,.002,.159
86,Tyson Chandler,1.000,.583,.215,.151,.052,.000,.685,,.200,
23,Vin Baker,.981,.546,.261,.082,.092,.019,.556,,.092,.000
83,Vince Carter,.828,.187,.121,.150,.370,.172,.506,.822,.058,.183
502,Vincent Yarbrough,.818,.145,.105,.145,.423,.182,.639,1.000,.044,.474
368,Vitaly Potapenko,1.000,.301,.376,.226,.097,.000,.829,,.000,
121,Vlade Divac,.962,.380,.282,.092,.208,.038,.625,1.000,.047,.360
371,Vladimir Radmanović,.561,.181,.121,.073,.186,.439,.629,.933,.042,.290
420,Vladimir Stepania,1.000,.487,.225,.091,.197,.000,.605,,.061,
257,Voshon Lenard,.689,.147,.067,.150,.325,.311,.549,.935,.001,.440
434,Wally Szczerbiak,.801,.169,.106,.166,.361,.199,.714,.885,.021,.455
493,Walt Williams,.499,.238,.053,.041,.167,.501,.586,.969,.035,.415
289,Walter McCarty,.407,.189,.062,.062,.093,.593,.659,.989,.062,.504
503,Wang Zhizhi,.710,.358,.160,.080,.111,.290,.522,.938,.037,.021
358,Wesley Person,.616,.095,.037,.093,.391,.384,.874,.960,.005,.268
306,Yao Ming,.998,.334,.353,.257,.053,.002,.550,1.000,.111,.000
373,Zach Randolph,.990,.507,.266,.118,.099,.010,.606,,.043,.200
177,Zendon Hamilton,1.000,1.000,.000,.000,.000,.000,.000,,.000,
214,Zydrunas Ilgauskas,.996,.285,.277,.289,.143,.004,.600,,.054,.200
444,Óscar Torres,.639,.194,.111,.139,.194,.361,.444,.857,.000,.385
375,Željko Rebrača,1.000,.283,.352,.317,.048,.000,.713,,.034,
