,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
5,Blake Ahearn,.404,.140,.070,.088,.105,.596,.200,1.000,.000,.235
425,Bo Outlaw,1.000,.667,.000,.333,.000,.000,1.000,,.000,
277,Bobby Jackson,.553,.166,.083,.045,.259,.447,.309,.790,.000,.261
305,Bobby Jones,.621,.443,.064,.021,.093,.379,.476,1.000,.050,.415
490,Bobby Simmons,.655,.159,.058,.109,.329,.345,.638,.867,.002,.468
571,Bonzi Wells,.912,.478,.090,.104,.241,.088,.671,.917,.090,.560
133,Boris Diaw,.937,.342,.156,.099,.339,.063,.647,1.000,.019,.634
397,Boštjan Nachbar,.570,.307,.048,.041,.174,.430,.689,.989,.051,.416
379,Brad Miller,.876,.308,.125,.073,.371,.124,.689,1.000,.032,.356
609,Brandan Wright,1.000,.527,.259,.134,.080,.000,.694,,.170,
42,Brandon Bass,.992,.300,.209,.300,.183,.008,.569,,.103,.000
479,Brandon Roy,.816,.250,.139,.124,.303,.184,.275,.877,.017,.274
246,Brendan Haywood,1.000,.551,.287,.129,.033,.000,.528,,.182,
41,Brent Barry,.300,.094,.050,.069,.088,.700,.724,.979,.025,.321
329,Brevin Knight,.982,.135,.064,.094,.690,.018,.674,,.000,.167
92,Brian Cardinal,.357,.167,.048,.024,.119,.643,.722,1.000,.000,.346
111,Brian Cook,.509,.171,.090,.081,.167,.491,.489,.953,.004,.009
485,Brian Scalabrine,.511,.170,.128,.032,.181,.489,.857,1.000,.021,.478
495,Brian Skinner,.985,.343,.126,.131,.384,.015,.733,1.000,.076,.000
64,Bruce Bowen,.498,.091,.086,.063,.257,.502,.786,1.000,.000,.879
376,C.J. Miles,.674,.297,.089,.055,.233,.326,.639,1.000,.085,.117
566,C.J. Watson,.743,.238,.099,.139,.267,.257,.382,.889,.000,.308
61,Calvin Booth,1.000,.259,.111,.296,.333,.000,.889,,.185,
335,Carl Landry,.995,.653,.082,.091,.169,.005,.733,,.256,.000
27,Carlos Arroyo,.759,.233,.046,.118,.362,.241,.164,.586,.000,.286
62,Carlos Boozer,.999,.405,.185,.182,.227,.001,.709,,.052,.000
131,Carlos Delfino,.503,.256,.044,.046,.157,.497,.397,.967,.030,.296
18,Carmelo Anthony,.889,.375,.084,.146,.285,.111,.554,.966,.088,.098
87,Caron Butler,.804,.264,.095,.106,.338,.196,.418,.545,.065,.146
282,Casey Jacobsen,.374,.296,.017,.026,.035,.626,.609,1.000,.009,.431
491,Cedric Simmons,1.000,.500,.214,.143,.143,.000,1.000,,.286,
181,Channing Frye,.978,.196,.146,.097,.539,.022,.752,.667,.051,.300
46,Charlie Bell,.553,.214,.021,.060,.259,.447,.423,.824,.012,.327
548,Charlie Villanueva,.773,.291,.220,.127,.135,.227,.592,.982,.060,.097
53,Chauncey Billups,.610,.187,.036,.098,.288,.390,.180,.613,.001,.126
483,Cheikh Samb,1.000,.250,.000,.250,.500,.000,.667,,.000,
16,Chris Andersen,1.000,.429,.571,.000,.000,.000,.500,,.000,
63,Chris Bosh,.976,.366,.114,.167,.328,.024,.604,.900,.095,.080
150,Chris Duhon,.549,.302,.067,.064,.116,.451,.329,.870,.003,.232
318,Chris Kaman,.994,.393,.354,.167,.080,.006,.615,,.063,.000
375,Chris Mihm,1.000,.400,.368,.158,.074,.000,.656,,.074,
436,Chris Paul,.807,.230,.192,.161,.224,.193,.102,.685,.006,.048
456,Chris Quinn,.574,.166,.059,.086,.263,.426,.298,.734,.000,.170
466,Chris Richard,1.000,.724,.184,.092,.000,.000,.561,,.172,
569,Chris Webber,1.000,.226,.161,.129,.484,.000,.867,,.032,
579,Chris Wilcox,.995,.513,.284,.168,.031,.005,.659,,.182,.000
243,Chuck Hayes,.986,.670,.281,.036,.000,.014,.735,,.018,.000
28,Chucky Atkins,.352,.148,.008,.041,.156,.648,.353,.920,.000,.152
320,Coby Karl,.500,.192,.154,.038,.115,.500,.600,1.000,.077,.154
68,Corey Brewer,.926,.319,.093,.126,.389,.074,.526,.714,.029,.250
348,Corey Maggette,.797,.316,.106,.085,.290,.203,.600,.897,.040,.099
494,Courtney Sims,1.000,1.000,.000,.000,.000,.000,,,.000,
496,Craig Smith,.983,.544,.354,.047,.038,.017,.657,,.030,.222
384,Cuttino Mobley,.779,.183,.070,.207,.320,.221,.513,.970,.020,.339
271,D.J. Mbenga,1.000,.393,.262,.298,.048,.000,.744,,.095,
518,D.J. Strawberry,.728,.337,.076,.011,.304,.272,.522,.833,.022,.320
114,Daequan Cook,.537,.123,.054,.070,.290,.463,.564,.911,.029,.231
311,Dahntay Jones,.887,.358,.208,.113,.208,.113,.318,.000,.075,.167
580,Damien Wilkins,.770,.198,.098,.158,.316,.230,.421,.900,.036,.368
312,Damon Jones,.240,.058,.028,.036,.118,.760,.472,.965,.000,.482
513,Damon Stoudamire,.558,.151,.071,.107,.228,.442,.186,.860,.000,.188
136,Dan Dickau,.635,.182,.074,.074,.304,.365,.364,.750,.000,.194
182,Dan Gadzuric,.994,.604,.227,.084,.078,.006,.703,,.201,.000
195,Daniel Gibson,.424,.112,.052,.034,.226,.576,.422,.890,.000,.425
212,Danny Granger,.649,.221,.100,.078,.250,.351,.454,.982,.026,.128
507,Darius Songaila,.996,.336,.233,.141,.285,.004,.701,,.004,.000
564,Darius Washington,.750,.292,.146,.063,.250,.250,.412,.500,.021,.083
377,Darko Miličić,.998,.392,.442,.088,.076,.002,.630,,.080,.000
24,Darrell Armstrong,.373,.100,.018,.055,.200,.627,.412,.957,.000,.246
362,Darrick Martin,.628,.209,.047,.047,.326,.372,.000,1.000,.000,.125
565,Darryl Watkins,1.000,.200,.267,.533,.000,.000,.800,,.133,
236,David Harrison,1.000,.494,.312,.112,.082,.000,.533,,.129,
341,David Lee,.997,.697,.136,.091,.073,.003,.592,,.175,1.000
574,David West,.981,.299,.204,.187,.291,.019,.567,1.000,.045,.120
140,DeSagana Diop,1.000,.683,.150,.133,.033,.000,.638,,.183,
509,DeShawn Stevenson,.471,.183,.044,.040,.204,.529,.343,.867,.012,.232
575,Delonte West,.716,.265,.128,.084,.238,.284,.236,.729,.023,.311
407,Demetris Nichols,.435,.087,.000,.000,.348,.565,1.000,1.000,.043,.385
300,DerMarr Johnson,.357,.143,.000,.071,.143,.643,1.000,1.000,.000,.444
17,Derek Anderson,.584,.176,.032,.104,.272,.416,.357,.947,.000,.288
174,Derek Fisher,.645,.161,.048,.068,.368,.355,.454,.955,.000,.438
586,Deron Williams,.812,.380,.066,.073,.293,.188,.340,.639,.016,.057
365,Desmond Mason,1.000,.455,.273,.195,.078,.000,.687,,.080,
194,Devean George,.671,.208,.087,.126,.251,.329,.596,.955,.039,.456
77,Devin Brown,.725,.337,.137,.109,.141,.275,.500,.978,.017,.390
232,Devin Harris,.759,.413,.108,.069,.169,.241,.358,.679,.012,.156
396,Dikembe Mutombo,1.000,.700,.150,.100,.050,.000,.628,,.250,
414,Dirk Nowitzki,.833,.170,.105,.264,.294,.167,.486,.962,.014,.091
372,Dominic McGuire,.942,.466,.175,.049,.252,.058,.658,1.000,.165,.000
358,Donyell Marshall,.459,.286,.092,.010,.071,.541,.471,1.000,.031,.472
610,Dorell Wright,.962,.259,.055,.061,.587,.038,.763,1.000,.078,.636
205,Drew Gooden,.992,.354,.177,.227,.234,.008,.611,,.068,.333
313,Dwayne Jones,.979,.872,.085,.021,.000,.021,.240,,.085,.000
258,Dwight Howard,.996,.584,.348,.057,.006,.004,.678,,.297,.000
552,Dwyane Wade,.918,.331,.094,.137,.356,.082,.283,.455,.046,.156
40,Earl Barron,.960,.278,.086,.116,.480,.040,.718,1.000,.028,.154
66,Earl Boykins,.744,.192,.134,.186,.233,.256,.298,.643,.000,.227
568,Earl Watson,.823,.250,.118,.095,.360,.177,.159,.816,.001,.167
196,Eddie Gill,.516,.226,.032,.065,.194,.484,.286,.600,.000,.067
257,Eddie House,.439,.045,.030,.055,.309,.561,.580,.906,.000,.326
314,Eddie Jones,.356,.167,.061,.039,.089,.644,.844,1.000,.017,.319
120,Eddy Curry,1.000,.621,.327,.042,.009,.000,.646,,.149,
398,Eduardo Nájera,.601,.454,.046,.024,.076,.399,.752,1.000,.052,.299
67,Elton Brand,1.000,.228,.237,.351,.184,.000,.596,,.035,
422,Emeka Okafor,1.000,.502,.343,.141,.014,.000,.711,,.162,
444,Eric Piatkowski,.212,.030,.030,.000,.152,.788,1.000,1.000,.000,.308
503,Eric Snow,.947,.368,.079,.158,.342,.053,.833,,.000,.000
122,Erick Dampier,1.000,.845,.141,.014,.000,.000,.652,,.271,
420,Fabricio Oberto,.997,.500,.203,.209,.084,.003,.833,,.003,.000
159,Francisco Elson,.996,.254,.148,.250,.343,.004,.793,,.085,.000
185,Francisco García,.616,.269,.056,.081,.210,.384,.455,.903,.012,.260
315,Fred Jones,.556,.294,.079,.051,.132,.444,.287,.946,.016,.292
454,Gabe Pruitt,.692,.154,.103,.051,.385,.308,.364,1.000,.026,.333
215,Gerald Green,.742,.192,.046,.146,.358,.258,.486,1.000,.060,.282
560,Gerald Wallace,.757,.471,.045,.024,.216,.243,.499,.958,.083,.407
20,Gilbert Arenas,.602,.204,.036,.066,.296,.398,.321,.500,.000,.051
127,Glen Davis,1.000,.647,.136,.050,.167,.000,.645,,.023,
200,Gordan Giriček,.672,.175,.076,.103,.318,.328,.536,.889,.017,.343
252,Grant Hill,.854,.344,.065,.164,.281,.146,.646,1.000,.029,.779
86,Greg Buckner,.573,.179,.077,.094,.222,.427,.500,.933,.000,.180
135,Guillermo Díaz,.750,.250,.000,.000,.500,.250,.000,,.000,.000
563,Hakim Warrick,.926,.354,.124,.121,.329,.074,.641,.923,.098,.208
543,Hedo Türkoğlu,.660,.317,.081,.126,.135,.340,.246,.777,.025,.176
25,Hilton Armstrong,1.000,.635,.169,.142,.054,.000,.463,,.182,
352,Ian Mahinmi,1.000,.500,.500,.000,.000,.000,.500,,.250,
139,Ike Diogu,1.000,.418,.321,.127,.134,.000,.453,,.075,
544,Ime Udoka,.560,.200,.053,.104,.203,.440,.745,1.000,.011,.739
403,Ira Newble,.718,.397,.046,.086,.190,.282,.533,.938,.046,.633
36,J.J. Barea,.682,.488,.047,.047,.100,.318,.240,.667,.000,.111
497,J.R. Smith,.421,.297,.046,.012,.067,.579,.461,.847,.064,.174
465,JJ Redick,.602,.120,.083,.120,.278,.398,.613,.824,.000,.233
547,Jacque Vaughn,.965,.290,.099,.078,.498,.035,.458,.667,.000,.500
550,Jake Voskuhl,1.000,.513,.163,.150,.175,.000,.757,,.100,
349,Jamaal Magloire,1.000,.545,.309,.073,.073,.000,.667,,.145,
539,Jamaal Tinsley,.695,.134,.201,.194,.166,.305,.169,.925,.000,.099
115,Jamal Crawford,.645,.138,.104,.143,.260,.355,.292,.688,.007,.283
388,Jamario Moon,.788,.313,.040,.071,.363,.212,.753,.950,.150,.426
401,Jameer Nelson,.745,.332,.070,.088,.255,.255,.151,.781,.000,.312
29,James Augustine,1.000,.676,.088,.118,.118,.000,.667,,.059,
316,James Jones,.373,.076,.028,.064,.205,.627,.750,.989,.006,.454
448,James Posey,.326,.234,.027,.012,.053,.674,.731,.915,.029,.287
429,Jannero Pargo,.715,.161,.044,.094,.416,.285,.360,.692,.000,.231
149,Jared Dudley,.882,.368,.086,.055,.374,.118,.643,1.000,.003,.390
292,Jared Jeffries,.907,.552,.093,.026,.237,.093,.596,1.000,.070,.320
276,Jarrett Jack,.694,.239,.174,.095,.185,.306,.243,.892,.002,.374
104,Jarron Collins,.988,.317,.098,.195,.378,.012,.639,,.024,.000
245,Jarvis Hayes,.615,.161,.042,.119,.294,.385,.708,.904,.022,.320
105,Jason Collins,.991,.558,.150,.106,.177,.009,.679,,.080,.000
237,Jason Hart,.828,.161,.083,.083,.500,.172,.468,.909,.000,.226
319,Jason Kapono,.763,.096,.072,.141,.454,.237,.763,1.000,.000,.508
322,Jason Kidd,.607,.212,.045,.077,.272,.393,.360,.916,.001,.170
367,Jason Maxiell,.998,.482,.146,.215,.155,.002,.642,,.231,.000
467,Jason Richardson,.592,.272,.058,.063,.198,.408,.484,.881,.046,.367
498,Jason Smith,.955,.361,.132,.197,.265,.045,.781,1.000,.116,.357
528,Jason Terry,.640,.154,.076,.139,.271,.360,.481,.882,.013,.350
587,Jason Williams,.500,.189,.064,.036,.211,.500,.114,.670,.000,.145
116,Javaris Crittenton,.841,.506,.099,.017,.219,.159,.239,.900,.030,.081
176,Jeff Foster,.992,.566,.161,.075,.190,.008,.683,,.078,.333
218,Jeff Green,.899,.344,.211,.127,.216,.101,.582,1.000,.077,.592
373,Jeff McInnis,.924,.133,.116,.233,.442,.076,.486,.333,.000,.105
369,Jelani McCoy,1.000,1.000,.000,.000,.000,.000,1.000,,1.000,
468,Jeremy Richardson,.568,.091,.045,.023,.409,.432,.556,1.000,.000,.474
416,Jermaine O'Neal,.990,.229,.281,.305,.176,.010,.587,,.057,.000
125,Jermareo Davidson,1.000,.264,.120,.192,.424,.000,.686,,.040,
283,Jerome James,1.000,.000,1.000,.000,.000,.000,1.000,,.000,
508,Jerry Stackhouse,.650,.228,.038,.167,.217,.350,.549,.850,.042,.467
410,Joakim Noah,.997,.744,.161,.022,.071,.003,.571,,.180,.000
301,Joe Johnson,.703,.186,.154,.113,.251,.297,.372,.781,.009,.270
499,Joe Smith,.995,.217,.162,.230,.386,.005,.718,,.037,.333
19,Joel Anthony,1.000,.533,.300,.117,.050,.000,.571,,.150,
455,Joel Przybilla,.996,.820,.128,.040,.008,.004,.667,,.312,.000
210,Joey Graham,.973,.336,.159,.133,.345,.027,.809,.500,.080,.000
443,Johan Petro,.998,.210,.294,.260,.235,.002,.734,,.062,.000
482,John Salmons,.850,.414,.163,.146,.126,.150,.307,.897,.025,.342
167,Jordan Farmar,.513,.277,.048,.062,.127,.487,.475,.807,.019,.244
184,Jorge Garbajosa,.360,.040,.000,.000,.320,.640,1.000,1.000,.000,.313
60,Josh Boone,1.000,.820,.106,.030,.044,.000,.723,,.191,
103,Josh Childress,.895,.724,.098,.023,.051,.105,.607,.955,.154,.717
259,Josh Howard,.832,.200,.137,.192,.302,.168,.436,.940,.019,.224
374,Josh McRoberts,.900,.400,.200,.100,.200,.100,.833,,.300,.000
450,Josh Powell,.990,.441,.149,.206,.194,.010,.683,,.070,.000
502,Josh Smith,.913,.434,.196,.085,.198,.087,.629,.920,.099,.283
90,José Calderón,.740,.238,.011,.057,.434,.260,.128,.911,.000,.147
400,Juan Carlos Navarro,.436,.142,.134,.081,.078,.564,.237,.878,.000,.130
143,Juan Dixon,.721,.174,.066,.124,.357,.279,.447,.800,.000,.375
611,Julian Wright,.858,.497,.077,.071,.213,.142,.775,1.000,.207,.375
588,Justin Williams,1.000,.621,.310,.069,.000,.000,.308,,.103,
260,Juwan Howard,1.000,.375,.203,.188,.234,.000,.957,,.047,
137,Kaniel Dickens,1.000,.333,.000,.333,.333,.000,1.000,,.000,
481,Kareem Rush,.540,.142,.081,.081,.236,.460,.508,.922,.005,.290
451,Kasib Powell,.653,.284,.137,.168,.063,.347,.370,.875,.032,.424
57,Keith Bogans,.304,.187,.024,.039,.054,.696,.613,.959,.003,.474
336,Keith Langford,1.000,.500,.000,.000,.500,.000,1.000,,.000,
30,Kelenna Azubuike,.668,.346,.147,.070,.106,.332,.547,.972,.036,.354
440,Kendrick Perkins,.997,.707,.241,.032,.017,.003,.682,,.198,.000
532,Kenny Thomas,1.000,.658,.289,.053,.000,.000,.563,,.105,
363,Kenyon Martin,.984,.475,.223,.117,.169,.016,.757,1.000,.232,.182
157,Kevin Durant,.850,.259,.121,.152,.318,.150,.555,.932,.070,.078
187,Kevin Garnett,.989,.238,.181,.205,.365,.011,.676,,.087,.000
364,Kevin Martin,.709,.275,.092,.098,.244,.291,.458,.832,.059,.233
424,Kevin Ollie,.986,.304,.159,.159,.362,.014,.724,,.000,.000
147,Keyon Dooling,.846,.281,.116,.156,.293,.154,.199,.773,.040,.292
253,Kirk Hinrich,.699,.158,.043,.129,.369,.301,.248,.917,.000,.188
504,Kirk Snyder,.878,.529,.116,.069,.164,.122,.352,.600,.106,.304
85,Kobe Bryant,.754,.246,.087,.129,.292,.246,.333,.680,.049,.070
441,Kosta Perović,1.000,.600,.200,.100,.100,.000,.000,,.200,
265,Kris Humphries,.994,.447,.171,.159,.216,.006,.621,,.120,.000
533,Kurt Thomas,.997,.230,.129,.232,.407,.003,.790,,.005,.000
78,Kwame Brown,1.000,.704,.197,.077,.021,.000,.708,,.239,
330,Kyle Korver,.485,.090,.019,.104,.271,.515,.868,.955,.002,.324
343,Kyle Lowry,.764,.412,.101,.073,.177,.236,.223,.861,.003,.371
172,Kyrylo Fesenko,1.000,.750,.250,.000,.000,.000,.167,,.063,
6,LaMarcus Aldridge,.994,.197,.272,.218,.308,.006,.645,1.000,.079,.143
421,Lamar Odom,.858,.531,.109,.058,.160,.142,.606,.871,.092,.248
12,Lance Allred,1.000,.000,.000,.000,1.000,.000,1.000,,.000,
262,Larry Hughes,.758,.225,.055,.104,.375,.242,.500,.925,.022,.278
284,LeBron James,.781,.373,.090,.080,.238,.219,.333,.398,.069,.095
35,Leandro Barbosa,.587,.312,.072,.062,.140,.413,.474,.939,.001,.308
449,Leon Powe,.996,.732,.156,.045,.063,.004,.675,,.175,.000
327,Linas Kleiza,.580,.344,.096,.056,.083,.420,.728,.979,.102,.419
266,Lindsey Hunter,.594,.203,.016,.047,.328,.406,.400,.857,.000,.154
302,Linton Johnson,.842,.263,.105,.158,.316,.158,.625,1.000,.053,.667
604,Loren Woods,1.000,.400,.400,.200,.000,.000,1.000,,.000,
612,Lorenzen Wright,1.000,.429,.143,.286,.143,.000,.500,,.048,
15,Lou Amundson,1.000,.750,.188,.063,.000,.000,.750,,.000,
591,Lou Williams,.797,.344,.106,.113,.233,.203,.280,.709,.040,.229
486,Luis Scola,.996,.490,.179,.109,.218,.004,.667,,.006,.000
280,Luke Jackson,.625,.263,.113,.063,.188,.375,.533,1.000,.013,.200
473,Luke Ridnour,.807,.177,.158,.125,.348,.193,.222,.429,.000,.239
562,Luke Walton,.824,.331,.192,.105,.197,.176,.658,.929,.025,.417
132,Luol Deng,.975,.364,.117,.122,.373,.025,.672,.750,.050,.455
247,Luther Head,.528,.308,.025,.027,.168,.472,.433,.734,.002,.120
43,Maceo Baston,1.000,.640,.240,.120,.000,.000,.529,,.320,
7,Malik Allen,.994,.128,.070,.196,.599,.006,.750,1.000,.009,.000
477,Malik Rose,.961,.311,.178,.161,.311,.039,.688,1.000,.017,.143
199,Manu Ginóbili,.605,.250,.096,.091,.168,.395,.269,.795,.018,.159
209,Marcin Gortat,1.000,.647,.235,.059,.059,.000,.625,,.118,
45,Marco Belinelli,.559,.151,.043,.022,.344,.441,.550,.875,.011,.341
32,Marcus Banks,.466,.262,.010,.037,.157,.534,.261,.900,.010,.167
91,Marcus Camby,.969,.425,.096,.118,.329,.031,.743,1.000,.115,.600
549,Marcus Vinicius,.400,.200,.000,.050,.150,.600,1.000,1.000,.150,.250
593,Marcus Williams,1.000,.250,.050,.200,.500,.000,.400,,.000,
108,Mardy Collins,.817,.389,.166,.154,.109,.183,.224,.750,.011,.281
578,Mario West,.918,.735,.102,.020,.061,.082,.571,,.143,.250
56,Mark Blount,.915,.258,.134,.113,.410,.085,.769,1.000,.083,.318
347,Mark Madsen,1.000,.579,.316,.105,.000,.000,.000,,.000,
289,Marko Jarić,.759,.299,.076,.055,.330,.241,.459,.891,.004,.276
124,Marquis Daniels,.818,.275,.217,.182,.144,.182,.407,.926,.021,.363
570,Martell Webster,.517,.162,.040,.061,.255,.483,.656,.959,.050,.438
596,Marvin Williams,.989,.284,.117,.113,.475,.011,.754,1.000,.087,.500
38,Matt Barnes,.590,.303,.140,.032,.115,.410,.612,.962,.054,.331
59,Matt Bonner,.529,.131,.151,.086,.162,.471,.680,1.000,.010,.212
94,Matt Carroll,.591,.141,.046,.083,.321,.409,.714,.981,.003,.423
229,Matt Harpring,.979,.386,.082,.177,.333,.021,.787,1.000,.008,1.000
2,Maurice Ager,.708,.338,.062,.046,.262,.292,.722,1.000,.077,.211
163,Maurice Evans,.617,.420,.053,.068,.075,.383,.652,.914,.147,.813
423,Mehmet Okur,.650,.231,.094,.088,.238,.350,.612,.965,.029,.139
162,Melvin Ely,1.000,.322,.406,.172,.100,.000,.506,,.094,
605,Metta World Peace,.770,.325,.128,.069,.248,.230,.290,.702,.033,.186
146,Michael Doleac,1.000,.175,.143,.222,.460,.000,.893,,.000,
173,Michael Finley,.531,.057,.049,.118,.307,.469,.639,.977,.008,.373
464,Michael Redd,.711,.280,.097,.147,.187,.289,.390,.792,.003,.203
480,Michael Ruffin,1.000,.839,.097,.065,.000,.000,.727,,.274,
193,Mickaël Gelabale,.764,.210,.102,.134,.318,.236,.528,.875,.038,.378
446,Mickaël Piétrus,.527,.318,.026,.018,.165,.473,.606,.894,.127,.770
48,Mike Bibby,.589,.134,.032,.040,.383,.411,.394,.935,.000,.149
110,Mike Conley,.794,.452,.093,.084,.165,.206,.113,.867,.002,.253
152,Mike Dunleavy,.652,.260,.106,.064,.222,.348,.572,.952,.011,.249
235,Mike Harris,.963,.611,.093,.130,.130,.037,.556,,.130,.500
285,Mike James,.666,.259,.128,.066,.214,.334,.414,1.000,.000,.278
380,Mike Miller,.564,.288,.044,.038,.195,.436,.382,.890,.019,.145
581,Mike Wilks,.778,.194,.083,.083,.417,.222,.500,.667,.000,.250
389,Mikki Moore,.996,.509,.200,.057,.229,.004,.720,,.209,.500
597,Mo Williams,.749,.220,.067,.143,.319,.251,.224,.798,.000,.203
158,Monta Ellis,.958,.426,.110,.092,.329,.042,.455,.917,.059,.481
13,Morris Almond,.733,.200,.133,.067,.333,.267,.667,1.000,.067,.500
442,Morris Peterson,.444,.194,.045,.041,.165,.556,.824,.965,.002,.585
488,Mouhamed Sene,1.000,.583,.250,.167,.000,.000,.545,,.042,
474,Nate Robinson,.627,.243,.056,.100,.228,.373,.286,.804,.005,.192
385,Nazr Mohammed,.998,.424,.208,.225,.140,.002,.610,,.076,.000
333,Nenad Krstić,.993,.200,.160,.130,.503,.007,.813,,.020,.000
251,Nenê,.986,.620,.099,.127,.141,.014,.586,,.225,.000
109,Nick Collison,.997,.482,.164,.084,.267,.003,.637,,.090,.000
168,Nick Fazekas,.976,.488,.354,.073,.061,.024,.630,,.024,.000
615,Nick Young,.791,.232,.103,.149,.308,.209,.247,.900,.040,.250
439,Oleksiy Pecherov,.520,.184,.048,.128,.160,.480,.593,1.000,.040,.150
223,Orien Greene,.909,.545,.091,.091,.182,.091,.667,,.182,.000
231,Othella Harrington,1.000,.262,.190,.381,.167,.000,.667,,.000,
81,P.J. Brown,.976,.439,.073,.171,.293,.024,.643,,.024,.000
188,Pat Garrity,.538,.063,.075,.075,.325,.463,.789,1.000,.000,.189
415,Patrick O'Bryant,1.000,.448,.310,.172,.069,.000,.813,,.138,
189,Pau Gasol,.982,.401,.256,.160,.165,.018,.609,1.000,.124,.375
128,Paul Davis,1.000,.338,.031,.200,.431,.000,.708,,.062,
381,Paul Millsap,.992,.572,.195,.074,.151,.008,.621,,.064,.000
445,Paul Pierce,.668,.287,.072,.131,.178,.332,.322,.881,.016,.107
510,Peja Stojaković,.489,.128,.046,.083,.233,.511,.645,.974,.005,.279
26,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
70,Primož Brezec,1.000,.383,.074,.223,.319,.000,.773,,.064,
472,Quentin Richardson,.614,.229,.072,.085,.229,.386,.508,.913,.016,.252
148,Quincy Douby,.636,.221,.131,.069,.215,.364,.256,.548,.009,.295
