,Player,G,MP,USG%
135,Guillermo Díaz,6,18,15.9
563,Hakim Warrick,75,1754,21.6
543,Hedo Türkoğlu,82,3026,24.8
25,Hilton Armstrong,65,732,15.1
352,Ian Mahinmi,6,23,37.4
139,Ike Diogu,30,305,24.8
544,Ime Udoka,73,1316,16.7
403,Ira Newble,49,698,14.2
36,J.J. Barea,44,460,22.3
497,J.R. Smith,74,1421,25.8
465,JJ Redick,34,276,22.9
547,Jacque Vaughn,74,1139,15.6
550,Jake Voskuhl,44,386,14.2
349,Jamaal Magloire,31,286,16.8
539,Jamaal Tinsley,39,1293,21.3
115,Jamal Crawford,80,3190,24.6
388,Jamario Moon,78,2166,14.4
401,Jameer Nelson,69,1961,19.0
29,James Augustine,25,149,13.4
316,James Jones,58,1276,14.8
448,James Posey,74,1821,13.5
429,Jannero Pargo,80,1497,24.2
149,Jared Dudley,73,1384,14.9
292,Jared Jeffries,73,1325,12.7
276,Jarrett Jack,82,2229,19.3
104,Jarron Collins,70,702,8.7
245,Jarvis Hayes,82,1287,21.1
105,Jason Collins,74,1172,7.4
237,Jason Hart,57,606,16.8
319,Jason Kapono,81,1530,17.7
322,Jason Kidd,80,2906,17.9
367,Jason Maxiell,82,1768,17.0
467,Jason Richardson,82,3149,25.9
498,Jason Smith,76,1107,16.1
528,Jason Terry,82,2579,21.7
587,Jason Williams,67,1886,17.0
116,Javaris Crittenton,50,679,21.8
176,Jeff Foster,77,1884,11.5
218,Jeff Green,80,2253,19.4
373,Jeff McInnis,54,1410,11.0
369,Jelani McCoy,6,33,7.6
468,Jeremy Richardson,27,132,17.6
416,Jermaine O'Neal,42,1206,24.8
125,Jermareo Davidson,38,322,21.9
283,Jerome James,2,5,16.9
508,Jerry Stackhouse,58,1412,22.4
410,Joakim Noah,74,1534,15.6
301,Joe Johnson,82,3343,25.6
499,Joe Smith,77,1726,21.0
19,Joel Anthony,24,498,9.4
455,Joel Przybilla,77,1819,10.4
210,Joey Graham,38,331,22.2
443,Johan Petro,72,1310,18.2
482,John Salmons,81,2517,19.2
167,Jordan Farmar,82,1690,20.2
184,Jorge Garbajosa,7,74,16.6
60,Josh Boone,70,1773,15.4
103,Josh Childress,76,2274,15.8
259,Josh Howard,76,2757,25.9
374,Josh McRoberts,8,28,20.3
450,Josh Powell,64,1228,15.7
502,Josh Smith,81,2873,25.0
90,José Calderón,82,2484,16.8
400,Juan Carlos Navarro,82,2117,20.2
143,Juan Dixon,53,668,22.8
611,Julian Wright,57,640,16.4
588,Justin Williams,23,123,16.2
260,Juwan Howard,50,353,11.5
137,Kaniel Dickens,5,12,11.3
481,Kareem Rush,71,1504,18.7
451,Kasib Powell,11,304,16.2
57,Keith Bogans,82,2198,14.4
336,Keith Langford,2,10,19.2
30,Kelenna Azubuike,81,1732,17.2
440,Kendrick Perkins,78,1912,13.5
532,Kenny Thomas,23,281,9.7
363,Kenyon Martin,71,2159,17.4
157,Kevin Durant,80,2768,28.1
187,Kevin Garnett,71,2328,25.5
364,Kevin Martin,61,2216,26.2
424,Kevin Ollie,40,300,12.1
147,Keyon Dooling,72,1334,19.6
253,Kirk Hinrich,75,2380,18.9
504,Kirk Snyder,36,761,16.6
85,Kobe Bryant,82,3192,31.4
441,Kosta Perović,7,38,15.1
265,Kris Humphries,70,925,22.1
533,Kurt Thomas,70,1584,13.5
78,Kwame Brown,38,713,14.6
330,Kyle Korver,75,1732,18.3
343,Kyle Lowry,82,2089,18.6
172,Kyrylo Fesenko,9,70,16.5
6,LaMarcus Aldridge,76,2649,25.3
421,Lamar Odom,77,2921,16.5
12,Lance Allred,3,10,22.1
262,Larry Hughes,68,2020,22.2
284,LeBron James,75,3027,33.5
35,Leandro Barbosa,82,2421,22.8
449,Leon Powe,56,809,22.8
327,Linas Kleiza,79,1889,18.9
266,Lindsey Hunter,24,215,17.7
302,Linton Johnson,8,63,18.0
604,Loren Woods,7,17,13.4
612,Lorenzen Wright,18,161,7.8
15,Lou Amundson,16,64,14.9
591,Lou Williams,80,1862,24.3
486,Luis Scola,82,2024,19.8
280,Luke Jackson,14,228,20.6
473,Luke Ridnour,61,1223,17.3
562,Luke Walton,74,1729,16.0
132,Luol Deng,63,2128,23.6
247,Luther Head,73,1379,19.3
43,Maceo Baston,15,103,15.3
7,Malik Allen,73,1096,16.1
477,Malik Rose,49,494,22.0
199,Manu Ginóbili,74,2299,28.7
209,Marcin Gortat,6,41,22.7
45,Marco Belinelli,33,241,19.1
32,Marcus Banks,36,569,19.7
91,Marcus Camby,79,2758,13.0
549,Marcus Vinicius,13,69,18.8
593,Marcus Williams,11,36,25.7
108,Mardy Collins,46,634,17.5
578,Mario West,64,269,11.7
56,Mark Blount,69,1542,19.8
347,Mark Madsen,20,151,9.9
289,Marko Jarić,75,2189,15.0
124,Marquis Daniels,74,1546,20.6
570,Martell Webster,75,2132,18.0
596,Marvin Williams,80,2765,20.1
38,Matt Barnes,73,1414,16.7
59,Matt Bonner,68,853,19.6
94,Matt Carroll,80,2016,16.1
229,Matt Harpring,76,1374,21.5
2,Maurice Ager,26,165,21.3
163,Maurice Evans,75,1720,16.5
423,Mehmet Okur,72,2390,19.6
162,Melvin Ely,52,621,18.5
605,Metta World Peace,57,2172,25.5
146,Michael Doleac,24,257,13.3
173,Michael Finley,82,2204,18.5
464,Michael Redd,72,2702,27.3
480,Michael Ruffin,46,632,7.7
193,Mickaël Gelabale,39,465,17.9
446,Mickaël Piétrus,66,1316,15.3
48,Mike Bibby,48,1573,22.0
110,Mike Conley,53,1381,18.8
152,Mike Dunleavy,82,2953,21.8
235,Mike Harris,17,159,19.7
285,Mike James,54,720,22.1
380,Mike Miller,70,2474,19.8
581,Mike Wilks,15,188,10.7
389,Mikki Moore,82,2385,12.7
597,Mo Williams,66,2410,22.1
158,Monta Ellis,81,3071,21.7
13,Morris Almond,9,39,22.5
442,Morris Peterson,76,1796,15.4
488,Mouhamed Sene,13,62,22.0
474,Nate Robinson,72,1883,23.1
385,Nazr Mohammed,82,1650,19.5
333,Nenad Krstić,45,812,20.9
251,Nenê,16,266,18.1
109,Nick Collison,78,2223,16.2
168,Nick Fazekas,26,269,18.0
615,Nick Young,75,1158,24.9
439,Oleksiy Pecherov,35,320,22.4
223,Orien Greene,7,61,13.2
231,Othella Harrington,22,166,16.6
81,P.J. Brown,18,209,12.9
188,Pat Garrity,31,284,16.0
415,Patrick O'Bryant,24,99,16.3
189,Pau Gasol,66,2351,22.1
128,Paul Davis,22,194,18.6
381,Paul Millsap,82,1702,18.1
445,Paul Pierce,80,2874,24.8
510,Peja Stojaković,77,2711,19.7
26,Player,G,MP,USG%
70,Primož Brezec,50,475,13.3
472,Quentin Richardson,65,1841,16.1
148,Quincy Douby,74,876,21.3
478,Quinton Ross,76,1505,12.0
334,Raef LaFrentz,39,291,12.9
14,Rafer Alston,74,2526,20.7
47,Raja Bell,75,2646,14.5
476,Rajon Rondo,77,2306,18.9
489,Ramon Sessions,17,450,17.1
390,Randolph Morris,18,181,19.8
177,Randy Foye,39,1259,20.4
368,Rashad McCants,75,2020,26.4
342,Rashard Lewis,81,3076,20.7
561,Rasheed Wallace,77,2346,20.5
402,Rasho Nesterović,71,1486,17.4
88,Rasual Butler,51,875,15.1
10,Ray Allen,73,2624,21.6
171,Raymond Felton,79,2972,20.8
166,Reggie Evans,81,1879,13.6
31,Renaldo Balkman,65,952,12.5
227,Richard Hamilton,72,2424,24.5
291,Richard Jefferson,82,3200,26.1
179,Richie Frahm,10,163,17.2
130,Ricky Davis,82,2963,20.0
256,Robert Horry,45,583,12.6
520,Robert Swift,8,98,12.3
93,Rodney Carney,70,1039,20.0
519,Rodney Stuckey,57,1081,23.1
366,Roger Mason,80,1708,18.9
153,Ronald Dupree,5,21,8.0
393,Ronald Murray,42,874,25.3
69,Ronnie Brewer,76,2088,17.5
452,Ronnie Price,61,588,19.1
541,Ronny Turiaf,78,1458,16.7
275,Royal Ivey,75,1437,15.8
435,Ruben Patterson,20,327,18.6
192,Rudy Gay,81,3000,25.0
65,Ryan Bowen,53,660,9.0
204,Ryan Gomes,82,2434,19.5
254,Ryan Hollins,60,532,13.3
516,Salim Stoudamire,35,402,25.2
97,Sam Cassell,55,1274,25.1
121,Samuel Dalembert,82,2724,15.4
438,Sasha Pavlović,51,1188,18.8
551,Sasha Vujačić,72,1279,19.8
447,Scot Pollard,22,173,10.1
357,Sean Marks,19,130,20.4
598,Sean Williams,73,1278,15.5
527,Sebastian Telfair,60,1933,16.6
475,Sergio Rodríguez,72,628,20.0
44,Shane Battier,80,2907,11.7
82,Shannon Brown,21,240,30.7
417,Shaquille O'Neal,61,1748,23.5
0,Shareef Abdur-Rahim,6,51,14.7
459,Shavlik Randolph,9,27,26.7
354,Shawn Marion,63,2315,18.5
600,Shawne Williams,65,967,21.3
601,Shelden Williams,64,776,17.0
431,Smush Parker,28,592,18.9
317,Solomon Jones,35,145,15.6
242,Spencer Hawes,71,931,19.2
211,Stephen Graham,22,128,25.4
281,Stephen Jackson,73,2855,23.1
353,Stephon Marbury,24,805,20.3
54,Steve Blake,81,2424,15.3
180,Steve Francis,10,199,18.6
399,Steve Nash,81,2780,22.0
413,Steve Novak,35,264,18.7
267,Steven Hunter,19,120,15.5
521,Stromile Swift,56,844,19.3
337,Stéphane Lasme,16,303,15.6
175,T.J. Ford,51,1199,26.8
325,Tarence Kinsey,11,96,20.2
219,Taurean Green,17,74,24.3
453,Tayshaun Prince,82,2694,19.9
487,Thabo Sefolosha,69,1436,17.3
616,Thaddeus Young,74,1554,17.4
461,Theo Ratliff,26,437,13.2
186,Thomas Gardner,4,45,27.4
151,Tim Duncan,78,2651,28.2
536,Tim Thomas,63,1940,20.7
11,Tony Allen,75,1373,19.6
434,Tony Parker,69,2312,28.2
371,Tracy McGrady,66,2440,30.4
138,Travis Diener,66,1356,16.5
426,Travis Outlaw,82,2186,26.0
239,Trenton Hassell,63,773,9.7
21,Trevor Ariza,35,546,15.6
261,Troy Hudson,9,93,18.4
392,Troy Murphy,75,2106,18.4
344,Tyronn Lue,50,736,18.2
537,Tyrus Thomas,74,1330,19.7
100,Tyson Chandler,79,2783,14.5
238,Udonis Haslem,49,1805,16.7
321,Viktor Khryapa,9,105,18.2
96,Vince Carter,76,2959,25.6
457,Vladimir Radmanović,65,1483,16.0
553,Von Wafer,29,154,22.7
524,Wally Szczerbiak,75,1736,22.1
248,Walter Herrmann,45,373,20.8
222,Willie Green,74,1970,23.9
101,Wilson Chandler,35,685,19.2
134,Yakhouba Diawara,54,542,12.8
383,Yao Ming,55,2044,27.1
293,Yi Jianlian,66,1647,18.4
460,Zach Randolph,69,2244,27.4
428,Zaza Pachulia,62,944,18.3
270,Zydrunas Ilgauskas,73,2222,22.9
