,Player,G,MP,USG%
616,Karl-Anthony Towns,82,2918,22.9
376,Kawhi Leonard,9,210,30.6
195,Kay Felder,16,140,28.4
492,Kelly Olynyk,76,1779,21.7
495,Kelly Oubre Jr.,81,2231,19.4
637,Kemba Walker,80,2736,27.4
517,Kendrick Perkins,1,15,11.4
193,Kenneth Faried,32,461,18.3
40,Kent Bazemore,65,1789,22.5
103,Kentavious Caldwell-Pope,74,2458,16.9
178,Kevin Durant,68,2325,30.4
390,Kevin Love,59,1651,25.1
387,Kevon Looney,66,910,12.4
53,Khem Birch,42,578,13.2
427,Khris Middleton,82,2982,24.6
611,Klay Thompson,73,2506,23.7
579,Kobi Simmons,32,643,17.0
361,Kosta Koufos,71,1391,15.2
177,Kris Dunn,52,1525,24.7
527,Kristaps Porziņģis,48,1553,31.0
12,Kyle Anderson,74,1978,13.5
130,Kyle Collinsworth,32,480,13.3
360,Kyle Korver,73,1574,16.0
362,Kyle Kuzma,77,2401,22.5
391,Kyle Lowry,78,2510,21.7
484,Kyle O'Quinn,77,1387,17.0
580,Kyle Singler,12,59,21.6
304,Kyrie Irving,60,1931,31.0
6,LaMarcus Aldridge,75,2509,29.1
593,Lance Stephenson,82,1850,21.6
610,Lance Thomas,73,1353,10.7
214,Langston Galloway,58,863,19.3
171,Larry Drew II,10,70,16.6
466,Larry Nance Jr.,66,1421,15.9
402,Lauri Markkanen,68,2020,21.9
316,LeBron James,82,3026,31.6
518,London Perrantes,14,66,10.9
33,Lonzo Ball,52,1780,17.4
88,Lorenzo Brown,14,139,11.9
662,Lou Williams,79,2589,29.8
407,Luc Mbah a Moute,61,1564,12.8
477,Lucas Nogueira,49,418,11.4
444,Luis Montero,2,8,16.6
27,Luke Babbitt,50,715,15.0
350,Luke Kennard,73,1463,17.2
359,Luke Kornet,20,326,19.0
161,Luol Deng,1,13,9.8
547,Malachi Richardson,26,324,15.2
81,Malcolm Brogdon,48,1436,19.1
159,Malcolm Delaney,54,1014,16.9
430,Malcolm Miller,15,126,12.1
42,Malik Beasley,62,583,16.2
439,Malik Monk,63,854,24.9
405,Mangok Mathiang,4,20,16.1
222,Manu Ginóbili,65,1299,21.5
84,MarShon Brooks,7,193,29.8
215,Marc Gasol,73,2408,25.6
227,Marcin Gortat,82,2075,15.5
44,Marco Belinelli,80,1947,20.7
219,Marcus Georges-Hunt,42,224,11.9
449,Marcus Morris,54,1442,23.0
497,Marcus Paige,5,28,23.0
581,Marcus Smart,54,1614,19.4
115,Mario Chalmers,66,1421,19.6
271,Mario Hezonja,75,1657,19.9
89,Markel Brown,4,31,12.8
212,Markelle Fultz,14,253,23.1
450,Markieff Morris,73,1968,19.5
118,Marquese Chriss,72,1527,18.1
601,Marquis Teague,3,74,12.9
589,Marreese Speights,52,675,26.9
520,Marshall Plumlee,8,52,11.3
664,Marvin Williams,78,2006,14.8
521,Mason Plumlee,74,1439,16.6
138,Matt Costello,4,32,7.0
665,Matt Williams,3,11,28.6
160,Matthew Dellavedova,38,712,13.5
243,Maurice Harkless,59,1264,12.6
357,Maxi Kleber,72,1206,13.7
377,Meyers Leonard,33,254,16.1
43,Michael Beasley,74,1653,26.9
110,Michael Carter-Williams,52,835,16.6
351,Michael Kidd-Gilchrist,74,1850,16.1
133,Mike Conley,12,373,25.9
317,Mike James,36,687,25.1
464,Mike Muscala,53,1060,15.7
568,Mike Scott,76,1406,20.0
522,Miles Plumlee,55,918,12.8
604,Miloš Teodosić,45,1134,18.2
168,Milton Doyle,10,125,18.2
364,Mindaugas Kuzminskas,1,2,43.7
602,Mirza Teletović,10,159,18.2
451,Monte Morris,3,25,13.7
244,Montrezl Harrell,76,1293,23.8
265,Myke Henry,20,378,15.7
619,Myles Turner,65,1836,20.0
673,Nate Wolters,5,19,14.2
438,Naz Mitrou-Long,1,1,45.0
56,Nemanja Bjelica,67,1371,14.3
274,Nenê,52,758,18.9
476,Nerlens Noel,30,472,13.8
132,Nick Collison,15,75,18.2
681,Nick Young,80,1393,17.5
37,Nicolas Batum,64,1981,18.3
91,Nicolás Brussino,4,10,8.7
259,Nigel Hayes,9,122,13.3
590,Nik Stauskas,41,523,15.9
338,Nikola Jokić,75,2443,24.2
434,Nikola Mirotić,55,1494,23.4
632,Nikola Vučević,57,1683,25.9
629,Noah Vonleh,54,875,14.5
529,Norman Powell,70,1062,18.9
17,OG Anunoby,74,1481,12.4
653,Okaro White,6,80,10.3
333,Omari Johnson,4,75,14.4
112,Omri Casspi,53,740,16.3
525,Otto Porter Jr.,77,2432,18.4
617,P.J. Tucker,82,2281,10.5
169,PJ Dozier,2,3,42.9
575,Pascal Siakam,81,1679,15.7
134,Pat Connaughton,82,1488,13.4
52,Patrick Beverley,11,334,19.6
410,Patrick McCaw,57,961,12.8
504,Patrick Patterson,82,1270,10.8
431,Patty Mills,82,2107,17.8
216,Pau Gasol,77,1812,20.4
218,Paul George,79,2891,25.7
433,Paul Millsap,38,1143,22.0
687,Paul Zipser,54,824,15.2
20,Player,G,MP,USG%
1,Quincy Acy,70,1359,14.4
524,Quincy Pondexter,23,196,15.0
135,Quinn Cook,33,740,17.5
294,R.J. Hunter,5,45,22.5
554,Rajon Rondo,65,1705,16.9
571,Ramon Sessions,28,392,19.3
625,Rashad Vaughn,28,212,13.7
473,Raul Neto,41,498,18.3
199,Raymond Felton,82,1365,20.4
93,Reggie Bullock,62,1732,15.7
264,Reggie Hearn,3,7,12.7
315,Reggie Jackson,45,1201,27.1
321,Richard Jefferson,20,163,9.4
285,Richaun Holmes,48,746,16.6
560,Ricky Rubio,77,2254,22.9
140,Robert Covington,80,2532,17.2
389,Robin Lopez,64,1690,20.4
286,Rodney Hood,60,1616,24.3
419,Rodney McGruder,18,299,12.1
533,Rodney Purvis,16,290,18.7
31,Ron Baker,29,385,10.0
284,Rondae Hollis-Jefferson,68,1920,22.2
483,Royce O'Neale,69,1150,14.6
217,Rudy Gay,57,1231,24.6
223,Rudy Gobert,56,1816,16.9
650,Russell Westbrook,80,2914,34.1
13,Ryan Anderson,66,1725,14.4
18,Ryan Arcidiacono,24,304,8.1
425,Salah Mejri,61,729,12.8
158,Sam Dekker,73,883,15.5
289,Scotty Hopson,1,8,16.3
352,Sean Kilpatrick,52,640,24.9
485,Semi Ojeleye,73,1150,9.0
296,Serge Ibaka,76,2093,19.4
457,Shabazz Muhammad,43,418,23.0
469,Shabazz Napier,74,1535,19.5
367,Shane Larkin,54,775,15.5
256,Shaquille Harrison,23,384,18.0
385,Shaun Livingston,71,1129,16.6
395,Shelvin Mack,69,1365,17.6
614,Sindarius Thornwell,73,1156,12.1
365,Skal Labissière,60,1240,21.1
278,Solomon Hill,12,187,12.2
165,Spencer Dinwiddie,80,2306,20.3
335,Stanley Johnson,69,1894,16.4
151,Stephen Curry,51,1631,31.0
90,Sterling Brown,54,776,14.0
2,Steven Adams,76,2487,16.7
371,T.J. Leaf,53,459,14.9
412,T.J. McConnell,76,1706,13.8
643,T.J. Warren,65,2142,24.9
221,Taj Gibson,82,2726,14.7
57,Tarik Black,51,536,15.6
531,Taurean Prince,82,2464,22.1
200,Terrance Ferguson,61,763,10.4
558,Terrence Ross,24,600,17.3
559,Terry Rozier,80,2068,20.4
569,Thabo Sefolosha,38,806,16.4
682,Thaddeus Young,81,2607,17.3
92,Thomas Bryant,15,72,15.9
398,Thon Maker,74,1238,14.6
207,Tim Frazier,59,838,12.8
241,Tim Hardaway Jr.,57,1885,23.8
535,Tim Quarterman,3,13,20.0
453,Timofey Mozgov,31,359,16.8
392,Timothé Luwawu-Cabarrot,52,807,17.5
251,Tobias Harris,80,2668,23.3
566,Tomáš Satoranský,73,1643,13.7
9,Tony Allen,22,273,18.9
77,Tony Bradley,9,29,18.4
502,Tony Parker,55,1071,20.5
588,Tony Snell,75,2053,10.6
142,Torrey Craig,39,629,11.9
644,Travis Wear,17,228,15.2
228,Treveon Graham,63,1050,11.3
19,Trevor Ariza,67,2269,14.4
68,Trevor Booker,68,1158,16.6
94,Trey Burke,36,785,25.1
394,Trey Lyles,73,1391,21.1
420,Trey McKinney-Jones,1,1,0.0
613,Tristan Thompson,53,1072,12.6
153,Troy Daniels,79,1622,17.2
666,Troy Williams,21,307,20.1
114,Tyler Cavanaugh,39,518,14.8
166,Tyler Dorsey,56,974,20.0
188,Tyler Ennis,54,683,17.1
336,Tyler Johnson,72,2052,18.6
393,Tyler Lydon,1,2,0.0
621,Tyler Ulis,71,1658,18.5
684,Tyler Zeller,66,1109,16.4
191,Tyreke Evans,52,1607,28.4
639,Tyrone Wallace,30,851,16.6
116,Tyson Chandler,46,1151,10.6
346,Tyus Jones,82,1467,12.7
258,Udonis Haslem,14,72,11.1
62,Vander Blue,5,45,8.4
491,Victor Oladipo,75,2552,30.1
109,Vince Carter,58,1026,14.7
295,Vince Hunter,4,7,38.5
32,Wade Baldwin,7,80,16.1
374,Walt Lemon Jr.,5,35,26.4
183,Wayne Ellington,77,2041,17.3
570,Wayne Selden,35,692,22.6
307,Wes Iwundu,62,1020,11.6
337,Wesley Johnson,74,1486,13.0
406,Wesley Matthews,63,2131,17.6
36,Will Barton,81,2683,20.7
113,Willie Cauley-Stein,73,2044,21.8
543,Willie Reed,42,428,16.6
268,Willy Hernangómez,48,495,21.0
117,Wilson Chandler,74,2346,14.3
460,Xavier Munford,6,21,19.1
540,Xavier Rathan-Mayes,5,118,21.7
576,Xavier Silas,2,7,19.1
201,Yogi Ferrell,82,2282,17.0
129,Zach Collins,66,1045,15.4
369,Zach LaVine,24,656,29.5
539,Zach Randolph,59,1508,27.6
496,Zaza Pachulia,69,972,17.0
534,Zhou Qi,18,124,16.8
0,Álex Abrines,75,1134,12.7
23,Ömer Aşık,18,182,8.7
