,Player,G,MP,USG%
264,Dahntay Jones,78,1671,17.0
495,Dajuan Wagner,1,7,17.5
109,Dale Davis,46,464,10.3
513,Damien Wilkins,82,2037,17.7
303,Damir Markota,30,170,19.1
265,Damon Jones,60,1173,15.9
460,Damon Stoudamire,62,1501,17.3
117,Dan Dickau,50,444,21.3
157,Dan Gadzuric,54,840,17.0
143,Daniel Ewing,61,712,15.0
167,Daniel Gibson,60,988,13.4
150,Danny Fortson,14,158,14.6
176,Danny Granger,82,2785,18.2
454,Darius Songaila,37,700,18.3
328,Darko Miličić,80,1913,18.7
17,Darrell Armstrong,81,1275,17.4
307,Darrick Martin,31,220,24.3
193,David Harrison,24,190,22.1
290,David Lee,58,1731,14.9
355,David Noel,68,792,13.4
508,David Wesley,35,352,13.4
509,David West,52,1900,23.8
122,DeSagana Diop,81,1480,7.9
458,DeShawn Stevenson,82,2419,17.6
66,Dee Brown,49,450,14.5
510,Delonte West,69,2219,19.3
259,DerMarr Johnson,39,419,19.5
12,Derek Anderson,50,1190,15.1
148,Derek Fisher,82,2287,18.2
518,Deron Williams,80,2950,22.2
145,Desmon Farmer,8,32,23.3
311,Desmond Mason,75,2575,21.9
166,Devean George,60,1283,16.1
67,Devin Brown,58,1662,19.6
192,Devin Harris,80,2081,19.1
476,Dijon Thompson,6,50,17.1
347,Dikembe Mutombo,75,1289,8.3
358,Dirk Nowitzki,78,2820,28.9
466,Donell Taylor,47,369,20.8
305,Donyell Marshall,81,1360,19.8
536,Dorell Wright,66,1292,17.1
91,Doug Christie,7,82,13.1
172,Drew Gooden,80,2238,20.0
266,Dwayne Jones,4,18,14.2
216,Dwight Howard,82,3023,22.7
492,Dwyane Wade,51,1931,34.7
31,Earl Barron,28,203,23.8
58,Earl Boykins,66,2031,21.6
502,Earl Watson,77,2152,19.4
182,Eddie Griffin,13,92,17.8
215,Eddie House,56,946,22.8
267,Eddie Jones,64,1594,14.7
103,Eddy Curry,81,2849,25.5
349,Eduardo Nájera,75,1658,12.0
62,Elton Brand,80,3077,24.3
364,Emeka Okafor,67,2329,19.1
386,Eric Piatkowski,11,73,19.0
452,Eric Snow,82,1929,11.4
519,Eric Williams,21,121,23.3
105,Erick Dampier,76,1915,12.8
228,Ersan İlyasova,66,973,21.0
35,Esteban Batista,13,81,13.1
470,Etan Thomas,65,1246,14.4
362,Fabricio Oberto,79,1365,12.9
136,Francisco Elson,70,1332,14.4
159,Francisco García,79,1410,15.9
270,Fred Jones,63,1319,16.9
382,Gary Payton,68,1503,14.4
177,Gerald Green,81,1780,23.7
498,Gerald Wallace,72,2640,22.5
15,Gilbert Arenas,74,2942,31.4
169,Gordan Giriček,61,1188,18.2
206,Grant Hill,65,2009,21.8
73,Greg Buckner,76,1372,12.0
501,Hakim Warrick,82,2152,21.9
1,Hassan Adams,61,495,16.3
483,Hedo Türkoğlu,73,2268,21.7
18,Hilton Armstrong,56,634,13.6
119,Ike Diogu,59,760,22.9
484,Ime Udoka,75,2144,13.7
353,Ira Newble,15,129,15.6
318,Ivan McFarlin,11,41,19.2
27,J.J. Barea,33,191,25.0
445,J.R. Smith,63,1471,22.8
409,JJ Redick,42,622,18.1
76,Jackie Butler,11,103,22.8
487,Jacque Vaughn,64,760,14.7
478,Jake Tsakalidis,36,390,13.2
490,Jake Voskuhl,73,1043,15.7
428,Jalen Rose,29,246,18.3
299,Jamaal Magloire,81,1703,17.4
477,Jamaal Tinsley,72,2243,23.8
101,Jamal Crawford,59,2198,24.1
434,Jamal Sampson,22,125,10.3
351,Jameer Nelson,77,2331,23.0
21,James Augustine,2,7,19.9
273,James Jones,76,1376,16.5
289,James Lang,11,55,10.6
391,James Posey,71,1919,13.1
441,James Singleton,53,376,13.7
511,James White,6,137,18.2
374,Jannero Pargo,82,1710,23.1
253,Jared Jeffries,55,1307,10.3
411,Jared Reiner,27,244,11.4
234,Jarrett Jack,79,2651,18.0
93,Jarron Collins,82,913,12.0
200,Jarvis Hayes,81,1626,17.3
94,Jason Collins,80,1844,7.1
194,Jason Hart,36,846,15.4
277,Jason Kapono,67,1767,17.9
279,Jason Kidd,80,2933,19.4
313,Jason Maxiell,67,943,18.9
412,Jason Richardson,51,1675,22.3
469,Jason Terry,81,2846,21.3
522,Jason Williams,61,1865,18.2
151,Jeff Foster,75,1740,9.9
320,Jeff McInnis,38,702,15.3
413,Jeremy Richardson,6,20,16.1
360,Jermaine O'Neal,69,2459,28.1
243,Jerome James,41,273,18.3
457,Jerry Stackhouse,67,1615,25.0
260,Joe Johnson,57,2359,28.3
446,Joe Smith,65,1503,18.9
400,Joel Przybilla,43,701,8.7
174,Joey Graham,79,1319,17.4
385,Johan Petro,81,1510,16.7
295,John Lucas III,47,383,21.8
433,John Salmons,79,2135,15.3
144,Jordan Farmar,72,1090,15.8
158,Jorge Garbajosa,67,1909,15.2
53,Josh Boone,61,669,17.4
90,Josh Childress,55,2024,15.7
217,Josh Howard,70,2455,25.2
394,Josh Powell,37,353,17.1
449,Josh Smith,72,2647,24.1
79,José Calderón,77,1614,19.5
123,Juan Dixon,81,1926,20.7
210,Julius Hodge,9,65,11.4
274,Jumaine Jones,18,138,19.2
190,Junior Harrington,29,543,17.4
410,Justin Reed,41,318,20.8
523,Justin Williams,26,333,17.6
218,Juwan Howard,80,2123,18.9
50,Keith Bogans,59,990,14.9
322,Keith McLeod,48,718,16.3
23,Kelenna Azubuike,41,669,18.7
87,Kelvin Cato,18,95,15.9
383,Kendrick Perkins,72,1576,12.2
472,Kenny Thomas,62,1412,13.6
309,Kenyon Martin,2,63,17.9
160,Kevin Garnett,76,2995,27.4
310,Kevin Martin,80,2818,23.2
366,Kevin Ollie,53,919,12.8
532,Kevin Willis,5,43,17.2
389,Kevinn Pinkney,6,100,15.8
127,Keyon Dooling,66,1435,19.1
207,Kirk Hinrich,80,2839,21.6
453,Kirk Snyder,39,563,17.0
72,Kobe Bryant,77,3140,33.6
221,Kris Humphries,60,670,17.4
473,Kurt Thomas,67,1208,12.1
69,Kwame Brown,41,1132,15.0
285,Kyle Korver,74,2288,21.3
294,Kyle Lowry,10,175,16.1
3,LaMarcus Aldridge,63,1392,19.3
363,Lamar Odom,56,2202,19.8
220,Larry Hughes,70,2596,21.7
419,Lawrence Roberts,54,969,14.1
244,LeBron James,78,3190,31.0
26,Leandro Barbosa,80,2613,23.4
393,Leon Powe,63,720,18.1
282,Linas Kleiza,79,1488,17.6
222,Lindsey Hunter,52,745,18.7
261,Linton Johnson,54,720,14.8
537,Lorenzen Wright,67,1035,10.5
8,Lou Amundson,11,89,12.7
524,Lou Williams,61,688,20.0
236,Luke Jackson,13,138,18.1
417,Luke Ridnour,71,2091,20.0
436,Luke Schenscher,11,118,12.0
500,Luke Walton,60,1982,16.8
114,Luol Deng,82,3071,22.2
202,Luther Head,80,2211,18.6
180,Lynn Greer,41,432,18.1
34,Maceo Baston,47,405,14.2
4,Malik Allen,60,638,20.5
429,Malik Rose,65,810,15.3
168,Manu Ginóbili,75,2060,27.1
239,Marc Jackson,56,1025,22.2
25,Marcus Banks,45,503,23.5
80,Marcus Camby,70,2369,15.9
489,Marcus Vinicius,13,103,10.7
525,Marcus Williams,79,1315,25.0
95,Mardy Collins,52,777,18.8
49,Mark Blount,82,2544,19.8
297,Mark Madsen,56,473,7.5
247,Marko Jarić,70,1555,13.5
107,Marquis Daniels,45,800,20.8
506,Martell Webster,82,1759,16.7
526,Marvin Williams,64,2179,20.0
29,Matt Barnes,76,1813,18.5
52,Matt Bonner,56,653,20.3
83,Matt Carroll,72,1878,19.9
155,Matt Freije,19,147,18.7
186,Matt Harpring,77,1965,20.8
2,Maurice Ager,32,214,21.7
140,Maurice Evans,76,1732,17.3
467,Maurice Taylor,12,103,17.3
365,Mehmet Okur,80,2664,22.8
137,Melvin Ely,30,309,19.1
533,Metta World Peace,70,2641,23.3
126,Michael Doleac,56,698,15.1
147,Michael Finley,82,1823,19.6
367,Michael Olowokandi,24,234,12.5
408,Michael Redd,53,2036,29.5
432,Michael Ruffin,30,271,6.2
165,Mickaël Gelabale,70,1239,12.8
388,Mickaël Piétrus,72,1937,17.2
40,Mike Bibby,82,2784,24.5
131,Mike Dunleavy,82,2580,19.0
184,Mike Hall,2,13,13.5
245,Mike James,82,2069,20.5
334,Mike Miller,70,2740,21.1
463,Mike Sweetney,48,385,23.7
514,Mike Wilks,47,534,16.2
339,Mikki Moore,79,2082,16.2
226,Mile Ilić,5,6,46.6
527,Mo Williams,68,2472,24.4
135,Monta Ellis,77,2638,22.4
384,Morris Peterson,71,1515,19.1
438,Mouhamed Sene,28,169,19.5
424,Nate Robinson,64,1356,22.0
338,Nazr Mohammed,51,773,18.5
286,Nenad Krstić,26,848,23.5
205,Nenê,64,1715,19.2
96,Nick Collison,82,2378,16.2
179,Orien Greene,41,254,17.8
191,Othella Harrington,26,220,16.7
70,P.J. Brown,72,1456,17.0
481,P.J. Tucker,17,83,19.1
455,Pape Sow,7,34,17.2
74,Pat Burke,23,164,21.3
161,Pat Garrity,33,277,15.4
359,Patrick O'Bryant,16,119,17.0
163,Pau Gasol,59,2133,25.3
110,Paul Davis,31,180,16.5
335,Paul Millsap,82,1472,17.8
387,Paul Pierce,47,1740,30.7
459,Peja Stojaković,13,425,24.9
22,Player,G,MP,USG%
326,Pops Mensah-Bonsu,12,71,22.3
64,Primož Brezec,58,838,18.5
416,Quentin Richardson,49,1621,18.7
128,Quincy Douby,42,359,18.5
430,Quinton Ross,81,1700,12.2
288,Raef LaFrentz,27,352,16.8
14,Rafael Araújo,28,248,17.1
7,Rafer Alston,82,3040,19.4
39,Raja Bell,78,2917,17.0
426,Rajon Rondo,78,1831,16.5
340,Randolph Morris,5,44,11.0
152,Randy Foye,82,1879,22.9
292,Randy Livingston,4,26,7.0
315,Rashad McCants,37,554,20.3
291,Rashard Lewis,60,2348,24.4
499,Rasheed Wallace,75,2419,19.6
352,Rasho Nesterović,80,1676,13.8
77,Rasual Butler,81,2223,18.3
306,Rawle Marshall,40,361,15.9
5,Ray Allen,55,2219,29.5
146,Raymond Felton,78,2832,21.9
142,Reggie Evans,66,1127,14.8
24,Renaldo Balkman,68,1064,15.5
300,Renaldo Major,1,27,18.7
185,Richard Hamilton,75,2763,25.9
252,Richard Jefferson,55,1956,22.1
111,Ricky Davis,81,3021,21.9
209,Robert Hite,12,136,24.8
214,Robert Horry,68,1124,13.6
82,Rodney Carney,67,1169,18.7
312,Roger Mason,62,492,18.3
397,Roger Powell,3,13,23.7
134,Ronald Dupree,19,94,19.2
346,Ronald Murray,69,1477,18.7
63,Ronnie Brewer,56,675,16.8
398,Ronnie Price,58,563,18.3
482,Ronny Turiaf,72,1087,15.7
232,Royal Ivey,53,539,16.2
378,Ruben Patterson,81,2508,22.2
164,Rudy Gay,78,2103,21.3
171,Ryan Gomes,73,2275,18.5
213,Ryan Hollins,27,185,17.1
461,Salim Stoudamire,61,1034,22.7
86,Sam Cassell,58,1407,26.5
104,Samuel Dalembert,82,2535,16.7
381,Sasha Pavlović,67,1534,19.1
491,Sasha Vujačić,73,935,15.4
390,Scot Pollard,24,109,13.2
371,Scott Padgett,31,231,14.2
304,Sean Marks,3,17,18.2
314,Sean May,35,838,23.5
468,Sebastian Telfair,78,1578,17.8
425,Sergio Rodríguez,67,862,17.8
528,Shammond Williams,30,345,13.2
37,Shane Battier,82,2988,12.1
71,Shannon Brown,23,202,21.1
361,Shaquille O'Neal,40,1135,29.4
0,Shareef Abdur-Rahim,80,2015,19.5
293,Shaun Livingston,54,1611,17.4
404,Shavlik Randolph,13,179,17.2
302,Shawn Marion,80,3010,19.3
529,Shawne Williams,46,556,15.5
530,Shelden Williams,81,1514,15.9
376,Smush Parker,82,2457,18.6
275,Solomon Jones,58,666,12.8
92,Speedy Claxton,42,1054,16.6
325,Stanislav Medvedenko,14,81,24.3
175,Stephen Graham,14,165,16.2
240,Stephen Jackson,75,2479,22.1
301,Stephon Marbury,74,2748,21.5
44,Steve Blake,82,2225,13.0
154,Steve Francis,44,1237,19.7
350,Steve Nash,76,2682,22.9
357,Steve Novak,35,191,13.4
223,Steven Hunter,70,1605,13.2
451,Steven Smith,8,28,18.0
464,Stromile Swift,54,1029,20.8
149,T.J. Ford,75,2243,26.1
280,Tarence Kinsey,48,967,18.4
399,Tayshaun Prince,82,3001,18.9
437,Thabo Sefolosha,71,868,17.2
406,Theo Ratliff,2,44,5.9
130,Tim Duncan,80,2726,27.9
474,Tim Thomas,76,2054,20.1
6,Tony Allen,33,805,22.1
36,Tony Battie,66,1575,13.4
377,Tony Parker,77,2499,27.4
319,Tracy McGrady,71,2539,35.0
118,Travis Diener,26,288,16.0
369,Travis Outlaw,67,1532,21.8
198,Trenton Hassell,76,2223,11.8
16,Trevor Ariza,57,1278,19.2
219,Troy Hudson,34,554,20.9
343,Troy Murphy,68,1852,17.2
296,Tyronn Lue,56,1488,21.0
475,Tyrus Thomas,72,966,20.9
88,Tyson Chandler,73,2525,12.3
197,Udonis Haslem,79,2483,17.5
443,Uroš Slokar,20,72,26.2
456,Vassilis Spanoulis,31,272,20.5
278,Viktor Khryapa,33,231,18.8
85,Vince Carter,82,3126,30.8
392,Vitaly Potapenko,3,13,20.7
403,Vladimir Radmanović,55,986,19.0
493,Von Wafer,1,1,46.2
465,Wally Szczerbiak,32,900,25.0
204,Walter Herrmann,48,936,18.7
439,Wayne Simien,8,93,14.8
47,Will Blalock,14,166,12.8
97,Will Conroy,7,52,6.0
178,Willie Green,74,1842,25.7
116,Yakhouba Diawara,64,1177,12.8
336,Yao Ming,48,1624,33.5
284,Yaroslav Korolev,10,41,22.1
405,Zach Randolph,68,2425,33.1
370,Zaza Pachulia,72,2026,21.3
225,Zydrunas Ilgauskas,78,2130,21.7
248,Šarūnas Jasikevičius,63,973,20.6
