,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
573,A.J. Hammons,0,0.8,1.9,0.9,0.4,1.3,0.2,0.0,0.6,0.5,1.0
426,Aaron Brooks,0,1.9,4.6,0.6,0.3,0.8,1.9,0.4,0.1,1.0,1.4
116,Aaron Gordon,72,4.9,10.8,2.7,1.5,3.6,1.9,0.8,0.5,1.1,2.2
619,Aaron Harrison,0,0.0,0.8,0.4,0.0,0.6,0.6,0.0,0.0,0.0,0.4
496,Adreian Payne,0,1.3,3.0,1.1,0.5,1.3,0.4,0.4,0.4,0.4,1.8
87,Al Horford,68,5.6,11.8,2.0,1.4,5.4,5.0,0.8,1.3,1.7,2.0
246,Al Jefferson,1,3.6,7.1,1.3,1.1,3.1,0.9,0.3,0.2,0.5,1.9
231,Al-Farouq Aminu,25,3.0,7.6,2.2,1.3,6.1,1.6,1.0,0.7,1.5,1.7
528,Alan Anderson,0,1.0,2.7,0.5,0.1,0.7,0.4,0.1,0.0,0.2,1.2
269,Alan Williams,0,2.9,5.7,2.4,2.0,4.2,0.5,0.6,0.7,0.8,2.7
311,Alec Burks,0,2.4,5.9,1.9,0.4,2.5,0.7,0.4,0.1,0.8,1.2
250,Alex Len,34,3.0,6.0,2.7,2.0,4.6,0.6,0.5,1.3,1.3,3.1
156,Alex Poythress,1,4.2,9.0,1.7,1.8,3.0,0.8,0.5,0.3,0.5,2.3
395,Alexis Ajinça,15,2.3,4.6,1.0,1.2,3.4,0.3,0.5,0.6,0.8,2.0
154,Allen Crabbe,7,3.8,8.2,1.6,0.2,2.6,1.2,0.7,0.3,0.8,2.2
612,Alonzo Gee,0,0.2,1.1,0.7,0.3,0.8,0.5,0.4,0.1,0.3,1.1
324,Amir Johnson,77,2.7,4.6,1.3,1.5,3.1,1.8,0.6,0.8,1.0,2.6
604,Anderson Varejão,1,0.4,1.0,0.8,0.9,1.1,0.7,0.2,0.2,0.6,1.1
98,Andre Drummond,81,6.0,11.2,4.4,4.3,9.5,1.1,1.5,1.1,1.9,2.9
263,Andre Iguodala,0,2.9,5.5,1.3,0.7,3.3,3.4,1.0,0.5,0.8,1.3
321,Andre Roberson,79,2.7,5.9,1.4,1.2,3.9,1.0,1.2,1.0,0.6,2.6
523,Andrew Bogut,21,1.4,3.0,0.4,2.1,6.0,1.8,0.5,0.9,1.6,3.2
362,Andrew Harrison,18,1.6,5.0,2.7,0.3,1.6,2.8,0.7,0.3,1.2,2.7
550,Andrew Nicholson,0,1.1,2.9,0.4,0.4,1.2,0.3,0.4,0.2,0.4,1.4
17,Andrew Wiggins,82,8.6,19.1,6.6,1.2,2.8,2.3,1.0,0.4,2.3,2.2
425,Anthony Bennett,1,1.7,4.0,1.6,1.1,2.3,0.5,0.2,0.1,0.5,0.8
484,Anthony Brown,0,1.6,4.5,0.0,0.7,2.3,0.7,0.5,0.1,0.5,1.4
3,Anthony Davis,75,10.3,20.3,8.6,2.3,9.5,2.1,1.3,2.2,2.4,2.2
384,Anthony Morrow,7,2.0,5.1,0.8,0.2,0.4,0.5,0.5,0.0,0.1,0.9
292,Anthony Tolliver,9,2.4,5.4,1.3,0.8,2.9,1.2,0.5,0.3,0.9,1.7
270,Archie Goodwin,0,2.4,4.4,2.8,0.5,1.4,1.6,0.3,0.3,0.9,0.5
