Season,Player,G,MP,USG%,FGA,Personal Fouls Committed,BLK,STL,DRB,ORB,TOV,AST,% of FG Ast'd - 3P,% of FG Ast'd - 2P,FTr,Shooting Fouls Drawn,Corner 3s - %3PA,% of FGA by Distance - 3P,% of FGA by Distance - 16-3P,% of FGA by Distance - 10-16,% of FGA by Distance - 3-10,% of FGA by Distance - 0-3,Dunks - %FGA
2016,Jabari Parker,76.0,2408.0,20.9,27.08187326850697,4.590148011611351,0.9180296023222703,2.065566605225108,8.262266420900431,3.672118409289081,3.4426110087085124,3.9016258098696475,0.778,0.719,0.254,,0.514,0.039,0.21,0.14,0.15,0.461,0.154
2016,James Johnson,57.0,926.0,15.9,36.66565968027094,13.09487845723962,5.237951382895849,4.364959485746541,14.840862251538235,4.364959485746541,7.856927074343773,10.475902765791698,1.0,0.34,0.283,,0.515,0.275,0.054,0.029,0.167,0.475,0.067
2016,James Michael McAdoo,41.0,262.0,20.1,112.84377367286287,56.42188683643143,11.28437736728629,11.28437736728629,39.49532078550201,39.49532078550201,22.56875473457258,22.56875473457258,1.0,0.773,0.583,,0.0,0.024,0.048,0.06,0.226,0.643,0.19
2016,Jared Dudley,81.0,2098.0,12.7,20.605957282845072,7.898950291757277,0.6868652427615025,3.0908935924267604,9.959546020041785,2.404028349665258,3.434326213807512,7.212085048995775,1.0,0.872,0.201,,0.244,0.489,0.298,0.057,0.027,0.127,0.0
2016,Jared Sullinger,81.0,1915.0,21.8,41.220661399286925,10.7173719638146,2.4732396839572153,3.7098595259358236,24.32019022557929,9.892958735828861,5.3586859819073,9.480752121835993,1.0,0.609,0.2,,0.019,0.128,0.287,0.092,0.202,0.292,0.009
2016,Jarell Martin,27.0,380.0,19.2,50.01626592797783,24.426548476454293,3.489506925207756,3.489506925207756,19.773872576177283,16.284365650969526,8.142182825484763,6.979013850415512,0.0,0.574,0.534,,0.0,0.017,0.216,0.129,0.172,0.466,0.052
2016,Jerami Grant,77.0,2066.0,18.0,24.96306418677355,8.961099964482813,5.120628551133036,2.240274991120703,10.8813356711577,4.1605106977955915,4.480549982241406,5.760707120024666,1.0,0.685,0.538,,0.5,0.244,0.035,0.047,0.184,0.491,0.137
2016,Johnny O'Bryant,66.0,857.0,13.5,43.727905953987275,20.497455915931535,1.3664970610621023,4.0994911831863075,23.230450038055743,13.664970610621026,6.832485305310513,6.832485305310513,1.0,0.729,0.191,,1.0,0.005,0.378,0.096,0.177,0.344,0.053
2016,Jon Leuer,67.0,1255.0,19.8,45.966630370946504,12.476656814971191,2.626664592625514,3.9399968889382713,28.893310518880657,7.223327629720164,7.223327629720164,7.223327629720164,1.0,0.604,0.217,,0.145,0.236,0.142,0.137,0.18,0.305,0.088
2016,Jonas Jerebko,78.0,1176.0,13.5,37.50237401082883,18.24439816743024,3.040733027905039,3.040733027905039,27.36659725114536,10.135776759683464,7.095043731778425,8.108621407746774,1.0,0.693,0.273,,0.343,0.378,0.108,0.035,0.136,0.343,0.035
2016,Jordan Mickey,16.0,57.0,20.5,254.15623268698062,54.46204986149585,127.07811634349031,0.0,72.61606648199445,72.61606648199445,18.154016620498613,18.154016620498613,0.0,0.5,0.455,,0.0,0.0,0.091,0.091,0.136,0.682,0.136
2016,Josh Huestis,5.0,55.0,13.0,45.69917355371901,11.424793388429752,7.616528925619836,3.808264462809918,30.466115702479343,7.616528925619836,11.424793388429752,0.0,1.0,1.0,0.333,,0.333,0.5,0.167,0.083,0.167,0.083,0.083
2016,Josh McRoberts,42.0,595.0,15.0,40.18048442906575,18.3682214532872,2.2960276816609,4.5920553633218,22.960276816608996,5.740069204152249,8.03609688581315,21.812262975778545,1.0,0.581,0.27,,0.082,0.331,0.142,0.088,0.176,0.264,0.061
2016,Josh Smith,55.0,880.0,22.9,56.699999999999996,18.900000000000002,8.100000000000001,5.3999999999999995,23.400000000000002,8.100000000000001,12.599999999999998,14.400000000000002,0.951,0.605,0.192,,0.133,0.41,0.083,0.04,0.229,0.238,0.049
2016,Julius Randle,81.0,2286.0,21.2,29.79458118916238,8.678033356066713,1.1570711141422283,2.024874449748899,23.430690061380123,6.074623349246698,5.206820013640027,5.206820013640027,0.7,0.451,0.323,,0.111,0.043,0.156,0.079,0.248,0.474,0.077
2016,Justin Harper,5.0,35.0,16.0,94.0408163265306,28.21224489795918,0.0,9.40408163265306,9.40408163265306,0.0,18.80816326530612,0.0,1.0,0.0,0.2,,0.0,0.9,0.1,0.0,0.0,0.0,0.0
2016,Kenneth Faried,67.0,1694.0,21.0,33.51878105794603,9.010425015576887,3.2437530056076795,1.8020850031153772,18.741684032399924,12.614595021807641,5.045838008723057,4.325004007476906,1.0,0.684,0.355,,0.5,0.003,0.056,0.045,0.251,0.645,0.166
2016,Kevin Garnett,38.0,556.0,11.3,32.28652761244241,19.371916567465455,3.2286527612442417,7.533523109569897,38.74383313493091,4.3048703483256565,4.3048703483256565,17.219481393302626,0.0,0.944,0.183,,1.0,0.009,0.574,0.139,0.122,0.157,0.017
2016,Kevin Love,77.0,2424.0,23.4,29.52585040682286,4.882227232624253,1.1624350553867269,1.859896088618763,18.59896088618763,4.417253210469561,4.184766199392216,5.579688265856288,0.987,0.602,0.321,,0.303,0.449,0.104,0.084,0.19,0.173,0.023
2016,Kevon Looney,5.0,21.0,16.5,182.85714285714283,52.24489795918367,0.0,0.0,156.734693877551,104.48979591836734,26.122448979591834,0.0,1.0,0.333,0.0,,0.0,0.286,0.0,0.286,0.143,0.286,0.143
2016,Kris Humphries,53.0,835.0,19.5,51.981557746781874,16.70835784717989,3.7129684104844207,2.7847263078633153,27.84726307863315,10.210663128832156,6.497694718347734,6.497694718347734,0.941,0.782,0.285,,0.167,0.366,0.2,0.085,0.125,0.224,0.064
2016,Kristaps Porziņģis,72.0,2047.0,24.6,35.06040218996236,7.981229766820699,5.415834484628332,1.9953074417051748,15.677415613397802,5.130790564384735,4.845746644141139,3.7055709631667533,0.988,0.586,0.271,,0.099,0.274,0.159,0.167,0.184,0.216,0.064
2016,Kyle O'Quinn,65.0,764.0,21.2,70.04413256215562,26.683479071297384,13.341739535648692,5.0031523258682595,45.02837093281434,20.012609303473038,15.009456977604778,18.344891861516953,0.6,0.637,0.221,,0.136,0.081,0.303,0.151,0.166,0.299,0.026
2016,LaMarcus Aldridge,74.0,2261.0,25.9,34.798770686374596,4.935995842038951,2.714797713121423,1.2339989605097377,15.301587110320746,5.92319501044674,3.2083972973253183,3.701996881529213,0.0,0.66,0.289,,0.5,0.015,0.303,0.211,0.191,0.279,0.047
2016,Lance Thomas,59.0,1313.0,16.9,30.23920731753298,8.373934334086055,0.46521857411589196,1.8608742964635678,7.443497185854271,2.791311444695352,4.652185741158919,4.1869671670430275,0.909,0.592,0.312,,0.541,0.285,0.209,0.105,0.183,0.217,0.026
2016,Larry Nance Jr.,63.0,1266.0,12.6,27.38655465959884,11.411064441499516,2.2822128882999038,5.134978998674784,18.828256328474204,9.128851553199615,3.9938725545248306,3.9938725545248306,1.0,0.739,0.157,,0.5,0.033,0.257,0.097,0.15,0.463,0.197
2016,Lavoy Allen,79.0,1599.0,13.0,26.432460250132884,10.685462654309038,2.8119638563971154,1.687178313838269,18.558961452220956,11.810248196867885,5.061534941514807,5.623927712794231,0.0,0.691,0.197,,0.0,0.0,0.243,0.103,0.273,0.381,0.081
2016,Lou Amundson,29.0,204.0,17.7,83.8089965397924,69.840830449827,9.3121107266436,9.3121107266436,41.9044982698962,37.2484429065744,23.280276816608996,18.6242214532872,0.0,0.632,0.509,,0.0,0.0,0.094,0.113,0.226,0.566,0.038
2016,Luc Mbah a Moute,75.0,1274.0,9.4,22.357548260217015,10.380290263672187,2.395451599308966,4.790903198617932,11.97725799654483,6.387870931490576,3.99241933218161,3.193935465745288,1.0,0.901,0.275,,0.9,0.193,0.126,0.029,0.116,0.536,0.063
2016,Luis Scola,76.0,1636.0,19.5,39.27987996245838,11.435914419449906,1.988854681643462,2.9832820224651933,17.89969213479116,5.469350374519521,4.47492303369779,4.47492303369779,0.985,0.603,0.14,,0.497,0.269,0.14,0.074,0.249,0.268,0.002
2016,Luol Deng,74.0,2394.0,17.4,22.234071394023903,3.522229131726559,0.8805572829316397,2.201393207329099,9.906269432980945,3.3020898109936487,2.4215325280620092,4.182647093925288,1.0,0.622,0.258,,0.539,0.344,0.16,0.059,0.136,0.305,0.035
2016,Markieff Morris,64.0,1629.0,24.2,39.83073098433435,10.313314272729432,1.778157633229212,3.200683739812582,15.647787172417068,3.911946793104267,7.468262059562692,6.7569990062710055,0.979,0.605,0.205,,0.142,0.216,0.202,0.182,0.142,0.258,0.075
2016,Marvin Williams,81.0,2338.0,16.8,25.44200456474318,4.424696446042292,2.7654352787764322,1.9358046951435026,13.550632866004522,4.424696446042292,2.212348223021146,3.8716093902870052,0.993,0.591,0.193,,0.27,0.506,0.106,0.048,0.124,0.214,0.02
2016,Meyers Leonard,61.0,1333.0,17.4,34.256279598781916,14.474484337513484,1.4474484337513487,0.48248281125044956,20.74676088376933,3.8598624900035965,6.272276546255844,7.237242168756742,1.0,0.752,0.106,,0.127,0.524,0.149,0.124,0.097,0.103,0.025
2016,Michael Beasley,20.0,363.0,29.7,72.03879516426474,13.98811556587665,3.4970288914691623,4.196434669762994,24.47920224028414,10.491086674407487,8.392869339525989,5.59524622635066,1.0,0.567,0.239,,0.667,0.044,0.229,0.161,0.205,0.361,0.049
2016,Mike Scott,75.0,1146.0,17.4,49.34075272059429,13.8154107617664,1.9736301088237718,2.960445163235657,19.736301088237717,6.9077053808832,5.920890326471314,9.868150544118858,0.968,0.851,0.168,,0.222,0.42,0.066,0.093,0.157,0.263,0.064
2016,Mirza Teletović,79.0,1686.0,23.4,49.57327288154913,10.11699446562227,1.5175491698433403,2.0233988931244538,15.681341421714517,3.540948062967794,5.5643469560922485,5.5643469560922485,0.95,0.536,0.199,,0.096,0.592,0.076,0.069,0.134,0.129,0.013
2016,Mitch McGary,20.0,72.0,20.4,213.33333333333334,88.88888888888889,17.77777777777778,17.77777777777778,124.44444444444443,35.55555555555556,71.11111111111111,35.55555555555556,0.0,0.545,0.435,,0.5,0.174,0.217,0.087,0.13,0.391,0.087
2016,Montrezl Harrell,39.0,379.0,14.5,56.11269205867406,29.27618716104734,7.319046790261835,7.319046790261835,24.396822634206114,14.63809358052367,9.758729053682446,9.758729053682446,0.0,0.638,0.511,,0.0,0.011,0.067,0.022,0.233,0.667,0.311
2016,Nemanja Bjelica,60.0,1075.0,12.8,27.99191779340184,18.661278528934556,2.8709659275283936,2.8709659275283936,19.379020010816657,5.741931855056787,5.741931855056787,10.048380746349377,0.896,0.677,0.234,,0.096,0.532,0.038,0.013,0.136,0.281,0.026
2016,Nenê,57.0,1094.0,21.6,41.90562717030572,16.88734229251126,3.127285609724307,5.629114097503753,22.516456390015012,5.629114097503753,8.130942585283199,10.632771073062646,0.0,0.641,0.482,,0.667,0.008,0.214,0.125,0.18,0.474,0.112
2016,Nick Collison,59.0,699.0,10.6,29.546405349149925,29.546405349149925,4.924400891524987,4.924400891524987,27.90493838530826,19.697603566099946,13.131735710733299,14.773202674574963,0.0,0.66,0.303,,0.5,0.018,0.092,0.073,0.294,0.523,0.046
2016,Nikola Mirotić,66.0,1646.0,21.1,34.079915668751816,8.519978917187954,2.593037061752856,3.333904793682244,17.039957834375908,3.333904793682244,5.556507989470406,5.556507989470406,0.948,0.69,0.297,,0.228,0.568,0.095,0.053,0.074,0.21,0.021
2016,Noah Vonleh,78.0,1174.0,13.0,36.613225217590674,19.323646642617298,3.0511021014658892,3.0511021014658892,27.459918913193007,12.204408405863557,6.1022042029317785,4.068136135287853,1.0,0.528,0.183,,0.304,0.165,0.173,0.054,0.191,0.417,0.129
2016,Omri Casspi,69.0,1880.0,17.8,27.932349479402447,6.827907650520597,0.6207188773200544,2.4828755092802175,15.828331371661385,2.4828755092802175,4.345032141240379,4.345032141240379,0.857,0.663,0.256,,0.168,0.441,0.003,0.023,0.256,0.28,0.05
2016,Patrick Patterson,79.0,2020.0,12.9,21.848700323497695,5.638374277031663,1.4095935692579158,2.4667887462013525,11.981545338692282,3.5239839231447894,2.8191871385158316,4.228780707773748,0.991,0.5,0.069,,0.386,0.594,0.043,0.087,0.152,0.124,0.037
2016,Paul Millsap,81.0,2647.0,24.3,28.47859510927468,6.256661046734591,3.667697854982346,3.883444787628367,14.23929755463734,5.177926383504488,5.177926383504488,7.11964877731867,0.973,0.644,0.383,,0.181,0.218,0.084,0.131,0.205,0.363,0.046
2016,Quincy Acy,59.0,876.0,13.1,37.62537061362357,17.767536123100022,4.180596734847063,5.225745918558829,21.948132857947083,11.496641020829426,5.225745918558829,5.225745918558829,0.947,0.71,0.318,,0.347,0.229,0.154,0.037,0.121,0.458,0.215
2016,Rakeem Christmas,1.0,6.0,14.7,128.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,Richaun Holmes,51.0,702.0,17.9,53.50585141354372,21.888757396449705,9.728336620644312,4.864168310322156,17.024589086127545,14.592504930966467,7.296252465483233,7.296252465483233,1.0,0.717,0.333,,0.091,0.198,0.032,0.072,0.126,0.572,0.212
2016,Ryan Anderson,66.0,2008.0,24.7,35.09635720067935,4.231475690862049,0.9956413390263646,1.493462008539547,9.956413390263645,4.9782066951318225,3.4847446865922755,2.738013682322503,0.924,0.444,0.245,,0.165,0.385,0.179,0.112,0.097,0.227,0.02
2016,Ryan Kelly,36.0,470.0,17.9,55.42116070620189,14.869091896785877,4.055206880941602,5.406942507922137,37.84859755545496,8.110413761883205,6.758678134902671,8.110413761883205,1.0,0.72,0.362,,0.216,0.248,0.188,0.134,0.188,0.242,0.027
2016,Sam Dekker,3.0,6.0,0.0,0.0,0.0,0.0,172.79999999999998,172.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Serge Ibaka,78.0,2500.0,17.6,24.895143936,6.055575552000001,4.261330944,1.1214028799999998,11.2140288,4.037050368000001,3.139928064,1.794244608,0.983,0.837,0.139,,0.527,0.212,0.341,0.123,0.129,0.196,0.075
2016,Shayne Whittington,7.0,41.0,18.1,107.45603807257586,67.1600237953599,6.7160023795359916,6.7160023795359916,67.1600237953599,47.01201665675193,47.01201665675193,26.864009518143966,0.0,0.4,0.182,,0.0,0.182,0.091,0.0,0.091,0.636,0.0
2016,Spencer Hawes,57.0,1035.0,17.1,37.73507750472589,13.277156899810961,3.4939886578449904,2.795190926275992,23.759122873345937,6.289179584120982,6.987977315689981,13.277156899810961,1.0,0.616,0.212,,0.255,0.333,0.078,0.134,0.173,0.281,0.033
2016,Steve Novak,10.0,44.0,19.2,214.2148760330578,35.70247933884297,0.0,0.0,59.50413223140495,0.0,11.90082644628099,0.0,1.0,0.0,0.056,,0.4,0.833,0.111,0.056,0.0,0.0,0.0
2016,Taj Gibson,73.0,1936.0,14.6,22.275445666279623,8.189502083191039,3.603380916604057,1.9654804999658495,13.430783416433304,9.172242333173964,3.603380916604057,4.913701249914623,0.0,0.643,0.292,,0.0,0.006,0.124,0.16,0.188,0.524,0.152
2016,Terrence Jones,50.0,1044.0,19.3,38.57841194345356,8.984013740256309,4.227771171885323,2.6423569824283257,15.85414189456996,6.341656757827984,5.2847139648566515,4.227771171885323,0.92,0.716,0.316,,0.203,0.215,0.044,0.027,0.27,0.444,0.093
2016,Thaddeus Young,73.0,2407.0,21.6,27.97370210035161,5.298049640218108,1.0596099280436215,3.1788297841308646,13.986851050175805,5.086127654609383,4.0265177265657615,4.0265177265657615,0.714,0.559,0.169,,0.3,0.031,0.139,0.053,0.388,0.388,0.03
2016,Thomas Robinson,71.0,917.0,19.8,56.62971260178216,22.099400039719875,6.9060625124124595,6.9060625124124595,42.817587576957244,26.243037547167347,13.812125024824919,8.28727501489495,0.0,0.531,0.375,,0.0,0.003,0.072,0.127,0.21,0.588,0.124
2016,Tobias Harris,76.0,2513.0,19.3,24.655314339172868,4.214583647721858,1.0536459119304644,1.8965626414748362,11.379375848849016,2.7394793710192076,2.9502085534053,4.636042012494045,0.938,0.561,0.273,,0.351,0.269,0.094,0.076,0.187,0.375,0.057
2016,Trevor Booker,79.0,1632.0,14.6,26.45406574394464,11.337456747404843,2.6993944636678204,3.779152249134948,19.435640138408303,11.337456747404843,5.398788927335641,5.938667820069204,1.0,0.596,0.273,,0.78,0.106,0.07,0.039,0.186,0.601,0.168
2016,Trey Lyles,80.0,1382.0,17.9,42.462841453377216,10.80872327904147,1.5441033255773529,2.316154988366029,23.161549883660296,5.404361639520735,6.176413302309411,5.404361639520735,0.959,0.585,0.188,,0.547,0.294,0.165,0.126,0.181,0.236,0.039
2016,Tristan Thompson,82.0,2269.0,11.7,15.346571384562967,7.522829110079886,1.805478986419173,1.5045658220159774,17.15205037098214,9.93013442530545,2.106392150822368,2.4073053152255643,0.0,0.7,0.576,,0.0,0.0,0.01,0.036,0.26,0.695,0.255
2016,Tyler Hansbrough,44.0,343.0,14.7,60.662397470441746,49.28819794473391,7.582799683805218,11.374199525707823,41.705398260928696,34.12259857712348,11.374199525707823,7.582799683805218,1.0,0.567,0.915,,0.0,0.042,0.014,0.028,0.31,0.606,0.141
2016,Udonis Haslem,37.0,260.0,12.8,74.65505325443787,32.66158579881657,4.665940828402367,4.665940828402367,83.98693491124261,13.997822485207099,4.665940828402367,18.66376331360947,1.0,0.909,0.262,,0.667,0.148,0.328,0.213,0.115,0.197,0.016
2016,Zach Randolph,68.0,2016.0,24.6,34.86349206349207,5.504761904761905,0.5242630385487528,1.5727891156462583,13.368707482993196,6.8154195011337855,3.931972789115646,5.504761904761905,0.833,0.478,0.238,,0.077,0.029,0.245,0.103,0.31,0.314,0.001
2017,Adreian Payne,18.0,135.0,23.1,122.88000000000002,73.72800000000001,16.384,16.384,53.248,20.48,16.384,16.384,1.0,0.65,0.352,,0.133,0.278,0.185,0.074,0.148,0.315,0.074
2017,Al-Farouq Aminu,61.0,1773.0,15.4,20.727086786856425,4.636322044428412,1.909073782999934,2.7272482614284774,16.63621439471371,3.5454227398570204,4.090872392142717,4.363597218285564,1.0,0.46,0.292,,0.358,0.455,0.06,0.03,0.135,0.32,0.058
2017,Alex Poythress,6.0,157.0,16.9,30.285041989533042,7.739510730658444,1.0095013996511013,1.6825023327518356,10.095013996511014,6.057008397906609,1.6825023327518356,2.692003732402937,1.0,0.579,0.185,,0.316,0.352,0.0,0.074,0.074,0.5,0.037
2017,Amir Johnson,80.0,1608.0,13.6,26.233014034306073,14.827355758520827,4.562263310314101,3.4216974827355746,17.67877032746714,8.554243706838939,5.702829137892626,10.265092448206726,1.0,0.758,0.27,,0.288,0.178,0.014,0.014,0.268,0.524,0.124
2017,Andrew Nicholson,38.0,342.0,17.0,82.48888888888888,39.82222222222222,5.688888888888889,11.377777777777778,34.13333333333333,11.377777777777778,11.377777777777778,8.533333333333333,1.0,0.658,0.126,,0.222,0.243,0.063,0.18,0.297,0.216,0.018
2017,Anthony Bennett,23.0,264.0,19.4,69.95041322314049,13.9900826446281,1.7487603305785124,3.497520661157025,40.22148760330579,19.236363636363638,8.74380165289256,8.74380165289256,0.923,0.44,0.391,,0.375,0.522,0.011,0.011,0.087,0.37,0.098
2017,Anthony Tolliver,65.0,1477.0,13.6,24.095833701958576,7.585725424690664,1.3386574278865875,2.231095713144313,12.940355136237013,3.569753141030901,4.015972283659762,5.35462971154635,1.0,0.646,0.234,,0.278,0.655,0.054,0.04,0.103,0.151,0.031
2017,Ben Bentil,3.0,10.0,18.9,207.35999999999996,62.208,0.0,0.0,145.15199999999996,0.0,62.208,0.0,0.0,0.0,0.0,,1.0,0.333,0.333,0.0,0.333,0.0,0.0
2017,Blake Griffin,61.0,2076.0,28.0,31.628935146513413,5.172027130876407,0.7956964816732933,1.79031708376491,12.532219586354369,3.58063416752982,4.575254769621436,9.747281900497844,0.974,0.499,0.434,,0.239,0.116,0.283,0.061,0.192,0.348,0.078
2017,Bobby Portis,64.0,1000.0,19.1,55.6793856,14.155776,1.8874368000000001,2.8311552,33.03014400000001,11.3246208,5.6623104,4.718592,1.0,0.642,0.157,,0.458,0.256,0.203,0.115,0.16,0.267,0.043
2017,Boris Diaw,73.0,1283.0,15.6,33.56505753941615,8.204791842968392,0.7458901675425811,1.4917803350851622,11.188352513138716,4.475341005255487,8.950682010510974,17.155473853479364,0.95,0.373,0.107,,0.259,0.248,0.147,0.076,0.156,0.373,0.003
2017,Brandan Wright,28.0,447.0,16.3,43.393504797081214,13.560470249087881,6.328219449574343,3.616125399756768,15.368532948966266,9.944344849331113,3.616125399756768,4.5201567496959605,0.0,0.892,0.259,,0.0,0.007,0.015,0.096,0.252,0.63,0.274
2017,Brandon Bass,52.0,577.0,19.7,67.36588762168509,16.841471905421272,3.742549312315839,5.613823968473758,31.811669154684623,14.970197249263355,11.227647936947516,7.485098624631678,1.0,0.679,0.473,,0.333,0.016,0.097,0.237,0.118,0.532,0.199
2017,Brice Johnson,3.0,9.0,39.8,588.8,0.0,76.8,179.2,179.2,76.8,76.8,76.8,0.0,0.5,0.0,,0.0,0.0,0.0,0.143,0.429,0.429,0.0
2017,Cheick Diallo,17.0,199.0,20.5,75.66354384990278,16.81412085553395,6.7256483422135815,3.3628241711067908,48.76095048104846,23.539769197747532,6.7256483422135815,3.3628241711067908,0.0,0.667,0.276,,0.0,0.0,0.263,0.289,0.158,0.276,0.053
2017,Chris McCullough,16.0,80.0,19.9,184.32000000000005,36.864000000000004,9.216000000000001,9.216000000000001,55.29599999999999,55.29599999999999,18.432000000000002,9.216000000000001,1.0,0.667,0.156,,0.286,0.219,0.156,0.125,0.063,0.438,0.156
2017,Christian Wood,13.0,107.0,15.4,61.21729408681982,27.207686260808813,17.004803913005507,6.801921565202203,40.81152939121321,37.41056860861211,17.004803913005507,6.801921565202203,0.0,0.5,0.652,,0.2,0.217,0.0,0.043,0.087,0.652,0.217
2017,Dante Cunningham,66.0,1649.0,10.7,19.93071111697885,5.536308643605235,1.4763489716280631,2.214523457442094,12.17987901593152,2.9526979432561262,1.4763489716280631,2.214523457442094,1.0,0.777,0.075,,0.691,0.504,0.1,0.028,0.084,0.284,0.092
2017,Dario Šarić,81.0,2129.0,24.6,38.019468473236685,6.670082188287138,1.3340164376574277,2.3345287659004983,16.675205470717845,4.669057531800997,7.6705945165302065,7.337090407115854,0.925,0.513,0.237,,0.082,0.368,0.149,0.056,0.146,0.283,0.015
2017,Darrell Arthur,41.0,639.0,17.3,49.323264784324095,18.021962132733805,4.742621613877317,4.742621613877317,19.919010778284733,5.69114593665278,8.53671890497917,9.485243227754633,0.981,0.786,0.102,,0.231,0.544,0.205,0.079,0.033,0.14,0.023
2017,David Lee,79.0,1477.0,16.9,34.93425904491758,10.546191409786442,3.2956848155582628,2.6365478524466104,24.38806763513115,12.523602299121398,6.5913696311165255,10.546191409786442,0.0,0.698,0.269,,0.0,0.0,0.074,0.081,0.245,0.6,0.107
2017,Derrick Favors,50.0,1186.0,20.7,33.98843733381867,8.599484144701108,3.2759939598861374,3.6854932048719036,17.608467534387984,7.370986409743807,4.913990939829205,4.504491694843438,1.0,0.795,0.261,,0.3,0.024,0.206,0.177,0.201,0.391,0.144
2017,Derrick Williams,50.0,804.0,17.2,43.66228558699042,10.692804633548677,0.8910670527957233,2.6732011583871693,19.60347516150591,3.564268211182893,5.346402316774339,5.346402316774339,0.967,0.705,0.365,,0.423,0.398,0.119,0.057,0.053,0.369,0.078
2017,Dirk Nowitzki,54.0,1424.0,25.8,41.74654715313723,6.957757858856205,2.319252619618735,1.9879308168160588,20.21062997096326,1.3252872112107061,2.981896225224088,4.969827042040147,1.0,0.77,0.165,,0.057,0.308,0.36,0.217,0.053,0.062,0.003
2017,Domantas Sabonis,81.0,1632.0,15.4,33.48607266435986,14.189013840830448,2.270242214532872,2.83780276816609,17.02681660899654,3.4053633217993076,5.67560553633218,5.67560553633218,1.0,0.624,0.139,,0.289,0.331,0.114,0.067,0.206,0.283,0.035
2017,Donatas Motiejūnas,34.0,479.0,17.6,47.59410218749047,18.57330817072799,3.482495282011498,5.804158803352497,25.538298734750988,9.286654085363995,10.447485846034493,10.447485846034493,1.0,0.739,0.355,,0.17,0.341,0.007,0.065,0.399,0.188,0.014
2017,Dorian Finney-Smith,81.0,1642.0,11.6,22.987411151547157,8.410028470078231,1.682005694015646,3.364011388031292,11.774039858109523,3.9246799527031744,3.364011388031292,4.485348517375057,0.964,0.647,0.183,,0.419,0.574,0.069,0.024,0.075,0.261,0.093
2017,Dragan Bender,43.0,574.0,14.4,47.840677924947485,21.980852019570467,6.464956476344255,2.5859825905377023,24.56683461010817,6.464956476344255,9.050939066881956,6.464956476344255,1.0,0.552,0.068,,0.287,0.627,0.087,0.019,0.062,0.205,0.031
2017,Draymond Green,76.0,2471.0,16.2,18.744014853973432,6.320656171688716,3.051351255298,4.3590732218542865,14.384941632119144,2.8333975942052865,5.230887866225144,15.256756276490002,0.975,0.712,0.328,,0.068,0.405,0.031,0.035,0.138,0.394,0.109
2017,Dāvis Bertāns,67.0,808.0,15.7,55.446916968924626,17.426173904519167,6.336790510734243,4.752592883050682,17.426173904519167,4.752592883050682,7.920988138417803,11.089383393784924,0.957,0.765,0.145,,0.202,0.739,0.056,0.026,0.03,0.15,0.073
2017,Ed Davis,46.0,789.0,12.0,24.277604129017337,23.494455608726458,3.9157426014544097,2.3494455608726454,25.060752649308228,16.44611892610852,6.265188162327057,4.698891121745291,0.0,0.667,0.57,,0.0,0.0,0.0,0.007,0.275,0.718,0.176
2017,Ersan İlyasova,82.0,2142.0,22.2,36.8042307118926,8.778990812011081,1.0129604783089705,2.363574449387598,15.19440717463456,4.727148898775196,4.727148898775196,5.740109377084168,0.93,0.736,0.233,,0.204,0.452,0.124,0.081,0.098,0.245,0.009
2017,Georges Niang,23.0,93.0,20.2,225.47180020811652,42.27596253902185,0.0,14.091987513007282,98.64391259105096,14.091987513007282,28.183975026014565,28.183975026014565,1.0,0.625,0.056,,0.25,0.333,0.028,0.083,0.25,0.306,0.0
2017,Gorgui Dieng,82.0,2653.0,14.0,17.828741921647353,6.823345673716889,2.6412950995033118,2.4211871745447024,12.326043797682118,5.062482274048013,2.8614030244619206,4.1820505742135765,0.938,0.782,0.253,,0.721,0.065,0.286,0.135,0.177,0.337,0.079
2017,Harrison Barnes,79.0,2803.0,25.3,29.648687756059747,2.928265457388617,0.3660331821735771,1.4641327286943084,6.954630461297965,2.1961990930414625,2.3792156841282512,2.7452488663018286,0.949,0.434,0.22,,0.284,0.173,0.265,0.194,0.186,0.183,0.045
2017,Henry Ellenson,19.0,146.0,24.7,132.66699193094388,11.705911052730343,3.9019703509101147,3.9019703509101147,66.33349596547194,15.607881403640459,27.313792456370805,15.607881403640459,1.0,0.615,0.125,,0.171,0.547,0.156,0.047,0.047,0.219,0.0
2017,JaMychal Green,77.0,2101.0,14.4,20.115238069131877,9.902886434034157,1.2378608042542696,1.856791206381404,15.163794852114801,6.808234423398481,3.713582412762808,3.4041172116992406,0.982,0.6,0.334,,0.552,0.29,0.136,0.058,0.084,0.434,0.116
2017,Jabari Parker,51.0,1728.0,26.5,32.11111111111111,4.415277777777778,0.8027777777777778,2.006944444444444,9.231944444444443,3.010416666666666,3.6125,5.6194444444444445,0.985,0.599,0.268,,0.309,0.219,0.15,0.069,0.146,0.416,0.12
2017,James Johnson,76.0,2085.0,22.0,30.918535479530043,7.959226955126546,3.3673652502458458,3.0612411365871326,12.551088660007242,2.7551170229284194,7.0408546141504065,11.020468091713678,0.931,0.306,0.28,,0.336,0.333,0.073,0.083,0.159,0.354,0.049
