,Player,G,MP,FG%,Avg FG Distance,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,FG% by Distance - 2P,FG% by Distance - 0-3,FG% by Distance - 3-10,FG% by Distance - 10-16,FG% by Distance - 16-3P,FG% by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Corner 3s - %3PA,Corner 3s - 3P%
425,Donatas Motiejūnas,71,2037,.504,8.4,.810,.280,.466,.051,.013,.190,.536,.643,.500,.361,.222,.368,.595,.980,.436,.362
240,Draymond Green,79,2490,.443,13.6,.570,.335,.115,.051,.069,.430,.523,.680,.205,.462,.340,.337,.737,1.000,.085,.286
229,Drew Gooden,51,864,.399,14.9,.786,.221,.094,.080,.391,.214,.401,.459,.231,.455,.398,.390,.655,.957,.203,.500
233,Drew Gordon,9,71,.421,8.9,.842,.474,.158,.053,.158,.158,.500,.667,.667,.000,.000,.000,.875,,.000,
483,Dwight Powell,29,236,.463,11.0,.836,.358,.104,.075,.299,.164,.500,.708,.000,.800,.350,.273,.714,1.000,.273,.333
114,Earl Clark,10,93,.367,18.7,.533,.133,.000,.033,.367,.467,.438,.750,,.000,.364,.286,.571,1.000,.143,.000
153,Ed Davis,79,1840,.601,2.2,1.000,.721,.243,.036,.000,.000,.601,.686,.386,.353,,,.652,,,
615,Ekpe Udoh,33,128,.458,7.8,1.000,.208,.333,.417,.042,.000,.458,.800,.250,.500,.000,,.727,,,
420,Eric Moreland,3,2,1.000,5.0,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,,,
295,Ersan İlyasova,58,1319,.472,13.4,.659,.345,.066,.054,.194,.341,.515,.594,.270,.400,.491,.389,.714,.973,.126,.500
8,Furkan Aldemir,41,540,.513,5.6,.936,.628,.154,.013,.141,.064,.548,.694,.083,1.000,.364,.000,.450,,.000,
154,Glen Davis,74,904,.459,6.9,.984,.490,.200,.110,.184,.016,.466,.616,.451,.214,.234,.000,.761,,.000,
313,Grant Jerrett,8,51,.269,17.5,.423,.038,.231,.038,.115,.577,.545,1.000,.667,1.000,.000,.067,.500,1.000,.267,.000
418,Greg Monroe,69,2137,.496,3.5,1.000,.531,.393,.033,.043,.000,.496,.614,.367,.321,.351,,.499,,,
558,Greg Smith,42,363,.612,1.7,1.000,.816,.163,.020,.000,.000,.612,.625,.625,.000,,,.900,,,
243,JaMychal Green,24,164,.574,8.4,.872,.574,.085,.000,.213,.128,.659,.741,1.000,,.300,.000,.593,,.500,.000
460,Jabari Parker,25,738,.490,7.7,.939,.430,.202,.137,.171,.061,.506,.717,.245,.444,.333,.250,.536,.750,.313,.400
321,James Johnson,70,1370,.589,6.3,.874,.532,.238,.042,.062,.126,.643,.763,.510,.235,.400,.216,.458,1.000,.471,.292
386,James Michael McAdoo,15,137,.545,2.2,1.000,.705,.250,.023,.023,.000,.545,.710,.091,1.000,.000,,.833,,,
585,Jared Sullinger,58,1566,.439,11.9,.740,.270,.222,.109,.140,.260,.494,.623,.420,.351,.475,.283,.521,.981,.054,.400
580,Jarnell Stokes,19,126,.568,3.2,1.000,.703,.189,.081,.027,.000,.568,.654,.286,.667,.000,,.571,,,
383,Jason Maxiell,61,878,.422,7.1,1.000,.349,.302,.229,.120,.000,.422,.552,.431,.273,.304,,.753,,,
602,Jason Thompson,81,1991,.470,8.4,.998,.313,.329,.098,.257,.002,.471,.604,.447,.381,.373,.000,.667,,.000,
3,Jeff Adrien,17,215,.432,4.9,1.000,.523,.250,.114,.114,.000,.432,.522,.273,.400,.400,,.632,,,
32,Jeff Ayres,51,383,.579,3.8,1.000,.653,.189,.116,.042,.000,.579,.710,.389,.273,.250,,.727,,,
53,Jerrelle Benimon,2,3,,,,,,,,,,,,,,,,,,
167,Joey Dorsey,69,854,.552,2.0,.993,.772,.207,.007,.007,.007,.556,.616,.367,.000,.000,.000,.750,,.000,
452,Johnny O'Bryant,34,368,.367,10.3,1.000,.292,.150,.150,.408,.000,.367,.543,.278,.333,.286,,.750,,,
363,Jon Leuer,63,824,.443,10.8,.894,.319,.143,.150,.282,.106,.467,.701,.256,.439,.325,.241,.781,1.000,.345,.400
310,Jonas Jerebko,75,1230,.446,13.4,.631,.296,.150,.034,.150,.369,.481,.652,.281,.154,.421,.386,.687,1.000,.264,.486
399,Josh McRoberts,17,296,.528,11.3,.642,.415,.132,.038,.057,.358,.588,.682,.571,.500,.000,.421,.600,.875,.000,
566,Josh Smith,83,2300,.419,10.7,.769,.297,.291,.037,.144,.231,.451,.635,.348,.324,.310,.316,.579,.958,.232,.434
500,Julius Randle,1,14,.333,9.0,1.000,.333,.333,.000,.333,.000,.333,.000,1.000,,.000,,.000,,,
195,Kenneth Faried,75,2086,.507,3.9,.989,.577,.323,.054,.034,.011,.511,.631,.353,.325,.280,.125,.642,.000,.250,.500
379,Kenyon Martin,11,104,.409,6.1,1.000,.500,.227,.045,.227,.000,.409,.455,.400,.000,.400,,.889,,,
216,Kevin Garnett,47,952,.467,13.5,.977,.147,.134,.170,.526,.023,.475,.533,.390,.423,.497,.143,.789,1.000,.286,.000
369,Kevin Love,75,2532,.434,14.3,.588,.213,.181,.080,.114,.412,.480,.611,.366,.408,.468,.367,.691,.986,.321,.365
292,Kris Humphries,64,1345,.473,10.4,.984,.325,.110,.164,.386,.016,.481,.614,.265,.479,.430,.000,.791,,.714,.000
453,Kyle O'Quinn,51,824,.492,11.4,.822,.285,.202,.103,.231,.178,.538,.768,.490,.400,.357,.279,.626,1.000,.140,.500
10,LaMarcus Aldridge,71,2512,.466,12.3,.926,.193,.163,.206,.365,.074,.475,.700,.448,.392,.415,.352,.468,.919,.295,.355
597,Lance Thomas,40,1040,.434,11.7,.934,.203,.193,.196,.342,.066,.441,.656,.377,.403,.370,.333,.646,1.000,.905,.368
14,Lou Amundson,53,937,.427,4.9,.996,.502,.318,.122,.055,.004,.429,.477,.358,.387,.500,.000,.670,,.000,
385,Luc Mbah a Moute,67,1916,.395,13.8,.682,.305,.086,.038,.253,.318,.435,.562,.236,.292,.373,.307,.630,.968,.163,.333
538,Luis Scola,81,1659,.467,9.4,.969,.375,.181,.070,.343,.031,.474,.610,.388,.333,.400,.250,.647,.800,.550,.364
598,Malcolm Thomas,17,194,.450,7.4,.825,.500,.225,.025,.075,.175,.545,.750,.222,.000,.333,.000,.667,,.143,.000
422,Marcus Morris,81,2045,.434,16.2,.590,.155,.096,.155,.185,.410,.487,.593,.384,.483,.454,.358,.443,.902,.329,.408
423,Markieff Morris,82,2581,.465,12.0,.837,.229,.163,.246,.199,.163,.494,.611,.436,.502,.397,.318,.523,.982,.145,.269
649,Marvin Williams,78,2035,.424,18.0,.465,.154,.087,.036,.188,.535,.500,.684,.349,.333,.452,.358,.748,.979,.257,.471
67,Matt Bonner,72,935,.409,17.5,.452,.048,.270,.070,.065,.548,.462,.727,.452,.563,.200,.365,.625,1.000,.159,.350
51,Michael Beasley,24,505,.434,12.1,.840,.208,.184,.226,.222,.160,.472,.614,.513,.458,.319,.235,.357,1.000,.294,.500
433,Mike Muscala,40,502,.550,10.1,.854,.364,.139,.126,.225,.146,.574,.673,.429,.632,.471,.409,.730,1.000,.409,.444
539,Mike Scott,68,1123,.444,15.2,.576,.183,.166,.117,.110,.424,.517,.699,.427,.415,.460,.344,.881,1.000,.198,.421
588,Mirza Teletović,40,892,.382,17.5,.395,.201,.103,.022,.069,.605,.476,.531,.424,.286,.455,.321,.633,.984,.088,.588
393,Mitch McGary,32,485,.533,5.1,.988,.558,.206,.152,.073,.012,.540,.685,.353,.400,.250,.000,.739,,.500,.000
278,Nenê,67,1693,.511,7.8,.992,.423,.158,.191,.220,.008,.513,.697,.337,.383,.402,.200,.699,1.000,.600,.000
124,Nick Collison,66,1101,.419,10.9,.763,.379,.138,.047,.198,.237,.466,.646,.371,.167,.260,.267,.689,1.000,.567,.294
416,Nikola Mirotić,82,1654,.405,15.6,.498,.264,.077,.063,.095,.502,.495,.648,.188,.333,.424,.316,.545,.909,.291,.330
621,Noah Vonleh,25,259,.395,8.1,.829,.447,.250,.066,.066,.171,.397,.471,.316,.400,.200,.385,.360,.800,.000,
463,Patrick Patterson,81,2156,.449,16.4,.471,.159,.144,.095,.073,.529,.536,.553,.597,.529,.385,.371,.533,1.000,.353,.410
220,Pau Gasol,78,2681,.494,8.8,.977,.319,.251,.167,.241,.023,.495,.609,.433,.401,.475,.462,.609,1.000,.808,.524
415,Paul Millsap,73,2390,.476,9.8,.768,.377,.214,.086,.090,.232,.513,.638,.427,.275,.417,.356,.590,.948,.241,.442
0,Quincy Acy,68,1287,.459,12.4,.819,.296,.094,.133,.296,.181,.494,.673,.419,.409,.378,.300,.724,1.000,.383,.261
410,Quincy Miller,10,119,.237,15.9,.526,.184,.184,.000,.158,.474,.300,.286,.286,,.333,.167,.333,1.000,.167,.333
191,Reggie Evans,47,764,.423,3.2,.985,.555,.387,.036,.007,.015,.430,.592,.226,.000,1.000,.000,.603,,.500,.000
20,Ryan Anderson,61,1675,.399,16.5,.508,.214,.092,.082,.119,.492,.457,.558,.463,.333,.356,.340,.379,.943,.148,.340
335,Ryan Kelly,52,1233,.337,15.9,.566,.146,.142,.152,.126,.434,.337,.644,.205,.255,.231,.336,.678,.978,.216,.552
293,Serge Ibaka,64,2116,.476,13.9,.739,.202,.127,.118,.291,.261,.511,.679,.430,.505,.432,.376,.741,.987,.180,.405
501,Shavlik Randolph,21,126,.257,8.0,.857,.286,.486,.029,.057,.143,.300,.500,.118,1.000,.500,.000,.444,,.000,
640,Shayne Whittington,20,108,.452,9.3,.857,.310,.286,.024,.238,.143,.500,.615,.333,.000,.600,.167,.722,1.000,.333,.500
269,Spencer Hawes,73,1274,.393,14.8,.576,.198,.193,.070,.116,.424,.452,.598,.350,.414,.396,.313,.759,1.000,.165,.276
449,Steve Novak,13,88,.286,22.9,.286,.000,.000,.000,.286,.714,.500,,,,.500,.200,1.000,1.000,.467,.286
226,Taj Gibson,62,1692,.502,5.1,1.000,.555,.198,.168,.081,.000,.502,.619,.350,.341,.415,,.717,,,
329,Terrence Jones,33,889,.528,6.3,.876,.508,.298,.037,.033,.124,.553,.691,.416,.091,.200,.351,.600,1.000,.054,.000
670,Thaddeus Young,76,2434,.466,8.1,.881,.400,.277,.080,.124,.119,.484,.615,.410,.364,.300,.330,.557,.921,.165,.263
521,Thomas Robinson,54,798,.485,5.5,.992,.565,.204,.092,.131,.008,.488,.592,.453,.250,.265,.000,.563,,.000,
68,Trevor Booker,79,1564,.487,9.9,.819,.375,.209,.101,.134,.181,.518,.724,.351,.404,.290,.345,.569,.931,.393,.303
604,Tristan Thompson,82,2194,.547,2.8,1.000,.668,.244,.072,.016,.000,.547,.647,.353,.314,.375,,.715,,,
259,Tyler Hansbrough,74,1058,.521,3.5,.958,.648,.248,.024,.036,.042,.538,.570,.488,.250,.500,.143,.765,1.000,1.000,.143
599,Tyrus Thomas,2,7,1.000,12.0,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,1.000,,,
268,Udonis Haslem,62,995,.448,8.3,.958,.444,.117,.117,.280,.042,.459,.566,.464,.286,.358,.200,.695,1.000,1.000,.200
504,Zach Randolph,71,2304,.487,7.2,.979,.409,.282,.122,.165,.021,.490,.646,.403,.325,.377,.350,.477,.857,.100,.000
