,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
106,Antonio Daniels,.838,.311,.136,.123,.267,.162,.353,.684,.021,.159
317,Antonio McDyess,1.000,.324,.048,.226,.402,.000,.792,,.091,
102,Austin Croshere,.590,.279,.063,.104,.144,.410,.635,.962,.041,.231
108,Baron Davis,.728,.319,.148,.123,.138,.272,.202,.518,.016,.146
173,Ben Gordon,.720,.147,.070,.116,.387,.280,.368,.684,.002,.259
497,Ben Wallace,.988,.660,.193,.111,.024,.012,.592,1.000,.127,.000
485,Beno Udrih,.666,.198,.070,.148,.250,.334,.574,.758,.000,.330
420,Bernard Robinson,.968,.516,.081,.129,.242,.032,.526,,.016,.000
368,Bo Outlaw,1.000,.882,.118,.000,.000,.000,.706,,.059,
235,Bobby Jackson,.681,.313,.091,.056,.222,.319,.340,.870,.000,.285
263,Bobby Jones,.903,.473,.065,.086,.280,.097,.595,1.000,.043,.444
507,Bonzi Wells,.966,.478,.121,.159,.208,.034,.464,.000,.029,.286
115,Boris Diaw,.921,.385,.163,.084,.288,.079,.546,1.000,.040,.556
348,Boštjan Nachbar,.465,.253,.046,.053,.113,.535,.816,.991,.073,.400
535,Bracey Wright,.667,.117,.067,.117,.367,.333,.778,1.000,.000,.400
332,Brad Miller,.933,.233,.097,.097,.506,.067,.749,1.000,.018,.212
33,Brandon Bass,.977,.409,.205,.250,.114,.023,.533,,.091,.000
431,Brandon Roy,.809,.268,.180,.110,.251,.191,.231,.909,.009,.315
201,Brendan Haywood,1.000,.614,.293,.070,.023,.000,.510,,.228,
32,Brent Barry,.325,.127,.059,.045,.094,.675,.770,.977,.014,.265
283,Brevin Knight,.950,.160,.055,.118,.617,.050,.464,.000,.000,.167
81,Brian Cardinal,.482,.200,.035,.035,.212,.518,.750,.944,.000,.136
100,Brian Cook,.718,.194,.056,.159,.309,.282,.698,1.000,.015,.130
435,Brian Scalabrine,.424,.136,.026,.047,.215,.576,.545,1.000,.005,.336
442,Brian Skinner,1.000,.514,.292,.091,.103,.000,.694,,.099,
57,Bruce Bowen,.503,.122,.049,.075,.257,.497,.820,1.000,.002,.841
327,C.J. Miles,.724,.241,.078,.086,.319,.276,.606,1.000,.034,.219
54,Calvin Booth,.970,.333,.061,.273,.303,.030,.900,1.000,.091,.000
19,Carlos Arroyo,.893,.192,.092,.195,.414,.107,.196,.929,.000,.255
55,Carlos Boozer,1.000,.462,.166,.194,.178,.000,.697,,.065,
113,Carlos Delfino,.633,.386,.035,.045,.168,.367,.573,.913,.059,.428
13,Carmelo Anthony,.897,.422,.081,.114,.281,.103,.584,.875,.115,.121
75,Caron Butler,.926,.314,.127,.085,.400,.074,.446,.611,.059,.208
61,Cedric Bozeman,.667,.359,.179,.026,.103,.333,.556,1.000,.051,.462
440,Cedric Simmons,1.000,.417,.129,.152,.303,.000,.691,,.167,
156,Channing Frye,.974,.149,.168,.184,.472,.026,.644,1.000,.022,.333
38,Charlie Bell,.629,.275,.036,.072,.246,.371,.542,.913,.013,.335
488,Charlie Villanueva,.775,.300,.180,.149,.146,.225,.662,.966,.068,.151
42,Chauncey Billups,.612,.180,.042,.136,.254,.388,.259,.477,.001,.149
56,Chris Bosh,.968,.348,.158,.157,.304,.032,.569,.833,.093,.057
129,Chris Duhon,.493,.290,.058,.039,.106,.507,.312,.886,.002,.249
276,Chris Kaman,.998,.399,.439,.129,.032,.002,.622,,.020,.000
316,Chris McCray,1.000,.000,.000,.000,1.000,.000,,,.000,
380,Chris Paul,.836,.297,.194,.141,.203,.164,.097,.680,.008,.077
401,Chris Quinn,.565,.168,.130,.061,.206,.435,.179,.750,.000,.053
503,Chris Webber,.983,.324,.227,.175,.257,.017,.632,1.000,.067,.000
512,Chris Wilcox,.993,.464,.348,.137,.044,.007,.709,,.222,.000
199,Chuck Hayes,1.000,.830,.158,.009,.003,.000,.729,,.012,
20,Chucky Atkins,.572,.291,.059,.059,.164,.428,.113,.767,.000,.170
423,Clifford Robinson,.697,.106,.161,.078,.353,.303,.911,1.000,.000,.439
298,Corey Maggette,.920,.337,.087,.089,.407,.080,.638,1.000,.022,.062
531,Corliss Williamson,.996,.443,.335,.089,.130,.004,.631,,.013,.000
444,Craig Smith,.987,.544,.324,.063,.056,.013,.707,,.076,.000
337,Cuttino Mobley,.721,.203,.095,.153,.270,.279,.578,.921,.010,.280
227,D.J. Mbenga,1.000,.500,.188,.250,.063,.000,.800,,.125,
264,Dahntay Jones,.974,.386,.115,.132,.341,.026,.558,1.000,.050,.500
495,Dajuan Wagner,.000,.000,.000,.000,.000,1.000,,.000,.000,1.000
109,Dale Davis,1.000,.595,.054,.230,.122,.000,.515,,.230,
513,Damien Wilkins,.797,.271,.115,.125,.287,.203,.500,.800,.051,.393
303,Damir Markota,.692,.308,.058,.058,.269,.308,.846,1.000,.019,.125
265,Damon Jones,.349,.065,.025,.051,.208,.651,.500,.854,.000,.390
460,Damon Stoudamire,.600,.156,.066,.117,.261,.400,.286,.763,.000,.120
117,Dan Dickau,.596,.185,.066,.086,.258,.404,.184,.438,.000,.131
157,Dan Gadzuric,.996,.654,.184,.123,.035,.004,.704,,.197,.000
143,Daniel Ewing,.727,.137,.075,.112,.404,.273,.490,.929,.012,.136
167,Daniel Gibson,.463,.208,.043,.048,.165,.537,.413,.942,.013,.371
150,Danny Fortson,.967,.767,.167,.033,.000,.033,.400,,.000,.000
176,Danny Granger,.668,.236,.106,.078,.248,.332,.552,.945,.039,.347
454,Darius Songaila,.991,.276,.213,.120,.382,.009,.703,,.004,.000
328,Darko Miličić,.998,.438,.376,.046,.139,.002,.586,,.104,.000
17,Darrell Armstrong,.432,.154,.053,.053,.172,.568,.452,.736,.000,.271
307,Darrick Martin,.606,.181,.074,.011,.340,.394,.050,.462,.000,.081
193,David Harrison,1.000,.466,.448,.069,.017,.000,.533,,.034,
290,David Lee,1.000,.725,.143,.030,.103,.000,.588,,.153,
355,David Noel,.701,.277,.023,.113,.288,.299,.646,1.000,.028,.623
508,David Wesley,.493,.173,.000,.013,.307,.507,.615,1.000,.000,.447
509,David West,.968,.292,.189,.177,.311,.032,.553,.875,.018,.160
122,DeSagana Diop,.993,.775,.119,.046,.053,.007,.634,,.126,1.000
458,DeShawn Stevenson,.757,.266,.057,.070,.364,.243,.509,.824,.033,.372
66,Dee Brown,.714,.408,.061,.051,.194,.286,.423,.833,.000,.179
510,Delonte West,.752,.285,.054,.078,.335,.248,.473,.862,.014,.287
259,DerMarr Johnson,.429,.234,.078,.019,.097,.571,.581,1.000,.052,.466
12,Derek Anderson,.483,.160,.031,.068,.224,.517,.583,.926,.007,.355
148,Derek Fisher,.769,.253,.053,.065,.397,.231,.552,.771,.000,.282
518,Deron Williams,.765,.314,.073,.074,.304,.235,.354,.659,.008,.059
145,Desmon Farmer,.467,.200,.000,.000,.267,.533,.333,.500,.000,.250
311,Desmond Mason,1.000,.461,.407,.122,.010,.000,.531,,.078,
166,Devean George,.595,.170,.108,.100,.216,.405,.484,.943,.022,.473
67,Devin Brown,.591,.286,.119,.061,.124,.409,.421,.914,.023,.203
192,Devin Harris,.916,.508,.096,.091,.221,.084,.439,.714,.022,.240
476,Dijon Thompson,.867,.467,.067,.067,.267,.133,.500,,.000,.500
347,Dikembe Mutombo,1.000,.732,.111,.131,.026,.000,.553,,.098,
358,Dirk Nowitzki,.871,.180,.082,.255,.353,.129,.468,.778,.016,.075
466,Donell Taylor,.879,.314,.093,.064,.407,.121,.547,.333,.021,.176
305,Donyell Marshall,.450,.266,.118,.028,.039,.550,.702,.989,.041,.554
536,Dorell Wright,.907,.316,.118,.113,.360,.093,.643,.800,.077,.500
91,Doug Christie,.647,.118,.059,.059,.412,.353,.250,1.000,.000,.500
172,Drew Gooden,.992,.286,.217,.270,.219,.008,.605,1.000,.070,.500
266,Dwayne Jones,1.000,1.000,.000,.000,.000,.000,,,.000,
216,Dwight Howard,.998,.627,.331,.037,.003,.002,.556,1.000,.312,.000
492,Dwyane Wade,.918,.366,.098,.104,.350,.082,.275,.238,.063,.089
31,Earl Barron,.988,.241,.193,.108,.446,.012,.625,,.024,.000
58,Earl Boykins,.689,.178,.124,.165,.222,.311,.224,.779,.000,.184
502,Earl Watson,.592,.231,.099,.077,.185,.408,.205,.772,.004,.179
182,Eddie Griffin,.963,.185,.111,.259,.407,.037,.857,,.000,.000
215,Eddie House,.584,.071,.014,.095,.404,.416,.857,.973,.000,.417
267,Eddie Jones,.474,.225,.050,.057,.142,.526,.570,.936,.005,.396
103,Eddy Curry,.999,.630,.333,.031,.006,.001,.646,1.000,.136,1.000
349,Eduardo Nájera,.966,.664,.090,.054,.158,.034,.778,1.000,.040,.167
62,Elton Brand,.999,.265,.226,.339,.168,.001,.624,1.000,.051,.000
364,Emeka Okafor,1.000,.526,.296,.141,.038,.000,.673,,.157,
386,Eric Piatkowski,.280,.080,.040,.000,.160,.720,.500,.857,.000,.556
452,Eric Snow,.988,.485,.093,.182,.228,.012,.578,,.000,.000
519,Eric Williams,.596,.106,.064,.255,.170,.404,.727,1.000,.000,.526
105,Erick Dampier,1.000,.790,.207,.003,.000,.000,.670,,.284,
228,Ersan İlyasova,.592,.248,.110,.080,.154,.408,.671,.833,.011,.203
35,Esteban Batista,1.000,.813,.063,.125,.000,.000,.625,,.063,
470,Etan Thomas,1.000,.599,.332,.054,.014,.000,.579,,.199,
362,Fabricio Oberto,1.000,.537,.189,.181,.093,.000,.741,,.025,
136,Francisco Elson,.993,.493,.181,.160,.160,.007,.743,,.191,.000
159,Francisco García,.608,.258,.058,.061,.232,.392,.500,.925,.011,.228
270,Fred Jones,.645,.307,.080,.069,.188,.355,.460,.974,.050,.336
382,Gary Payton,.664,.276,.123,.123,.142,.336,.402,.875,.000,.431
177,Gerald Green,.651,.211,.089,.092,.258,.349,.558,.958,.057,.283
498,Gerald Wallace,.874,.618,.082,.036,.139,.126,.506,.923,.086,.667
15,Gilbert Arenas,.623,.242,.048,.066,.267,.377,.251,.580,.006,.087
169,Gordan Giriček,.680,.150,.058,.129,.344,.320,.621,.981,.010,.279
206,Grant Hill,.982,.379,.071,.223,.309,.018,.512,1.000,.021,.500
73,Greg Buckner,.656,.288,.140,.090,.137,.344,.604,1.000,.003,.544
501,Hakim Warrick,.989,.492,.174,.125,.198,.011,.630,,.157,.000
1,Hassan Adams,.993,.681,.059,.074,.178,.007,.747,,.111,.000
483,Hedo Türkoğlu,.659,.221,.090,.145,.203,.341,.407,.945,.012,.228
18,Hilton Armstrong,1.000,.576,.136,.112,.176,.000,.529,,.232,
119,Ike Diogu,1.000,.383,.425,.128,.064,.000,.535,,.079,
484,Ime Udoka,.574,.267,.062,.051,.195,.426,.635,.989,.000,.548
353,Ira Newble,.595,.432,.081,.000,.081,.405,.500,.875,.027,.400
318,Ivan McFarlin,.923,.846,.000,.077,.000,.077,.600,,.000,.000
27,J.J. Barea,.731,.321,.103,.128,.179,.269,.318,.667,.000,.143
445,J.R. Smith,.407,.228,.045,.030,.104,.593,.593,.940,.081,.188
409,JJ Redick,.497,.077,.010,.046,.364,.503,.690,.921,.000,.327
76,Jackie Butler,1.000,.314,.457,.114,.114,.000,.563,,.029,
487,Jacque Vaughn,.988,.263,.084,.114,.527,.012,.543,1.000,.000,1.000
478,Jake Tsakalidis,1.000,.597,.236,.083,.083,.000,.759,,.042,
490,Jake Voskuhl,1.000,.408,.114,.133,.345,.000,.835,,.067,
428,Jalen Rose,.453,.012,.058,.105,.279,.547,.471,.952,.000,.426
299,Jamaal Magloire,1.000,.552,.367,.056,.025,.000,.633,,.149,
477,Jamaal Tinsley,.783,.193,.195,.232,.163,.217,.189,.918,.000,.135
101,Jamal Crawford,.637,.213,.119,.097,.208,.363,.203,.777,.012,.292
434,Jamal Sampson,.929,.857,.071,.000,.000,.071,.778,,.643,.000
351,Jameer Nelson,.778,.312,.070,.072,.325,.222,.235,.662,.000,.273
21,James Augustine,1.000,1.000,.000,.000,.000,.000,1.000,,.000,
273,James Jones,.459,.052,.014,.055,.339,.541,.708,.989,.007,.319
289,James Lang,1.000,.778,.111,.111,.000,.000,.500,,.111,
391,James Posey,.400,.280,.032,.021,.067,.600,.517,.918,.042,.305
441,James Singleton,.829,.317,.073,.134,.305,.171,.519,1.000,.085,.214
511,James White,.829,.341,.220,.024,.244,.171,.688,1.000,.098,.571
374,Jannero Pargo,.698,.137,.072,.140,.348,.302,.302,.691,.000,.191
253,Jared Jeffries,.903,.515,.146,.049,.194,.097,.538,1.000,.107,.600
411,Jared Reiner,1.000,.605,.163,.163,.070,.000,.800,,.070,
234,Jarrett Jack,.745,.264,.104,.095,.282,.255,.128,.873,.000,.233
93,Jarron Collins,1.000,.435,.129,.171,.265,.000,.720,,.018,
200,Jarvis Hayes,.665,.136,.073,.141,.315,.335,.747,.970,.009,.322
94,Jason Collins,.987,.503,.086,.093,.305,.013,.764,,.053,.000
194,Jason Hart,.871,.156,.054,.063,.598,.129,.581,.714,.000,.276
277,Jason Kapono,.627,.055,.046,.115,.410,.373,.653,.972,.000,.438
279,Jason Kidd,.602,.239,.039,.080,.244,.398,.388,.944,.000,.191
313,Jason Maxiell,1.000,.508,.156,.210,.126,.000,.664,,.210,
412,Jason Richardson,.590,.240,.082,.086,.184,.410,.536,.936,.038,.319
469,Jason Terry,.652,.139,.092,.165,.256,.348,.352,.864,.003,.351
522,Jason Williams,.482,.214,.039,.042,.186,.518,.207,.710,.000,.122
151,Jeff Foster,.996,.788,.108,.015,.085,.004,.615,,.062,1.000
320,Jeff McInnis,.956,.221,.227,.221,.287,.044,.300,1.000,.000,.250
413,Jeremy Richardson,.500,.000,.000,.000,.500,.500,.000,1.000,.000,.000
360,Jermaine O'Neal,.994,.265,.276,.262,.191,.006,.602,,.055,.143
243,Jerome James,1.000,.316,.430,.177,.076,.000,.364,,.101,
457,Jerry Stackhouse,.752,.170,.075,.217,.291,.248,.427,.984,.026,.494
260,Joe Johnson,.726,.219,.133,.089,.285,.274,.300,.765,.005,.321
446,Joe Smith,.990,.298,.174,.193,.325,.010,.729,,.057,.200
400,Joel Przybilla,1.000,.615,.154,.192,.038,.000,.703,,.179,
174,Joey Graham,.920,.353,.101,.129,.338,.080,.699,.889,.095,.387
385,Johan Petro,1.000,.290,.279,.299,.132,.000,.796,,.082,
295,John Lucas III,.622,.167,.224,.090,.141,.378,.170,.867,.000,.373
433,John Salmons,.783,.338,.130,.141,.174,.217,.337,.950,.025,.339
144,Jordan Farmar,.534,.293,.061,.058,.122,.466,.570,.800,.010,.219
158,Jorge Garbajosa,.635,.113,.059,.049,.414,.365,.840,1.000,.004,.238
53,Josh Boone,1.000,.871,.123,.006,.000,.000,.788,,.292,
90,Josh Childress,.851,.616,.052,.050,.133,.149,.511,1.000,.106,.688
217,Josh Howard,.778,.218,.134,.178,.248,.222,.426,.870,.021,.259
394,Josh Powell,1.000,.333,.172,.151,.344,.000,.674,,.032,
449,Josh Smith,.847,.449,.116,.038,.244,.153,.543,.947,.110,.191
79,José Calderón,.851,.402,.030,.053,.366,.149,.176,.560,.000,.173
123,Juan Dixon,.679,.134,.101,.142,.302,.321,.550,.861,.000,.460
210,Julius Hodge,1.000,.500,.250,.083,.167,.000,.333,,.000,
274,Jumaine Jones,.373,.078,.000,.020,.275,.627,.750,1.000,.000,.281
190,Junior Harrington,.810,.248,.066,.102,.394,.190,.340,1.000,.000,.038
410,Justin Reed,1.000,.402,.168,.075,.355,.000,.725,,.065,
523,Justin Williams,.989,.784,.182,.000,.023,.011,.630,,.205,.000
218,Juwan Howard,1.000,.224,.211,.226,.340,.000,.689,,.021,
50,Keith Bogans,.441,.233,.057,.029,.122,.559,.457,.943,.000,.489
322,Keith McLeod,.761,.144,.080,.064,.473,.239,.333,.750,.000,.089
23,Kelenna Azubuike,.641,.336,.132,.050,.123,.359,.531,.971,.050,.278
87,Kelvin Cato,1.000,.682,.182,.045,.091,.000,.571,,.136,
383,Kendrick Perkins,.989,.431,.468,.078,.011,.011,.477,,.063,.000
472,Kenny Thomas,.997,.538,.426,.030,.003,.003,.678,,.086,.000
309,Kenyon Martin,.938,.438,.125,.063,.313,.063,.875,,.188,1.000
160,Kevin Garnett,.958,.211,.187,.245,.315,.042,.593,.833,.049,.000
310,Kevin Martin,.688,.256,.101,.106,.225,.312,.495,.882,.051,.237
366,Kevin Ollie,.989,.257,.107,.235,.390,.011,.580,,.000,.000
532,Kevin Willis,1.000,.385,.231,.154,.231,.000,1.000,,.000,
389,Kevinn Pinkney,.926,.296,.111,.148,.370,.074,.727,1.000,.074,.000
127,Keyon Dooling,.790,.269,.092,.107,.323,.210,.433,.935,.035,.354
207,Kirk Hinrich,.682,.184,.059,.108,.331,.318,.322,.779,.000,.157
453,Kirk Snyder,.699,.445,.062,.055,.137,.301,.455,.909,.089,.386
72,Kobe Bryant,.773,.223,.090,.140,.321,.227,.351,.642,.038,.080
221,Kris Humphries,1.000,.573,.222,.151,.054,.000,.655,,.141,
473,Kurt Thomas,.996,.313,.081,.205,.398,.004,.786,,.008,.000
69,Kwame Brown,.996,.760,.223,.008,.004,.004,.629,,.169,.000
285,Kyle Korver,.637,.099,.032,.150,.355,.363,.788,.932,.004,.195
294,Kyle Lowry,.789,.500,.053,.053,.184,.211,.000,1.000,.026,.375
3,LaMarcus Aldridge,.996,.367,.129,.194,.305,.004,.680,,.121,.000
363,Lamar Odom,.733,.407,.122,.057,.147,.267,.494,.741,.044,.126
220,Larry Hughes,.767,.226,.093,.125,.323,.233,.495,.905,.008,.239
419,Lawrence Roberts,.990,.769,.111,.048,.063,.010,.713,,.168,.000
244,LeBron James,.809,.333,.125,.111,.241,.191,.321,.495,.068,.145
26,Leandro Barbosa,.606,.325,.059,.065,.157,.394,.478,.879,.000,.326
393,Leon Powe,.989,.571,.271,.073,.073,.011,.354,,.090,.000
282,Linas Kleiza,.534,.272,.080,.051,.131,.466,.735,.988,.065,.344
222,Lindsey Hunter,.512,.209,.033,.066,.205,.488,.339,.816,.000,.395
261,Linton Johnson,.842,.274,.053,.084,.432,.158,.735,1.000,.053,.800
537,Lorenzen Wright,1.000,.437,.109,.186,.268,.000,.707,,.066,
8,Lou Amundson,1.000,.800,.067,.133,.000,.000,.833,,.200,
524,Lou Williams,.825,.427,.062,.128,.209,.175,.346,.833,.057,.243
236,Luke Jackson,.605,.442,.000,.047,.116,.395,.571,1.000,.047,.235
417,Luke Ridnour,.800,.203,.239,.140,.219,.200,.206,.735,.000,.288
436,Luke Schenscher,1.000,.609,.261,.087,.043,.000,.857,,.000,
500,Luke Walton,.777,.404,.160,.084,.129,.223,.685,.958,.027,.484
114,Luol Deng,.994,.369,.105,.103,.418,.006,.693,1.000,.076,.286
202,Luther Head,.427,.201,.033,.047,.146,.573,.488,.768,.006,.299
180,Lynn Greer,.631,.234,.078,.057,.262,.369,.279,.833,.000,.346
34,Maceo Baston,.908,.671,.158,.000,.079,.092,.717,1.000,.316,.000
4,Malik Allen,.996,.178,.167,.244,.407,.004,.710,,.004,.000
429,Malik Rose,.957,.333,.102,.102,.419,.043,.694,1.000,.005,.500
168,Manu Ginóbili,.622,.307,.128,.083,.104,.378,.448,.875,.013,.226
239,Marc Jackson,.997,.219,.137,.155,.487,.003,.742,,.003,.000
25,Marcus Banks,.852,.367,.036,.031,.418,.148,.443,.400,.015,.069
80,Marcus Camby,.997,.407,.135,.114,.341,.003,.689,,.103,1.000
489,Marcus Vinicius,.533,.267,.133,.067,.067,.467,.750,1.000,.067,.286
525,Marcus Williams,.690,.266,.093,.125,.205,.310,.210,.783,.000,.160
95,Mardy Collins,.794,.351,.132,.101,.211,.206,.216,.846,.039,.191
49,Mark Blount,.963,.281,.104,.147,.431,.037,.825,1.000,.060,.323
297,Mark Madsen,1.000,.605,.256,.070,.070,.000,.696,,.023,
247,Marko Jarić,.738,.338,.040,.046,.314,.262,.567,.938,.009,.341
107,Marquis Daniels,.907,.345,.217,.206,.139,.093,.398,.833,.014,.577
506,Martell Webster,.492,.205,.030,.037,.220,.508,.567,.934,.037,.500
526,Marvin Williams,.936,.292,.091,.076,.477,.064,.756,.909,.044,.222
29,Matt Barnes,.538,.256,.175,.025,.081,.462,.698,.972,.041,.334
52,Matt Bonner,.603,.181,.198,.101,.122,.397,.586,.972,.017,.191
83,Matt Carroll,.594,.160,.064,.082,.289,.406,.695,.973,.002,.509
155,Matt Freije,.593,.204,.093,.074,.222,.407,.385,1.000,.000,.182
186,Matt Harpring,.941,.380,.102,.184,.274,.059,.822,.923,.005,.718
2,Maurice Ager,.786,.357,.043,.071,.314,.214,.235,.400,.057,.200
140,Maurice Evans,.755,.327,.114,.138,.175,.245,.570,.875,.076,.564
467,Maurice Taylor,1.000,.536,.214,.071,.179,.000,.250,,.107,
365,Mehmet Okur,.683,.220,.128,.098,.238,.317,.651,.977,.028,.042
137,Melvin Ely,1.000,.275,.525,.150,.050,.000,.655,,.063,
533,Metta World Peace,.750,.339,.087,.071,.253,.250,.345,.710,.021,.169
126,Michael Doleac,.994,.217,.109,.166,.503,.006,.793,,.011,.000
147,Michael Finley,.569,.081,.068,.106,.314,.431,.728,.981,.014,.399
367,Michael Olowokandi,1.000,.326,.500,.130,.043,.000,.526,,.022,
408,Michael Redd,.701,.305,.103,.109,.183,.299,.486,.829,.012,.301
432,Michael Ruffin,1.000,.889,.111,.000,.000,.000,.200,,.111,
165,Mickaël Gelabale,.822,.352,.091,.114,.265,.178,.676,1.000,.080,.723
388,Mickaël Piétrus,.590,.338,.063,.024,.166,.410,.674,.968,.101,.821
40,Mike Bibby,.587,.108,.051,.040,.389,.413,.413,.890,.000,.121
131,Mike Dunleavy,.736,.216,.099,.100,.321,.264,.672,.957,.021,.272
184,Mike Hall,1.000,.250,.000,.000,.750,.000,1.000,,.000,
245,Mike James,.694,.272,.107,.044,.270,.306,.300,.888,.001,.242
334,Mike Miller,.507,.227,.044,.028,.209,.493,.506,.837,.012,.082
463,Mike Sweetney,1.000,.612,.291,.075,.022,.000,.603,,.060,
514,Mike Wilks,.894,.319,.085,.106,.383,.106,.295,.600,.000,.133
339,Mikki Moore,.998,.518,.109,.101,.271,.002,.786,,.221,.000
226,Mile Ilić,1.000,.333,.667,.000,.000,.000,,,.000,
527,Mo Williams,.783,.213,.087,.164,.319,.217,.303,.722,.002,.162
135,Monta Ellis,.858,.386,.128,.095,.250,.142,.449,.692,.049,.434
384,Morris Peterson,.429,.195,.058,.031,.145,.571,.733,.953,.008,.434
438,Mouhamed Sene,1.000,.327,.327,.306,.041,.000,.611,,.041,
424,Nate Robinson,.593,.300,.052,.057,.184,.407,.278,.867,.004,.310
338,Nazr Mohammed,1.000,.545,.171,.225,.059,.000,.585,,.117,
286,Nenad Krstić,.997,.344,.251,.099,.303,.003,.741,,.025,.000
205,Nenê,.998,.636,.194,.097,.072,.002,.748,,.234,.000
96,Nick Collison,.997,.549,.204,.127,.116,.003,.657,,.107,.000
179,Orien Greene,.823,.339,.177,.032,.274,.177,.095,.000,.016,.091
191,Othella Harrington,1.000,.304,.304,.232,.161,.000,.680,,.018,
70,P.J. Brown,.995,.333,.120,.244,.299,.005,.788,,.036,.000
481,P.J. Tucker,1.000,.773,.182,.045,.000,.000,.364,,.000,
455,Pape Sow,1.000,.111,.556,.111,.222,.000,.667,,.000,
74,Pat Burke,.662,.369,.077,.108,.108,.338,.706,1.000,.138,.227
161,Pat Garrity,.543,.129,.057,.057,.300,.457,.727,1.000,.000,.000
359,Patrick O'Bryant,1.000,.156,.094,.313,.438,.000,.500,,.031,
163,Pau Gasol,.987,.365,.323,.161,.139,.013,.514,1.000,.099,.182
110,Paul Davis,1.000,.423,.135,.212,.231,.000,.545,,.038,
335,Paul Millsap,.992,.666,.161,.068,.098,.008,.601,1.000,.101,.000
387,Paul Pierce,.676,.258,.044,.115,.260,.324,.417,.897,.011,.113
459,Peja Stojaković,.571,.153,.082,.082,.255,.429,.449,.941,.015,.071
22,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
326,Pops Mensah-Bonsu,1.000,.824,.176,.000,.000,.000,.818,,.471,
64,Primož Brezec,.989,.365,.106,.150,.369,.011,.719,1.000,.022,.333
416,Quentin Richardson,.527,.277,.081,.033,.136,.473,.435,.979,.013,.264
128,Quincy Douby,.603,.143,.151,.103,.206,.397,.306,.833,.008,.340
430,Quinton Ross,.974,.325,.040,.135,.475,.026,.714,1.000,.024,.200
