,Player,Fouls Drawn - Shoot
17,Darrell Armstrong,35
330,Darrick Martin,4
218,Darvin Ham,16
570,David Wesley,60
572,David West,41
153,DeSagana Diop,9
496,DeShawn Stevenson,89
280,DerMarr Johnson,13
7,Derek Anderson,64
175,Derek Fisher,45
116,Derrick Coleman,32
147,Derrick Dial,1
173,Desmond Ferguson,1
333,Desmond Mason,180
425,Desmond Penigar,2
194,Devean George,33
78,Devin Brown,24
380,Dikembe Mutombo,52
201,Dion Glover,75
396,Dirk Nowitzki,176
231,Donnell Harvey,35
327,Donyell Marshall,83
111,Doug Christie,57
408,Doug Overton,6
207,Drew Gooden,110
546,Dwyane Wade,133
63,Earl Boykins,45
561,Earl Watson,48
195,Eddie Gill,7
246,Eddie House,13
286,Eddie Jones,105
463,Eddie Robinson,26
126,Eddy Curry,174
389,Eduardo Nájera,23
97,Elden Campbell,58
71,Elton Brand,237
434,Eric Piatkowski,6
491,Eric Snow,112
582,Eric Williams,130
129,Erick Dampier,142
505,Erick Strickland,18
281,Ervin Johnson,13
521,Etan Thomas,125
170,Francisco Elson,19
585,Frank Williams,15
244,Fred Hoiberg,37
287,Fred Jones,56
423,Gary Payton,72
529,Gary Trent,41
318,George Lynch,17
551,Gerald Wallace,12
15,Gilbert Arenas,120
457,Glen Rice,6
464,Glenn Robinson,58
198,Gordan Giriček,63
90,Greg Buckner,11
405,Greg Ostertag,86
536,Hedo Türkoğlu,60
186,Hiram Fuller,3
209,Horace Grant,19
167,Howard Eisley,25
138,Hubert Davis,0
537,Ime Udoka,1
392,Ira Newble,24
72,J.R. Bremer,5
486,Jabari Smith,7
543,Jacque Vaughn,18
573,Jahidi White,65
534,Jake Tsakalidis,27
544,Jake Voskuhl,87
469,Jalen Rose,77
321,Jamaal Magloire,193
527,Jamaal Tinsley,10
124,Jamal Crawford,83
332,Jamal Mashburn,26
477,Jamal Sampson,4
289,James Jones,0
442,James Posey,116
75,Jamison Brewer,1
415,Jannero Pargo,9
276,Jared Jeffries,73
119,Jarron Collins,95
236,Jarvis Hayes,44
118,Jason Collier,39
120,Jason Collins,74
230,Jason Hart,15
293,Jason Kapono,9
294,Jason Kidd,69
459,Jason Richardson,158
520,Jason Terry,83
586,Jason Williams,24
180,Jeff Foster,68
346,Jeff McInnis,49
530,Jeff Trepagnier,3
340,Jelani McCoy,0
397,Jermaine O'Neal,185
42,Jerome Beasley,0
265,Jerome James,49
587,Jerome Williams,72
494,Jerry Stackhouse,37
259,Jim Jackson,28
569,Jiří Welsch,77
282,Joe Johnson,101
487,Joe Smith,93
445,Joel Przybilla,16
476,John Salmons,31
552,John Wallace,19
32,Jon Barry,24
45,Jonathan Bender,19
141,Josh Davis,1
248,Josh Howard,62
155,Juan Dixon,49
290,Jumaine Jones,11
249,Juwan Howard,176
370,Jérôme Moïso,18
152,Kaniel Dickens,1
474,Kareem Rush,19
322,Karl Malone,87
79,Kedrick Brown,14
54,Keith Bogans,42
350,Keith McLeod,18
540,Keith Van Horn,127
108,Kelvin Cato,72
196,Kendall Gill,47
427,Kendrick Perkins,4
8,Kenny Anderson,21
522,Kenny Thomas,141
331,Kenyon Martin,133
112,Keon Clark,0
296,Kerry Kittles,54
191,Kevin Garnett,200
403,Kevin Ollie,53
598,Kevin Willis,16
159,Keyon Dooling,37
243,Kirk Hinrich,59
426,Kirk Penney,0
89,Kobe Bryant,200
523,Kurt Thomas,49
82,Kwame Brown,151
301,Kyle Korver,6
400,Lamar Odom,193
377,Lamond Murray,12
251,Larry Hughes,151
493,Latrell Sprewell,122
266,LeBron James,187
27,Leandro Barbosa,24
385,Lee Nailon,28
488,Leon Smith,0
254,Lindsey Hunter,3
283,Linton Johnson,14
38,Lonny Baxter,37
599,Loren Woods,19
603,Lorenzen Wright,59
229,Lucious Harris,31
461,Luke Ridnour,20
557,Luke Walton,15
305,Maciej Lampe,5
3,Malik Allen,14
472,Malik Rose,77
381,Mamadou N'Diaye,23
197,Manu Ginóbili,106
260,Marc Jackson,34
26,Marcus Banks,41
96,Marcus Camby,58
176,Marcus Fizer,47
216,Marcus Haislip,15
53,Mark Blount,111
261,Mark Jackson,11
319,Mark Madsen,39
441,Mark Pope,1
271,Marko Jarić,40
131,Marquis Daniels,33
115,Mateen Cleaves,1
28,Matt Barnes,30
99,Matt Carroll,2
226,Matt Harpring,66
103,Maurice Carter,6
519,Maurice Taylor,78
401,Mehmet Okur,97
171,Melvin Ely,20
33,Mengke Bateer,0
601,Metta World Peace,184
64,Michael Bradley,1
127,Michael Curry,21
156,Michael Doleac,23
174,Michael Finley,69
404,Michael Olowokandi,23
456,Michael Redd,157
473,Michael Ruffin,17
499,Michael Stewart,2
436,Mickaël Piétrus,29
47,Mike Bibby,110
163,Mike Dunleavy,60
267,Mike James,39
362,Mike Miller,54
516,Mike Sweetney,31
579,Mike Wilks,6
371,Mikki Moore,16
414,Milt Palacio,35
93,Mitchell Butler,10
590,Mo Williams,18
393,Moochie Norris,27
433,Morris Peterson,42
367,Nazr Mohammed,75
166,Ndudi Ebi,2
240,Nenê,167
538,Nick Van Exel,33
535,Nikoloz Tskitishvili,14
440,Olden Polynice,0
363,Oliver Miller,8
122,Omar Cook,0
228,Othella Harrington,33
83,P.J. Brown,75
192,Pat Garrity,0
193,Pau Gasol,183
210,Paul Grant,3
435,Paul Pierce,226
481,Paul Shirley,2
502,Peja Stojaković,137
29,Player,Shoot
291,Popeye Jones,0
161,Predrag Drobnjak,35
76,Primož Brezec,3
460,Quentin Richardson,87
312,Quincy Lewis,0
600,Qyntel Woods,31
304,Raef LaFrentz,5
5,Rafer Alston,35
43,Raja Bell,85
315,Randy Livingston,2
313,Rashard Lewis,103
553,Rasheed Wallace,91
391,Rasho Nesterović,50
94,Rasual Butler,6
4,Ray Allen,105
316,Raül López,28
189,Reece Gaines,8
172,Reggie Evans,62
364,Reggie Miller,36
219,Richard Hamilton,121
275,Richard Jefferson,200
184,Richie Frahm,8
85,Rick Brunson,5
182,Rick Fox,12
142,Ricky Davis,111
11,Robert Archibald,10
245,Robert Horry,48
412,Robert Pack,2
528,Robert Traylor,63
506,Rod Strickland,37
91,Rodney Buford,2
465,Rodney Rogers,43
576,Rodney White,44
334,Roger Mason,8
352,Ron Mercer,6
164,Ronald Dupree,49
378,Ronald Murray,98
60,Ruben Boumtje-Boumtje,1
421,Ruben Patterson,91
310,Rusty LaRue,1
62,Ryan Bowen,4
252,Ryan Humphrey,0
107,Sam Cassell,91
549,Samaki Walker,20
128,Samuel Dalembert,77
422,Sasha Pavlović,40
439,Scot Pollard,11
413,Scott Padgett,12
591,Scott Williams,13
437,Scottie Pippen,7
306,Sean Lampley,6
466,Sean Rooks,15
594,Shammond Williams,17
9,Shandon Anderson,75
37,Shane Battier,52
238,Shane Heal,1
398,Shaquille O'Neal,282
0,Shareef Abdur-Rahim,185
67,Shawn Bradley,17
326,Shawn Marion,107
545,Slavko Vraneš,0
114,Speedy Claxton,72
22,Stacey Augmon,58
351,Stanislav Medvedenko,56
262,Stephen Jackson,124
323,Stephon Marbury,176
49,Steve Blake,17
185,Steve Francis,167
390,Steve Nash,59
489,Steve Smith,25
255,Steven Hunter,29
517,Stromile Swift,110
178,T.J. Ford,37
485,Tamar Slay,4
444,Tayshaun Prince,61
450,Theo Ratliff,95
490,Theron Smith,5
84,Tierre Brown,1
162,Tim Duncan,268
524,Tim Thomas,90
213,Tom Gugliotta,11
302,Toni Kukoč,78
34,Tony Battie,38
146,Tony Delk,23
337,Tony Massenburg,29
419,Tony Parker,89
68,Torraye Braggs,7
345,Tracy McGrady,217
379,Tracy Murray,0
46,Travis Best,18
222,Travis Hansen,10
407,Travis Outlaw,1
181,Tremaine Fowlkes,7
235,Trenton Hassell,26
44,Troy Bell,1
250,Troy Hudson,12
376,Troy Murphy,33
241,Tyrone Hill,1
317,Tyronn Lue,31
109,Tyson Chandler,49
234,Udonis Haslem,82
23,Vin Baker,75
106,Vince Carter,116
443,Vitaly Potapenko,39
154,Vlade Divac,107
448,Vladimir Radmanović,52
495,Vladimir Stepania,17
311,Voshon Lenard,49
518,Wally Szczerbiak,23
338,Walter McCarty,24
604,Wang Zhizhi,4
429,Wesley Person,10
211,Willie Green,38
365,Yao Ming,182
449,Zach Randolph,184
411,Zaza Pachulia,35
220,Zendon Hamilton,45
438,Zoran Planinić,20
256,Zydrunas Ilgauskas,193
95,Žarko Čabarkapa,26
453,Željko Rebrača,14
