,Player,Fouls Drawn - Shoot
349,Aaron McKie,54
580,Aaron Williams,77
183,Adonal Foyle,14
212,Adrian Griffin,1
227,Al Harrington,104
239,Alan Henderson,2
190,Alex Garcia,1
247,Allan Houston,65
257,Allen Iverson,175
375,Alonzo Mourning,12
177,Alton Ford,3
581,Alvin Williams,26
339,Amal McCaskill,13
504,Amar'e Stoudemire,207
360,Andre Miller,162
295,Andrei Kirilenko,202
145,Andrew DeClercq,24
223,Anfernee Hardaway,55
480,Ansu Sesay,21
270,Antawn Jamison,122
102,Anthony Carter,0
204,Anthony Goldwire,1
278,Anthony Johnson,24
424,Anthony Peeler,24
548,Antoine Walker,94
130,Antonio Daniels,62
132,Antonio Davis,98
342,Antonio McDyess,34
125,Austin Croshere,38
279,Avery Johnson,35
135,Baron Davis,140
221,Ben Handlogten,11
550,Ben Wallace,113
117,Bimbo Coles,3
406,Bo Outlaw,49
513,Bob Sura,86
258,Bobby Jackson,42
482,Bobby Simmons,70
566,Bonzi Wells,80
148,Boris Diaw,33
384,Boštjan Nachbar,12
361,Brad Miller,131
16,Brandon Armstrong,2
253,Brandon Hunter,22
237,Brendan Haywood,113
31,Brent Barry,45
297,Brevin Knight,21
98,Brian Cardinal,96
121,Brian Cook,9
208,Brian Grant,41
479,Brian Scalabrine,29
484,Brian Skinner,64
277,Britton Johnsen,7
61,Bruce Bowen,42
509,Bruno Šundov,2
160,Bryce Drew,1
475,Bryon Russell,16
110,Calbert Cheaney,29
55,Calvin Booth,43
18,Carlos Arroyo,72
56,Carlos Boozer,125
10,Carmelo Anthony,213
92,Caron Butler,67
264,Casey Jacobsen,44
531,Cezary Trybański,0
399,Charles Oakley,0
558,Charlie Ward,8
48,Chauncey Billups,138
420,Cherokee Parks,2
6,Chris Andersen,39
59,Chris Bosh,130
123,Chris Crawford,51
272,Chris Jefferies,8
292,Chris Kaman,65
353,Chris Mihm,76
565,Chris Webber,54
577,Chris Whitney,1
578,Chris Wilcox,67
303,Christian Laettner,19
19,Chucky Atkins,22
562,Clarence Weatherspoon,30
462,Clifford Robinson,63
320,Corey Maggette,246
50,Corie Blount,13
597,Corliss Williamson,80
58,Curtis Borchardt,7
366,Cuttino Mobley,82
284,Dahntay Jones,6
547,Dajuan Wagner,22
137,Dale Davis,47
285,Damon Jones,13
503,Damon Stoudamire,35
77,Damone Brown,1
149,Dan Dickau,3
187,Dan Gadzuric,55
307,Dan Langhi,0
30,Dana Barros,1
478,Daniel Santiago,44
179,Danny Fortson,46
356,Darius Miles,94
492,Darius Songaila,41
359,Darko Miličić,11
