,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
31,Chris Bosh,77,6.8,13.7,6.1,1.8,6.5,1.9,0.8,0.6,1.8,2.2
295,Chris Douglas-Roberts,12,2.7,6.2,2.0,0.2,1.8,1.1,0.7,0.3,0.8,1.7
555,Chris Duhon,5,1.0,2.5,0.5,0.2,0.8,2.3,0.3,0.0,1.2,0.6
561,Chris Johnson,1,0.6,1.5,1.4,0.9,1.4,0.2,0.2,0.6,0.7,1.5
134,Chris Kaman,15,5.5,11.8,1.8,1.6,5.4,1.4,0.5,1.5,1.8,2.3
58,Chris Paul,80,5.4,11.6,4.8,0.5,3.6,9.8,2.4,0.1,2.2,2.5
591,Chris Quinn,0,0.8,2.2,0.2,0.1,0.5,1.0,0.1,0.0,0.3,0.7
292,Chris Wilcox,29,3.3,5.6,1.6,1.7,3.1,0.8,0.5,0.3,0.8,2.5
316,Christian Eyenga,18,3.0,7.0,0.6,0.6,2.2,0.8,0.8,0.6,1.1,1.8
273,Chuck Hayes,63,3.3,6.3,1.9,3.0,5.1,2.7,1.1,0.7,1.2,2.7
625,Cole Aldrich,0,0.4,0.8,0.2,0.7,1.2,0.2,0.3,0.4,0.4,1.7
264,Corey Brewer,24,2.8,7.1,2.8,0.8,1.7,1.3,1.4,0.2,1.3,2.3
138,Corey Maggette,18,3.8,8.3,4.9,0.7,2.9,1.3,0.3,0.1,1.9,2.6
258,Courtney Lee,1,3.1,7.1,1.5,0.6,2.0,1.2,0.7,0.2,0.8,1.3
543,Craig Brackins,0,1.3,5.3,0.0,0.7,0.7,0.3,0.3,0.0,0.0,1.0
383,Craig Smith,0,2.2,3.9,1.4,0.9,1.5,0.6,0.3,0.1,0.7,1.8
87,D.J. Augustin,82,4.9,11.7,3.6,0.5,2.3,6.1,0.7,0.0,1.9,1.9
617,D.J. Mbenga,0,0.6,1.2,0.4,0.9,1.2,0.1,0.1,0.7,0.5,1.3
361,D.J. White,0,2.4,4.7,1.4,0.9,2.4,0.4,0.3,0.4,0.3,1.6
511,DaJuan Summers,1,1.3,3.1,0.9,0.1,0.5,0.1,0.1,0.0,0.6,1.0
366,Daequan Cook,0,1.8,4.2,0.5,0.2,1.5,0.5,0.3,0.0,0.4,1.2
342,Dahntay Jones,2,2.2,4.8,2.0,0.1,1.4,0.7,0.4,0.2,0.7,1.6
506,Damien Wilkins,0,1.3,2.6,1.1,0.4,1.3,0.8,0.5,0.2,0.4,1.4
436,Damion James,9,1.8,4.1,1.1,0.7,2.7,0.8,0.6,0.5,1.0,1.4
539,Dan Gadzuric,9,1.3,3.1,0.6,1.7,1.5,0.3,0.3,0.7,0.7,2.2
155,Daniel Gibson,15,3.9,9.9,2.4,0.4,2.3,3.0,0.7,0.3,1.2,2.3
67,Danilo Gallinari,60,4.3,10.3,6.3,1.0,4.0,1.7,0.8,0.4,1.3,2.3
18,Danny Granger,79,6.8,15.9,5.9,1.1,4.3,2.6,1.1,0.8,2.6,2.7
396,Danny Green,0,2.1,4.4,0.0,0.4,1.5,0.3,0.3,0.1,0.6,0.9
344,Dante Cunningham,18,2.8,6.1,0.8,1.2,2.3,0.6,0.7,0.6,0.7,2.3
614,Darius Songaila,0,0.7,1.5,0.4,0.2,0.8,0.2,0.0,0.0,0.4,1.6
236,Darko Miličić,69,3.9,8.4,1.7,1.9,3.3,1.5,0.8,2.0,2.2,3.3
525,Darnell Jackson,2,1.3,2.7,0.8,0.8,0.8,0.2,0.2,0.1,0.4,1.0
227,Darrell Arthur,9,3.9,7.8,1.7,1.4,2.8,0.7,0.7,0.8,1.1,2.9
114,Darren Collison,79,5.0,11.0,2.9,0.5,2.3,5.1,1.1,0.2,2.5,1.4
507,David Andersen,0,1.4,3.0,0.6,0.5,1.6,0.3,0.1,0.2,0.6,1.0
52,David Lee,73,6.8,13.4,3.7,3.0,6.8,3.2,1.0,0.4,2.3,2.9
29,David West,70,7.5,14.9,4.7,2.2,5.3,2.3,1.0,0.9,2.0,2.9
313,DeAndre Jordan,66,2.9,4.3,2.7,2.6,4.6,0.5,0.5,1.8,1.3,3.2
256,DeJuan Blair,65,3.6,7.2,1.7,2.7,4.3,1.0,1.2,0.5,1.4,2.6
46,DeMar DeRozan,82,6.6,14.1,4.9,0.9,2.9,1.8,1.0,0.4,1.8,2.6
90,DeMarcus Cousins,62,5.3,12.4,5.0,2.7,6.0,2.5,1.0,0.8,3.3,4.1
634,DeMarre Carroll,0,0.3,1.0,0.2,0.2,0.5,0.3,0.1,0.1,0.0,0.4
620,DeSagana Diop,0,0.5,1.5,0.7,0.8,1.8,0.4,0.3,0.9,0.7,1.6
392,DeShawn Stevenson,54,1.8,4.6,0.6,0.3,1.2,1.1,0.3,0.1,0.6,1.0
372,Delonte West,2,2.3,5.0,0.6,0.3,1.3,2.7,0.8,0.4,1.3,1.2
323,Derek Fisher,82,2.5,6.5,1.3,0.2,1.7,2.7,1.2,0.1,0.9,2.3
22,Deron Williams,65,6.6,15.0,6.3,0.6,3.4,10.3,1.2,0.2,3.5,2.9
483,Derrick Brown,1,1.5,2.7,1.2,0.8,1.2,0.7,0.4,0.2,0.7,1.2
586,Derrick Caracter,0,0.8,1.6,0.6,0.5,0.6,0.2,0.1,0.2,0.5,1.1
317,Derrick Favors,27,2.8,5.3,2.2,2.2,3.1,0.5,0.4,0.9,1.0,3.2
8,Derrick Rose,81,8.8,19.7,6.9,1.0,3.1,7.7,1.0,0.6,3.4,1.7
531,Devin Ebanks,0,1.1,2.6,1.2,0.8,0.6,0.1,0.2,0.3,0.3,0.4
78,Devin Harris,70,4.8,11.5,5.7,0.2,2.1,7.1,1.0,0.1,2.9,2.3
631,Dexter Pittman,0,0.5,1.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0
11,Dirk Nowitzki,73,8.4,16.2,6.1,0.7,6.3,2.6,0.5,0.6,1.9,2.4
519,Dominic McGuire,8,1.4,3.5,0.8,1.2,2.6,0.8,0.2,0.6,0.5,1.8
571,Dominique Jones,0,0.8,2.5,0.9,0.3,1.1,1.1,0.3,0.2,0.6,0.4
360,Donté Greene,21,2.3,5.6,0.9,0.7,1.4,0.7,0.5,0.3,0.9,1.3
55,Dorell Wright,82,5.9,14.0,2.8,1.1,4.2,3.0,1.5,0.8,1.6,2.1
160,Drew Gooden,18,4.5,10.3,2.9,2.1,4.7,1.3,0.6,0.5,1.3,2.8
12,Dwight Howard,78,7.9,13.4,11.7,4.0,10.1,1.4,1.4,2.4,3.6,3.3
5,Dwyane Wade,76,9.1,18.2,8.6,1.6,4.8,4.6,1.5,1.1,3.1,2.6
478,Earl Barron,7,1.5,4.7,1.1,1.5,2.1,0.5,0.4,0.3,0.8,2.2
300,Earl Boykins,0,2.7,6.2,1.4,0.3,0.7,2.5,0.7,0.1,0.9,0.8
475,Earl Clark,0,1.6,3.8,1.1,0.9,1.5,0.2,0.2,0.4,0.7,1.1
451,Earl Watson,13,1.6,3.8,1.0,0.7,1.6,3.5,0.8,0.2,1.5,1.8
277,Ed Davis,17,3.3,5.7,2.0,2.6,4.5,0.6,0.6,1.0,0.7,2.8
333,Eddie House,1,2.3,5.7,0.7,0.2,1.5,1.1,0.6,0.1,0.5,1.2
576,Eduardo Nájera,0,0.8,2.3,0.4,0.5,1.0,0.6,0.4,0.2,0.4,1.7
465,Ekpe Udoh,18,1.7,3.8,1.1,1.4,1.7,0.7,0.4,1.5,0.8,2.5
81,Elton Brand,81,6.2,12.1,3.4,2.9,5.4,1.5,1.1,1.3,1.2,3.0
189,Emeka Okafor,72,4.2,7.3,3.6,3.2,6.3,0.6,0.6,1.8,1.7,3.2
325,Eric Bledsoe,25,2.5,6.0,1.6,0.8,1.9,3.6,1.1,0.3,2.4,1.6
14,Eric Gordon,56,7.6,16.9,6.2,0.8,2.1,4.4,1.3,0.3,2.7,2.1
459,Eric Maynor,0,1.6,4.1,0.7,0.3,1.2,2.9,0.4,0.1,0.9,1.2
554,Erick Dampier,22,1.0,1.7,0.9,1.0,2.4,0.4,0.3,0.9,0.6,1.6
218,Ersan İlyasova,34,3.7,8.5,1.7,1.8,4.3,0.9,0.9,0.4,1.1,2.7
556,Etan Thomas,0,0.8,1.6,1.2,0.5,1.3,0.2,0.1,0.3,0.4,0.8
462,Eugene Jeter,1,1.7,4.2,0.7,0.1,1.0,2.6,0.5,0.0,0.8,0.9
304,Evan Turner,14,2.9,6.8,1.6,0.5,3.4,2.0,0.6,0.2,1.0,1.8
618,Fabricio Oberto,0,0.6,1.0,0.4,0.6,0.8,0.0,0.0,0.0,0.6,2.0
575,Francisco Elson,1,0.9,1.8,0.5,0.6,1.3,0.5,0.3,0.2,0.5,1.4
213,Francisco García,34,3.6,8.2,1.3,0.4,1.9,1.2,0.9,0.8,0.8,2.2
652,Gani Lawal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
577,Garret Siler,0,0.8,1.5,1.0,0.8,0.6,0.1,0.0,0.2,0.5,1.0
557,Garrett Temple,0,0.8,2.8,0.7,0.0,0.9,1.3,0.5,0.3,1.0,1.0
393,Gary Forbes,11,2.0,4.3,1.4,0.4,1.4,0.8,0.4,0.1,0.7,1.2
210,Gary Neal,1,3.6,7.9,1.3,0.3,2.2,1.2,0.3,0.1,1.0,1.9
156,George Hill,5,3.8,8.3,3.6,0.3,2.3,2.5,0.9,0.3,1.3,2.0
215,Gerald Henderson,30,3.8,8.4,2.4,0.7,2.3,1.5,0.7,0.5,0.9,1.7
60,Gerald Wallace,63,5.4,12.0,5.3,1.6,6.5,2.4,1.5,0.9,2.1,2.6
171,Gilbert Arenas,16,3.8,10.5,2.2,0.3,2.4,3.9,1.1,0.3,2.5,2.7
150,Glen Davis,13,4.6,10.3,3.4,1.3,4.2,1.2,1.0,0.4,1.1,3.0
284,Goran Dragić,5,2.7,6.3,1.9,0.5,1.5,2.9,0.7,0.1,1.7,1.8
381,Gordon Hayward,17,2.0,4.1,1.3,0.6,1.4,1.1,0.4,0.3,1.0,1.5
115,Grant Hill,80,5.0,10.3,3.2,1.0,3.3,2.5,0.8,0.4,1.7,2.3
219,Greg Monroe,48,3.8,6.9,2.9,3.1,4.4,1.3,1.2,0.6,1.0,2.5
499,Greivis Vásquez,1,1.4,3.3,0.6,0.2,0.9,2.2,0.3,0.1,1.0,1.2
255,Hakim Warrick,6,2.9,5.6,3.7,1.1,2.6,0.9,0.4,0.1,1.0,1.3
633,Hamady N'Diaye,0,0.3,0.3,0.8,0.1,0.3,0.0,0.1,0.3,0.2,1.1
564,Hamed Haddadi,0,1.0,1.9,0.7,0.8,1.4,0.2,0.1,0.4,0.4,0.9
621,Hasheem Thabeet,0,0.4,0.9,0.7,0.5,1.1,0.1,0.2,0.3,0.4,1.6
655,Hassan Whiteside,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
174,Hedo Türkoğlu,72,4.0,8.9,1.9,0.6,3.8,4.2,0.9,0.4,1.6,3.0
409,Henry Walker,1,1.7,3.9,0.7,0.3,1.7,0.6,0.3,0.1,0.6,1.3
601,Hilton Armstrong,2,0.7,1.4,0.6,0.8,1.7,0.3,0.3,0.4,0.5,1.6
533,Ian Mahinmi,0,1.0,1.8,1.5,0.8,1.4,0.1,0.3,0.3,0.4,1.9
359,Ike Diogu,0,2.3,4.1,1.7,1.1,2.1,0.1,0.1,0.1,0.6,2.0
642,Ime Udoka,0,0.3,1.1,0.4,0.3,0.7,0.7,0.4,0.1,0.3,0.7
567,Ish Smith,3,1.0,2.7,0.5,0.2,0.9,1.8,0.4,0.0,0.8,0.9
217,J.J. Barea,2,3.5,8.0,1.9,0.4,1.6,3.9,0.4,0.0,1.7,1.7
102,J.J. Hickson,66,5.4,11.7,4.6,2.7,6.0,1.1,0.6,0.7,2.2,2.7
135,J.R. Smith,6,4.3,9.9,2.8,0.6,3.5,2.2,1.2,0.2,1.3,2.2
200,JJ Redick,5,3.3,7.6,2.2,0.1,1.8,1.7,0.5,0.1,0.9,1.4
199,JaVale McGee,75,4.2,7.6,2.9,2.8,5.2,0.5,0.5,2.4,1.3,2.9
592,Jamaal Magloire,0,0.7,1.2,1.0,0.9,2.4,0.2,0.2,0.1,0.3,1.4
89,Jamal Crawford,0,4.8,11.5,3.4,0.3,1.4,3.2,0.8,0.2,1.9,1.3
444,Jamario Moon,20,1.7,4.2,0.3,0.4,2.4,0.9,0.5,0.6,0.4,1.1
120,Jameer Nelson,76,4.9,11.0,2.1,0.5,2.5,6.0,1.0,0.0,2.6,2.8
496,James Anderson,2,1.2,3.1,0.7,0.1,0.8,0.7,0.1,0.2,0.5,0.9
136,James Harden,5,3.6,8.3,4.2,0.5,2.6,2.1,1.1,0.3,1.3,2.5
305,James Johnson,25,2.8,6.2,1.9,1.0,2.8,2.3,0.9,1.0,1.7,2.5
358,James Jones,8,1.8,4.3,0.9,0.3,1.7,0.5,0.4,0.2,0.3,1.6
408,James Posey,0,1.7,4.9,0.3,0.2,2.8,0.7,0.5,0.1,0.5,2.1
182,Jared Dudley,15,3.7,7.7,2.7,1.4,2.5,1.3,1.1,0.2,0.9,1.7
595,Jared Jeffries,9,0.7,2.0,0.7,1.5,1.3,0.9,0.7,0.4,0.5,1.8
232,Jarrett Jack,15,3.1,7.7,2.6,0.2,1.8,2.9,0.7,0.1,1.3,1.2
637,Jarron Collins,0,0.2,0.8,0.4,0.5,0.4,0.1,0.1,0.0,0.3,1.0
588,Jason Collins,28,0.7,1.4,0.8,0.6,1.5,0.4,0.2,0.2,0.5,2.0
641,Jason Kapono,2,0.3,1.2,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.2
274,Jason Kidd,80,2.7,7.5,1.0,0.4,4.0,8.2,1.7,0.4,2.2,1.5
458,Jason Maxiell,14,1.6,3.3,1.7,1.2,1.9,0.3,0.4,0.4,0.8,1.6
64,Jason Richardson,80,5.9,13.2,2.0,0.8,3.3,1.8,1.2,0.2,1.2,2.0
450,Jason Smith,6,1.8,4.0,0.9,1.2,2.0,0.5,0.3,0.4,0.7,1.9
59,Jason Terry,10,6.0,13.3,2.6,0.3,1.6,4.1,1.1,0.2,2.0,1.7
237,Jason Thompson,39,3.6,7.1,2.7,1.9,4.1,1.2,0.4,0.6,1.3,2.8
581,Jason Williams,0,0.8,2.5,0.0,0.1,1.0,1.9,0.4,0.0,0.7,0.3
471,Jawad Williams,1,1.6,4.8,0.5,0.3,1.6,0.8,0.3,0.1,0.6,1.3
553,Jeff Adrien,0,1.0,2.3,0.8,1.0,1.5,0.4,0.2,0.2,0.4,1.2
518,Jeff Foster,3,1.4,3.0,0.9,2.9,3.4,0.8,0.4,0.6,0.5,2.3
109,Jeff Green,51,4.9,10.9,3.3,1.0,3.8,1.4,0.7,0.5,1.3,2.8
395,Jeff Teague,7,1.9,4.3,1.4,0.2,1.3,2.0,0.6,0.4,0.9,1.2
497,Jeremy Evans,3,1.6,2.3,0.8,0.7,1.2,0.5,0.3,0.3,0.4,1.0
548,Jeremy Lin,0,1.0,2.5,0.9,0.4,0.8,1.4,1.1,0.3,0.6,1.1
382,Jermaine O'Neal,10,2.1,4.5,1.8,1.0,2.6,0.5,0.1,1.3,1.1,2.7
328,Jermaine Taylor,8,2.8,5.8,0.8,0.8,1.1,0.9,0.4,0.1,1.4,1.1
606,Jerry Stackhouse,1,0.4,1.7,1.0,0.1,0.9,0.4,0.0,0.3,0.3,0.4
220,Jerryd Bayless,14,3.1,7.3,2.9,0.4,2.0,3.7,0.5,0.1,1.8,2.1
154,Joakim Noah,48,4.4,8.4,3.9,3.8,6.6,2.2,1.0,1.5,1.9,3.3
186,Jodie Meeks,64,3.3,7.7,2.3,0.3,2.0,1.1,0.9,0.1,0.8,1.3
36,Joe Johnson,72,7.1,16.1,3.4,0.8,3.2,4.7,0.7,0.1,2.0,1.8
644,Joe Smith,3,0.2,1.0,0.1,0.2,1.1,0.3,0.0,0.3,0.3,0.8
584,Joel Anthony,11,0.7,1.3,1.0,1.4,2.2,0.3,0.1,1.2,0.5,2.6
598,Joel Przybilla,9,0.7,1.2,0.8,1.0,3.0,0.4,0.1,0.4,0.8,2.2
530,Joey Dorsey,9,1.2,2.3,1.5,1.8,2.6,0.6,0.6,0.4,0.9,1.8
394,Joey Graham,8,2.1,4.6,0.9,0.2,1.9,0.5,0.2,0.2,0.7,1.9
505,Johan Petro,1,1.7,3.8,0.4,0.8,1.9,0.6,0.4,0.4,0.6,2.3
628,John Lucas III,0,0.5,1.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
101,John Salmons,70,5.1,12.3,3.3,0.4,3.3,3.5,1.0,0.4,1.9,2.2
54,John Wall,64,5.8,14.1,5.7,0.5,4.1,8.3,1.8,0.5,3.8,2.5
574,Jon Brockman,6,0.8,1.5,0.9,1.2,1.7,0.3,0.2,0.0,0.4,1.9
389,Jonny Flynn,8,2.0,5.6,0.8,0.2,1.2,3.4,0.6,0.1,2.1,1.1
143,Jordan Crawford,18,4.6,11.9,2.0,0.7,1.8,2.8,0.9,0.1,2.0,1.5
214,Jordan Farmar,18,3.5,8.9,1.4,0.3,2.0,5.0,0.8,0.1,1.9,1.8
368,Jordan Hill,11,2.4,4.9,1.2,1.8,2.5,0.4,0.2,0.7,0.9,2.2
404,Josh Childress,3,2.2,4.0,1.1,1.3,1.6,0.8,0.6,0.4,0.8,1.3
254,Josh Howard,10,3.2,9.0,2.6,1.0,3.1,1.3,0.7,0.3,1.1,1.9
291,Josh McRoberts,51,2.9,5.4,1.7,1.5,3.8,2.1,0.7,0.8,1.3,2.3
463,Josh Powell,0,1.7,3.9,0.8,0.9,1.6,0.4,0.1,0.1,1.0,1.4
53,Josh Smith,77,6.5,13.5,4.1,1.7,6.8,3.3,1.3,1.6,2.6,2.8
207,José Calderón,55,3.9,8.8,1.5,0.4,2.5,8.9,1.2,0.1,2.2,2.1
100,Jrue Holiday,82,5.4,12.2,2.5,0.8,3.2,6.5,1.5,0.4,2.7,2.5
500,Julian Wright,6,1.6,3.1,0.8,0.9,1.4,1.1,0.8,0.4,0.8,0.9
565,Juwan Howard,0,1.0,2.2,0.6,0.6,1.5,0.4,0.2,0.1,0.4,1.1
432,Keith Bogans,82,1.5,3.7,0.4,0.2,1.6,1.2,0.5,0.1,0.5,1.4
349,Kendrick Perkins,24,2.3,4.5,2.5,2.1,5.9,0.9,0.3,0.9,1.9,3.1
246,Kenyon Martin,48,3.9,7.5,1.5,1.4,4.8,2.3,0.9,0.7,1.2,2.8
0,Kevin Durant,78,9.1,19.7,8.7,0.7,6.1,2.7,1.1,1.0,2.8,2.0
84,Kevin Garnett,71,6.1,11.6,3.1,1.2,7.7,2.4,1.3,0.8,1.6,2.1
21,Kevin Love,73,6.6,14.1,6.8,4.5,10.7,2.5,0.6,0.4,2.1,2.0
10,Kevin Martin,80,6.9,15.8,8.4,0.4,2.9,2.5,1.0,0.2,2.3,1.9
544,Kevin Séraphin,1,1.1,2.5,0.5,1.4,1.2,0.2,0.3,0.5,0.7,2.2
311,Keyon Dooling,22,2.6,6.5,1.2,0.2,1.3,3.0,0.7,0.1,1.1,1.5
193,Kirk Hinrich,51,3.9,8.7,1.8,0.3,2.2,4.0,1.0,0.2,1.7,2.6
6,Kobe Bryant,82,9.0,20.0,7.1,1.0,4.1,4.7,1.2,0.1,3.0,2.1
521,Kosta Koufos,2,1.4,3.0,0.9,1.1,1.5,0.1,0.2,0.5,0.6,1.2
201,Kris Humphries,44,4.1,7.9,2.6,3.0,7.4,1.1,0.4,1.1,1.4,2.3
464,Kurt Thomas,37,1.8,3.6,0.6,1.4,4.3,1.2,0.6,0.8,0.8,3.2
270,Kwame Brown,50,2.9,5.7,3.5,2.2,4.6,0.7,0.4,0.6,1.0,2.6
257,Kyle Korver,0,3.0,6.8,1.1,0.1,1.7,1.5,0.4,0.2,0.7,1.9
107,Kyle Lowry,71,4.6,10.8,3.3,1.2,2.9,6.7,1.4,0.3,2.1,2.8
371,Kyle Weaver,0,1.8,5.0,1.6,0.4,1.6,1.4,0.4,0.4,1.4,0.6
