,Player,Fouls Drawn - Shoot
350,Aaron McKie,2
586,Aaron Williams,10
186,Adonal Foyle,36
214,Adrian Griffin,16
226,Al Harrington,158
284,Al Jefferson,63
239,Alan Henderson,34
443,Aleksandar Radojević,5
196,Alex Garcia,1
249,Allan Houston,12
264,Allen Iverson,294
375,Alonzo Mourning,60
506,Amar'e Stoudemire,375
546,Anderson Varejão,57
38,Andre Barrett,4
174,Andre Emmett,2
261,Andre Iguodala,85
358,Andre Miller,122
308,Andrei Kirilenko,117
147,Andrew DeClercq,1
52,Andris Biedriņš,16
395,Andrés Nocioni,86
224,Anfernee Hardaway,17
477,Ansu Sesay,9
282,Antawn Jamison,112
103,Anthony Carter,18
206,Anthony Goldwire,12
290,Anthony Johnson,34
359,Anthony Miller,0
422,Anthony Peeler,6
555,Antoine Walker,172
89,Antonio Burks,3
134,Antonio Daniels,100
138,Antonio Davis,57
347,Antonio McDyess,79
129,Austin Croshere,93
504,Awvee Storey,1
139,Baron Davis,93
210,Ben Gordon,76
223,Ben Handlogten,9
559,Ben Wallace,128
540,Beno Udrih,35
454,Bernard Robinson,10
522,Billy Thomas,5
408,Bo Outlaw,6
510,Bob Sura,62
266,Bobby Jackson,18
480,Bobby Simmons,94
569,Bonzi Wells,81
151,Boris Diaw,27
383,Boštjan Nachbar,55
360,Brad Miller,120
310,Brandin Knight,0
257,Brandon Hunter,16
238,Brendan Haywood,122
41,Brent Barry,42
311,Brevin Knight,70
100,Brian Cardinal,61
126,Brian Cook,14
211,Brian Grant,35
476,Brian Scalabrine,31
481,Brian Skinner,30
289,Britton Johnsen,0
66,Bruce Bowen,43
509,Bruno Šundov,1
472,Bryon Russell,26
111,Calbert Cheaney,17
60,Calvin Booth,12
23,Carlos Arroyo,49
63,Carlos Boozer,123
148,Carlos Delfino,13
16,Carmelo Anthony,203
90,Caron Butler,140
274,Casey Jacobsen,77
563,Charlie Ward,2
53,Chauncey Billups,126
8,Chris Andersen,85
65,Chris Bosh,235
162,Chris Duhon,24
302,Chris Kaman,54
354,Chris Mihm,117
566,Chris Webber,91
583,Chris Wilcox,64
316,Christian Laettner,24
26,Chucky Atkins,52
565,Clarence Weatherspoon,15
455,Clifford Robinson,34
331,Corey Maggette,255
597,Corliss Williamson,109
168,Corsley Edwards,6
1,Cory Alexander,3
64,Curtis Borchardt,27
364,Cuttino Mobley,77
263,D.J. Mbenga,2
295,Dahntay Jones,30
554,Dajuan Wagner,1
142,Dale Davis,40
584,Damien Wilkins,17
296,Damon Jones,11
505,Damon Stoudamire,54
78,Damone Brown,3
152,Dan Dickau,74
192,Dan Gadzuric,97
475,Daniel Santiago,4
183,Danny Fortson,119
356,Darius Miles,91
497,Darius Songaila,43
357,Darko Miličić,10
20,Darrell Armstrong,13
338,Darrick Martin,4
220,Darvin Ham,13
231,David Harrison,42
574,David Wesley,64
577,David West,28
156,DeSagana Diop,2
501,DeShawn Stevenson,49
578,Delonte West,8
291,DerMarr Johnson,48
9,Derek Anderson,31
178,Derek Fisher,53
121,Derrick Coleman,2
341,Desmond Mason,212
200,Devean George,7
79,Devin Brown,47
229,Devin Harris,34
381,Dikembe Mutombo,59
205,Dion Glover,4
399,Dirk Nowitzki,280
233,Donnell Harvey,2
485,Donta Smith,20
337,Donyell Marshall,34
605,Dorell Wright,0
114,Doug Christie,28
209,Drew Gooden,142
250,Dwight Howard,181
553,Dwyane Wade,303
68,Earl Boykins,68
564,Earl Watson,60
201,Eddie Gill,29
215,Eddie Griffin,34
245,Eddie House,9
297,Eddie Jones,76
130,Eddy Curry,158
388,Eduardo Nájera,35
