,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
407,A.J. Price,1,1.3,4.0,0.8,0.3,1.1,2.0,0.5,0.0,0.7,0.7
405,Aaron Gray,40,1.7,3.3,1.0,1.7,4.0,0.6,0.4,0.3,1.0,2.6
73,Al Harrington,1,5.4,12.1,2.8,1.1,5.0,1.4,0.9,0.2,1.8,2.8
110,Al Horford,11,5.2,9.4,2.7,2.4,4.6,2.2,0.9,1.3,1.5,1.9
22,Al Jefferson,61,8.5,17.2,2.9,2.2,7.4,2.2,0.8,1.7,1.0,2.5
292,Al-Farouq Aminu,21,2.3,5.5,1.7,1.4,3.2,1.0,0.9,0.5,1.4,2.1
185,Alan Anderson,12,3.2,8.4,2.0,0.5,1.5,1.5,0.3,0.2,1.5,2.1
257,Alec Burks,0,2.6,6.1,2.4,1.0,1.3,0.9,0.5,0.1,0.9,1.4
158,Alonzo Gee,31,3.6,8.7,3.4,1.6,3.5,1.8,1.3,0.3,1.8,2.4
35,Amar'e Stoudemire,47,6.7,13.9,5.2,2.3,5.6,1.1,0.8,1.0,2.4,2.9
263,Amir Johnson,43,3.1,5.3,1.3,2.3,4.0,1.2,0.5,1.1,1.5,3.3
157,Anderson Varejão,25,4.6,8.9,2.6,4.4,7.1,1.7,1.4,0.7,1.8,2.5
222,Andray Blatche,13,3.6,9.4,1.9,1.6,4.2,1.1,0.8,0.7,1.4,2.1
514,Andre Emmett,0,0.7,1.2,1.3,0.3,0.7,0.2,0.3,0.2,0.3,0.3
111,Andre Iguodala,62,4.6,10.2,3.2,0.9,5.2,5.5,1.7,0.5,1.9,1.5
183,Andre Miller,7,3.7,8.4,2.6,0.8,2.5,6.7,1.0,0.1,2.7,2.0
19,Andrea Bargnani,31,6.7,15.6,5.6,0.8,4.8,2.0,0.6,0.5,2.2,1.7
140,Andrew Bogut,12,5.1,11.3,1.9,1.8,6.5,2.6,1.0,2.0,2.0,3.0
28,Andrew Bynum,60,7.4,13.3,5.6,3.2,8.6,1.4,0.5,1.9,2.5,1.7
386,Andrew Goudelock,0,1.7,4.4,0.3,0.1,0.7,0.5,0.1,0.0,0.5,0.8
543,Andris Biedriņš,35,0.8,1.4,0.2,1.0,2.8,0.3,0.5,1.0,0.3,2.7
552,Andrés Nocioni,1,0.5,1.8,1.0,0.1,1.2,0.1,0.1,0.1,0.5,0.4
37,Antawn Jamison,65,6.5,16.1,4.2,1.9,4.4,2.0,0.8,0.7,1.4,2.5
522,Anthony Carter,0,0.7,2.2,0.4,0.2,1.2,1.4,0.3,0.2,0.7,0.8
117,Anthony Morrow,18,4.4,10.6,1.7,0.5,1.5,1.0,0.7,0.1,1.1,1.4
258,Anthony Parker,51,2.8,6.4,1.1,0.2,2.5,2.4,0.7,0.1,1.0,1.3
256,Anthony Randolph,5,2.8,5.9,2.5,1.2,2.4,0.6,0.4,1.0,1.2,1.6
401,Anthony Tolliver,0,1.4,3.6,1.1,1.0,2.0,0.4,0.4,0.4,0.7,1.7
332,Armon Johnson,0,2.2,4.8,0.7,0.1,1.3,1.2,0.6,0.0,0.7,1.0
54,Arron Afflalo,62,5.3,11.3,4.0,0.6,2.5,2.4,0.6,0.2,1.4,2.2
362,Austin Daye,4,1.8,5.5,1.0,0.3,1.9,0.8,0.5,0.5,1.0,1.5
244,Avery Bradley,28,3.1,6.3,1.2,0.5,1.3,1.4,0.7,0.2,1.2,1.7
288,Baron Davis,14,2.3,6.3,0.8,0.4,1.5,4.7,1.2,0.1,2.6,2.1
105,Ben Gordon,21,4.5,10.2,2.6,0.3,2.1,2.4,0.7,0.2,2.2,2.2
378,Ben Uzoh,8,1.9,5.5,1.1,1.1,2.7,3.4,0.9,0.2,1.1,1.7
557,Ben Wallace,11,0.5,1.4,0.8,1.3,3.0,0.7,0.8,0.8,0.5,1.0
298,Beno Udrih,0,2.5,5.6,0.9,0.4,1.3,3.8,0.6,0.0,1.3,1.2
336,Bismack Biyombo,41,2.0,4.4,2.3,1.8,4.0,0.4,0.3,1.8,1.1,2.3
494,Blake Ahearn,0,1.0,3.5,0.0,0.0,0.5,0.3,0.0,0.0,1.3,1.0
11,Blake Griffin,66,8.5,15.5,7.1,3.3,7.6,3.2,0.8,0.7,2.3,3.3
470,Bobby Simmons,0,1.0,3.2,0.3,0.6,1.4,0.4,0.5,0.1,0.4,1.5
278,Boris Diaw,35,2.7,6.2,0.6,1.2,3.7,3.6,0.6,0.4,2.0,2.2
507,Brad Miller,1,0.6,1.8,0.8,0.3,1.0,1.6,0.3,0.1,0.8,0.7
268,Brandan Wright,0,2.9,4.8,1.7,1.3,2.3,0.3,0.4,1.3,0.4,1.2
103,Brandon Bass,39,5.1,10.7,2.8,1.6,4.6,0.9,0.6,0.9,1.1,2.3
24,Brandon Jennings,66,7.1,17.0,3.6,0.7,2.7,5.5,1.6,0.3,2.2,1.7
94,Brandon Knight,60,4.8,11.7,2.1,0.5,2.7,3.8,0.7,0.2,2.6,2.3
181,Brandon Rush,1,3.6,7.2,1.3,0.5,3.4,1.4,0.5,0.9,1.0,1.0
339,Brendan Haywood,54,2.2,4.2,1.8,2.6,3.4,0.4,0.4,1.0,0.9,2.2
565,Brian Cardinal,0,0.3,1.3,0.1,0.1,0.7,0.4,0.2,0.0,0.2,0.9
