,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
203,Avery Johnson,13,3.0,6.4,0.2,0.8,4.2,0.6,0.1,1.1,1.3
44,Baron Davis,82,6.8,16.4,1.1,3.1,8.5,2.1,0.6,3.0,2.9
220,Ben Wallace,80,3.2,6.0,4.0,9.0,1.4,1.7,3.5,0.9,2.2
410,Bimbo Coles,1,1.2,3.1,0.3,0.9,2.3,0.3,0.1,0.7,1.3
331,Bo Outlaw,36,2.0,3.6,1.8,2.6,1.5,0.8,1.1,1.2,2.5
152,Bob Sura,5,3.2,7.6,1.1,2.1,3.5,1.1,0.2,1.7,2.1
137,Bobby Jackson,3,4.1,9.3,1.0,2.1,2.0,0.9,0.1,1.1,1.8
379,Bobby Simmons,3,1.4,3.2,0.8,0.9,0.6,0.4,0.2,0.5,1.0
47,Bonzi Wells,69,6.6,14.0,1.6,4.4,2.8,1.5,0.3,2.6,2.8
82,Brad Miller,75,4.8,9.6,3.3,4.9,2.0,1.0,0.5,1.5,3.2
472,Brandon Armstrong,0,0.8,2.4,0.3,0.2,0.2,0.2,0.0,0.2,0.7
306,Brendan Haywood,2,1.8,3.6,2.3,2.9,0.5,0.3,1.5,0.8,2.5
69,Brent Barry,81,5.0,9.8,0.7,4.7,5.3,1.8,0.5,2.0,2.2
481,Brent Price,0,0.5,1.4,0.2,0.2,0.5,0.2,0.1,0.5,0.7
243,Brevin Knight,11,2.7,6.3,0.2,1.8,5.7,1.5,0.1,2.1,2.5
459,Brian Cardinal,0,0.8,1.6,0.3,0.5,0.3,0.1,0.0,0.0,0.6
175,Brian Grant,72,4.0,8.5,2.3,5.7,1.9,0.7,0.4,1.7,3.3
463,Brian Scalabrine,0,0.8,2.4,0.4,1.4,0.8,0.3,0.1,0.9,1.4
426,Brian Shaw,0,1.1,3.0,0.3,1.6,1.5,0.4,0.1,0.6,0.7
392,Brian Skinner,8,1.4,2.5,1.4,2.9,0.3,0.4,0.9,0.6,2.0
241,Bruce Bowen,59,2.6,6.7,0.7,2.0,1.5,1.1,0.4,1.1,2.0
488,Bruno Šundov,0,0.7,1.8,0.3,0.6,0.1,0.1,0.1,0.2,0.7
352,Bryant Stith,5,1.4,3.8,0.4,1.3,0.8,0.6,0.1,0.6,0.8
390,Bryce Drew,0,1.3,3.0,0.2,1.0,1.7,0.5,0.0,0.5,0.8
162,Bryon Russell,40,3.4,8.8,1.2,3.3,2.1,1.0,0.3,1.7,3.1
414,Cal Bowdler,0,1.2,3.3,0.7,1.4,0.2,0.3,0.3,0.2,1.2
229,Calbert Cheaney,47,3.3,6.9,0.8,2.7,1.6,0.5,0.3,1.0,2.3
269,Calvin Booth,15,2.3,5.5,1.3,2.3,1.1,0.4,0.9,1.1,3.1
418,Carlos Arroyo,1,1.3,3.0,0.3,0.8,1.9,0.3,0.0,0.6,0.8
437,Carlos Rogers,1,1.1,2.0,0.6,1.1,0.1,0.2,0.3,0.2,0.8
423,Cedric Henderson,0,1.3,2.6,0.1,0.2,0.3,0.5,0.2,0.7,0.3
376,Charles Oakley,36,1.7,4.6,1.3,4.8,2.0,0.9,0.2,1.5,3.1
228,Charles Smith,22,3.0,7.1,0.6,1.7,1.3,0.9,0.7,1.0,1.9
499,Charlie Bell,0,0.4,1.6,0.3,0.4,0.3,0.0,0.0,0.7,0.4
304,Charlie Ward,0,1.8,4.8,0.2,1.8,3.2,1.1,0.2,1.2,1.6
99,Chauncey Billups,54,4.2,10.0,0.4,2.3,5.5,0.8,0.2,1.7,2.1
486,Cherokee Parks,1,0.7,2.0,0.6,0.8,0.2,0.2,0.2,0.3,0.8
422,Chris Andersen,1,1.0,3.1,1.6,1.6,0.3,0.3,1.2,0.5,1.5
355,Chris Childs,4,1.4,4.3,0.3,2.0,5.1,0.8,0.1,1.8,2.6
218,Chris Crawford,4,3.0,6.4,1.3,2.3,0.7,0.3,0.7,1.4,3.0
506,Chris Dudley,2,0.5,1.2,0.6,1.2,0.3,0.1,0.3,0.3,1.0
263,Chris Gatling,1,2.4,5.4,1.3,2.5,0.5,0.3,0.2,1.1,2.0
216,Chris Mihm,60,3.0,7.1,1.8,3.5,0.3,0.2,1.2,1.3,3.5
227,Chris Mills,0,2.7,6.5,0.8,2.1,1.1,0.5,0.2,0.8,1.8
7,Chris Webber,54,9.9,19.9,2.8,7.3,4.8,1.7,1.4,2.9,3.4
150,Chris Whitney,81,3.3,8.0,0.1,1.7,3.8,0.9,0.1,1.0,2.2
238,Christian Laettner,48,2.9,6.4,1.3,4.0,2.6,1.1,0.4,1.5,2.3
108,Chucky Atkins,62,4.7,10.0,0.4,1.6,3.3,0.9,0.1,1.6,2.2
496,Chucky Brown,0,0.6,1.5,0.6,1.3,0.3,0.1,0.2,0.3,0.7
187,Clarence Weatherspoon,41,3.4,8.1,2.7,5.6,1.1,0.7,0.9,0.8,2.4
67,Clifford Robinson,80,5.7,13.4,1.0,3.8,2.5,1.1,1.2,1.9,3.0
126,Corey Maggette,52,3.7,8.4,0.9,2.8,1.8,0.7,0.3,1.8,2.5
382,Corie Blount,21,1.6,3.5,2.1,3.0,0.6,0.7,0.4,0.7,2.4
86,Corliss Williamson,7,5.3,10.3,1.5,2.6,1.2,0.6,0.3,1.8,2.9
154,Courtney Alexander,28,4.0,8.5,0.8,1.9,1.5,0.6,0.1,1.1,2.0
14,Cuttino Mobley,74,8.0,18.4,0.9,3.2,2.5,1.5,0.5,2.4,2.6
166,Dale Davis,77,3.8,7.4,3.4,5.5,1.2,0.8,1.1,0.8,2.5
378,Dalibor Bagarić,0,1.4,3.6,1.1,2.1,0.5,0.3,0.5,0.9,2.2
307,Damon Jones,0,1.7,4.2,0.2,1.3,2.1,0.3,0.0,0.9,1.2
90,Damon Stoudamire,71,4.9,12.2,1.0,2.9,6.5,0.9,0.1,2.0,2.0
490,Damone Brown,0,0.5,1.2,0.1,0.1,0.1,0.1,0.1,0.5,0.6
417,Dan Langhi,8,1.4,3.7,0.6,1.3,0.4,0.2,0.1,0.3,0.7
328,Dan Majerle,1,1.5,4.4,0.4,2.3,1.4,0.7,0.2,0.5,1.6
250,Dana Barros,20,2.6,6.6,0.0,1.9,2.7,0.5,0.1,1.1,1.3
438,Daniel Santiago,0,1.3,2.7,0.0,2.3,0.7,0.0,0.3,0.7,1.3
327,Danny Ferry,2,1.5,3.5,0.3,1.5,1.0,0.3,0.2,0.4,1.4
131,Danny Fortson,76,4.0,9.4,3.8,7.9,1.6,0.6,0.2,2.1,3.3
363,Danny Manning,10,1.7,3.6,0.6,2.0,0.7,0.5,0.5,0.6,2.0
168,Darius Miles,6,3.8,7.8,1.3,4.2,2.2,0.9,1.3,2.0,2.2
100,Darrell Armstrong,79,4.2,10.1,1.0,2.9,5.5,1.9,0.1,2.1,2.0
521,Darrick Martin,0,0.0,3.3,0.0,0.3,1.0,0.7,0.0,0.3,1.3
346,Darvin Ham,2,1.7,3.0,1.3,1.6,1.0,0.4,0.5,1.2,2.5
107,David Robinson,78,4.4,8.6,2.4,5.8,1.2,1.1,1.8,1.3,2.5
72,David Wesley,63,5.4,13.6,0.7,1.5,3.5,1.1,0.2,1.8,2.2
491,DeSagana Diop,1,0.7,1.6,0.3,0.7,0.3,0.1,0.6,0.7,1.1
315,DeShawn Stevenson,23,2.1,5.5,0.7,1.3,1.7,0.4,0.4,1.0,1.2
502,Dean Garrett,0,0.5,1.6,0.5,1.2,0.1,0.2,0.3,0.3,0.9
462,Dean Oliver,0,0.9,2.3,0.0,0.4,1.1,0.2,0.0,0.6,0.8
510,Dee Brown,0,0.4,2.9,0.0,1.3,0.3,0.4,0.1,0.6,0.6
262,Dell Curry,4,2.5,6.2,0.4,1.0,1.1,0.4,0.1,0.7,0.9
195,DerMarr Johnson,46,3.0,7.5,0.8,2.6,1.1,0.9,0.8,1.4,2.3
140,Derek Anderson,27,3.5,8.7,0.7,2.0,3.1,1.0,0.1,1.2,1.6
130,Derek Fisher,35,3.9,9.5,0.2,1.9,2.6,0.9,0.1,0.9,1.7
55,Derrick Coleman,58,5.7,12.7,2.9,5.9,1.7,0.7,0.9,2.1,2.7
406,Derrick Dial,0,1.3,3.8,0.4,1.3,1.1,0.3,0.1,0.5,0.4
425,Derrick McKey,1,1.3,3.0,1.2,1.9,1.1,1.0,0.1,0.5,2.2
102,Desmond Mason,20,4.8,10.3,1.2,3.5,1.4,0.9,0.4,1.4,2.3
237,Devean George,1,2.6,6.4,1.0,2.7,1.4,0.9,0.5,0.8,2.3
523,Dickey Simpkins,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,Dikembe Mutombo,80,4.0,8.0,3.2,7.6,1.0,0.4,2.4,2.0,3.0
183,Dion Glover,25,3.5,8.3,0.7,2.4,1.5,0.8,0.3,1.4,1.6
8,Dirk Nowitzki,76,7.9,16.6,1.6,8.4,2.4,1.1,1.0,1.9,2.9
402,Don Reid,5,1.3,2.8,1.0,1.6,0.4,0.3,0.6,0.8,2.6
281,Donnell Harvey,4,2.3,4.6,1.7,3.1,0.8,0.4,0.5,0.7,2.4
484,Donny Marshall,0,0.4,1.5,0.4,0.7,0.3,0.2,0.0,0.1,0.7
58,Donyell Marshall,42,5.9,11.4,2.7,4.9,1.7,0.9,1.2,2.1,2.6
110,Doug Christie,81,4.2,9.1,0.9,3.7,4.2,2.0,0.3,2.0,2.6
455,Doug Overton,0,0.8,2.4,0.1,0.6,0.7,0.2,0.1,0.7,0.6
353,Earl Boykins,2,1.6,4.0,0.4,0.4,2.1,0.3,0.0,0.6,0.6
384,Earl Watson,0,1.5,3.3,0.5,0.8,2.0,0.9,0.1,0.8,1.5
309,Eddie Gill,5,1.7,4.0,0.3,0.9,2.1,0.5,0.1,1.5,1.7
184,Eddie Griffin,24,3.3,9.1,1.6,4.1,0.7,0.2,1.8,0.6,1.6
201,Eddie House,3,3.3,8.2,0.3,1.5,1.9,0.7,0.1,1.3,1.5
42,Eddie Jones,81,6.4,14.8,0.8,3.9,3.2,1.4,1.0,1.8,3.2
182,Eddie Robinson,12,3.9,8.5,0.8,1.9,1.3,0.8,0.4,1.2,1.2
252,Eddy Curry,31,2.6,5.2,1.5,2.2,0.3,0.2,0.7,1.0,2.4
260,Eduardo Nájera,11,2.4,4.8,2.4,3.1,0.6,0.9,0.5,0.6,2.5
79,Elden Campbell,74,5.0,10.3,1.7,5.2,1.3,0.8,1.8,1.8,3.4
514,Eldridge Recasner,0,0.3,1.0,0.0,0.0,0.8,0.2,0.0,0.2,0.7
297,Elliot Perry,0,2.5,5.0,0.0,2.0,3.5,1.5,0.0,3.5,3.0
43,Elton Brand,80,6.7,12.6,5.0,6.6,2.4,1.0,2.0,2.2,3.2
257,Emanual Davis,20,2.5,7.1,0.7,2.0,2.4,1.0,0.2,1.9,2.4
450,Eric Montross,24,1.1,2.7,0.7,2.1,0.3,0.2,0.5,0.5,1.9
186,Eric Piatkowski,64,2.9,6.6,0.6,2.0,1.6,0.6,0.2,0.9,1.5
109,Eric Snow,61,4.5,10.2,0.5,3.0,6.6,1.6,0.1,2.3,2.7
266,Eric Williams,30,1.9,5.2,0.8,2.2,1.5,1.0,0.1,1.3,2.4
413,Erick Barkley,4,1.3,3.6,0.3,0.7,1.8,0.9,0.1,0.6,1.5
219,Erick Dampier,46,2.9,6.6,2.3,3.0,1.2,0.2,2.3,2.1,3.2
217,Erick Strickland,4,2.4,6.2,0.3,2.4,2.3,0.7,0.0,1.2,1.8
511,Ernest Brown,0,0.3,2.0,0.3,1.7,0.0,0.0,0.3,1.0,1.3
445,Ervin Johnson,9,1.1,2.4,1.8,4.0,0.3,0.5,1.0,0.6,2.7
349,Etan Thomas,0,1.7,3.2,1.2,2.7,0.1,0.4,0.7,0.6,1.6
465,Evan Eschmeyer,6,0.7,1.6,1.1,2.0,0.3,0.3,0.3,0.5,1.9
448,Felipe López,0,0.9,2.3,0.4,0.8,0.6,0.3,0.0,0.5,1.1
513,Felton Spencer,8,0.2,0.8,0.5,1.1,0.1,0.2,0.3,0.4,2.3
340,Fred Hoiberg,8,1.5,3.7,0.2,2.4,1.7,0.8,0.1,0.4,1.1
11,Gary Payton,82,9.0,19.2,1.0,3.9,9.0,1.6,0.3,2.5,2.2
225,Gary Trent,10,3.0,6.0,1.6,2.6,0.9,0.3,0.4,0.9,2.5
373,George Lynch,18,1.6,4.4,1.6,2.6,1.2,0.9,0.3,0.9,1.7
185,George McCloud,26,3.0,8.3,1.0,2.7,3.0,0.8,0.3,2.1,2.5
412,Gerald Wallace,1,1.4,3.2,0.9,0.7,0.5,0.4,0.1,0.4,0.9
139,Gilbert Arenas,30,3.7,8.2,0.9,1.9,3.7,1.5,0.2,2.1,2.4
191,Glen Rice,20,3.3,8.4,0.3,2.1,1.6,0.6,0.2,1.2,1.7
22,Glenn Robinson,63,8.1,17.4,1.1,5.1,2.5,1.5,0.6,2.6,2.6
48,Grant Hill,14,5.9,13.9,2.1,6.9,4.6,0.6,0.3,2.6,2.9
267,Grant Long,56,2.5,5.8,0.5,3.0,2.1,1.0,0.2,1.6,1.9
210,Greg Anthony,38,3.1,7.9,0.4,1.8,4.7,1.3,0.1,1.6,1.9
278,Greg Buckner,16,2.4,4.5,1.5,2.4,1.1,0.7,0.4,0.6,2.8
497,Greg Foster,0,0.3,1.5,0.0,1.3,0.2,0.0,0.0,0.0,0.7
401,Greg Ostertag,14,1.2,2.7,1.7,2.5,0.7,0.2,1.5,0.7,2.1
239,Hakeem Olajuwon,37,3.2,6.9,1.6,4.4,1.1,1.2,1.5,1.6,2.4
322,Hanno Möttölä,14,2.1,4.7,1.0,2.3,0.6,0.2,0.2,0.9,2.1
454,Harold Jamison,2,0.9,1.7,1.0,0.6,0.2,0.2,0.0,0.2,0.9
151,Hedo Türkoğlu,10,3.6,8.6,0.8,3.8,2.0,0.7,0.4,1.0,2.3
199,Horace Grant,76,3.5,6.8,2.1,4.2,1.4,0.8,0.6,0.7,1.6
339,Howard Eisley,0,1.5,4.5,0.2,1.0,2.6,0.6,0.1,1.4,1.4
233,Hubert Davis,17,2.9,6.4,0.1,1.4,2.1,0.5,0.1,0.9,1.1
396,Ira Bowman,0,1.7,2.3,0.0,0.3,0.3,0.7,0.0,0.0,1.0
202,Ira Newble,35,3.1,6.3,1.9,3.4,1.1,0.9,0.5,1.2,2.8
381,Isaac Austin,8,1.7,4.4,0.5,2.9,0.6,0.4,0.2,0.5,1.7
473,Isaac Fontaine,0,0.5,2.3,0.0,0.8,0.7,0.0,0.0,0.7,1.0
176,Isaiah Rider,1,3.7,8.1,1.0,2.3,1.2,0.3,0.2,1.4,1.1
403,Jabari Smith,0,1.1,2.7,0.3,0.9,0.5,0.3,0.3,0.2,1.3
258,Jacque Vaughn,16,2.5,5.3,0.2,1.8,4.3,0.8,0.0,1.4,2.2
300,Jahidi White,69,2.1,3.9,2.2,4.0,0.2,0.4,1.1,0.9,2.3
231,Jake Tsakalidis,47,2.8,6.0,1.9,3.6,0.3,0.3,1.0,1.2,2.9
311,Jake Voskuhl,34,1.8,3.3,1.7,2.5,0.3,0.2,0.4,0.8,2.4
24,Jalen Rose,83,8.0,17.6,0.5,4.0,4.3,0.9,0.5,2.4,3.0
192,Jamaal Magloire,8,2.8,5.0,1.9,3.8,0.4,0.3,1.0,1.4,2.5
172,Jamaal Tinsley,78,3.6,9.5,1.0,2.8,8.1,1.7,0.5,3.4,3.1
174,Jamal Crawford,6,3.9,8.1,0.2,1.3,2.4,0.8,0.2,1.4,0.8
16,Jamal Mashburn,40,7.6,18.6,0.8,5.3,4.3,1.1,0.2,2.8,2.0
145,James Posey,63,3.8,10.1,1.5,4.4,2.5,1.6,0.5,1.7,3.1
520,Jamison Brewer,0,0.2,0.4,0.2,0.5,0.7,0.2,0.0,0.2,0.2
347,Jaren Jackson,0,1.7,4.1,0.1,1.8,0.9,0.6,0.0,0.9,1.4
261,Jarron Collins,68,2.3,4.9,2.0,2.3,0.8,0.4,0.3,0.8,3.3
344,Jason Caffey,0,1.6,3.1,1.0,1.1,0.5,0.2,0.2,0.8,1.7
350,Jason Collier,2,1.6,3.8,1.2,2.0,0.4,0.2,0.2,0.5,1.6
336,Jason Collins,9,1.5,3.6,1.7,2.2,1.1,0.4,0.6,0.9,2.2
444,Jason Hart,0,1.0,1.9,0.4,0.9,1.2,0.7,0.1,0.8,1.6
61,Jason Kidd,82,5.4,13.9,1.6,5.7,9.9,2.1,0.2,3.5,1.7
71,Jason Richardson,75,5.8,13.6,1.6,2.7,3.0,1.3,0.4,2.0,2.4
33,Jason Terry,78,6.7,15.6,0.5,2.9,5.7,1.8,0.2,2.3,2.0
60,Jason Williams,65,5.8,15.2,0.3,2.7,8.0,1.7,0.1,3.3,1.6
287,Jeff Foster,48,2.2,4.8,2.5,4.3,0.9,0.9,0.5,1.0,2.8
66,Jeff McInnis,80,5.7,13.8,0.6,2.1,6.2,0.8,0.1,1.8,2.5
489,Jeff Trepagnier,0,0.6,1.9,0.3,0.8,1.0,0.7,0.3,0.9,0.7
498,Jelani McCoy,0,0.6,1.0,0.4,0.8,0.3,0.0,0.2,0.4,0.7
449,Jermaine Jackson,0,0.8,1.8,0.1,1.0,2.4,0.4,0.0,0.6,1.0
36,Jermaine O'Neal,72,7.5,15.7,2.6,7.9,1.6,0.6,2.3,2.4,3.7
301,Jerome James,40,2.4,4.9,1.6,2.6,0.4,0.4,1.5,1.3,3.1
221,Jerome Williams,32,2.8,5.7,2.4,3.3,1.1,1.1,0.4,1.0,2.3
17,Jerry Stackhouse,76,6.9,17.4,1.0,3.1,5.3,1.0,0.5,3.5,2.1
492,Jeryl Sasser,0,0.4,2.0,0.4,0.6,0.3,0.4,0.0,0.3,0.4
143,Jim Jackson,19,4.3,9.8,1.0,4.3,2.5,0.8,0.3,1.9,2.6
370,Joe Crispin,0,1.2,3.2,0.1,0.4,1.2,0.2,0.0,0.5,0.5
222,Joe Johnson,60,3.3,7.6,1.0,2.4,2.3,0.8,0.3,0.9,1.5
147,Joe Smith,63,4.1,8.1,2.1,4.2,1.1,0.5,0.8,1.2,3.5
436,Joel Przybilla,62,1.1,2.0,1.1,2.9,0.3,0.3,1.7,0.6,2.8
409,John Amaechi,0,1.0,3.1,1.0,1.1,0.5,0.1,0.2,1.0,1.2
245,John Crotty,0,2.4,5.1,0.4,1.4,3.4,0.5,0.0,1.2,1.9
341,John Starks,1,1.7,4.7,0.2,0.8,1.1,0.5,0.0,0.8,1.9
92,John Stockton,82,4.9,9.5,0.7,2.5,8.2,1.9,0.3,2.5,2.5
312,John Wallace,0,2.0,4.7,0.6,1.3,0.6,0.2,0.2,0.6,1.3
351,Johnny Newman,17,1.4,3.1,0.2,0.9,0.3,0.6,0.1,0.4,1.9
180,Jon Barry,6,3.1,6.4,0.5,2.3,3.3,1.1,0.2,1.4,1.6
226,Jonathan Bender,17,2.5,5.9,0.8,2.3,0.8,0.2,0.6,1.2,1.9
517,Joseph Forte,0,0.1,1.5,0.1,0.6,0.8,0.3,0.0,0.4,0.1
476,Jud Buechler,2,0.7,1.8,0.4,1.3,0.5,0.3,0.1,0.2,0.8
197,Jumaine Jones,36,3.5,7.9,1.5,4.5,1.4,0.9,0.6,1.0,2.3
63,Juwan Howard,72,5.7,12.4,2.8,4.8,2.1,0.6,0.6,1.9,3.3
508,Jérôme Moïso,0,0.5,1.3,0.3,1.4,0.3,0.2,0.1,0.5,0.8
10,Karl Malone,80,7.9,17.5,1.8,6.8,4.3,1.9,0.7,3.3,2.9
451,Kedrick Brown,5,0.8,2.4,0.4,1.3,0.5,0.6,0.2,0.2,0.6
59,Keith Van Horn,81,5.8,13.4,1.7,5.8,2.0,0.8,0.5,1.8,2.7
256,Kelvin Cato,73,2.5,4.3,2.3,4.7,0.4,0.5,1.3,0.7,2.8
288,Kendall Gill,49,2.5,6.5,0.4,2.4,1.5,0.7,0.1,0.8,2.2
157,Kenny Anderson,76,4.1,9.4,0.8,2.9,5.3,1.9,0.1,1.6,2.8
302,Kenny Satterfield,4,2.0,5.5,0.5,1.0,3.0,0.9,0.0,1.5,1.2
74,Kenny Thomas,71,5.5,11.5,2.2,5.0,1.9,1.2,0.9,2.0,2.7
57,Kenyon Martin,73,6.1,13.2,1.5,3.8,2.6,1.2,1.7,2.4,3.6
128,Keon Clark,31,4.7,9.6,2.2,5.2,1.1,0.7,1.5,1.7,3.2
91,Kerry Kittles,82,5.3,11.5,0.8,2.5,2.6,1.6,0.4,1.3,1.3
19,Kevin Garnett,81,8.1,17.3,3.0,9.1,5.2,1.2,1.6,2.8,2.3
284,Kevin Ollie,17,1.7,4.4,0.3,2.0,3.6,0.8,0.0,1.3,1.2
273,Kevin Willis,5,2.4,5.5,2.0,3.7,0.3,0.5,0.4,0.8,1.9
357,Keyon Dooling,0,1.6,4.1,0.0,0.2,0.9,0.3,0.2,0.7,1.4
479,Kirk Haston,0,0.7,2.6,0.3,1.0,0.3,0.0,0.1,0.2,0.6
5,Kobe Bryant,80,9.4,20.0,1.4,4.1,5.5,1.5,0.4,2.8,2.9
80,Kurt Thomas,82,5.6,11.4,2.6,6.5,1.1,0.9,1.0,1.9,4.2
334,Kwame Brown,3,1.6,4.3,1.1,2.4,0.8,0.3,0.5,0.8,1.8
236,LaPhonso Ellis,14,2.9,6.8,1.6,2.7,0.8,0.5,0.6,1.1,3.0
98,Lamar Odom,25,5.2,12.4,1.1,5.0,5.9,0.8,1.2,3.3,3.1
50,Lamond Murray,68,6.1,13.9,1.1,4.1,2.2,1.0,0.6,2.0,2.1
105,Larry Hughes,56,4.7,11.1,1.1,2.2,4.3,1.5,0.3,2.3,2.1
487,Larry Robinson,0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
32,Latrell Sprewell,81,7.1,17.5,0.7,3.0,3.9,1.2,0.2,2.8,2.0
365,Lavor Postell,0,1.2,3.7,0.1,0.6,0.2,0.3,0.0,0.5,0.3
323,Lawrence Funderburke,1,2.1,4.4,1.4,2.2,0.6,0.2,0.3,0.6,1.2
524,League Average,,,,,,,,,,
142,Lee Nailon,41,4.7,9.7,1.3,2.4,1.2,0.7,0.2,1.2,2.2
456,Leon Smith,0,0.7,1.9,0.7,1.5,0.2,0.4,0.1,0.2,0.9
279,Lindsey Hunter,47,2.3,6.0,0.2,1.3,1.6,0.8,0.2,0.7,1.5
475,Loren Woods,0,0.6,1.6,0.8,1.3,0.4,0.3,0.6,0.6,1.0
112,Lorenzen Wright,33,5.2,11.3,3.0,6.4,1.0,0.7,0.5,1.7,2.9
179,Lucious Harris,0,3.4,7.3,0.7,2.1,1.6,0.7,0.1,0.8,1.3
343,Malik Allen,2,1.8,4.3,1.3,1.9,0.4,0.3,0.7,0.2,1.3
171,Malik Rose,1,3.6,7.7,2.1,3.9,0.7,0.9,0.5,1.7,2.5
364,Mamadou N'Diaye,0,1.2,2.0,1.2,1.0,0.0,0.0,0.4,0.2,1.2
317,Marc Jackson,0,1.5,4.2,1.2,2.1,0.4,0.3,0.2,0.8,1.8
133,Marcus Camby,29,4.5,10.0,3.1,8.0,1.1,1.2,1.7,1.4,3.7
103,Marcus Fizer,20,4.9,11.2,1.7,3.9,1.6,0.6,0.3,1.7,2.4
457,Mark Blount,0,0.7,1.7,0.6,1.3,0.2,0.4,0.4,0.5,1.3
468,Mark Bryant,3,0.8,1.8,0.8,0.6,0.3,0.2,0.1,0.2,1.3
194,Mark Jackson,82,3.2,7.2,0.7,3.1,7.4,0.9,0.0,1.8,2.0
429,Mark Madsen,5,1.1,2.5,1.5,1.2,0.7,0.3,0.2,0.4,1.8
471,Mark Pope,12,0.8,2.0,0.4,1.2,0.4,0.2,0.2,0.3,1.0
338,Mark Strickland,10,2.0,4.4,0.9,2.0,0.4,0.4,0.4,0.6,1.0
452,Mateen Cleaves,0,0.9,2.1,0.0,0.2,0.8,0.2,0.0,0.8,0.3
389,Matt Bullard,0,1.3,3.7,0.3,1.2,0.5,0.1,0.1,0.4,0.9
518,Matt Geiger,0,0.3,2.0,0.8,0.8,0.0,0.0,0.5,0.5,0.5
116,Matt Harpring,81,4.8,10.3,2.5,4.6,1.3,0.9,0.1,1.6,2.5
460,Maurice Evans,0,0.9,1.9,0.3,0.1,0.4,0.0,0.0,0.2,0.9
305,Mengke Bateer,10,2.0,4.9,1.2,2.4,0.8,0.4,0.2,1.2,3.5
94,Metta World Peace,50,4.9,11.6,1.3,3.6,2.3,2.6,0.7,2.1,3.9
495,Michael Bradley,0,0.5,1.0,0.3,0.7,0.1,0.0,0.2,0.2,0.4
