,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
11,Andrew Wiggins,GSW,70,38,32,27.1,13.3,36.9,22.5,1.7,2.82,2.01,0.359,0.8,1.7,2.8,0.745,0.448,0.842,4.6,1.1,2.3,48.1,0.8,1.0,79.4,65.9,1.4,31.3,0.3,7.2,0.3,5.9,0.5,10.6,3.0,48.1,3.4,34.5,1.8,37.7,2.4,54.1,0.7,46.3,0.6,65.4,51.2,1.6,1.0,60.4,3.4,46.5,0.1,48.6,7.1,3.0,0.8,25.5,5.3,57.6,0.6,64.4,6.1,0.6,0.6,1.8,2.4,75.9
12,Anthony Davis,LAL,75,44,31,35.6,24.8,73.4,41.4,2.8,2.26,1.01,0.338,4.9,4.3,8.9,0.686,0.661,1.216,3.8,1.1,2.4,44.0,0.7,1.0,73.0,76.7,0.5,12.5,0.0,1.0,0.3,6.6,0.5,13.2,2.9,44.0,2.7,40.4,1.8,37.6,10.9,72.9,2.8,52.0,3.4,53.4,56.8,3.1,2.4,77.5,6.1,50.8,0.1,51.2,4.2,9.5,3.3,34.6,14.1,67.2,1.0,72.1,4.4,1.2,2.3,4.0,7.4,54.0
13,Anthony Gill,WAS,50,9,41,9.3,3.8,11.9,7.4,0.4,1.83,0.89,0.318,0.6,0.1,1.5,0.897,0.333,0.947,0.9,0.3,0.5,64.0,0.1,0.2,60.0,87.0,0.3,28.3,0.1,6.5,0.0,4.3,0.1,10.9,0.8,64.0,0.6,23.8,0.2,57.1,1.4,55.2,0.0,0.0,0.5,55.0,50.0,1.1,0.6,59.5,2.2,50.0,0.0,50.7,6.2,1.7,0.4,24.6,3.4,50.0,0.4,56.4,7.4,0.3,0.2,0.9,1.2,74.1
14,Ashton Hagans,POR,19,3,16,16.6,4.2,38.1,17.6,2.5,3.96,3.33,0.111,0.1,0.0,0.6,0.0,0.0,0.5,6.7,0.9,2.2,43.9,0.5,0.6,75.0,36.2,3.4,50.4,0.7,10.2,0.7,10.2,0.3,4.7,2.4,43.9,1.3,34.8,0.1,25.0,0.3,75.0,0.0,0.0,0.0,0.0,46.5,0.9,0.4,50.0,1.9,46.7,0.0,46.7,12.6,1.9,0.4,19.4,3.0,64.6,0.2,68.9,8.9,0.6,0.5,0.7,1.1,61.9
15,Ausar Thompson,DET,62,10,52,25.3,8.9,30.9,17.1,1.2,2.3,1.72,0.288,0.8,0.0,3.5,0.615,0.0,0.839,4.6,1.1,2.0,55.7,0.4,0.7,52.3,56.8,1.7,37.2,0.5,10.2,0.4,7.7,0.4,7.7,2.6,55.7,1.1,20.7,0.5,28.6,2.9,66.7,0.0,0.0,0.5,73.7,51.1,2.0,1.1,54.4,3.6,56.1,0.1,57.1,7.4,4.4,0.9,21.0,6.6,66.2,0.4,70.5,6.2,1.1,1.0,1.6,2.7,60.1
16,Bam Adebayo,MIA,71,40,31,34.0,19.3,63.0,36.8,3.1,2.96,1.71,0.306,5.4,4.0,6.7,0.595,0.616,0.874,4.9,1.5,2.9,51.0,0.9,1.2,73.9,82.6,0.9,19.1,0.1,2.9,0.2,4.6,0.6,12.6,4.1,51.0,2.3,40.6,2.8,40.7,5.9,62.9,2.5,52.9,3.2,47.0,52.9,2.2,1.4,63.7,4.7,47.3,0.1,48.6,6.3,8.1,2.2,27.4,12.3,66.4,0.9,71.9,5.4,1.1,0.9,2.5,4.3,58.6
17,Ben Simmons,BKN,15,7,8,23.9,6.1,58.7,18.0,3.5,3.55,2.73,0.104,1.4,0.7,3.5,0.524,0.4,0.925,3.5,0.5,1.4,33.3,0.1,0.2,33.3,28.8,1.7,48.1,0.4,11.5,0.3,7.7,0.1,3.8,1.0,33.3,0.0,0.0,0.1,33.3,3.3,69.7,0.3,66.7,0.7,83.3,58.1,2.1,0.9,45.2,3.5,58.5,0.1,60.8,7.5,5.9,1.0,17.0,8.3,71.0,0.7,77.2,7.1,0.8,0.6,2.3,2.7,82.9
18,Bennedict Mathurin,IND,59,33,26,26.1,14.5,41.9,27.1,1.7,2.4,1.6,0.346,1.1,0.1,1.8,0.714,0.857,0.917,7.0,1.7,3.8,45.5,1.4,1.6,87.0,71.8,1.7,24.5,0.4,5.3,0.5,7.3,0.8,11.2,5.0,45.5,2.0,38.7,3.5,39.4,1.7,62.7,0.1,50.0,0.8,50.0,50.7,1.1,0.5,48.3,3.2,35.7,0.2,38.5,8.5,3.3,0.6,18.4,5.3,62.4,0.4,67.4,6.9,0.6,0.2,2.2,2.9,73.4
19,Bobby Portis,MIL,82,49,33,24.5,13.8,41.8,21.6,1.3,1.8,0.84,0.33,0.9,2.6,3.5,0.681,0.705,1.0,2.0,0.8,1.5,51.2,0.2,0.2,77.8,84.9,0.3,15.1,0.0,1.8,0.1,4.8,0.1,5.4,1.7,51.2,4.1,41.6,2.5,44.0,3.5,65.5,1.9,51.1,0.6,59.0,56.2,1.7,1.1,64.1,3.9,44.1,0.1,44.9,6.4,5.7,1.3,22.2,8.4,67.6,0.6,73.1,5.5,0.8,0.4,2.2,3.3,65.7
20,Bojan Bogdanovic,NYK,57,20,37,25.9,15.2,33.5,25.7,1.5,2.64,1.85,0.454,0.5,0.5,0.5,0.679,0.429,1.071,6.4,1.5,3.1,48.0,0.8,0.9,88.0,59.4,2.2,34.3,0.5,8.0,0.6,9.1,0.4,6.9,3.8,48.0,5.4,40.9,4.1,43.7,0.5,72.2,0.2,40.0,0.3,50.0,55.1,0.4,0.2,40.9,1.4,30.1,0.1,31.4,18.0,2.5,0.5,20.0,4.2,59.6,0.5,68.1,7.4,0.5,0.1,1.6,2.0,81.0
21,Bol Bol,PHX,42,28,14,10.9,5.0,12.6,7.1,0.3,1.65,0.72,0.397,0.5,0.1,1.0,1.05,0.5,1.068,0.6,0.2,0.4,58.8,0.0,0.0,100.0,88.5,0.2,26.9,0.0,3.8,0.0,3.8,0.0,3.8,0.5,58.8,1.5,46.0,0.9,50.0,1.1,68.8,0.0,33.3,0.5,71.4,67.7,0.9,0.4,46.7,1.5,57.7,0.1,60.0,8.8,2.9,0.5,18.0,4.0,74.1,0.2,78.7,5.3,0.2,0.6,0.7,1.5,45.2
22,Brandon Clarke,MEM,6,2,4,22.4,11.3,32.2,23.3,0.9,1.65,1.05,0.352,4.2,0.2,5.2,0.88,0.0,0.968,3.0,0.7,1.7,40.0,0.0,0.0,0.0,44.4,1.2,38.9,0.0,0.0,0.2,5.6,0.0,0.0,1.3,40.0,1.8,35.7,1.3,66.7,5.0,71.4,0.0,0.0,3.7,64.7,56.8,2.2,1.3,61.5,4.7,46.4,0.3,50.0,6.6,3.2,0.8,26.3,5.7,55.9,0.5,61.3,5.1,0.8,1.0,1.8,2.8,64.7
23,Brandon Ingram,NOP,63,38,25,32.9,21.0,64.6,37.5,4.3,4.01,3.17,0.325,2.0,1.0,1.0,0.691,0.516,0.677,13.0,3.3,6.1,54.5,1.6,2.0,82.3,64.6,5.0,38.3,1.3,9.8,0.7,5.0,1.0,7.6,8.4,54.5,3.5,39.4,8.1,45.9,0.7,55.9,0.5,52.2,1.3,60.3,53.7,0.7,0.3,50.0,1.8,36.5,0.1,37.8,11.3,4.4,0.9,19.7,7.2,61.9,0.6,67.9,7.3,0.8,0.6,1.6,2.6,62.4
24,Brandon Miller,CHA,73,17,56,32.1,17.2,54.4,32.1,2.8,3.13,2.28,0.316,0.5,0.1,1.3,0.714,0.0,0.851,7.4,1.7,4.1,42.3,0.9,1.1,79.5,60.3,2.0,27.5,0.4,5.2,0.5,6.5,0.6,7.8,4.5,42.3,6.2,39.1,4.8,43.3,1.1,64.9,0.0,0.0,0.3,60.0,52.4,0.8,0.4,43.3,1.9,42.9,0.0,43.8,9.7,3.4,0.8,21.8,6.2,55.9,0.8,63.6,7.5,0.9,0.6,3.3,4.7,68.8
25,Braxton Key,DEN,20,14,6,3.0,1.1,5.9,2.7,0.2,2.15,1.37,0.186,0.1,0.1,0.2,0.0,0.0,1.0,0.7,0.1,0.3,33.3,0.1,0.1,50.0,38.5,0.3,46.2,0.2,23.1,0.0,0.0,0.1,7.7,0.3,33.3,0.3,50.0,0.1,50.0,0.2,50.0,0.0,0.0,0.0,0.0,47.1,0.3,0.1,33.3,0.7,37.5,0.0,37.5,11.0,1.2,0.6,50.0,1.7,70.0,0.2,77.8,5.2,0.1,0.1,0.1,0.2,66.7
26,Brice Sensabaugh,UTA,31,8,23,17.8,7.3,23.9,13.9,1.2,3.06,2.35,0.304,0.3,0.0,0.4,0.444,0.0,0.25,4.1,0.7,1.8,40.4,0.5,0.5,100.0,46.9,1.4,33.6,0.4,8.6,0.5,11.7,0.2,5.5,1.9,40.4,2.5,32.1,1.8,34.8,0.1,50.0,0.0,0.0,0.1,100.0,45.9,0.6,0.2,26.7,1.4,40.5,0.1,42.9,12.6,3.3,0.4,12.9,5.0,65.9,0.5,73.9,7.2,0.3,0.2,1.3,1.8,71.9
27,Bruce Brown,TOR,67,26,41,27.8,10.8,43.2,22.1,2.1,2.89,2.35,0.251,1.0,0.1,1.9,0.641,0.333,1.048,6.6,1.4,3.3,44.1,0.7,0.8,86.5,55.8,2.4,36.2,0.6,8.7,0.4,5.5,0.4,5.9,3.7,44.1,2.2,34.0,1.4,36.9,2.0,70.0,0.0,50.0,0.6,65.5,52.3,0.9,0.3,37.7,2.7,32.1,0.1,33.3,9.8,3.7,0.5,12.1,6.2,60.5,0.6,66.6,7.0,0.9,0.3,2.5,3.2,76.9
28,Bruno Fernando,ATL,45,20,25,15.2,6.3,19.8,14.5,0.5,1.45,0.51,0.317,2.5,0.5,4.4,0.57,0.87,0.945,0.7,0.2,0.5,52.4,0.1,0.2,75.0,93.9,0.1,15.2,0.0,3.0,0.1,9.1,0.1,12.1,0.7,52.4,0.1,25.0,0.1,40.0,4.2,64.3,0.4,70.0,1.4,62.2,58.3,1.4,0.9,61.0,3.8,38.3,0.0,38.8,5.3,3.3,1.3,38.8,5.8,56.8,0.6,63.2,5.2,0.6,0.6,2.2,3.4,64.5
29,Buddy Boeheim,DET,10,0,10,8.4,3.4,8.0,6.0,0.2,1.58,0.64,0.425,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.2,0.2,100.0,40.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.2,0.0,2.4,36.4,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,0.6,0.4,66.7,0.8,75.0,0.0,75.0,14.5,1.4,0.6,42.9,2.0,70.0,0.2,77.8,8.6,0.0,0.1,0.6,0.8,75.0
30,Caleb Martin,MIA,64,36,28,27.4,10.0,39.0,19.6,2.1,3.26,2.49,0.256,0.6,0.0,1.4,0.5,0.0,0.659,5.4,1.2,2.6,45.1,0.5,0.6,75.0,53.6,1.8,34.1,0.5,8.5,0.4,6.7,0.3,5.8,2.9,45.1,3.5,36.8,1.3,32.7,0.9,56.0,0.0,0.0,0.3,75.0,50.4,1.2,0.5,45.9,2.2,52.9,0.1,54.8,10.1,3.3,0.5,14.5,5.7,58.0,0.5,64.1,7.2,0.7,0.5,1.7,2.7,64.5
31,Cam Reddish,LAL,47,26,21,20.4,5.3,16.9,10.0,0.6,1.98,1.29,0.316,0.3,0.0,0.8,0.667,0.0,0.718,2.1,0.3,1.0,33.3,0.5,0.7,73.5,57.4,0.5,24.8,0.2,7.9,0.1,5.9,0.4,16.8,1.2,33.3,2.1,30.6,0.2,23.5,0.6,60.0,0.0,0.0,0.2,42.9,46.5,0.7,0.1,20.0,1.7,42.4,0.1,44.6,13.8,2.0,0.6,31.9,3.2,61.6,0.3,67.6,8.5,1.0,0.3,0.9,1.2,73.7
32,Cam Whitmore,HOU,47,19,28,18.7,12.3,24.6,13.2,1.2,2.81,2.34,0.5,0.6,0.0,1.8,0.962,0.0,0.892,3.2,0.9,1.8,48.8,0.6,0.8,72.2,73.7,0.6,19.7,0.1,3.3,0.3,9.2,0.4,11.8,2.4,48.8,3.9,42.8,1.8,28.8,1.6,54.7,0.0,0.0,0.5,69.2,53.9,1.0,0.5,50.0,2.2,44.9,0.1,46.8,7.7,3.0,0.5,16.9,4.6,65.4,0.3,69.7,6.0,0.6,0.4,0.9,1.4,63.2
33,Cameron Johnson,BKN,57,21,36,27.6,13.3,38.5,25.5,1.6,2.48,1.98,0.346,0.4,0.0,1.1,0.636,0.0,0.603,5.6,1.1,2.2,48.8,0.4,0.5,76.7,47.6,2.4,43.8,0.7,12.3,0.4,7.6,0.3,5.0,2.6,48.8,6.4,42.2,1.9,33.1,0.7,59.3,0.0,0.0,0.2,100.0,55.3,1.0,0.3,34.5,2.2,43.0,0.2,46.6,11.2,3.4,0.5,15.9,6.2,55.2,0.8,63.3,8.0,0.8,0.3,1.7,2.5,68.3
34,Cedi Osman,SAS,72,17,55,17.6,6.8,22.8,13.2,0.8,2.08,1.4,0.298,0.4,0.0,0.6,0.71,0.0,0.738,2.2,0.5,1.0,52.7,0.2,0.3,61.1,56.9,0.9,38.8,0.2,10.6,0.1,6.3,0.1,5.6,1.3,52.7,3.5,41.4,0.4,26.7,0.4,82.4,0.0,0.0,0.3,83.3,59.1,0.4,0.2,44.0,1.2,32.9,0.1,35.2,11.3,2.5,0.4,17.5,3.7,69.1,0.3,75.5,9.0,0.5,0.2,1.2,1.7,70.2
35,Charles Bassey,SAS,19,3,16,10.8,3.3,19.4,8.7,0.5,1.43,0.38,0.171,1.3,0.0,2.5,0.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,2.5,80.8,0.0,0.0,0.9,80.0,72.5,1.4,0.8,60.9,3.6,37.1,0.0,37.1,6.4,3.1,0.9,30.2,4.3,72.6,0.4,79.1,5.3,0.4,0.9,1.4,2.1,65.0
36,Chet Holmgren,OKC,82,57,25,29.4,16.5,55.4,29.2,1.9,2.03,1.04,0.299,2.0,0.5,4.4,0.635,0.395,1.05,6.5,1.6,2.7,57.8,1.1,1.3,83.6,67.2,2.5,38.0,0.5,7.5,0.4,6.4,0.7,10.3,4.4,57.8,4.9,38.9,1.4,42.4,4.6,71.9,0.2,53.3,1.3,59.7,59.8,1.6,1.1,71.3,4.0,39.8,0.1,41.1,6.3,6.3,2.2,35.5,11.0,57.8,1.2,64.7,4.0,0.6,2.3,4.5,8.6,52.4
37,Chimezie Metu,DET,51,24,27,16.8,6.5,21.9,12.0,0.7,1.81,0.88,0.297,0.5,0.2,1.6,0.696,1.091,0.976,2.0,0.6,1.2,52.5,0.4,0.4,81.8,80.4,0.3,15.7,0.1,3.9,0.2,10.8,0.2,10.8,1.6,52.5,1.4,28.9,0.9,54.1,1.6,70.8,0.2,57.1,0.3,85.7,56.1,0.9,0.4,43.9,2.1,42.3,0.0,42.7,8.5,3.3,0.6,18.5,5.1,64.5,0.3,69.3,5.5,0.8,0.3,1.5,2.2,70.0
38,Chris Boucher,TOR,49,16,33,13.7,6.2,16.0,9.1,0.4,1.67,0.57,0.391,0.4,0.1,2.7,0.818,0.6,1.053,0.5,0.1,0.2,63.6,0.1,0.1,75.0,68.0,0.2,40.0,0.0,8.0,0.0,8.0,0.0,8.0,0.3,63.6,1.8,32.6,0.0,20.0,2.9,65.8,0.1,0.0,0.4,85.7,56.8,1.3,0.9,70.5,3.4,39.4,0.2,42.1,4.5,3.0,0.7,22.5,4.3,69.7,0.3,75.0,5.7,0.3,0.4,1.1,1.7,61.2
39,Chris Livingston,MIL,21,13,8,4.3,1.2,5.6,2.4,0.2,2.14,1.34,0.222,0.1,0.0,0.3,1.0,0.0,0.857,0.3,0.2,0.2,80.0,0.0,0.0,0.0,133.3,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.4,80.0,0.1,20.0,0.0,0.0,0.3,60.0,0.0,0.0,0.1,50.0,52.3,0.3,0.2,66.7,0.6,42.9,0.0,42.9,2.9,1.5,0.2,11.1,2.3,66.7,0.2,72.0,6.6,0.1,0.0,0.2,0.4,62.5
40,Christian Wood,LAL,49,27,22,17.6,7.0,24.3,12.2,0.7,1.81,0.83,0.288,0.9,0.4,1.7,0.717,0.263,1.083,1.7,0.4,0.8,51.2,0.3,0.4,63.6,71.6,0.4,24.7,0.1,3.7,0.1,7.4,0.2,13.6,1.2,51.2,2.2,31.4,0.3,50.0,1.9,72.2,0.1,16.7,0.7,68.4,53.3,0.8,0.5,58.3,1.6,50.7,0.1,53.7,7.3,4.8,1.3,27.0,6.6,72.3,0.4,76.4,5.1,0.3,0.7,1.5,2.7,56.0
41,Chuma Okeke,ORL,47,24,23,9.2,2.3,12.1,6.6,0.5,2.44,1.52,0.189,0.1,0.0,0.5,0.571,0.0,0.727,0.8,0.1,0.3,50.0,0.0,0.0,0.0,39.5,0.4,50.0,0.1,7.9,0.1,10.5,0.0,0.0,0.3,50.0,1.4,30.6,0.1,13.3,0.3,70.0,0.0,0.0,0.1,50.0,46.0,0.6,0.3,44.4,1.3,50.0,0.0,50.0,11.9,2.2,0.5,22.6,3.1,70.5,0.2,75.6,6.1,0.2,0.1,0.9,1.1,77.4
42,Cody Martin,CHA,28,7,21,26.9,7.5,43.1,21.4,2.9,4.08,3.37,0.175,0.6,0.1,1.3,1.0,1.0,0.743,6.1,0.8,2.0,38.2,0.3,0.4,75.0,30.6,3.2,52.4,0.9,15.3,0.5,7.6,0.2,3.5,1.9,38.2,1.9,24.3,1.9,33.3,0.9,70.6,0.1,100.0,0.6,64.3,44.4,0.7,0.2,31.6,2.0,35.2,0.1,36.5,10.4,3.3,0.9,25.6,5.4,61.6,0.3,65.7,7.2,1.1,0.6,1.6,2.4,65.7
43,Cody Zeller,NOP,42,26,16,7.3,1.8,12.9,7.8,0.3,1.53,0.54,0.136,1.0,0.0,2.0,0.317,0.0,0.47,0.5,0.0,0.2,12.5,0.0,0.0,50.0,21.1,0.2,47.4,0.0,10.5,0.0,5.3,0.0,5.3,0.1,12.5,0.2,50.0,0.0,0.0,0.9,42.1,0.0,0.0,0.3,54.5,43.4,1.2,0.9,70.2,2.6,48.0,0.1,49.0,3.9,1.7,0.6,33.3,2.8,58.9,0.3,65.6,5.6,0.2,0.1,1.0,1.5,63.1
44,Cole Swider,MIA,18,8,10,4.8,2.3,7.4,5.2,0.2,1.64,0.89,0.316,0.1,0.0,0.1,1.0,0.0,1.0,0.3,0.1,0.2,33.3,0.0,0.0,0.0,33.3,0.2,50.0,0.1,16.7,0.0,0.0,0.0,0.0,0.1,33.3,1.3,36.4,0.4,30.0,0.1,100.0,0.0,0.0,0.1,0.0,52.6,0.2,0.0,0.0,0.2,100.0,0.0,100.0,18.7,1.0,0.4,40.0,2.0,50.0,0.6,71.4,5.7,0.1,0.1,0.2,0.6,40.0
45,Corey Kispert,WAS,80,15,65,25.8,13.4,35.5,22.7,1.1,1.85,1.17,0.377,0.5,0.0,0.9,0.833,0.0,1.0,4.8,1.3,2.3,56.5,0.6,0.8,71.4,68.8,1.7,35.3,0.4,7.3,0.2,4.5,0.4,8.4,3.3,56.5,5.9,39.1,1.4,38.1,0.9,80.0,0.0,0.0,0.4,72.7,60.2,0.4,0.1,33.3,1.2,33.0,0.0,34.1,13.6,2.6,0.3,11.5,4.8,54.1,0.4,59.5,7.1,0.5,0.2,2.2,3.1,69.9
