,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
479,Paul Shirley,1.000,.091,.091,.182,.636,.000,.800,,.000,
433,Pavel Podkolzin,,,,,,,,,,
503,Peja Stojaković,.574,.200,.041,.082,.251,.426,.653,.862,.011,.238
444,Peter John Ramos,1.000,.300,.100,.200,.400,.000,.800,,.200,
34,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
161,Predrag Drobnjak,.869,.258,.114,.201,.297,.131,.732,.960,.020,.296
77,Primož Brezec,1.000,.448,.148,.169,.234,.000,.643,,.040,
452,Quentin Richardson,.396,.212,.058,.034,.091,.604,.486,.894,.040,.176
467,Quinton Ross,.989,.378,.067,.153,.391,.011,.688,.000,.040,.000
602,Qyntel Woods,1.000,.417,.083,.083,.417,.000,.600,,.000,
317,Raef LaFrentz,.673,.449,.064,.028,.132,.327,.788,.988,.073,.311
17,Rafael Araújo,.983,.434,.234,.166,.149,.017,.627,1.000,.057,.333
7,Rafer Alston,.601,.302,.103,.049,.147,.399,.152,.547,.000,.100
48,Raja Bell,.799,.135,.049,.091,.523,.201,.783,.963,.009,.493
323,Randy Livingston,.846,.231,.135,.192,.288,.154,.294,1.000,.000,.500
322,Rashard Lewis,.625,.179,.200,.125,.121,.375,.460,.960,.044,.306
561,Rasheed Wallace,.778,.237,.167,.228,.146,.222,.605,.960,.087,.186
393,Rasho Nesterović,1.000,.291,.351,.191,.167,.000,.707,,.037,
92,Rasual Butler,.626,.093,.044,.152,.337,.374,.717,.877,.020,.261
5,Ray Allen,.628,.185,.103,.138,.201,.372,.311,.804,.021,.185
325,Raül López,.667,.207,.052,.089,.319,.333,.324,.600,.000,.022
193,Reece Gaines,.720,.240,.060,.080,.340,.280,.538,1.000,.020,.500
176,Reggie Evans,.993,.731,.182,.058,.022,.007,.573,,.076,.000
362,Reggie Miller,.586,.056,.038,.149,.344,.414,.665,.948,.007,.299
221,Richard Hamilton,.898,.248,.120,.261,.269,.102,.574,1.000,.017,.508
285,Richard Jefferson,.842,.287,.108,.105,.342,.158,.490,.900,.073,.348
188,Richie Frahm,.429,.186,.029,.007,.207,.571,.600,.935,.021,.463
84,Rick Brunson,.706,.113,.018,.111,.464,.294,.542,.854,.000,.462
146,Ricky Davis,.827,.250,.085,.161,.331,.173,.512,.885,.060,.400
244,Robert Horry,.632,.240,.149,.112,.131,.368,.736,.922,.072,.261
513,Robert Swift,1.000,.091,.545,.364,.000,.000,1.000,,.000,
534,Robert Traylor,.980,.426,.195,.145,.213,.020,.638,,.120,.000
508,Rod Strickland,.953,.233,.140,.302,.279,.047,.125,1.000,.000,.000
88,Rodney Buford,.779,.166,.045,.100,.468,.221,.712,.941,.031,.472
459,Rodney Rogers,.627,.309,.076,.058,.184,.373,.677,1.000,.022,.155
580,Rodney White,.792,.173,.138,.087,.394,.208,.649,.917,.038,.133
353,Ron Mercer,.981,.108,.076,.089,.709,.019,.846,,.000,.667
166,Ronald Dupree,.984,.575,.039,.087,.283,.016,.800,1.000,.213,.500
380,Ronald Murray,.738,.198,.132,.171,.237,.262,.290,.750,.025,.263
265,Royal Ivey,.955,.318,.247,.136,.253,.045,.524,.667,.005,.111
419,Ruben Patterson,.958,.641,.185,.057,.077,.042,.609,1.000,.136,.240
67,Ryan Bowen,.946,.324,.036,.072,.514,.054,.886,1.000,.000,1.000
255,Ryan Humphrey,.981,.563,.175,.097,.146,.019,.571,,.058,.500
107,Sam Cassell,.850,.086,.049,.227,.488,.150,.318,.815,.000,.155
558,Samaki Walker,1.000,.226,.323,.290,.161,.000,.727,,.032,
132,Samuel Dalembert,1.000,.514,.205,.212,.069,.000,.752,,.216,
420,Sasha Pavlović,.717,.279,.069,.087,.283,.283,.700,1.000,.047,.513
552,Sasha Vujačić,.462,.197,.043,.043,.179,.538,.750,.941,.017,.270
434,Scot Pollard,1.000,.545,.108,.204,.144,.000,.633,,.012,
411,Scott Padgett,.459,.197,.030,.039,.193,.541,.708,.980,.021,.175
596,Scott Williams,.976,.317,.220,.195,.244,.024,.667,,.024,.000
336,Sean Marks,.963,.288,.138,.113,.425,.038,.741,,.188,.000
520,Sebastian Telfair,.840,.281,.112,.114,.333,.160,.349,.765,.000,.275
13,Shandon Anderson,.866,.401,.138,.124,.203,.134,.688,1.000,.014,.793
46,Shane Battier,.711,.378,.140,.098,.095,.289,.552,.957,.039,.548
401,Shaquille O'Neal,1.000,.566,.381,.051,.002,.000,.530,,.244,
0,Shareef Abdur-Rahim,.942,.397,.251,.101,.193,.058,.621,1.000,.100,.308
324,Shaun Livingston,.991,.312,.177,.274,.228,.009,.494,,.023,.000
73,Shawn Bradley,1.000,.430,.220,.081,.269,.000,.762,,.075,
335,Shawn Marion,.735,.344,.126,.164,.100,.265,.681,.965,.119,.393
415,Smush Parker,.698,.326,.023,.093,.256,.302,.600,1.000,.047,.615
117,Speedy Claxton,.900,.280,.188,.139,.293,.100,.244,.909,.000,.246
27,Stacey Augmon,1.000,.347,.222,.257,.174,.000,.529,,.072,
352,Stanislav Medvedenko,.994,.276,.135,.141,.442,.006,.577,,.019,.000
273,Stephen Jackson,.651,.238,.106,.095,.211,.349,.388,.903,.023,.308
334,Stephon Marbury,.752,.363,.108,.061,.219,.248,.213,.635,.001,.089
54,Steve Blake,.500,.097,.054,.070,.280,.500,.440,.750,.000,.387
189,Steve Francis,.905,.323,.060,.172,.349,.095,.248,.447,.038,.213
391,Steve Nash,.746,.201,.083,.180,.282,.254,.101,.564,.000,.110
491,Steve Smith,.577,.109,.097,.185,.185,.423,.525,.902,.000,.314
260,Steven Hunter,.995,.764,.177,.045,.009,.005,.644,,.291,.000
514,Stromile Swift,.992,.469,.252,.133,.137,.008,.648,,.207,.250
484,Tamar Slay,.692,.205,.128,.051,.308,.308,.636,1.000,.000,.083
439,Tayshaun Prince,.857,.339,.160,.126,.233,.143,.585,.979,.081,.536
446,Theo Ratliff,1.000,.459,.249,.206,.086,.000,.704,,.156,
494,Theron Smith,.912,.331,.051,.103,.426,.088,.756,1.000,.015,.500
83,Tierre Brown,.793,.322,.158,.152,.161,.207,.245,.923,.000,.139
163,Tim Duncan,.991,.286,.346,.203,.155,.009,.506,1.000,.062,.111
532,Tim Thomas,.710,.263,.199,.099,.149,.290,.496,.976,.049,.418
216,Tom Gugliotta,.892,.145,.075,.241,.432,.108,.813,1.000,.021,.231
314,Toni Kukoč,.547,.238,.090,.074,.145,.453,.476,.952,.016,.216
6,Tony Allen,.920,.574,.132,.041,.173,.080,.547,1.000,.103,.645
45,Tony Battie,.983,.277,.175,.285,.246,.017,.730,,.099,.333
56,Tony Bobbitt,.600,.000,.000,.000,.600,.400,1.000,1.000,.000,.500
149,Tony Delk,.658,.213,.085,.110,.250,.342,.540,.792,.002,.168
342,Tony Massenburg,1.000,.291,.324,.247,.137,.000,.689,,.055,
418,Tony Parker,.860,.386,.205,.053,.217,.140,.315,.907,.001,.308
74,Torraye Braggs,1.000,.857,.000,.143,.000,.000,.333,,.000,
348,Tracy McGrady,.738,.225,.066,.081,.365,.262,.358,.514,.042,.051
50,Travis Best,.812,.232,.044,.108,.427,.188,.439,.962,.000,.212
409,Travis Outlaw,.963,.341,.142,.191,.288,.037,.512,.750,.180,.200
185,Tremaine Fowlkes,.824,.118,.118,.176,.412,.176,.500,1.000,.000,.667
236,Trenton Hassell,.977,.295,.183,.154,.345,.023,.674,1.000,.053,.000
19,Trevor Ariza,.967,.481,.116,.057,.314,.033,.621,1.000,.149,.692
253,Troy Hudson,.611,.133,.051,.089,.339,.389,.260,.640,.000,.101
378,Troy Murphy,.844,.281,.165,.079,.319,.156,.649,.966,.038,.176
326,Tyronn Lue,.763,.232,.113,.138,.280,.237,.175,.800,.000,.168
110,Tyson Chandler,.995,.635,.184,.074,.103,.005,.507,,.136,.000
234,Udonis Haslem,.994,.490,.056,.206,.242,.006,.734,,.120,.000
305,Viktor Khryapa,.911,.339,.137,.089,.347,.089,.820,1.000,.113,.364
31,Vin Baker,.976,.405,.190,.119,.262,.024,.462,,.000,.000
104,Vince Carter,.797,.252,.171,.130,.243,.203,.508,.835,.051,.115
438,Vitaly Potapenko,.989,.299,.230,.287,.172,.011,.733,,.034,1.000
157,Vlade Divac,1.000,.710,.097,.065,.129,.000,.615,,.000,
442,Vladimir Radmanović,.494,.202,.083,.054,.157,.506,.486,.969,.048,.225
321,Voshon Lenard,.538,.231,.038,.038,.231,.462,.833,.750,.000,.417
515,Wally Szczerbiak,.816,.234,.102,.151,.329,.184,.721,.921,.020,.402
343,Walter McCarty,.340,.102,.047,.064,.128,.660,.800,1.000,.004,.226
607,Wang Zhizhi,.917,.333,.278,.028,.278,.083,.533,.500,.000,.000
425,Wesley Person,.606,.058,.027,.075,.447,.394,.833,.976,.004,.315
213,Willie Green,.752,.279,.102,.099,.272,.248,.328,.833,.019,.171
363,Yao Ming,1.000,.379,.341,.229,.051,.000,.716,,.148,
516,Yuta Tabuse,.833,.333,.000,.167,.333,.167,,.000,.000,.000
445,Zach Randolph,.992,.350,.281,.158,.204,.008,.548,,.012,.333
410,Zaza Pachulia,.997,.647,.169,.133,.048,.003,.669,,.025,.000
222,Zendon Hamilton,1.000,.688,.094,.094,.125,.000,.818,,.000,
432,Zoran Planinić,.770,.368,.132,.057,.213,.230,.444,.933,.011,.325
262,Zydrunas Ilgauskas,.993,.426,.208,.173,.186,.007,.654,1.000,.050,.000
93,Žarko Čabarkapa,.797,.282,.243,.056,.215,.203,.616,1.000,.051,.361
447,Željko Rebrača,1.000,.291,.410,.256,.043,.000,.669,,.030,
