,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
400,Andrew Nicholson,1.000,.239,.311,.119,.331,.000,.664,,.051,
55,Andris Biedriņš,1.000,.714,.286,.000,.000,.000,.800,,.095,
267,Antawn Jamison,.595,.308,.193,.031,.063,.405,.765,1.000,.007,.279
126,Anthony Davis,.991,.469,.183,.123,.216,.009,.765,,.209,.000
388,Anthony Morrow,.703,.110,.138,.145,.310,.297,.542,1.000,.000,.326
447,Anthony Randolph,.930,.570,.228,.088,.044,.070,.661,,.228,.750
533,Anthony Tolliver,.384,.139,.042,.046,.157,.616,.865,1.000,.023,.511
392,Arnett Moultrie,1.000,.560,.142,.112,.187,.000,.667,,.157,
47,Aron Baynes,.972,.444,.333,.194,.000,.028,.556,,.139,.000
2,Arron Afflalo,.735,.175,.128,.202,.230,.265,.486,.958,.006,.304
132,Austin Daye,.529,.106,.106,.173,.144,.471,.633,.951,.014,.255
456,Austin Rivers,.779,.310,.285,.092,.092,.221,.171,.964,.000,.279
68,Avery Bradley,.736,.295,.069,.067,.305,.264,.487,.950,.019,.825
196,Ben Gordon,.616,.176,.122,.064,.253,.384,.376,.761,.001,.257
214,Ben Hansbrough,.489,.222,.022,.089,.156,.511,.111,1.000,.000,.130
543,Beno Udrih,.786,.147,.090,.254,.294,.214,.381,.735,.000,.275
263,Bernard James,.981,.689,.243,.029,.019,.019,.717,,.146,.500
57,Bismack Biyombo,1.000,.578,.318,.075,.029,.000,.667,,.197,
208,Blake Griffin,.974,.378,.273,.094,.229,.026,.638,1.000,.199,.357
140,Boris Diaw,.765,.380,.154,.075,.157,.235,.785,.967,.018,.269
49,Bradley Beal,.656,.176,.093,.068,.319,.344,.644,.945,.033,.373
587,Brandan Wright,.993,.403,.371,.161,.057,.007,.801,,.136,.000
43,Brandon Bass,.997,.255,.122,.267,.353,.003,.748,,.104,.000
276,Brandon Jennings,.630,.228,.121,.123,.158,.370,.253,.595,.005,.158
308,Brandon Knight,.628,.297,.124,.042,.164,.372,.350,.892,.015,.183
465,Brandon Roy,.743,.171,.143,.086,.343,.257,.545,,.000,.333
467,Brandon Rush,.778,.444,.111,.111,.111,.222,.167,,.111,.000
233,Brendan Haywood,.995,.333,.458,.185,.019,.005,.570,,.065,.000
457,Brian Roberts,.701,.139,.166,.102,.294,.299,.299,.508,.000,.118
334,Brook Lopez,.999,.376,.329,.131,.164,.001,.625,,.091,1.000
394,Byron Mullens,.631,.181,.107,.146,.197,.369,.623,.955,.057,.183
371,C.J. Miles,.466,.156,.112,.055,.142,.534,.550,.960,.036,.201
566,C.J. Watson,.534,.179,.089,.065,.200,.466,.471,.886,.000,.393
316,Carl Landry,.995,.444,.191,.154,.206,.005,.667,1.000,.096,.333
66,Carlos Boozer,.998,.341,.171,.300,.186,.002,.658,,.036,.500
136,Carlos Delfino,.321,.111,.063,.040,.106,.679,.505,.975,.026,.290
22,Carmelo Anthony,.722,.262,.074,.159,.227,.278,.279,.764,.022,.123
84,Caron Butler,.542,.118,.072,.099,.253,.458,.718,.977,.029,.312
348,Cartier Martin,.421,.087,.056,.060,.218,.579,.579,.966,.000,.281
421,Chandler Parsons,.579,.350,.112,.027,.091,.421,.641,.928,.054,.311
271,Charles Jenkins,.983,.140,.140,.074,.628,.017,.667,1.000,.000,.500
553,Charlie Villanueva,.442,.192,.136,.047,.067,.558,.506,1.000,.030,.135
82,Chase Budinger,.576,.236,.084,.068,.188,.424,.717,1.000,.031,.407
56,Chauncey Billups,.318,.061,.045,.091,.121,.682,.650,.909,.000,.133
16,Chris Andersen,.976,.805,.106,.008,.057,.024,.797,1.000,.350,.000
67,Chris Bosh,.918,.294,.133,.128,.363,.082,.756,1.000,.089,.527
113,Chris Copeland,.632,.318,.121,.042,.150,.368,.537,.915,.021,.286
146,Chris Douglas-Roberts,.714,.357,.143,.071,.143,.286,.600,,.000,.750
150,Chris Duhon,.260,.089,.065,.016,.089,.740,.500,.909,.000,.143
279,Chris Johnson,1.000,.533,.120,.160,.187,.000,.813,,.333,
303,Chris Kaman,.998,.271,.225,.276,.227,.002,.655,,.023,.000
425,Chris Paul,.729,.143,.157,.173,.257,.271,.173,.447,.008,.116
445,Chris Quinn,.688,.125,.063,.250,.250,.313,.500,,.000,.200
484,Chris Singleton,.851,.241,.133,.120,.357,.149,.565,1.000,.046,.306
576,Chris Wilcox,.993,.804,.144,.026,.020,.007,.736,,.340,.000
588,Chris Wright,1.000,.500,.000,.000,.500,.000,.000,,.000,
229,Chuck Hayes,.995,.416,.500,.079,.000,.005,.571,,.000,.000
4,Cole Aldrich,1.000,.550,.438,.013,.000,.000,.636,,.250,
70,Corey Brewer,.652,.341,.117,.061,.134,.348,.754,.956,.060,.629
344,Corey Maggette,.724,.158,.184,.066,.316,.276,.545,.800,.000,.333
239,Cory Higgins,.737,.105,.158,.263,.211,.263,.200,1.000,.000,.200
299,Cory Joseph,.809,.364,.164,.073,.209,.191,.600,.833,.000,.571
318,Courtney Lee,.706,.300,.098,.091,.217,.294,.516,.966,.034,.545
28,D.J. Augustin,.354,.153,.075,.044,.082,.646,.222,.866,.000,.242
574,D.J. White,1.000,.130,.043,.304,.522,.000,.750,,.087,
508,DaJuan Summers,1.000,.000,.250,.000,.750,.000,1.000,,.000,
110,Daequan Cook,.455,.084,.036,.078,.257,.545,.640,.769,.012,.198
287,Dahntay Jones,.779,.279,.189,.108,.203,.221,.465,1.000,.032,.735
329,Damian Lillard,.609,.262,.064,.061,.224,.391,.236,.535,.023,.046
577,Damien Wilkins,.839,.263,.190,.139,.247,.161,.617,1.000,.051,.471
264,Damion James,,,,,,,,,,
192,Daniel Gibson,.340,.069,.049,.012,.211,.660,.679,.911,.000,.135
410,Daniel Orton,1.000,.615,.269,.077,.038,.000,.583,,.192,
177,Danilo Gallinari,.584,.254,.111,.047,.172,.416,.498,.867,.051,.260
200,Danny Granger,.714,.086,.171,.143,.314,.286,.500,1.000,.000,.000
202,Danny Green,.377,.178,.072,.038,.089,.623,.708,.960,.021,.397
120,Dante Cunningham,.991,.238,.094,.122,.537,.009,.847,,.067,.000
286,Darius Johnson-Odom,.750,.250,.000,.500,.000,.250,,,.000,.000
374,Darius Miller,.481,.111,.167,.074,.130,.519,.682,.955,.009,.411
383,Darius Morris,.649,.388,.122,.021,.117,.351,.429,1.000,.011,.424
372,Darko Miličić,1.000,.000,1.000,.000,.000,.000,,,.000,
25,Darrell Arthur,.950,.245,.153,.187,.365,.050,.828,1.000,.084,.444
106,Darren Collison,.812,.325,.133,.135,.220,.188,.304,.813,.010,.331
319,David Lee,.997,.387,.291,.116,.203,.003,.683,,.059,.000
572,David West,.981,.223,.327,.197,.234,.019,.635,.500,.021,.158
297,DeAndre Jordan,1.000,.701,.277,.014,.008,.000,.672,,.412,
328,DeAndre Liggins,.596,.383,.149,.043,.021,.404,.786,1.000,.021,.263
58,DeJuan Blair,.996,.458,.336,.122,.081,.004,.789,,.030,.000
139,DeMar DeRozan,.903,.202,.149,.187,.365,.097,.527,.882,.045,.292
114,DeMarcus Cousins,.979,.382,.281,.066,.250,.021,.485,1.000,.092,.136
91,DeMarre Carroll,.784,.265,.148,.062,.309,.216,.674,.950,.040,.300
290,DeQuan Jones,.839,.390,.183,.069,.197,.161,.709,1.000,.119,.286
141,DeSagana Diop,.963,.000,.148,.296,.519,.037,1.000,,.000,.000
502,DeShawn Stevenson,.202,.057,.019,.023,.103,.798,.545,.987,.008,.397
169,Derek Fisher,.503,.081,.068,.087,.267,.497,.520,.867,.000,.400
578,Deron Williams,.602,.170,.157,.090,.186,.398,.316,.734,.004,.163
166,Derrick Favors,.991,.507,.262,.111,.109,.009,.606,,.157,.200
579,Derrick Williams,.751,.378,.087,.074,.212,.249,.736,.969,.102,.235
155,Devin Ebanks,.699,.260,.096,.068,.274,.301,.500,.667,.027,.364
220,Devin Harris,.481,.273,.081,.032,.095,.519,.299,.792,.000,.135
433,Dexter Pittman,1.000,.455,.545,.000,.000,.000,.000,,.000,
183,Diante Garrett,.694,.265,.245,.102,.082,.306,.615,.667,.000,.267
556,Dion Waiters,.751,.337,.108,.063,.243,.249,.311,.762,.040,.177
403,Dirk Nowitzki,.784,.077,.069,.312,.327,.216,.586,.985,.007,.032
361,Dominic McGuire,1.000,.357,.107,.125,.411,.000,.708,,.036,
291,Dominique Jones,.917,.486,.339,.055,.037,.083,.231,.000,.046,.444
485,Donald Sloan,.756,.244,.231,.115,.167,.244,.200,1.000,.013,.316
391,Donatas Motiejūnas,.610,.258,.286,.033,.033,.390,.781,1.000,.028,.566
589,Dorell Wright,.397,.155,.065,.043,.134,.603,.618,.948,.030,.302
312,Doron Lamb,.773,.209,.196,.172,.196,.227,.674,.929,.000,.486
203,Draymond Green,.739,.272,.132,.093,.241,.261,.586,1.000,.023,.313
195,Drew Gooden,.918,.410,.131,.131,.246,.082,.684,1.000,.082,.400
250,Dwight Howard,.993,.594,.357,.025,.017,.007,.697,1.000,.244,.333
555,Dwyane Wade,.940,.373,.198,.134,.235,.060,.438,.353,.093,.136
382,E'Twaun Moore,.671,.137,.164,.115,.254,.329,.376,.910,.008,.279
39,Earl Barron,1.000,.314,.157,.216,.314,.000,.722,,.000,
99,Earl Clark,.731,.301,.085,.062,.282,.269,.756,1.000,.111,.250
567,Earl Watson,.767,.292,.250,.042,.183,.233,.438,.800,.000,.179
128,Ed Davis,1.000,.427,.309,.203,.060,.000,.696,,.145,
122,Eddy Curry,1.000,.500,.375,.125,.000,.000,.750,,.000,
542,Ekpe Udoh,.996,.424,.346,.160,.067,.004,.615,,.048,.000
69,Elton Brand,.998,.262,.205,.372,.159,.002,.717,,.010,.000
409,Emeka Okafor,1.000,.282,.354,.247,.116,.000,.680,,.082,
175,Enes Freedom,.997,.485,.243,.132,.137,.003,.537,.000,.066,.000
61,Eric Bledsoe,.863,.400,.169,.092,.202,.137,.333,.806,.048,.256
197,Eric Gordon,.704,.281,.195,.051,.176,.296,.330,.786,.012,.150
355,Eric Maynor,.658,.125,.317,.082,.135,.342,.222,.941,.000,.073
257,Ersan İlyasova,.733,.288,.102,.121,.223,.267,.736,.989,.006,.079
172,Evan Fournier,.645,.408,.151,.033,.053,.355,.547,.818,.013,.204
538,Evan Turner,.849,.186,.145,.262,.255,.151,.371,.931,.013,.509
369,Fab Melo,1.000,.833,.167,.000,.000,.000,1.000,,.167,
164,Festus Ezeli,1.000,.538,.325,.095,.041,.000,.581,,.272,
178,Francisco García,.403,.103,.047,.043,.210,.597,.784,.985,.007,.436
518,Garrett Temple,.690,.217,.066,.109,.298,.310,.646,.923,.004,.438
398,Gary Neal,.580,.052,.129,.126,.273,.420,.548,.798,.002,.167
241,George Hill,.595,.188,.126,.111,.169,.405,.301,.738,.009,.218
205,Gerald Green,.557,.137,.075,.130,.215,.443,.417,.983,.068,.218
234,Gerald Henderson,.883,.268,.124,.175,.316,.117,.501,.970,.044,.210
559,Gerald Wallace,.644,.419,.120,.011,.094,.356,.632,.957,.068,.356
131,Glen Davis,.996,.312,.234,.180,.270,.004,.621,,.019,.500
147,Goran Dragić,.695,.292,.100,.143,.159,.305,.284,.625,.007,.188
230,Gordon Hayward,.682,.238,.125,.070,.248,.318,.590,.912,.050,.232
242,Grant Hill,.888,.214,.153,.214,.306,.112,.714,1.000,.000,.818
381,Greg Monroe,.996,.560,.256,.043,.137,.004,.521,,.044,.250
488,Greg Smith,.996,.723,.266,.000,.007,.004,.753,,.277,.000
503,Greg Stiemsma,1.000,.356,.129,.119,.396,.000,.913,,.090,
551,Greivis Vásquez,.760,.208,.369,.085,.098,.240,.166,.747,.000,.107
29,Gustavo Ayón,1.000,.593,.204,.090,.114,.000,.750,,.030,
563,Hakim Warrick,.982,.315,.152,.212,.303,.018,.672,,.103,.333
209,Hamed Haddadi,1.000,.512,.244,.134,.110,.000,.600,,.122,
37,Harrison Barnes,.769,.323,.204,.111,.131,.231,.567,.923,.115,.297
520,Hasheem Thabeet,1.000,.802,.113,.066,.019,.000,.656,,.292,
537,Hedo Türkoğlu,.547,.245,.132,.057,.113,.453,.385,.000,.000,.167
481,Henry Sims,1.000,1.000,.000,.000,.000,.000,.000,,.000,
345,Ian Mahinmi,.994,.413,.213,.070,.298,.006,.698,,.116,.000
479,Iman Shumpert,.538,.291,.062,.040,.145,.462,.362,.961,.018,.417
521,Isaiah Thomas,.614,.238,.204,.077,.095,.386,.347,.704,.000,.231
489,Ish Smith,.830,.296,.195,.132,.208,.170,.271,1.000,.013,.111
281,Ivan Johnson,.963,.494,.171,.031,.267,.037,.658,1.000,.118,.077
35,J.J. Barea,.631,.303,.144,.084,.099,.369,.183,.588,.000,.164
238,J.J. Hickson,.997,.583,.196,.122,.095,.003,.672,,.176,.500
492,J.R. Smith,.651,.169,.122,.096,.264,.349,.172,.813,.024,.156
450,JJ Redick,.488,.145,.056,.055,.232,.513,.710,.879,.000,.137
360,JaVale McGee,.998,.647,.237,.078,.036,.002,.689,1.000,.370,.000
119,Jae Crowder,.477,.177,.071,.038,.191,.523,.667,.937,.016,.224
532,Jamaal Tinsley,.457,.107,.175,.081,.094,.543,.298,.846,.000,.079
115,Jamal Crawford,.610,.098,.136,.114,.262,.390,.399,.899,.004,.381
399,Jameer Nelson,.545,.217,.108,.073,.147,.455,.168,.579,.000,.085
18,James Anderson,.524,.294,.103,.048,.079,.476,.484,.905,.056,.350
216,James Harden,.636,.308,.149,.049,.130,.364,.241,.475,.035,.033
282,James Johnson,.926,.389,.226,.053,.258,.074,.470,1.000,.081,.381
292,James Jones,.131,.016,.000,.033,.082,.869,1.000,.938,.000,.453
575,James White,.647,.302,.069,.060,.216,.353,.500,.857,.060,.463
552,Jan Veselý,.991,.570,.202,.105,.114,.009,.860,,.246,.000
413,Jannero Pargo,.453,.071,.028,.071,.283,.547,.282,.821,.000,.216
121,Jared Cunningham,.786,.357,.143,.071,.214,.214,.500,1.000,.000,1.000
149,Jared Dudley,.595,.218,.054,.070,.253,.405,.787,1.000,.015,.325
270,Jared Jeffries,.963,.500,.111,.019,.333,.037,.438,,.037,.000
507,Jared Sullinger,.978,.453,.236,.067,.222,.022,.555,1.000,.040,.400
260,Jarrett Jack,.763,.089,.180,.187,.308,.237,.220,.683,.000,.167
548,Jarvis Varnado,1.000,.571,.286,.143,.000,.000,.667,,.143,
103,Jason Collins,1.000,.483,.241,.034,.241,.000,.778,,.069,
304,Jason Kidd,.205,.071,.049,.010,.076,.795,.237,.895,.000,.243
354,Jason Maxiell,1.000,.333,.190,.144,.333,.000,.750,,.147,
453,Jason Richardson,.503,.134,.101,.095,.173,.497,.654,.912,.009,.269
493,Jason Smith,.988,.243,.100,.173,.472,.012,.850,,.067,.250
519,Jason Terry,.489,.116,.060,.119,.194,.511,.684,.878,.005,.275
528,Jason Thompson,.996,.333,.332,.142,.189,.004,.679,,.089,.000
1,Jeff Adrien,.988,.363,.208,.143,.274,.012,.639,,.065,.000
32,Jeff Ayres,.968,.254,.143,.135,.437,.032,.797,1.000,.103,.500
206,Jeff Green,.774,.371,.159,.067,.177,.226,.497,.957,.067,.577
510,Jeff Taylor,.614,.356,.055,.068,.135,.386,.681,.981,.098,.403
512,Jeff Teague,.745,.337,.213,.077,.119,.255,.203,.719,.022,.097
161,Jeremy Evans,.977,.568,.182,.023,.205,.023,.630,,.341,.000
315,Jeremy Lamb,.559,.147,.162,.074,.176,.441,.533,.889,.029,.133
330,Jeremy Lin,.713,.333,.175,.049,.156,.287,.272,.828,.003,.195
417,Jeremy Pargo,.704,.340,.108,.096,.160,.296,.270,.800,.012,.203
539,Jeremy Tyler,1.000,.333,.292,.083,.292,.000,.556,,.125,
405,Jermaine O'Neal,1.000,.323,.364,.213,.100,.000,.520,,.078,
500,Jerry Stackhouse,.483,.058,.064,.180,.180,.517,.500,.967,.012,.663
46,Jerryd Bayless,.676,.192,.071,.035,.378,.324,.397,.944,.045,.274
174,Jimmer Fredette,.619,.142,.213,.134,.130,.381,.393,.662,.000,.160
85,Jimmy Butler,.795,.391,.096,.078,.230,.205,.638,.975,.092,.600
401,Joakim Noah,.992,.567,.189,.057,.179,.008,.640,,.119,.000
368,Jodie Meeks,.355,.204,.058,.017,.075,.645,.651,.893,.025,.292
283,Joe Johnson,.625,.077,.206,.144,.197,.375,.273,.905,.001,.357
23,Joel Anthony,1.000,.456,.353,.191,.000,.000,.686,,.103,
176,Joel Freeland,1.000,.366,.268,.077,.289,.000,.655,,.085,
444,Joel Przybilla,1.000,1.000,.000,.000,.000,.000,.000,,.000,
429,Johan Petro,.964,.373,.245,.155,.191,.036,.851,1.000,.055,.000
236,John Henson,.991,.479,.304,.095,.113,.009,.611,,.104,.333
274,John Jenkins,.531,.163,.071,.065,.231,.469,.692,.830,.003,.283
338,John Lucas III,.548,.078,.129,.114,.228,.452,.167,.754,.000,.265
469,John Salmons,.564,.137,.121,.124,.181,.436,.497,.899,.011,.412
558,John Wall,.939,.298,.143,.180,.318,.061,.250,.750,.024,.267
324,Jon Leuer,.942,.250,.154,.077,.462,.058,.600,,.038,.000
277,Jonas Jerebko,.737,.443,.155,.035,.104,.263,.735,1.000,.070,.217
546,Jonas Valančiūnas,1.000,.451,.339,.107,.104,.000,.578,,.153,
116,Jordan Crawford,.661,.171,.161,.120,.208,.339,.239,.807,.000,.195
212,Jordan Hamilton,.637,.249,.214,.109,.065,.363,.456,.963,.045,.205
243,Jordan Hill,.987,.426,.239,.065,.258,.013,.571,,.135,.000
3,Josh Akognon,.500,.000,.000,.000,.500,.500,.000,1.000,.000,.000
98,Josh Childress,.857,.286,.286,.095,.190,.143,.600,1.000,.000,.333
218,Josh Harrellson,.444,.333,.111,.000,.000,.556,1.000,1.000,.111,.200
251,Josh Howard,.792,.247,.091,.182,.273,.208,.615,1.000,.039,.125
365,Josh McRoberts,.755,.402,.120,.047,.187,.245,.720,.958,.131,.333
475,Josh Selby,.727,.136,.182,.000,.409,.273,.200,1.000,.000,.333
494,Josh Smith,.830,.318,.224,.050,.238,.170,.599,.967,.107,.169
87,José Calderón,.556,.110,.019,.079,.348,.444,.346,.885,.000,.142
245,Jrue Holiday,.808,.261,.161,.161,.224,.192,.252,.473,.014,.150
504,Julyan Stone,1.000,1.000,.000,.000,.000,.000,.500,,.000,
138,Justin Dentmon,1.000,.000,.000,.500,.500,.000,,,.000,
246,Justin Holiday,.667,.188,.063,.146,.271,.333,.833,1.000,.042,.188
253,Juwan Howard,1.000,.158,.526,.105,.211,.000,.700,,.000,
321,Kawhi Leonard,.669,.329,.122,.093,.125,.331,.544,.985,.105,.695
62,Keith Bogans,.137,.067,.025,.004,.042,.863,.542,.988,.000,.665
557,Kemba Walker,.733,.302,.113,.129,.189,.267,.258,.738,.004,.075
347,Kendall Marshall,.517,.192,.079,.046,.199,.483,.273,.957,.000,.096
428,Kendrick Perkins,.997,.419,.297,.150,.131,.003,.706,,.118,.000
165,Kenneth Faried,1.000,.636,.263,.068,.033,.000,.674,,.196,
48,Kent Bazemore,.707,.198,.060,.103,.345,.293,.242,.500,.017,.265
349,Kenyon Martin,1.000,.656,.118,.032,.194,.000,.732,,.366,
153,Kevin Durant,.767,.220,.166,.195,.186,.233,.449,.799,.083,.060
182,Kevin Garnett,.981,.171,.198,.216,.396,.019,.767,1.000,.033,.000
293,Kevin Jones,1.000,.449,.150,.159,.243,.000,.744,,.028,
336,Kevin Love,.691,.322,.191,.060,.117,.309,.541,.850,.030,.043
350,Kevin Martin,.523,.152,.108,.108,.156,.477,.568,.943,.033,.294
395,Kevin Murphy,.821,.107,.107,.214,.393,.179,.833,1.000,.036,.000
476,Kevin Séraphin,1.000,.173,.398,.281,.148,.000,.664,,.049,
142,Keyon Dooling,.429,.143,.000,.048,.238,.571,.400,.600,.000,.250
370,Khris Middleton,.681,.206,.142,.121,.213,.319,.625,1.000,.035,.689
160,Kim English,.554,.268,.063,.027,.196,.446,.679,.929,.009,.420
244,Kirk Hinrich,.569,.137,.097,.045,.289,.431,.307,.873,.002,.159
529,Klay Thompson,.563,.145,.063,.107,.248,.437,.751,.948,.013,.291
81,Kobe Bryant,.745,.211,.147,.150,.237,.255,.269,.621,.033,.128
310,Kosta Koufos,.998,.630,.329,.030,.010,.002,.749,,.073,.000
254,Kris Humphries,.994,.452,.219,.181,.142,.006,.734,,.155,.500
300,Kris Joseph,.786,.286,.000,.214,.286,.214,.500,,.000,.000
522,Kurt Thomas,.988,.145,.048,.265,.530,.012,.886,1.000,.000,.000
79,Kwame Brown,1.000,.730,.216,.054,.000,.000,.588,,.054,
309,Kyle Korver,.311,.035,.015,.045,.216,.689,.920,.984,.002,.326
337,Kyle Lowry,.552,.238,.119,.063,.133,.448,.295,.624,.000,.090
406,Kyle O'Quinn,.995,.442,.188,.132,.234,.005,.703,,.122,.000
483,Kyle Singler,.688,.321,.134,.084,.150,.312,.693,.986,.019,.460
258,Kyrie Irving,.739,.235,.138,.173,.193,.261,.240,.532,.004,.054
7,LaMarcus Aldridge,.989,.215,.192,.197,.385,.011,.542,.500,.047,.286
407,Lamar Odom,.754,.361,.205,.030,.158,.246,.648,.944,.033,.211
501,Lance Stephenson,.686,.378,.094,.054,.161,.314,.493,.919,.038,.314
523,Lance Thomas,1.000,.500,.208,.104,.189,.000,.698,,.038,
168,Landry Fields,.937,.439,.287,.135,.076,.063,.730,1.000,.081,.429
471,Larry Sanders,.997,.617,.175,.106,.099,.003,.676,,.205,.000
8,Lavoy Allen,.998,.275,.222,.165,.335,.002,.743,,.037,1.000
232,Lazar Hayward,.600,.300,.100,.000,.200,.400,.500,,.000,.000
265,LeBron James,.812,.373,.133,.105,.202,.188,.378,.553,.109,.161
34,Leandro Barbosa,.756,.409,.181,.067,.098,.244,.369,.889,.000,.340
307,Linas Kleiza,.542,.132,.222,.069,.118,.458,.571,1.000,.021,.242
12,Lou Amundson,1.000,.654,.272,.037,.037,.000,.625,,.185,
580,Lou Williams,.558,.176,.106,.099,.176,.442,.304,.681,.025,.270
359,Luc Mbah a Moute,.902,.467,.135,.061,.239,.098,.667,1.000,.024,.838
472,Luis Scola,.983,.262,.234,.122,.364,.017,.683,.667,.005,.438
33,Luke Babbitt,.239,.038,.043,.038,.120,.761,.458,.984,.009,.281
455,Luke Ridnour,.739,.137,.101,.131,.370,.261,.468,.773,.000,.491
562,Luke Walton,.630,.133,.166,.077,.254,.370,.824,1.000,.006,.209
594,Luke Zeller,.808,.000,.000,.077,.731,.192,1.000,1.000,.000,.200
137,Luol Deng,.787,.305,.142,.086,.254,.213,.645,.933,.014,.240
568,Maalik Wayns,.648,.295,.125,.034,.193,.352,.316,1.000,.000,.129
320,Malcolm Lee,.684,.368,.132,.039,.145,.316,.667,.875,.039,.500
524,Malcolm Thomas,1.000,.700,.300,.000,.000,.000,.600,,.300,
194,Manu Ginóbili,.564,.276,.119,.071,.098,.436,.479,.807,.015,.187
78,MarShon Brooks,.836,.304,.260,.152,.119,.164,.350,.867,.054,.255
184,Marc Gasol,.984,.221,.311,.247,.205,.016,.654,1.000,.038,.000
198,Marcin Gortat,.995,.447,.283,.171,.094,.005,.729,,.087,.000
53,Marco Belinelli,.638,.248,.084,.067,.239,.362,.593,.848,.011,.213
90,Marcus Camby,1.000,.491,.245,.113,.151,.000,.706,,.057,
384,Marcus Morris,.557,.251,.120,.059,.127,.443,.581,.942,.065,.472
531,Marcus Thornton,.510,.186,.115,.058,.151,.490,.576,.887,.001,.201
95,Mario Chalmers,.431,.195,.121,.057,.059,.569,.375,.829,.000,.269
387,Markieff Morris,.795,.279,.135,.133,.248,.205,.647,.978,.072,.254
125,Marquis Daniels,.795,.325,.182,.168,.120,.205,.536,.950,.023,.472
513,Marquis Teague,.796,.389,.168,.018,.221,.204,.282,1.000,.000,.087
496,Marreese Speights,.983,.320,.209,.139,.315,.017,.732,1.000,.062,.400
571,Martell Webster,.483,.222,.058,.055,.148,.517,.613,.950,.080,.432
581,Marvin Williams,.647,.240,.126,.040,.240,.353,.662,.981,.051,.428
38,Matt Barnes,.519,.321,.113,.022,.062,.481,.751,.937,.065,.434
64,Matt Bonner,.478,.052,.196,.078,.152,.522,.746,1.000,.004,.200
92,Matt Carroll,,,,,,,,,,
217,Maurice Harkless,.793,.551,.131,.050,.060,.207,.623,.969,.137,.675
585,Metta World Peace,.500,.256,.104,.045,.095,.500,.482,.887,.011,.369
322,Meyers Leonard,.975,.487,.162,.083,.242,.025,.872,1.000,.209,.143
50,Michael Beasley,.812,.206,.209,.116,.281,.188,.434,.844,.027,.264
305,Michael Kidd-Gilchrist,.985,.512,.142,.046,.285,.015,.609,.500,.104,.333
190,Mickaël Gelabale,.626,.281,.079,.072,.194,.374,.661,1.000,.058,.635
431,Mickaël Piétrus,.347,.163,.071,.041,.071,.653,.857,.850,.031,.328
108,Mike Conley,.688,.323,.155,.070,.139,.312,.295,.802,.001,.167
152,Mike Dunleavy,.521,.186,.058,.050,.228,.479,.736,.961,.003,.304
266,Mike James,.539,.144,.210,.044,.140,.461,.132,.917,.000,.384
375,Mike Miller,.242,.100,.035,.026,.082,.758,.519,.959,.009,.314
473,Mike Scott,.993,.524,.177,.102,.190,.007,.757,,.088,.000
436,Miles Plumlee,1.000,.333,.429,.190,.048,.000,.400,,.143,
514,Mirza Teletović,.416,.135,.103,.043,.135,.584,.735,.973,.016,.111
582,Mo Williams,.711,.176,.118,.133,.283,.289,.294,.763,.000,.182
159,Monta Ellis,.772,.286,.132,.119,.235,.228,.372,.713,.018,.213
