,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Andre Iguodala,MIA,63,37,26,21.3,4.4,35.7,15.3,1.7,2.91,1.93,0.122,0.8,0.4,1.2,0.235,0.296,0.308,1.2,0.1,0.2,53.3,0.0,0.0,100.0,24.0,0.8,70.7,0.2,14.7,0.1,5.3,0.0,1.3,0.3,53.3,2.5,33.5,0.5,26.8,0.4,61.1,0.1,50.0,0.2,40.0,50.4,0.6,0.3,52.6,1.4,45.8,0.1,47.5,13.2,3.1,0.7,22.4,5.3,59.0,0.5,64.7,6.8,0.9,0.6,1.1,1.7,69.2
11,Andre Roberson,BKN,5,4,1,12.6,1.2,16.6,8.0,0.4,1.31,0.63,0.072,1.2,0.0,1.4,0.167,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,12.5,0.0,0.0,0.4,20.0,0.0,0.0,0.2,0.0,17.9,1.4,0.6,42.9,2.2,63.6,0.0,63.6,10.2,1.6,0.0,0.0,3.4,47.1,0.6,57.1,4.6,0.6,0.2,1.2,2.0,60.0
12,Andrew Wiggins,GSW,71,38,33,33.3,18.6,48.0,33.1,2.4,2.99,2.2,0.388,0.5,1.7,2.4,0.515,0.615,0.971,8.0,1.8,3.6,51.2,1.1,1.6,72.1,62.2,2.9,36.1,0.6,7.0,0.5,6.7,0.8,9.6,5.0,51.2,4.6,38.3,4.1,38.7,2.3,68.5,1.1,50.8,0.2,50.0,54.3,1.2,0.8,65.9,2.7,42.5,0.1,43.9,7.8,3.7,0.8,22.3,6.6,56.6,0.8,64.3,6.8,0.9,1.0,2.6,4.0,64.9
13,Anthony Davis,LAL,36,23,13,32.3,21.8,61.6,39.7,2.6,2.54,1.11,0.354,4.2,9.2,6.4,0.687,0.554,1.017,2.9,0.8,1.6,47.4,0.4,0.6,80.0,67.0,0.6,20.8,0.2,6.6,0.4,12.3,0.3,9.4,2.0,47.4,3.5,32.7,4.1,37.9,6.5,73.6,5.1,51.0,2.9,63.0,51.2,1.7,1.3,72.6,3.3,52.5,0.1,53.9,5.1,6.2,1.5,24.6,9.3,66.9,0.7,72.5,5.1,1.3,1.6,3.2,5.4,58.2
14,Anthony Gill,WAS,26,11,15,8.4,3.1,11.2,6.5,0.3,1.5,0.51,0.274,0.3,0.1,1.3,0.571,1.5,0.824,0.3,0.2,0.2,66.7,0.0,0.0,0.0,88.9,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,66.7,0.6,23.8,0.2,50.0,1.1,61.1,0.1,100.0,0.2,50.0,55.8,0.8,0.6,68.8,1.5,55.2,0.0,55.2,7.2,1.8,0.3,17.1,2.7,67.3,0.1,70.0,6.8,0.4,0.2,0.4,0.7,58.8
15,Anthony Lamb,HOU,24,3,21,17.3,5.5,25.9,13.1,0.9,2.04,1.29,0.214,0.4,0.3,1.7,0.6,0.375,0.625,2.5,0.3,0.8,42.1,0.1,0.1,100.0,31.1,1.3,52.5,0.1,4.9,0.3,13.1,0.0,1.6,0.8,42.1,2.5,31.7,0.4,33.3,1.0,48.0,0.1,0.0,0.3,75.0,48.7,1.4,0.8,59.3,3.4,39.7,0.0,39.7,8.2,2.2,0.6,25.6,4.2,51.8,0.7,61.4,6.8,0.3,0.2,2.0,2.8,72.7
16,Anthony Tolliver,PHI,11,7,4,9.0,1.5,8.5,5.5,0.2,1.54,0.63,0.181,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.5,0.2,33.3,1.2,42.9,0.0,42.9,2.6,1.2,0.3,28.6,2.8,41.2,0.2,43.8,6.0,0.3,0.2,0.5,0.9,60.0
17,Anzejs Pasecniks,WAS,1,1,0,6.3,0.0,20.0,15.0,0.6,1.79,0.8,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,33.3,1.0,50.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0
18,Aron Baynes,TOR,53,20,33,18.5,6.1,27.6,16.5,0.6,1.29,0.28,0.222,1.7,0.3,3.9,0.522,0.25,0.8,0.2,0.0,0.1,33.3,0.0,0.0,0.0,30.8,0.1,46.2,0.0,15.4,0.0,7.7,0.0,0.0,0.1,33.3,2.1,32.5,0.0,0.0,3.1,55.6,0.1,33.3,0.9,47.6,48.5,1.7,1.1,65.5,3.8,45.5,0.1,46.5,4.7,3.7,1.1,29.6,6.7,55.5,0.7,61.6,4.9,0.3,0.4,2.0,3.2,63.3
19,Axel Toupane,MIL,8,2,6,7.7,1.8,7.9,4.3,0.2,1.85,0.98,0.222,0.4,0.0,0.5,0.667,0.0,1.0,0.5,0.0,0.1,0.0,0.1,0.3,50.0,25.0,0.3,50.0,0.0,0.0,0.0,0.0,0.1,25.0,0.1,0.0,0.0,0.0,0.4,33.3,0.5,100.0,0.0,0.0,0.3,100.0,40.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.5,33.3,2.8,54.5,0.5,66.7,6.0,0.3,0.4,0.3,0.4,66.7
20,Bam Adebayo,MIA,64,34,30,33.5,18.7,64.4,40.4,3.1,2.88,1.55,0.29,6.4,5.7,8.1,0.48,0.364,0.975,3.5,0.9,1.8,50.4,0.6,0.8,82.0,75.0,0.8,22.8,0.1,3.6,0.4,11.2,0.4,11.2,2.6,50.4,1.7,44.5,2.3,40.9,7.9,71.0,2.1,48.1,3.1,54.7,57.1,2.2,1.4,64.8,5.5,40.0,0.1,41.0,6.7,6.7,2.0,29.9,10.4,64.6,0.8,69.6,5.5,1.2,1.0,2.3,3.9,59.4
21,Ben Simmons,PHI,58,42,16,32.4,14.3,82.0,27.1,5.8,4.24,3.24,0.174,2.1,2.8,3.9,0.471,0.472,0.721,10.2,1.9,3.6,52.4,1.0,1.7,59.0,48.1,4.7,46.2,1.0,9.5,0.7,7.3,0.9,8.5,4.9,52.4,0.2,50.0,0.5,32.5,2.8,64.5,1.3,55.9,1.0,53.3,56.0,1.6,0.9,55.9,3.7,43.9,0.1,45.1,6.8,5.6,0.8,14.5,7.3,77.0,0.4,82.0,7.5,1.6,0.6,1.4,2.2,64.8
22,Blake Griffin,BKN,46,24,22,25.8,11.0,47.2,29.8,2.0,2.58,1.51,0.232,1.9,3.0,2.0,0.443,0.606,0.804,1.7,0.4,0.7,52.9,0.2,0.2,87.5,57.0,0.5,30.4,0.2,10.1,0.2,11.4,0.1,5.1,1.0,52.9,3.0,38.3,1.7,24.3,1.6,64.6,1.8,37.9,0.8,65.2,50.9,0.8,0.6,73.5,2.4,32.7,0.1,34.0,7.0,4.1,0.8,19.9,6.5,62.8,0.4,66.8,5.1,0.7,0.3,2.1,3.0,67.9
23,Bobby Portis,MIL,66,44,22,20.8,11.4,34.5,17.1,0.9,1.62,0.63,0.331,1.4,1.8,3.8,0.71,0.678,0.909,1.1,0.4,0.8,51.0,0.0,0.1,50.0,77.5,0.2,19.7,0.0,4.2,0.1,5.6,0.0,2.8,0.8,51.0,4.1,48.1,1.5,42.9,3.5,63.2,1.2,47.6,1.0,55.8,58.5,1.9,1.3,70.2,4.1,45.4,0.2,47.3,4.8,5.2,1.4,27.2,8.3,62.3,0.8,69.0,4.7,0.8,0.4,2.1,3.5,59.1
24,Bojan Bogdanovic,UTA,72,52,20,30.8,17.0,41.5,29.9,1.6,2.26,1.55,0.41,0.4,1.4,1.0,0.679,0.64,1.071,7.5,1.6,3.4,46.3,1.3,1.4,93.1,61.3,2.6,34.9,0.5,6.5,0.6,7.9,0.7,9.4,4.6,46.3,5.9,39.5,2.8,36.7,1.0,65.3,0.9,54.8,0.3,56.3,53.6,0.6,0.2,30.0,1.9,29.9,0.1,31.7,11.2,3.4,0.4,10.8,5.7,60.3,0.5,66.6,7.3,0.6,0.1,1.2,1.8,67.9
25,Bol Bol,DEN,32,21,11,5.0,2.2,6.2,3.7,0.2,2.11,1.23,0.348,0.1,0.1,0.1,1.333,2.0,1.5,0.5,0.2,0.3,45.5,0.0,0.0,0.0,66.7,0.0,6.7,0.0,0.0,0.1,20.0,0.0,0.0,0.3,45.5,0.4,28.6,0.7,34.6,0.2,100.0,0.2,100.0,0.1,100.0,50.9,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,1.3,0.5,41.7,1.9,66.7,0.4,82.8,3.8,0.1,0.3,0.6,0.9,64.3
26,Brandon Clarke,MEM,59,32,27,24.0,10.3,30.5,19.1,0.7,1.47,0.73,0.339,2.7,0.3,4.9,0.586,0.5,0.983,3.1,0.8,1.8,46.7,0.3,0.4,73.1,66.3,0.9,30.4,0.2,7.2,0.1,3.3,0.2,7.2,2.0,46.7,1.4,31.7,0.4,33.3,4.8,63.0,0.1,42.9,1.6,47.7,53.7,1.7,1.1,64.9,3.7,45.1,0.0,45.3,5.4,4.0,1.1,27.7,6.7,59.1,0.8,66.6,5.3,1.0,0.9,1.8,3.4,52.3
27,Brandon Ingram,NOP,61,29,32,34.3,23.8,62.8,40.2,3.9,3.74,2.73,0.379,0.9,0.5,0.8,0.774,0.742,0.745,12.9,2.9,5.5,51.6,1.9,2.0,94.4,61.1,5.0,39.2,1.3,9.9,0.8,6.1,1.0,8.1,7.9,51.6,5.5,41.9,8.8,43.1,0.6,57.7,0.4,69.2,0.7,58.6,53.1,0.6,0.3,44.1,1.5,39.5,0.0,39.5,12.8,4.5,0.9,20.5,6.7,67.2,0.5,73.1,6.4,0.7,0.6,1.8,2.7,64.5
28,Brian Bowen II,IND,6,1,5,2.5,0.5,2.5,1.3,0.1,1.91,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,100.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.3,33.3,1.0,100.0,0.0,100.0,2.7,0.0,0.0,0.2,0.2,100.0
29,Bruce Brown,BKN,65,45,20,22.3,8.8,30.6,15.0,1.1,2.16,1.38,0.288,2.0,0.1,4.4,0.617,0.4,0.885,1.8,0.3,0.7,41.7,0.1,0.2,66.7,40.8,0.7,39.2,0.1,6.7,0.2,13.3,0.1,5.0,0.8,41.7,0.9,29.9,0.3,37.5,3.9,64.6,0.0,50.0,1.3,54.5,57.6,1.7,1.0,57.7,4.1,42.0,0.1,43.2,6.1,3.7,0.6,16.8,6.0,60.6,0.4,64.7,6.2,0.9,0.4,1.4,2.2,65.0
30,Bruno Caboclo,HOU,6,1,5,6.1,2.8,12.3,7.2,0.4,1.72,0.68,0.23,0.5,0.0,1.5,1.333,0.0,0.556,0.7,0.5,0.5,100.0,0.0,0.0,0.0,150.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.8,33.3,0.0,0.0,0.7,66.7,47.1,0.6,0.4,66.7,1.8,33.3,0.6,50.0,5.6,2.2,0.6,27.3,3.4,64.7,0.2,68.8,5.3,0.0,0.3,0.8,1.8,45.5
31,Bruno Fernando,ATL,33,20,13,6.8,1.5,10.6,5.1,0.3,1.58,0.59,0.145,0.7,0.4,1.3,0.5,0.077,0.833,0.4,0.0,0.2,16.7,0.1,0.1,100.0,33.3,0.0,8.3,0.0,0.0,0.1,16.7,0.0,8.3,0.1,16.7,0.0,0.0,0.1,33.3,1.1,68.4,0.0,0.0,0.4,50.0,40.9,0.7,0.6,81.3,2.3,32.0,0.0,32.7,4.0,2.8,0.5,19.4,4.0,69.7,0.3,75.6,5.0,0.1,0.1,0.5,0.9,58.6
32,CJ Elleby,POR,30,19,11,6.4,2.3,8.6,3.8,0.5,3.65,3.02,0.263,0.1,0.0,0.4,0.0,0.0,1.0,0.5,0.2,0.3,55.6,0.1,0.1,100.0,75.0,0.1,25.0,0.0,6.3,0.0,6.3,0.0,6.3,0.4,55.6,0.6,23.1,0.5,33.3,0.4,57.1,0.0,0.0,0.0,0.0,43.2,0.7,0.5,63.6,1.5,47.8,0.1,50.0,6.8,1.4,0.4,28.6,2.1,67.7,0.3,80.8,8.1,0.2,0.1,0.2,0.5,40.0
33,Caleb Martin,CHA,53,23,30,15.4,5.0,21.1,14.0,0.8,2.32,1.39,0.237,0.4,0.0,0.6,0.65,0.0,0.452,2.4,0.5,1.0,51.0,0.3,0.4,63.6,53.2,0.9,37.3,0.2,7.1,0.2,10.3,0.2,8.7,1.3,51.0,1.7,26.9,0.6,33.3,0.3,35.3,0.0,0.0,0.2,50.0,43.6,0.8,0.4,48.4,1.6,47.7,0.1,49.2,11.7,2.8,0.6,22.7,4.5,61.8,0.4,67.9,7.7,0.7,0.2,1.1,1.8,60.0
34,Cam Reddish,ATL,26,10,16,28.9,11.2,35.0,21.7,1.5,2.52,1.73,0.321,0.7,0.0,1.6,1.118,0.0,1.171,5.0,0.8,2.6,32.4,1.3,1.6,80.5,58.0,1.3,25.2,0.2,4.6,0.3,6.1,0.8,15.3,2.9,32.4,3.2,28.9,1.2,20.6,1.8,83.3,0.0,0.0,0.7,66.7,42.8,0.9,0.2,27.3,1.8,50.0,0.1,53.7,11.3,3.3,0.7,22.0,4.8,68.3,0.3,73.2,8.6,1.3,0.3,2.2,2.7,84.1
35,Cam Reynolds,HOU,5,3,2,8.1,3.0,9.8,6.6,0.3,1.54,0.86,0.306,0.2,0.0,0.8,0.0,0.0,0.5,0.6,0.2,0.2,100.0,0.0,0.0,0.0,66.7,0.2,33.3,0.2,33.3,0.0,0.0,0.0,0.0,0.4,100.0,1.6,23.1,0.6,50.0,0.4,50.0,0.0,0.0,0.0,0.0,41.7,1.0,0.5,50.0,2.5,40.0,0.0,40.0,4.5,1.5,0.0,0.0,4.5,33.3,1.5,50.0,6.2,0.0,0.0,0.6,1.2,50.0
36,Cameron Johnson,PHX,60,43,17,24.0,9.6,31.6,20.8,0.8,1.57,0.81,0.302,0.6,0.0,1.0,0.485,0.0,0.667,2.6,0.6,1.0,57.4,0.2,0.2,100.0,55.7,1.2,46.8,0.3,12.7,0.2,5.7,0.1,4.4,1.5,57.4,5.7,35.8,0.7,33.9,0.6,69.2,0.0,0.0,0.3,50.0,54.1,0.6,0.2,36.4,1.4,41.3,0.0,42.3,8.6,2.9,0.7,25.9,4.9,58.5,0.5,64.8,7.5,0.6,0.3,1.3,1.9,70.8
37,Cameron Oliver,HOU,4,1,3,21.8,10.8,41.0,21.8,0.9,1.35,0.28,0.262,2.0,1.3,2.8,0.75,0.4,1.455,1.0,0.5,0.8,66.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3,25.0,0.0,0.0,1.0,66.7,4.0,37.5,0.0,0.0,4.0,100.0,0.5,33.3,1.5,75.0,63.6,1.3,0.8,60.0,2.5,50.0,0.0,50.0,12.8,4.0,1.0,25.0,8.5,47.1,1.0,53.3,4.6,0.5,1.0,5.3,6.3,84.0
38,Carmelo Anthony,POR,69,39,30,24.5,13.4,30.0,20.0,1.4,2.88,1.46,0.446,0.7,3.2,0.7,0.28,0.784,0.857,1.0,0.2,0.7,35.6,0.2,0.3,88.9,73.5,0.1,13.2,0.0,2.9,0.1,7.4,0.1,13.2,0.7,35.6,4.5,40.9,5.7,42.1,0.6,51.4,2.5,47.6,0.2,50.0,50.6,0.5,0.3,65.6,1.2,40.5,0.0,42.1,8.1,2.8,0.5,19.8,4.3,63.9,0.3,69.2,6.6,0.7,0.6,1.1,1.6,69.6
39,Cedi Osman,CLE,59,17,42,25.6,10.4,43.2,27.7,2.0,2.77,2.04,0.24,0.5,0.1,1.1,0.571,0.5,0.677,5.2,0.8,2.3,36.8,0.3,0.3,90.0,38.8,2.2,43.0,0.6,12.1,0.4,8.1,0.2,3.6,2.0,36.8,4.1,31.9,1.6,29.0,0.7,50.0,0.0,100.0,0.3,63.6,45.8,0.7,0.2,34.2,1.5,43.2,0.1,45.2,10.1,2.9,0.4,14.1,4.3,66.8,0.3,71.8,7.7,0.9,0.2,0.9,1.3,68.0
40,Chandler Hutchison,WAS,25,11,14,13.8,4.3,17.5,8.8,0.6,2.04,1.13,0.245,0.4,0.1,1.2,1.0,1.0,0.833,2.4,0.4,1.3,34.4,0.4,0.5,75.0,52.5,0.6,27.1,0.2,6.8,0.2,8.5,0.2,10.2,1.2,34.4,1.0,39.1,0.3,21.4,1.0,42.9,0.1,100.0,0.4,80.0,41.7,0.3,0.1,50.0,1.2,23.1,0.0,23.1,6.4,3.3,0.5,13.9,4.7,69.2,0.4,75.8,4.9,0.5,0.2,1.3,1.6,82.5
41,Chimezie Metu,SAC,36,14,22,13.6,6.3,22.4,12.8,0.7,1.79,0.66,0.28,1.6,0.9,2.5,0.517,0.406,1.044,1.2,0.2,0.6,35.0,0.2,0.3,58.3,48.8,0.4,32.6,0.1,4.7,0.1,4.7,0.2,14.0,0.6,35.0,1.5,40.4,0.7,37.5,2.6,67.8,0.4,36.4,0.8,42.4,54.5,1.1,0.7,61.3,2.3,46.3,0.0,46.3,5.3,2.8,0.8,28.4,4.7,60.0,0.5,67.5,4.4,0.4,0.5,2.1,3.3,65.3
42,Chris Boucher,TOR,60,25,35,24.2,13.6,38.8,21.5,1.0,1.6,0.46,0.351,1.5,0.2,4.8,0.783,0.5,1.077,1.0,0.3,0.5,56.3,0.3,0.3,93.8,88.1,0.2,20.3,0.0,3.4,0.1,8.5,0.1,13.6,0.9,56.3,4.3,37.3,0.5,50.0,5.1,65.1,0.1,100.0,1.2,51.1,59.5,2.0,1.4,69.2,4.8,41.1,0.1,42.1,4.4,4.8,1.3,26.5,8.5,56.4,0.8,62.4,4.5,0.6,1.9,3.1,5.1,60.7
43,Chris Silva,SAC,15,8,7,6.2,2.1,10.9,5.1,0.3,1.7,0.65,0.195,1.0,0.1,1.3,0.267,0.0,1.05,0.3,0.1,0.2,66.7,0.1,0.1,100.0,120.0,0.1,20.0,0.0,0.0,0.0,0.0,0.1,20.0,0.4,66.7,0.3,66.7,0.0,0.0,1.4,88.9,0.0,0.0,0.3,20.0,65.6,0.9,0.8,85.7,3.1,28.0,0.0,28.0,5.9,2.5,0.8,30.0,4.1,60.6,0.6,71.4,3.6,0.1,0.4,0.7,1.3,50.0
44,Christian Wood,HOU,41,12,29,32.3,21.0,61.0,35.6,2.2,2.15,1.0,0.344,3.1,2.9,6.6,0.711,0.59,1.185,4.4,1.2,2.6,44.4,0.6,1.1,59.1,68.7,0.8,17.6,0.2,3.8,0.4,8.2,0.5,12.1,3.0,44.4,5.0,34.8,2.2,40.9,7.8,76.1,1.7,43.1,2.2,60.0,57.4,1.9,1.4,73.7,4.3,43.4,0.1,44.7,6.2,7.8,2.1,26.6,11.7,66.5,0.9,72.0,4.7,0.8,1.2,3.6,6.2,57.4
45,Chuma Okeke,ORL,45,15,30,25.2,7.8,39.6,20.8,1.3,2.0,1.07,0.196,0.7,1.1,1.4,0.3,0.647,0.714,2.5,0.4,1.0,42.6,0.1,0.2,60.0,41.2,1.2,47.4,0.2,7.9,0.2,6.1,0.1,4.4,1.0,42.6,3.2,40.3,1.8,37.6,1.0,57.6,0.7,58.3,0.2,37.5,49.2,1.0,0.6,64.3,2.4,39.3,0.1,40.4,6.0,3.2,0.8,25.2,5.0,63.2,0.5,70.2,6.4,1.1,0.5,2.1,3.1,66.0
