,Player,GS,FG,FGA,ORB,DRB,AST,STL,BLK,TOV,PF
378,Dale Davis,37,1.8,3.7,2.1,3.2,0.9,0.6,0.8,0.5,2.0
246,Damon Jones,26,2.6,6.4,0.2,1.9,5.8,0.4,0.0,1.3,1.1
102,Damon Stoudamire,82,5.0,12.4,0.6,3.1,6.1,1.2,0.1,2.2,2.1
583,Damone Brown,0,0.3,3.3,1.0,0.7,0.0,0.7,0.0,0.3,0.7
526,Dan Dickau,0,0.9,2.3,0.2,0.4,0.9,0.4,0.0,0.6,1.0
319,Dan Gadzuric,0,2.4,4.7,1.7,2.9,0.4,0.7,1.4,0.6,2.5
522,Dan Langhi,0,0.8,2.3,0.0,0.7,0.0,0.0,0.0,0.3,1.2
302,Dana Barros,0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
418,Daniel Santiago,28,1.4,3.0,0.6,1.8,0.4,0.4,0.4,0.6,1.8
420,Danny Fortson,20,1.3,2.5,2.0,2.4,0.2,0.2,0.2,0.7,2.6
138,Darius Miles,56,4.6,9.5,1.4,3.1,2.1,0.8,0.8,1.6,2.1
368,Darius Songaila,7,1.8,3.7,1.2,1.8,0.7,0.6,0.2,0.6,1.7
565,Darko Miličić,0,0.5,1.9,0.3,0.9,0.2,0.2,0.4,0.4,1.0
145,Darrell Armstrong,22,3.7,9.3,0.8,2.1,3.9,1.7,0.2,2.0,1.9
457,Darrick Martin,0,1.3,4.2,0.1,0.3,1.4,0.1,0.1,0.4,1.4
554,Darvin Ham,2,0.7,1.4,0.9,0.9,0.3,0.2,0.1,0.6,1.2
95,David Wesley,60,5.1,13.1,0.5,1.7,2.9,1.2,0.2,1.6,2.4
427,David West,1,1.5,3.2,1.6,2.5,0.8,0.4,0.4,0.7,1.6
519,DeSagana Diop,3,1.0,2.6,1.3,2.3,0.6,0.5,0.9,0.5,2.1
128,DeShawn Stevenson,78,4.7,10.9,1.0,2.7,2.0,0.7,0.2,1.5,1.8
330,DerMarr Johnson,1,1.7,4.6,0.2,1.6,0.5,0.4,0.3,0.8,1.5
99,Derek Anderson,46,4.5,12.0,0.5,3.1,4.5,1.3,0.1,1.8,1.5
241,Derek Fisher,3,2.5,7.0,0.4,1.5,2.3,1.3,0.0,1.0,1.4
214,Derrick Coleman,30,3.1,7.6,1.3,4.3,1.4,0.7,0.8,1.7,2.3
495,Derrick Dial,0,1.0,3.1,0.6,0.9,0.2,0.7,0.0,0.1,0.7
547,Desmond Ferguson,0,0.7,1.7,0.0,0.6,0.1,0.0,0.0,0.1,0.0
91,Desmond Mason,31,5.0,10.6,1.1,3.2,1.9,0.7,0.3,1.8,2.3
470,Desmond Penigar,0,1.4,2.8,0.6,1.8,0.3,0.2,0.2,0.6,1.4
239,Devean George,48,2.8,7.0,1.1,3.0,1.4,1.0,0.5,1.1,2.3
410,Devin Brown,0,1.5,3.4,0.7,1.6,0.6,0.3,0.1,0.7,1.1
327,Dikembe Mutombo,56,2.2,4.5,2.2,4.5,0.4,0.3,1.9,0.8,2.2
190,Dion Glover,30,3.3,8.5,0.8,3.0,1.9,0.7,0.3,1.5,1.8
10,Dirk Nowitzki,77,7.9,17.0,1.2,7.5,2.7,1.2,1.4,1.8,2.8
407,Donnell Harvey,8,1.5,3.4,0.8,1.9,0.4,0.4,0.5,0.8,2.2
77,Donyell Marshall,74,5.7,12.4,2.6,7.3,1.5,1.1,1.5,1.4,3.0
158,Doug Christie,82,3.9,8.4,0.8,3.2,4.2,1.8,0.5,1.9,2.3
431,Doug Overton,11,1.6,4.0,0.3,1.1,2.3,0.4,0.0,1.0,1.5
124,Drew Gooden,17,4.7,10.5,2.0,4.5,1.1,0.8,0.9,1.6,2.5
59,Dwyane Wade,56,6.1,13.1,1.4,2.7,4.5,1.4,0.6,3.2,2.3
155,Earl Boykins,3,3.9,9.3,0.5,1.2,3.6,0.6,0.0,1.2,1.0
322,Earl Watson,14,2.1,5.7,0.6,1.6,5.0,1.1,0.2,1.8,2.2
520,Eddie Gill,0,0.7,1.6,0.2,0.6,0.7,0.4,0.0,0.5,0.7
261,Eddie House,10,2.7,7.5,0.5,1.8,2.5,1.1,0.1,1.1,1.5
43,Eddie Jones,81,5.8,14.3,0.5,3.3,3.2,1.1,0.4,1.6,2.8
268,Eddie Robinson,4,3.1,6.4,0.5,1.5,1.1,0.6,0.2,0.9,1.1
84,Eddy Curry,63,5.7,11.5,2.0,4.2,0.9,0.3,1.1,2.4,3.5
483,Eduardo Nájera,7,1.2,2.8,1.2,1.5,0.4,0.6,0.3,0.5,1.6
326,Elden Campbell,27,2.1,4.8,0.8,2.4,0.7,0.3,0.8,1.0,2.1
24,Elton Brand,68,7.0,14.2,3.9,6.4,3.3,0.9,2.2,2.8,3.3
399,Eric Piatkowski,0,1.5,3.9,0.2,1.3,0.5,0.3,0.1,0.6,0.9
153,Eric Snow,82,3.6,8.7,0.8,2.7,6.9,1.2,0.1,2.3,2.6
159,Eric Williams,36,3.3,8.4,0.9,3.1,1.7,1.0,0.1,1.2,2.5
112,Erick Dampier,74,4.7,8.8,4.6,7.3,0.8,0.4,1.9,1.8,3.1
331,Erick Strickland,0,1.8,4.6,0.3,1.3,2.1,0.6,0.0,1.3,1.5
548,Ervin Johnson,47,0.8,1.6,0.9,2.6,0.4,0.4,0.7,0.5,2.4
196,Etan Thomas,15,3.3,6.7,2.3,4.4,0.9,0.5,1.6,1.4,2.8
448,Francisco Elson,14,1.5,3.2,1.0,2.2,0.5,0.6,0.6,0.6,2.3
421,Frank Williams,3,1.4,3.7,0.1,0.8,2.2,0.4,0.1,1.1,1.0
267,Fred Hoiberg,3,2.3,4.8,0.3,3.1,1.4,0.8,0.1,0.6,1.7
348,Fred Jones,2,1.5,3.8,0.3,1.2,2.1,0.8,0.2,0.9,1.6
86,Gary Payton,82,5.9,12.5,0.9,3.3,5.5,1.2,0.2,1.8,2.1
328,Gary Trent,2,2.3,4.8,1.2,2.0,0.7,0.2,0.3,0.8,1.9
354,George Lynch,51,1.9,4.8,1.2,2.8,1.5,0.6,0.2,0.8,2.0
544,Gerald Wallace,1,0.9,2.4,0.9,1.1,0.5,0.4,0.4,0.2,1.0
26,Gilbert Arenas,52,6.5,16.6,1.0,3.6,5.0,1.9,0.2,4.1,3.2
437,Glen Rice,0,1.2,4.2,0.5,1.8,1.3,0.3,0.0,0.7,1.2
53,Glenn Robinson,42,6.5,14.6,1.1,3.4,1.4,1.0,0.2,2.5,2.3
131,Gordan Giriček,43,4.3,9.9,0.7,2.4,1.7,0.8,0.2,1.4,2.0
473,Greg Buckner,3,1.2,3.3,0.5,1.4,0.8,0.4,0.1,0.6,1.5
262,Greg Ostertag,51,2.7,5.6,2.8,4.6,1.6,0.4,1.8,1.3,2.9
187,Hedo Türkoğlu,44,3.3,8.1,0.7,3.8,1.9,1.0,0.4,1.2,2.1
540,Hiram Fuller,0,0.8,2.0,1.0,1.8,0.5,0.0,0.3,1.0,1.3
397,Horace Grant,10,1.7,4.1,1.4,2.8,1.3,0.4,0.4,0.5,1.3
252,Howard Eisley,23,2.5,6.7,0.3,1.6,4.1,0.8,0.1,1.5,2.0
603,Hubert Davis,0,0.1,0.6,0.1,0.4,0.2,0.1,0.0,0.2,0.7
543,Ime Udoka,0,0.8,2.3,0.3,1.0,0.5,0.5,0.3,0.8,0.8
416,Ira Newble,25,1.7,4.3,1.0,1.4,1.1,0.4,0.3,0.8,1.7
460,J.R. Bremer,2,1.2,4.4,0.3,0.8,1.4,0.5,0.1,0.7,0.9
537,Jabari Smith,0,0.8,2.3,0.4,0.6,0.4,0.1,0.2,0.2,0.8
426,Jacque Vaughn,6,1.5,3.9,0.2,1.5,2.7,0.6,0.0,1.2,1.8
387,Jahidi White,17,1.6,3.1,1.6,2.6,0.1,0.4,0.8,1.1,2.8
382,Jake Tsakalidis,28,1.7,3.3,0.9,2.3,0.5,0.2,0.6,0.6,2.0
269,Jake Voskuhl,43,2.3,4.5,1.9,3.3,0.9,0.6,0.4,1.2,3.9
69,Jalen Rose,64,5.8,14.4,0.5,3.5,5.0,0.8,0.3,3.2,2.8
100,Jamaal Magloire,82,4.7,9.9,3.3,7.1,1.0,0.5,1.2,2.5,3.4
213,Jamaal Tinsley,43,2.9,7.1,0.5,2.1,5.8,1.6,0.3,2.1,2.5
42,Jamal Crawford,73,6.4,16.5,0.6,3.0,5.1,1.4,0.4,2.4,2.0
15,Jamal Mashburn,18,8.2,20.9,1.0,5.2,2.5,0.7,0.3,1.9,2.2
498,Jamal Sampson,2,1.1,2.3,2.3,2.9,0.7,0.2,0.4,0.6,1.6
574,James Jones,0,0.3,1.5,0.0,0.3,0.0,0.2,0.0,0.0,0.2
98,James Posey,82,4.5,9.4,1.1,3.8,1.5,1.7,0.5,1.4,3.0
512,Jamison Brewer,1,1.0,2.7,0.2,0.7,1.3,0.5,0.0,0.8,0.7
263,Jannero Pargo,1,2.6,6.4,0.3,0.9,2.3,0.4,0.2,1.5,1.6
320,Jared Jeffries,38,2.2,5.7,2.2,3.0,1.1,0.6,0.3,1.3,2.6
303,Jarron Collins,31,1.8,3.6,1.4,2.5,1.0,0.3,0.2,1.0,3.1
171,Jarvis Hayes,42,4.0,9.9,1.0,2.8,1.5,1.0,0.2,1.6,2.2
134,Jason Collier,16,4.0,8.3,1.8,3.8,0.9,0.6,0.6,1.6,3.6
309,Jason Collins,78,2.1,4.9,1.8,3.3,2.0,0.9,0.7,1.2,3.2
466,Jason Hart,5,1.3,3.0,0.2,1.3,1.5,0.5,0.1,0.5,1.1
451,Jason Kapono,3,1.3,3.1,0.5,0.9,0.3,0.3,0.0,0.5,1.0
73,Jason Kidd,66,5.5,14.3,1.3,5.1,9.2,1.8,0.2,3.2,1.6
29,Jason Richardson,78,7.2,16.5,1.6,5.1,2.9,1.1,0.5,2.5,2.3
49,Jason Terry,78,6.2,14.8,0.6,3.5,5.4,1.5,0.2,2.8,2.4
143,Jason Williams,68,4.0,9.9,0.3,1.7,6.8,1.3,0.1,1.9,1.3
291,Jeff Foster,79,2.4,4.4,3.0,4.4,0.8,0.9,0.3,0.7,2.3
118,Jeff McInnis,57,4.8,10.7,0.5,2.0,6.1,1.0,0.1,1.7,2.3
521,Jeff Trepagnier,0,0.9,3.5,0.5,0.8,0.4,0.3,0.0,0.5,0.6
611,Jelani McCoy,0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.5,2.0
22,Jermaine O'Neal,78,7.8,17.9,2.5,7.5,2.1,0.8,2.6,2.3,3.2
582,Jerome Beasley,0,0.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
343,Jerome James,24,2.0,4.0,1.2,2.3,0.5,0.3,0.9,1.3,2.8
282,Jerome Williams,44,2.3,4.9,2.6,4.4,1.1,1.3,0.1,1.1,2.0
96,Jerry Stackhouse,17,4.9,12.3,0.6,3.0,4.0,0.9,0.1,3.4,1.9
107,Jim Jackson,80,4.8,11.3,0.7,5.4,2.8,1.1,0.3,2.2,2.8
189,Jiří Welsch,68,3.2,7.6,0.7,2.9,2.3,1.2,0.1,1.6,2.2
50,Joe Johnson,77,6.8,15.7,1.0,3.7,4.4,1.1,0.3,2.4,2.2
142,Joe Smith,76,4.1,9.3,3.0,5.4,1.0,0.6,1.2,1.1,2.8
485,Joel Przybilla,12,1.1,2.9,1.9,4.6,0.4,0.3,1.0,1.1,3.1
318,John Salmons,24,2.1,5.4,0.5,2.1,1.7,0.8,0.2,1.0,1.6
383,John Wallace,0,1.6,3.9,0.3,1.3,0.4,0.1,0.2,0.6,1.0
285,Jon Barry,9,2.1,5.2,0.4,1.7,2.6,1.0,0.1,0.9,1.2
244,Jonathan Bender,0,2.4,5.0,0.4,1.5,0.4,0.2,0.5,1.6,1.1
568,Josh Davis,1,0.5,1.3,0.3,1.0,0.0,0.0,0.0,0.5,0.8
201,Josh Howard,29,3.4,7.9,2.2,3.3,1.4,1.0,0.8,1.0,2.5
175,Juan Dixon,16,3.5,9.0,0.4,1.7,1.9,1.2,0.1,1.5,1.6
532,Jumaine Jones,2,0.8,2.3,0.6,1.0,0.3,0.3,0.2,0.5,1.1
46,Juwan Howard,77,6.5,14.4,2.1,4.9,2.0,0.7,0.3,2.2,3.5
497,Jérôme Moïso,1,1.1,2.4,1.2,2.1,0.2,0.5,0.3,0.7,1.2
518,Kaniel Dickens,0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.3,1.0
273,Kareem Rush,15,2.6,6.0,0.3,1.1,0.8,0.5,0.3,0.7,1.5
105,Karl Malone,42,4.6,9.5,1.5,7.3,3.9,1.2,0.5,2.5,2.8
332,Kedrick Brown,26,2.1,4.6,0.7,1.9,1.2,0.5,0.1,0.5,1.5
259,Keith Bogans,36,2.5,6.2,1.5,2.9,1.3,0.6,0.1,1.0,1.8
506,Keith McLeod,0,0.8,2.5,0.2,0.9,1.8,0.5,0.0,0.9,1.2
60,Keith Van Horn,62,5.7,12.5,2.1,4.9,1.7,0.9,0.5,2.3,3.0
289,Kelvin Cato,67,2.3,5.2,2.2,4.6,1.0,0.8,1.4,1.2,2.9
170,Kendall Gill,35,3.8,9.8,1.1,2.3,1.6,1.2,0.3,1.5,1.9
533,Kendrick Perkins,0,0.8,1.5,0.5,0.9,0.3,0.0,0.2,0.5,0.6
301,Kenny Anderson,31,2.6,5.8,0.4,1.4,2.8,0.6,0.1,1.1,1.7
101,Kenny Thomas,72,5.1,11.0,3.5,6.6,1.5,1.1,0.4,2.3,3.0
51,Kenyon Martin,62,6.8,13.8,2.0,7.4,2.5,1.5,1.3,2.6,3.5
539,Keon Clark,0,1.0,3.0,0.5,3.0,0.5,0.5,0.0,0.0,0.5
106,Kerry Kittles,82,5.3,11.7,0.7,3.3,2.5,1.5,0.5,1.2,1.8
2,Kevin Garnett,82,9.8,19.6,3.0,10.9,5.0,1.5,2.2,2.6,2.5
392,Kevin Ollie,7,1.2,3.1,0.3,1.8,2.9,0.6,0.1,1.0,1.5
459,Kevin Willis,0,1.5,3.1,0.8,1.3,0.2,0.4,0.2,0.7,1.3
286,Keyon Dooling,24,2.4,6.1,0.3,1.1,2.2,0.8,0.1,1.1,1.9
116,Kirk Hinrich,66,4.2,10.8,0.6,2.9,6.8,1.3,0.3,2.7,3.6
564,Kirk Penney,0,0.5,3.0,0.0,0.5,0.5,0.5,0.0,1.5,0.5
4,Kobe Bryant,64,7.9,18.1,1.6,3.9,5.1,1.7,0.4,2.6,2.7
137,Kurt Thomas,75,4.9,10.4,1.8,6.5,1.9,0.7,1.0,1.7,3.7
141,Kwame Brown,57,3.9,8.0,2.4,5.0,1.5,0.9,0.7,1.9,1.9
374,Kyle Korver,0,1.6,4.4,0.4,1.1,0.5,0.3,0.1,0.6,1.4
45,Lamar Odom,80,6.1,14.1,2.0,7.7,4.1,1.1,0.9,3.0,3.4
306,Lamond Murray,4,2.3,6.5,0.4,2.3,0.8,0.5,0.2,1.2,1.4
28,Larry Hughes,61,6.6,16.5,1.6,3.8,2.4,1.6,0.4,2.5,2.4
48,Latrell Sprewell,82,6.3,15.4,0.7,3.1,3.5,1.1,0.3,1.9,1.2
14,LeBron James,79,7.9,18.9,1.3,4.2,5.9,1.6,0.7,3.5,1.9
614,League Average,,,,,,,,,,
222,Leandro Barbosa,46,3.0,6.7,0.3,1.4,2.4,1.3,0.1,1.7,2.6
297,Lee Nailon,4,2.6,5.7,1.1,1.4,0.7,0.3,0.1,0.8,1.6
542,Leon Smith,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
450,Lindsey Hunter,8,1.5,4.3,0.4,1.6,2.6,1.2,0.2,1.0,1.4
391,Linton Johnson,20,1.8,5.0,1.4,3.0,0.7,0.9,0.8,0.9,2.2
403,Lonny Baxter,5,1.7,3.4,1.0,2.0,0.3,0.3,0.5,0.6,2.0
472,Loren Woods,2,1.2,2.5,1.7,1.8,0.3,0.3,0.5,0.7,1.4
178,Lorenzen Wright,46,4.0,9.0,2.2,4.6,1.1,0.7,0.9,1.2,3.0
257,Lucious Harris,15,2.7,6.7,0.6,1.5,2.0,0.6,0.0,0.8,1.1
329,Luke Ridnour,6,2.1,5.1,0.5,1.1,2.4,0.8,0.1,1.2,1.5
517,Luke Walton,2,0.9,2.1,0.5,1.2,1.6,0.4,0.1,0.6,1.0
366,Maciej Lampe,0,2.0,4.2,0.4,1.7,0.4,0.1,0.1,0.7,1.3
390,Malik Allen,6,1.8,4.4,0.9,1.7,0.4,0.3,0.6,0.6,1.8
224,Malik Rose,13,2.6,6.0,1.6,3.1,1.0,0.5,0.4,1.7,2.4
445,Mamadou N'Diaye,1,1.0,2.5,1.5,2.5,0.0,0.3,0.9,0.6,2.1
108,Manu Ginóbili,38,4.3,10.2,1.1,3.4,3.8,1.8,0.2,2.1,2.4
176,Marc Jackson,13,3.2,7.8,2.0,3.7,0.8,0.5,0.3,1.1,2.0
307,Marcus Banks,2,2.2,5.5,0.4,1.3,2.2,1.1,0.2,1.5,2.1
200,Marcus Camby,72,3.6,7.6,2.9,7.2,1.8,1.2,2.6,1.4,3.3
225,Marcus Fizer,2,2.9,7.6,1.3,3.1,0.9,0.3,0.2,1.1,2.1
480,Marcus Haislip,0,1.2,2.4,0.7,1.0,0.1,0.2,0.4,0.3,0.8
151,Mark Blount,73,4.2,7.4,2.5,4.7,0.9,1.0,1.3,1.8,3.1
514,Mark Jackson,3,0.8,2.4,0.2,1.4,2.8,0.4,0.0,1.3,1.0
439,Mark Madsen,12,1.4,2.8,1.9,1.9,0.4,0.5,0.3,0.7,2.4
601,Mark Pope,0,0.3,0.5,0.0,0.8,0.0,0.3,0.0,0.8,2.0
205,Marko Jarić,50,3.2,8.2,0.8,2.3,4.8,1.6,0.3,2.0,2.3
204,Marquis Daniels,15,3.6,7.3,1.2,1.4,2.1,0.9,0.2,0.8,0.9
425,Mateen Cleaves,2,1.8,5.8,0.3,1.5,4.8,1.0,0.5,1.3,3.3
372,Matt Barnes,9,1.7,3.6,1.4,2.6,1.3,0.7,0.1,1.2,2.0
570,Matt Carroll,0,0.4,1.0,0.1,0.3,0.1,0.1,0.0,0.4,0.5
58,Matt Harpring,31,6.2,13.2,2.9,5.0,2.0,0.7,0.1,2.1,3.3
384,Maurice Carter,0,1.1,3.5,0.2,0.9,0.4,0.0,0.0,0.9,1.0
127,Maurice Taylor,10,4.9,10.2,1.7,3.4,1.4,0.6,0.6,2.0,3.4
172,Mehmet Okur,33,3.5,7.6,2.3,3.7,1.0,0.5,0.9,1.4,1.9
434,Melvin Ely,2,1.6,3.6,1.1,1.3,0.5,0.2,0.4,0.5,1.6
575,Mengke Bateer,0,0.6,1.0,0.7,0.4,0.1,0.1,0.0,0.3,1.4
35,Metta World Peace,71,6.4,15.2,1.4,3.9,3.7,2.1,0.7,2.8,2.7
590,Michael Bradley,1,0.4,0.9,0.4,1.1,0.1,0.2,0.0,0.4,0.9
494,Michael Curry,15,1.1,2.8,0.3,0.9,0.8,0.3,0.1,0.7,2.2
369,Michael Doleac,0,1.9,4.5,1.2,2.5,0.6,0.3,0.5,0.7,2.0
