,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
171,Dewayne Dedmon,1.000,.542,.253,.096,.108,.000,.605,,.181,
466,Dexter Pittman,1.000,1.000,.000,.000,.000,.000,,,.000,
221,Diante Garrett,.638,.162,.230,.132,.113,.362,.354,.889,.000,.250
599,Dion Waiters,.748,.284,.074,.099,.292,.252,.355,.870,.035,.204
126,Dionte Christmas,.500,.194,.048,.032,.226,.500,.615,1.000,.000,.161
440,Dirk Nowitzki,.742,.064,.071,.322,.285,.258,.500,.947,.008,.027
523,Donald Sloan,.641,.256,.197,.043,.145,.359,.118,.900,.000,.286
419,Donatas Motiejūnas,.716,.304,.351,.034,.027,.284,.727,1.000,.034,.333
628,Dorell Wright,.320,.114,.051,.034,.121,.680,.595,.971,.024,.460
344,Doron Lamb,.438,.069,.119,.106,.144,.563,.481,.917,.000,.289
246,Draymond Green,.641,.307,.139,.061,.133,.359,.636,.945,.054,.212
234,Drew Gooden,.881,.301,.112,.105,.357,.119,.638,.857,.021,.235
108,Dwight Buycks,.646,.188,.167,.063,.229,.354,.500,1.000,.000,.118
293,Dwight Howard,.991,.576,.393,.020,.003,.009,.510,1.000,.258,.571
598,Dwyane Wade,.958,.353,.198,.158,.248,.042,.429,.778,.053,.281
411,E'Twaun Moore,.647,.208,.186,.112,.140,.353,.449,.930,.011,.236
127,Earl Clark,.533,.161,.088,.077,.207,.467,.643,1.000,.027,.279
605,Earl Watson,.364,.000,.182,.000,.182,.636,.000,1.000,.000,.429
160,Ed Davis,1.000,.517,.252,.186,.045,.000,.703,,.169,
579,Ekpe Udoh,1.000,.343,.371,.140,.147,.000,.737,,.056,
266,Elias Harris,1.000,1.000,.000,.000,.000,.000,,,.000,
617,Elliot Williams,.629,.395,.125,.030,.080,.371,.583,.865,.083,.208
82,Elton Brand,.994,.244,.214,.392,.145,.006,.832,,.024,.500
216,Enes Freedom,.999,.392,.283,.171,.154,.001,.539,,.050,.000
72,Eric Bledsoe,.748,.338,.137,.090,.183,.252,.126,.440,.009,.079
237,Eric Gordon,.684,.308,.154,.058,.163,.316,.373,.871,.006,.143
382,Eric Maynor,.634,.069,.228,.198,.139,.366,.200,.917,.000,.054
427,Erik Murphy,.769,.077,.308,.077,.308,.231,1.000,,.000,.333
298,Ersan İlyasova,.774,.299,.092,.102,.282,.226,.775,1.000,.014,.107
210,Evan Fournier,.564,.254,.165,.055,.090,.436,.482,.899,.022,.278
575,Evan Turner,.847,.252,.193,.225,.178,.153,.409,.980,.023,.474
219,Francisco García,.344,.173,.061,.041,.068,.656,.388,.957,.003,.321
395,Gal Mekel,.767,.221,.279,.174,.093,.233,.360,1.000,.000,.350
552,Garrett Temple,.794,.241,.078,.106,.369,.206,.511,.500,.000,.414
432,Gary Neal,.618,.079,.132,.176,.231,.382,.472,.706,.000,.133
285,George Hill,.578,.183,.136,.102,.156,.422,.362,.842,.011,.204
247,Gerald Green,.493,.143,.059,.122,.169,.507,.377,.838,.063,.269
278,Gerald Henderson,.876,.200,.102,.215,.359,.124,.551,.900,.053,.287
602,Gerald Wallace,.722,.548,.113,.004,.057,.278,.649,1.000,.061,.297
24,Giannis Antetokounmpo,.718,.476,.098,.045,.098,.282,.621,.707,.160,.127
157,Gigi Datome,.598,.134,.041,.082,.340,.402,.556,1.000,.010,.205
161,Glen Davis,.981,.278,.187,.157,.359,.019,.682,.750,.013,.091
483,Glen Rice Jr.,.541,.216,.054,.135,.135,.459,.667,1.000,.108,.118
186,Goran Dragić,.726,.349,.120,.129,.128,.274,.209,.533,.009,.201
277,Gordon Hayward,.729,.209,.131,.093,.296,.271,.402,.894,.038,.246
181,Gorgui Dieng,.996,.520,.273,.110,.093,.004,.705,1.000,.128,.000
410,Greg Monroe,.999,.524,.321,.060,.094,.001,.558,,.038,.000
446,Greg Oden,1.000,.714,.245,.041,.000,.000,.778,,.510,
525,Greg Smith,1.000,.679,.321,.000,.000,.000,.444,,.107,
539,Greg Stiemsma,.992,.615,.180,.107,.090,.008,.700,,.148,.000
589,Greivis Vásquez,.561,.087,.307,.065,.102,.439,.214,.807,.002,.121
38,Gustavo Ayón,1.000,.706,.147,.078,.069,.000,.788,,.039,
430,Hamady N'Diaye,1.000,.000,1.000,.000,.000,.000,.667,,.222,
45,Harrison Barnes,.720,.224,.225,.138,.131,.280,.493,.970,.056,.400
554,Hasheem Thabeet,1.000,.391,.217,.217,.174,.000,.846,,.130,
574,Hedo Türkoğlu,.541,.138,.138,.073,.193,.459,.700,.909,.009,.160
517,Henry Sims,.996,.401,.266,.161,.168,.004,.592,,.036,.000
32,Hilton Armstrong,1.000,.474,.158,.263,.105,.000,.444,,.158,
563,Hollis Thompson,.551,.301,.097,.048,.105,.449,.635,.940,.043,.299
130,Ian Clark,.537,.179,.164,.060,.134,.463,.400,.909,.015,.290
371,Ian Mahinmi,.995,.656,.153,.069,.116,.005,.659,,.159,.000
515,Iman Shumpert,.529,.200,.062,.050,.217,.471,.271,.829,.031,.439
117,Isaiah Canaan,.368,.230,.046,.011,.069,.632,.308,.778,.000,.309
558,Isaiah Thomas,.668,.185,.207,.129,.147,.332,.241,.528,.000,.082
527,Ish Smith,.918,.388,.288,.100,.139,.082,.153,.000,.004,.348
43,J.J. Barea,.648,.290,.149,.076,.133,.352,.155,.452,.000,.095
283,J.J. Hickson,.988,.480,.278,.128,.101,.012,.693,,.159,.125
528,J.R. Smith,.497,.123,.066,.060,.249,.503,.198,.905,.019,.127
482,JJ Redick,.535,.101,.063,.068,.304,.465,.833,.918,.000,.281
391,JaVale McGee,1.000,.500,.289,.105,.105,.000,.647,,.237,
146,Jae Crowder,.490,.243,.071,.051,.125,.510,.550,.960,.041,.411
212,Jamaal Franklin,.718,.308,.051,.077,.282,.282,.636,1.000,.026,.182
570,Jamaal Tinsley,.250,.050,.150,.050,.000,.750,.000,1.000,.000,.133
142,Jamal Crawford,.559,.108,.110,.109,.232,.441,.362,.752,.003,.206
436,Jameer Nelson,.477,.195,.108,.052,.120,.523,.278,.515,.000,.090
22,James Anderson,.510,.308,.098,.049,.056,.490,.680,.904,.057,.271
261,James Harden,.599,.273,.122,.079,.125,.401,.223,.588,.039,.066
320,James Johnson,.718,.477,.136,.029,.075,.282,.347,.955,.146,.264
328,James Jones,.206,.059,.000,.044,.103,.794,.333,1.000,.000,.574
441,James Nunnally,.457,.174,.087,.043,.152,.543,.714,1.000,.022,.400
532,James Southerland,.600,.000,.267,.067,.267,.400,1.000,1.000,.067,.167
592,Jan Veselý,1.000,.624,.283,.035,.058,.000,.730,,.220,
456,Jannero Pargo,.492,.042,.017,.076,.356,.508,.429,.667,.000,.150
148,Jared Cunningham,.667,.190,.238,.000,.238,.333,.400,1.000,.000,.143
188,Jared Dudley,.497,.098,.065,.065,.268,.503,.904,1.000,.000,.369
543,Jared Sullinger,.769,.310,.245,.099,.115,.231,.473,1.000,.024,.096
302,Jarrett Jack,.735,.083,.168,.178,.307,.265,.323,.794,.003,.308
586,Jarvis Varnado,1.000,.467,.183,.217,.133,.000,.806,,.183,
133,Jason Collins,.875,.417,.167,.083,.208,.125,.727,,.042,.667
381,Jason Maxiell,1.000,.248,.362,.190,.200,.000,.702,,.076,
529,Jason Smith,1.000,.170,.092,.124,.613,.000,.847,,.018,
553,Jason Terry,.322,.026,.079,.053,.164,.678,.563,.846,.000,.320
564,Jason Thompson,1.000,.335,.377,.097,.192,.000,.598,,.107,
4,Jeff Adrien,1.000,.560,.222,.098,.120,.000,.643,,.109,
39,Jeff Ayres,1.000,.644,.167,.109,.080,.000,.792,,.224,
248,Jeff Green,.662,.244,.148,.088,.182,.338,.458,.867,.044,.270
544,Jeff Taylor,.693,.390,.069,.046,.188,.307,.719,1.000,.110,.537
546,Jeff Teague,.784,.308,.255,.117,.104,.216,.199,.595,.009,.111
623,Jeff Withey,.992,.659,.233,.078,.016,.008,.826,,.202,.000
196,Jeremy Evans,.994,.458,.160,.114,.262,.006,.714,,.196,.500
345,Jeremy Lamb,.594,.182,.144,.131,.136,.406,.566,.898,.034,.271
362,Jeremy Lin,.654,.287,.190,.065,.112,.346,.324,.854,.006,.175
578,Jeremy Tyler,1.000,.440,.250,.207,.103,.000,.483,,.155,
444,Jermaine O'Neal,1.000,.379,.448,.133,.040,.000,.592,,.113,
51,Jerryd Bayless,.656,.141,.089,.083,.342,.344,.372,.908,.010,.283
213,Jimmer Fredette,.630,.106,.194,.137,.194,.370,.224,.525,.000,.107
106,Jimmy Butler,.654,.300,.071,.085,.198,.346,.594,.985,.043,.300
438,Joakim Noah,.998,.516,.258,.041,.183,.003,.637,,.070,.500
394,Jodie Meeks,.547,.289,.111,.061,.086,.453,.741,.907,.034,.225
321,Joe Johnson,.603,.077,.260,.129,.138,.397,.250,.846,.001,.411
26,Joel Anthony,1.000,.281,.375,.281,.063,.000,.583,,.000,
217,Joel Freeland,.988,.407,.204,.105,.265,.012,.753,,.043,.000
281,John Henson,.998,.443,.424,.072,.059,.002,.654,,.108,.000
315,John Jenkins,.571,.357,.071,.024,.119,.429,.583,1.000,.000,.222
368,John Lucas III,.558,.079,.153,.153,.174,.442,.378,1.000,.000,.345
499,John Salmons,.605,.104,.111,.123,.266,.395,.391,.937,.005,.411
601,John Wall,.770,.267,.079,.086,.338,.230,.176,.657,.032,.133
358,Jon Leuer,.801,.248,.195,.154,.203,.199,.694,1.000,.073,.061
317,Jonas Jerebko,.644,.337,.139,.053,.115,.356,.701,.968,.043,.297
584,Jonas Valančiūnas,.999,.417,.376,.120,.086,.001,.593,,.127,.000
143,Jordan Crawford,.638,.135,.180,.152,.171,.362,.165,.589,.014,.126
203,Jordan Farmar,.560,.212,.091,.082,.176,.440,.259,.643,.005,.188
253,Jordan Hamilton,.473,.168,.165,.064,.077,.527,.519,.871,.021,.253
286,Jordan Hill,.998,.411,.363,.111,.113,.002,.584,,.094,.000
252,Jorge Gutiérrez,.778,.352,.130,.037,.259,.222,.773,1.000,.000,.667
125,Josh Childress,,,,,,,,,,
263,Josh Harrellson,.622,.402,.098,.012,.110,.378,.500,1.000,.000,.032
393,Josh McRoberts,.486,.251,.097,.034,.104,.514,.683,.981,.064,.082
471,Josh Powell,1.000,.000,1.000,.000,.000,.000,1.000,,.000,
530,Josh Smith,.785,.244,.247,.064,.230,.215,.544,.957,.062,.158
115,José Calderón,.432,.092,.025,.051,.263,.568,.300,.848,.000,.172
289,Jrue Holiday,.830,.275,.183,.143,.229,.170,.162,.467,.007,.169
540,Julyan Stone,.529,.235,.294,.000,.000,.471,.200,1.000,.059,.250
256,Justin Hamilton,.550,.200,.200,.000,.150,.450,.833,1.000,.050,.111
356,Kawhi Leonard,.718,.304,.147,.119,.147,.282,.519,.884,.098,.429
74,Keith Bogans,.000,.000,.000,.000,.000,1.000,,1.000,.000,.667
448,Kelly Olynyk,.773,.402,.131,.090,.149,.227,.686,.975,.020,.096
600,Kemba Walker,.714,.221,.087,.149,.256,.286,.212,.670,.001,.070
373,Kendall Marshall,.575,.232,.093,.060,.191,.425,.212,.873,.000,.039
464,Kendrick Perkins,.995,.415,.435,.088,.057,.005,.667,,.052,.000
202,Kenneth Faried,.996,.517,.338,.082,.060,.004,.667,,.162,.000
56,Kent Bazemore,.627,.271,.143,.052,.160,.373,.375,.674,.029,.195
116,Kentavious Caldwell-Pope,.598,.267,.078,.065,.187,.402,.634,.966,.048,.357
377,Kenyon Martin,.992,.528,.187,.081,.195,.008,.683,,.244,.000
191,Kevin Durant,.709,.223,.150,.191,.145,.291,.447,.557,.088,.053
220,Kevin Garnett,.992,.163,.166,.169,.494,.008,.803,,.045,.333
366,Kevin Love,.645,.253,.167,.091,.134,.355,.572,.858,.023,.095
378,Kevin Martin,.710,.201,.135,.174,.199,.290,.585,.887,.032,.222
507,Kevin Séraphin,1.000,.273,.400,.209,.118,.000,.532,,.055,
397,Khris Middleton,.660,.170,.111,.133,.246,.340,.688,.958,.011,.324
288,Kirk Hinrich,.609,.132,.111,.039,.326,.391,.386,.835,.000,.236
565,Klay Thompson,.575,.135,.088,.150,.202,.425,.622,.946,.010,.310
98,Kobe Bryant,.781,.164,.123,.247,.247,.219,.250,.667,.014,.125
341,Kosta Koufos,1.000,.464,.414,.052,.070,.000,.736,,.083,
295,Kris Humphries,.996,.286,.108,.234,.367,.004,.727,,.087,.500
340,Kyle Korver,.356,.026,.026,.074,.230,.644,.913,.962,.000,.327
367,Kyle Lowry,.537,.188,.162,.062,.126,.463,.281,.637,.000,.112
445,Kyle O'Quinn,.992,.326,.164,.127,.375,.008,.677,,.108,.000
520,Kyle Singler,.591,.272,.135,.058,.126,.409,.686,.979,.023,.553
299,Kyrie Irving,.722,.234,.100,.154,.233,.278,.267,.455,.002,.166
10,LaMarcus Aldridge,.989,.186,.162,.226,.415,.011,.599,.667,.027,.067
538,Lance Stephenson,.720,.371,.144,.077,.128,.280,.328,.791,.023,.193
559,Lance Thomas,1.000,.444,.333,.111,.111,.000,1.000,,.000,
208,Landry Fields,.925,.448,.343,.090,.045,.075,.556,,.134,.400
502,Larry Sanders,.994,.691,.185,.080,.037,.006,.566,,.167,.000
11,Lavoy Allen,.957,.290,.270,.140,.257,.043,.697,1.000,.020,.000
307,LeBron James,.774,.399,.123,.084,.168,.226,.395,.534,.101,.144
42,Leandro Barbosa,.809,.427,.183,.076,.122,.191,.347,.857,.000,.200
94,Lorenzo Brown,.651,.314,.186,.070,.081,.349,.304,.667,.000,.267
17,Lou Amundson,1.000,.625,.281,.063,.031,.000,.750,,.313,
618,Lou Williams,.531,.136,.138,.085,.172,.469,.373,.608,.006,.286
386,Luc Mbah a Moute,.912,.570,.093,.021,.228,.088,.699,1.000,.073,.824
504,Luis Scola,.988,.229,.175,.102,.482,.013,.763,1.000,.005,.571
41,Luke Babbitt,.383,.065,.136,.117,.065,.617,.375,1.000,.000,.137
484,Luke Ridnour,.670,.089,.098,.116,.367,.330,.258,.703,.000,.361
176,Luol Deng,.780,.265,.172,.099,.244,.220,.580,.930,.017,.323
606,Maalik Wayns,1.000,.000,.500,.500,.000,.000,1.000,,.000,
560,Malcolm Thomas,.750,.375,.188,.000,.188,.250,.333,1.000,.250,.000
267,Manny Harris,.714,.329,.171,.043,.171,.286,.381,.857,.043,.150
231,Manu Ginóbili,.589,.298,.134,.070,.086,.411,.422,.822,.022,.171
90,MarShon Brooks,.800,.264,.280,.112,.144,.200,.295,.692,.032,.120
222,Marc Gasol,.985,.188,.300,.269,.228,.015,.695,.500,.032,.000
238,Marcin Gortat,.999,.390,.320,.215,.073,.001,.683,1.000,.058,.000
61,Marco Belinelli,.578,.178,.094,.081,.226,.422,.739,.897,.006,.287
416,Marcus Morris,.601,.169,.077,.167,.187,.399,.439,.949,.020,.392
567,Marcus Thornton,.505,.169,.138,.050,.149,.495,.497,.844,.000,.184
122,Mario Chalmers,.596,.350,.182,.027,.038,.404,.216,.897,.007,.336
417,Markieff Morris,.872,.288,.174,.220,.191,.128,.528,.882,.076,.111
547,Marquis Teague,.849,.395,.210,.067,.176,.151,.212,.600,.008,.000
535,Marreese Speights,.930,.342,.195,.095,.299,.070,.663,1.000,.063,.129
607,Martell Webster,.366,.138,.051,.041,.136,.634,.704,.938,.055,.352
619,Marvin Williams,.555,.194,.122,.061,.179,.445,.605,.988,.029,.226
467,Mason Plumlee,.990,.785,.189,.013,.003,.010,.814,,.404,.000
46,Matt Barnes,.463,.262,.120,.009,.072,.537,.754,.969,.042,.375
76,Matt Bonner,.402,.043,.213,.061,.085,.598,.774,.976,.000,.194
175,Matthew Dellavedova,.476,.091,.176,.105,.108,.524,.477,.930,.000,.310
262,Maurice Harkless,.681,.474,.112,.017,.079,.319,.564,.898,.128,.526
195,Melvin Ely,1.000,.167,.833,.000,.000,.000,1.000,,.167,
625,Metta World Peace,.617,.241,.156,.071,.149,.383,.256,.824,.014,.370
357,Meyers Leonard,.934,.286,.253,.088,.308,.066,.902,,.165,.500
60,Michael Beasley,.848,.307,.206,.132,.203,.152,.551,1.000,.062,.352
120,Michael Carter-Williams,.803,.340,.248,.083,.132,.197,.255,.655,.029,.087
337,Michael Kidd-Gilchrist,.975,.581,.136,.037,.221,.025,.687,1.000,.085,.667
136,Mike Conley,.717,.266,.184,.069,.198,.283,.243,.695,.002,.168
190,Mike Dunleavy,.581,.176,.065,.056,.286,.419,.786,.959,.008,.173
268,Mike Harris,.967,.213,.164,.148,.443,.033,.690,,.016,.500
308,Mike James,.762,.000,.429,.000,.333,.238,.000,1.000,.000,.000
403,Mike Miller,.474,.104,.070,.047,.253,.526,.670,.972,.002,.223
429,Mike Muscala,.959,.301,.178,.123,.356,.041,.839,,.082,.333
505,Mike Scott,.682,.293,.196,.091,.102,.318,.858,1.000,.041,.240
468,Miles Plumlee,1.000,.515,.376,.081,.027,.000,.591,,.221,
478,Miroslav Raduljica,1.000,.571,.333,.056,.040,.000,.676,,.040,
550,Mirza Teletović,.340,.151,.081,.049,.057,.660,.553,.971,.021,.143
620,Mo Williams,.665,.101,.141,.121,.302,.335,.218,.771,.000,.209
194,Monta Ellis,.836,.317,.160,.103,.257,.164,.268,.841,.015,.230
511,Mustafa Shakur,.667,.333,.333,.000,.000,.333,,,.000,.000
167,Nando De Colo,.654,.294,.078,.078,.203,.346,.543,.889,.000,.302
490,Nate Robinson,.598,.214,.104,.089,.191,.402,.274,.707,.008,.234
624,Nate Wolters,.841,.347,.219,.144,.131,.159,.342,.778,.000,.145
409,Nazr Mohammed,1.000,.437,.206,.198,.159,.000,.556,,.040,
435,Nemanja Nedović,.538,.154,.077,.103,.205,.462,.400,.333,.000,.167
284,Nenê,.992,.375,.190,.224,.202,.008,.617,1.000,.088,.400
