,Player,Fouls Drawn - Shoot
25,Keith Appling,1
428,Kelly Olynyk,55
429,Kelly Oubre Jr.,28
564,Kemba Walker,162
353,Kendall Marshall,7
443,Kendrick Perkins,8
156,Kenneth Faried,104
46,Kent Bazemore,72
84,Kentavious Caldwell-Pope,101
143,Kevin Durant,180
178,Kevin Garnett,6
344,Kevin Love,130
356,Kevin Martin,72
490,Kevin Séraphin,10
341,Kevon Looney,0
381,Khris Middleton,113
243,Kirk Hinrich,6
537,Klay Thompson,92
72,Kobe Bryant,107
318,Kosta Koufos,50
432,Kostas Papanikolaou,4
260,Kris Humphries,24
450,Kristaps Porziņģis,94
18,Kyle Anderson,35
317,Kyle Korver,11
345,Kyle Lowry,193
425,Kyle O'Quinn,25
495,Kyle Singler,17
272,Kyrie Irving,70
6,LaMarcus Aldridge,146
436,Lamar Patterson,10
513,Lance Stephenson,53
532,Lance Thomas,58
177,Langston Galloway,48
409,Larry Nance Jr.,18
8,Lavoy Allen,32
276,LeBron James,225
35,Leandro Barbosa,31
70,Lorenzo Brown,2
11,Lou Amundson,15
585,Lou Williams,185
361,Luc Mbah a Moute,28
417,Lucas Nogueira,6
394,Luis Montero,1
487,Luis Scola,39
33,Luke Babbitt,22
130,Luol Deng,85
185,Manu Ginóbili,34
179,Marc Gasol,94
258,Marcelo Huertas,11
192,Marcin Gortat,95
49,Marco Belinelli,51
397,Marcus Morris,107
497,Marcus Smart,58
539,Marcus Thornton,29
93,Mario Chalmers,93
232,Mario Hezonja,19
71,Markel Brown,39
398,Markieff Morris,60
510,Marreese Speights,56
586,Marvin Williams,49
446,Mason Plumlee,146
39,Matt Barnes,52
60,Matt Bonner,1
129,Matthew Dellavedova,18
215,Maurice Harkless,51
591,Metta World Peace,22
336,Meyers Leonard,9
48,Michael Beasley,23
90,Michael Carter-Williams,70
312,Michael Kidd-Gilchrist,14
104,Mike Conley,85
142,Mike Dunleavy,16
387,Mike Miller,0
408,Mike Muscala,11
488,Mike Scott,32
447,Miles Plumlee,23
527,Mirza Teletović,53
371,Mitch McGary,3
587,Mo Williams,11
147,Monta Ellis,88
218,Montrezl Harrell,19
547,Myles Turner,56
471,Nate Robinson,0
392,Nazr Mohammed,1
53,Nemanja Bjelica,23
237,Nenê,87
416,Nerlens Noel,104
103,Nick Collison,15
597,Nick Young,28
42,Nicolas Batum,62
512,Nik Stauskas,56
299,Nikola Jokić,77
391,Nikola Mirotić,62
442,Nikola Peković,10
560,Nikola Vučević,62
558,Noah Vonleh,25
453,Norman Powell,25
101,Norris Cole,26
360,O.J. Mayo,14
91,Omri Casspi,77
293,Orlando Johnson,3
448,Otto Porter Jr.,59
208,P.J. Hairston,34
545,P.J. Tucker,60
458,Pablo Prigioni,2
105,Pat Connaughton,2
51,Patrick Beverley,30
437,Patrick Patterson,16
388,Patty Mills,12
180,Pau Gasol,107
183,Paul George,203
390,Paul Millsap,186
444,Paul Pierce,29
454,Phil Pressey,11
22,Player,Shoot
0,Quincy Acy,28
264,R.J. Hunter,3
473,Rajon Rondo,40
97,Rakeem Christmas,0
491,Ramon Sessions,142
163,Randy Foye,32
556,Rashad Vaughn,7
81,Rasual Butler,7
413,Raul Neto,29
363,Ray McCallum,5
160,Raymond Felton,60
76,Reggie Bullock,6
275,Reggie Jackson,117
279,Richard Jefferson,38
254,Richaun Holmes,40
478,Ricky Rubio,88
111,Robert Covington,72
482,Robert Sacre,13
343,Robin Lopez,68
255,Rodney Hood,84
523,Rodney Stuckey,71
253,Rondae Hollis-Jefferson,22
457,Ronnie Price,14
233,Roy Hibbert,57
181,Rudy Gay,99
186,Rudy Gobert,106
508,Russ Smith,5
575,Russell Westbrook,252
19,Ryan Anderson,95
250,Ryan Hollins,17
311,Ryan Kelly,26
379,Salah Mejri,20
128,Sam Dekker,0
310,Sasha Kaun,2
561,Sasha Vujačić,11
313,Sean Kilpatrick,31
265,Serge Ibaka,52
309,Sergey Karasev,7
120,Seth Curry,18
405,Shabazz Muhammad,116
410,Shabazz Napier,19
321,Shane Larkin,48
340,Shaun Livingston,45
577,Shayne Whittington,1
347,Shelvin Mack,29
240,Solomon Hill,13
571,Sonny Weems,5
134,Spencer Dinwiddie,16
227,Spencer Hawes,31
296,Stanley Johnson,45
121,Stephen Curry,130
56,Steve Blake,6
418,Steve Novak,0
2,Steven Adams,83
367,T.J. McConnell,10
566,T.J. Warren,29
184,Taj Gibson,68
54,Tarik Black,19
459,Tayshaun Prince,8
302,Terrence Jones,59
475,Terrence Ross,20
477,Terry Rozier,4
489,Thabo Sefolosha,44
598,Thaddeus Young,70
21,Thanasis Antetokounmpo,0
472,Thomas Robinson,56
511,Tiago Splitter,24
445,Tibor Pleiß,1
141,Tim Duncan,66
166,Tim Frazier,26
213,Tim Hardaway Jr.,21
403,Timofey Mozgov,51
222,Tobias Harris,118
135,Toney Douglas,38
9,Tony Allen,64
434,Tony Parker,65
509,Tony Snell,15
594,Tony Wroten,18
26,Trevor Ariza,68
62,Trevor Booker,42
77,Trey Burke,33
346,Trey Lyles,41
538,Tristan Thompson,97
122,Troy Daniels,3
324,Ty Lawson,43
152,Tyler Ennis,8
212,Tyler Hansbrough,26
297,Tyler Johnson,27
600,Tyler Zeller,48
154,Tyreke Evans,40
96,Tyson Chandler,84
304,Tyus Jones,16
226,Udonis Haslem,4
427,Victor Oladipo,96
88,Vince Carter,28
146,Wayne Ellington,19
298,Wesley Johnson,23
359,Wesley Matthews,55
40,Will Barton,108
92,Willie Cauley-Stein,47
463,Willie Reed,28
406,Xavier Munford,8
323,Zach LaVine,89
461,Zach Randolph,83
431,Zaza Pachulia,119
28,Ömer Aşık,55
