,Player,Fouls Drawn - Shoot
74,Aaron Brooks,14
214,Aaron Gray,51
585,Aaron Williams,9
340,Acie Law,22
178,Adonal Foyle,15
224,Adrian Griffin,6
230,Al Harrington,80
255,Al Horford,103
290,Al Jefferson,210
538,Al Thornton,131
540,Alando Tucker,2
294,Alexander Johnson,38
274,Allen Iverson,326
391,Alonzo Mourning,30
517,Amar'e Stoudemire,366
295,Amir Johnson,25
546,Anderson Varejão,40
55,Andray Blatche,78
39,Andre Barrett,1
76,Andre Brown,21
268,Andre Iguodala,209
378,Andre Miller,136
427,Andre Owens,12
37,Andrea Bargnani,78
326,Andrei Kirilenko,100
58,Andrew Bogut,146
89,Andrew Bynum,64
52,Andris Biedriņš,87
411,Andrés Nocioni,108
228,Anfernee Hardaway,2
288,Antawn Jamison,200
95,Anthony Carter,31
297,Anthony Johnson,15
430,Anthony Parker,53
556,Antoine Walker,27
606,Antoine Wright,31
123,Antonio Daniels,89
370,Antonio McDyess,62
1,Arron Afflalo,33
119,Austin Croshere,14
512,Awvee Storey,15
126,Baron Davis,181
208,Ben Gordon,98
557,Ben Wallace,71
545,Beno Udrih,57
529,Billy Thomas,1
5,Blake Ahearn,8
425,Bo Outlaw,0
277,Bobby Jackson,33
305,Bobby Jones,25
490,Bobby Simmons,31
571,Bonzi Wells,108
133,Boris Diaw,59
397,Boštjan Nachbar,85
379,Brad Miller,126
609,Brandan Wright,22
42,Brandon Bass,96
479,Brandon Roy,159
246,Brendan Haywood,147
41,Brent Barry,8
329,Brevin Knight,28
92,Brian Cardinal,7
111,Brian Cook,9
485,Brian Scalabrine,8
495,Brian Skinner,29
64,Bruce Bowen,19
376,C.J. Miles,23
566,C.J. Watson,7
61,Calvin Booth,4
335,Carl Landry,55
27,Carlos Arroyo,41
62,Carlos Boozer,202
131,Carlos Delfino,67
18,Carmelo Anthony,224
87,Caron Butler,95
282,Casey Jacobsen,7
491,Cedric Simmons,5
181,Channing Frye,52
46,Charlie Bell,35
548,Charlie Villanueva,81
53,Chauncey Billups,156
483,Cheikh Samb,1
16,Chris Andersen,3
63,Chris Bosh,257
150,Chris Duhon,35
318,Chris Kaman,117
375,Chris Mihm,11
436,Chris Paul,119
456,Chris Quinn,28
466,Chris Richard,13
569,Chris Webber,6
579,Chris Wilcox,122
243,Chuck Hayes,13
28,Chucky Atkins,4
320,Coby Karl,5
68,Corey Brewer,50
