,Player,Fouls Drawn - Shoot
348,Corey Maggette,260
494,Courtney Sims,0
496,Craig Smith,107
384,Cuttino Mobley,77
271,D.J. Mbenga,6
518,D.J. Strawberry,9
114,Daequan Cook,26
311,Dahntay Jones,22
580,Damien Wilkins,61
312,Damon Jones,5
513,Damon Stoudamire,6
136,Dan Dickau,28
182,Dan Gadzuric,26
195,Daniel Gibson,31
212,Danny Granger,163
507,Darius Songaila,30
564,Darius Washington,6
377,Darko Miličić,60
24,Darrell Armstrong,5
362,Darrick Martin,2
565,Darryl Watkins,3
236,David Harrison,49
341,David Lee,120
574,David West,162
140,DeSagana Diop,33
509,DeShawn Stevenson,84
575,Delonte West,36
407,Demetris Nichols,0
300,DerMarr Johnson,1
17,Derek Anderson,14
174,Derek Fisher,58
586,Deron Williams,174
365,Desmond Mason,84
194,Devean George,13
77,Devin Brown,65
232,Devin Harris,142
396,Dikembe Mutombo,23
414,Dirk Nowitzki,200
372,Dominic McGuire,13
358,Donyell Marshall,5
610,Dorell Wright,34
205,Drew Gooden,107
313,Dwayne Jones,16
258,Dwight Howard,385
552,Dwyane Wade,209
40,Earl Barron,46
66,Earl Boykins,18
568,Earl Watson,66
196,Eddie Gill,4
257,Eddie House,6
314,Eddie Jones,4
120,Eddy Curry,153
398,Eduardo Nájera,41
67,Elton Brand,23
422,Emeka Okafor,188
444,Eric Piatkowski,1
503,Eric Snow,9
122,Erick Dampier,71
420,Fabricio Oberto,29
159,Francisco Elson,18
185,Francisco García,86
315,Fred Jones,59
454,Gabe Pruitt,1
215,Gerald Green,17
560,Gerald Wallace,209
20,Gilbert Arenas,40
127,Glen Davis,71
200,Gordan Giriček,13
252,Grant Hill,97
86,Greg Buckner,6
135,Guillermo Díaz,3
563,Hakim Warrick,124
543,Hedo Türkoğlu,177
25,Hilton Armstrong,34
352,Ian Mahinmi,3
139,Ike Diogu,21
544,Ime Udoka,23
403,Ira Newble,12
36,J.J. Barea,16
497,J.R. Smith,85
465,JJ Redick,10
547,Jacque Vaughn,33
550,Jake Voskuhl,14
349,Jamaal Magloire,17
539,Jamaal Tinsley,34
115,Jamal Crawford,143
388,Jamario Moon,37
401,Jameer Nelson,54
29,James Augustine,4
316,James Jones,20
448,James Posey,36
429,Jannero Pargo,21
149,Jared Dudley,60
292,Jared Jeffries,47
276,Jarrett Jack,98
104,Jarron Collins,22
245,Jarvis Hayes,24
105,Jason Collins,30
237,Jason Hart,12
319,Jason Kapono,14
322,Jason Kidd,56
367,Jason Maxiell,133
467,Jason Richardson,149
498,Jason Smith,39
528,Jason Terry,84
587,Jason Williams,32
116,Javaris Crittenton,47
176,Jeff Foster,63
218,Jeff Green,115
373,Jeff McInnis,11
369,Jelani McCoy,1
468,Jeremy Richardson,1
416,Jermaine O'Neal,79
125,Jermareo Davidson,8
283,Jerome James,1
508,Jerry Stackhouse,50
410,Joakim Noah,90
301,Joe Johnson,134
499,Joe Smith,82
19,Joel Anthony,20
455,Joel Przybilla,64
210,Joey Graham,21
443,Johan Petro,43
482,John Salmons,128
167,Jordan Farmar,36
184,Jorge Garbajosa,0
60,Josh Boone,97
103,Josh Childress,137
259,Josh Howard,183
374,Josh McRoberts,0
450,Josh Powell,35
502,Josh Smith,233
90,José Calderón,24
400,Juan Carlos Navarro,43
143,Juan Dixon,10
611,Julian Wright,22
588,Justin Williams,11
260,Juwan Howard,7
137,Kaniel Dickens,0
481,Kareem Rush,15
451,Kasib Powell,5
57,Keith Bogans,43
336,Keith Langford,0
30,Kelenna Azubuike,58
440,Kendrick Perkins,95
532,Kenny Thomas,1
363,Kenyon Martin,102
157,Kevin Durant,187
187,Kevin Garnett,142
364,Kevin Martin,221
424,Kevin Ollie,7
147,Keyon Dooling,75
253,Kirk Hinrich,49
504,Kirk Snyder,44
85,Kobe Bryant,312
441,Kosta Perović,1
265,Kris Humphries,60
533,Kurt Thomas,31
78,Kwame Brown,47
330,Kyle Korver,22
343,Kyle Lowry,144
172,Kyrylo Fesenko,0
6,LaMarcus Aldridge,144
421,Lamar Odom,152
12,Lance Allred,1
262,Larry Hughes,74
284,LeBron James,344
35,Leandro Barbosa,93
449,Leon Powe,98
327,Linas Kleiza,100
266,Lindsey Hunter,2
302,Linton Johnson,1
604,Loren Woods,0
612,Lorenzen Wright,3
15,Lou Amundson,4
591,Lou Williams,125
486,Luis Scola,95
280,Luke Jackson,11
473,Luke Ridnour,25
562,Luke Walton,45
132,Luol Deng,123
247,Luther Head,28
43,Maceo Baston,4
7,Malik Allen,10
477,Malik Rose,26
199,Manu Ginóbili,152
209,Marcin Gortat,2
45,Marco Belinelli,5
32,Marcus Banks,10
91,Marcus Camby,75
549,Marcus Vinicius,3
593,Marcus Williams,0
108,Mardy Collins,18
578,Mario West,10
56,Mark Blount,68
347,Mark Madsen,3
289,Marko Jarić,68
124,Marquis Daniels,60
570,Martell Webster,64
596,Marvin Williams,167
38,Matt Barnes,30
59,Matt Bonner,14
94,Matt Carroll,40
229,Matt Harpring,79
2,Maurice Ager,6
163,Maurice Evans,41
423,Mehmet Okur,104
162,Melvin Ely,25
605,Metta World Peace,142
146,Michael Doleac,1
173,Michael Finley,15
464,Michael Redd,185
480,Michael Ruffin,25
193,Mickaël Gelabale,8
446,Mickaël Piétrus,40
48,Mike Bibby,31
110,Mike Conley,54
152,Mike Dunleavy,164
235,Mike Harris,7
285,Mike James,17
380,Mike Miller,82
581,Mike Wilks,2
389,Mikki Moore,88
597,Mo Williams,64
158,Monta Ellis,195
13,Morris Almond,2
442,Morris Peterson,37
488,Mouhamed Sene,6
474,Nate Robinson,79
385,Nazr Mohammed,78
333,Nenad Krstić,30
251,Nenê,19
109,Nick Collison,87
168,Nick Fazekas,11
615,Nick Young,58
439,Oleksiy Pecherov,10
223,Orien Greene,0
231,Othella Harrington,7
81,P.J. Brown,9
188,Pat Garrity,2
415,Patrick O'Bryant,2
189,Pau Gasol,160
128,Paul Davis,6
381,Paul Millsap,105
445,Paul Pierce,204
510,Peja Stojaković,48
26,Player,Shoot
70,Primož Brezec,19
472,Quentin Richardson,38
148,Quincy Douby,21
478,Quinton Ross,28
334,Raef LaFrentz,10
14,Rafer Alston,55
47,Raja Bell,24
476,Rajon Rondo,71
489,Ramon Sessions,19
390,Randolph Morris,14
177,Randy Foye,21
368,Rashad McCants,57
342,Rashard Lewis,97
561,Rasheed Wallace,73
402,Rasho Nesterović,28
88,Rasual Butler,16
10,Ray Allen,71
171,Raymond Felton,110
166,Reggie Evans,111
31,Renaldo Balkman,43
227,Richard Hamilton,69
291,Richard Jefferson,284
179,Richie Frahm,1
130,Ricky Davis,76
256,Robert Horry,5
520,Robert Swift,1
93,Rodney Carney,38
519,Rodney Stuckey,71
366,Roger Mason,26
153,Ronald Dupree,0
393,Ronald Murray,45
69,Ronnie Brewer,113
452,Ronnie Price,14
541,Ronny Turiaf,93
275,Royal Ivey,49
435,Ruben Patterson,18
192,Rudy Gay,134
65,Ryan Bowen,15
204,Ryan Gomes,104
254,Ryan Hollins,39
516,Salim Stoudamire,16
97,Sam Cassell,56
121,Samuel Dalembert,121
438,Sasha Pavlović,41
551,Sasha Vujačić,26
447,Scot Pollard,10
357,Sean Marks,7
598,Sean Williams,63
527,Sebastian Telfair,36
475,Sergio Rodríguez,19
44,Shane Battier,34
82,Shannon Brown,13
417,Shaquille O'Neal,159
0,Shareef Abdur-Rahim,1
459,Shavlik Randolph,0
354,Shawn Marion,63
600,Shawne Williams,46
601,Shelden Williams,43
431,Smush Parker,12
317,Solomon Jones,7
242,Spencer Hawes,26
211,Stephen Graham,7
281,Stephen Jackson,130
353,Stephon Marbury,58
54,Steve Blake,7
180,Steve Francis,8
399,Steve Nash,42
413,Steve Novak,0
267,Steven Hunter,12
521,Stromile Swift,51
337,Stéphane Lasme,17
175,T.J. Ford,50
325,Tarence Kinsey,1
219,Taurean Green,6
453,Tayshaun Prince,103
487,Thabo Sefolosha,41
616,Thaddeus Young,50
461,Theo Ratliff,21
186,Thomas Gardner,1
151,Tim Duncan,226
536,Tim Thomas,68
11,Tony Allen,79
434,Tony Parker,161
371,Tracy McGrady,157
138,Travis Diener,11
426,Travis Outlaw,128
239,Trenton Hassell,2
21,Trevor Ariza,31
261,Troy Hudson,2
392,Troy Murphy,118
344,Tyronn Lue,9
537,Tyrus Thomas,77
100,Tyson Chandler,137
238,Udonis Haslem,55
321,Viktor Khryapa,3
96,Vince Carter,164
457,Vladimir Radmanović,28
553,Von Wafer,5
524,Wally Szczerbiak,55
248,Walter Herrmann,6
222,Willie Green,74
101,Wilson Chandler,28
134,Yakhouba Diawara,16
383,Yao Ming,166
293,Yi Jianlian,63
460,Zach Randolph,132
428,Zaza Pachulia,67
270,Zydrunas Ilgauskas,108
