,Player,Fouls Drawn - Shoot
487,A.J. Price,11
77,Aaron Brooks,70
231,Aaron Gordon,31
466,Adreian Payne,20
288,Al Horford,68
304,Al Jefferson,80
13,Al-Farouq Aminu,53
18,Alan Anderson,38
88,Alec Burks,52
340,Alex Kirk,1
359,Alex Len,55
548,Alexey Shved,67
7,Alexis Ajinça,44
132,Allen Crabbe,7
222,Alonzo Gee,38
581,Amar'e Stoudemire,84
316,Amir Johnson,58
618,Anderson Varejão,24
155,Andre Dawkins,0
177,Andre Drummond,161
294,Andre Iguodala,52
404,Andre Miller,26
513,Andre Roberson,16
37,Andrea Bargnani,47
339,Andrei Kirilenko,1
66,Andrew Bogut,20
443,Andrew Nicholson,10
641,Andrew Wiggins,226
54,Anthony Bennett,31
152,Anthony Davis,209
424,Anthony Morrow,30
608,Anthony Tolliver,29
230,Archie Goodwin,38
456,Arinze Onuaku,3
47,Aron Baynes,41
4,Arron Afflalo,67
157,Austin Daye,1
510,Austin Rivers,58
71,Avery Bradley,38
232,Ben Gordon,26
397,Ben McLemore,67
616,Beno Udrih,48
302,Bernard James,9
57,Bismack Biyombo,74
250,Blake Griffin,189
65,Bojan Bogdanović,43
164,Boris Diaw,38
50,Bradley Beal,57
662,Brandan Wright,55
44,Brandon Bass,103
149,Brandon Davies,15
309,Brandon Jennings,54
341,Brandon Knight,75
531,Brandon Rush,4
272,Brendan Haywood,7
514,Brian Roberts,24
367,Brook Lopez,138
94,Bruno Caboclo,0
129,Bryce Cotton,7
403,C.J. Miles,61
633,C.J. Watson,55
642,C.J. Wilcox,2
388,CJ McCollum,35
34,Cameron Bairstow,3
348,Carl Landry,72
69,Carlos Boozer,76
22,Carmelo Anthony,99
89,Caron Butler,19
378,Cartier Martin,0
462,Chandler Parsons,93
212,Channing Frye,9
620,Charlie Villanueva,15
83,Chase Budinger,39
17,Chris Andersen,47
70,Chris Bosh,104
128,Chris Copeland,20
169,Chris Douglas-Roberts,3
317,Chris Johnson,6
333,Chris Kaman,53
465,Chris Paul,49
270,Chuck Hayes,6
182,Cleanthony Early,23
102,Clint Capela,11
673,Cody Zeller,72
9,Cole Aldrich,30
74,Corey Brewer,102
305,Cory Jefferson,27
332,Cory Joseph,59
356,Courtney Lee,34
29,D.J. Augustin,73
326,Dahntay Jones,4
364,Damian Lillard,157
530,Damjan Rudež,6
213,Danilo Gallinari,72
237,Danny Granger,16
239,Danny Green,30
137,Dante Cunningham,22
193,Dante Exum,10
407,Darius Miller,0
421,Darius Morris,4
27,Darrell Arthur,21
123,Darren Collison,64
357,David Lee,51
579,David Stockton,2
634,David Wear,0
637,David West,46
330,DeAndre Jordan,139
61,DeJuan Blair,2
163,DeMar DeRozan,191
130,DeMarcus Cousins,223
103,DeMarre Carroll,77
537,Dennis Schröder,65
643,Deron Williams,93
197,Derrick Favors,170
527,Derrick Rose,85
644,Derrick Williams,99
263,Devin Harris,65
375,Devyn Marble,7
160,Dewayne Dedmon,29
624,Dion Waiters,77
450,Dirk Nowitzki,84
556,Donald Sloan,33
425,Donatas Motiejūnas,65
666,Dorell Wright,18
392,Doug McDermott,8
240,Draymond Green,87
229,Drew Gooden,19
233,Drew Gordon,0
92,Dwight Buycks,5
289,Dwight Howard,120
483,Dwight Powell,15
623,Dwyane Wade,149
419,E'Twaun Moore,7
40,Earl Barron,6
114,Earl Clark,2
153,Ed Davis,102
615,Ekpe Udoh,3
469,Elfrid Payton,99
414,Elijah Millsap,41
645,Elliot Williams,2
73,Elton Brand,8
207,Enes Freedom,115
63,Eric Bledsoe,182
234,Eric Gordon,57
420,Eric Moreland,0
241,Erick Green,5
295,Ersan İlyasova,50
200,Evan Fournier,65
614,Evan Turner,51
194,Festus Ezeli,34
215,Francisco García,2
8,Furkan Aldemir,12
401,Gal Mekel,0
590,Garrett Temple,15
265,Gary Harris,23
435,Gary Neal,40
279,George Hill,46
242,Gerald Green,50
273,Gerald Henderson,95
631,Gerald Wallace,5
21,Giannis Antetokounmpo,155
146,Gigi Datome,0
154,Glen Davis,44
507,Glen Rice Jr.,2
515,Glenn Robinson III,10
170,Goran Dragić,95
271,Gordon Hayward,189
165,Gorgui Dieng,109
313,Grant Jerrett,1
418,Greg Monroe,164
558,Greg Smith,19
578,Greg Stiemsma,2
619,Greivis Vásquez,33
38,Harrison Barnes,74
639,Hassan Whiteside,66
613,Hedo Türkoğlu,5
552,Henry Sims,58
627,Henry Walker,6
600,Hollis Thompson,42
115,Ian Clark,3
374,Ian Mahinmi,42
545,Iman Shumpert,22
99,Isaiah Canaan,25
592,Isaiah Thomas,118
559,Ish Smith,24
36,J.J. Barea,36
277,J.J. Hickson,105
562,J.R. Smith,27
506,JJ Redick,63
534,JaKarr Sampson,43
243,JaMychal Green,2
394,JaVale McGee,12
78,Jabari Brown,41
460,Jabari Parker,32
127,Jack Cooley,5
134,Jae Crowder,69
202,Jamaal Franklin,0
133,Jamal Crawford,101
439,Jameer Nelson,15
186,James Ennis III,50
261,James Harden,335
321,James Johnson,51
327,James Jones,14
386,James Michael McAdoo,13
668,James Young,13
459,Jannero Pargo,0
138,Jared Cunningham,5
178,Jared Dudley,24
585,Jared Sullinger,56
580,Jarnell Stokes,12
298,Jarrett Jack,77
383,Jason Maxiell,25
508,Jason Richardson,6
565,Jason Smith,62
591,Jason Terry,14
602,Jason Thompson,62
3,Jeff Adrien,16
32,Jeff Ayres,18
246,Jeff Green,128
586,Jeff Taylor,19
587,Jeff Teague,122
658,Jeff Withey,22
238,Jerami Grant,81
398,Jerel McNeal,1
190,Jeremy Evans,15
347,Jeremy Lamb,27
365,Jeremy Lin,104
331,Jerome Jordan,20
53,Jerrelle Benimon,0
46,Jerryd Bayless,44
206,Jimmer Fredette,17
90,Jimmy Butler,203
444,Joakim Noah,71
400,Jodie Meeks,71
266,Joe Harris,7
296,Joe Ingles,13
322,Joe Johnson,52
23,Joel Anthony,13
211,Joel Freeland,11
167,Joey Dorsey,26
350,Joffrey Lauvergne,13
275,John Henson,62
307,John Jenkins,6
372,John Lucas III,3
533,John Salmons,1
630,John Wall,153
452,Johnny O'Bryant,15
363,Jon Leuer,27
310,Jonas Jerebko,27
617,Jonas Valančiūnas,119
1,Jordan Adams,9
118,Jordan Clarkson,73
196,Jordan Farmar,4
255,Jordan Hamilton,0
280,Jordan Hill,73
251,Jorge Gutiérrez,6
399,Josh McRoberts,3
566,Josh Smith,102
96,José Calderón,9
283,Jrue Holiday,32
500,Julius Randle,0
256,Justin Hamilton,19
284,Justin Holiday,17
451,Jusuf Nurkić,53
389,K.J. McDaniels,66
371,Kalin Lucas,0
360,Kawhi Leonard,111
455,Kelly Olynyk,56
629,Kemba Walker,110
377,Kendall Marshall,5
471,Kendrick Perkins,40
195,Kenneth Faried,132
48,Kent Bazemore,46
98,Kentavious Caldwell-Pope,71
379,Kenyon Martin,1
181,Kevin Durant,66
216,Kevin Garnett,17
369,Kevin Love,122
380,Kevin Martin,71
541,Kevin Séraphin,47
402,Khris Middleton,61
282,Kirk Hinrich,18
603,Klay Thompson,111
82,Kobe Bryant,95
345,Kosta Koufos,36
458,Kostas Papanikolaou,5
292,Kris Humphries,52
19,Kyle Anderson,8
344,Kyle Korver,26
370,Kyle Lowry,127
453,Kyle O'Quinn,28
553,Kyle Singler,22
297,Kyrie Irving,144
10,LaMarcus Aldridge,165
577,Lance Stephenson,61
595,Lance Thomas,43
199,Landry Fields,3
214,Langston Galloway,35
176,Larry Drew II,1
535,Larry Sanders,26
11,Lavoy Allen,17
303,LeBron James,239
35,Leandro Barbosa,30
290,Lester Hudson,1
79,Lorenzo Brown,6
14,Lou Amundson,41
648,Lou Williams,159
385,Luc Mbah a Moute,70
446,Lucas Nogueira,2
538,Luis Scola,104
33,Luke Babbitt,6
509,Luke Ridnour,5
162,Luol Deng,104
358,Malcolm Lee,0
598,Malcolm Thomas,5
227,Manu Ginóbili,76
219,Marc Gasol,194
236,Marcin Gortat,79
52,Marco Belinelli,35
422,Marcus Morris,41
557,Marcus Smart,47
605,Marcus Thornton,21
109,Mario Chalmers,93
80,Markel Brown,24
423,Markieff Morris,106
573,Marreese Speights,85
636,Martell Webster,25
649,Marvin Williams,25
475,Mason Plumlee,163
39,Matt Barnes,49
67,Matt Bonner,10
161,Matthew Dellavedova,6
262,Maurice Harkless,19
362,Meyers Leonard,14
51,Michael Beasley,14
105,Michael Carter-Williams,118
337,Michael Kidd-Gilchrist,101
125,Mike Conley,92
180,Mike Dunleavy,32
408,Mike Miller,0
433,Mike Muscala,10
539,Mike Scott,37
476,Miles Plumlee,19
499,Miroslav Raduljica,1
588,Mirza Teletović,19
393,Mitch McGary,17
650,Mo Williams,44
185,Monta Ellis,111
518,Nate Robinson,15
659,Nate Wolters,3
417,Nazr Mohammed,2
278,Nenê,101
445,Nerlens Noel,100
95,Nick Calathes,19
124,Nick Collison,24
