,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
182,Rick Fox,.672,.333,.102,.086,.151,.328,.724,.800,.005,.230
142,Ricky Davis,.853,.252,.089,.205,.306,.147,.523,.923,.074,.429
11,Robert Archibald,1.000,.636,.152,.091,.121,.000,.444,,.030,
245,Robert Horry,.690,.299,.118,.121,.152,.310,.710,.927,.075,.139
412,Robert Pack,1.000,.346,.038,.154,.462,.000,.273,,.000,
528,Robert Traylor,.983,.446,.220,.129,.188,.017,.671,1.000,.125,.000
506,Rod Strickland,.898,.244,.096,.193,.365,.102,.343,.900,.000,.222
91,Rodney Buford,.964,.250,.107,.125,.482,.036,.842,,.018,.000
465,Rodney Rogers,.699,.434,.061,.050,.154,.301,.605,.960,.042,.138
576,Rodney White,.814,.222,.118,.085,.389,.186,.692,.879,.071,.092
334,Roger Mason,.602,.265,.051,.061,.224,.398,.684,.923,.000,.385
352,Ron Mercer,.967,.166,.071,.204,.526,.033,.761,.000,.033,.286
164,Ronald Dupree,.968,.365,.110,.163,.330,.032,.579,1.000,.078,.778
378,Ronald Murray,.750,.267,.113,.137,.234,.250,.357,.851,.049,.336
60,Ruben Boumtje-Boumtje,1.000,.200,.600,.200,.000,.000,1.000,,.000,
421,Ruben Patterson,.970,.671,.132,.063,.104,.030,.556,.500,.144,.167
310,Rusty LaRue,.667,.000,.000,.333,.333,.333,,1.000,.000,1.000
62,Ryan Bowen,1.000,.566,.075,.038,.321,.000,.833,,.019,
252,Ryan Humphrey,.750,.250,.000,.000,.500,.250,1.000,,.000,.000
107,Sam Cassell,.854,.103,.089,.284,.377,.146,.251,.838,.000,.183
549,Samaki Walker,.980,.424,.283,.172,.101,.020,.553,,.091,.000
128,Samuel Dalembert,.998,.591,.208,.188,.010,.002,.741,,.287,.000
422,Sasha Pavlović,.814,.319,.104,.074,.316,.186,.638,.947,.040,.343
439,Scot Pollard,1.000,.658,.158,.114,.070,.000,.617,,.009,
413,Scott Padgett,.611,.311,.030,.096,.174,.389,.630,.929,.006,.246
591,Scott Williams,.984,.226,.091,.237,.430,.016,.830,.500,.016,.667
437,Scottie Pippen,.657,.207,.064,.136,.250,.343,.500,.769,.007,.146
306,Sean Lampley,1.000,.500,.250,.200,.050,.000,.615,,.150,
466,Sean Rooks,.993,.126,.066,.166,.636,.007,.926,,.007,.000
594,Shammond Williams,.569,.203,.086,.073,.207,.431,.316,.767,.013,.140
9,Shandon Anderson,.773,.346,.140,.129,.158,.227,.624,.972,.025,.586
37,Shane Battier,.657,.219,.110,.138,.190,.343,.627,.985,.022,.651
238,Shane Heal,.250,.000,.000,.042,.208,.750,.667,1.000,.000,.111
398,Shaquille O'Neal,1.000,.576,.366,.057,.001,.000,.659,,.236,
0,Shareef Abdur-Rahim,.968,.357,.319,.116,.176,.032,.539,.889,.069,.206
67,Shawn Bradley,.995,.383,.165,.096,.351,.005,.652,,.059,.000
326,Shawn Marion,.802,.286,.142,.219,.155,.198,.540,.956,.077,.430
545,Slavko Vraneš,1.000,.000,.000,1.000,.000,.000,,,.000,
114,Speedy Claxton,.958,.303,.198,.115,.342,.042,.241,.500,.000,.045
22,Stacey Augmon,.980,.375,.161,.236,.207,.020,.739,1.000,.032,.286
351,Stanislav Medvedenko,.994,.304,.143,.184,.363,.006,.709,,.020,.333
262,Stephen Jackson,.661,.288,.076,.112,.186,.339,.517,.903,.038,.314
323,Stephon Marbury,.802,.305,.081,.093,.323,.198,.250,.356,.003,.040
49,Steve Blake,.504,.096,.071,.061,.275,.496,.512,.827,.000,.178
185,Steve Francis,.776,.281,.083,.109,.303,.224,.281,.534,.038,.144
390,Steve Nash,.696,.226,.127,.138,.205,.304,.167,.558,.000,.054
489,Steve Smith,.635,.195,.133,.147,.160,.365,.539,.860,.017,.421
255,Steven Hunter,1.000,.735,.194,.052,.019,.000,.671,,.316,
517,Stromile Swift,.993,.433,.240,.100,.221,.007,.697,1.000,.165,.250
178,T.J. Ford,.947,.392,.138,.156,.261,.053,.277,.800,.013,.190
485,Tamar Slay,.800,.267,.100,.117,.317,.200,.647,.750,.033,.583
444,Tayshaun Prince,.783,.311,.163,.120,.188,.217,.580,.982,.068,.382
450,Theo Ratliff,1.000,.397,.240,.259,.104,.000,.643,,.182,
490,Theron Smith,.721,.372,.093,.000,.256,.279,.700,1.000,.023,.500
84,Tierre Brown,1.000,.500,.000,.250,.250,.000,.000,,.000,
162,Tim Duncan,.990,.333,.317,.215,.125,.010,.532,.500,.073,.000
524,Tim Thomas,.761,.250,.180,.204,.128,.239,.507,.986,.032,.263
213,Tom Gugliotta,.980,.286,.099,.158,.438,.020,.739,.000,.025,.250
302,Toni Kukoč,.668,.352,.083,.087,.146,.332,.519,.980,.024,.119
34,Tony Battie,.977,.266,.206,.284,.221,.023,.661,1.000,.076,.111
146,Tony Delk,.641,.239,.092,.076,.234,.359,.500,.750,.000,.288
337,Tony Massenburg,.995,.279,.361,.205,.151,.005,.577,,.105,.000
419,Tony Parker,.790,.296,.170,.053,.271,.210,.321,.694,.001,.191
68,Torraye Braggs,1.000,.485,.212,.152,.152,.000,.688,,.000,
345,Tracy McGrady,.672,.192,.042,.073,.365,.328,.457,.609,.036,.043
379,Tracy Murray,.583,.167,.083,.167,.167,.417,1.000,1.000,.083,.200
46,Travis Best,.884,.291,.093,.081,.419,.116,.311,.333,.000,.050
222,Travis Hansen,.769,.277,.092,.131,.269,.231,.514,.778,.054,.367
407,Travis Outlaw,1.000,.286,.143,.286,.286,.000,.333,,.286,
181,Tremaine Fowlkes,.833,.375,.063,.083,.313,.167,.571,1.000,.083,.250
235,Trenton Hassell,.966,.192,.068,.163,.543,.034,.798,1.000,.016,.231
44,Troy Bell,.778,.333,.111,.000,.333,.222,.500,,.000,.000
250,Troy Hudson,.628,.111,.063,.101,.353,.372,.327,.581,.000,.182
376,Troy Murphy,.930,.272,.128,.074,.457,.070,.794,1.000,.033,.471
241,Tyrone Hill,1.000,.600,.200,.200,.000,.000,.667,,.000,
317,Tyronn Lue,.707,.134,.094,.139,.340,.293,.240,.863,.000,.139
109,Tyson Chandler,.994,.500,.253,.101,.139,.006,.567,,.120,.000
234,Udonis Haslem,.993,.432,.168,.177,.217,.007,.644,,.069,.333
23,Vin Baker,.993,.405,.273,.144,.171,.007,.628,1.000,.044,.000
106,Vince Carter,.833,.199,.141,.168,.325,.167,.384,.860,.039,.243
443,Vitaly Potapenko,1.000,.271,.320,.296,.112,.000,.830,,.007,
154,Vlade Divac,.981,.401,.254,.094,.231,.019,.644,1.000,.055,.077
448,Vladimir Radmanović,.536,.209,.090,.058,.179,.464,.527,.936,.059,.318
495,Vladimir Stepania,1.000,.544,.146,.146,.165,.000,.698,,.049,
311,Voshon Lenard,.690,.175,.066,.109,.340,.310,.604,.915,.000,.377
518,Wally Szczerbiak,.805,.123,.119,.153,.411,.195,.674,.950,.004,.435
338,Walter McCarty,.300,.086,.052,.059,.103,.700,.591,.971,.023,.336
604,Wang Zhizhi,.696,.348,.174,.065,.109,.304,.692,.750,.000,.071
429,Wesley Person,.561,.025,.045,.108,.382,.439,.831,.945,.000,.290
211,Willie Green,.829,.291,.143,.123,.272,.171,.476,.947,.028,.066
365,Yao Ming,.998,.322,.367,.211,.099,.002,.613,,.101,.000
449,Zach Randolph,.996,.351,.298,.164,.183,.004,.597,1.000,.018,.200
411,Zaza Pachulia,1.000,.657,.160,.091,.091,.000,.588,,.023,
220,Zendon Hamilton,1.000,.758,.095,.084,.063,.000,.706,,.084,
438,Zoran Planinić,.752,.388,.155,.093,.116,.248,.659,.778,.016,.219
256,Zydrunas Ilgauskas,.993,.434,.220,.199,.140,.007,.651,.500,.062,.000
95,Žarko Čabarkapa,.838,.350,.173,.142,.173,.162,.693,.833,.091,.281
453,Željko Rebrača,1.000,.234,.338,.377,.052,.000,.471,,.026,
