,Player,Fouls Drawn - Shoot
451,A.J. Price,35
77,Aaron Brooks,88
206,Aaron Gray,14
338,Acie Law,20
405,Adam Morrison,4
220,Al Harrington,145
250,Al Horford,136
303,Al Jefferson,141
536,Al Thornton,89
544,Alando Tucker,9
1,Alexis Ajinça,1
278,Allen Iverson,59
186,Alonzo Gee,13
513,Amar'e Stoudemire,313
311,Amir Johnson,68
553,Anderson Varejão,79
58,Andray Blatche,127
274,Andre Iguodala,182
396,Andre Miller,154
34,Andrea Bargnani,102
327,Andrei Kirilenko,103
60,Andrew Bogut,114
93,Andrew Bynum,130
52,Andris Biedriņš,10
420,Andrés Nocioni,48
298,Antawn Jamison,130
103,Anthony Carter,5
312,Anthony Johnson,9
406,Anthony Morrow,36
438,Anthony Parker,37
460,Anthony Randolph,64
541,Anthony Tolliver,63
593,Antoine Wright,36
13,Antonio Anderson,0
376,Antonio McDyess,25
0,Arron Afflalo,47
133,Austin Daye,22
129,Baron Davis,109
199,Ben Gordon,89
560,Ben Wallace,59
550,Beno Udrih,44
78,Bobby Brown,4
496,Bobby Simmons,5
137,Boris Diaw,59
397,Brad Miller,89
37,Brandon Bass,32
308,Brandon Jennings,84
485,Brandon Roy,184
486,Brandon Rush,42
234,Brendan Haywood,122
99,Brian Cardinal,3
118,Brian Cook,3
491,Brian Scalabrine,2
500,Brian Skinner,4
349,Brook Lopez,240
407,Byron Mullens,0
392,C.J. Miles,46
567,C.J. Watson,70
332,Carl Landry,199
23,Carlos Arroyo,29
63,Carlos Boozer,201
134,Carlos Delfino,52
15,Carmelo Anthony,256
89,Caron Butler,118
359,Cartier Martin,15
285,Cedric Jackson,4
177,Channing Frye,51
45,Charlie Bell,27
554,Charlie Villanueva,58
88,Chase Budinger,40
53,Chauncey Billups,164
11,Chris Andersen,92
64,Chris Bosh,283
148,Chris Douglas-Roberts,78
152,Chris Duhon,24
269,Chris Hunter,32
321,Chris Kaman,143
440,Chris Paul,59
455,Chris Quinn,2
470,Chris Richard,6
578,Chris Wilcox,22
232,Chuck Hayes,33
26,Chucky Atkins,6
323,Coby Karl,3
68,Corey Brewer,123
354,Corey Maggette,229
343,Courtney Lee,72
501,Craig Smith,103
27,D.J. Augustin,43
276,D.J. Mbenga,10
577,D.J. White,2
515,DaJuan Summers,17
119,Daequan Cook,9
315,Dahntay Jones,119
579,Damien Wilkins,50
178,Dan Gadzuric,14
188,Daniel Gibson,19
180,Danilo Gallinari,121
205,Danny Granger,181
209,Danny Green,3
