,Player,G,MP,USG%
309,Kerry Kittles,11,243,16.1
197,Kevin Garnett,82,3121,27.1
340,Kevin Martin,45,455,16.1
405,Kevin Ollie,26,158,11.5
600,Kevin Willis,29,344,15.0
160,Keyon Dooling,74,1184,18.0
242,Kirk Hinrich,77,2800,22.3
423,Kirk Penney,4,12,19.3
496,Kirk Snyder,68,906,21.8
86,Kobe Bryant,66,2689,31.7
256,Kris Humphries,67,873,20.2
531,Kurt Thomas,80,2855,16.6
81,Kwame Brown,42,908,17.4
312,Kyle Korver,82,2667,15.1
402,Lamar Odom,64,2320,20.8
379,Lamond Murray,62,918,19.9
440,Laron Profit,42,428,16.9
254,Larry Hughes,61,2358,26.6
499,Latrell Sprewell,80,2450,22.2
191,Lawrence Funderburke,2,21,17.5
278,LeBron James,80,3388,29.7
36,Leandro Barbosa,63,1087,18.9
386,Lee Nailon,68,2017,24.2
258,Lindsey Hunter,76,1144,16.2
294,Linton Johnson,2,15,9.3
109,Lionel Chalmers,36,433,17.0
47,Lonny Baxter,4,36,20.5
601,Loren Woods,45,712,14.6
606,Lorenzen Wright,80,2287,17.9
230,Lucious Harris,73,1128,14.4
180,Luis Flores,16,77,23.5
271,Luke Jackson,10,43,33.3
453,Luke Ridnour,82,2571,17.4
562,Luke Walton,61,768,15.3
150,Luol Deng,61,1663,22.4
318,Maciej Lampe,37,380,18.9
2,Malik Allen,36,519,18.1
464,Malik Rose,76,1475,19.6
382,Mamadou N'Diaye,11,72,14.8
203,Manu Ginóbili,74,2193,24.3
272,Marc Jackson,81,1976,22.7
35,Marcus Banks,81,1145,17.2
96,Marcus Camby,66,2015,17.2
179,Marcus Fizer,54,903,20.2
219,Marcus Haislip,9,106,22.1
304,Mario Kasun,45,356,17.5
55,Mark Blount,82,2130,17.9
301,Mark Jones,10,116,14.5
330,Mark Madsen,41,601,8.3
435,Mark Pope,9,27,11.6
283,Marko Jarić,50,1656,16.5
136,Marquis Daniels,60,1412,20.6
120,Mateen Cleaves,14,65,12.6
37,Matt Barnes,43,715,13.8
58,Matt Bonner,82,1553,15.7
102,Matt Carroll,25,430,24.9
190,Matt Freije,23,441,15.5
225,Matt Harpring,78,2584,20.1
28,Maurice Baker,5,19,4.8
175,Maurice Evans,65,1233,15.9
517,Maurice Taylor,65,1336,20.4
404,Mehmet Okur,82,2304,21.3
173,Melvin Ely,79,1649,19.7
604,Metta World Peace,7,291,26.1
69,Michael Bradley,18,119,12.1
131,Michael Curry,18,249,7.2
159,Michael Doleac,80,1175,15.3
177,Michael Finley,64,2358,19.5
406,Michael Olowokandi,62,1215,17.2
448,Michael Redd,75,2848,27.8
468,Michael Ruffin,79,1262,6.0
502,Michael Stewart,12,145,9.3
431,Mickaël Piétrus,67,1340,22.5
51,Mike Bibby,80,3084,23.8
165,Mike Dunleavy,79,2570,19.1
279,Mike James,74,1859,22.8
361,Mike Miller,76,2278,19.8
511,Mike Sweetney,77,1509,19.9
585,Mike Wilks,48,278,16.4
374,Mikki Moore,74,1178,16.1
413,Milt Palacio,80,1533,16.8
595,Mo Williams,80,2254,20.3
396,Moochie Norris,38,360,18.7
428,Morris Peterson,82,2510,18.9
367,Nazr Mohammed,77,1933,19.2
167,Ndudi Ebi,2,54,24.0
313,Nenad Krstić,75,1965,19.0
240,Nenê,55,1317,19.4
125,Nick Collison,82,1396,15.5
542,Nick Van Exel,53,1619,19.5
536,Nikoloz Tskitishvili,35,220,19.4
171,Obinna Ekezie,42,732,16.4
127,Omar Cook,5,74,20.2
228,Othella Harrington,70,1271,20.6
82,P.J. Brown,82,2817,15.9
498,Pape Sow,27,255,14.3
198,Pat Garrity,71,955,16.0
199,Pau Gasol,56,1790,26.2
430,Paul Pierce,82,2960,26.6
479,Paul Shirley,9,30,20.0
433,Pavel Podkolzin,5,10,12.9
503,Peja Stojaković,66,2534,21.7
444,Peter John Ramos,6,20,30.3
34,Player,G,MP,USG%
161,Predrag Drobnjak,71,1435,21.0
77,Primož Brezec,72,2276,18.7
452,Quentin Richardson,79,2839,18.9
467,Quinton Ross,78,1659,13.3
602,Qyntel Woods,3,40,16.3
317,Raef LaFrentz,80,2196,16.9
17,Rafael Araújo,59,736,15.6
7,Rafer Alston,80,2717,21.2
48,Raja Bell,63,1790,20.9
323,Randy Livingston,17,227,14.9
322,Rashard Lewis,71,2697,24.0
561,Rasheed Wallace,79,2687,22.3
393,Rasho Nesterović,70,1785,13.5
92,Rasual Butler,65,1203,18.1
5,Ray Allen,78,3064,28.0
325,Raül López,31,518,17.5
193,Reece Gaines,21,187,14.6
176,Reggie Evans,79,1881,11.8
362,Reggie Miller,66,2105,20.8
221,Richard Hamilton,76,2926,25.1
285,Richard Jefferson,33,1355,28.2
188,Richie Frahm,43,499,15.2
84,Rick Brunson,80,1945,14.3
146,Ricky Davis,82,2696,23.4
244,Robert Horry,75,1396,16.4
513,Robert Swift,16,72,12.2
534,Robert Traylor,74,1327,17.6
508,Rod Strickland,16,196,15.2
88,Rodney Buford,64,1313,19.4
459,Rodney Rogers,58,1367,19.0
580,Rodney White,58,677,22.7
353,Ron Mercer,18,390,21.2
166,Ronald Dupree,47,472,16.9
380,Ronald Murray,49,883,23.8
265,Royal Ivey,62,809,15.8
419,Ruben Patterson,70,1957,20.4
67,Ryan Bowen,66,604,9.9
255,Ryan Humphrey,35,317,21.2
107,Sam Cassell,59,1522,26.4
558,Samaki Walker,14,134,13.1
132,Samuel Dalembert,72,1785,16.3
420,Sasha Pavlović,65,862,18.4
552,Sasha Vujačić,35,403,15.8
434,Scot Pollard,49,865,12.2
411,Scott Padgett,66,942,14.0
596,Scott Williams,19,152,15.1
336,Sean Marks,23,244,20.3
520,Sebastian Telfair,68,1330,21.2
13,Shandon Anderson,66,1171,11.8
46,Shane Battier,80,2516,14.8
401,Shaquille O'Neal,73,2492,30.5
0,Shareef Abdur-Rahim,54,1867,22.1
324,Shaun Livingston,30,814,18.0
73,Shawn Bradley,77,885,12.5
335,Shawn Marion,81,3146,21.3
415,Smush Parker,16,144,21.5
117,Speedy Claxton,62,1866,20.1
27,Stacey Augmon,55,663,15.3
352,Stanislav Medvedenko,43,423,19.4
273,Stephen Jackson,51,1806,27.7
334,Stephon Marbury,82,3281,24.8
54,Steve Blake,44,648,16.4
189,Steve Francis,78,2978,28.0
391,Steve Nash,75,2573,20.5
491,Steve Smith,50,750,18.4
260,Steven Hunter,76,1046,14.0
514,Stromile Swift,60,1279,24.9
484,Tamar Slay,8,78,27.2
439,Tayshaun Prince,82,3039,18.8
446,Theo Ratliff,63,1731,9.6
494,Theron Smith,33,510,14.8
83,Tierre Brown,76,1066,19.3
163,Tim Duncan,66,2203,28.9
532,Tim Thomas,71,1940,21.3
216,Tom Gugliotta,47,966,14.7
314,Toni Kukoč,53,1099,14.4
6,Tony Allen,77,1262,18.9
45,Tony Battie,81,1894,11.0
56,Tony Bobbitt,2,12,18.8
149,Tony Delk,56,1340,23.6
342,Tony Massenburg,61,699,16.6
418,Tony Parker,80,2735,25.1
74,Torraye Braggs,7,24,17.7
348,Tracy McGrady,78,3182,31.2
50,Travis Best,76,1461,18.4
409,Travis Outlaw,59,793,19.6
185,Tremaine Fowlkes,8,56,19.6
236,Trenton Hassell,82,2068,13.2
19,Trevor Ariza,80,1382,17.8
253,Troy Hudson,79,1729,21.9
378,Troy Murphy,70,2375,22.2
326,Tyronn Lue,70,2007,18.7
110,Tyson Chandler,80,2189,14.0
234,Udonis Haslem,80,2675,14.9
305,Viktor Khryapa,32,523,15.4
31,Vin Baker,27,204,14.9
104,Vince Carter,77,2828,31.6
438,Vitaly Potapenko,33,335,15.5
157,Vlade Divac,15,130,17.5
442,Vladimir Radmanović,63,1856,19.3
321,Voshon Lenard,3,54,26.0
515,Wally Szczerbiak,81,2558,21.5
343,Walter McCarty,72,906,13.9
607,Wang Zhizhi,20,92,23.4
425,Wesley Person,41,667,16.8
213,Willie Green,57,1066,23.0
363,Yao Ming,80,2447,26.8
516,Yuta Tabuse,4,17,22.5
445,Zach Randolph,46,1603,27.7
410,Zaza Pachulia,74,1397,16.5
222,Zendon Hamilton,16,159,18.6
432,Zoran Planinić,43,515,22.2
262,Zydrunas Ilgauskas,78,2615,24.1
93,Žarko Čabarkapa,40,475,21.9
447,Željko Rebrača,58,928,16.0
