,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
13,Damian Lillard,82,6.7,15.7,3.9,0.5,2.6,6.5,0.9,0.2,3.0,2.1
294,Damien Wilkins,21,2.4,5.2,1.8,0.5,1.2,1.5,0.6,0.3,0.8,1.6
597,Damion James,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
336,Daniel Gibson,3,1.8,5.4,0.8,0.1,1.2,1.8,0.7,0.1,0.7,1.9
498,Daniel Orton,0,0.9,2.0,1.3,1.0,1.0,0.3,0.3,0.2,0.3,1.0
51,Danilo Gallinari,71,5.1,12.3,4.9,0.9,4.3,2.5,0.9,0.5,1.6,1.8
337,Danny Granger,0,2.0,7.0,1.6,0.6,1.2,0.6,0.4,0.2,0.8,1.2
155,Danny Green,80,3.7,8.3,1.0,0.5,2.6,1.8,1.2,0.7,1.2,1.6
203,Dante Cunningham,9,3.9,8.4,1.3,1.8,3.3,0.8,1.1,0.5,0.7,1.9
598,Darius Johnson-Odom,0,0.0,1.0,0.0,0.3,0.8,0.3,0.0,0.0,0.0,0.0
511,Darius Miller,2,0.8,2.1,0.2,0.2,1.3,0.8,0.3,0.2,0.4,1.7
413,Darius Morris,17,1.5,3.9,0.8,0.5,0.7,1.6,0.4,0.0,0.9,1.2
600,Darko Miličić,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
301,Darrell Arthur,3,2.7,6.1,0.8,1.2,1.7,0.6,0.4,0.6,0.7,2.1
113,Darren Collison,47,4.2,8.9,3.4,0.4,2.3,5.1,1.2,0.1,2.1,1.7
16,David Lee,79,7.6,14.7,4.1,2.8,8.5,3.5,0.8,0.3,2.6,3.1
37,David West,73,6.9,13.8,4.3,2.0,5.7,2.9,1.0,0.9,2.2,2.0
196,DeAndre Jordan,82,3.8,6.0,3.0,2.6,4.7,0.3,0.6,1.4,1.2,2.3
550,DeAndre Liggins,1,0.5,1.2,0.5,0.3,1.0,0.4,0.5,0.1,0.4,0.8
333,DeJuan Blair,16,2.3,4.4,1.1,1.1,2.7,0.7,0.6,0.2,0.8,1.8
23,DeMar DeRozan,82,6.7,15.0,5.2,0.6,3.3,2.5,0.9,0.3,1.8,2.1
35,DeMarcus Cousins,74,6.4,13.8,5.6,3.0,7.0,2.7,1.4,0.7,3.0,3.6
309,DeMarre Carroll,12,2.3,4.9,1.5,1.3,1.5,0.9,0.9,0.4,0.5,1.8
430,DeQuan Jones,17,1.5,3.5,0.8,0.3,1.4,0.3,0.3,0.3,0.5,0.9
585,DeSagana Diop,1,0.4,1.2,0.0,0.5,1.9,0.6,0.2,0.7,0.4,0.9
357,DeShawn Stevenson,31,1.8,4.7,0.4,0.3,1.9,0.9,0.5,0.1,0.4,1.2
338,Derek Fisher,9,1.7,4.9,1.2,0.1,1.1,1.4,0.6,0.1,0.9,1.7
14,Deron Williams,78,6.3,14.4,4.7,0.4,2.6,7.7,1.0,0.4,2.8,2.5
185,Derrick Favors,8,3.6,7.4,3.4,2.4,4.7,1.0,0.9,1.7,1.7,3.2
114,Derrick Williams,56,4.3,10.1,3.5,1.2,4.3,0.6,0.6,0.5,1.3,1.6
447,Devin Ebanks,3,1.3,3.8,0.7,0.5,1.6,0.5,0.2,0.1,0.6,1.2
175,Devin Harris,34,3.3,7.6,2.7,0.1,1.9,3.4,1.1,0.2,1.5,1.8
582,Dexter Pittman,0,0.4,1.0,0.3,0.6,0.5,0.0,0.0,0.0,0.3,0.7
517,Diante Garrett,0,0.8,2.6,0.5,0.3,0.5,1.6,0.5,0.0,0.8,0.3
65,Dion Waiters,48,5.5,13.4,3.5,0.4,2.1,3.0,1.0,0.3,2.0,1.9
34,Dirk Nowitzki,47,6.5,13.7,3.6,0.7,6.2,2.5,0.7,0.7,1.3,1.8
522,Dominic McGuire,10,0.9,2.2,0.4,0.7,2.3,0.8,0.5,0.4,0.5,1.5
412,Dominique Jones,3,1.4,3.8,1.8,0.6,0.9,2.9,0.5,0.1,1.3,1.0
435,Donald Sloan,0,1.2,3.4,1.1,0.1,1.1,1.7,0.2,0.0,0.6,0.7
321,Donatas Motiejūnas,14,2.2,4.8,1.2,0.8,1.3,0.7,0.2,0.2,0.8,1.7
190,Dorell Wright,8,3.0,7.6,1.8,0.5,3.3,1.9,0.8,0.4,0.8,1.2
453,Doron Lamb,0,1.3,3.5,0.7,0.2,0.8,0.7,0.3,0.0,0.6,1.1
472,Draymond Green,1,1.1,3.3,0.7,0.7,2.6,0.7,0.5,0.3,0.6,2.0
456,Drew Gooden,0,1.3,3.8,1.0,0.8,1.1,0.4,0.3,0.4,0.6,1.3
36,Dwight Howard,76,6.2,10.7,9.5,3.3,9.1,1.4,1.1,2.4,3.0,3.8
8,Dwyane Wade,69,8.2,15.8,6.2,1.2,3.7,5.1,1.9,0.8,2.8,2.0
232,E'Twaun Moore,21,3.2,8.0,0.8,0.6,1.6,2.7,0.7,0.3,1.4,1.6
450,Earl Barron,2,1.5,4.3,0.6,1.8,3.3,0.4,0.4,0.5,0.9,2.0
252,Earl Clark,36,2.9,6.5,1.3,1.4,4.1,1.1,0.6,0.7,1.1,1.7
533,Earl Watson,4,0.8,2.5,0.5,0.5,1.3,4.0,0.8,0.2,1.4,2.0
234,Ed Davis,28,3.2,6.0,2.1,1.9,3.8,0.8,0.5,1.0,0.8,2.4
389,Eddy Curry,0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.5,3.5
393,Ekpe Udoh,9,1.5,3.5,1.6,1.5,1.8,0.6,0.5,1.1,0.6,1.8
253,Elton Brand,18,3.1,6.6,1.3,1.8,4.2,1.0,0.7,1.3,0.8,2.7
179,Emeka Okafor,77,4.2,8.7,2.4,2.5,6.2,1.2,0.6,1.0,1.4,1.8
255,Enes Freedom,2,2.9,5.4,1.7,1.9,2.4,0.4,0.4,0.5,1.4,1.7
207,Eric Bledsoe,12,3.3,7.5,1.8,1.0,1.9,3.1,1.4,0.7,1.8,1.5
38,Eric Gordon,40,5.6,13.9,5.3,0.2,1.6,3.3,1.1,0.2,2.8,1.8
383,Eric Maynor,0,1.7,4.4,1.0,0.1,0.6,2.8,0.3,0.0,1.2,0.9
94,Ersan İlyasova,54,5.1,11.0,2.2,2.1,5.0,1.6,0.9,0.5,1.0,2.5
342,Evan Fournier,4,2.0,4.0,1.0,0.2,0.8,1.2,0.5,0.0,0.8,1.7
92,Evan Turner,82,5.4,12.8,2.5,0.7,5.6,4.3,0.9,0.2,2.3,2.4
561,Fab Melo,0,0.5,1.0,0.7,0.0,0.5,0.0,0.3,0.3,0.2,1.2
502,Festus Ezeli,41,0.9,2.2,1.0,1.8,2.2,0.3,0.3,0.9,0.8,2.0
327,Francisco García,20,2.0,5.2,0.4,0.1,1.4,1.1,0.8,0.7,0.6,1.5
358,Garrett Temple,36,2.1,5.1,0.7,0.6,1.8,2.3,1.0,0.3,1.2,1.8
183,Gary Neal,17,3.6,8.8,1.1,0.2,1.9,1.9,0.4,0.0,1.0,1.4
71,George Hill,76,5.1,11.5,2.8,0.6,3.1,4.7,1.1,0.3,1.5,1.8
263,Gerald Green,7,2.6,7.1,1.1,0.5,1.8,0.8,0.3,0.4,0.9,1.1
53,Gerald Henderson,58,5.6,12.6,4.6,0.8,2.9,2.6,1.0,0.5,1.6,2.2
243,Gerald Wallace,68,2.6,6.6,2.8,1.0,3.6,2.6,1.4,0.7,1.6,1.7
58,Glen Davis,33,6.3,14.1,3.4,1.6,5.6,2.1,0.9,0.6,1.9,2.6
63,Goran Dragić,77,5.2,11.8,4.2,0.8,2.3,7.4,1.6,0.3,2.8,2.8
77,Gordon Hayward,27,4.7,10.7,4.1,0.7,2.4,3.0,0.8,0.5,1.7,1.7
457,Grant Hill,0,1.3,3.4,0.8,0.2,1.5,0.9,0.4,0.2,0.9,1.3
52,Greg Monroe,81,6.3,13.1,4.8,2.9,6.7,3.5,1.3,0.7,2.9,2.3
312,Greg Smith,10,2.4,3.9,1.9,1.6,3.0,0.4,0.3,0.6,0.6,2.5
415,Greg Stiemsma,19,1.7,3.7,0.9,0.8,2.6,0.4,0.6,1.2,0.8,2.4
85,Greivis Vásquez,78,5.6,13.0,2.0,0.6,3.8,9.0,0.8,0.1,3.2,2.4
427,Gustavo Ayón,3,1.7,3.0,0.9,1.1,2.5,1.3,0.4,0.3,0.9,1.9
267,Hakim Warrick,14,2.4,5.9,3.1,0.8,2.4,0.9,0.5,0.2,1.0,1.3
474,Hamed Haddadi,0,1.2,2.7,0.9,1.4,2.3,0.4,0.2,0.9,1.0,2.0
187,Harrison Barnes,81,3.4,7.8,2.3,0.7,3.5,1.2,0.6,0.2,1.2,1.7
507,Hasheem Thabeet,4,1.0,1.6,0.8,1.0,1.9,0.2,0.5,0.9,0.6,2.2
473,Hedo Türkoğlu,1,1.3,4.8,0.5,0.4,2.0,2.1,0.6,0.1,1.1,1.0
532,Henry Sims,0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5
361,Ian Mahinmi,2,1.9,4.1,2.1,1.4,2.5,0.3,0.5,0.8,1.2,2.5
275,Iman Shumpert,45,2.4,6.1,1.0,0.7,2.3,1.7,1.0,0.2,0.8,2.2
84,Isaiah Thomas,62,4.6,10.5,3.6,0.4,1.7,4.0,0.8,0.0,1.8,2.1
504,Ish Smith,3,1.1,3.1,0.1,0.2,0.9,1.7,0.4,0.2,0.7,0.5
283,Ivan Johnson,5,2.7,5.2,1.9,1.1,2.8,0.7,0.8,0.2,1.0,1.9
132,J.J. Barea,2,4.3,10.2,1.8,0.5,2.3,4.0,0.4,0.0,2.0,1.8
105,J.J. Hickson,80,5.2,9.3,3.4,3.3,7.0,1.1,0.6,0.6,1.8,2.0
24,J.R. Smith,0,6.6,15.6,3.9,0.8,4.5,2.7,1.3,0.3,1.7,2.8
73,JJ Redick,13,4.9,11.3,2.4,0.2,2.0,3.8,0.5,0.1,1.8,1.5
191,JaVale McGee,0,3.8,6.7,2.4,2.0,2.8,0.3,0.4,2.0,1.1,2.3
359,Jae Crowder,16,1.8,4.7,0.9,0.4,1.9,1.2,0.8,0.2,0.6,1.6
443,Jamaal Tinsley,32,1.3,3.5,0.4,0.3,1.5,4.4,1.0,0.2,1.6,1.6
45,Jamal Crawford,0,5.9,13.4,3.3,0.3,1.4,2.5,1.0,0.2,1.9,0.9
64,Jameer Nelson,56,5.5,13.9,1.8,0.4,3.3,7.4,1.3,0.1,2.8,2.9
422,James Anderson,2,1.3,3.2,0.7,0.5,1.4,1.1,0.4,0.1,0.6,0.6
4,James Harden,78,7.5,17.1,10.2,0.8,4.1,5.8,1.8,0.5,3.8,2.3
354,James Johnson,11,2.2,5.2,1.2,0.9,1.8,1.1,0.8,0.9,1.3,1.8
548,James Jones,0,0.6,1.6,0.1,0.0,0.6,0.3,0.1,0.2,0.1,0.4
516,James White,16,0.9,2.0,0.3,0.1,0.8,0.5,0.2,0.1,0.3,0.8
501,Jan Veselý,4,1.1,2.2,0.8,0.8,1.5,0.5,0.3,0.3,0.5,2.1
286,Jannero Pargo,0,2.4,6.6,0.4,0.3,0.8,2.1,0.6,0.1,1.3,1.3
528,Jared Cunningham,0,0.8,1.8,0.3,0.1,0.3,0.1,0.1,0.0,0.3,0.4
142,Jared Dudley,50,4.0,8.5,2.1,1.0,2.1,2.6,0.9,0.1,1.3,1.6
560,Jared Jeffries,0,0.4,1.4,0.6,0.7,0.9,0.4,0.2,0.2,0.4,1.5
313,Jared Sullinger,5,2.5,5.0,1.4,2.0,3.8,0.8,0.5,0.5,0.6,3.4
99,Jarrett Jack,4,4.9,10.8,2.5,0.3,2.8,5.6,0.8,0.1,2.0,1.7
588,Jarvis Varnado,0,0.2,0.5,0.3,0.2,0.5,0.2,0.1,0.2,0.5,0.8
563,Jason Collins,9,0.2,0.8,0.8,0.6,1.0,0.2,0.3,0.3,0.5,2.2
311,Jason Kidd,48,2.0,5.4,0.6,0.7,3.6,3.3,1.6,0.3,1.0,1.6
270,Jason Maxiell,71,2.8,6.3,2.0,1.9,3.8,0.8,0.4,1.3,1.1,2.4
157,Jason Richardson,33,4.1,10.2,1.0,0.6,3.3,1.5,1.2,0.5,0.8,1.7
220,Jason Smith,0,3.3,6.7,2.0,1.3,2.4,0.7,0.3,0.9,1.1,2.4
173,Jason Terry,24,3.6,8.2,1.7,0.2,1.8,2.5,0.8,0.1,1.3,1.4
144,Jason Thompson,81,4.6,9.1,2.5,2.1,4.6,1.0,0.6,0.7,1.2,2.8
407,Jeff Adrien,5,1.4,3.2,1.9,1.3,2.5,0.7,0.3,0.5,0.6,1.5
421,Jeff Ayres,0,1.6,3.4,0.6,0.8,2.0,0.4,0.2,0.3,0.6,1.2
101,Jeff Green,17,4.6,10.0,3.3,0.7,3.2,1.6,0.7,0.8,1.6,2.2
305,Jeff Taylor,29,2.2,5.2,1.3,0.7,1.3,0.8,0.6,0.2,0.6,1.8
68,Jeff Teague,78,5.5,12.2,2.8,0.3,1.9,7.2,1.5,0.4,2.9,2.3
529,Jeremy Evans,0,0.7,1.2,0.9,0.7,0.9,0.3,0.2,0.4,0.2,0.8
463,Jeremy Lamb,0,1.0,3.0,0.6,0.2,0.6,0.2,0.1,0.1,0.3,0.6
90,Jeremy Lin,82,4.8,10.9,3.4,0.4,2.6,6.1,1.6,0.4,2.9,2.5
271,Jeremy Pargo,11,2.5,6.4,1.6,0.2,1.1,2.4,0.3,0.1,1.3,1.2
567,Jeremy Tyler,0,0.4,1.1,0.3,0.3,0.7,0.0,0.0,0.1,0.3,0.5
214,Jermaine O'Neal,4,3.3,6.7,2.1,1.5,3.8,0.8,0.3,1.4,1.3,2.3
365,Jerry Stackhouse,0,1.8,4.6,0.6,0.1,0.8,0.9,0.2,0.1,0.6,0.8
201,Jerryd Bayless,4,3.3,7.8,1.5,0.3,1.9,3.3,0.7,0.2,1.5,2.1
254,Jimmer Fredette,0,2.5,5.9,1.4,0.3,0.8,1.3,0.4,0.0,1.0,0.9
204,Jimmy Butler,20,2.9,6.2,2.8,1.7,2.3,1.4,1.0,0.4,0.8,1.2
117,Joakim Noah,64,4.6,9.5,3.6,3.9,7.2,4.0,1.2,2.1,2.7,2.8
228,Jodie Meeks,10,2.6,6.8,1.2,0.5,1.7,0.9,0.7,0.1,0.7,1.3
47,Joe Johnson,72,6.2,14.6,2.2,0.7,2.3,3.5,0.7,0.2,1.7,1.4
551,Joel Anthony,3,0.6,1.1,0.5,0.7,1.1,0.2,0.2,0.7,0.4,0.8
492,Joel Freeland,1,1.1,2.8,0.5,0.8,1.5,0.3,0.3,0.2,0.4,1.3
593,Joel Przybilla,1,0.1,0.3,0.2,0.4,1.3,0.3,0.1,0.2,0.3,0.8
439,Johan Petro,8,1.5,3.5,0.4,1.1,2.5,0.5,0.3,0.3,0.8,1.5
310,John Henson,9,2.6,5.3,1.7,1.8,2.9,0.5,0.3,0.7,0.7,1.3
303,John Jenkins,2,2.1,4.8,1.1,0.3,1.3,0.9,0.2,0.2,0.7,0.6
344,John Lucas III,0,2.0,5.3,0.4,0.1,0.9,1.7,0.4,0.0,0.4,0.8
197,John Salmons,72,3.2,8.1,1.4,0.4,2.3,3.0,0.7,0.3,1.1,1.9
17,John Wall,42,6.6,15.0,6.2,0.7,3.3,7.6,1.3,0.8,3.2,2.4
519,Jon Leuer,0,0.9,1.9,0.5,0.5,0.9,0.3,0.2,0.0,0.3,0.8
241,Jonas Jerebko,2,2.9,6.4,1.8,1.4,2.4,0.9,0.8,0.2,0.9,1.8
195,Jonas Valančiūnas,57,3.3,5.9,3.0,2.0,4.0,0.7,0.3,1.3,1.5,3.0
120,Jordan Crawford,14,4.3,10.4,2.3,0.6,2.4,3.2,0.6,0.1,2.0,1.5
350,Jordan Hamilton,1,2.1,5.0,0.7,0.8,1.6,0.6,0.4,0.2,0.5,0.6
279,Jordan Hill,1,2.7,5.3,2.1,2.8,2.9,0.4,0.3,0.7,0.9,1.9
546,Josh Akognon,0,0.7,1.3,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0
570,Josh Childress,0,0.4,1.5,0.1,0.4,0.6,0.4,0.1,0.1,0.0,0.2
547,Josh Harrellson,0,0.7,1.5,0.3,0.5,0.7,0.0,0.2,0.2,0.5,0.7
280,Josh Howard,4,2.8,7.0,1.1,0.8,2.5,0.4,0.9,0.3,0.9,1.6
306,Josh McRoberts,22,2.3,5.1,1.3,1.4,3.5,2.1,0.5,0.4,1.0,2.0
531,Josh Selby,0,0.6,2.2,1.1,0.0,0.5,0.4,0.2,0.0,0.7,0.7
31,Josh Smith,76,7.2,15.6,4.2,1.8,6.7,4.2,1.2,1.8,3.0,2.3
129,José Calderón,58,4.3,8.7,1.1,0.3,2.1,7.1,0.8,0.1,1.7,1.4
28,Jrue Holiday,78,7.1,16.5,3.1,1.1,3.1,8.0,1.6,0.4,3.7,2.2
544,Julyan Stone,0,0.5,0.5,1.0,0.5,0.3,0.5,0.3,0.0,0.5,1.0
595,Justin Dentmon,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Justin Holiday,0,1.8,5.3,0.9,0.0,1.6,1.7,0.3,0.7,1.0,0.8
467,Juwan Howard,2,1.4,2.7,0.1,0.0,1.1,0.9,0.0,0.0,0.6,1.3
116,Kawhi Leonard,57,4.5,9.1,2.2,1.1,4.9,1.6,1.7,0.6,1.1,1.7
394,Keith Bogans,23,1.5,3.8,0.2,0.2,1.4,1.0,0.4,0.1,0.7,1.5
29,Kemba Walker,82,6.4,15.2,4.5,0.7,2.7,5.7,2.0,0.4,2.4,1.9
469,Kendall Marshall,3,1.2,3.1,0.3,0.1,0.8,3.0,0.5,0.1,1.2,1.0
396,Kendrick Perkins,78,1.8,4.0,0.9,1.4,4.6,1.4,0.6,1.1,1.4,2.9
124,Kenneth Faried,80,4.8,8.6,3.3,3.3,5.9,1.0,1.0,1.0,1.4,2.9
527,Kent Bazemore,0,0.7,1.9,0.7,0.1,0.3,0.4,0.3,0.1,0.3,0.4
256,Kenyon Martin,11,3.1,5.2,2.2,1.9,3.4,0.4,0.9,0.9,0.9,3.6
1,Kevin Durant,81,9.0,17.7,9.3,0.6,7.3,4.6,1.4,1.3,3.5,1.8
