,Player,Fouls Drawn - Shoot
289,James Lang,2
391,James Posey,29
441,James Singleton,7
511,James White,7
374,Jannero Pargo,40
253,Jared Jeffries,37
411,Jared Reiner,5
234,Jarrett Jack,78
93,Jarron Collins,31
200,Jarvis Hayes,34
94,Jason Collins,43
194,Jason Hart,13
277,Jason Kapono,13
279,Jason Kidd,71
313,Jason Maxiell,69
412,Jason Richardson,67
469,Jason Terry,81
522,Jason Williams,29
151,Jeff Foster,52
320,Jeff McInnis,13
413,Jeremy Richardson,0
360,Jermaine O'Neal,197
243,Jerome James,7
457,Jerry Stackhouse,75
260,Joe Johnson,103
446,Joe Smith,65
400,Joel Przybilla,12
174,Joey Graham,61
385,Johan Petro,35
295,John Lucas III,7
433,John Salmons,86
144,Jordan Farmar,14
158,Jorge Garbajosa,23
53,Josh Boone,50
90,Josh Childress,101
217,Josh Howard,142
394,Josh Powell,16
449,Josh Smith,185
79,José Calderón,52
123,Juan Dixon,44
210,Julius Hodge,0
274,Jumaine Jones,2
190,Junior Harrington,18
410,Justin Reed,13
523,Justin Williams,30
218,Juwan Howard,80
50,Keith Bogans,23
322,Keith McLeod,26
23,Kelenna Azubuike,38
87,Kelvin Cato,4
383,Kendrick Perkins,51
472,Kenny Thomas,36
309,Kenyon Martin,7
160,Kevin Garnett,195
310,Kevin Martin,225
366,Kevin Ollie,21
532,Kevin Willis,1
389,Kevinn Pinkney,5
127,Keyon Dooling,52
207,Kirk Hinrich,93
453,Kirk Snyder,36
72,Kobe Bryant,297
221,Kris Humphries,40
473,Kurt Thomas,31
69,Kwame Brown,64
285,Kyle Korver,53
294,Kyle Lowry,10
3,LaMarcus Aldridge,54
363,Lamar Odom,118
220,Larry Hughes,147
419,Lawrence Roberts,60
244,LeBron James,313
26,Leandro Barbosa,107
393,Leon Powe,70
282,Linas Kleiza,61
222,Lindsey Hunter,12
261,Linton Johnson,13
537,Lorenzen Wright,15
8,Lou Amundson,4
524,Lou Williams,42
236,Luke Jackson,4
417,Luke Ridnour,55
436,Luke Schenscher,4
500,Luke Walton,57
114,Luol Deng,160
202,Luther Head,35
180,Lynn Greer,15
34,Maceo Baston,21
4,Malik Allen,16
429,Malik Rose,20
168,Manu Ginóbili,149
239,Marc Jackson,52
25,Marcus Banks,28
80,Marcus Camby,100
489,Marcus Vinicius,3
525,Marcus Williams,43
95,Mardy Collins,31
49,Mark Blount,100
297,Mark Madsen,7
247,Marko Jarić,39
107,Marquis Daniels,33
506,Martell Webster,46
526,Marvin Williams,109
29,Matt Barnes,56
52,Matt Bonner,14
83,Matt Carroll,61
155,Matt Freije,2
186,Matt Harpring,112
2,Maurice Ager,12
140,Maurice Evans,62
467,Maurice Taylor,4
365,Mehmet Okur,156
137,Melvin Ely,16
533,Metta World Peace,186
126,Michael Doleac,13
147,Michael Finley,26
367,Michael Olowokandi,2
408,Michael Redd,167
432,Michael Ruffin,6
165,Mickaël Gelabale,36
388,Mickaël Piétrus,98
40,Mike Bibby,102
131,Mike Dunleavy,97
184,Mike Hall,0
245,Mike James,65
334,Mike Miller,75
463,Mike Sweetney,34
514,Mike Wilks,15
339,Mikki Moore,103
226,Mile Ilić,0
527,Mo Williams,58
135,Monta Ellis,155
384,Morris Peterson,60
438,Mouhamed Sene,7
424,Nate Robinson,58
338,Nazr Mohammed,40
286,Nenad Krstić,53
205,Nenê,124
96,Nick Collison,94
179,Orien Greene,11
191,Othella Harrington,7
70,P.J. Brown,55
481,P.J. Tucker,7
455,Pape Sow,4
74,Pat Burke,8
161,Pat Garrity,7
359,Patrick O'Bryant,8
163,Pau Gasol,185
110,Paul Davis,6
335,Paul Millsap,90
387,Paul Pierce,143
459,Peja Stojaković,15
22,Player,Shoot
326,Pops Mensah-Bonsu,3
64,Primož Brezec,27
416,Quentin Richardson,46
128,Quincy Douby,6
430,Quinton Ross,37
288,Raef LaFrentz,13
14,Rafael Araújo,11
7,Rafer Alston,44
39,Raja Bell,62
426,Rajon Rondo,70
340,Randolph Morris,2
152,Randy Foye,76
292,Randy Livingston,0
315,Rashad McCants,22
291,Rashard Lewis,112
499,Rasheed Wallace,65
352,Rasho Nesterović,26
77,Rasual Butler,38
306,Rawle Marshall,16
5,Ray Allen,116
146,Raymond Felton,98
142,Reggie Evans,71
24,Renaldo Balkman,41
300,Renaldo Major,0
185,Richard Hamilton,132
252,Richard Jefferson,137
111,Ricky Davis,113
209,Robert Hite,5
214,Robert Horry,17
82,Rodney Carney,41
312,Roger Mason,6
397,Roger Powell,1
134,Ronald Dupree,3
346,Ronald Murray,51
63,Ronnie Brewer,41
398,Ronnie Price,23
482,Ronny Turiaf,55
232,Royal Ivey,10
378,Ruben Patterson,185
164,Rudy Gay,93
171,Ryan Gomes,110
213,Ryan Hollins,15
461,Salim Stoudamire,22
86,Sam Cassell,62
104,Samuel Dalembert,113
381,Sasha Pavlović,58
491,Sasha Vujačić,16
390,Scot Pollard,1
371,Scott Padgett,5
304,Sean Marks,1
314,Sean May,53
468,Sebastian Telfair,43
425,Sergio Rodríguez,7
528,Shammond Williams,2
37,Shane Battier,40
71,Shannon Brown,8
361,Shaquille O'Neal,141
0,Shareef Abdur-Rahim,110
293,Shaun Livingston,49
404,Shavlik Randolph,12
302,Shawn Marion,105
529,Shawne Williams,10
530,Shelden Williams,68
376,Smush Parker,80
275,Solomon Jones,35
92,Speedy Claxton,22
325,Stanislav Medvedenko,7
175,Stephen Graham,4
240,Stephen Jackson,120
301,Stephon Marbury,181
44,Steve Blake,13
154,Steve Francis,96
350,Steve Nash,59
357,Steve Novak,1
223,Steven Hunter,74
451,Steven Smith,1
464,Stromile Swift,59
149,T.J. Ford,108
280,Tarence Kinsey,42
399,Tayshaun Prince,98
437,Thabo Sefolosha,19
406,Theo Ratliff,1
130,Tim Duncan,275
474,Tim Thomas,62
6,Tony Allen,61
36,Tony Battie,33
377,Tony Parker,153
319,Tracy McGrady,220
118,Travis Diener,2
369,Travis Outlaw,82
198,Trenton Hassell,36
16,Trevor Ariza,84
219,Troy Hudson,4
343,Troy Murphy,61
296,Tyronn Lue,44
475,Tyrus Thomas,76
88,Tyson Chandler,89
197,Udonis Haslem,88
443,Uroš Slokar,5
456,Vassilis Spanoulis,17
278,Viktor Khryapa,8
85,Vince Carter,221
392,Vitaly Potapenko,0
403,Vladimir Radmanović,30
493,Von Wafer,0
465,Wally Szczerbiak,42
204,Walter Herrmann,15
439,Wayne Simien,4
47,Will Blalock,3
97,Will Conroy,1
178,Willie Green,50
116,Yakhouba Diawara,28
336,Yao Ming,181
284,Yaroslav Korolev,0
405,Zach Randolph,201
370,Zaza Pachulia,176
225,Zydrunas Ilgauskas,84
248,Šarūnas Jasikevičius,23
