,Player,Fouls Drawn - Shoot
321,Aaron McKie,0
515,Aaron Williams,10
341,Adam Morrison,57
153,Adonal Foyle,8
181,Adrian Griffin,7
187,Al Harrington,99
251,Al Jefferson,153
11,Alan Anderson,11
203,Alan Henderson,24
254,Alexander Johnson,52
407,Allan Ray,27
229,Allen Iverson,260
342,Alonzo Mourning,146
516,Alvin Williams,0
462,Amar'e Stoudemire,312
255,Amir Johnson,6
486,Anderson Varejão,111
48,Andray Blatche,21
30,Andre Barrett,0
65,Andre Brown,9
224,Andre Iguodala,226
329,Andre Miller,105
28,Andrea Bargnani,64
170,Andreas Glyniadakis,1
281,Andrei Kirilenko,101
51,Andrew Bogut,88
78,Andrew Bynum,99
41,Andris Biedriņš,75
354,Andrés Nocioni,54
246,Antawn Jamison,128
84,Anthony Carter,0
256,Anthony Johnson,17
375,Anthony Parker,55
418,Anthony Roberson,0
496,Antoine Walker,42
534,Antoine Wright,36
106,Antonio Daniels,109
317,Antonio McDyess,61
102,Austin Croshere,24
108,Baron Davis,151
173,Ben Gordon,143
497,Ben Wallace,110
485,Beno Udrih,18
420,Bernard Robinson,11
368,Bo Outlaw,7
235,Bobby Jackson,73
263,Bobby Jones,15
507,Bonzi Wells,45
115,Boris Diaw,54
348,Boštjan Nachbar,70
535,Bracey Wright,9
332,Brad Miller,62
33,Brandon Bass,7
431,Brandon Roy,93
201,Brendan Haywood,101
32,Brent Barry,35
283,Brevin Knight,46
81,Brian Cardinal,8
100,Brian Cook,20
435,Brian Scalabrine,12
442,Brian Skinner,42
57,Bruce Bowen,31
327,C.J. Miles,9
54,Calvin Booth,3
19,Carlos Arroyo,72
55,Carlos Boozer,183
113,Carlos Delfino,39
13,Carmelo Anthony,209
75,Caron Butler,125
61,Cedric Bozeman,1
440,Cedric Simmons,13
156,Channing Frye,41
38,Charlie Bell,78
488,Charlie Villanueva,40
42,Chauncey Billups,130
56,Chris Bosh,263
129,Chris Duhon,34
276,Chris Kaman,106
316,Chris McCray,0
380,Chris Paul,103
401,Chris Quinn,11
503,Chris Webber,78
512,Chris Wilcox,183
199,Chuck Hayes,37
20,Chucky Atkins,84
423,Clifford Robinson,8
298,Corey Maggette,257
531,Corliss Williamson,97
444,Craig Smith,96
337,Cuttino Mobley,77
227,D.J. Mbenga,3
264,Dahntay Jones,86
495,Dajuan Wagner,1
109,Dale Davis,14
513,Damien Wilkins,70
303,Damir Markota,5
265,Damon Jones,8
460,Damon Stoudamire,15
117,Dan Dickau,13
157,Dan Gadzuric,42
143,Daniel Ewing,15
167,Daniel Gibson,18
150,Danny Fortson,8
176,Danny Granger,108
454,Darius Songaila,17
328,Darko Miličić,89
17,Darrell Armstrong,19
307,Darrick Martin,6
193,David Harrison,13
290,David Lee,88
355,David Noel,14
508,David Wesley,9
509,David West,85
122,DeSagana Diop,39
458,DeShawn Stevenson,99
66,Dee Brown,10
510,Delonte West,71
259,DerMarr Johnson,10
12,Derek Anderson,34
148,Derek Fisher,88
518,Deron Williams,110
145,Desmon Farmer,1
311,Desmond Mason,150
166,Devean George,23
67,Devin Brown,73
192,Devin Harris,121
476,Dijon Thompson,4
347,Dikembe Mutombo,34
358,Dirk Nowitzki,204
466,Donell Taylor,8
305,Donyell Marshall,31
536,Dorell Wright,40
91,Doug Christie,2
172,Drew Gooden,92
266,Dwayne Jones,2
216,Dwight Howard,294
492,Dwyane Wade,230
31,Earl Barron,8
58,Earl Boykins,61
502,Earl Watson,56
182,Eddie Griffin,4
215,Eddie House,11
267,Eddie Jones,26
103,Eddy Curry,311
349,Eduardo Nájera,53
62,Elton Brand,218
364,Emeka Okafor,150
386,Eric Piatkowski,1
452,Eric Snow,52
519,Eric Williams,8
105,Erick Dampier,89
228,Ersan İlyasova,41
35,Esteban Batista,4
470,Etan Thomas,70
362,Fabricio Oberto,26
136,Francisco Elson,36
159,Francisco García,32
270,Fred Jones,51
382,Gary Payton,18
177,Gerald Green,79
498,Gerald Wallace,216
15,Gilbert Arenas,292
169,Gordan Giriček,22
206,Grant Hill,145
73,Greg Buckner,13
501,Hakim Warrick,185
1,Hassan Adams,16
483,Hedo Türkoğlu,88
18,Hilton Armstrong,38
119,Ike Diogu,65
484,Ime Udoka,35
353,Ira Newble,5
318,Ivan McFarlin,3
27,J.J. Barea,13
445,J.R. Smith,60
409,JJ Redick,18
76,Jackie Butler,5
487,Jacque Vaughn,19
478,Jake Tsakalidis,19
490,Jake Voskuhl,52
428,Jalen Rose,2
299,Jamaal Magloire,102
477,Jamaal Tinsley,83
101,Jamal Crawford,87
434,Jamal Sampson,7
351,Jameer Nelson,68
21,James Augustine,0
273,James Jones,35
