,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
419,A.J. Price,.494,.080,.092,.121,.201,.506,.212,.731,.000,.091
209,Aaron Gray,1.000,.578,.311,.099,.012,.000,.663,,.062,
224,Al Harrington,.608,.370,.088,.048,.102,.392,.586,.980,.035,.284
258,Al Horford,.990,.369,.243,.087,.291,.010,.579,,.117,.000
283,Al Jefferson,.996,.218,.364,.216,.199,.004,.522,1.000,.053,.000
10,Al-Farouq Aminu,.871,.389,.205,.077,.200,.129,.591,1.000,.110,.340
13,Alan Anderson,.570,.148,.106,.106,.211,.430,.452,.875,.028,.246
74,Alec Burks,.874,.364,.188,.062,.261,.126,.514,.867,.050,.267
194,Alonzo Gee,.751,.387,.171,.080,.114,.249,.470,.955,.100,.401
479,Amar'e Stoudemire,.968,.394,.205,.102,.266,.032,.611,.800,.142,.381
293,Amir Johnson,.985,.509,.188,.050,.238,.015,.696,.500,.162,.600
516,Anderson Varejão,.982,.613,.194,.117,.059,.018,.719,,.050,.000
52,Andray Blatche,.971,.273,.171,.139,.388,.029,.505,1.000,.041,.143
151,Andre Emmett,.857,.571,.143,.000,.143,.143,.500,,.143,1.000
270,Andre Iguodala,.695,.229,.074,.084,.307,.305,.412,.750,.111,.187
368,Andre Miller,.850,.351,.230,.149,.120,.150,.263,.833,.000,.229
32,Andrea Bargnani,.762,.178,.143,.140,.302,.238,.646,.941,.037,.017
55,Andrew Bogut,.993,.324,.522,.096,.051,.007,.590,,.074,.000
79,Andrew Bynum,.994,.476,.435,.068,.015,.006,.675,1.000,.176,.200
207,Andrew Goudelock,.569,.017,.161,.126,.264,.431,.325,.821,.000,.120
47,Andris Biedriņš,1.000,.594,.359,.047,.000,.000,.769,,.203,
392,Andrés Nocioni,.700,.100,.250,.250,.100,.300,1.000,1.000,.000,.167
282,Antawn Jamison,.744,.230,.229,.068,.217,.256,.724,.978,.002,.150
91,Anthony Carter,.679,.151,.075,.113,.340,.321,.333,.600,.000,.059
382,Anthony Morrow,.565,.053,.081,.152,.280,.435,.657,.953,.002,.423
406,Anthony Parker,.577,.055,.064,.144,.313,.423,.516,.980,.003,.377
425,Anthony Randolph,.995,.460,.165,.135,.235,.005,.691,,.110,1.000
501,Anthony Tolliver,.445,.269,.049,.044,.082,.555,.717,1.000,.077,.416
294,Armon Johnson,.930,.419,.279,.140,.093,.070,.316,.000,.023,.000
1,Arron Afflalo,.684,.272,.142,.107,.163,.316,.689,.966,.009,.493
123,Austin Daye,.727,.137,.106,.145,.339,.273,.567,1.000,.000,.226
62,Avery Bradley,.866,.410,.087,.057,.311,.134,.629,1.000,.045,.648
118,Baron Davis,.538,.163,.141,.120,.114,.462,.071,.731,.000,.094
204,Ben Gordon,.723,.128,.109,.081,.404,.277,.485,.714,.000,.231
513,Ben Uzoh,.990,.424,.323,.061,.182,.010,.343,,.051,.000
527,Ben Wallace,.953,.558,.209,.116,.070,.047,.545,1.000,.058,.250
512,Beno Udrih,.822,.202,.096,.229,.295,.178,.527,.941,.000,.339
49,Bismack Biyombo,1.000,.500,.356,.115,.029,.000,.698,,.162,
2,Blake Ahearn,.357,.000,.000,.214,.143,.643,.500,.500,.000,.556
215,Blake Griffin,.984,.436,.266,.059,.223,.016,.626,1.000,.209,.188
453,Bobby Simmons,.333,.111,.044,.033,.144,.667,.750,1.000,.011,.717
130,Boris Diaw,.718,.319,.160,.063,.177,.282,.624,.935,.006,.030
369,Brad Miller,.444,.074,.111,.111,.148,.556,.500,1.000,.000,.067
564,Brandan Wright,.996,.584,.322,.077,.013,.004,.799,,.270,.000
35,Brandon Bass,1.000,.237,.100,.256,.407,.000,.772,,.089,
290,Brandon Jennings,.654,.262,.167,.084,.141,.346,.326,.550,.008,.152
322,Brandon Knight,.641,.261,.153,.068,.159,.359,.313,.819,.009,.112
437,Brandon Rush,.533,.252,.090,.028,.164,.467,.581,.949,.064,.443
235,Brendan Haywood,1.000,.592,.316,.092,.000,.000,.644,,.197,
85,Brian Cardinal,.109,.055,.000,.000,.055,.891,1.000,1.000,.000,.571
104,Brian Cook,.490,.163,.051,.061,.214,.510,.857,1.000,.020,.020
442,Brian Scalabrine,.767,.233,.233,.033,.267,.233,.692,1.000,.000,.429
456,Brian Skinner,1.000,.000,1.000,.000,.000,.000,,,.000,
338,Brook Lopez,1.000,.260,.468,.117,.156,.000,.553,,.039,
384,Byron Mullens,.914,.306,.083,.086,.438,.086,.736,.667,.102,.059
366,C.J. Miles,.677,.234,.198,.058,.187,.323,.466,.870,.075,.207
536,C.J. Watson,.604,.151,.105,.048,.300,.396,.280,.691,.000,.179
325,Carl Landry,.992,.343,.279,.207,.160,.008,.495,,.091,.000
297,Carldell Johnson,.571,.171,.229,.086,.086,.429,.286,1.000,.000,.000
58,Carlos Boozer,.999,.296,.166,.259,.278,.001,.725,,.037,.000
124,Carlos Delfino,.472,.214,.060,.044,.155,.528,.448,.919,.020,.364
16,Carmelo Anthony,.802,.294,.101,.154,.253,.198,.324,.676,.028,.118
75,Caron Butler,.635,.146,.081,.092,.316,.365,.667,.946,.028,.354
349,Cartier Martin,.440,.134,.037,.075,.194,.560,.700,.966,.022,.360
408,Chandler Parsons,.676,.383,.138,.042,.113,.324,.479,.967,.073,.376
184,Channing Frye,.571,.131,.135,.049,.256,.429,.598,.967,.044,.087
288,Charles Jenkins,.931,.216,.127,.058,.529,.069,.339,.667,.000,.150
519,Charlie Villanueva,.505,.253,.110,.077,.066,.495,.700,1.000,.022,.200
73,Chase Budinger,.535,.206,.134,.074,.121,.465,.650,.955,.042,.447
48,Chauncey Billups,.452,.101,.066,.053,.232,.548,.314,.771,.000,.168
12,Chris Andersen,1.000,.713,.074,.037,.176,.000,.644,,.231,
59,Chris Bosh,.957,.310,.180,.154,.314,.043,.640,1.000,.090,.457
140,Chris Duhon,.414,.187,.089,.020,.118,.586,.229,.720,.000,.193
298,Chris Johnson,1.000,.537,.268,.122,.073,.000,.600,,.146,
317,Chris Kaman,1.000,.263,.255,.315,.168,.000,.647,,.023,
410,Chris Paul,.761,.158,.225,.139,.238,.239,.107,.494,.002,.131
454,Chris Singleton,.593,.202,.093,.064,.234,.407,.569,.977,.054,.291
544,Chris Wilcox,1.000,.598,.234,.103,.065,.000,.766,,.243,
565,Chris Wright,1.000,.689,.178,.044,.089,.000,.739,,.333,
157,Christian Eyenga,.880,.320,.080,.120,.360,.120,.400,1.000,.120,.333
231,Chuck Hayes,.988,.471,.453,.059,.006,.012,.589,,.006,.000
4,Cole Aldrich,1.000,.548,.429,.024,.000,.000,.773,,.333,
65,Corey Brewer,.726,.441,.145,.056,.084,.274,.744,1.000,.095,.693
345,Corey Maggette,.823,.298,.099,.051,.375,.177,.678,1.000,.040,.288
242,Cory Higgins,.875,.281,.175,.156,.263,.125,.375,.750,.006,.250
315,Cory Joseph,.786,.214,.157,.043,.371,.214,.474,1.000,.014,.333
177,Courtney Fortson,.594,.281,.281,.000,.031,.406,.250,1.000,.000,.000
327,Courtney Lee,.626,.190,.121,.088,.228,.374,.427,.977,.029,.465
61,Craig Brackins,.727,.121,.061,.182,.364,.273,.667,1.000,.000,.222
461,Craig Smith,.991,.504,.419,.034,.034,.009,.492,,.017,.000
22,D.J. Augustin,.632,.294,.127,.064,.148,.368,.230,.623,.000,.134
319,D.J. Kennedy,.667,.083,.083,.000,.500,.333,1.000,1.000,.000,.250
542,D.J. White,.997,.238,.147,.170,.442,.003,.688,.000,.042,.000
481,DaJuan Summers,.754,.262,.046,.077,.369,.246,.826,.800,.046,.625
107,Daequan Cook,.230,.027,.027,.027,.149,.770,.633,.975,.003,.360
307,Dahntay Jones,.726,.285,.171,.096,.174,.274,.451,.970,.068,.727
545,Damien Wilkins,.881,.233,.150,.212,.285,.119,.594,.857,.067,.435
279,Damion James,.971,.171,.343,.143,.314,.029,.769,,.029,.000
185,Dan Gadzuric,1.000,1.000,.000,.000,.000,.000,,,.000,
196,Daniel Gibson,.440,.101,.089,.032,.218,.560,.625,.855,.000,.237
399,Daniel Orton,.967,.800,.133,.033,.000,.033,.706,,.267,.000
187,Danilo Gallinari,.607,.318,.084,.030,.176,.393,.496,.883,.071,.191
208,Danny Granger,.657,.192,.152,.140,.172,.343,.399,.951,.004,.226
210,Danny Green,.509,.235,.119,.059,.096,.491,.578,.951,.027,.389
111,Dante Cunningham,.993,.380,.111,.151,.351,.007,.715,,.079,.000
252,Darington Hobson,.538,.154,.154,.077,.154,.462,.500,,.000,.000
378,Darius Morris,.786,.238,.262,.119,.167,.214,.214,.750,.000,.111
367,Darko Miličić,1.000,.469,.492,.038,.000,.000,.644,,.077,
101,Darren Collison,.820,.260,.143,.136,.281,.180,.281,.765,.008,.362
535,Darryl Watkins,1.000,.357,.214,.214,.214,.000,.571,,.071,
328,David Lee,.995,.382,.317,.110,.187,.005,.623,,.074,.000
539,David West,.987,.223,.335,.201,.228,.013,.536,1.000,.021,.333
313,DeAndre Jordan,.997,.788,.181,.018,.009,.003,.660,,.521,1.000
334,DeAndre Liggins,.840,.520,.240,.040,.040,.160,1.000,,.120,.000
50,DeJuan Blair,.998,.516,.375,.091,.016,.002,.747,,.016,.000
129,DeMar DeRozan,.898,.248,.142,.179,.329,.102,.630,.792,.043,.272
108,DeMarcus Cousins,.986,.422,.285,.071,.207,.014,.466,1.000,.080,.286
86,DeMarre Carroll,.819,.238,.190,.048,.343,.181,.583,1.000,.029,.474
134,DeSagana Diop,1.000,.310,.190,.286,.214,.000,.800,,.048,
476,DeShawn Stevenson,.157,.041,.012,.017,.087,.843,.250,.902,.000,.359
540,Delonte West,.789,.244,.092,.153,.300,.211,.201,.741,.033,.303
259,Dennis Horner,.750,.000,.250,.250,.250,.250,1.000,,.000,1.000
168,Derek Fisher,.687,.121,.106,.078,.382,.313,.500,.886,.000,.376
546,Deron Williams,.644,.198,.122,.101,.224,.356,.301,.557,.015,.135
69,Derrick Brown,.941,.499,.095,.103,.244,.059,.621,.833,.144,.792
78,Derrick Byars,.455,.364,.091,.000,.000,.545,.667,,.000,.333
163,Derrick Favors,1.000,.539,.288,.115,.058,.000,.572,,.164,
