,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Anderson Varejao,GSW,53,41,12,9.4,2.6,17.3,9.9,0.5,1.67,0.55,0.15,2.2,0.6,1.9,0.276,0.194,0.525,0.4,0.1,0.1,57.1,0.1,0.1,75.0,47.8,0.2,34.8,0.0,0.0,0.1,17.4,0.0,8.7,0.2,57.1,0.6,37.8,0.1,22.2,1.0,42.0,0.1,25.0,0.6,45.5,42.7,0.8,0.5,56.8,2.0,41.1,0.1,42.5,5.9,2.4,0.7,29.8,3.7,64.6,0.3,69.8,4.1,0.3,0.2,1.2,1.7,66.3
11,Andre Iguodala,GSW,65,59,6,26.6,7.0,41.5,25.6,2.0,2.91,1.98,0.169,0.8,0.6,1.8,0.308,0.359,0.735,1.7,0.3,0.5,54.3,0.1,0.2,70.0,41.6,0.8,43.4,0.2,14.2,0.1,5.3,0.1,4.4,0.7,54.3,2.4,38.6,1.0,33.0,1.3,68.4,0.2,41.2,0.2,63.6,55.2,0.8,0.4,48.1,1.9,43.0,0.0,43.7,12.1,3.3,0.7,19.4,5.4,62.2,0.4,67.0,8.4,1.1,0.3,1.2,1.6,70.1
12,Andrea Bargnani,BKN,46,11,35,13.8,6.6,22.9,12.8,0.6,1.52,0.35,0.288,1.8,0.5,1.3,0.878,0.25,0.879,1.0,0.3,0.6,44.8,0.2,0.3,78.6,86.4,0.1,11.4,0.0,2.3,0.0,4.5,0.2,15.9,0.8,44.8,3.2,43.2,1.1,56.5,1.1,52.3,0.1,16.7,1.6,61.5,46.1,0.8,0.4,57.1,1.5,50.9,0.0,50.9,7.2,1.9,0.6,31.9,3.6,51.1,0.2,53.5,5.7,0.1,0.2,1.4,1.8,74.1
13,Andrew Nicholson,ORL,55,22,33,14.9,7.0,21.6,12.7,0.7,1.95,0.67,0.324,0.3,3.4,1.5,0.25,0.663,0.863,1.1,0.3,0.5,63.3,0.2,0.3,68.8,85.2,0.2,18.0,0.1,4.9,0.2,14.8,0.1,13.1,0.9,63.3,2.4,37.3,0.4,45.5,1.3,54.9,2.3,50.9,0.1,40.0,54.1,0.7,0.3,41.2,1.7,39.5,0.1,41.5,8.3,3.3,1.2,35.9,4.9,66.5,0.2,69.9,4.1,0.2,0.4,1.3,2.1,62.7
14,Andrew Wiggins,MIN,81,29,52,35.1,20.7,46.8,39.3,2.1,2.74,1.81,0.442,2.7,3.9,3.4,0.722,0.695,0.971,7.5,1.7,3.5,49.1,1.6,2.0,80.4,69.0,1.9,25.6,0.4,5.3,0.6,7.9,1.0,13.1,5.2,49.1,2.4,35.2,4.1,35.0,3.3,58.4,2.7,46.1,1.9,55.2,48.1,1.4,0.8,57.1,4.5,31.4,0.2,32.6,8.0,2.5,0.7,28.5,4.6,53.4,0.2,55.7,8.3,1.0,0.6,2.0,2.9,69.7
15,Anthony Bennett,TOR,19,12,7,4.4,1.5,9.2,4.6,0.2,1.28,0.31,0.161,0.2,0.1,0.5,0.5,0.0,1.333,0.3,0.1,0.2,33.3,0.0,0.0,0.0,40.0,0.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.5,23.1,0.0,0.0,0.6,66.7,0.0,0.0,0.1,50.0,35.2,0.5,0.4,83.3,1.3,40.0,0.0,40.0,5.6,1.4,0.3,23.5,1.5,94.4,0.1,100.0,5.2,0.3,0.0,0.3,0.3,100.0
16,Anthony Brown,LAL,29,4,25,20.6,4.0,21.2,16.6,0.7,2.01,0.91,0.187,0.3,0.1,0.3,0.222,0.0,0.222,1.1,0.1,0.5,28.6,0.2,0.3,87.5,51.6,0.3,32.3,0.0,3.2,0.1,6.5,0.1,12.9,0.6,28.6,2.2,28.2,0.7,38.5,0.1,0.0,0.0,0.0,0.1,33.3,38.9,0.4,0.1,22.2,1.8,20.9,0.1,22.5,17.5,2.5,0.6,23.0,4.7,54.5,0.4,59.2,7.2,0.5,0.2,1.3,1.7,76.0
17,Anthony Davis,NOP,61,24,37,35.5,24.3,68.3,44.0,2.1,1.86,0.73,0.356,6.3,7.0,7.3,0.6,0.508,1.07,2.6,0.7,1.6,44.0,0.4,0.5,81.3,76.3,0.5,18.6,0.0,1.9,0.1,3.2,0.3,10.9,2.0,44.0,5.4,42.1,2.8,37.9,7.8,68.7,3.6,37.0,3.8,50.3,50.8,2.1,1.4,66.9,4.1,52.0,0.1,52.8,6.7,8.1,2.6,32.4,10.9,74.5,0.6,78.5,4.9,1.3,2.0,2.7,4.6,59.9
18,Anthony Tolliver,DET,72,36,36,18.6,5.3,29.7,15.2,0.7,1.34,0.29,0.179,1.6,0.0,0.9,0.122,0.0,0.419,0.5,0.1,0.2,57.1,0.1,0.1,83.3,53.8,0.2,38.5,0.0,7.7,0.1,10.3,0.0,7.7,0.3,57.1,4.3,36.5,0.0,11.1,0.4,66.7,0.0,0.0,0.2,57.1,53.3,0.6,0.2,25.6,1.5,39.8,0.0,41.1,13.3,2.9,0.8,26.3,5.0,58.1,0.5,65.1,5.9,0.4,0.2,1.1,1.8,60.2
19,Aron Baynes,DET,81,43,38,15.2,6.3,17.1,13.0,0.4,1.53,0.36,0.371,3.8,1.4,5.5,0.31,0.59,0.796,0.1,0.0,0.0,100.0,0.0,0.0,50.0,83.3,0.0,0.0,0.0,16.7,0.0,33.3,0.0,16.7,0.1,100.0,0.9,39.8,0.1,50.0,4.3,53.6,0.9,41.7,1.2,46.7,50.5,1.8,1.3,69.3,4.4,41.5,0.1,42.0,5.4,3.2,1.3,39.8,5.4,58.8,0.5,65.1,4.7,0.3,0.6,1.9,3.2,57.3
20,Axel Toupane,DEN,21,9,12,14.5,3.6,14.2,9.0,0.4,1.79,0.81,0.255,0.3,0.0,1.0,0.0,0.0,0.591,0.3,0.0,0.0,0.0,0.0,0.2,25.0,16.7,0.1,50.0,0.0,0.0,0.0,16.7,0.1,33.3,0.0,0.0,2.0,32.6,0.2,28.6,0.6,44.4,0.0,0.0,0.0,0.0,45.0,0.5,0.1,25.0,1.2,38.1,0.0,38.1,12.2,1.4,0.2,13.0,2.6,52.3,0.1,54.8,11.7,0.3,0.3,0.8,1.0,76.2
21,Bismack Biyombo,TOR,81,55,26,22.1,5.5,28.1,13.2,0.7,1.55,0.27,0.195,1.6,0.3,5.2,0.382,0.583,0.735,0.1,0.0,0.0,0.0,0.0,0.0,25.0,14.3,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.3,40.6,0.1,28.6,3.8,56.7,0.2,58.3,0.6,50.0,53.9,2.2,1.6,72.8,5.4,41.0,0.1,42.1,5.2,5.8,2.1,36.9,9.6,60.5,0.8,66.1,3.9,0.2,1.6,2.2,4.5,48.8
22,Blake Griffin,LAC,35,22,13,33.4,21.4,84.2,52.3,3.3,2.36,1.3,0.254,7.3,6.9,5.6,0.421,0.412,0.846,3.5,0.9,1.6,55.4,0.6,0.9,70.0,69.7,1.0,27.9,0.3,7.4,0.1,4.1,0.5,14.8,2.4,55.4,5.5,41.8,2.2,32.2,4.7,70.8,2.9,42.4,3.1,54.5,50.4,1.5,0.8,56.9,3.7,39.2,0.3,42.9,6.8,6.9,2.3,32.5,11.8,59.0,0.7,62.5,5.1,0.8,0.5,2.5,3.9,62.8
23,Bobby Portis,CHI,62,29,33,17.8,7.0,32.1,18.2,1.0,1.81,0.66,0.219,1.2,2.3,3.3,0.486,0.417,0.842,0.8,0.1,0.5,28.1,0.0,0.0,100.0,40.0,0.2,24.0,0.0,2.0,0.1,8.0,0.0,2.0,0.3,28.1,2.2,40.4,0.5,21.1,2.7,57.1,1.0,33.3,0.6,53.3,44.5,2.1,1.4,65.0,4.7,44.6,0.1,45.9,5.6,3.6,0.9,25.7,5.7,63.1,0.4,68.4,4.6,0.4,0.4,1.4,2.3,61.5
24,Bojan Bogdanovic,BKN,79,21,58,26.8,11.2,31.9,25.9,1.2,2.33,1.42,0.352,1.2,1.0,1.2,0.652,0.526,0.923,3.6,0.7,1.8,39.0,0.3,0.4,84.4,49.6,1.0,27.3,0.2,6.4,0.3,7.4,0.2,5.7,1.8,39.0,4.6,39.5,1.6,37.7,1.1,62.3,0.5,35.7,0.8,55.8,51.9,0.5,0.2,38.9,2.4,19.6,0.1,20.8,13.3,2.8,0.4,15.1,4.3,66.0,0.3,70.6,7.9,0.4,0.1,1.7,2.2,78.3
25,Boris Diaw,SAS,76,64,12,18.2,6.4,36.8,23.6,1.3,2.07,1.03,0.174,2.0,4.1,2.3,0.129,0.538,0.665,1.9,0.4,0.7,51.8,0.1,0.2,58.8,50.3,0.5,28.0,0.3,13.3,0.2,9.1,0.1,6.3,0.9,51.8,1.3,38.7,0.4,31.0,1.5,65.8,2.2,63.1,0.3,52.6,56.0,0.8,0.4,46.6,2.2,36.9,0.1,38.2,8.8,2.5,0.8,34.3,4.7,52.7,0.4,57.4,5.6,0.3,0.3,1.3,2.2,58.9
26,Brandan Wright,MEM,12,6,6,17.7,6.9,23.6,14.4,0.6,1.64,0.39,0.293,4.1,1.4,5.6,0.49,0.176,0.836,0.4,0.3,0.3,75.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.1,20.0,0.0,0.0,0.5,75.0,0.5,50.0,0.0,0.0,4.7,67.6,0.3,50.0,2.0,68.8,67.3,1.3,1.0,78.6,3.2,40.0,0.0,40.0,5.9,2.6,1.1,41.4,4.8,54.7,0.4,59.2,6.0,0.4,1.3,1.4,3.2,44.7
27,Branden Dawson,LAC,6,5,1,4.8,0.8,3.5,1.7,0.1,1.52,0.62,0.238,0.2,0.3,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,40.0,1.0,0.5,50.0,2.0,50.0,0.0,50.0,8.8,1.0,1.0,100.0,2.0,50.0,0.5,66.7,3.9,0.0,0.2,0.8,1.0,83.3
28,Brandon Bass,LAL,66,16,50,20.3,7.2,25.8,16.1,0.8,1.96,0.58,0.278,2.8,2.0,4.3,0.497,0.496,0.826,0.5,0.1,0.3,35.3,0.1,0.1,62.5,56.7,0.1,20.0,0.0,3.3,0.0,6.7,0.1,13.3,0.3,35.3,0.8,37.9,0.2,30.0,3.6,63.8,1.0,44.7,1.4,67.9,54.9,1.6,0.9,54.8,3.8,41.9,0.1,43.0,7.7,2.7,0.7,25.4,5.2,52.6,0.4,57.5,6.2,0.5,0.8,1.8,2.7,66.7
29,Brandon Rush,GSW,72,63,9,14.6,4.2,18.5,12.9,0.6,1.83,1.09,0.228,0.2,0.1,0.5,0.563,0.5,0.629,0.8,0.2,0.4,37.9,0.1,0.1,75.0,47.5,0.2,27.9,0.0,3.3,0.1,14.8,0.1,6.6,0.4,37.9,2.5,42.5,0.6,36.5,0.3,58.8,0.0,100.0,0.1,50.0,55.2,0.3,0.1,38.1,1.0,32.8,0.0,33.9,12.1,2.6,0.7,25.6,4.2,61.8,0.4,68.4,6.3,0.3,0.3,0.9,1.4,66.0
30,Bruno Caboclo,TOR,6,6,0,7.1,0.5,10.0,7.0,0.3,1.83,1.04,0.05,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,57.1,0.0,0.0,0.2,14.3,0.0,0.0,0.0,0.0,0.5,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.5,0.5,100.0,1.5,33.3,0.0,33.3,3.3,0.5,0.0,0.0,2.0,25.0,0.0,25.0,3.6,0.3,0.2,0.8,1.0,83.3
31,CJ Miles,IND,64,34,30,22.9,11.8,32.0,21.5,1.0,1.79,0.97,0.368,1.0,0.1,0.7,0.403,0.714,0.689,2.2,0.5,1.2,42.1,0.4,0.5,76.5,65.5,0.5,20.9,0.1,5.0,0.1,4.3,0.3,12.2,1.4,42.1,5.9,37.5,2.2,39.3,0.5,43.5,0.1,50.0,0.4,40.9,52.1,0.4,0.3,64.0,1.5,28.4,0.0,29.1,8.4,2.5,0.7,27.3,4.8,52.8,0.5,58.4,6.2,0.8,0.5,1.1,1.9,55.3
32,Cameron Bairstow,DET,18,4,14,5.7,1.9,11.1,6.3,0.3,1.47,0.47,0.171,0.8,0.5,0.6,0.5,0.556,0.4,0.5,0.1,0.3,40.0,0.2,0.2,100.0,88.9,0.1,11.1,0.0,0.0,0.1,11.1,0.1,22.2,0.4,40.0,0.7,33.3,0.0,0.0,0.2,20.0,0.3,33.3,0.4,42.9,33.8,0.3,0.2,75.0,1.8,16.0,0.0,16.0,2.4,1.7,0.4,25.0,2.7,63.2,0.1,64.9,6.3,0.1,0.2,0.2,0.5,33.3
33,Carl Landry,PHI,36,5,31,15.8,9.8,28.2,18.0,0.8,1.74,0.55,0.346,1.8,2.6,3.5,0.318,0.707,1.071,0.4,0.1,0.2,28.6,0.2,0.2,100.0,66.7,0.1,20.0,0.0,6.7,0.0,0.0,0.1,20.0,0.3,28.6,3.2,47.4,0.3,30.0,3.8,67.1,1.8,55.0,0.6,45.0,56.8,1.6,1.1,69.4,3.1,51.0,0.1,52.1,5.4,3.1,0.6,19.6,5.1,61.0,0.6,69.3,5.1,0.3,0.3,1.5,2.4,62.4
34,Carmelo Anthony,NYK,72,32,40,35.1,21.8,66.8,46.6,3.6,3.22,1.98,0.327,5.0,8.4,3.2,0.507,0.584,0.763,3.2,0.8,1.7,47.5,0.8,0.9,85.3,76.6,0.6,18.6,0.3,8.2,0.2,5.2,0.5,14.7,2.5,47.5,5.2,39.7,6.9,41.1,2.5,49.3,4.9,42.9,2.5,44.9,47.4,1.4,0.9,67.3,4.0,34.0,0.1,35.0,6.9,6.4,1.1,17.9,9.0,70.9,0.5,75.0,6.3,0.9,0.5,1.6,2.2,72.9
35,Caron Butler,SAC,16,2,14,10.5,3.9,16.0,10.3,0.5,1.71,0.64,0.246,0.1,1.0,0.2,0.0,0.688,1.333,0.4,0.1,0.3,40.0,0.0,0.0,0.0,66.7,0.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,40.0,1.8,35.1,1.3,55.6,0.3,50.0,0.7,55.6,0.0,0.0,44.9,0.6,0.2,40.0,1.0,55.6,0.0,55.6,17.4,1.9,0.3,17.6,3.8,50.0,0.3,54.8,7.2,0.5,0.1,0.6,0.9,64.3
36,Chandler Parsons,DAL,61,29,32,29.5,13.7,50.7,35.5,2.1,2.51,1.43,0.271,1.2,0.7,1.0,0.486,0.465,0.905,6.8,1.5,2.9,52.3,0.5,0.8,67.4,52.9,2.4,34.8,0.6,9.4,0.4,5.8,0.4,5.6,3.6,52.3,4.7,41.8,2.1,43.8,0.9,69.0,0.3,50.0,0.6,57.7,57.1,0.5,0.1,20.7,2.2,21.6,0.2,23.8,15.7,4.2,0.8,18.8,6.6,63.8,0.4,68.1,6.5,0.8,0.3,1.1,1.7,64.4
37,Channing Frye,CLE,69,35,34,17.1,6.1,29.8,16.9,0.7,1.39,0.27,0.206,0.7,0.6,1.1,0.122,0.762,0.74,0.4,0.0,0.2,27.3,0.0,0.1,50.0,28.6,0.2,42.9,0.0,7.1,0.0,3.6,0.0,7.1,0.1,27.3,4.3,39.8,0.3,40.9,0.8,57.9,0.5,56.0,0.1,42.9,57.0,0.5,0.3,52.9,1.0,54.0,0.0,54.8,9.7,3.0,0.9,29.0,5.3,56.4,0.4,60.9,4.4,0.4,0.3,1.6,2.5,63.5
38,Charlie Villanueva,DAL,62,29,33,10.7,5.1,18.6,11.4,0.4,1.37,0.51,0.276,0.4,0.5,0.6,0.87,0.643,1.128,1.5,0.4,1.0,42.4,0.0,0.0,100.0,55.3,0.3,20.2,0.1,5.3,0.1,8.5,0.0,1.1,0.8,42.4,2.1,26.7,0.5,44.4,0.7,71.4,0.3,42.1,0.3,75.0,45.4,0.5,0.4,70.8,1.5,34.8,0.1,36.9,8.3,2.7,0.5,19.7,4.0,67.9,0.2,71.8,5.1,0.3,0.2,0.8,1.2,64.4
39,Chase Budinger,PHX,66,29,37,14.1,4.1,17.5,13.2,0.6,1.98,0.92,0.235,0.5,0.1,1.2,0.294,0.4,1.064,1.1,0.2,0.5,39.4,0.3,0.3,77.3,59.7,0.3,26.4,0.0,4.2,0.1,5.6,0.2,15.3,0.7,39.4,1.2,27.8,0.2,27.3,1.3,72.5,0.0,25.0,0.2,36.4,48.5,0.8,0.3,37.2,1.6,49.4,0.0,50.0,8.4,2.0,0.5,23.4,3.3,60.1,0.3,66.9,7.3,0.5,0.2,0.5,0.8,72.0
40,Chris Andersen,MEM,27,11,16,14.9,3.9,19.1,9.4,0.5,1.52,0.23,0.203,1.9,0.3,2.7,0.558,0.0,0.603,0.3,0.1,0.1,100.0,0.0,0.0,0.0,50.0,0.2,62.5,0.0,12.5,0.0,0.0,0.0,0.0,0.1,100.0,0.5,26.3,0.2,66.7,1.6,47.1,0.0,0.0,1.1,75.0,55.6,1.5,1.2,80.6,3.0,49.3,0.0,49.3,4.9,2.6,0.9,33.9,4.4,58.5,0.4,63.9,4.1,0.6,0.5,1.7,2.6,63.4
41,Chris Bosh,MIA,53,29,24,33.5,19.1,64.3,45.0,2.1,1.95,0.63,0.297,6.2,2.9,3.5,0.462,0.568,0.91,4.4,1.2,2.2,52.5,1.6,1.8,85.7,90.6,0.6,14.6,0.3,6.4,0.2,4.7,0.9,21.0,4.0,52.5,7.9,42.3,2.0,38.7,3.2,68.9,1.7,46.5,2.9,56.9,52.0,0.9,0.6,62.5,2.3,40.0,0.0,40.7,9.1,6.5,1.8,27.5,10.3,62.9,0.7,67.6,5.3,0.7,0.6,2.2,3.5,63.4
42,Chris Copeland,MIL,24,10,14,6.5,2.1,7.5,5.1,0.2,1.6,0.46,0.276,0.0,0.1,0.1,0.0,0.0,2.0,0.7,0.2,0.3,50.0,0.1,0.2,75.0,70.6,0.1,17.6,0.1,11.8,0.1,11.8,0.1,11.8,0.5,50.0,1.3,27.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,43.1,0.1,0.1,100.0,1.1,12.5,0.0,12.5,2.5,1.3,0.3,22.2,2.7,47.4,0.3,52.9,4.9,0.1,0.0,0.5,1.0,52.2
43,Chris Johnson,UTA,70,38,32,12.2,2.9,14.5,11.0,0.5,1.98,1.06,0.203,0.2,0.0,0.4,0.083,0.0,0.742,1.2,0.1,0.5,24.2,0.1,0.1,80.0,28.9,0.3,28.9,0.2,16.9,0.1,8.4,0.1,6.0,0.3,24.2,1.1,28.7,0.4,26.8,0.3,63.6,0.0,0.0,0.0,0.0,44.1,0.6,0.2,37.0,1.2,46.6,0.1,49.1,12.8,2.2,0.5,23.8,3.6,60.3,0.3,65.6,7.2,0.5,0.3,0.7,1.1,62.0
44,Chris McCullough,BKN,24,7,17,15.1,4.7,23.0,9.6,0.6,1.47,0.43,0.203,0.8,0.4,2.0,0.444,0.222,0.438,0.5,0.1,0.3,28.6,0.1,0.2,50.0,54.5,0.0,0.0,0.1,18.2,0.0,0.0,0.1,18.2,0.3,28.6,2.1,35.8,0.3,30.8,0.9,45.0,0.1,33.3,0.3,60.0,46.3,1.1,0.5,44.0,2.8,41.0,0.0,41.0,7.9,2.0,0.5,25.6,4.1,47.3,0.5,53.8,5.8,1.2,0.5,1.5,2.4,63.8
45,Christian Wood,PHI,17,0,17,8.5,3.6,14.4,7.7,0.4,1.58,0.51,0.25,1.5,1.1,2.2,0.423,0.444,0.658,0.1,0.1,0.1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.9,33.3,0.0,0.0,1.5,45.8,0.5,50.0,0.6,40.0,45.3,1.2,0.4,30.8,2.3,52.0,0.0,52.0,4.8,2.3,1.0,44.0,4.0,56.8,0.5,64.1,5.4,0.3,0.4,0.6,1.4,43.5
