,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
46,Chuck Hayes,TOR,60,33,27,12.2,2.1,17.8,8.7,0.5,1.59,0.35,0.12,2.1,0.3,2.7,0.127,0.211,0.534,0.2,0.1,0.1,50.0,0.0,0.0,0.0,66.7,0.0,11.1,0.0,0.0,0.0,22.2,0.0,0.0,0.1,50.0,0.1,66.7,0.0,0.0,1.5,46.8,0.1,33.3,0.3,29.2,42.2,1.4,0.9,67.6,3.4,40.0,0.2,42.2,5.8,2.7,0.9,33.6,4.6,59.3,0.5,67.2,5.0,0.6,0.2,1.1,1.7,64.4
47,Cody Zeller,CHA,81,42,39,17.3,6.0,39.5,18.6,1.0,1.49,0.41,0.151,2.6,0.2,2.9,0.238,0.444,0.671,2.2,0.4,1.1,37.0,0.5,0.7,70.4,60.8,0.5,20.4,0.1,4.4,0.2,7.7,0.3,14.9,1.4,37.0,0.6,24.5,0.4,36.0,2.0,55.7,0.1,66.7,0.6,41.7,42.3,1.5,0.8,57.4,4.0,36.7,0.1,37.8,5.8,2.9,0.9,31.2,5.6,51.8,0.5,56.9,5.2,0.5,0.5,1.3,1.9,68.2
48,Corey Brewer,MIN,81,40,41,32.2,12.3,39.1,29.3,1.2,1.84,0.96,0.315,1.3,0.2,2.0,0.741,0.632,0.924,2.8,0.7,1.6,44.1,0.3,0.4,71.9,62.8,0.6,20.6,0.2,5.8,0.2,8.1,0.2,7.2,1.7,44.1,2.4,30.6,0.6,24.2,1.8,62.5,0.1,50.0,1.0,58.2,51.7,0.9,0.3,31.7,3.2,27.8,0.1,28.6,12.1,2.1,0.4,18.1,3.5,58.3,0.3,63.4,9.5,1.9,0.4,1.2,1.5,79.0
49,DJ Stephens,MIL,3,0,3,4.9,2.3,7.7,4.7,0.3,2.08,1.52,0.304,0.0,0.0,1.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.5,0.5,100.0,2.0,25.0,0.0,25.0,7.7,2.0,0.0,0.0,3.0,66.7,0.0,66.7,9.2,0.0,0.0,0.0,0.0,0.0
50,DJ White,CHA,2,2,0,5.1,0.0,8.0,2.0,0.2,1.69,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,100.0,8.1,0.5,0.0,1.0,1.0,100.0
51,Damion James,SAS,5,1,4,10.1,1.2,15.0,10.8,0.4,1.63,0.87,0.08,0.6,0.0,0.6,0.0,0.0,0.667,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,60.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.0,0.4,50.0,0.0,0.0,0.0,0.0,22.2,0.3,0.0,0.0,0.3,100.0,0.0,100.0,6.2,3.7,1.0,27.3,5.7,64.7,0.7,73.3,7.1,0.0,0.2,0.6,0.6,100.0
52,Danny Granger,LAC,41,31,10,20.7,8.2,26.9,22.2,1.0,2.24,1.09,0.306,0.6,2.2,1.4,0.154,0.356,0.831,2.6,0.3,1.0,27.9,0.3,0.3,91.7,34.6,1.1,43.0,0.1,5.6,0.1,4.7,0.1,5.6,0.9,27.9,3.9,37.4,0.7,28.0,1.2,48.5,0.8,45.5,0.1,20.0,44.8,0.8,0.5,63.3,3.1,24.2,0.1,25.0,7.5,2.6,0.6,22.5,4.9,51.8,0.5,58.0,6.4,0.3,0.4,0.6,1.2,48.0
53,Danny Green,SAS,68,54,14,24.3,9.1,37.4,25.4,1.2,1.99,1.02,0.243,0.6,0.1,0.9,0.632,0.833,0.862,2.3,0.3,0.8,44.2,0.1,0.1,87.5,32.5,0.9,40.1,0.3,12.7,0.2,8.9,0.1,2.5,0.8,44.2,4.8,39.1,1.8,37.3,0.7,60.5,0.1,66.7,0.4,55.6,56.2,0.4,0.1,36.0,1.6,24.8,0.1,26.0,12.3,3.3,0.9,26.0,6.4,51.3,0.6,57.0,6.2,1.0,0.9,1.6,2.5,63.6
54,Dante Cunningham,MIN,81,39,42,20.2,6.3,35.0,18.5,0.9,1.5,0.28,0.18,4.4,0.1,2.7,0.314,0.2,0.71,0.5,0.1,0.2,62.5,0.0,0.0,100.0,64.9,0.1,29.7,0.0,8.1,0.1,16.2,0.0,2.7,0.3,62.5,3.4,40.4,0.0,11.1,1.9,61.3,0.0,0.0,1.4,48.6,46.4,1.4,0.6,45.5,3.4,41.2,0.1,42.6,8.8,2.7,0.8,29.8,5.7,47.8,0.6,53.7,5.2,0.8,0.7,2.1,3.1,66.0
55,Darius Miller,NOP,45,14,31,16.1,4.4,16.0,12.6,0.7,2.44,1.23,0.277,0.3,0.2,0.4,0.267,0.75,0.263,1.6,0.3,0.6,51.7,0.0,0.0,100.0,46.5,0.6,36.6,0.2,15.5,0.0,2.8,0.0,2.8,0.7,51.7,2.3,43.8,0.9,38.8,0.1,33.3,0.1,75.0,0.1,33.3,51.5,0.3,0.1,22.2,1.1,29.0,0.0,29.0,17.5,1.6,0.4,23.3,3.0,53.1,0.3,59.7,9.9,0.5,0.2,0.8,1.1,77.6
56,Darrell Arthur,DEN,68,33,35,17.1,5.9,24.7,14.5,0.5,1.32,0.28,0.239,1.4,0.6,1.6,0.424,0.25,0.606,0.4,0.1,0.2,31.3,0.1,0.1,100.0,53.8,0.0,11.5,0.1,15.4,0.0,3.8,0.0,7.7,0.2,31.3,3.6,39.6,0.4,30.8,1.0,41.7,0.2,18.8,0.6,41.5,42.4,0.8,0.4,53.8,2.1,38.5,0.1,40.3,7.9,2.5,0.8,31.0,5.6,44.0,0.6,48.9,6.2,0.6,0.7,1.3,2.2,58.3
57,David Lee,GSW,68,41,27,33.1,18.3,53.3,31.4,1.6,1.85,0.8,0.344,3.9,6.0,7.2,0.664,0.691,0.908,2.3,0.7,1.5,50.0,0.5,0.6,81.6,83.6,0.3,11.3,0.1,5.0,0.2,6.9,0.3,11.9,2.0,50.0,1.2,36.6,0.4,46.7,6.5,59.3,4.1,50.9,2.6,50.8,52.5,2.6,1.4,54.2,7.0,37.6,0.3,39.0,6.7,6.8,2.1,31.7,11.2,60.2,1.2,67.3,5.0,0.7,0.4,2.0,3.3,60.4
58,David West,IND,80,54,26,30.9,14.0,62.9,40.0,1.8,1.75,0.53,0.222,6.2,5.8,4.8,0.421,0.538,0.749,2.1,0.6,1.3,44.3,0.3,0.4,89.3,73.2,0.4,17.3,0.1,6.0,0.1,4.2,0.2,8.3,1.5,44.3,4.2,51.2,1.5,35.2,3.6,57.3,3.1,48.1,2.6,45.2,49.0,1.5,0.9,60.8,3.9,38.5,0.2,40.1,6.6,5.3,1.7,31.3,9.4,56.1,0.8,61.2,5.4,0.8,0.9,1.5,2.7,56.0
59,DeJuan Blair,DAL,78,46,32,15.6,6.4,20.4,12.1,0.5,1.44,0.4,0.312,4.1,0.7,4.8,0.5,0.453,0.794,0.2,0.0,0.1,40.0,0.0,0.0,0.0,28.6,0.1,50.0,0.0,7.1,0.0,7.1,0.0,0.0,0.1,40.0,0.5,35.8,0.2,35.3,3.8,60.8,0.3,39.1,2.1,50.4,53.4,2.0,1.3,66.2,4.8,40.6,0.1,41.2,6.2,3.2,1.2,38.0,5.5,58.9,0.6,66.4,4.0,0.8,0.3,1.5,2.5,59.0
60,DeMarre Carroll,ATL,73,37,36,32.1,11.1,46.3,31.8,1.6,2.12,1.12,0.24,0.8,0.2,3.1,0.677,0.143,0.846,2.0,0.4,1.0,39.4,0.2,0.4,65.4,50.3,0.6,27.9,0.1,5.4,0.1,6.8,0.2,8.8,1.0,39.4,4.3,39.4,0.7,26.6,2.6,65.9,0.0,25.0,0.6,60.0,54.6,1.5,0.9,59.8,4.6,31.9,0.1,32.9,8.4,4.1,0.8,19.6,6.8,59.4,0.6,65.2,6.9,1.5,0.3,1.6,2.5,67.0
61,Derrick Favors,UTA,73,25,48,30.2,13.3,55.2,28.7,1.5,1.63,0.42,0.241,5.8,6.1,7.6,0.45,0.528,0.792,0.3,0.1,0.1,50.0,0.1,0.1,62.5,75.0,0.0,10.0,0.0,10.0,0.0,0.0,0.1,25.0,0.2,50.0,1.1,28.7,0.7,45.3,6.0,60.3,3.2,39.8,2.6,55.8,52.2,2.7,1.8,65.8,6.4,42.9,0.1,43.7,5.7,6.0,2.2,36.8,10.5,57.2,1.0,63.2,4.7,1.0,1.5,3.0,5.4,54.8
62,Derrick Williams,SAC,77,29,48,23.4,8.1,29.7,17.9,1.1,2.18,0.98,0.271,1.2,1.0,2.4,0.517,0.635,0.92,1.3,0.2,0.8,30.0,0.4,0.6,67.4,70.4,0.1,7.1,0.0,0.0,0.1,7.1,0.3,24.5,0.9,30.0,1.2,30.1,0.9,32.7,2.2,58.3,0.6,36.8,0.6,40.0,45.5,1.0,0.6,56.3,2.9,35.0,0.1,35.9,6.1,3.5,0.6,17.6,5.7,60.9,0.5,66.8,6.6,0.6,0.3,1.3,2.0,66.4
63,Dirk Nowitzki,DAL,80,48,32,32.9,21.7,62.4,41.8,1.9,1.83,0.49,0.348,2.8,10.0,1.2,0.489,0.659,0.978,0.9,0.3,0.6,50.0,0.2,0.2,88.9,82.7,0.2,17.3,0.1,5.3,0.1,5.3,0.1,13.3,0.8,50.0,10.0,47.2,5.2,48.7,1.1,72.9,6.6,53.3,1.4,51.9,54.9,0.5,0.2,40.0,1.7,29.0,0.1,31.0,12.7,5.7,2.0,35.6,9.3,61.6,0.9,67.9,4.6,0.9,0.6,2.9,4.7,60.4
64,Donatas Motiejunas,HOU,62,42,20,15.4,5.5,25.6,14.1,0.6,1.36,0.45,0.214,1.5,1.4,2.8,0.511,0.545,0.68,0.5,0.2,0.3,55.6,0.0,0.1,50.0,67.6,0.1,17.6,0.0,5.9,0.0,5.9,0.0,8.8,0.4,55.6,1.2,27.6,0.1,28.6,1.9,53.1,0.8,41.7,0.8,58.8,47.8,1.1,0.6,55.0,3.0,35.1,0.1,36.1,6.7,2.9,1.0,33.9,5.5,52.4,0.6,58.3,5.0,0.3,0.3,1.2,1.9,60.5
65,Dorell Wright,POR,68,48,20,14.5,5.0,20.4,13.0,0.7,2.09,1.11,0.248,0.3,0.1,0.5,0.3,0.0,0.455,1.4,0.2,0.4,45.8,0.1,0.1,70.0,30.6,0.7,46.9,0.2,13.3,0.1,7.1,0.1,5.1,0.4,45.8,2.9,34.6,0.6,29.8,0.2,70.0,0.0,0.0,0.1,75.0,49.0,0.5,0.2,31.0,1.3,38.7,0.0,39.2,14.2,2.7,0.8,27.8,4.7,58.1,0.5,64.3,6.1,0.3,0.2,1.1,1.9,59.5
66,Draymond Green,GSW,81,50,31,21.9,6.2,36.5,16.1,1.2,1.95,0.9,0.17,1.1,1.0,2.3,0.326,0.346,0.658,1.7,0.2,0.7,29.3,0.2,0.3,61.5,35.7,0.5,26.4,0.1,7.9,0.2,10.7,0.2,10.0,0.6,29.3,2.3,34.0,0.5,36.2,1.5,51.5,0.3,40.0,0.4,40.0,46.3,1.1,0.7,67.9,2.7,38.4,0.2,41.0,6.7,4.0,1.4,35.6,6.9,57.9,0.6,63.2,4.6,1.2,0.9,1.6,2.8,57.9
67,Drew Gooden,WAS,21,12,9,18.0,8.5,31.9,18.7,0.9,1.78,0.5,0.268,2.7,1.3,3.0,0.286,0.481,0.871,1.3,0.3,0.7,42.9,0.2,0.3,66.7,57.1,0.3,25.0,0.0,0.0,0.2,14.3,0.1,10.7,0.8,42.9,3.4,47.8,0.4,44.4,2.6,60.0,0.6,46.2,0.8,42.9,56.2,1.7,0.9,51.4,3.8,43.8,0.1,44.9,7.6,3.4,1.0,28.2,6.2,54.2,0.6,60.2,4.5,0.5,0.2,1.8,2.8,64.4
68,Dwight Howard,HOU,71,48,23,33.8,18.3,59.2,33.8,2.0,2.02,0.73,0.308,2.6,14.5,9.9,0.283,0.461,0.908,0.4,0.1,0.2,53.3,0.1,0.1,100.0,92.0,0.1,20.0,0.0,4.0,0.0,4.0,0.0,12.0,0.3,53.3,0.2,33.3,0.0,0.0,9.0,72.5,6.7,44.3,0.7,67.7,59.3,3.3,2.3,70.1,7.7,42.1,0.2,43.1,4.9,8.9,3.4,38.4,14.2,63.2,1.1,68.4,4.2,0.8,1.8,2.9,5.1,56.6
69,Earl Clark,NYK,54,22,32,14.2,4.8,19.7,12.4,0.6,1.83,0.92,0.242,0.4,0.3,0.6,0.45,0.375,0.364,1.5,0.4,0.8,47.6,0.1,0.3,44.4,63.3,0.4,24.1,0.0,2.5,0.1,7.6,0.2,11.4,0.9,47.6,2.7,35.8,0.5,27.7,0.2,42.9,0.1,42.9,0.2,66.7,45.0,0.5,0.2,45.5,1.9,26.8,0.0,27.5,11.0,2.8,0.8,29.8,4.8,57.6,0.4,63.0,5.4,0.3,0.5,1.1,1.6,68.2
70,Ed Davis,MEM,63,38,25,15.2,5.7,22.3,11.5,0.6,1.63,0.45,0.254,2.7,0.8,4.7,0.381,0.596,0.798,0.1,0.0,0.0,66.7,0.0,0.0,0.0,55.6,0.0,33.3,0.0,0.0,0.0,22.2,0.0,0.0,0.1,66.7,0.8,42.4,0.1,36.4,3.8,59.7,0.5,38.9,1.0,49.0,53.4,1.6,1.0,63.0,4.4,35.8,0.2,37.4,5.5,2.8,1.1,39.9,5.3,54.2,0.5,59.4,4.4,0.3,0.7,1.0,1.9,53.0
71,Ekpe Udoh,MIL,42,7,35,19.1,3.4,26.2,15.3,0.7,1.66,0.46,0.131,2.7,1.4,2.7,0.265,0.333,0.5,0.4,0.1,0.3,27.3,0.0,0.0,50.0,41.2,0.0,11.8,0.0,5.9,0.0,5.9,0.0,5.9,0.2,27.3,0.5,32.3,0.4,53.3,1.3,41.5,0.5,22.6,0.7,45.5,39.9,1.6,1.0,60.7,3.9,40.9,0.1,41.8,7.5,2.3,0.7,32.2,5.8,39.4,0.8,45.3,5.9,0.4,1.0,2.1,3.6,58.3
72,Elias Harris,LAL,2,1,1,5.7,0.0,6.0,4.5,0.1,1.41,0.25,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,100.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,100.0
73,Elton Brand,ATL,72,34,38,19.3,5.7,32.2,18.7,0.8,1.5,0.44,0.178,4.1,1.7,3.7,0.439,0.183,0.589,0.6,0.2,0.3,73.7,0.1,0.2,66.7,80.0,0.2,28.9,0.0,4.4,0.1,11.1,0.1,13.3,0.5,73.7,2.2,49.4,0.3,37.9,2.2,55.6,0.3,52.4,1.8,51.8,53.5,1.4,0.9,62.9,3.4,39.8,0.1,41.3,6.9,3.7,1.5,42.3,6.6,55.7,0.6,61.0,4.8,0.6,1.2,1.8,3.4,54.3
74,Erik Murphy,CHI,24,13,11,2.6,0.3,5.1,2.4,0.1,1.35,0.3,0.049,0.4,0.1,0.4,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,75.0,0.0,0.0,0.0,0.0,23.1,0.4,0.2,50.0,0.6,66.7,0.0,66.7,5.8,1.2,0.0,0.0,2.0,60.0,0.0,60.0,9.4,0.0,0.2,0.2,0.5,45.5
75,Ersan Ilyasova,MIL,54,10,44,26.9,11.2,52.2,33.1,1.3,1.49,0.47,0.214,2.7,1.3,4.5,0.359,0.403,0.826,1.7,0.2,0.8,25.0,0.4,0.5,84.6,46.8,0.4,23.4,0.1,4.3,0.2,9.6,0.2,13.8,0.8,25.0,4.3,36.1,0.9,33.3,3.7,52.2,0.5,29.6,1.0,39.6,43.8,1.9,1.2,63.8,4.6,42.3,0.1,43.8,5.3,4.3,1.6,38.2,7.6,56.6,0.5,60.7,4.8,0.9,0.1,2.7,4.1,65.0
76,Evan Turner,IND,81,29,52,30.3,14.0,52.7,36.0,2.8,3.18,2.41,0.265,1.6,0.5,1.5,0.646,0.864,0.779,8.4,1.9,4.5,42.9,0.9,1.2,77.3,58.2,1.9,22.7,0.5,6.3,0.6,7.1,0.6,7.5,4.9,42.9,2.6,37.9,3.4,37.5,1.2,55.1,0.5,45.5,1.0,47.1,45.0,0.8,0.4,45.2,3.3,23.3,0.1,24.0,12.4,4.3,0.8,19.1,7.3,59.6,0.6,65.3,6.5,0.8,0.1,1.8,2.5,71.5
77,Francisco Garcia,HOU,55,33,22,19.7,5.7,23.7,18.4,0.8,1.97,1.11,0.242,0.2,0.0,0.4,0.364,0.0,0.783,2.2,0.5,0.9,54.2,0.0,0.0,0.0,43.0,0.9,43.0,0.1,5.0,0.2,7.4,0.0,0.8,0.9,54.2,3.7,36.1,0.5,29.7,0.3,72.7,0.0,0.0,0.1,50.0,51.9,0.4,0.1,28.6,1.3,35.0,0.1,36.8,15.3,2.1,0.4,17.8,4.6,46.1,0.5,51.8,7.5,0.5,0.6,1.2,1.8,68.0
78,Gerald Green,PHX,82,48,34,28.4,15.8,37.7,27.3,1.7,2.73,1.65,0.419,0.9,0.9,1.0,0.539,0.653,0.725,3.4,0.8,1.5,51.2,0.4,0.5,79.5,58.9,1.0,29.4,0.3,7.4,0.3,8.9,0.3,7.8,2.0,51.2,6.4,40.4,4.1,40.3,0.7,55.8,0.6,53.7,0.5,55.2,54.7,0.6,0.2,33.3,1.9,32.9,0.1,34.0,11.5,2.9,0.7,22.5,5.4,54.0,0.4,57.9,7.8,0.9,0.5,1.3,2.0,65.2
79,Gerald Wallace,BOS,58,19,39,24.4,5.1,37.3,23.5,1.5,2.38,1.28,0.138,0.4,1.9,1.7,0.32,0.366,0.911,2.1,0.2,0.6,43.8,0.2,0.4,54.5,32.5,0.9,40.7,0.2,11.4,0.2,10.6,0.2,8.9,0.7,43.8,1.1,36.4,0.1,7.1,1.6,69.4,0.7,64.0,0.1,50.0,54.6,0.6,0.4,66.7,2.4,26.7,0.1,27.5,5.6,3.1,0.7,23.3,5.2,59.1,0.5,64.7,6.5,1.3,0.2,1.0,1.7,58.3
80,Giannis Antetokounmpo,MIL,76,14,62,24.7,6.9,42.9,25.3,1.6,2.27,1.31,0.16,1.0,0.5,2.4,0.324,0.139,0.772,3.4,0.4,1.1,33.3,0.5,0.8,65.5,37.3,0.9,27.1,0.3,10.2,0.5,13.7,0.4,11.8,1.3,33.3,1.3,29.4,0.6,28.6,1.8,61.6,0.1,10.0,0.3,52.6,46.3,1.1,0.5,46.8,3.4,32.4,0.2,34.1,7.9,3.6,0.9,25.2,6.8,53.6,0.5,57.7,5.8,0.8,0.8,1.4,2.7,51.2
81,Gigi Datome,DET,34,9,25,7.0,2.4,10.0,6.7,0.3,1.62,0.72,0.245,0.2,0.2,0.5,0.0,0.857,0.824,0.4,0.1,0.1,50.0,0.0,0.0,0.0,30.8,0.2,46.2,0.0,0.0,0.1,23.1,0.0,0.0,0.1,50.0,1.0,23.7,0.5,39.1,0.4,60.0,0.2,66.7,0.0,0.0,38.7,0.6,0.4,57.1,1.6,40.0,0.0,41.2,8.0,1.5,0.5,34.4,2.5,57.1,0.0,58.2,6.8,0.2,0.0,0.6,0.7,82.6
82,Glen Davis,LAC,68,30,38,24.4,9.4,37.3,24.6,1.1,1.77,0.51,0.253,2.6,3.7,3.7,0.412,0.52,0.737,1.2,0.2,0.6,31.8,0.1,0.2,56.3,46.9,0.3,24.7,0.0,1.2,0.1,8.6,0.1,9.9,0.6,31.8,3.3,42.6,0.6,33.3,2.7,63.5,1.9,41.1,1.1,39.5,46.0,1.6,1.0,59.3,3.9,41.7,0.1,42.9,6.9,3.7,1.5,41.6,7.2,50.8,0.9,57.9,5.1,0.9,0.4,2.0,3.4,58.7
83,Glen Rice,WAS,11,2,9,9.9,2.9,17.5,13.0,0.6,2.18,1.34,0.166,0.5,0.2,0.3,0.333,0.0,0.667,1.5,0.3,0.6,42.9,0.0,0.0,0.0,35.3,0.7,47.1,0.0,0.0,0.2,11.8,0.0,0.0,0.5,42.9,1.1,21.1,0.3,14.3,0.2,100.0,0.0,0.0,0.2,25.0,36.5,0.6,0.1,25.0,1.6,36.4,0.1,40.0,22.5,2.3,0.6,25.0,2.9,80.0,0.0,80.0,10.6,0.5,0.1,0.4,0.4,100.0
84,Gordon Hayward,UTA,77,23,54,36.4,16.2,71.2,52.6,3.8,3.23,2.55,0.228,1.9,1.1,1.6,0.338,0.31,0.583,8.6,1.1,2.6,40.6,1.0,1.3,77.6,38.7,3.3,38.3,1.0,11.1,0.7,7.8,0.6,7.5,3.3,40.6,4.1,34.6,3.8,39.7,1.0,49.2,0.3,38.7,0.6,51.4,45.4,0.8,0.3,35.5,2.9,29.0,0.1,30.4,11.3,4.4,1.0,21.9,7.5,58.6,0.6,63.4,8.5,1.4,0.5,1.4,2.2,64.0
85,Greg Monroe,DET,82,29,53,32.8,15.2,51.5,32.2,1.8,2.08,0.59,0.296,5.4,7.8,7.2,0.365,0.509,0.814,3.3,1.0,2.1,50.0,0.6,0.8,79.0,83.1,0.5,14.7,0.1,1.8,0.2,7.0,0.4,11.8,2.8,50.0,1.0,31.2,0.2,42.9,5.9,56.6,4.0,43.8,2.0,55.2,49.7,3.1,2.0,62.9,8.0,39.1,0.3,40.6,5.7,6.1,2.5,40.7,10.5,58.8,1.1,65.9,4.8,1.1,0.6,2.8,4.7,59.1
86,Greg Smith,HOU,11,7,4,9.1,3.5,10.4,4.5,0.2,1.28,0.26,0.333,0.8,0.7,2.5,1.333,0.25,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,70.0,0.2,20.0,1.1,100.0,64.3,1.2,0.9,72.7,3.0,40.7,0.1,42.3,4.0,1.8,0.4,25.0,3.6,50.0,0.3,55.2,5.1,0.1,0.2,0.6,0.9,70.0
87,Gustavo Ayon,ATL,25,12,13,16.8,4.3,33.3,18.0,0.8,1.37,0.32,0.13,2.7,0.7,4.9,0.25,0.235,0.492,0.7,0.2,0.4,55.6,0.0,0.0,0.0,55.6,0.2,33.3,0.0,0.0,0.1,11.1,0.0,0.0,0.4,55.6,0.3,33.3,0.0,0.0,2.4,49.1,0.2,66.7,0.7,39.1,50.0,1.7,1.0,55.0,4.5,38.5,0.1,39.6,5.9,3.6,1.4,40.2,6.3,56.9,0.5,62.1,4.2,1.0,0.4,1.8,3.3,55.4
88,Harrison Barnes,GSW,77,47,30,28.1,9.4,31.3,19.9,1.5,2.85,1.85,0.302,0.8,2.3,1.3,0.689,0.508,0.735,3.9,0.7,2.1,35.8,0.7,0.9,72.9,55.8,0.8,20.8,0.3,7.9,0.2,5.9,0.5,11.6,2.2,35.8,2.9,38.5,1.3,28.9,0.9,54.4,1.2,39.8,0.5,57.1,44.9,0.9,0.4,37.9,2.7,34.7,0.1,35.9,10.4,3.5,0.8,22.9,6.7,51.4,0.8,58.5,7.2,0.8,0.3,1.2,2.0,62.3
89,Hedo Turkoglu,LAC,38,27,11,10.3,3.0,20.1,10.5,0.7,1.94,0.84,0.151,0.5,0.4,0.4,0.556,0.533,0.5,0.7,0.1,0.4,21.4,0.1,0.1,100.0,28.6,0.3,39.3,0.0,3.6,0.0,3.6,0.0,3.6,0.2,21.4,1.6,47.7,0.7,26.3,0.2,50.0,0.2,50.0,0.3,57.1,48.6,0.3,0.2,54.5,1.1,30.6,0.1,32.4,9.8,2.4,0.6,24.4,4.0,61.4,0.3,66.7,5.7,0.5,0.3,0.7,1.2,59.1
90,Hilton Armstrong,GSW,15,12,3,6.4,1.7,7.9,4.4,0.2,1.57,0.4,0.212,0.8,0.6,2.3,0.333,0.222,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.1,25.0,0.6,42.9,0.1,16.7,0.3,33.3,47.4,1.9,1.7,89.5,3.3,57.6,0.2,61.3,5.0,2.8,1.5,53.6,3.9,71.8,0.2,75.7,3.9,0.3,0.3,0.7,1.5,45.5
91,Hollis Thompson,PHI,77,18,59,22.6,6.0,23.5,18.7,0.7,1.76,0.82,0.255,0.4,0.1,1.5,0.871,0.0,0.689,1.9,0.3,0.6,53.3,0.1,0.2,62.5,41.5,0.8,44.2,0.1,7.5,0.2,10.9,0.1,5.4,0.8,53.3,2.8,40.3,0.4,32.4,1.1,56.3,0.0,0.0,0.4,56.3,55.0,1.0,0.5,46.6,2.5,39.2,0.0,39.9,10.1,2.4,0.6,24.7,4.4,54.5,0.3,58.6,7.0,0.7,0.2,1.1,1.6,70.7
92,Iman Shumpert,NYK,74,36,38,26.5,6.7,33.1,20.2,1.4,2.45,1.69,0.202,0.5,0.1,1.2,0.412,0.0,0.489,2.2,0.3,0.8,42.9,0.2,0.2,72.2,37.9,0.8,35.4,0.2,8.7,0.2,11.2,0.1,6.2,0.8,42.9,2.9,33.6,1.5,36.1,0.6,45.0,0.0,0.0,0.2,50.0,45.7,1.1,0.6,51.3,3.3,34.9,0.1,35.7,10.3,3.2,0.7,20.7,5.7,56.6,0.5,62.0,6.8,1.2,0.2,1.3,1.8,72.1
93,JJ Hickson,DEN,69,31,38,26.9,11.8,44.6,24.5,1.2,1.66,0.53,0.265,4.8,3.2,8.7,0.502,0.538,0.707,1.0,0.2,0.5,36.1,0.1,0.3,36.4,49.3,0.2,16.9,0.0,4.2,0.1,9.9,0.2,15.5,0.5,36.1,1.2,35.1,0.5,25.4,6.1,55.9,1.7,44.1,2.4,57.1,50.8,3.0,1.7,57.8,6.7,44.5,0.1,45.4,6.3,6.2,1.9,31.5,9.8,63.3,0.8,69.0,5.6,0.7,0.7,2.5,4.0,63.9
