,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Andre Roberson,OKC,40,30,10,10.0,1.9,9.6,6.8,0.3,1.7,0.66,0.196,0.4,0.1,1.5,0.235,0.667,0.746,0.4,0.0,0.2,16.7,0.1,0.1,75.0,29.4,0.1,17.6,0.1,17.6,0.1,17.6,0.1,11.8,0.1,16.7,0.2,14.3,0.0,0.0,1.1,68.8,0.1,33.3,0.1,66.7,50.0,1.2,0.5,47.2,2.6,43.9,0.1,46.2,7.0,1.9,0.4,20.7,3.4,54.7,0.3,59.8,6.1,0.5,0.3,0.7,1.0,63.4
11,Andrea Bargnani,NYK,42,15,27,29.9,13.3,44.4,29.0,1.2,1.63,0.46,0.3,3.6,2.3,3.5,0.719,0.411,0.877,2.7,0.7,1.5,43.8,0.5,0.5,90.9,71.1,0.5,18.4,0.0,1.8,0.3,11.4,0.3,9.6,1.9,43.8,6.0,41.3,1.2,35.2,3.0,58.4,0.9,28.3,2.6,59.3,47.2,1.6,0.8,49.3,4.1,40.4,0.2,42.1,9.3,3.6,1.2,33.3,7.3,49.8,0.8,55.8,5.4,0.3,1.2,2.4,3.8,63.9
12,Andrei Kirilenko,BKN,44,29,15,19.0,5.0,25.5,16.4,0.9,2.15,0.73,0.198,2.2,0.8,3.2,0.344,0.273,0.827,1.5,0.2,0.5,41.7,0.2,0.5,45.5,44.8,0.3,17.9,0.2,10.4,0.2,13.4,0.3,16.4,0.7,41.7,0.2,14.3,0.1,40.0,2.6,67.6,0.2,30.0,0.8,80.0,51.3,1.2,0.6,50.9,3.6,34.4,0.2,36.1,7.8,2.1,0.3,16.9,3.5,59.3,0.3,65.0,6.6,0.9,0.4,1.2,1.7,68.0
13,Andrew Nicholson,ORL,76,19,57,15.4,5.7,19.8,10.6,0.6,1.72,0.46,0.289,0.4,2.3,1.5,0.621,0.556,0.694,0.2,0.1,0.2,61.5,0.0,0.0,100.0,111.8,0.0,0.0,0.0,0.0,0.0,11.8,0.0,5.9,0.3,61.5,2.7,38.8,0.3,31.4,1.0,46.8,1.3,41.0,0.2,50.0,46.2,0.8,0.5,58.5,1.8,45.7,0.0,46.9,7.8,3.1,1.3,41.1,5.9,51.5,0.7,58.7,5.1,0.2,0.3,1.3,2.1,62.4
14,Antawn Jamison,LAC,22,15,7,11.3,3.8,21.8,11.3,0.5,1.24,0.26,0.175,0.6,0.2,1.4,0.538,0.0,0.933,0.6,0.2,0.4,44.4,0.2,0.2,100.0,92.3,0.1,15.4,0.0,0.0,0.0,0.0,0.1,15.4,0.5,44.4,1.4,19.6,0.2,66.7,1.3,58.8,0.0,0.0,0.3,33.3,35.9,0.5,0.4,77.8,1.6,29.0,0.1,30.0,4.8,2.3,0.8,34.8,4.3,54.1,0.2,56.1,5.5,0.4,0.1,1.2,2.1,58.7
15,Anthony Bennett,CLE,52,20,32,12.7,4.2,21.7,10.3,0.5,1.37,0.36,0.192,1.5,0.7,1.8,0.355,0.353,0.66,0.5,0.1,0.2,60.0,0.1,0.2,70.0,67.9,0.1,17.9,0.0,0.0,0.2,28.6,0.1,17.9,0.4,60.0,1.3,26.4,0.3,29.2,1.2,42.3,0.2,30.0,0.5,39.1,38.4,1.1,0.6,55.1,3.0,38.0,0.1,39.2,8.0,2.5,0.8,34.0,4.6,53.5,0.2,56.4,5.7,0.4,0.2,0.7,1.1,65.5
16,Anthony Davis,NOP,67,29,38,35.2,20.8,53.8,33.7,1.7,1.9,0.51,0.387,8.1,4.2,7.8,0.434,0.668,1.006,2.5,0.6,1.5,43.0,0.9,1.2,75.0,89.3,0.3,10.1,0.0,1.8,0.1,4.8,0.6,23.8,2.2,43.0,3.3,39.2,1.5,40.3,7.9,67.3,2.8,43.2,3.5,50.0,52.0,3.1,1.9,61.8,6.3,49.9,0.1,50.5,6.2,7.1,2.6,36.7,10.5,67.4,0.8,72.7,5.0,1.3,2.8,2.6,5.0,52.4
17,Anthony Randolph,DEN,43,15,28,12.3,4.8,19.0,11.0,0.7,2.19,1.19,0.252,1.1,0.4,1.2,0.313,0.444,0.673,1.0,0.2,0.4,50.0,0.3,0.4,83.3,72.1,0.2,23.3,0.1,7.0,0.1,11.6,0.2,20.9,0.7,50.0,1.7,35.9,0.1,10.3,0.8,54.5,0.2,37.5,0.3,71.4,43.8,0.5,0.4,68.4,1.7,31.1,0.1,32.2,5.4,2.8,0.8,26.5,4.6,61.4,0.3,66.2,5.6,0.6,0.4,0.9,1.6,55.1
18,Anthony Tolliver,CHA,63,32,31,20.3,6.2,23.9,15.9,0.5,1.3,0.27,0.259,0.3,0.1,0.5,0.158,0.5,0.469,0.5,0.1,0.2,46.7,0.1,0.1,100.0,65.5,0.2,34.5,0.0,3.4,0.0,3.4,0.0,6.9,0.3,46.7,4.9,41.0,0.2,35.7,0.2,53.8,0.0,0.0,0.0,33.3,59.1,0.6,0.1,21.2,1.4,41.3,0.0,42.3,12.8,2.4,0.6,26.9,4.6,52.5,0.5,58.8,7.4,0.3,0.2,0.9,1.6,60.2
19,Arinze Onuaku,CLE,5,2,3,6.0,0.6,8.0,2.8,0.2,1.51,0.18,0.075,0.4,0.2,1.6,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.0,0.0,0.0,0.0,0.0,20.0,0.7,0.7,100.0,1.3,50.0,0.0,50.0,4.9,2.0,0.3,16.7,2.7,75.0,0.3,85.7,5.3,0.0,0.0,0.4,0.4,100.0
20,Arnett Moultrie,PHI,12,0,12,15.6,3.0,22.0,10.8,0.5,1.28,0.25,0.136,2.0,0.1,2.4,0.083,0.0,0.621,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,42.1,0.0,0.0,1.5,50.0,0.0,0.0,0.2,20.0,42.1,1.1,0.4,36.4,3.2,34.4,0.2,36.7,8.0,2.4,0.7,29.2,4.5,53.3,0.4,58.5,5.3,0.7,0.3,1.2,2.3,51.9
21,Aron Baynes,SAS,53,41,12,9.3,3.0,13.3,9.1,0.3,1.4,0.36,0.228,1.5,1.5,2.9,0.418,0.286,0.66,0.1,0.1,0.1,100.0,0.1,0.1,100.0,142.9,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6,0.2,100.0,0.4,28.6,0.1,25.0,1.9,50.5,0.4,36.7,0.6,66.7,43.6,1.4,0.9,66.7,3.3,42.5,0.0,42.9,5.4,2.1,1.0,45.5,3.1,69.8,0.2,75.2,5.0,0.0,0.1,0.9,1.5,59.7
22,Arron Afflalo,ORL,73,21,52,35.0,18.2,59.2,43.3,2.6,2.67,1.88,0.308,1.3,3.9,1.0,0.537,0.519,0.671,5.0,0.8,1.8,42.2,1.0,1.1,85.4,53.2,1.7,33.9,0.4,7.4,0.4,8.0,0.6,11.6,2.6,42.2,6.7,44.7,4.5,43.3,0.7,61.1,2.0,52.6,0.7,50.0,52.2,0.5,0.2,34.4,2.6,17.0,0.1,17.4,13.4,3.2,0.4,11.7,6.1,53.2,0.5,58.2,8.7,0.5,0.0,1.2,1.7,74.6
23,Austin Daye,SAS,22,16,6,6.7,3.0,14.4,8.9,0.4,1.78,0.69,0.209,0.4,0.3,0.6,0.0,0.429,0.429,1.1,0.1,0.4,22.2,0.1,0.1,66.7,28.0,0.4,36.0,0.1,8.0,0.1,12.0,0.1,8.0,0.3,22.2,1.8,33.3,0.3,27.3,0.3,50.0,0.1,25.0,0.0,0.0,44.1,0.4,0.2,60.0,0.8,45.5,0.0,45.5,3.2,1.6,0.7,45.5,2.6,61.1,0.2,66.7,6.0,0.2,0.2,0.7,0.9,75.0
24,Bismack Biyombo,CHA,76,41,35,14.0,2.9,9.4,5.2,0.3,1.64,0.48,0.312,0.4,0.2,3.0,0.647,0.235,0.728,0.2,0.0,0.0,50.0,0.0,0.0,50.0,25.0,0.1,58.3,0.0,0.0,0.0,8.3,0.0,8.3,0.0,50.0,0.2,50.0,0.0,0.0,2.2,59.6,0.1,28.6,0.3,84.6,62.0,1.4,1.0,68.9,3.9,36.5,0.1,37.2,5.8,3.6,1.4,38.5,6.3,56.6,0.6,62.5,4.6,0.1,1.1,1.0,2.5,40.4
25,Blake Griffin,LAC,80,56,24,35.8,24.1,78.7,51.0,2.7,2.08,0.93,0.307,9.1,10.9,9.0,0.354,0.552,0.755,2.3,0.5,1.0,52.6,0.7,0.9,77.9,75.4,0.6,25.1,0.1,4.4,0.1,4.9,0.4,19.1,1.7,52.6,3.9,37.7,1.1,33.9,6.8,64.2,6.0,48.3,3.2,56.3,53.3,2.4,1.5,62.5,6.4,37.6,0.3,39.4,6.6,7.1,2.6,36.1,12.1,58.6,0.9,63.6,4.9,1.2,0.6,2.5,4.0,61.8
26,Boris Diaw,SAS,79,60,19,25.0,9.1,49.3,30.0,1.4,1.72,0.7,0.184,2.5,2.9,3.0,0.289,0.456,0.753,3.0,0.7,1.3,55.4,0.2,0.3,75.0,53.8,0.9,29.2,0.4,11.7,0.3,8.8,0.1,4.2,1.6,55.4,2.4,38.9,0.7,44.6,2.2,68.1,1.3,50.6,0.7,53.7,55.9,0.9,0.6,60.3,2.9,32.9,0.1,34.4,7.6,3.3,1.1,34.1,6.7,48.7,0.7,54.2,6.1,0.6,0.4,1.8,2.9,64.0
27,Brandan Wright,DAL,58,36,22,18.6,9.1,21.6,13.6,0.5,1.34,0.4,0.418,3.6,0.4,5.4,0.607,0.348,1.029,0.4,0.1,0.2,72.7,0.1,0.1,100.0,90.9,0.1,36.4,0.0,0.0,0.0,4.5,0.0,9.1,0.3,72.7,0.5,55.6,0.2,40.0,5.6,73.2,0.1,40.0,2.2,63.5,67.7,1.8,1.1,62.7,3.6,50.2,0.1,51.8,7.2,2.5,0.9,37.3,4.9,51.3,0.5,57.5,5.2,0.6,0.9,1.7,2.8,59.1
28,Brandon Bass,BOS,82,25,57,27.6,11.1,38.3,24.2,1.2,1.9,0.72,0.29,2.9,4.4,4.4,0.423,0.639,0.756,1.5,0.3,0.7,38.3,0.2,0.3,79.2,53.6,0.4,24.8,0.1,7.2,0.1,8.0,0.2,10.4,0.8,38.3,2.7,47.7,1.4,45.1,3.3,59.8,2.8,47.4,1.2,46.9,48.7,2.0,1.1,53.4,4.4,45.4,0.1,46.1,8.3,3.8,1.1,29.4,7.1,53.6,0.6,59.0,6.2,0.4,0.9,2.2,3.4,64.3
29,Brandon Davies,PHI,51,15,36,11.3,2.8,17.7,10.0,0.5,1.56,0.39,0.16,1.4,1.2,2.3,0.214,0.5,0.664,0.3,0.0,0.1,28.6,0.1,0.2,62.5,56.3,0.1,18.8,0.0,6.3,0.0,6.3,0.1,25.0,0.2,28.6,0.3,21.9,0.2,50.0,1.5,50.0,0.6,45.8,0.3,38.5,43.0,0.9,0.6,65.8,2.9,30.9,0.0,31.4,5.7,1.7,0.4,26.8,3.1,53.8,0.3,58.7,6.6,0.5,0.2,0.9,1.5,63.5
30,Carl Landry,SAC,18,5,13,12.9,4.2,17.8,10.0,0.5,1.83,0.43,0.237,1.8,1.6,2.2,0.242,0.536,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,56.0,0.1,20.0,1.8,60.0,0.8,41.2,0.4,75.0,51.7,0.9,0.5,53.3,3.4,26.3,0.2,27.8,9.9,2.5,0.5,21.4,4.6,53.2,0.5,59.2,7.2,0.2,0.1,1.1,1.7,61.3
31,Carlos Boozer,CHI,76,43,33,28.2,13.7,47.0,31.2,1.3,1.64,0.45,0.292,6.1,6.6,6.2,0.445,0.48,0.818,1.2,0.4,0.9,50.0,0.1,0.2,62.5,80.9,0.1,9.6,0.0,3.2,0.1,7.4,0.1,8.5,1.0,50.0,4.1,43.2,1.0,26.9,5.0,53.4,3.2,37.2,2.7,46.4,45.6,1.8,0.9,51.1,4.6,39.3,0.2,41.0,7.8,6.5,2.1,32.9,9.8,66.7,0.7,71.5,4.9,0.7,0.3,1.7,2.7,63.3
32,Carmelo Anthony,NYK,77,35,42,38.7,27.4,69.8,43.0,4.1,3.51,2.35,0.393,4.5,8.1,3.4,0.632,0.554,0.856,5.1,1.1,2.4,46.4,1.4,1.6,88.3,72.8,1.1,21.6,0.3,5.6,0.5,9.1,0.8,15.2,3.7,46.4,8.2,46.0,7.7,40.5,2.9,54.8,4.5,45.8,2.8,49.7,50.3,1.9,1.3,71.0,4.5,41.5,0.1,42.3,6.1,6.2,1.6,25.4,9.7,64.1,0.6,68.0,5.4,1.2,0.7,1.8,2.9,62.7
33,Caron Butler,OKC,55,21,34,25.3,10.5,39.4,26.7,1.3,2.02,0.85,0.266,1.4,1.8,0.8,0.205,0.577,0.659,1.3,0.3,0.7,35.0,0.0,0.0,100.0,43.7,0.3,22.5,0.1,5.6,0.1,9.9,0.0,1.4,0.6,35.0,6.1,40.0,2.6,37.1,0.5,52.4,1.0,42.3,0.3,31.6,48.7,0.4,0.2,61.9,1.7,22.3,0.1,23.3,9.6,3.7,1.0,26.7,6.5,56.4,0.5,61.4,6.2,0.9,0.3,1.2,1.9,61.5
34,Carrick Felix,CLE,7,2,5,5.4,2.7,8.3,6.6,0.3,2.38,1.38,0.328,0.6,0.0,0.4,0.5,0.0,2.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,40.0,0.0,0.0,0.9,100.0,0.0,0.0,0.3,0.0,57.1,0.3,0.3,100.0,0.8,33.3,0.0,33.3,13.9,1.3,0.3,20.0,2.0,62.5,0.3,71.4,8.0,0.0,0.0,0.3,0.4,66.7
35,Cartier Martin,ATL,59,27,32,14.7,5.6,18.4,13.6,0.6,1.94,1.14,0.304,0.2,0.0,0.7,0.769,0.0,1.07,0.8,0.1,0.4,19.0,0.2,0.3,81.3,48.9,0.1,11.1,0.0,4.4,0.1,17.8,0.1,17.8,0.4,19.0,3.1,39.6,0.7,37.5,0.8,73.1,0.0,0.0,0.2,50.0,53.2,0.3,0.2,61.5,1.3,23.2,0.0,23.2,10.8,2.2,0.5,22.9,4.0,55.5,0.5,62.7,7.4,0.5,0.1,0.7,1.0,70.5
36,Chandler Parsons,HOU,74,50,24,37.6,16.6,60.0,45.4,2.5,2.49,1.48,0.276,1.2,0.3,2.2,0.709,0.348,0.764,8.3,1.9,3.8,49.5,0.5,0.8,67.9,53.0,2.7,32.3,0.8,9.2,0.5,5.5,0.4,4.5,4.4,49.5,5.2,39.2,1.6,36.3,1.7,60.6,0.1,36.4,0.8,73.0,53.8,0.9,0.4,39.1,3.9,24.0,0.1,24.8,9.6,4.7,0.8,17.1,7.9,58.6,0.7,64.0,8.8,1.2,0.4,1.6,2.2,71.5
37,Channing Frye,PHX,82,48,34,28.2,11.1,47.7,25.4,1.1,1.42,0.25,0.232,1.4,1.9,1.6,0.288,0.712,0.931,0.8,0.2,0.5,43.2,0.0,0.0,75.0,55.6,0.2,22.2,0.0,3.2,0.1,9.5,0.0,3.2,0.4,43.2,7.2,39.4,0.7,43.1,1.5,58.3,1.4,48.9,0.4,62.5,53.5,0.9,0.6,67.1,2.3,39.2,0.2,42.2,7.3,4.2,1.5,36.4,8.4,50.6,0.7,54.9,5.0,0.7,0.8,2.8,4.5,61.9
38,Charlie Villanueva,DET,20,5,15,9.0,4.6,16.9,9.8,0.4,1.33,0.32,0.272,0.7,0.4,0.8,0.308,0.571,1.063,0.7,0.3,0.5,55.6,0.2,0.2,75.0,92.9,0.2,21.4,0.0,0.0,0.0,0.0,0.1,14.3,0.7,55.6,2.1,26.4,0.5,30.8,0.9,88.9,0.2,40.0,0.2,50.0,45.7,0.4,0.3,83.3,1.4,26.1,0.1,27.3,8.9,1.8,0.7,39.3,2.9,59.6,0.3,65.1,4.4,0.2,0.3,1.0,1.5,65.5
39,Chase Budinger,MIN,41,21,20,18.3,6.7,20.5,15.9,0.5,1.56,0.67,0.327,1.0,0.0,0.9,0.405,0.0,0.811,1.6,0.3,0.7,40.7,0.3,0.3,91.7,53.1,0.4,25.0,0.1,6.3,0.2,12.5,0.1,9.4,0.8,40.7,3.3,31.8,0.5,31.0,0.7,63.6,0.0,0.0,0.4,36.4,47.6,0.5,0.2,42.1,1.5,34.5,0.1,36.5,9.9,2.3,0.5,23.8,3.3,68.9,0.1,71.8,5.9,0.5,0.0,0.9,1.3,70.4
40,Chris Andersen,MIA,72,49,23,19.4,6.6,20.0,9.4,0.4,1.33,0.19,0.331,1.2,0.1,5.2,0.667,0.375,0.927,0.1,0.0,0.0,66.7,0.0,0.1,75.0,70.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.0,0.1,66.7,0.3,29.7,0.0,50.0,4.8,71.4,0.0,33.3,0.8,79.2,64.9,1.8,1.2,63.6,4.8,38.6,0.1,39.6,5.2,3.6,1.5,41.2,7.4,48.5,0.7,53.8,4.2,0.4,1.3,1.9,3.5,54.4
41,Chris Bosh,MIA,79,53,26,32.0,16.2,49.5,32.3,1.3,1.52,0.48,0.327,4.2,1.2,4.7,0.486,0.729,1.033,2.1,0.5,1.1,44.6,0.7,0.8,83.3,80.4,0.4,17.9,0.0,1.2,0.2,8.9,0.4,19.6,1.7,44.6,6.2,43.6,1.2,41.1,4.8,71.6,0.9,56.4,2.0,57.5,55.5,1.3,0.7,55.1,3.1,40.8,0.1,41.7,7.9,5.4,2.0,37.5,10.1,53.7,0.7,57.8,5.2,1.0,1.0,2.9,4.7,60.9
42,Chris Copeland,IND,41,25,16,6.5,3.7,9.3,6.5,0.3,1.88,0.66,0.402,0.3,0.2,0.3,0.0,0.5,0.667,1.2,0.3,0.6,54.2,0.1,0.2,75.0,66.7,0.2,20.8,0.1,8.3,0.1,8.3,0.1,8.3,0.8,54.2,2.2,44.1,0.3,33.3,0.2,80.0,0.1,66.7,0.0,0.0,61.1,0.4,0.1,28.6,1.1,35.0,0.0,35.0,15.7,1.3,0.5,36.0,2.4,55.6,0.2,61.0,6.3,0.1,0.2,0.4,0.8,58.1
43,Chris Johnson,BOS,40,11,29,19.7,6.3,22.9,17.1,0.6,1.68,0.87,0.273,0.6,0.1,1.5,0.682,1.0,0.831,0.9,0.1,0.3,27.3,0.3,0.3,100.0,45.9,0.3,35.1,0.1,8.1,0.1,8.1,0.1,13.5,0.4,27.3,3.1,32.8,0.4,33.3,1.2,61.8,0.1,100.0,0.4,75.0,49.8,0.9,0.5,51.6,2.7,32.6,0.0,33.0,8.4,1.9,0.4,21.2,4.0,46.8,0.5,52.8,6.7,0.7,0.1,1.0,1.4,71.9
44,Chris Singleton,WAS,25,13,12,10.0,3.0,15.4,9.5,0.5,1.82,0.78,0.194,0.5,0.1,1.2,0.462,0.667,0.567,0.9,0.1,0.4,22.2,0.2,0.4,66.7,50.0,0.2,22.7,0.1,9.1,0.0,4.5,0.2,22.7,0.4,22.2,0.9,30.8,0.5,37.5,0.7,42.9,0.1,100.0,0.2,16.7,42.5,1.0,0.5,50.0,2.9,34.0,0.2,36.0,7.1,2.1,0.4,18.9,3.8,53.6,0.4,60.7,7.2,0.4,0.1,0.9,1.2,73.3
45,Chris Wright,MIL,8,1,7,15.7,6.0,17.0,11.9,0.4,1.5,0.66,0.353,0.6,0.0,3.0,0.0,0.0,1.125,2.0,0.1,0.9,14.3,0.4,0.8,50.0,31.3,0.6,31.3,0.0,0.0,0.1,6.3,0.4,18.8,0.6,14.3,0.3,50.0,0.0,0.0,3.4,66.7,0.0,0.0,0.0,0.0,60.0,1.7,0.8,50.0,3.0,55.6,0.0,55.6,6.4,1.7,0.8,50.0,5.0,33.3,0.3,35.7,6.8,0.9,0.6,0.8,1.4,54.5
