,Player,Fouls Drawn - Shoot
187,Donte DiVincenzo,4
265,Donte Grantham,0
227,Dorian Finney-Smith,44
463,Doug McDermott,30
55,Dragan Bender,28
267,Draymond Green,38
211,Drew Eubanks,5
586,Duncan Robinson,3
276,Dusty Hannahs,1
30,Dwayne Bacon,23
324,Dwight Howard,20
568,Dwight Powell,122
687,Dwyane Wade,106
57,Dāvis Bertāns,24
508,Džanan Musa,1
493,E'Twaun Moore,26
169,Ed Davis,79
649,Edmond Sumner,12
678,Ekpe Udoh,11
555,Elfrid Payton,31
534,Elie Okobo,16
660,Emanuel Terry,2
506,Emmanuel Mudiay,73
236,Enes Freedom,89
63,Eric Bledsoe,121
259,Eric Gordon,67
494,Eric Moreland,0
332,Ersan İlyasova,27
229,Evan Fournier,70
676,Evan Turner,44
340,Frank Jackson,33
380,Frank Kaminsky,51
450,Frank Mason III,21
523,Frank Ntilikina,11
684,Fred VanVleet,48
390,Furkan Korkmaz,16
655,Garrett Temple,42
141,Gary Clark,3
284,Gary Harris,62
556,Gary Payton II,0
673,Gary Trent Jr.,3
307,George Hill,31
384,George King,0
519,Georges Niang,11
268,Gerald Green,31
19,Giannis Antetokounmpo,347
587,Glenn Robinson III,17
194,Goran Dragić,43
297,Gordon Hayward,71
184,Gorgui Dieng,45
9,Grayson Allen,20
489,Greg Monroe,38
722,Guerschon Yabusele,8
183,Hamidou Diallo,33
39,Harrison Barnes,109
254,Harry Giles,36
703,Hassan Whiteside,110
305,Haywood Highsmith,1
201,Henry Ellenson,13
142,Ian Clark,9
441,Ian Mahinmi,24
18,Ike Anigbogu,0
616,Iman Shumpert,18
69,Isaac Bonga,4
327,Isaac Humphries,0
82,Isaiah Briscoe,11
112,Isaiah Canaan,10
295,Isaiah Hartenstein,7
303,Isaiah Hicks,2
664,Isaiah Thomas,12
631,Ish Smith,26
573,Ivan Rabb,32
731,Ivica Zubac,58
38,J.J. Barea,26
440,J.P. Macura,0
632,J.R. Smith,5
576,JJ Redick,72
598,JaKarr Sampson,10
270,JaMychal Green,46
464,JaVale McGee,72
543,Jabari Parker,91
212,Jacob Evans,1
162,Jae Crowder,78
533,Jahlil Okafor,51
403,Jake Layman,35
560,Jakob Poeltl,39
92,Jalen Brunson,49
372,Jalen Jones,13
157,Jamal Crawford,36
507,Jamal Murray,67
208,James Ennis III,42
280,James Harden,358
359,James Johnson,35
524,James Nunnally,2
196,Jared Dudley,20
659,Jared Terrell,3
449,Jarell Martin,7
341,Jaren Jackson Jr.,95
64,Jaron Blossomgame,6
683,Jarred Vanderbilt,5
10,Jarrett Allen,125
633,Jason Smith,3
213,Jawun Evans,0
2,Jaylen Adams,3
88,Jaylen Brown,100
497,Jaylen Morris,1
653,Jayson Tatum,91
273,Jeff Green,105
654,Jeff Teague,52
373,Jemerrio Jones,1
263,Jerami Grant,115
401,Jeremy Lamb,126
417,Jeremy Lin,68
264,Jerian Grant,20
588,Jerome Robinson,6
45,Jerryd Bayless,14
118,Jevon Carter,11
235,Jimmer Fredette,3
106,Jimmy Butler,155
520,Joakim Noah,45
470,Jodie Meeks,0
136,Joe Chealey,0
285,Joe Harris,48
333,Joe Ingles,32
207,Joel Embiid,257
144,John Collins,137
298,John Henson,2
316,John Holland,0
350,John Jenkins,8
692,John Wall,76
505,Johnathan Motley,19
707,Johnathan Williams,22
414,Jon Leuer,16
68,Jonah Bolden,9
353,Jonas Jerebko,37
680,Jonas Valančiūnas,77
337,Jonathan Isaac,62
622,Jonathon Simmons,48
53,Jordan Bell,17
143,Jordan Clarkson,87
427,Jordan Loyd,5
469,Jordan McRae,18
620,Jordan Sibert,0
294,Josh Hart,36
342,Josh Jackson,104
535,Josh Okogie,69
580,Josh Richardson,72
110,José Calderón,4
312,Jrue Holiday,116
300,Juancho Hernangómez,38
697,Julian Washburn,1
575,Julius Randle,232
13,Justin Anderson,17
313,Justin Holiday,37
343,Justin Jackson,40
549,Justin Patton,1
714,Justise Winslow,70
528,Jusuf Nurkić,162
11,Kadeem Allen,22
428,Kalin Lucas,1
672,Karl-Anthony Towns,190
412,Kawhi Leonard,181
43,Keita Bates-Diop,9
537,Kelly Olynyk,55
539,Kelly Oubre Jr.,122
690,Kemba Walker,186
219,Kenneth Faried,47
708,Kenrich Williams,8
47,Kent Bazemore,72
111,Kentavious Caldwell-Pope,48
198,Kevin Durant,211
325,Kevin Huerter,24
389,Kevin Knox,114
425,Kevin Love,33
422,Kevon Looney,53
59,Khem Birch,40
474,Khris Middleton,101
665,Khyri Thomas,3
667,Klay Thompson,70
625,Kobi Simmons,0
395,Kosta Koufos,12
20,Kostas Antetokounmpo,1
197,Kris Dunn,27
14,Kyle Anderson,31
392,Kyle Korver,18
397,Kyle Kuzma,101
426,Kyle Lowry,69
531,Kyle O'Quinn,8
336,Kyrie Irving,93
7,LaMarcus Aldridge,183
648,Lance Stephenson,33
666,Lance Thomas,17
613,Landry Shamet,33
242,Langston Galloway,35
516,Larry Nance Jr.,55
448,Lauri Markkanen,83
347,LeBron James,195
691,Lonnie Walker IV,4
36,Lonzo Ball,17
89,Lorenzo Brown,2
709,Lou Williams,183
456,Luc Mbah a Moute,3
188,Luka Dončić,177
381,Luke Kennard,19
391,Luke Kornet,17
179,Luol Deng,14
581,Malachi Richardson,3
84,Malcolm Brogdon,62
479,Malcolm Miller,2
50,Malik Beasley,29
488,Malik Monk,44
86,MarShon Brooks,13
245,Marc Gasol,94
260,Marcin Gortat,20
52,Marco Belinelli,48
181,Marcus Derrickson,2
499,Marcus Morris,73
627,Marcus Smart,49
302,Mario Hezonja,57
240,Markelle Fultz,17
500,Markieff Morris,35
138,Marquese Chriss,20
31,Marvin Bagley III,121
710,Marvin Williams,27
558,Mason Plumlee,81
176,Matthew Dellavedova,15
281,Maurice Harkless,38
385,Maxi Kleber,29
231,Melvin Frazier,1
413,Meyers Leonard,20
51,Michael Beasley,23
121,Michael Carter-Williams,22
383,Michael Kidd-Gilchrist,58
80,Mikal Bridges,56
148,Mike Conley,158
509,Mike Muscala,22
605,Mike Scott,12
81,Miles Bridges,36
559,Miles Plumlee,12
658,Miloš Teodosić,2
158,Mitch Creek,2
589,Mitchell Robinson,64
37,Mo Bamba,32
503,Monte Morris,35
282,Montrezl Harrell,202
688,Moritz Wagner,27
677,Myles Turner,92
487,Naz Mitrou-Long,1
61,Nemanja Bjelica,40
306,Nenê,26
521,Nerlens Noel,33
723,Nick Young,0
44,Nicolas Batum,31
644,Nik Stauskas,24
369,Nikola Jokić,135
483,Nikola Mirotić,34
686,Nikola Vučević,93
685,Noah Vonleh,62
569,Norman Powell,33
23,OG Anunoby,32
702,Okaro White,0
643,Omari Spellman,19
125,Omri Casspi,26
562,Otto Porter Jr.,46
675,P.J. Tucker,12
193,PJ Dozier,1
619,Pascal Siakam,149
149,Pat Connaughton,18
58,Patrick Beverley,33
458,Patrick McCaw,8
548,Patrick Patterson,13
480,Patty Mills,31
248,Pau Gasol,13
252,Paul George,208
481,Paul Millsap,103
22,Player,Shoot
1,Quincy Acy,2
561,Quincy Pondexter,20
150,Quinn Cook,14
328,R.J. Hunter,0
590,Rajon Rondo,16
518,Raul Neto,9
8,Rawle Alkins,6
639,Ray Spalding,4
224,Raymond Felton,5
94,Reggie Bullock,24
346,Reggie Jackson,75
318,Richaun Holmes,81
594,Ricky Rubio,69
152,Robert Covington,33
711,Robert Williams,6
424,Robin Lopez,55
396,Rodions Kurucs,38
319,Rodney Hood,69
465,Rodney McGruder,29
32,Ron Baker,1
317,Rondae Hollis-Jefferson,91
530,Royce O'Neale,22
251,Rudy Gay,68
256,Rudy Gobert,230
700,Russell Westbrook,205
15,Ryan Anderson,8
24,Ryan Arcidiacono,38
83,Ryan Broekhoff,4
471,Salah Mejri,13
172,Sam Dekker,22
434,Scott Machado,1
532,Semi Ojeleye,16
330,Serge Ibaka,79
164,Seth Curry,18
517,Shabazz Napier,52
255,Shai Gilgeous-Alexander,85
482,Shake Milton,2
293,Shaquille Harrison,60
420,Shaun Livingston,25
435,Shelvin Mack,32
669,Sindarius Thornwell,14
398,Skal Labissière,5
310,Solomon Hill,14
185,Spencer Dinwiddie,158
360,Stanley Johnson,35
165,Stephen Curry,108
90,Sterling Brown,20
3,Steven Adams,110
512,Svi Mykhailiuk,6
404,T.J. Leaf,15
462,T.J. McConnell,15
696,T.J. Warren,62
457,Tahjere McCall,1
253,Taj Gibson,74
571,Taurean Prince,50
225,Terrance Ferguson,20
374,Terrence Jones,1
592,Terrence Ross,50
593,Terry Rozier,36
608,Thabo Sefolosha,8
724,Thaddeus Young,66
557,Theo Pinson,8
93,Thomas Bryant,67
699,Thomas Welsh,1
442,Thon Maker,36
232,Tim Frazier,19
277,Tim Hardaway Jr.,104
429,Timothé Luwawu-Cabarrot,23
286,Tobias Harris,132
602,Tomáš Satoranský,63
76,Tony Bradley,1
546,Tony Parker,51
638,Tony Snell,19
156,Torrey Craig,23
725,Trae Young,151
262,Treveon Graham,10
199,Trevon Duval,0
25,Trevor Ariza,78
98,Trey Burke,56
433,Trey Lyles,52
668,Tristan Thompson,42
91,Troy Brown Jr.,23
127,Troy Caupain,0
166,Troy Daniels,8
712,Troy Williams,3
128,Tyler Cavanaugh,1
170,Tyler Davis,0
189,Tyler Dorsey,25
363,Tyler Johnson,48
432,Tyler Lydon,1
679,Tyler Ulis,0
727,Tyler Zeller,9
216,Tyreke Evans,72
693,Tyrone Wallace,29
129,Tyson Chandler,34
375,Tyus Jones,26
296,Udonis Haslem,2
536,Victor Oladipo,59
119,Vince Carter,22
200,Vince Edwards,0
35,Wade Baldwin,4
409,Walt Lemon Jr.,7
204,Wayne Ellington,7
609,Wayne Selden,43
120,Wendell Carter Jr.,44
338,Wes Iwundu,48
366,Wesley Johnson,10
452,Wesley Matthews,55
42,Will Barton,33
126,Willie Cauley-Stein,109
301,Willy Hernangómez,68
133,Wilson Chandler,10
451,Yante Maten,0
226,Yogi Ferrell,29
698,Yuta Watanabe,3
145,Zach Collins,56
402,Zach LaVine,172
421,Zach Lofton,0
542,Zaza Pachulia,48
637,Zhaire Smith,2
572,Zhou Qi,0
0,Álex Abrines,4
175,Ángel Delgado,1
