,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
153,Monta Ellis,.758,.262,.151,.086,.259,.242,.324,.884,.014,.400
222,Montrezl Harrell,.980,.687,.197,.032,.064,.020,.790,.000,.319,.571
556,Myles Turner,.868,.295,.150,.122,.300,.132,.812,.975,.100,.113
54,Nemanja Bjelica,.503,.264,.177,.034,.028,.497,.526,.964,.020,.209
247,Nenê,.977,.637,.126,.083,.131,.023,.839,1.000,.242,.000
414,Nerlens Noel,.997,.625,.162,.094,.120,.003,.745,,.307,.000
108,Nick Collison,.957,.565,.304,.043,.043,.043,.643,,.043,.000
611,Nick Young,.335,.082,.030,.073,.150,.665,.529,.906,.013,.247
38,Nicolas Batum,.585,.117,.102,.182,.185,.415,.457,.867,.013,.089
78,Nicolás Brussino,.326,.085,.064,.028,.149,.674,.609,1.000,.014,.168
320,Nicolás Laprovíttola,.426,.277,.085,.021,.064,.574,.300,1.000,.000,.111
520,Nik Stauskas,.434,.241,.062,.057,.073,.566,.487,.818,.027,.189
296,Nikola Jokić,.837,.349,.293,.097,.102,.163,.566,.933,.029,.072
387,Nikola Mirotić,.397,.206,.070,.059,.059,.603,.690,.969,.026,.231
568,Nikola Vučević,.927,.215,.256,.193,.264,.073,.617,1.000,.017,.080
567,Noah Vonleh,.926,.515,.211,.033,.167,.074,.585,.857,.181,.250
464,Norman Powell,.658,.411,.128,.030,.091,.342,.263,.946,.067,.445
106,Norris Cole,.750,.173,.154,.135,.288,.250,.231,1.000,.000,.077
581,Okaro White,.609,.322,.126,.080,.080,.391,.714,1.000,.046,.471
93,Omri Casspi,.738,.433,.287,.018,.006,.262,.726,1.000,.043,.209
460,Otto Porter Jr.,.575,.197,.100,.090,.189,.425,.665,.966,.027,.402
552,P.J. Tucker,.593,.299,.160,.071,.062,.407,.457,.986,.015,.770
510,Pascal Siakam,.966,.463,.249,.112,.141,.034,.667,1.000,.093,.571
110,Pat Connaughton,.542,.375,.056,.014,.097,.458,.800,.941,.056,.182
184,Patricio Garino,.286,.000,.000,.000,.286,.714,,,.000,.800
52,Patrick Beverley,.470,.210,.173,.055,.033,.530,.297,.836,.004,.323
360,Patrick McCaw,.498,.290,.078,.057,.073,.502,.723,.927,.045,.350
442,Patrick Patterson,.341,.128,.112,.070,.031,.659,.517,.979,.023,.383
384,Patty Mills,.428,.148,.027,.027,.230,.572,.540,.823,.000,.276
186,Pau Gasol,.828,.232,.260,.109,.227,.172,.668,1.000,.026,.298
190,Paul George,.632,.131,.099,.121,.283,.368,.375,.815,.026,.190
386,Paul Millsap,.752,.254,.216,.184,.098,.248,.558,.947,.017,.166
450,Paul Pierce,.386,.086,.029,.129,.143,.614,.615,1.000,.014,.116
617,Paul Zipser,.552,.222,.095,.050,.186,.448,.818,1.000,.018,.414
278,Pierre Jackson,.718,.282,.077,.103,.256,.282,.100,.667,.000,.091
24,Player,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,%3PA
1,Quincy Acy,.471,.265,.065,.076,.059,.529,.727,.973,.035,.278
111,Quinn Cook,.606,.167,.106,.106,.212,.394,.182,.636,.000,.154
264,R.J. Hunter,.000,.000,.000,.000,.000,1.000,,,.000,.000
485,Rajon Rondo,.763,.351,.152,.061,.200,.237,.251,.940,.002,.481
101,Rakeem Christmas,1.000,.628,.256,.047,.047,.000,.737,,.163,
508,Ramon Sessions,.764,.312,.240,.122,.091,.236,.392,.857,.015,.210
175,Randy Foye,.375,.182,.105,.012,.077,.625,.255,.761,.003,.163
566,Rashad Vaughn,.481,.167,.115,.058,.141,.519,.677,.846,.019,.247
408,Raul Neto,.659,.396,.110,.066,.099,.341,.258,.900,.000,.323
168,Raymond Felton,.720,.286,.140,.066,.228,.280,.246,.739,.000,.188
79,Reggie Bullock,.430,.227,.055,.047,.102,.570,.769,1.000,.000,.329
279,Reggie Jackson,.728,.232,.207,.129,.161,.272,.073,.455,.012,.130
598,Reggie Williams,.522,.174,.087,.087,.174,.478,.333,.800,.000,.364
283,Richard Jefferson,.458,.292,.087,.023,.055,.542,.747,.984,.122,.473
256,Richaun Holmes,.813,.483,.184,.070,.075,.187,.798,1.000,.245,.195
491,Ricky Rubio,.698,.194,.062,.105,.337,.302,.269,.950,.000,.291
117,Robert Covington,.437,.288,.101,.016,.031,.563,.652,.942,.027,.080
344,Robin Lopez,.997,.312,.324,.094,.267,.003,.681,,.040,.500
257,Rodney Hood,.539,.123,.161,.140,.116,.461,.291,.746,.020,.248
373,Rodney McGruder,.522,.215,.185,.059,.061,.478,.470,.986,.028,.541
527,Rodney Stuckey,.754,.213,.131,.168,.242,.246,.181,.789,.000,.333
28,Ron Baker,.604,.346,.106,.041,.120,.396,.373,.870,.005,.337
255,Rondae Hollis-Jefferson,.876,.483,.181,.138,.072,.124,.518,.933,.076,.358
466,Ronnie Price,.292,.083,.042,.083,.083,.708,.000,.667,.000,.235
241,Roy Hibbert,1.000,.395,.313,.116,.177,.000,.650,,.129,
187,Rudy Gay,.744,.233,.210,.140,.161,.256,.396,.881,.097,.186
197,Rudy Gobert,.998,.845,.144,.005,.002,.002,.741,,.392,.000
580,Russell Westbrook,.700,.293,.067,.171,.167,.300,.136,.350,.031,.075
18,Ryan Anderson,.345,.144,.074,.035,.092,.655,.378,.975,.009,.142
309,Ryan Kelly,.643,.179,.179,.071,.214,.357,1.000,1.000,.036,.400
378,Salah Mejri,.978,.737,.117,.036,.088,.022,.701,1.000,.299,.000
131,Sam Dekker,.564,.436,.098,.012,.023,.436,.727,.967,.121,.353
569,Sasha Vujačić,.456,.074,.015,.074,.294,.544,.579,.696,.000,.149
311,Sean Kilpatrick,.581,.273,.143,.067,.097,.419,.430,.752,.007,.211
103,Semaj Christon,.717,.283,.148,.148,.143,.283,.308,.833,.009,.254
265,Serge Ibaka,.677,.146,.189,.177,.165,.323,.666,.984,.038,.057
484,Sergio Rodríguez,.530,.140,.110,.106,.174,.470,.195,.565,.000,.087
123,Seth Curry,.542,.129,.127,.088,.198,.458,.229,.745,.000,.217
398,Shabazz Muhammad,.758,.353,.244,.119,.040,.242,.674,.980,.099,.393
404,Shabazz Napier,.497,.202,.055,.055,.186,.503,.128,.647,.000,.141
340,Shaun Livingston,.991,.222,.130,.532,.104,.009,.512,1.000,.098,.000
341,Shawn Long,.826,.642,.073,.028,.073,.174,.500,1.000,.128,.053
350,Sheldon Mac,.600,.227,.093,.133,.147,.400,.435,.857,.000,.400
351,Shelvin Mack,.685,.239,.184,.165,.100,.315,.316,.649,.000,.242
318,Skal Labissière,.963,.289,.275,.220,.174,.037,.605,1.000,.147,.000
250,Solomon Hill,.435,.276,.077,.048,.029,.565,.348,1.000,.044,.341
139,Spencer Dinwiddie,.666,.295,.156,.132,.089,.334,.229,.579,.023,.188
232,Spencer Hawes,.708,.336,.170,.119,.083,.292,.817,1.000,.054,.136
293,Stanley Johnson,.578,.123,.151,.129,.175,.422,.345,.933,.008,.253
124,Stephen Curry,.453,.219,.069,.049,.116,.547,.413,.639,.003,.136
616,Stephen Zimmerman,1.000,.290,.323,.258,.129,.000,.600,,.065,
418,Steve Novak,.143,.000,.143,.000,.000,.857,1.000,1.000,.000,.167
4,Steven Adams,.998,.557,.388,.046,.005,.002,.668,,.198,.000
362,T.J. McConnell,.893,.350,.273,.174,.096,.107,.244,.909,.000,.164
574,T.J. Warren,.880,.290,.221,.200,.167,.120,.536,.923,.032,.520
193,Taj Gibson,.982,.423,.283,.142,.131,.018,.657,.667,.096,.846
55,Tarik Black,.993,.667,.262,.037,.024,.007,.685,.000,.190,.000
467,Taurean Prince,.642,.361,.133,.095,.056,.358,.630,.879,.032,.431
301,Terrence Jones,.848,.396,.307,.055,.085,.152,.642,1.000,.085,.093
487,Terrence Ross,.476,.105,.088,.113,.168,.524,.511,.859,.044,.215
490,Terry Rozier,.564,.275,.090,.092,.107,.436,.330,.807,.007,.212
502,Thabo Sefolosha,.696,.365,.089,.084,.157,.304,.647,.951,.053,.475
613,Thaddeus Young,.828,.438,.281,.044,.067,.172,.729,.978,.061,.492
483,Thomas Robinson,.995,.643,.209,.097,.046,.005,.467,,.153,.000
354,Thon Maker,.591,.337,.122,.055,.077,.409,.673,1.000,.144,.297
519,Tiago Splitter,.806,.613,.194,.000,.000,.194,.750,1.000,.032,.167
176,Tim Frazier,.683,.304,.149,.074,.156,.317,.268,.625,.002,.086
218,Tim Hardaway Jr.,.543,.292,.078,.066,.107,.457,.635,.846,.054,.168
468,Tim Quarterman,.552,.207,.103,.103,.138,.448,.125,.800,.034,.077
396,Timofey Mozgov,.997,.439,.259,.125,.174,.003,.746,,.186,.000
348,Timothé Luwawu-Cabarrot,.554,.393,.108,.028,.022,.446,.653,.980,.019,.317
228,Tobias Harris,.705,.207,.220,.169,.108,.295,.502,.991,.051,.258
498,Tomáš Satoranský,.748,.320,.218,.122,.082,.252,.404,1.000,.041,.297
140,Toney Douglas,.641,.188,.145,.111,.197,.359,.361,.429,.000,.048
10,Tony Allen,.909,.652,.166,.030,.061,.091,.552,1.000,.027,.704
439,Tony Parker,.879,.285,.223,.112,.258,.121,.248,1.000,.000,.739
517,Tony Snell,.344,.170,.048,.052,.078,.656,.657,.993,.039,.386
205,Treveon Graham,.625,.275,.175,.025,.150,.375,.600,1.000,.000,.400
22,Trevor Ariza,.305,.207,.054,.013,.031,.695,.615,.958,.041,.351
65,Trevor Booker,.868,.450,.281,.058,.080,.132,.450,.840,.066,.295
80,Trey Burke,.725,.137,.086,.184,.314,.275,.212,.806,.000,.171
349,Trey Lyles,.535,.182,.180,.080,.093,.465,.404,.954,.021,.299
544,Tristan Thompson,.993,.686,.263,.034,.009,.007,.710,,.293,.000
125,Troy Daniels,.283,.044,.026,.048,.166,.717,.681,.833,.000,.135
599,Troy Williams,.629,.431,.102,.030,.060,.371,.455,.944,.114,.210
325,Ty Lawson,.774,.268,.149,.144,.211,.226,.192,.735,.000,.195
156,Tyler Ennis,.663,.322,.197,.082,.063,.337,.111,.556,.000,.129
294,Tyler Johnson,.697,.261,.149,.087,.198,.303,.451,.957,.046,.208
558,Tyler Ulis,.819,.101,.151,.275,.295,.181,.117,.476,.000,.076
615,Tyler Zeller,.994,.500,.190,.019,.285,.006,.846,,.051,.000
159,Tyreke Evans,.681,.395,.154,.024,.108,.319,.204,.548,.005,.051
98,Tyson Chandler,1.000,.895,.096,.004,.004,.000,.621,,.368,
304,Tyus Jones,.597,.227,.171,.088,.110,.403,.347,.885,.000,.315
231,Udonis Haslem,.870,.478,.217,.000,.174,.130,.636,,.043,.333
430,Victor Oladipo,.622,.265,.092,.118,.144,.378,.428,.882,.041,.307
91,Vince Carter,.396,.182,.092,.047,.076,.604,.432,.875,.022,.193
29,Wade Baldwin,.809,.357,.157,.174,.113,.191,.303,.333,.043,.182
152,Wayne Ellington,.290,.047,.016,.023,.204,.710,.756,.926,.007,.282
503,Wayne Selden,.517,.310,.086,.069,.052,.483,.556,1.000,.069,.250
295,Wesley Johnson,.410,.150,.035,.040,.185,.590,.773,1.000,.050,.364
357,Wesley Matthews,.434,.113,.091,.112,.119,.566,.296,.839,.001,.177
36,Will Barton,.647,.303,.174,.095,.077,.353,.346,.724,.029,.136
97,Willie Cauley-Stein,.996,.449,.326,.123,.098,.004,.725,,.187,.000
475,Willie Reed,.986,.614,.246,.084,.039,.014,.634,1.000,.242,.000
239,Willy Hernangómez,.968,.606,.219,.077,.060,.032,.607,1.000,.097,.400
99,Wilson Chandler,.653,.266,.190,.093,.104,.347,.495,.918,.051,.248
169,Yogi Ferrell,.553,.190,.094,.089,.178,.447,.207,.559,.000,.131
324,Zach LaVine,.563,.272,.061,.049,.182,.437,.466,.808,.051,.235
473,Zach Randolph,.902,.293,.283,.111,.214,.098,.478,1.000,.005,.138
436,Zaza Pachulia,.993,.664,.150,.085,.094,.007,.805,,.033,.000
0,Álex Abrines,.276,.120,.047,.044,.065,.724,.600,.968,.015,.231
25,Ömer Aşık,1.000,.908,.092,.000,.000,.000,.710,,.262,
