,Player,G,MP,FTr,USG%
473,A.J. Price,28,99,.043,23.2
87,Aaron Brooks,72,1557,.164,20.5
242,Aaron Gray,37,355,.328,12.5
555,Adonis Thomas,6,37,.071,18.5
264,Al Harrington,34,511,.169,22.7
292,Al Horford,29,958,.202,24.7
313,Al Jefferson,73,2553,.201,29.3
16,Al-Farouq Aminu,80,2045,.277,14.3
21,Alan Anderson,78,1773,.243,15.9
102,Alec Burks,78,2193,.449,23.9
355,Alex Len,42,362,.397,14.3
516,Alexey Shved,63,664,.380,20.8
8,Alexis Ajinça,56,951,.269,16.3
141,Allen Crabbe,15,100,.121,16.5
228,Alonzo Gee,65,1020,.258,13.4
541,Amar'e Stoudemire,65,1466,.364,23.4
318,Amir Johnson,77,2214,.234,16.4
585,Anderson Varejão,65,1800,.294,14.6
71,Andray Blatche,73,1618,.328,25.6
187,Andre Drummond,81,2619,.427,16.7
297,Andre Iguodala,63,2040,.288,13.3
399,Andre Miller,58,982,.333,14.5
488,Andre Roberson,40,399,.147,10.1
44,Andrea Bargnani,42,1257,.203,22.4
338,Andrei Kirilenko,45,857,.744,14.6
75,Andrew Bogut,67,1769,.171,12.4
109,Andrew Bynum,26,516,.218,24.3
437,Andrew Nicholson,76,1174,.136,19.3
64,Andris Biedriņš,6,45,6.000,5.7
309,Antawn Jamison,22,248,.272,19.6
62,Anthony Bennett,52,663,.307,20.3
159,Anthony Davis,67,2358,.438,25.2
418,Anthony Morrow,76,1426,.167,19.4
479,Anthony Randolph,43,527,.392,19.8
571,Anthony Tolliver,64,1298,.134,12.4
235,Archie Goodwin,52,533,.329,19.4
450,Arinze Onuaku,5,30,.400,10.4
420,Arnett Moultrie,12,187,.132,10.7
54,Aron Baynes,53,491,.129,19.2
7,Arron Afflalo,73,2552,.332,23.3
164,Austin Daye,22,148,.147,23.7
487,Austin Rivers,69,1339,.365,21.3
81,Avery Bradley,60,1855,.136,23.2
236,Ben Gordon,19,279,.194,22.9
392,Ben McLemore,82,2187,.211,16.9
581,Beno Udrih,41,643,.169,17.2
305,Bernard James,30,146,.478,11.8
66,Bismack Biyombo,77,1072,.618,9.6
251,Blake Griffin,80,2863,.496,29.0
180,Boris Diaw,79,1974,.159,17.0
59,Bradley Beal,73,2530,.164,24.3
626,Brandan Wright,58,1077,.320,17.4
48,Brandon Bass,82,2266,.330,18.2
158,Brandon Davies,51,575,.414,13.7
316,Brandon Jennings,80,2728,.283,23.4
339,Brandon Knight,72,2400,.296,26.8
496,Brandon Rush,38,418,.056,12.3
489,Brian Roberts,72,1667,.229,20.0
364,Brook Lopez,17,533,.502,27.1
424,Byron Mullens,45,414,.121,20.9
398,C.J. Miles,51,984,.183,22.0
604,C.J. Watson,63,1193,.263,16.6
390,CJ McCollum,38,476,.191,20.9
347,Carl Landry,18,233,.283,14.5
78,Carlos Boozer,76,2141,.197,26.3
25,Carmelo Anthony,77,2982,.329,32.4
103,Caron Butler,56,1419,.139,20.1
206,Carrick Felix,7,38,.286,23.2
374,Cartier Martin,59,870,.246,17.1
603,Casper Ware,9,116,.143,18.1
458,Chandler Parsons,74,2783,.224,19.3
218,Channing Frye,82,2312,.122,17.3
595,Charlie Villanueva,20,180,.152,25.0
99,Chase Budinger,41,751,.154,16.7
65,Chauncey Billups,19,309,.152,15.1
20,Chris Andersen,72,1396,.615,13.8
40,Chris Babb,14,132,.000,11.1
79,Chris Bosh,79,2531,.285,22.6
138,Chris Copeland,41,265,.120,23.7
185,Chris Douglas-Roberts,49,1016,.325,14.7
319,Chris Johnson,40,789,.201,14.3
334,Chris Kaman,39,736,.197,26.7
462,Chris Paul,62,2171,.397,23.7
521,Chris Singleton,25,250,.373,17.2
524,Chris Smith,2,2,,0.0
627,Chris Wright,8,126,.429,16.7
274,Chuck Hayes,61,754,.192,10.4
633,Cody Zeller,82,1416,.495,18.9
9,Cole Aldrich,46,330,.492,13.0
83,Corey Brewer,81,2609,.281,16.5
333,Cory Joseph,68,936,.362,16.9
351,Courtney Lee,79,1973,.182,17.0
35,D.J. Augustin,71,1939,.316,22.4
537,D.J. Stephens,3,15,.143,22.4
611,D.J. White,2,10,.000,4.6
361,Damian Lillard,82,2937,.327,25.0
306,Damion James,5,50,.222,9.8
453,Daniel Orton,22,251,.638,13.2
239,Danny Granger,41,847,.218,20.5
245,Danny Green,68,1651,.125,16.7
147,Dante Cunningham,81,1635,.132,15.1
327,Darius Johnson-Odom,3,15,.286,27.9
402,Darius Miller,45,723,.217,12.8
412,Darius Morris,27,313,.271,18.6
33,Darrell Arthur,68,1161,.151,18.1
134,Darren Collison,80,2069,.323,19.7
354,David Lee,69,2288,.302,24.3
608,David West,80,2472,.267,21.9
332,DeAndre Jordan,82,2870,.726,12.4
360,DeAndre Liggins,1,1,.000,47.8
67,DeJuan Blair,78,1214,.308,19.6
179,DeMar DeRozan,79,3017,.448,28.0
139,DeMarcus Cousins,71,2298,.500,32.7
118,DeMarre Carroll,73,2341,.220,15.2
503,Dennis Schröder,49,641,.229,19.0
209,Derek Fisher,81,1428,.197,13.7
613,Deron Williams,64,2059,.302,21.8
205,Derrick Favors,73,2201,.380,20.8
493,Derrick Rose,10,311,.195,31.5
614,Derrick Williams,78,1820,.537,16.2
265,Devin Harris,40,818,.453,20.2
171,Dewayne Dedmon,31,390,.386,13.1
466,Dexter Pittman,2,3,2.000,28.5
221,Diante Garrett,71,1048,.045,15.1
599,Dion Waiters,70,2072,.237,26.9
126,Dionte Christmas,31,198,.387,17.4
440,Dirk Nowitzki,80,2628,.295,26.9
523,Donald Sloan,48,392,.171,17.2
419,Donatas Motiejūnas,62,952,.324,17.8
628,Dorell Wright,68,984,.232,16.2
344,Doron Lamb,53,695,.225,13.3
246,Draymond Green,82,1797,.268,14.8
234,Drew Gooden,22,395,.189,19.7
108,Dwight Buycks,14,146,.188,19.3
293,Dwight Howard,71,2396,.798,24.0
598,Dwyane Wade,54,1775,.339,27.9
411,E'Twaun Moore,79,1506,.149,16.4
127,Earl Clark,54,768,.130,17.9
605,Earl Watson,24,161,.364,8.1
160,Ed Davis,63,956,.307,17.8
579,Ekpe Udoh,42,804,.329,11.4
266,Elias Harris,2,11,.000,4.0
617,Elliot Williams,67,1157,.353,16.7
82,Elton Brand,73,1414,.283,13.9
216,Enes Freedom,80,2138,.239,23.3
72,Eric Bledsoe,43,1416,.426,24.9
237,Eric Gordon,64,2057,.273,23.2
382,Eric Maynor,31,327,.109,18.2
427,Erik Murphy,24,62,.000,11.2
298,Ersan İlyasova,55,1478,.225,21.3
210,Evan Fournier,76,1503,.226,19.7
575,Evan Turner,81,2457,.257,23.2
219,Francisco García,55,1083,.065,13.5
395,Gal Mekel,31,292,.140,19.0
552,Garrett Temple,75,638,.305,14.3
432,Gary Neal,52,1114,.223,23.8
285,George Hill,76,2434,.286,14.8
247,Gerald Green,82,2330,.229,23.6
278,Gerald Henderson,77,2461,.332,22.1
602,Gerald Wallace,58,1416,.439,11.6
24,Giannis Antetokounmpo,77,1897,.483,15.0
157,Gigi Datome,34,238,.103,20.2
161,Glen Davis,68,1662,.231,19.9
483,Glen Rice Jr.,11,109,.189,20.3
186,Goran Dragić,76,2668,.381,24.5
277,Gordon Hayward,77,2800,.369,23.1
181,Gorgui Dieng,60,818,.410,16.8
410,Greg Monroe,82,2690,.362,21.4
446,Greg Oden,23,212,.469,16.0
525,Greg Smith,11,100,.179,15.4
539,Greg Stiemsma,55,1007,.262,8.1
589,Greivis Vásquez,79,1779,.164,21.1
38,Gustavo Ayón,26,429,.196,14.8
430,Hamady N'Diaye,14,74,.111,7.4
45,Harrison Barnes,78,2204,.267,16.8
554,Hasheem Thabeet,23,192,.217,9.0
574,Hedo Türkoğlu,38,392,.165,15.0
517,Henry Sims,46,875,.442,18.0
32,Hilton Armstrong,15,97,.842,14.5
563,Hollis Thompson,77,1742,.196,11.3
130,Ian Clark,23,172,.104,22.4
371,Ian Mahinmi,77,1248,.767,11.4
515,Iman Shumpert,74,1962,.147,14.1
117,Isaiah Canaan,22,252,.333,21.0
558,Isaiah Thomas,72,2497,.371,26.3
527,Ish Smith,70,1006,.139,15.9
43,J.J. Barea,79,1471,.152,23.9
283,J.J. Hickson,69,1859,.443,20.8
528,J.R. Smith,74,2421,.145,21.6
482,JJ Redick,35,987,.266,21.8
391,JaVale McGee,5,79,.026,25.0
146,Jae Crowder,78,1254,.206,13.2
212,Jamaal Franklin,21,161,.051,14.6
570,Jamaal Tinsley,8,110,.000,12.1
142,Jamal Crawford,69,2094,.318,27.2
436,Jameer Nelson,68,2179,.150,20.1
22,James Anderson,80,2309,.148,15.9
261,James Harden,73,2777,.552,27.8
320,James Johnson,52,956,.292,20.0
328,James Jones,20,236,.162,15.6
441,James Nunnally,13,165,.196,15.1
532,James Southerland,4,30,.133,25.6
592,Jan Veselý,54,776,.324,13.2
456,Jannero Pargo,29,242,.093,28.4
148,Jared Cunningham,13,80,.762,16.6
188,Jared Dudley,74,1729,.130,13.5
543,Jared Sullinger,74,2041,.226,24.1
302,Jarrett Jack,80,2252,.213,17.8
586,Jarvis Varnado,24,339,.867,11.6
133,Jason Collins,22,172,.167,8.9
381,Jason Maxiell,34,488,.295,12.4
529,Jason Smith,31,830,.177,18.2
553,Jason Terry,35,570,.099,15.3
564,Jason Thompson,82,2007,.292,14.4
4,Jeff Adrien,53,961,.433,17.3
39,Jeff Ayres,73,952,.316,12.4
248,Jeff Green,82,2805,.304,23.6
544,Jeff Taylor,26,629,.216,19.4
546,Jeff Teague,79,2542,.362,25.7
623,Jeff Withey,58,684,.566,12.0
196,Jeremy Evans,66,1209,.226,15.3
345,Jeremy Lamb,78,1538,.105,20.1
362,Jeremy Lin,71,2054,.400,20.4
578,Jeremy Tyler,41,398,.414,19.1
444,Jermaine O'Neal,44,883,.532,17.8
51,Jerryd Bayless,72,1686,.191,20.1
213,Jimmer Fredette,49,519,.093,24.3
106,Jimmy Butler,67,2591,.488,16.8
438,Joakim Noah,80,2820,.419,18.7
394,Jodie Meeks,77,2556,.289,19.1
321,Joe Johnson,79,2575,.192,22.3
26,Joel Anthony,33,186,.250,9.3
217,Joel Freeland,52,727,.179,12.4
281,John Henson,70,1856,.277,20.3
315,John Jenkins,13,158,.095,15.8
368,John Lucas III,42,591,.084,17.0
499,John Salmons,78,1726,.126,12.8
601,John Wall,82,2980,.295,27.4
358,Jon Leuer,49,642,.191,21.1
317,Jonas Jerebko,64,741,.284,16.0
584,Jonas Valančiūnas,81,2282,.385,18.5
143,Jordan Crawford,81,1859,.214,23.7
203,Jordan Farmar,41,912,.162,23.2
253,Jordan Hamilton,60,1019,.136,18.7
286,Jordan Hill,72,1500,.347,19.7
252,Jorge Gutiérrez,15,244,.222,14.1
125,Josh Childress,4,24,,1.9
263,Josh Harrellson,32,317,.085,12.8
393,Josh McRoberts,78,2360,.150,13.4
471,Josh Powell,1,19,.000,16.1
530,Josh Smith,77,2730,.244,24.5
115,José Calderón,81,2468,.084,16.2
289,Jrue Holiday,34,1143,.139,23.3
540,Julyan Stone,21,120,.176,8.8
256,Justin Hamilton,8,72,.250,17.4
356,Kawhi Leonard,66,1923,.195,18.3
74,Keith Bogans,6,55,.500,6.7
448,Kelly Olynyk,70,1400,.243,21.0
600,Kemba Walker,73,2614,.295,25.8
373,Kendall Marshall,54,1564,.086,16.3
464,Kendrick Perkins,62,1207,.347,11.5
202,Kenneth Faried,80,2178,.379,21.3
56,Kent Bazemore,67,911,.318,22.6
116,Kentavious Caldwell-Pope,80,1583,.133,13.9
377,Kenyon Martin,32,633,.154,11.6
191,Kevin Durant,81,3122,.477,33.0
220,Kevin Garnett,54,1109,.132,18.9
366,Kevin Love,77,2797,.445,28.8
378,Kevin Martin,68,2177,.332,25.0
507,Kevin Séraphin,53,578,.141,21.5
397,Khris Middleton,82,2460,.160,19.1
288,Kirk Hinrich,73,2116,.202,17.3
565,Klay Thompson,81,2868,.147,22.6
98,Kobe Bryant,6,177,.288,28.7
341,Kosta Koufos,80,1349,.203,19.4
295,Kris Humphries,69,1376,.312,19.0
340,Kyle Korver,71,2408,.154,14.2
367,Kyle Lowry,79,2862,.356,22.9
445,Kyle O'Quinn,69,1188,.224,18.6
520,Kyle Singler,82,2337,.306,14.0
299,Kyrie Irving,71,2496,.273,28.2
10,LaMarcus Aldridge,69,2498,.253,29.8
538,Lance Stephenson,78,2752,.226,19.4
559,Lance Thomas,5,42,.444,13.8
208,Landry Fields,30,322,.328,12.4
502,Larry Sanders,23,584,.340,16.4
11,Lavoy Allen,65,1072,.167,14.6
307,LeBron James,77,2902,.432,31.0
42,Leandro Barbosa,20,368,.298,20.0
94,Lorenzo Brown,26,224,.151,20.4
17,Lou Amundson,19,185,.750,13.9
618,Lou Williams,60,1445,.363,20.9
386,Luc Mbah a Moute,64,1003,.347,11.2
504,Luis Scola,82,1399,.243,23.8
41,Luke Babbitt,27,473,.117,17.0
484,Luke Ridnour,61,1141,.080,16.1
176,Luol Deng,63,2213,.312,22.3
606,Maalik Wayns,2,9,.000,9.8
560,Malcolm Thomas,8,63,.125,18.7
267,Manny Harris,9,180,.171,20.4
231,Manu Ginóbili,68,1550,.300,24.7
90,MarShon Brooks,35,316,.352,23.4
222,Marc Gasol,59,1970,.339,21.7
238,Marcin Gortat,81,2655,.273,18.2
61,Marco Belinelli,80,2016,.188,19.0
416,Marcus Morris,82,1800,.244,19.9
567,Marcus Thornton,72,1741,.175,19.7
122,Mario Chalmers,73,2178,.291,17.4
417,Markieff Morris,81,2153,.387,23.2
547,Marquis Teague,40,443,.294,18.2
535,Marreese Speights,79,982,.303,25.4
607,Martell Webster,78,2157,.213,14.7
619,Marvin Williams,66,1674,.139,16.7
467,Mason Plumlee,70,1275,.646,17.1
46,Matt Barnes,63,1735,.171,16.6
76,Matt Bonner,61,690,.073,12.1
175,Matthew Dellavedova,72,1271,.162,13.2
262,Maurice Harkless,80,1950,.296,14.8
195,Melvin Ely,2,27,.000,10.1
625,Metta World Peace,29,388,.113,20.0
357,Meyers Leonard,40,355,.231,14.2
60,Michael Beasley,55,831,.223,25.7
120,Michael Carter-Williams,70,2414,.348,25.7
337,Michael Kidd-Gilchrist,62,1502,.521,15.2
136,Mike Conley,73,2446,.268,24.6
190,Mike Dunleavy,82,2584,.212,17.0
268,Mike Harris,20,225,.443,17.1
308,Mike James,11,77,.095,16.1
403,Mike Miller,82,1707,.126,14.7
429,Mike Muscala,20,215,.192,19.3
505,Mike Scott,80,1482,.210,23.5
468,Miles Plumlee,80,1964,.239,16.2
478,Miroslav Raduljica,48,465,.437,17.3
550,Mirza Teletović,72,1396,.117,20.5
620,Mo Williams,74,1834,.132,20.5
194,Monta Ellis,82,3023,.336,26.0
511,Mustafa Shakur,3,11,.667,23.7
167,Nando De Colo,47,494,.229,18.6
490,Nate Robinson,44,866,.222,23.5
624,Nate Wolters,58,1309,.231,16.8
409,Nazr Mohammed,80,562,.238,14.5
435,Nemanja Nedović,24,142,.205,17.2
284,Nenê,53,1560,.448,24.0
113,Nick Calathes,71,1173,.232,17.5
135,Nick Collison,81,1353,.386,11.6
630,Nick Young,64,1810,.321,26.8
50,Nicolas Batum,82,2956,.248,16.5
463,Nikola Peković,54,1663,.355,22.9
596,Nikola Vučević,57,1812,.197,21.8
132,Norris Cole,82,2014,.136,15.6
385,O.J. Mayo,52,1346,.160,23.0
343,Ognjen Kuzmić,21,92,.846,13.3
121,Omri Casspi,71,1283,.298,18.3
322,Orlando Johnson,45,392,.230,16.2
310,Othyus Jeffers,6,47,.667,8.3
470,Otto Porter Jr.,37,319,.132,15.6
572,P.J. Tucker,81,2490,.327,14.2
476,Pablo Prigioni,66,1283,.063,9.3
63,Patrick Beverley,56,1751,.212,14.8
459,Patrick Patterson,65,1533,.145,17.2
405,Patty Mills,81,1527,.123,22.6
224,Pau Gasol,60,1884,.287,26.4
229,Paul George,80,2898,.341,28.3
406,Paul Millsap,74,2482,.373,25.7
465,Paul Pierce,75,2098,.435,22.4
29,Pero Antić,50,925,.224,18.6
329,Perry Jones,62,764,.232,12.8
522,Peyton Siva,24,224,.263,15.6
472,Phil Pressey,75,1132,.178,14.1
30,Player,G,MP,FTr,USG%
0,Quincy Acy,63,847,.376,10.1
404,Quincy Miller,52,789,.215,17.7
469,Quincy Pondexter,15,270,.329,18.0
492,Rajon Rondo,30,998,.191,21.3
508,Ramon Sessions,83,2214,.525,22.7
211,Randy Foye,81,2485,.211,18.8
359,Rashard Lewis,60,971,.140,14.1
107,Rasual Butler,50,378,.127,15.4
14,Ray Allen,73,1936,.214,16.8
389,Ray McCallum,45,897,.143,17.6
207,Raymond Felton,65,2017,.201,18.2
100,Reggie Bullock,43,395,.074,15.4
197,Reggie Evans,54,899,.867,13.4
303,Reggie Jackson,80,2277,.193,22.6
621,Reggie Williams,3,17,.000,28.7
314,Richard Jefferson,82,2213,.248,16.9
350,Ricky Ledo,11,33,.235,28.6
495,Ricky Rubio,82,2638,.422,16.4
294,Robbie Hummel,53,655,.090,12.6
140,Robert Covington,7,34,.000,19.3
498,Robert Sacre,65,1089,.313,15.5
365,Robin Lopez,82,2603,.376,14.0
542,Rodney Stuckey,73,1950,.342,24.3
379,Roger Mason,25,260,.104,14.5
84,Ronnie Brewer,24,160,.133,4.9
475,Ronnie Price,31,377,.141,15.0
573,Ronny Turiaf,31,606,.467,10.7
282,Roy Hibbert,81,2409,.357,19.4
301,Royal Ivey,2,5,.000,17.7
612,Royce White,3,9,.000,4.9
225,Rudy Gay,73,2531,.328,27.6
232,Rudy Gobert,45,434,.878,14.2
610,Russell Westbrook,46,1412,.370,34.4
23,Ryan Anderson,22,795,.175,22.9
233,Ryan Gomes,5,34,.000,11.7
290,Ryan Hollins,61,482,.778,11.5
336,Ryan Kelly,59,1312,.364,15.9
155,Samuel Dalembert,80,1614,.363,14.8
597,Sasha Vujačić,2,10,.000,35.3
291,Scotty Hopson,2,7,.500,31.1
296,Serge Ibaka,81,2666,.203,19.8
335,Sergey Karasev,22,156,.286,14.4
151,Seth Curry,2,13,.000,10.3
423,Shabazz Muhammad,37,290,.323,23.1
49,Shane Battier,73,1468,.084,10.0
192,Shane Edwards,2,12,.000,14.9
348,Shane Larkin,48,489,.182,17.4
95,Shannon Brown,29,251,.318,17.1
363,Shaun Livingston,76,1974,.392,16.1
480,Shavlik Randolph,14,95,.786,11.0
372,Shawn Marion,76,2409,.092,15.7
622,Shawne Williams,36,751,.104,12.9
370,Shelvin Mack,73,1490,.148,19.0
287,Solomon Hill,28,226,.175,11.3
330,Solomon Jones,11,85,.235,11.1
271,Spencer Hawes,80,2470,.172,19.6
154,Stephen Curry,78,2846,.252,28.3
304,Stephen Jackson,9,107,.154,13.9
68,Steve Blake,55,1498,.122,13.8
431,Steve Nash,15,313,.255,18.9
439,Steve Novak,54,540,.041,12.9
3,Steven Adams,81,1197,.735,11.7
230,Taj Gibson,82,2351,.314,23.0
477,Tayshaun Prince,76,1948,.122,13.3
331,Terrence Jones,76,2078,.274,18.3
494,Terrence Ross,81,2159,.130,18.6
506,Thabo Sefolosha,61,1584,.203,11.9
631,Thaddeus Young,79,2718,.178,24.1
491,Thomas Robinson,70,873,.345,19.7
536,Tiago Splitter,59,1271,.500,17.7
189,Tim Duncan,74,2158,.349,25.2
260,Tim Hardaway Jr.,81,1875,.186,19.6
421,Timofey Mozgov,82,1770,.477,18.8
269,Tobias Harris,61,1850,.341,22.2
182,Toney Douglas,51,675,.179,16.3
15,Tony Allen,55,1278,.293,20.1
407,Tony Mitchell,21,79,1.583,13.2
457,Tony Parker,68,1997,.266,26.5
531,Tony Snell,77,1231,.122,14.9
629,Tony Wroten,72,1765,.403,27.7
512,Tornike Shengelia,26,154,.286,13.2
428,Toure' Murry,51,373,.302,22.5
454,Travis Outlaw,63,1065,.160,15.5
31,Trevor Ariza,77,2723,.226,17.8
77,Trevor Booker,72,1553,.189,14.4
101,Trey Burke,70,2262,.126,21.8
566,Tristan Thompson,82,2594,.445,17.5
156,Troy Daniels,5,75,.000,19.9
349,Ty Lawson,62,2222,.504,22.7
259,Tyler Hansbrough,64,978,.944,15.1
634,Tyler Zeller,70,1049,.417,17.1
201,Tyreke Evans,72,2028,.346,27.1
545,Tyshawn Taylor,23,270,.330,23.5
123,Tyson Chandler,55,1662,.481,12.9
270,Udonis Haslem,46,653,.301,13.9
73,Vander Blue,3,15,1.250,24.3
342,Viacheslav Kravtsov,20,59,.533,18.3
131,Victor Claver,21,184,.262,13.7
447,Victor Oladipo,80,2487,.340,24.4
119,Vince Carter,81,1973,.242,23.1
204,Vítor Luiz Faverani,37,488,.252,18.6
193,Wayne Ellington,45,393,.087,16.4
326,Wesley Johnson,79,2240,.118,15.1
380,Wesley Matthews,82,2780,.298,19.6
47,Will Barton,41,387,.205,21.2
112,Will Bynum,56,1054,.281,23.8
249,Willie Green,55,869,.125,16.3
124,Wilson Chandler,62,1927,.206,19.5
280,Xavier Henry,43,908,.513,23.1
481,Zach Randolph,79,2705,.281,26.1
455,Zaza Pachulia,53,1325,.372,17.0
34,Ömer Aşık,48,968,.663,13.8
