,Player,Fouls Drawn - Shoot
188,A.C. Green,44
191,A.J. Guyton,5
321,Aaron McKie,73
536,Aaron Williams,131
257,Adam Keefe,25
165,Adonal Foyle,29
189,Adrian Griffin,11
201,Al Harrington,65
211,Alan Henderson,124
219,Allan Houston,83
228,Allen Iverson,267
354,Alonzo Mourning,23
537,Alvin Williams,41
333,Andre Miller,171
127,Andrew DeClercq,37
397,Andy Panko,0
196,Anfernee Hardaway,6
241,Antawn Jamison,211
76,Anthony Carter,28
183,Anthony Goldwire,6
242,Anthony Johnson,13
306,Anthony Mason,178
334,Anthony Miller,0
403,Anthony Peeler,31
522,Antoine Walker,149
113,Antonio Daniels,55
117,Antonio Davis,185
207,Antonio Harvey,1
316,Antonio McDyess,150
282,Art Long,0
455,Arvydas Sabonis,75
104,Austin Croshere,98
245,Avery Johnson,20
118,Baron Davis,132
524,Ben Wallace,82
107,Bill Curley,8
392,Billy Owens,17
95,Bimbo Coles,21
387,Bo Outlaw,90
497,Bob Sura,72
229,Bobby Jackson,34
531,Bonzi Wells,97
338,Brad Miller,104
25,Brent Barry,39
424,Brent Price,2
264,Brevin Knight,24
74,Brian Cardinal,8
185,Brian Grant,136
464,Brian Shaw,14
465,Brian Skinner,25
46,Bruce Bowen,55
496,Bruno Šundov,2
430,Bryant Reeves,65
482,Bryant Stith,66
139,Bryce Drew,2
454,Bryon Russell,85
45,Cal Bowdler,16
84,Calbert Cheaney,1
42,Calvin Booth,31
448,Carlos Rogers,26
81,Cedric Ceballos,17
212,Cedric Henderson,20
378,Charles Oakley,36
527,Charlie Ward,22
34,Chauncey Billups,65
398,Cherokee Parks,17
75,Chris Carr,20
85,Chris Childs,16
102,Chris Crawford,40
140,Chris Dudley,13
172,Chris Garner,1
177,Chris Gatling,97
213,Chris Herren,6
331,Chris Mihm,51
341,Chris Mills,16
355,Chris Mullin,5
419,Chris Porter,64
529,Chris Webber,190
535,Chris Whitney,28
271,Christian Laettner,92
16,Chucky Atkins,36
54,Chucky Brown,16
528,Clarence Weatherspoon,123
439,Clifford Robinson,159
30,Corey Benjamin,38
293,Corey Maggette,115
36,Corie Blount,35
547,Corliss Williamson,114
3,Cory Alexander,6
4,Courtney Alexander,58
344,Cuttino Mobley,158
119,Dale Davis,71
20,Dalibor Bagarić,14
250,Damon Jones,12
485,Damon Stoudamire,50
276,Dan Langhi,7
295,Dan Majerle,10
313,Dan McClintock,3
24,Dana Barros,13
461,Daniel Santiago,26
157,Danny Ferry,4
161,Danny Fortson,23
298,Danny Manning,62
332,Darius Miles,97
15,Darrell Armstrong,55
303,Darrick Martin,13
192,Darvin Ham,16
31,David Benoit,14
440,David Robinson,208
516,David Vanterpool,22
532,David Wesley,98
553,David Wingate,0
479,DeShawn Stevenson,18
174,Dean Garrett,16
57,Dee Brown,0
110,Dell Curry,16
246,DerMarr Johnson,36
10,Derek Anderson,133
159,Derek Fisher,18
495,Derek Strong,18
94,Derrick Coleman,38
133,Derrick Dial,7
320,Derrick McKey,7
307,Desmond Mason,39
462,Detlef Schrempf,10
179,Devean George,23
361,Dikembe Mutombo,113
182,Dion Glover,35
375,Dirk Nowitzki,221
291,Don MacLean,1
431,Don Reid,39
208,Donnell Harvey,8
302,Donyell Marshall,123
88,Doug Christie,91
388,Doug Overton,4
533,Doug West,2
501,Dragan Tarlać,11
80,Duane Causwell,8
50,Earl Boykins,6
180,Eddie Gill,3
218,Eddie House,9
251,Eddie Jones,89
441,Eddie Robinson,41
366,Eduardo Nájera,14
73,Elden Campbell,180
428,Eldridge Recasner,6
407,Elliot Perry,5
52,Elton Brand,192
120,Emanual Davis,22
349,Eric Montross,12
412,Eric Piatkowski,52
473,Eric Snow,47
538,Eric Williams,86
23,Erick Barkley,0
112,Erick Dampier,53
486,Erick Strickland,28
247,Ervin Johnson,39
41,Etdrick Bohannon,1
154,Evan Eschmeyer,48
285,Felipe López,73
474,Felton Spencer,11
216,Fred Hoiberg,61
254,Garth Joseph,1
186,Gary Grant,0
402,Gary Payton,113
511,Gary Trent,14
289,George Lynch,74
314,George McCloud,65
263,Gerard King,16
433,Glen Rice,62
442,Glenn Robinson,97
214,Grant Hill,12
283,Grant Long,50
14,Greg Anthony,10
65,Greg Buckner,38
162,Greg Foster,5
386,Greg Ostertag,64
380,Hakeem Olajuwon,69
353,Hanno Möttölä,41
513,Hedo Türkoğlu,44
209,Hersey Hawkins,19
187,Horace Grant,58
144,Howard Eisley,33
121,Hubert Davis,20
49,Ira Bowman,0
372,Ira Newble,5
18,Isaac Austin,16
437,Isaiah Rider,24
432,J.R. Reid,2
467,Jabari Smith,2
517,Jacque Vaughn,42
534,Jahidi White,136
512,Jake Tsakalidis,42
521,Jake Voskuhl,5
451,Jalen Rose,118
294,Jamaal Magloire,52
103,Jamal Crawford,11
305,Jamal Mashburn,134
443,Jamal Robinson,0
504,Jamel Thomas,0
421,James Posey,57
444,James Robinson,0
156,Jamie Feick,5
230,Jaren Jackson,1
70,Jason Caffey,99
96,Jason Collier,9
206,Jason Hart,0
262,Jason Kidd,108
503,Jason Terry,111
539,Jason Williams,22
163,Jeff Foster,32
319,Jeff McInnis,51
315,Jelani McCoy,49
376,Jermaine O'Neal,167
260,Jerome Kersey,5
540,Jerome Williams,56
476,Jerry Stackhouse,250
231,Jim Jackson,52
318,Jim McIlvaine,3
468,Joe Smith,123
426,Joel Przybilla,5
9,John Amaechi,121
93,John Coker,0
105,John Crotty,5
477,John Starks,23
483,John Stockton,58
525,John Wallace,23
373,Johnny Newman,119
26,Jon Barry,22
29,Jonathan Bender,31
66,Jud Buechler,3
252,Jumaine Jones,24
221,Juwan Howard,163
348,Jérôme Moïso,7
296,Karl Malone,263
515,Keith Van Horn,80
79,Kelvin Cato,27
181,Kendall Gill,39
11,Kenny Anderson,27
505,Kenny Thomas,59
304,Kenyon Martin,89
89,Keon Clark,115
143,Kevin Edwards,16
173,Kevin Garnett,189
381,Kevin Ollie,28
550,Kevin Willis,67
137,Keyon Dooling,64
148,Khalid El-Amin,15
63,Kobe Bryant,221
114,Kornél Dávid,7
506,Kurt Thomas,94
151,LaPhonso Ellis,93
379,Lamar Odom,169
357,Lamond Murray,100
261,Lari Ketner,0
425,Laron Profit,19
