,Player,Fouls Drawn - Shoot
367,Lavor Postell,5
149,Lawrence Funderburke,7
323,Lee Nailon,24
212,Lindsey Hunter,18
32,Lonny Baxter,50
498,Loren Woods,12
501,Lorenzen Wright,100
187,Lucious Harris,64
27,Maceo Baston,6
3,Malik Allen,49
391,Malik Rose,115
321,Mamadou N'Diaye,22
156,Manu Ginóbili,69
222,Marc Jackson,67
77,Marcus Camby,26
138,Marcus Fizer,58
174,Marcus Haislip,17
40,Mark Blount,71
67,Mark Bryant,1
223,Mark Jackson,26
269,Mark Madsen,25
429,Mark Strickland,0
229,Marko Jarić,34
92,Mateen Cleaves,1
180,Matt Harpring,118
273,Matt Maloney,2
435,Maurice Taylor,68
335,Mehmet Okur,60
132,Melvin Ely,32
28,Mengke Bateer,1
500,Metta World Peace,158
50,Michael Bradley,27
106,Michael Curry,18
118,Michael Dickerson,2
123,Michael Doleac,16
136,Michael Finley,94
244,Michael Jordan,133
340,Michael Olowokandi,37
376,Michael Redd,73
422,Michael Stewart,5
29,Mike Batiste,39
37,Mike Bibby,55
129,Mike Dunleavy,35
227,Mike James,53
301,Mike Miller,71
477,Mike Wilks,16
311,Mikki Moore,4
347,Milt Palacio,32
488,Monty Williams,14
328,Moochie Norris,39
359,Morris Peterson,108
207,Nate Huffman,3
309,Nazr Mohammed,18
196,Nenê,137
453,Nick Van Exel,58
451,Nikoloz Tskitishvili,28
344,Olumide Oyedeji,6
186,Othella Harrington,59
62,P.J. Brown,96
72,Pat Burke,22
152,Pat Garrity,28
153,Pau Gasol,225
361,Paul Pierce,304
409,Paul Shirley,0
425,Peja Stojaković,91
399,Pepe Sánchez,0
24,Player,Shoot
243,Popeye Jones,3
126,Predrag Drobnjak,51
405,Predrag Savović,9
55,Primož Brezec,8
382,Quentin Richardson,54
499,Qyntel Woods,9
254,Raef LaFrentz,44
7,Rafer Alston,25
33,Raja Bell,8
63,Randy Brown,3
260,Randy Livingston,0
258,Rashard Lewis,121
462,Rasheed Wallace,125
326,Rasho Nesterović,44
75,Rasual Butler,36
4,Ray Allen,114
134,Reggie Evans,69
304,Reggie Miller,64
412,Reggie Slater,17
176,Richard Hamilton,181
231,Richard Jefferson,184
65,Rick Brunson,4
146,Rick Fox,33
114,Ricky Davis,157
15,Robert Archibald,9
202,Robert Horry,55
345,Robert Pack,15
445,Robert Traylor,39
430,Rod Strickland,41
388,Rodney Rogers,38
472,Rodney White,49
287,Roger Mason,1
296,Ron Mercer,27
316,Ronald Murray,5
45,Ruben Boumtje-Boumtje,0
352,Ruben Patterson,107
497,Rubén Wolkowyski,2
48,Ryan Bowen,24
209,Ryan Humphrey,17
84,Sam Cassell,137
459,Samaki Walker,46
363,Scot Pollard,18
346,Scott Padgett,46
489,Scott Williams,17
362,Scottie Pippen,51
255,Sean Lampley,35
277,Sean Marks,8
389,Sean Rooks,24
490,Shammond Williams,31
14,Shandon Anderson,86
31,Shane Battier,57
331,Shaquille O'Neal,323
1,Shareef Abdur-Rahim,228
51,Shawn Bradley,74
245,Shawn Kemp,69
276,Shawn Marion,104
349,Smush Parker,43
397,Soumaila Samake,1
91,Speedy Claxton,19
21,Stacey Augmon,30
295,Stanislav Medvedenko,19
224,Stephen Jackson,76
275,Stephon Marbury,176
148,Steve Francis,219
246,Steve Kerr,2
325,Steve Nash,100
416,Steve Smith,33
213,Steven Hunter,24
433,Stromile Swift,112
413,Tamar Slay,5
0,Tariq Abdul-Wahad,3
369,Tayshaun Prince,5
314,Terence Morris,7
374,Theo Ratliff,90
64,Tierre Brown,8
128,Tim Duncan,263
179,Tim Hardaway,1
442,Tim Thomas,81
268,Tito Maddox,1
267,Todd MacCulloch,34
172,Tom Gugliotta,2
252,Toni Kukoč,75
30,Tony Battie,49
116,Tony Delk,25
288,Tony Massenburg,40
350,Tony Parker,76
292,Tracy McGrady,303
319,Tracy Murray,4
36,Travis Best,43
251,Travis Knight,7
145,Tremaine Fowlkes,25
191,Trenton Hassell,17
206,Troy Hudson,53
315,Troy Murphy,98
198,Tyrone Hill,41
265,Tyronn Lue,22
86,Tyson Chandler,123
23,Vin Baker,46
83,Vince Carter,45
502,Vincent Yarbrough,28
368,Vitaly Potapenko,11
121,Vlade Divac,109
371,Vladimir Radmanović,39
420,Vladimir Stepania,57
257,Voshon Lenard,73
434,Wally Szczerbiak,56
493,Walt Williams,21
289,Walter McCarty,30
503,Wang Zhizhi,28
358,Wesley Person,22
306,Yao Ming,143
373,Zach Randolph,73
177,Zendon Hamilton,1
214,Zydrunas Ilgauskas,224
444,Óscar Torres,7
375,Željko Rebrača,17
