,Player,G,MP,FTr,USG%
183,Diante Garrett,19,149,.204,20.7
556,Dion Waiters,61,1756,.261,26.1
403,Dirk Nowitzki,53,1661,.265,24.2
361,Dominic McGuire,26,387,.179,8.7
291,Dominique Jones,29,338,.486,23.0
485,Donald Sloan,23,263,.321,17.5
391,Donatas Motiejūnas,44,538,.239,22.1
589,Dorell Wright,79,1783,.235,18.7
312,Doron Lamb,47,577,.209,15.7
203,Draymond Green,79,1061,.214,14.0
195,Drew Gooden,16,151,.262,22.2
250,Dwight Howard,76,2722,.887,22.2
555,Dwyane Wade,69,2391,.389,29.5
382,E'Twaun Moore,75,1682,.099,19.7
39,Earl Barron,12,159,.137,18.8
99,Earl Clark,59,1363,.197,15.7
567,Earl Watson,48,829,.208,11.0
128,Ed Davis,81,1631,.346,17.6
122,Eddy Curry,2,25,.500,23.3
542,Ekpe Udoh,76,1312,.442,12.1
69,Elton Brand,72,1527,.195,17.2
409,Emeka Okafor,79,2052,.278,19.5
175,Enes Freedom,70,1078,.309,22.4
61,Eric Bledsoe,76,1553,.236,22.5
197,Eric Gordon,42,1264,.380,29.4
355,Eric Maynor,64,963,.221,18.4
257,Ersan İlyasova,73,2012,.196,20.5
172,Evan Fournier,38,428,.257,20.4
538,Evan Turner,82,2892,.198,21.2
369,Fab Melo,6,36,.667,11.5
164,Festus Ezeli,78,1120,.479,10.7
178,Francisco García,58,1029,.070,14.7
518,Garrett Temple,51,1156,.143,13.2
398,Gary Neal,68,1484,.124,21.7
241,George Hill,76,2620,.245,18.8
205,Gerald Green,60,1080,.153,21.3
234,Gerald Henderson,68,2133,.366,23.5
559,Gerald Wallace,69,2076,.415,14.5
131,Glen Davis,34,1064,.245,25.4
147,Goran Dragić,77,2581,.360,21.7
230,Gordon Hayward,72,2104,.380,22.1
242,Grant Hill,29,437,.245,14.0
381,Greg Monroe,81,2687,.371,24.8
488,Greg Smith,70,1110,.474,14.7
503,Greg Stiemsma,76,1209,.248,13.6
551,Greivis Vásquez,78,2685,.152,23.0
29,Gustavo Ayón,55,734,.299,14.5
563,Hakim Warrick,28,489,.533,21.7
209,Hamed Haddadi,30,322,.329,17.4
37,Harrison Barnes,81,2058,.303,17.7
520,Hasheem Thabeet,66,770,.500,10.1
537,Hedo Türkoğlu,11,189,.113,16.3
481,Henry Sims,2,5,.000,37.2
345,Ian Mahinmi,80,1322,.520,17.1
479,Iman Shumpert,45,996,.171,15.6
521,Isaiah Thomas,79,2122,.345,23.0
489,Ish Smith,52,516,.044,17.4
281,Ivan Johnson,69,1035,.368,21.7
35,J.J. Barea,74,1713,.177,25.1
238,J.J. Hickson,80,2323,.360,19.9
492,J.R. Smith,80,2678,.249,26.5
450,JJ Redick,78,2379,.216,20.8
360,JaVale McGee,79,1433,.353,21.1
119,Jae Crowder,78,1353,.199,15.1
532,Jamaal Tinsley,66,1221,.111,13.1
115,Jamal Crawford,76,2230,.244,26.0
399,Jameer Nelson,56,1977,.131,22.5
18,James Anderson,39,401,.222,18.0
216,James Harden,78,2985,.592,29.0
282,James Johnson,54,878,.237,19.3
292,James Jones,38,221,.066,14.2
575,James White,57,435,.164,15.2
552,Jan Veselý,51,601,.342,12.0
413,Jannero Pargo,32,507,.061,23.3
121,Jared Cunningham,8,26,.143,29.6
149,Jared Dudley,79,2170,.242,17.2
270,Jared Jeffries,38,350,.426,10.6
507,Jared Sullinger,45,892,.280,14.9
260,Jarrett Jack,79,2349,.231,21.0
548,Jarvis Varnado,13,58,.571,12.1
103,Jason Collins,38,384,1.103,7.5
304,Jason Kidd,76,2043,.117,11.6
354,Jason Maxiell,72,1789,.317,15.3
453,Jason Richardson,33,936,.098,18.5
493,Jason Smith,51,876,.299,23.4
519,Jason Terry,79,2124,.202,18.0
528,Jason Thompson,82,2285,.277,18.2
1,Jeff Adrien,52,713,.595,15.6
32,Jeff Ayres,37,369,.183,19.7
206,Jeff Green,81,2252,.329,22.2
510,Jeff Taylor,77,1507,.258,14.9
512,Jeff Teague,80,2628,.232,23.0
161,Jeremy Evans,37,215,.750,14.1
315,Jeremy Lamb,23,147,.206,24.8
330,Jeremy Lin,82,2640,.307,20.8
417,Jeremy Pargo,39,655,.248,22.5
539,Jeremy Tyler,21,68,.250,21.5
405,Jermaine O'Neal,55,1029,.310,21.4
500,Jerry Stackhouse,37,544,.134,17.5
46,Jerryd Bayless,80,1765,.196,20.8
174,Jimmer Fredette,69,967,.242,23.9
85,Jimmy Butler,82,2134,.455,14.6
401,Joakim Noah,66,2426,.376,17.2
368,Jodie Meeks,78,1663,.181,16.7
283,Joe Johnson,72,2642,.153,21.7
23,Joel Anthony,62,566,.412,8.6
176,Joel Freeland,51,477,.190,16.6
444,Joel Przybilla,12,68,.500,5.7
429,Johan Petro,31,352,.109,18.3
236,John Henson,63,827,.313,22.6
274,John Jenkins,61,902,.238,18.7
338,John Lucas III,63,827,.075,20.8
469,John Salmons,76,2278,.180,14.5
558,John Wall,49,1602,.416,29.3
324,Jon Leuer,28,187,.250,15.9
277,Jonas Jerebko,49,892,.278,20.2
546,Jonas Valančiūnas,62,1482,.505,16.9
116,Jordan Crawford,70,1709,.219,25.3
212,Jordan Hamilton,40,397,.129,25.3
243,Jordan Hill,29,458,.394,20.2
3,Josh Akognon,3,9,.000,20.3
98,Josh Childress,14,100,.095,10.1
218,Josh Harrellson,6,31,.222,19.9
251,Josh Howard,11,207,.156,20.0
365,Josh McRoberts,67,1487,.248,13.7
475,Josh Selby,10,59,.500,26.4
494,Josh Smith,76,2683,.272,26.7
87,José Calderón,73,2160,.126,17.0
245,Jrue Holiday,78,2926,.188,26.6
504,Julyan Stone,4,28,2.000,8.9
138,Justin Dentmon,2,4,.000,22.8
246,Justin Holiday,9,142,.167,19.6
253,Juwan Howard,7,51,.053,22.0
321,Kawhi Leonard,58,1810,.240,16.4
62,Keith Bogans,74,1408,.060,11.2
557,Kemba Walker,82,2859,.298,25.6
347,Kendall Marshall,48,702,.093,13.6
428,Kendrick Perkins,78,1954,.230,10.6
165,Kenneth Faried,80,2248,.386,17.7
48,Kent Bazemore,61,267,.379,25.7
349,Kenyon Martin,18,431,.430,13.7
153,Kevin Durant,81,3119,.523,29.8
182,Kevin Garnett,68,2022,.236,24.5
293,Kevin Jones,32,334,.140,16.2
336,Kevin Love,18,618,.477,28.9
350,Kevin Martin,77,2136,.316,21.0
395,Kevin Murphy,17,52,.000,27.1
476,Kevin Séraphin,79,1721,.123,23.5
142,Keyon Dooling,7,82,.333,16.4
370,Khris Middleton,27,475,.227,15.9
160,Kim English,41,407,.259,16.1
244,Kirk Hinrich,60,1764,.232,14.7
529,Klay Thompson,82,2936,.130,21.8
81,Kobe Bryant,78,3013,.392,31.9
310,Kosta Koufos,81,1817,.205,14.5
254,Kris Humphries,65,1191,.397,16.3
300,Kris Joseph,10,54,.571,17.0
522,Kurt Thomas,39,392,.157,11.5
79,Kwame Brown,22,269,.514,9.1
309,Kyle Korver,74,2259,.130,14.5
337,Kyle Lowry,68,2020,.384,20.3
406,Kyle O'Quinn,57,638,.228,18.1
483,Kyle Singler,82,2293,.193,15.8
258,Kyrie Irving,59,2048,.271,30.2
7,LaMarcus Aldridge,74,2790,.264,26.5
407,Lamar Odom,82,1616,.115,13.3
501,Lance Stephenson,78,2278,.192,15.2
523,Lance Thomas,59,646,.557,10.5
168,Landry Fields,51,1037,.238,12.9
471,Larry Sanders,71,1937,.225,16.9
8,Lavoy Allen,79,1669,.132,14.8
232,Lazar Hayward,4,31,.600,18.3
265,LeBron James,76,2877,.395,30.2
34,Leandro Barbosa,41,513,.212,21.4
307,Linas Kleiza,20,376,.264,21.6
12,Lou Amundson,39,372,.444,14.2
580,Lou Williams,39,1119,.273,23.6
359,Luc Mbah a Moute,58,1326,.334,16.5
472,Luis Scola,82,2184,.251,23.3
33,Luke Babbitt,62,730,.056,16.4
455,Luke Ridnour,82,2474,.202,18.3
562,Luke Walton,50,857,.110,13.0
594,Luke Zeller,16,58,.000,19.9
137,Luol Deng,75,2903,.258,21.5
568,Maalik Wayns,27,202,.216,25.4
320,Malcolm Lee,16,289,.263,14.7
524,Malcolm Thomas,12,57,.800,13.2
194,Manu Ginóbili,60,1393,.382,25.2
78,MarShon Brooks,73,912,.281,22.5
184,Marc Gasol,80,2796,.364,19.2
198,Marcin Gortat,61,1876,.244,17.2
53,Marco Belinelli,73,1882,.275,18.7
90,Marcus Camby,24,250,.358,14.3
384,Marcus Morris,77,1524,.222,18.9
531,Marcus Thornton,72,1726,.163,23.1
95,Mario Chalmers,77,2068,.212,16.1
387,Markieff Morris,82,1837,.194,19.7
125,Marquis Daniels,59,1085,.154,16.9
513,Marquis Teague,48,392,.142,18.2
496,Marreese Speights,79,1300,.300,25.8
571,Martell Webster,76,2200,.311,16.9
581,Marvin Williams,73,1727,.211,15.1
38,Matt Barnes,80,2058,.173,18.1
64,Matt Bonner,68,909,.065,12.8
92,Matt Carroll,1,6,,0.0
217,Maurice Harkless,76,1974,.227,15.9
585,Metta World Peace,75,2530,.205,17.5
322,Meyers Leonard,69,1206,.321,13.9
50,Michael Beasley,75,1554,.164,27.6
305,Michael Kidd-Gilchrist,78,2025,.305,17.9
190,Mickaël Gelabale,36,644,.173,11.5
431,Mickaël Piétrus,19,386,.184,14.7
108,Mike Conley,80,2757,.300,21.0
152,Mike Dunleavy,75,1943,.205,17.3
266,Mike James,45,862,.107,17.9
375,Mike Miller,59,900,.048,14.4
473,Mike Scott,40,376,.381,23.7
436,Miles Plumlee,14,55,.190,21.4
514,Mirza Teletović,53,499,.059,19.4
582,Mo Williams,46,1418,.159,22.3
159,Monta Ellis,82,3076,.260,26.3
135,Nando De Colo,72,920,.183,17.1
458,Nate Robinson,82,2086,.183,25.1
380,Nazr Mohammed,63,693,.261,14.9
240,Nenê,61,1659,.453,23.4
107,Nick Collison,81,1583,.264,11.5
591,Nick Young,59,1411,.236,21.2
45,Nicolas Batum,73,2807,.252,18.2
427,Nikola Peković,62,1959,.437,22.5
554,Nikola Vučević,77,2559,.142,19.3
495,Nolan Smith,40,288,.246,24.7
102,Norris Cole,80,1590,.188,17.0
358,O.J. Mayo,82,2913,.227,20.9
94,Omri Casspi,43,503,.256,17.7
284,Orlando Johnson,51,619,.178,16.4
535,P.J. Tucker,79,1910,.194,12.8
440,Pablo Prigioni,78,1263,.114,11.7
54,Patrick Beverley,41,713,.217,15.4
422,Patrick Patterson,71,1775,.101,17.6
377,Patty Mills,58,656,.079,20.2
185,Pau Gasol,49,1655,.307,20.5
191,Paul George,79,2972,.233,23.5
378,Paul Millsap,78,2375,.407,22.4
430,Paul Pierce,77,2575,.387,27.4
294,Perry Jones,38,280,.152,19.6
27,Player,G,MP,FTr,USG%
454,Quentin Richardson,1,29,.182,22.4
0,Quincy Acy,29,342,.507,14.7
376,Quincy Miller,7,26,.167,23.1
437,Quincy Pondexter,59,1243,.251,13.9
463,Rajon Rondo,38,1423,.200,21.7
477,Ramon Sessions,61,1652,.513,25.7
173,Randy Foye,82,2249,.195,18.1
327,Rashard Lewis,55,792,.181,18.2
560,Rasheed Wallace,21,296,.141,25.4
9,Ray Allen,79,2035,.243,19.3
167,Raymond Felton,68,2313,.145,22.1
162,Reggie Evans,80,1967,.851,11.0
261,Reggie Jackson,70,993,.191,18.6
583,Reggie Williams,40,380,.159,19.2
213,Richard Hamilton,50,1088,.162,25.0
269,Richard Jefferson,56,568,.390,14.4
466,Ricky Rubio,57,1691,.514,21.2
468,Robert Sacre,32,203,.229,13.8
335,Robin Lopez,82,2136,.288,20.0
506,Rodney Stuckey,76,2171,.364,21.0
51,Rodrigue Beaubois,45,549,.216,18.7
352,Roger Mason,69,1219,.141,14.3
71,Ronnie Brewer,60,853,.197,12.7
439,Ronnie Price,39,510,.200,14.8
536,Ronny Turiaf,65,701,.649,10.0
237,Roy Hibbert,79,2269,.261,22.5
259,Royal Ivey,53,698,.111,11.3
186,Rudy Gay,75,2687,.235,27.2
573,Russell Westbrook,82,2861,.375,32.8
21,Ryan Anderson,81,2503,.161,24.0
247,Ryan Hollins,60,663,.772,13.6
592,Sam Young,56,693,.291,13.2
470,Samardo Samuels,18,196,.400,17.4
124,Samuel Dalembert,47,765,.217,18.7
426,Sasha Pavlović,39,528,.050,11.8
339,Scott Machado,6,21,.333,31.0
515,Sebastian Telfair,59,980,.223,18.5
255,Serge Ibaka,80,2486,.246,18.1
44,Shane Battier,72,1786,.105,11.0
80,Shannon Brown,59,1402,.219,22.2
331,Shaun Livingston,66,1455,.283,14.3
448,Shavlik Randolph,16,198,.563,16.7
346,Shawn Marion,67,2010,.146,19.0
340,Shelvin Mack,31,416,.127,18.5
295,Solomon Jones,2,26,.000,7.2
228,Spencer Hawes,82,2233,.194,20.9
123,Stephen Curry,78,2983,.210,26.4
262,Stephen Jackson,55,1075,.212,18.7
59,Steve Blake,45,1175,.130,13.2
397,Steve Nash,50,1627,.244,17.8
402,Steve Novak,81,1641,.077,13.0
193,Taj Gibson,65,1459,.297,18.1
441,Tayshaun Prince,82,2631,.159,16.8
221,Terrel Harris,20,137,.370,16.6
296,Terrence Jones,19,276,.181,18.1
464,Terrence Ross,73,1239,.092,19.6
584,Terrence Williams,24,318,.216,19.1
474,Thabo Sefolosha,81,2229,.148,11.4
593,Thaddeus Young,76,2629,.196,19.8
460,Thomas Robinson,70,1056,.340,19.1
499,Tiago Splitter,81,1997,.506,18.2
151,Tim Duncan,69,2078,.307,27.8
408,Tim Ohlbrecht,3,12,.333,27.1
393,Timofey Mozgov,41,366,.299,14.6
224,Tobias Harris,55,1299,.268,22.1
143,Toney Douglas,71,1289,.180,19.9
10,Tony Allen,79,2109,.293,17.8
420,Tony Parker,66,2174,.332,27.7
590,Tony Wroten,35,272,.337,21.7
478,Tornike Shengelia,19,93,.696,20.3
411,Travis Outlaw,38,444,.294,21.9
24,Trevor Ariza,56,1471,.211,17.9
65,Trevor Booker,48,887,.327,14.5
530,Tristan Thompson,82,2564,.364,18.3
396,Troy Murphy,14,256,.180,13.0
317,Ty Lawson,73,2513,.320,22.3
215,Tyler Hansbrough,81,1366,.737,20.6
248,Tyler Honeycutt,9,32,.182,23.4
595,Tyler Zeller,77,2033,.281,15.9
163,Tyreke Evans,65,2016,.354,22.3
527,Tyrus Thomas,26,360,.228,21.1
511,Tyshawn Taylor,38,221,.310,25.8
96,Tyson Chandler,66,2164,.645,13.0
227,Udonis Haslem,75,1414,.179,10.7
311,Viacheslav Kravtsov,25,224,.804,15.5
101,Victor Claver,49,812,.159,13.9
93,Vince Carter,81,2093,.261,23.1
446,Vladimir Radmanović,25,144,.070,16.4
156,Wayne Ellington,78,1661,.142,16.8
285,Wesley Johnson,50,953,.088,21.4
353,Wesley Matthews,69,2403,.231,19.1
42,Will Barton,73,894,.210,20.4
86,Will Bynum,65,1219,.243,27.0
109,Will Conroy,4,20,.222,22.1
207,Willie Green,72,1188,.083,16.6
97,Wilson Chandler,43,1079,.244,22.7
235,Xavier Henry,50,625,.571,17.3
449,Zach Randolph,76,2607,.293,23.1
412,Zaza Pachulia,52,1134,.427,14.6
26,Ömer Aşık,82,2464,.487,16.3
