,Player,% of FGA by Distance - 2P,% of FGA by Distance - 0-3,% of FGA by Distance - 3-10,% of FGA by Distance - 10-16,% of FGA by Distance - 16-3P,% of FGA by Distance - 3P,% of FG Ast'd - 2P,% of FG Ast'd - 3P,Dunks - %FGA,Corner 3s - %3PA
335,Brandon Ingram,.871,.340,.185,.204,.141,.129,.363,.903,.063,.415
386,Brandon Knight,.504,.119,.138,.142,.104,.496,.207,.585,.000,.147
597,Brandon Sampson,.517,.267,.217,.000,.033,.483,.765,.909,.050,.310
423,Brook Lopez,.349,.173,.101,.055,.020,.651,.649,.952,.057,.143
87,Bruce Brown,.704,.404,.261,.025,.013,.296,.614,.958,.073,.452
109,Bruno Caboclo,.422,.276,.120,.013,.013,.578,.667,.979,.053,.400
228,Bryn Forbes,.478,.104,.115,.095,.164,.522,.546,.847,.004,.116
304,Buddy Hield,.521,.190,.089,.094,.149,.479,.504,.842,.026,.194
475,C.J. Miles,.347,.129,.077,.068,.074,.653,.667,.970,.013,.227
706,C.J. Williams,.543,.200,.171,.029,.143,.457,.500,.600,.029,.250
461,CJ McCollum,.642,.183,.150,.151,.158,.358,.356,.731,.011,.090
650,Caleb Swanigan,.868,.358,.302,.113,.094,.132,.471,1.000,.057,.571
551,Cameron Payne,.623,.247,.175,.121,.081,.377,.296,.640,.000,.179
578,Cameron Reynolds,.346,.128,.064,.090,.064,.654,.750,.952,.051,.314
415,Caris LeVert,.681,.321,.242,.089,.029,.319,.314,.458,.035,.091
21,Carmelo Anthony,.471,.149,.066,.124,.132,.529,.429,.905,.017,.047
538,Cedi Osman,.557,.287,.118,.077,.075,.443,.500,.838,.012,.235
329,Chandler Hutchison,.761,.435,.258,.048,.019,.239,.622,1.000,.091,.440
547,Chandler Parsons,.484,.176,.121,.099,.088,.516,.667,.828,.005,.223
239,Channing Frye,.325,.043,.077,.085,.120,.675,.727,.969,.017,.076
574,Chasson Randle,.470,.258,.129,.032,.051,.530,.533,.696,.005,.209
182,Cheick Diallo,.985,.480,.292,.148,.066,.015,.826,1.000,.096,.500
473,Chimezie Metu,.966,.190,.414,.172,.190,.034,.632,,.121,.000
72,Chris Boucher,.513,.368,.132,.000,.013,.487,.636,1.000,.145,.189
137,Chris Chiozza,.375,.000,.250,.000,.125,.625,,1.000,.000,.400
550,Chris Paul,.507,.081,.133,.225,.068,.493,.057,.252,.000,.163
716,Christian Wood,.778,.427,.248,.051,.051,.222,.673,1.000,.205,.192
116,Clint Capela,1.000,.750,.240,.010,.000,.000,.812,,.351,
726,Cody Zeller,.936,.545,.328,.055,.009,.064,.745,1.000,.139,.000
612,Collin Sexton,.755,.266,.136,.143,.209,.245,.318,.639,.007,.115
77,Corey Brewer,.642,.423,.138,.041,.041,.358,.718,1.000,.057,.386
379,Cory Joseph,.688,.146,.162,.170,.210,.312,.269,.927,.000,.216
405,Courtney Lee,.574,.163,.078,.163,.171,.426,.649,.813,.016,.327
223,Cristiano Felício,.978,.693,.196,.045,.045,.022,.695,,.145,.000
595,D'Angelo Russell,.581,.137,.157,.178,.109,.419,.155,.530,.003,.074
28,D.J. Augustin,.541,.267,.137,.075,.061,.459,.182,.641,.001,.174
647,D.J. Stephens,1.000,1.000,.000,.000,.000,.000,1.000,,1.000,
713,D.J. Wilson,.494,.239,.124,.080,.052,.506,.776,.957,.096,.394
56,Dairis Bertāns,.277,.000,.021,.000,.255,.723,.500,1.000,.000,.206
370,Damian Jones,1.000,.784,.149,.014,.054,.000,.887,,.500,
416,Damian Lillard,.581,.297,.073,.078,.132,.419,.194,.460,.023,.050
408,Damion Lee,.465,.134,.094,.094,.142,.535,.793,.889,.000,.368
192,Damyean Dotson,.510,.165,.062,.080,.203,.490,.567,.881,.010,.152
275,Daniel Hamilton,.617,.300,.200,.083,.033,.383,.267,1.000,.000,.478
663,Daniel Theis,.748,.470,.128,.071,.079,.252,.792,.962,.214,.060
241,Danilo Gallinari,.579,.232,.101,.102,.145,.421,.464,.845,.052,.051
266,Danny Green,.310,.114,.086,.054,.056,.690,.621,.914,.003,.414
163,Dante Cunningham,.589,.291,.152,.063,.082,.411,.578,.967,.063,.631
218,Dante Exum,.743,.444,.266,.025,.008,.257,.337,.944,.066,.516
323,Danuel House Jr.,.294,.218,.060,.012,.004,.706,.773,.919,.063,.427
599,Dario Šarić,.536,.302,.102,.045,.088,.464,.742,.966,.014,.164
478,Darius Miller,.248,.031,.039,.089,.089,.752,.625,.932,.002,.168
146,Darren Collison,.706,.250,.064,.085,.307,.294,.319,.734,.002,.325
439,Daryl Macon,.593,.111,.074,.148,.259,.407,.200,.600,.000,.091
529,David Nwaba,.714,.408,.240,.061,.004,.286,.490,1.000,.061,.480
577,Davon Reed,.667,.333,.000,.083,.250,.333,.333,1.000,.000,.000
230,De'Aaron Fox,.789,.279,.254,.118,.139,.211,.172,.523,.039,.129
472,De'Anthony Melton,.629,.281,.156,.102,.090,.371,.338,1.000,.031,.274
376,DeAndre Jordan,1.000,.814,.161,.016,.009,.000,.713,,.437,
54,DeAndre' Bembry,.719,.484,.159,.060,.016,.281,.484,.940,.093,.277
180,DeMar DeRozan,.966,.216,.236,.272,.241,.034,.276,1.000,.015,.489
151,DeMarcus Cousins,.744,.415,.251,.035,.043,.256,.566,1.000,.067,.042
117,DeMarre Carroll,.461,.203,.141,.071,.045,.539,.620,.962,.005,.303
6,DeVaughn Akoon-Purcell,.600,.500,.000,.000,.100,.400,.667,,.100,.250
29,Deandre Ayton,.995,.478,.217,.154,.146,.005,.711,,.163,.250
719,Delon Wright,.699,.401,.206,.065,.027,.301,.323,.760,.023,.220
339,Demetrius Jackson,.600,.333,.067,.200,.000,.400,.500,1.000,.067,.167
5,Deng Adel,.361,.139,.083,.111,.028,.639,.600,1.000,.000,.217
603,Dennis Schröder,.670,.251,.145,.170,.104,.330,.165,.798,.001,.135
628,Dennis Smith Jr.,.680,.385,.102,.068,.126,.320,.251,.642,.051,.087
105,Deonte Burton,.671,.439,.085,.110,.037,.329,.720,1.000,.061,.444
222,Derrick Favors,.874,.586,.160,.076,.052,.126,.754,1.000,.258,.782
371,Derrick Jones Jr.,.719,.549,.139,.025,.006,.281,.652,1.000,.231,.626
591,Derrick Rose,.806,.290,.175,.158,.183,.194,.249,.685,.001,.144
701,Derrick White,.738,.262,.219,.125,.133,.262,.429,.833,.029,.155
71,Devin Booker,.670,.229,.135,.190,.116,.330,.295,.578,.015,.070
283,Devin Harris,.424,.210,.130,.023,.061,.576,.571,.871,.000,.190
585,Devin Robinson,.938,.406,.281,.094,.156,.063,.737,,.219,.000
261,Devonte' Graham,.440,.194,.079,.083,.083,.560,.300,.765,.000,.157
171,Dewayne Dedmon,.587,.350,.133,.061,.044,.413,.801,.976,.127,.300
168,Deyonta Davis,.955,.682,.136,.045,.091,.045,.800,,.455,1.000
85,Dillon Brooks,.672,.320,.164,.115,.074,.328,.647,1.000,.016,.150
689,Dion Waiters,.395,.226,.056,.036,.077,.605,.281,.826,.000,.287
522,Dirk Nowitzki,.455,.011,.064,.144,.237,.545,.817,1.000,.005,.098
596,Domantas Sabonis,.976,.491,.273,.089,.123,.024,.656,1.000,.071,.176
504,Donatas Motiejūnas,1.000,.333,.333,.333,.000,.000,1.000,,.000,
486,Donovan Mitchell,.661,.218,.238,.128,.077,.339,.237,.580,.024,.116
187,Donte DiVincenzo,.331,.250,.040,.024,.016,.669,.679,.909,.040,.205
265,Donte Grantham,.000,.000,.000,.000,.000,1.000,,,.000,.000
227,Dorian Finney-Smith,.519,.364,.089,.023,.044,.481,.591,.962,.133,.346
463,Doug McDermott,.512,.268,.081,.043,.121,.488,.919,1.000,.043,.383
55,Dragan Bender,.487,.376,.096,.005,.010,.513,.682,1.000,.071,.257
267,Draymond Green,.609,.358,.135,.066,.050,.391,.702,.936,.064,.133
211,Drew Eubanks,1.000,.269,.731,.000,.000,.000,.733,,.038,
586,Duncan Robinson,.239,.130,.022,.043,.043,.761,.875,1.000,.043,.229
276,Dusty Hannahs,.583,.417,.083,.083,.000,.417,1.000,,.000,.200
30,Dwayne Bacon,.661,.288,.179,.121,.074,.339,.607,.737,.027,.299
324,Dwight Howard,1.000,.623,.217,.058,.101,.000,.744,,.188,
568,Dwight Powell,.739,.578,.123,.014,.023,.261,.841,1.000,.216,.087
687,Dwyane Wade,.728,.246,.168,.203,.111,.272,.333,.547,.019,.268
57,Dāvis Bertāns,.254,.073,.071,.057,.053,.746,.831,.986,.020,.139
508,Džanan Musa,.545,.227,.182,.045,.091,.455,.750,1.000,.000,.200
493,E'Twaun Moore,.669,.211,.256,.130,.073,.331,.694,.921,.002,.324
169,Ed Davis,.993,.798,.189,.003,.003,.007,.602,,.152,.000
649,Edmond Sumner,.578,.375,.094,.031,.078,.422,.600,.857,.000,.296
678,Ekpe Udoh,1.000,.597,.319,.069,.014,.000,.720,,.222,
555,Elfrid Payton,.745,.413,.296,.024,.012,.255,.349,.848,.019,.057
534,Elie Okobo,.545,.241,.124,.110,.069,.455,.453,.795,.024,.106
660,Emanuel Terry,1.000,1.000,.000,.000,.000,.000,.750,,.143,
506,Emmanuel Mudiay,.716,.322,.115,.169,.111,.284,.226,.855,.015,.157
236,Enes Freedom,.950,.660,.202,.059,.029,.050,.499,.900,.038,.029
63,Eric Bledsoe,.612,.383,.124,.065,.040,.388,.329,.589,.015,.143
259,Eric Gordon,.360,.198,.134,.018,.010,.640,.435,.875,.007,.112
494,Eric Moreland,.857,.429,.429,.000,.000,.143,.000,1.000,.000,.000
332,Ersan İlyasova,.580,.354,.115,.058,.052,.420,.697,1.000,.013,.244
229,Evan Fournier,.579,.206,.148,.105,.121,.421,.508,.856,.011,.178
676,Evan Turner,.883,.305,.205,.228,.144,.117,.306,1.000,.020,.346
340,Frank Jackson,.622,.333,.154,.089,.045,.378,.638,.887,.020,.420
380,Frank Kaminsky,.534,.258,.208,.044,.023,.466,.716,1.000,.013,.079
450,Frank Mason III,.621,.290,.118,.095,.118,.379,.298,.286,.006,.094
523,Frank Ntilikina,.592,.152,.117,.202,.121,.408,.290,.727,.011,.209
684,Fred VanVleet,.507,.255,.080,.050,.122,.493,.284,.759,.000,.189
390,Furkan Korkmaz,.412,.167,.102,.090,.053,.588,.647,.979,.041,.181
655,Garrett Temple,.465,.221,.083,.079,.081,.535,.636,.933,.026,.386
141,Gary Clark,.086,.060,.020,.007,.000,.914,.556,.927,.020,.283
284,Gary Harris,.620,.295,.155,.088,.082,.380,.606,.890,.052,.256
556,Gary Payton II,.750,.750,.000,.000,.000,.250,.750,1.000,.125,.500
673,Gary Trent Jr.,.580,.120,.100,.120,.240,.420,.364,.800,.000,.190
307,George Hill,.593,.306,.080,.106,.101,.407,.418,.792,.011,.242
384,George King,,,,,,,,,,
519,Georges Niang,.420,.160,.182,.061,.017,.580,.512,.953,.006,.400
268,Gerald Green,.237,.097,.064,.040,.036,.763,.680,.910,.021,.313
19,Giannis Antetokounmpo,.837,.573,.152,.051,.063,.163,.472,.673,.246,.044
587,Glenn Robinson III,.648,.222,.210,.114,.102,.352,.839,.944,.051,.516
194,Goran Dragić,.621,.277,.145,.134,.065,.379,.295,.772,.000,.177
297,Gordon Hayward,.636,.231,.132,.135,.137,.364,.607,.870,.041,.294
184,Gorgui Dieng,.851,.279,.103,.172,.297,.149,.741,.947,.080,.625
9,Grayson Allen,.444,.157,.140,.079,.067,.556,.400,.938,.045,.303
489,Greg Monroe,.974,.534,.354,.063,.021,.026,.527,1.000,.016,.000
722,Guerschon Yabusele,.636,.286,.286,.026,.039,.364,.615,1.000,.026,.214
183,Hamidou Diallo,.855,.624,.145,.061,.024,.145,.592,1.000,.139,.833
39,Harrison Barnes,.571,.195,.212,.096,.067,.429,.506,.868,.031,.297
254,Harry Giles,.983,.394,.325,.161,.103,.017,.651,,.124,.333
703,Hassan Whiteside,.976,.529,.337,.076,.034,.024,.614,1.000,.231,.500
305,Haywood Highsmith,.500,.300,.100,.100,.000,.500,1.000,1.000,.000,.400
201,Henry Ellenson,.600,.253,.211,.074,.063,.400,.727,.882,.011,.395
142,Ian Clark,.473,.133,.170,.086,.084,.527,.576,.848,.000,.243
441,Ian Mahinmi,.846,.471,.346,.029,.000,.154,.614,1.000,.125,.563
18,Ike Anigbogu,1.000,.333,.000,.000,.667,.000,,,.000,
616,Iman Shumpert,.388,.117,.031,.065,.175,.612,.542,.895,.002,.304
69,Isaac Bonga,.758,.273,.303,.121,.061,.242,.200,,.000,.250
327,Isaac Humphries,.476,.333,.048,.095,.000,.524,.333,1.000,.095,.455
82,Isaiah Briscoe,.754,.290,.152,.065,.246,.246,.205,.909,.014,.324
112,Isaiah Canaan,.415,.244,.067,.049,.055,.585,.300,.735,.000,.260
295,Isaiah Hartenstein,.854,.683,.171,.000,.000,.146,.833,1.000,.268,.333
303,Isaiah Hicks,1.000,.500,.125,.250,.125,.000,.500,,.125,
664,Isaiah Thomas,.566,.141,.273,.131,.020,.434,.545,.667,.000,.140
631,Ish Smith,.724,.194,.241,.127,.162,.276,.106,.705,.000,.200
573,Ivan Rabb,.929,.429,.269,.090,.142,.071,.664,1.000,.108,.400
731,Ivica Zubac,1.000,.620,.322,.034,.024,.000,.802,,.251,
38,J.J. Barea,.668,.203,.221,.138,.106,.332,.163,.447,.000,.055
440,J.P. Macura,.556,.444,.111,.000,.000,.444,1.000,,.000,.250
632,J.R. Smith,.506,.038,.063,.127,.278,.494,.467,.917,.000,.103
576,JJ Redick,.411,.081,.045,.045,.241,.589,.830,.950,.000,.129
598,JaKarr Sampson,.741,.241,.333,.074,.093,.259,.417,1.000,.037,.214
270,JaMychal Green,.630,.345,.134,.055,.097,.370,.623,.958,.092,.278
464,JaVale McGee,.981,.637,.262,.058,.025,.019,.779,1.000,.337,.083
543,Jabari Parker,.740,.364,.148,.088,.139,.260,.484,.869,.128,.241
212,Jacob Evans,.717,.151,.113,.170,.283,.283,.500,1.000,.019,.200
162,Jae Crowder,.345,.202,.056,.023,.064,.655,.869,.942,.031,.239
533,Jahlil Okafor,.986,.514,.378,.086,.008,.014,.493,1.000,.122,.000
403,Jake Layman,.573,.387,.087,.042,.057,.427,.752,.915,.156,.204
560,Jakob Poeltl,1.000,.700,.248,.041,.010,.000,.706,,.107,
92,Jalen Brunson,.680,.218,.225,.161,.076,.320,.338,.762,.009,.293
372,Jalen Jones,.548,.226,.226,.048,.048,.452,.250,1.000,.048,.286
157,Jamal Crawford,.539,.043,.068,.178,.249,.461,.112,.507,.000,.178
507,Jamal Murray,.647,.184,.160,.169,.134,.353,.526,.684,.025,.089
208,James Ennis III,.469,.367,.075,.017,.010,.531,.723,.982,.082,.506
280,James Harden,.461,.235,.166,.042,.018,.539,.105,.161,.012,.079
359,James Johnson,.607,.314,.187,.069,.037,.393,.518,.860,.069,.282
524,James Nunnally,.265,.118,.088,.000,.059,.735,.750,1.000,.000,.480
196,Jared Dudley,.368,.209,.079,.025,.054,.632,.875,1.000,.000,.205
659,Jared Terrell,.564,.179,.103,.051,.231,.436,.250,.500,.026,.118
449,Jarell Martin,.452,.173,.058,.019,.202,.548,.696,1.000,.067,.474
341,Jaren Jackson Jr.,.759,.326,.334,.080,.019,.241,.636,.941,.102,.246
64,Jaron Blossomgame,.632,.396,.142,.066,.028,.368,.595,1.000,.132,.436
683,Jarred Vanderbilt,.947,.684,.211,.000,.053,.053,.778,,.158,1.000
10,Jarrett Allen,.921,.678,.220,.021,.002,.079,.830,1.000,.343,.867
633,Jason Smith,.559,.322,.034,.085,.119,.441,.917,1.000,.051,.192
213,Jawun Evans,.786,.000,.357,.143,.286,.214,.667,,.000,.000
2,Jaylen Adams,.327,.118,.082,.073,.055,.673,.231,.840,.000,.149
88,Jaylen Brown,.652,.314,.170,.119,.048,.348,.571,.968,.061,.246
497,Jaylen Morris,.700,.400,.300,.000,.000,.300,.667,1.000,.000,.000
653,Jayson Tatum,.700,.261,.133,.137,.169,.300,.497,.853,.070,.273
273,Jeff Green,.534,.242,.124,.080,.089,.466,.614,.973,.063,.281
654,Jeff Teague,.748,.260,.276,.139,.072,.252,.106,.629,.022,.038
373,Jemerrio Jones,.697,.455,.152,.061,.030,.303,.600,1.000,.030,.000
263,Jerami Grant,.644,.420,.141,.045,.038,.356,.786,.991,.136,.515
401,Jeremy Lamb,.663,.232,.229,.122,.081,.337,.440,.835,.023,.152
417,Jeremy Lin,.654,.312,.139,.118,.085,.346,.290,.745,.000,.144
264,Jerian Grant,.500,.109,.118,.132,.141,.500,.288,.775,.005,.127
588,Jerome Robinson,.482,.145,.118,.118,.100,.518,.577,.889,.009,.158
45,Jerryd Bayless,.574,.170,.096,.087,.222,.426,.321,.724,.000,.133
118,Jevon Carter,.449,.146,.049,.108,.146,.551,.227,.676,.005,.304
235,Jimmer Fredette,.552,.138,.138,.069,.207,.448,.375,,.000,.231
106,Jimmy Butler,.787,.315,.167,.156,.148,.213,.481,.672,.079,.238
520,Joakim Noah,.995,.695,.211,.019,.070,.005,.736,,.211,.000
470,Jodie Meeks,.538,.179,.179,.103,.077,.462,.923,1.000,.000,.389
136,Joe Chealey,1.000,.000,.667,.333,.000,.000,1.000,,.000,
285,Joe Harris,.484,.279,.138,.047,.020,.516,.801,.989,.001,.150
333,Joe Ingles,.398,.191,.133,.042,.031,.602,.388,.825,.004,.261
207,Joel Embiid,.781,.345,.209,.137,.090,.219,.487,.924,.100,.038
144,John Collins,.810,.543,.189,.060,.018,.190,.727,1.000,.215,.310
298,John Henson,.537,.358,.149,.030,.000,.463,.700,.909,.179,.323
316,John Holland,,,,,,,,,,
350,John Jenkins,.448,.048,.038,.095,.267,.552,.850,.909,.000,.276
692,John Wall,.694,.377,.074,.116,.127,.306,.113,.784,.029,.107
505,Johnathan Motley,.959,.493,.397,.068,.000,.041,.615,,.205,.333
707,Johnathan Williams,.982,.691,.236,.036,.018,.018,.708,,.300,.500
414,Jon Leuer,.903,.389,.239,.195,.080,.097,.754,1.000,.080,.455
68,Jonah Bolden,.407,.333,.037,.019,.019,.593,.739,1.000,.086,.198
353,Jonas Jerebko,.470,.262,.079,.042,.087,.530,.766,1.000,.042,.271
680,Jonas Valančiūnas,.911,.390,.375,.115,.030,.089,.578,1.000,.076,.063
337,Jonathan Isaac,.565,.296,.088,.082,.098,.435,.653,.988,.090,.376
622,Jonathon Simmons,.703,.240,.257,.094,.111,.297,.400,.714,.043,.231
53,Jordan Bell,.990,.484,.109,.172,.224,.010,.737,,.198,.000
143,Jordan Clarkson,.623,.203,.177,.155,.087,.377,.265,.785,.015,.196
427,Jordan Loyd,.556,.278,.056,.111,.111,.444,.500,.250,.000,.000
469,Jordan McRae,.731,.208,.131,.185,.208,.269,.373,.700,.023,.200
620,Jordan Sibert,.000,.000,.000,.000,.000,1.000,,1.000,.000,.000
294,Josh Hart,.409,.261,.063,.058,.028,.591,.722,.924,.034,.234
342,Josh Jackson,.732,.319,.208,.096,.109,.268,.478,.890,.077,.289
535,Josh Okogie,.577,.315,.118,.057,.087,.423,.654,.950,.081,.340
580,Josh Richardson,.552,.176,.125,.131,.120,.448,.436,.878,.027,.154
110,José Calderón,.525,.100,.058,.108,.258,.475,.258,1.000,.000,.140
312,Jrue Holiday,.687,.318,.192,.122,.056,.313,.305,.593,.024,.107
300,Juancho Hernangómez,.424,.296,.092,.013,.022,.576,.722,.985,.051,.293
697,Julian Washburn,.500,.104,.083,.125,.188,.500,.545,1.000,.021,.458
575,Julius Randle,.821,.446,.274,.062,.039,.179,.490,.910,.075,.164
13,Justin Anderson,.510,.293,.127,.070,.019,.490,.525,.917,.096,.221
313,Justin Holiday,.402,.152,.068,.075,.107,.598,.761,.932,.041,.335
343,Justin Jackson,.495,.155,.179,.115,.045,.505,.777,.966,.010,.355
549,Justin Patton,.714,.571,.000,.143,.000,.286,1.000,,.143,.000
714,Justise Winslow,.658,.251,.236,.107,.064,.342,.360,.979,.021,.332
528,Jusuf Nurkić,.965,.552,.262,.056,.096,.035,.657,1.000,.097,.069
11,Kadeem Allen,.745,.298,.184,.191,.071,.255,.208,.882,.000,.139
428,Kalin Lucas,.000,.000,.000,.000,.000,1.000,,,.000,.000
672,Karl-Anthony Towns,.730,.297,.289,.068,.076,.270,.584,.930,.086,.115
412,Kawhi Leonard,.733,.249,.147,.188,.149,.267,.283,.670,.050,.166
43,Keita Bates-Diop,.634,.345,.127,.077,.085,.366,.745,1.000,.035,.365
537,Kelly Olynyk,.434,.246,.113,.037,.037,.566,.696,.982,.027,.219
539,Kelly Oubre Jr.,.599,.325,.185,.053,.034,.401,.558,.870,.099,.225
690,Kemba Walker,.566,.252,.107,.100,.106,.434,.200,.438,.000,.052
219,Kenneth Faried,.906,.649,.226,.019,.011,.094,.716,1.000,.249,.320
708,Kenrich Williams,.441,.283,.072,.032,.054,.559,.709,.923,.039,.250
47,Kent Bazemore,.566,.279,.109,.078,.100,.434,.478,.844,.023,.353
111,Kentavious Caldwell-Pope,.425,.180,.060,.071,.114,.575,.707,.940,.029,.257
198,Kevin Durant,.719,.189,.106,.238,.187,.281,.471,.569,.087,.077
325,Kevin Huerter,.463,.193,.142,.096,.032,.537,.504,.772,.037,.190
389,Kevin Knox,.602,.221,.149,.102,.130,.398,.479,.896,.028,.203
425,Kevin Love,.481,.212,.120,.078,.071,.519,.518,.906,.014,.197
422,Kevon Looney,.971,.709,.133,.035,.095,.029,.704,1.000,.314,.400
59,Khem Birch,.993,.603,.351,.026,.013,.007,.725,,.272,.000
474,Khris Middleton,.587,.171,.159,.145,.112,.413,.327,.603,.017,.127
665,Khyri Thomas,.493,.159,.116,.130,.087,.507,.667,1.000,.014,.486
667,Klay Thompson,.573,.138,.073,.148,.215,.427,.746,.917,.019,.210
625,Kobi Simmons,,,,,,,,,,
395,Kosta Koufos,1.000,.307,.503,.176,.013,.000,.740,,.046,
20,Kostas Antetokounmpo,1.000,.333,.667,.000,.000,.000,,,.000,
197,Kris Dunn,.810,.257,.227,.190,.136,.190,.177,.647,.028,.177
14,Kyle Anderson,.877,.464,.261,.051,.101,.123,.539,1.000,.011,.618
392,Kyle Korver,.280,.033,.029,.052,.166,.720,.921,.993,.000,.256
397,Kyle Kuzma,.612,.288,.203,.072,.049,.388,.614,.922,.055,.201
426,Kyle Lowry,.387,.187,.060,.062,.078,.613,.299,.745,.000,.115
531,Kyle O'Quinn,.912,.272,.110,.184,.346,.088,.809,1.000,.029,.167
336,Kyrie Irving,.650,.226,.160,.132,.132,.350,.265,.638,.002,.124
7,LaMarcus Aldridge,.968,.270,.246,.252,.201,.032,.588,.900,.042,.095
648,Lance Stephenson,.544,.243,.083,.044,.174,.456,.324,.781,.014,.269
666,Lance Thomas,.599,.218,.137,.076,.168,.401,.732,1.000,.056,.544
613,Landry Shamet,.289,.133,.041,.048,.066,.711,.740,.946,.014,.199
242,Langston Galloway,.353,.099,.104,.060,.090,.647,.839,.985,.000,.374
516,Larry Nance Jr.,.795,.468,.154,.090,.084,.205,.648,.970,.196,.173
448,Lauri Markkanen,.582,.224,.180,.101,.078,.418,.527,.975,.040,.114
347,LeBron James,.701,.380,.132,.077,.112,.299,.340,.342,.081,.073
691,Lonnie Walker IV,.717,.217,.174,.109,.217,.283,.273,.800,.000,.077
36,Lonzo Ball,.500,.309,.096,.046,.048,.500,.427,.760,.061,.171
89,Lorenzo Brown,.606,.338,.127,.070,.070,.394,.235,.667,.042,.321
709,Lou Williams,.744,.221,.185,.163,.176,.256,.224,.581,.004,.117
456,Luc Mbah a Moute,.667,.444,.167,.000,.056,.333,.667,1.000,.000,.500
188,Luka Dončić,.567,.209,.212,.103,.042,.433,.195,.423,.022,.058
381,Luke Kennard,.483,.100,.106,.108,.169,.517,.475,.887,.002,.178
391,Luke Kornet,.318,.138,.053,.102,.025,.682,.595,.986,.039,.130
179,Luol Deng,.627,.356,.102,.110,.059,.373,.644,.929,.042,.455
