,PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH,PTS PER TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH,PTS PER PAINT TOUCH,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%,OREB,Contested OREB,Contested OREB%,OREB Chances,OREB Chance%,Deferred OREB Chances,Adjusted OREB Chance%,AVG OREB Distance,DREB,Contested DREB,Contested DREB%,DREB Chances,DREB Chance%,Deferred DREB Chances,Adjusted DREB Chance%,AVG DREB Distance,STL,BLK,DFGM,DFGA,DFG%
10,Amir Johnson,PHI,74,47,27,15.8,4.6,26.9,18.8,0.6,1.38,0.46,0.172,4.0,0.5,4.4,0.158,0.231,0.666,0.4,0.1,0.3,52.6,0.1,0.1,66.7,82.8,0.1,17.2,0.0,3.4,0.0,0.0,0.0,10.3,0.3,52.6,0.5,36.8,0.1,33.3,2.9,60.1,0.1,28.6,0.6,61.1,55.8,1.7,1.3,72.4,4.1,42.4,0.1,43.5,5.7,2.9,1.1,36.2,5.8,50.5,0.7,57.3,5.4,0.6,0.6,1.9,3.3,59.1
11,Andre Iguodala,GSW,64,46,18,25.4,6.0,44.3,23.4,2.3,3.05,2.01,0.135,1.2,1.0,1.8,0.284,0.266,0.707,1.8,0.3,0.6,40.0,0.2,0.2,71.4,37.1,0.6,35.3,0.2,10.3,0.2,9.5,0.1,6.0,0.7,40.0,1.3,28.6,1.0,35.6,1.3,70.5,0.3,38.9,0.3,50.0,51.4,0.8,0.3,32.0,2.2,37.3,0.1,39.1,10.6,3.2,0.6,19.4,6.0,53.1,0.4,57.0,7.6,0.8,0.6,1.2,1.7,68.2
12,Andrew White III,ATL,15,1,14,13.9,4.6,15.3,11.3,0.5,1.81,1.02,0.3,0.3,0.0,0.4,0.4,0.0,0.667,1.2,0.2,0.5,42.9,0.0,0.1,0.0,33.3,0.4,33.3,0.1,5.6,0.1,11.1,0.1,5.6,0.4,42.9,3.0,32.6,0.7,40.0,0.3,50.0,0.0,0.0,0.1,33.3,46.6,0.4,0.2,50.0,1.8,22.2,0.0,22.2,4.9,2.8,0.0,0.0,5.1,54.9,0.4,59.6,7.9,0.2,0.1,0.5,0.6,77.8
13,Andrew Wiggins,MIN,82,47,35,36.3,17.7,42.5,31.7,2.1,2.9,1.95,0.416,0.5,2.5,2.3,0.636,0.665,1.122,7.7,1.7,3.7,45.2,1.0,1.4,67.8,57.3,2.0,26.0,0.4,5.7,0.5,6.9,0.7,9.5,4.4,45.2,3.6,35.9,4.0,31.6,2.6,72.3,1.7,48.8,0.3,51.9,48.1,1.0,0.5,54.9,3.7,27.3,0.1,28.0,8.8,3.4,0.7,22.1,6.4,52.9,0.5,57.7,6.5,1.1,0.6,2.5,3.5,71.4
14,Ante Zizic,CLE,32,21,11,6.7,3.7,8.7,4.8,0.2,1.7,0.48,0.427,1.0,0.9,2.3,0.419,0.571,1.123,0.1,0.0,0.0,0.0,0.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.1,20.0,0.0,0.0,2.6,78.3,0.5,66.7,0.4,66.7,73.1,1.3,1.0,79.2,2.9,42.9,0.1,43.6,4.2,1.9,0.5,25.0,3.5,53.7,0.3,58.1,5.0,0.1,0.4,0.8,1.4,61.4
15,Anthony Davis,NOP,75,45,30,36.4,28.1,71.7,43.9,2.3,1.93,0.85,0.392,4.4,6.4,10.1,0.681,0.614,1.153,4.1,1.1,2.4,45.3,1.0,1.1,91.7,80.3,0.5,12.9,0.1,3.2,0.3,6.8,0.6,13.9,3.3,45.3,3.2,34.9,3.8,38.3,11.6,71.0,3.9,46.5,3.0,50.3,55.2,2.5,1.6,65.2,5.8,43.3,0.1,44.2,6.5,8.6,2.8,32.3,13.3,64.6,0.7,68.1,4.8,1.5,2.6,3.1,5.8,53.9
16,Anthony Tolliver,DET,79,37,42,22.2,8.9,46.1,20.4,1.0,1.34,0.28,0.193,0.7,0.1,1.0,0.107,0.667,0.772,1.2,0.3,0.5,55.0,0.2,0.3,75.0,68.0,0.3,26.8,0.1,6.2,0.1,6.2,0.2,12.4,0.8,55.0,6.0,44.0,0.2,37.5,0.8,51.2,0.1,50.0,0.1,50.0,63.2,0.7,0.2,32.0,1.7,38.2,0.0,38.8,9.8,2.5,0.5,21.5,5.6,45.4,0.4,49.2,7.5,0.4,0.3,1.4,2.5,57.1
17,Bam Adebayo,MIA,68,33,35,19.8,7.0,27.3,20.1,1.0,2.16,0.77,0.256,5.0,2.7,4.8,0.127,0.187,0.892,0.8,0.2,0.4,46.7,0.2,0.3,88.9,83.3,0.1,13.0,0.0,3.7,0.0,1.9,0.1,16.7,0.7,46.7,0.3,25.7,0.1,16.7,4.3,62.2,0.5,30.6,0.6,40.6,51.3,1.8,1.2,64.7,4.4,41.1,0.1,41.9,6.4,4.1,1.2,28.8,6.5,62.5,0.4,66.5,5.5,0.5,0.6,1.2,2.1,56.8
18,Ben Moore,IND,2,1,1,4.6,0.0,4.0,1.5,0.1,1.12,0.37,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,9.7,0.0,0.0,0.0,0.0,0.0
19,Ben Simmons,PHI,80,51,29,33.8,15.8,95.0,34.0,7.0,4.45,3.54,0.166,1.3,3.2,4.6,0.613,0.197,0.764,15.5,2.9,6.2,46.3,0.7,1.3,53.3,41.8,5.9,37.7,1.6,10.0,0.8,5.1,0.7,4.3,6.5,46.3,0.1,16.7,1.6,32.0,3.5,71.0,0.6,30.0,0.8,73.2,54.4,1.8,0.8,44.1,5.2,35.1,0.1,35.9,10.1,6.4,1.1,16.4,9.7,65.9,0.4,69.0,6.6,1.7,0.9,1.3,2.2,57.9
20,Blake Griffin,DET,58,28,30,34.0,21.4,86.3,51.0,4.0,2.81,1.95,0.248,3.9,6.4,3.2,0.384,0.436,0.76,7.0,1.7,3.6,48.8,1.0,1.3,76.0,65.9,1.4,20.0,0.6,9.1,0.4,6.4,0.7,9.4,4.6,48.8,4.2,35.8,3.2,28.9,2.4,55.8,2.8,44.2,1.5,51.5,49.3,1.3,0.8,60.3,4.6,27.1,0.2,28.4,8.5,6.1,1.3,21.4,10.3,59.4,0.7,63.5,4.7,0.7,0.3,2.5,4.2,59.3
21,Bobby Portis,CHI,73,25,48,22.5,13.2,43.0,27.3,1.3,1.76,0.85,0.307,2.2,2.6,4.3,0.364,0.613,0.889,2.0,0.7,1.4,51.5,0.2,0.4,60.7,85.4,0.2,10.4,0.1,2.8,0.2,7.6,0.2,9.7,1.7,51.5,4.4,39.9,1.1,42.7,3.8,52.6,1.6,57.3,0.8,44.2,52.0,2.2,1.4,63.3,5.1,43.3,0.1,43.8,5.7,4.6,0.9,18.7,7.4,62.5,0.5,66.6,4.9,0.7,0.3,1.9,2.9,65.2
22,Bojan Bogdanovic,IND,80,47,33,30.8,14.3,36.1,29.3,1.3,2.09,1.18,0.395,0.9,0.3,0.9,0.87,0.462,1.133,4.9,1.2,2.4,50.3,0.7,0.8,83.9,64.2,1.4,28.1,0.3,6.2,0.3,6.7,0.4,8.0,3.1,50.3,5.2,40.7,2.1,42.0,1.1,72.2,0.2,33.3,0.8,58.5,56.5,0.4,0.1,20.0,2.1,19.4,0.1,20.0,15.3,3.2,0.4,13.8,5.3,60.8,0.3,64.5,7.1,0.7,0.1,1.5,2.0,75.0
23,Brandan Wright,HOU,28,11,17,13.6,5.0,19.7,11.3,0.5,1.61,0.59,0.252,1.8,0.5,3.7,0.255,0.533,0.942,0.4,0.1,0.2,40.0,0.1,0.2,33.3,60.0,0.0,10.0,0.0,0.0,0.0,10.0,0.1,30.0,0.2,40.0,0.2,60.0,0.0,0.0,3.5,63.1,0.3,50.0,0.5,42.9,57.8,1.2,0.8,63.6,2.4,50.8,0.1,52.4,5.5,2.3,0.9,40.3,4.4,51.7,0.3,54.9,5.6,0.5,0.9,1.0,1.7,58.3
24,Brandon Ingram,LAL,59,27,32,33.5,16.1,56.7,34.4,3.7,3.94,2.94,0.284,1.0,0.9,2.3,0.579,0.415,0.874,10.6,2.2,4.6,47.4,1.3,1.9,68.1,54.5,3.0,28.3,0.9,8.1,0.7,6.8,1.0,9.4,5.8,47.4,2.5,40.9,3.1,37.9,2.0,60.7,0.4,34.6,0.6,48.1,49.7,1.0,0.6,57.9,3.5,27.3,0.1,28.2,8.4,4.4,0.9,21.8,7.1,61.6,0.4,65.7,6.5,0.8,0.7,1.9,2.7,68.3
25,Brice Johnson,MEM,18,2,16,5.4,2.4,9.9,4.8,0.2,1.44,0.42,0.242,0.7,0.3,0.9,0.615,1.0,0.938,0.2,0.1,0.2,66.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,66.7,0.3,25.0,0.1,25.0,0.8,53.8,0.3,50.0,0.4,66.7,47.6,0.7,0.4,62.5,1.8,36.4,0.0,36.4,7.3,1.8,0.7,38.1,2.3,77.8,0.1,80.8,3.7,0.5,0.3,0.6,0.9,58.8
26,Bruno Caboclo,SAC,12,4,8,8.9,2.2,13.5,6.4,0.3,1.27,0.27,0.16,0.3,0.7,0.8,0.667,0.75,0.8,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,22.7,0.0,0.0,0.7,57.1,0.5,40.0,0.2,100.0,33.9,0.7,0.6,85.7,2.0,35.0,0.0,35.0,6.2,1.5,0.3,20.0,3.1,48.4,0.4,55.6,5.4,0.3,0.3,0.7,1.0,66.7
27,C.J. Williams,LAC,38,17,21,18.6,5.5,20.6,14.7,0.7,2.03,1.21,0.267,0.1,0.0,0.7,0.8,0.0,1.04,2.1,0.7,1.3,58.3,0.1,0.1,100.0,71.6,0.5,22.2,0.2,8.6,0.1,4.9,0.0,1.2,1.5,58.3,1.4,31.3,1.4,38.3,0.7,72.2,0.0,0.0,0.1,66.7,49.7,0.4,0.1,33.3,1.4,30.8,0.1,32.4,9.5,1.6,0.3,20.5,3.1,50.0,0.3,55.7,9.7,0.8,0.3,1.2,1.4,81.8
28,CJ Miles,TOR,70,50,20,19.1,10.0,22.8,17.1,0.6,1.63,0.83,0.439,0.2,0.0,0.2,0.429,0.0,0.929,2.0,0.4,1.1,38.7,0.2,0.3,94.4,53.2,0.5,27.0,0.1,7.1,0.1,3.5,0.1,6.4,1.1,38.7,6.1,35.4,1.2,33.0,0.2,75.0,0.0,0.0,0.1,50.0,51.6,0.3,0.1,38.9,1.2,25.4,0.1,27.7,16.0,2.2,0.4,16.4,3.7,59.6,0.1,60.9,9.1,0.5,0.3,0.7,0.9,74.6
29,Caleb Swanigan,POR,27,16,11,7.0,2.3,9.3,6.3,0.3,2.0,0.6,0.244,1.0,1.0,1.9,0.269,0.222,0.784,0.1,0.0,0.1,50.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1,50.0,0.3,28.6,0.0,0.0,1.5,51.7,0.2,27.3,0.3,37.5,40.8,0.9,0.7,80.0,3.2,27.3,0.0,27.3,3.4,2.3,0.5,23.1,3.8,60.9,0.4,67.2,4.4,0.2,0.1,0.4,0.7,60.0
30,Caris LeVert,BKN,69,24,45,26.1,12.0,50.9,28.2,3.4,4.0,3.53,0.235,0.4,0.0,1.2,0.423,0.0,0.6,11.0,1.9,4.2,45.9,0.7,1.0,71.4,43.7,3.7,33.2,1.4,12.5,0.9,8.0,0.5,4.6,4.8,45.9,2.5,37.4,2.3,31.7,0.7,58.8,0.0,0.0,0.2,62.5,49.2,0.8,0.4,52.8,3.3,24.2,0.2,26.1,8.1,3.0,0.6,18.8,5.1,59.6,0.4,64.1,6.8,1.1,0.3,1.4,2.0,71.7
31,Carmelo Anthony,OKC,76,46,30,32.0,16.3,53.9,28.5,1.8,2.06,0.97,0.302,1.4,3.6,1.4,0.433,0.654,0.981,1.7,0.6,1.1,51.2,0.4,0.4,82.4,90.1,0.2,9.9,0.1,3.1,0.1,6.9,0.2,13.0,1.6,51.2,7.2,39.3,4.7,38.8,1.3,61.6,2.3,41.8,0.6,44.0,48.3,0.9,0.4,48.4,2.8,30.2,0.1,31.5,10.2,5.0,0.9,18.2,8.8,56.8,0.5,60.3,5.3,0.6,0.6,2.3,3.1,72.4
32,Cedi Osman,CLE,61,35,26,11.0,3.9,14.7,7.7,0.6,2.25,1.46,0.266,0.1,0.0,0.5,0.5,0.0,0.727,0.9,0.2,0.5,44.8,0.1,0.1,62.5,57.1,0.2,23.2,0.0,3.6,0.1,10.7,0.1,7.1,0.5,44.8,1.4,35.8,0.6,42.9,0.4,66.7,0.0,0.0,0.0,50.0,57.0,0.4,0.2,36.8,2.0,22.6,0.1,23.5,10.1,2.3,0.2,7.9,3.4,69.7,0.3,75.9,6.0,0.4,0.0,0.6,0.9,67.3
33,Chandler Parsons,MEM,36,12,24,19.2,7.9,30.3,22.3,1.3,2.56,1.51,0.26,0.4,0.3,0.5,0.429,0.182,0.889,3.6,0.7,1.3,55.3,0.1,0.1,50.0,44.2,1.5,41.9,0.4,12.4,0.2,4.7,0.1,1.6,1.6,55.3,3.1,40.2,2.6,44.3,0.4,70.0,0.1,25.0,0.2,33.3,57.1,0.4,0.1,35.7,1.6,24.6,0.1,25.5,9.0,2.2,0.3,11.8,3.7,58.5,0.3,62.8,6.9,0.5,0.3,0.9,1.1,80.0
34,Channing Frye,LAL,53,28,25,13.1,5.0,22.1,11.2,0.6,1.52,0.45,0.225,0.6,0.7,0.9,0.424,0.676,1.063,0.4,0.2,0.2,75.0,0.0,0.0,0.0,90.9,0.2,36.4,0.0,4.5,0.0,4.5,0.0,0.0,0.4,75.0,2.6,36.8,0.5,56.5,1.0,78.6,0.5,64.7,0.3,85.7,58.3,0.3,0.2,66.7,0.8,36.4,0.0,38.7,9.9,2.9,0.9,30.1,5.3,54.2,0.5,59.4,4.8,0.3,0.2,1.6,2.3,69.4
35,Cheick Diallo,NOP,52,29,23,11.2,4.9,17.3,7.2,0.4,1.42,0.31,0.283,0.9,0.4,2.5,0.833,0.727,0.992,0.2,0.1,0.2,50.0,0.0,0.0,50.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2,50.0,0.5,40.0,0.2,37.5,2.5,65.4,0.3,53.3,0.8,70.0,58.0,1.0,0.7,63.8,3.2,32.0,0.0,32.4,6.5,3.6,0.9,25.0,5.8,61.2,0.3,64.6,4.2,0.2,0.4,1.7,2.5,66.4
36,Chris Boucher,GSW,1,1,0,1.3,0.0,4.0,3.0,0.1,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,100.0,0.9,0.0,0.0,0.0,0.0,0.0
37,Chris McCullough,WAS,19,11,8,4.7,2.4,9.5,4.5,0.2,1.49,0.58,0.256,0.5,0.1,1.0,0.222,0.0,0.737,0.6,0.1,0.3,33.3,0.2,0.3,66.7,66.7,0.1,16.7,0.0,0.0,0.1,8.3,0.2,25.0,0.4,33.3,0.3,15.4,0.3,60.0,0.7,38.5,0.0,0.0,0.1,25.0,44.0,0.5,0.3,57.1,1.5,35.0,0.1,36.8,9.4,1.4,0.2,11.1,2.1,66.7,0.2,75.0,4.2,0.0,0.3,0.3,0.5,50.0
38,Cody Zeller,CHA,33,14,19,19.0,7.1,19.8,14.6,0.5,1.51,0.63,0.356,3.1,0.2,4.5,0.406,0.4,0.799,0.8,0.1,0.3,36.4,0.3,0.4,64.3,69.2,0.1,15.4,0.0,0.0,0.1,15.4,0.2,26.9,0.5,36.4,0.8,46.2,0.2,60.0,3.6,58.3,0.1,0.0,1.2,53.3,55.1,2.0,1.5,71.6,5.6,36.0,0.1,36.4,4.6,3.3,1.3,38.2,5.8,57.0,0.4,60.8,5.3,0.4,0.6,1.6,2.6,62.8
39,Corey Brewer,OKC,72,32,40,16.8,5.3,16.2,10.2,0.5,1.98,1.26,0.325,0.4,0.0,1.1,0.519,0.0,0.671,1.5,0.4,0.8,48.3,0.1,0.1,50.0,55.0,0.5,30.6,0.1,5.4,0.1,6.3,0.1,4.5,0.8,48.3,1.3,30.7,0.1,23.8,0.7,47.6,0.0,0.0,0.2,33.3,49.8,0.8,0.3,32.6,2.5,30.9,0.0,31.4,10.7,2.0,0.4,18.9,3.5,57.2,0.3,63.4,7.8,1.1,0.2,1.0,1.4,70.3
40,Cristiano Felicio,CHI,55,13,42,17.8,5.6,21.0,15.9,0.7,1.87,0.6,0.266,2.9,1.3,4.1,0.34,0.338,0.749,0.5,0.2,0.3,64.3,0.1,0.1,75.0,75.9,0.1,17.2,0.0,6.9,0.1,10.3,0.0,6.9,0.4,64.3,0.2,24.0,0.1,42.9,3.1,66.4,0.5,42.3,1.0,53.8,59.1,1.7,1.2,72.0,4.9,34.5,0.1,35.0,5.5,3.0,1.0,32.4,5.2,57.6,0.4,62.7,4.9,0.3,0.2,1.9,2.7,70.3
41,D.J. Wilson,MIL,22,12,10,3.2,1.0,5.0,2.7,0.1,1.55,0.42,0.193,0.5,0.0,0.2,0.2,0.0,0.8,0.3,0.1,0.1,100.0,0.0,0.0,0.0,100.0,0.1,33.3,0.0,0.0,0.0,16.7,0.0,0.0,0.3,100.0,0.3,33.3,0.0,0.0,0.2,66.7,0.0,0.0,0.1,100.0,62.5,0.3,0.0,0.0,0.5,50.0,0.0,50.0,13.0,1.0,0.1,12.5,1.1,88.9,0.0,88.9,4.7,0.1,0.0,0.5,0.7,68.8
42,Damien Wilkins,IND,19,10,9,8.0,1.7,10.2,7.9,0.4,2.49,1.36,0.171,0.2,0.2,0.4,0.0,0.5,0.0,0.8,0.3,0.6,45.5,0.0,0.0,0.0,62.5,0.2,25.0,0.0,0.0,0.1,6.3,0.0,0.0,0.5,45.5,0.6,23.5,0.3,30.0,0.0,0.0,0.1,50.0,0.0,0.0,38.5,0.5,0.4,80.0,1.2,38.5,0.0,38.5,9.2,1.0,0.1,9.1,1.5,64.7,0.2,73.3,6.3,0.1,0.1,0.5,0.6,75.0
43,Daniel Hamilton,OKC,6,5,1,4.6,2.0,11.2,4.0,1.0,5.22,4.92,0.179,0.2,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.5,66.7,0.0,0.0,0.0,22.2,1.2,38.9,1.2,38.9,0.2,5.6,0.0,0.0,0.7,66.7,0.5,33.3,0.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0,0.0,3.0,55.6,0.3,62.5,3.8,0.2,0.0,0.2,0.2,100.0
44,Daniel Theis,BOS,60,41,19,14.9,5.4,23.7,15.1,0.6,1.59,0.34,0.228,1.3,0.5,3.4,0.468,0.467,0.846,0.2,0.0,0.1,40.0,0.0,0.0,50.0,35.7,0.1,35.7,0.0,7.1,0.0,14.3,0.0,7.1,0.1,40.0,1.5,38.0,0.3,58.3,2.8,68.8,0.2,50.0,0.6,58.3,58.1,1.5,1.0,67.4,3.6,41.7,0.0,42.2,6.4,3.0,1.2,41.6,5.3,56.2,0.5,62.5,4.2,0.5,0.8,1.7,2.9,58.0
45,Danilo Gallinari,LAC,21,11,10,32.0,15.3,51.5,32.1,2.2,2.55,1.29,0.297,1.0,2.3,2.0,0.8,0.458,0.81,5.0,0.7,1.9,37.5,1.6,1.7,94.4,61.3,1.5,30.2,0.5,9.4,0.0,0.9,0.9,17.0,3.1,37.5,5.4,36.8,2.6,34.8,1.6,48.0,1.0,35.7,0.8,63.6,46.9,0.4,0.2,44.4,2.5,17.3,0.1,18.4,9.9,4.4,1.0,23.9,7.4,59.0,0.7,64.8,6.7,0.6,0.5,2.1,3.5,60.3
46,Danny Green,SAS,70,40,30,25.6,8.6,38.6,26.0,1.3,2.07,1.14,0.222,0.5,0.0,0.9,0.5,0.0,0.656,3.8,0.6,1.7,36.8,0.1,0.2,83.3,36.7,1.4,37.1,0.3,9.0,0.2,4.9,0.1,2.2,1.4,36.8,4.4,36.5,1.4,34.7,0.6,56.7,0.0,0.0,0.2,61.5,49.0,0.6,0.3,41.5,1.9,31.8,0.1,32.8,11.3,3.1,0.5,16.3,5.9,52.4,0.5,57.1,6.0,0.9,1.1,2.1,3.2,66.2
