,Player,GS,FG,FGA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
458,Antonio Harvey,0,1.1,2.3,0.5,0.4,0.8,0.3,0.1,0.5,0.3,0.8
19,Antonio McDyess,70,8.2,16.6,6.2,3.4,8.6,2.1,0.6,1.5,2.3,3.1
560,Art Long,0,0.0,0.4,0.2,0.2,0.7,0.1,0.0,0.3,0.2,0.6
131,Arvydas Sabonis,42,4.0,8.5,2.6,0.8,4.6,1.5,0.7,1.0,1.4,2.2
129,Austin Croshere,23,3.4,8.7,2.9,1.5,3.3,1.1,0.4,0.6,1.7,2.2
299,Avery Johnson,20,2.4,5.5,1.1,0.4,1.2,4.3,0.6,0.1,1.1,1.6
65,Baron Davis,82,5.0,11.7,4.1,1.6,3.4,7.3,2.1,0.4,2.8,3.3
260,Ben Wallace,80,2.7,5.5,3.0,3.8,9.4,1.5,1.3,2.3,1.5,2.4
427,Bill Curley,2,1.3,2.4,1.0,1.1,0.8,0.2,0.4,0.5,0.8,2.3
375,Billy Owens,14,2.0,5.1,0.9,1.9,2.7,1.2,0.7,0.3,0.9,2.1
327,Bimbo Coles,0,1.9,5.1,1.2,0.2,0.8,2.9,0.6,0.1,1.3,1.9
229,Bo Outlaw,69,2.8,4.6,2.8,2.6,5.1,2.8,1.3,1.7,1.8,3.0
120,Bob Sura,42,3.8,9.8,3.6,1.0,3.3,4.6,1.0,0.2,3.0,2.4
232,Bobby Jackson,7,2.9,6.7,1.1,0.9,2.2,2.0,1.1,0.1,1.3,1.8
80,Bonzi Wells,46,5.2,9.7,3.2,1.6,3.3,2.8,1.3,0.3,2.3,2.7
179,Brad Miller,45,2.9,6.8,4.0,2.5,4.8,1.9,0.6,0.7,1.3,3.1
180,Brent Barry,20,3.0,6.0,1.5,0.5,2.7,3.4,1.2,0.2,1.3,1.9
486,Brent Price,0,0.5,1.8,1.2,0.2,0.5,0.8,0.3,0.0,0.7,1.3
264,Brevin Knight,43,2.6,7.0,1.2,0.4,2.7,5.9,1.9,0.1,1.7,2.9
495,Brian Cardinal,0,0.7,2.1,1.2,0.5,1.0,0.2,0.5,0.1,0.6,1.8
59,Brian Grant,79,5.9,12.3,4.3,2.6,6.1,1.2,0.7,0.9,2.1,3.6
308,Brian Shaw,28,2.1,5.1,0.8,0.6,3.2,3.2,0.6,0.3,1.2,2.0
386,Brian Skinner,23,1.6,4.1,1.5,1.4,2.9,0.5,0.4,0.3,0.8,1.6
219,Bruce Bowen,72,2.6,7.1,2.0,0.5,2.4,1.6,1.0,0.6,0.9,3.3
400,Bruno Šundov,4,1.8,3.7,0.5,0.4,1.7,0.2,0.2,0.4,0.3,1.9
193,Bryant Reeves,48,3.4,7.4,1.9,1.8,4.3,1.1,0.6,0.7,1.2,3.2
140,Bryant Stith,74,3.1,7.8,2.7,0.8,2.8,2.2,1.2,0.2,1.2,2.3
267,Bryce Drew,41,2.6,6.8,0.4,0.3,1.2,3.9,0.7,0.1,1.4,2.1
97,Bryon Russell,46,3.9,9.0,3.7,1.2,3.0,2.1,1.2,0.3,1.4,2.9
430,Cal Bowdler,0,1.2,2.6,0.9,0.7,1.1,0.1,0.2,0.5,0.3,1.0
478,Calbert Cheaney,5,1.1,3.3,0.2,0.6,1.7,1.0,0.4,0.2,0.6,1.6
303,Calvin Booth,29,2.2,4.6,1.4,1.4,3.1,0.8,0.5,2.0,1.0,2.7
363,Carlos Rogers,0,1.9,2.8,1.3,1.2,2.3,0.2,0.3,0.5,0.4,0.8
245,Cedric Ceballos,0,2.5,5.7,1.1,0.9,1.8,0.5,0.4,0.2,0.8,1.5
380,Cedric Henderson,10,1.9,4.8,0.8,0.3,1.3,1.4,0.5,0.4,1.1,1.8
149,Charles Oakley,77,3.9,10.1,1.9,1.8,7.7,3.4,1.0,0.6,1.8,3.3
238,Charlie Ward,33,2.5,6.1,1.1,0.5,2.1,4.5,1.1,0.2,1.8,2.2
166,Chauncey Billups,33,3.2,7.6,2.2,0.4,1.6,3.4,0.7,0.1,1.4,2.3
355,Cherokee Parks,31,2.1,4.2,0.7,1.1,2.4,0.7,0.4,0.6,0.6,1.9
334,Chris Carr,0,1.5,3.2,1.7,0.3,0.9,0.3,0.1,0.1,0.5,1.3
342,Chris Childs,5,1.8,4.4,0.9,0.3,2.3,4.6,0.8,0.2,2.0,3.1
240,Chris Crawford,22,2.6,5.7,1.8,0.6,1.7,0.8,0.4,0.3,1.3,2.5
519,Chris Dudley,33,0.5,1.4,0.7,1.2,2.2,0.3,0.3,0.5,0.5,2.1
470,Chris Garner,0,0.9,4.6,0.8,0.3,1.3,2.3,0.9,0.1,1.1,2.3
113,Chris Gatling,6,4.4,9.9,3.1,1.3,3.9,0.8,0.7,0.4,1.6,2.5
422,Chris Herren,7,1.2,3.8,0.5,0.2,0.7,2.2,0.6,0.0,0.8,1.7
220,Chris Mihm,43,2.9,6.6,2.1,1.8,2.9,0.3,0.3,0.9,1.4,2.6
95,Chris Mills,8,4.7,12.7,2.4,1.6,4.6,1.2,0.6,0.3,1.3,2.9
295,Chris Mullin,8,1.8,5.3,1.4,0.5,1.6,1.0,0.8,0.5,1.0,1.4
182,Chris Porter,35,3.4,8.7,2.8,1.7,2.0,1.2,0.9,0.1,1.2,2.2
5,Chris Webber,70,11.2,23.4,6.6,2.6,8.5,4.2,1.3,1.7,2.8,3.2
154,Chris Whitney,31,3.1,8.0,1.9,0.2,1.6,4.2,0.9,0.1,1.7,2.5
160,Christian Laettner,48,3.6,7.1,2.6,1.5,3.2,1.6,0.9,0.6,1.8,3.1
91,Chucky Atkins,75,4.7,11.8,1.6,0.3,1.8,4.1,0.8,0.1,1.8,2.3
392,Chucky Brown,2,1.5,3.7,1.3,0.3,1.8,0.4,0.3,0.3,0.3,1.4
115,Clarence Weatherspoon,82,4.2,8.4,3.5,2.7,7.0,1.3,1.0,1.3,1.4,2.1
49,Clifford Robinson,82,6.1,14.5,4.4,1.3,2.8,2.9,1.1,1.0,2.3,3.1
346,Corey Benjamin,5,1.8,4.6,1.3,0.6,1.0,1.1,0.4,0.2,1.0,2.0
135,Corey Maggette,9,3.3,7.1,4.2,1.3,2.9,1.2,0.5,0.1,1.5,2.0
349,Corie Blount,6,1.9,4.3,1.2,2.7,3.2,0.9,0.6,0.3,1.1,2.4
103,Corliss Williamson,40,4.7,9.4,3.4,1.6,3.1,0.9,0.7,0.3,1.6,2.7
499,Cory Alexander,0,0.7,2.2,0.7,0.0,1.0,1.4,0.6,0.0,1.0,1.1
150,Courtney Alexander,24,3.7,8.8,2.3,0.6,1.6,1.0,0.7,0.1,1.2,2.1
29,Cuttino Mobley,49,6.7,15.4,6.0,1.1,4.0,2.5,1.1,0.3,2.1,2.1
231,Dale Davis,43,3.0,6.0,1.9,2.9,4.6,1.3,0.5,0.9,0.8,2.5
522,Dalibor Bagarić,0,0.5,1.9,0.8,0.6,1.0,0.3,0.3,0.5,0.6,1.3
253,Damon Jones,10,2.4,5.9,0.7,0.2,1.5,3.2,0.5,0.0,1.1,0.8
74,Damon Stoudamire,82,5.0,11.4,2.5,0.8,2.9,5.7,1.3,0.1,2.3,2.5
456,Dan Langhi,0,1.1,3.0,0.9,0.4,0.8,0.1,0.2,0.0,0.2,0.5
323,Dan Majerle,19,1.6,4.9,0.8,0.4,2.8,1.7,1.0,0.3,0.7,1.8
448,Dan McClintock,1,1.5,3.0,0.8,1.7,1.2,0.2,0.0,0.3,0.5,1.8
199,Dana Barros,0,3.1,6.9,1.3,0.1,1.5,1.8,0.5,0.0,1.0,1.1
443,Daniel Santiago,2,1.2,2.5,1.1,0.6,1.2,0.2,0.3,0.4,0.9,1.9
298,Danny Ferry,29,2.2,4.7,0.4,0.7,2.1,0.9,0.4,0.3,0.6,2.1
47,Danny Fortson,6,4.8,8.3,9.0,4.8,11.5,0.8,0.3,0.0,1.7,3.7
226,Danny Manning,0,3.0,6.1,1.7,0.8,1.8,1.1,0.6,0.4,1.2,2.7
158,Darius Miles,21,3.9,7.8,2.9,1.6,4.3,1.2,0.6,1.5,1.8,2.4
54,Darrell Armstrong,75,5.5,13.4,3.3,1.3,3.3,7.0,1.8,0.2,2.7,2.1
425,Darrick Martin,0,0.9,2.5,1.1,0.1,0.5,0.5,0.2,0.0,0.3,0.9
403,Darvin Ham,13,1.3,2.8,1.7,1.9,2.2,0.9,0.6,0.7,1.1,2.9
407,David Benoit,2,1.4,3.0,0.8,0.4,1.2,0.4,0.1,0.1,0.6,1.5
63,David Robinson,80,5.0,10.3,5.9,2.6,6.0,1.5,1.0,2.5,1.5,2.7
300,David Vanterpool,0,2.1,5.0,2.3,0.7,1.0,3.0,1.0,0.1,1.7,2.0
44,David Wesley,82,6.4,15.1,4.1,0.8,2.0,4.4,1.6,0.2,2.1,2.7
282,David Wingate,0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
489,DeShawn Stevenson,2,0.8,2.3,1.0,0.2,0.5,0.5,0.3,0.1,0.7,0.7
466,Dean Garrett,21,1.1,2.2,0.6,0.9,2.2,0.3,0.4,0.7,0.4,1.3
239,Dee Brown,0,2.3,6.3,0.7,0.0,1.6,1.7,0.6,0.0,1.0,1.4
278,Dell Curry,1,2.3,5.4,0.7,0.2,1.0,1.1,0.4,0.1,0.5,0.9
318,DerMarr Johnson,21,1.9,5.0,1.1,0.7,1.6,0.8,0.6,0.4,1.2,1.7
58,Derek Anderson,82,5.0,12.1,4.9,0.9,3.5,3.7,1.5,0.2,2.0,2.3
111,Derek Fisher,20,3.9,9.4,3.1,0.3,2.7,4.4,2.0,0.1,1.5,2.5
382,Derek Strong,8,1.6,4.2,1.3,1.2,2.6,0.3,0.5,0.0,0.8,1.1
196,Derrick Coleman,3,2.9,7.5,2.7,1.4,4.1,1.1,0.3,0.6,1.2,1.6
457,Derrick Dial,0,1.1,2.5,0.6,0.4,0.8,0.6,0.1,0.2,0.4,0.7
485,Derrick McKey,20,0.9,2.1,0.4,0.7,1.9,1.1,0.7,0.2,0.7,2.1
289,Desmond Mason,14,2.4,5.6,1.2,0.9,2.3,0.8,0.5,0.3,0.7,1.9
387,Detlef Schrempf,0,1.5,3.7,1.0,0.7,2.3,1.7,0.3,0.1,1.1,1.7
441,Devean George,1,1.1,3.5,0.9,0.6,1.3,0.3,0.3,0.3,0.6,1.5
132,Dikembe Mutombo,75,3.6,7.4,3.9,4.1,9.4,1.0,0.4,2.7,1.9,2.7
288,Dion Glover,7,2.5,5.9,1.2,0.7,1.6,1.2,0.9,0.2,0.9,1.6
17,Dirk Nowitzki,82,7.2,15.2,6.6,1.5,7.7,2.1,1.0,1.2,1.9,3.0
397,Don MacLean,1,1.3,2.5,1.5,0.9,1.4,0.5,0.6,0.1,1.3,1.1
432,Don Reid,7,1.3,2.2,1.2,1.3,2.4,0.3,0.4,0.8,0.7,2.9
534,Donnell Harvey,0,0.4,0.8,0.9,0.3,0.8,0.1,0.2,0.1,0.4,0.8
68,Donyell Marshall,49,5.3,10.5,3.4,2.1,4.9,1.6,1.0,1.0,1.6,2.4
85,Doug Christie,81,3.8,9.7,3.9,1.2,3.2,3.6,2.3,0.6,1.9,2.8
274,Doug Overton,10,2.5,6.6,0.8,0.2,1.7,3.4,0.4,0.0,1.5,1.8
507,Doug West,6,0.7,2.5,0.5,0.3,0.7,0.9,0.2,0.3,0.3,1.4
474,Dragan Tarlać,12,0.9,2.3,0.8,0.9,2.0,0.7,0.2,0.4,0.9,2.2
465,Duane Causwell,14,1.0,2.7,0.8,0.7,1.9,0.2,0.3,0.6,0.7,2.2
250,Earl Boykins,0,2.5,6.3,1.7,0.4,0.7,3.2,0.5,0.0,0.9,0.9
329,Eddie Gill,0,2.0,5.1,0.6,0.0,1.1,3.0,0.5,0.1,1.3,1.1
322,Eddie House,0,2.1,4.9,0.7,0.1,0.7,1.0,0.3,0.0,0.7,1.2
40,Eddie Jones,58,6.2,13.8,4.3,1.2,3.4,2.7,1.7,0.9,2.1,2.9
227,Eddie Robinson,6,3.2,6.1,1.3,0.9,2.1,0.9,0.7,0.5,0.6,1.0
426,Eduardo Nájera,4,1.5,2.8,0.8,1.0,1.4,0.7,0.3,0.2,0.4,1.2
72,Elden Campbell,78,4.7,10.7,5.2,2.0,5.8,1.3,0.8,1.8,1.8,3.6
473,Eldridge Recasner,0,0.9,2.7,0.4,0.3,0.9,0.9,0.1,0.0,0.6,0.7
444,Elliot Perry,6,1.3,2.9,0.4,0.2,0.8,1.6,0.4,0.0,0.8,0.6
24,Elton Brand,74,7.8,16.4,6.4,3.9,6.2,3.2,1.0,1.6,3.0,3.3
294,Emanual Davis,39,2.1,5.1,0.9,0.5,2.0,2.2,1.0,0.2,1.2,1.6
480,Eric Montross,21,1.0,2.6,0.6,1.0,2.2,0.4,0.2,0.5,0.8,2.1
123,Eric Piatkowski,40,3.6,8.3,2.2,0.7,2.3,1.2,0.6,0.2,0.9,1.5
138,Eric Snow,50,3.6,8.7,3.1,0.5,2.8,7.4,1.5,0.1,2.5,2.5
244,Eric Williams,11,2.0,5.5,2.9,0.8,1.8,1.4,0.8,0.2,0.9,2.2
469,Erick Barkley,0,1.0,2.8,0.0,0.0,0.4,0.8,0.3,0.0,0.6,0.3
225,Erick Dampier,26,2.9,7.3,2.9,2.3,3.6,1.4,0.4,1.3,1.9,2.9
311,Erick Strickland,0,1.6,5.3,1.6,0.4,2.2,1.9,0.9,0.0,1.0,1.8
431,Ervin Johnson,19,1.3,2.4,1.1,2.5,5.0,0.5,0.5,1.2,0.6,3.1
523,Etdrick Bohannon,0,0.3,0.7,0.7,0.5,0.7,0.0,0.0,0.3,0.2,0.7
415,Evan Eschmeyer,51,1.2,2.7,1.4,1.8,3.1,0.5,0.6,0.8,0.7,3.0
206,Felipe López,48,3.0,6.8,2.2,0.8,2.6,1.5,0.9,0.4,1.2,2.2
488,Felton Spencer,0,0.7,1.1,1.4,0.9,1.1,0.1,0.1,0.1,0.6,1.3
174,Fred Hoiberg,37,2.9,6.7,2.1,0.3,3.9,3.6,1.3,0.2,1.0,2.1
548,Garth Joseph,0,0.3,1.3,0.5,0.5,0.0,0.3,0.0,0.3,0.5,0.3
467,Gary Grant,0,1.3,1.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3
12,Gary Payton,79,9.2,20.1,4.5,0.9,3.6,8.1,1.6,0.3,2.6,2.3
388,Gary Trent,4,1.7,3.9,1.1,1.2,1.6,0.3,0.4,0.2,0.7,1.6
187,George Lynch,80,3.3,7.5,2.1,2.4,4.8,1.7,1.2,0.4,1.3,2.7
148,George McCloud,8,3.3,8.6,2.4,0.7,2.2,3.7,0.7,0.4,1.5,2.2
337,Gerard King,3,2.0,3.9,1.0,0.9,2.0,0.7,0.3,0.2,1.0,2.1
96,Glen Rice,25,4.4,10.0,2.4,0.8,3.3,1.2,0.5,0.2,1.3,2.4
16,Glenn Robinson,74,9.0,19.2,4.0,1.6,5.3,3.3,1.1,0.8,2.9,2.5
66,Grant Hill,4,4.8,10.8,6.5,2.0,4.3,6.3,1.3,0.5,2.8,2.3
281,Grant Long,27,2.1,4.8,2.4,1.2,3.0,1.3,1.1,0.2,0.9,2.4
326,Greg Anthony,0,1.7,4.4,0.6,0.4,0.7,1.4,0.7,0.1,0.7,1.1
269,Greg Buckner,9,2.3,5.2,2.2,1.6,2.6,1.3,0.9,0.2,0.7,3.2
500,Greg Foster,8,0.9,2.1,0.2,0.5,1.3,0.5,0.1,0.2,0.4,1.2
369,Greg Ostertag,3,1.7,3.5,1.9,2.0,3.1,0.3,0.3,1.8,0.8,2.7
101,Hakeem Olajuwon,55,4.9,9.8,3.4,2.1,5.3,1.2,1.2,1.5,1.4,2.4
374,Hanno Möttölä,3,1.7,3.8,1.2,0.7,1.7,0.3,0.2,0.1,0.9,2.2
309,Hedo Türkoğlu,7,1.9,4.5,1.5,0.7,2.2,0.9,0.7,0.3,0.7,1.9
442,Hersey Hawkins,0,0.9,2.3,1.1,0.3,1.1,1.2,0.6,0.2,0.3,0.8
185,Horace Grant,77,3.4,7.4,2.2,2.9,4.2,1.6,0.7,0.8,0.6,2.4
178,Howard Eisley,40,3.2,8.2,1.5,0.3,2.1,3.6,1.2,0.1,1.2,2.7
200,Hubert Davis,18,3.0,6.6,0.9,0.4,1.7,1.7,0.5,0.0,1.2,1.8
557,Ira Bowman,0,0.0,0.7,0.0,0.3,0.3,2.3,0.0,0.0,0.3,0.0
505,Ira Newble,6,0.8,2.0,0.6,0.5,0.8,0.2,0.1,0.1,0.3,0.7
376,Isaac Austin,16,1.8,5.2,0.8,1.0,3.3,1.1,0.4,0.4,1.0,1.8
221,Isaiah Rider,6,3.0,7.0,1.2,0.7,1.7,1.7,0.4,0.1,1.5,1.6
511,J.R. Reid,0,0.3,0.8,1.3,0.8,0.5,0.2,0.3,0.2,0.2,0.7
450,Jabari Smith,0,1.2,2.4,0.7,0.1,0.8,0.7,0.4,0.0,0.3,0.8
271,Jacque Vaughn,0,2.1,4.8,2.0,0.2,1.6,3.9,0.6,0.0,1.6,1.8
183,Jahidi White,56,3.0,6.0,4.6,2.6,5.0,0.3,0.5,1.6,2.0,3.1
370,Jake Tsakalidis,39,1.8,3.8,1.6,1.5,2.8,0.3,0.2,1.0,1.2,2.4
506,Jake Voskuhl,2,0.7,1.6,0.9,0.8,1.4,0.3,0.3,0.4,0.8,2.4
22,Jalen Rose,72,7.9,17.3,4.8,0.5,4.5,6.0,0.9,0.6,2.9,3.2
361,Jamaal Magloire,0,1.6,3.7,2.0,1.4,2.6,0.4,0.2,1.1,0.8,1.9
359,Jamal Crawford,8,1.8,5.0,0.6,0.1,1.3,2.3,0.7,0.2,1.4,1.1
25,Jamal Mashburn,76,7.5,18.3,4.8,1.2,6.4,5.4,1.1,0.2,2.8,2.4
539,Jamal Robinson,0,0.5,3.7,0.0,0.5,1.3,0.3,1.0,0.0,0.5,1.2
460,Jamel Thomas,0,1.2,3.8,0.0,0.8,1.0,0.0,0.6,0.0,1.2,1.2
197,James Posey,82,3.0,7.2,1.7,1.5,3.7,2.0,1.1,0.5,1.2,2.8
512,James Robinson,0,0.7,1.8,0.0,0.0,1.3,0.0,0.7,0.2,0.7,0.8
406,Jamie Feick,0,1.3,3.8,2.0,2.0,7.3,0.8,1.3,0.5,1.2,2.5
471,Jaren Jackson,0,1.0,2.5,0.1,0.1,0.7,0.4,0.3,0.0,0.2,0.8
235,Jason Caffey,33,2.6,5.2,3.0,1.9,3.1,0.8,0.5,0.4,1.1,2.6
439,Jason Collier,0,1.2,3.1,1.0,0.5,1.1,0.3,0.1,0.1,0.5,1.2
501,Jason Hart,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
46,Jason Kidd,76,5.9,14.2,5.2,1.2,5.2,9.8,2.2,0.3,3.7,2.2
28,Jason Terry,77,7.3,16.7,4.4,0.5,2.8,4.9,1.3,0.1,2.9,2.5
159,Jason Williams,77,3.6,9.0,1.0,0.2,2.2,5.4,1.2,0.1,2.1,1.5
410,Jeff Foster,9,1.4,3.0,1.3,2.0,3.5,0.5,0.5,0.4,0.7,2.1
77,Jeff McInnis,81,5.3,11.5,2.0,0.5,2.2,5.5,0.9,0.1,1.4,2.5
367,Jelani McCoy,44,2.0,3.8,1.3,1.3,2.3,0.8,0.3,0.7,1.1,2.0
78,Jermaine O'Neal,80,5.0,10.7,4.8,3.1,6.7,1.2,0.6,2.8,2.0,3.5
424,Jerome Kersey,2,1.5,3.1,0.7,0.4,1.7,0.7,0.6,0.4,0.3,1.6
261,Jerome Williams,2,2.3,5.0,2.3,2.3,4.2,0.8,1.0,0.3,1.1,2.1
1,Jerry Stackhouse,80,9.7,24.1,10.1,1.2,2.7,5.1,1.2,0.7,4.1,2.0
108,Jim Jackson,40,4.3,11.3,3.0,0.9,3.1,2.9,0.9,0.2,2.3,2.5
514,Jim McIlvaine,3,0.6,1.6,0.7,0.4,1.5,0.2,0.4,0.8,0.5,1.9
87,Joe Smith,59,4.5,11.1,4.2,2.3,4.8,1.1,0.7,0.7,1.3,3.7
541,Joel Przybilla,13,0.4,1.1,0.3,0.9,1.3,0.1,0.1,0.9,0.4,1.7
210,John Amaechi,36,2.9,7.2,3.4,0.9,2.3,0.9,0.3,0.4,1.5,2.1
555,John Coker,0,0.2,1.3,0.0,0.5,0.3,0.3,0.2,0.0,0.3,0.7
496,John Crotty,0,0.7,2.1,0.6,0.4,0.5,1.1,0.2,0.0,0.6,1.0
169,John Starks,64,3.6,9.1,1.5,0.4,1.7,2.4,1.0,0.1,1.3,2.9
112,John Stockton,82,4.0,7.9,3.4,0.7,2.1,8.7,1.6,0.3,2.5,2.4
291,John Wallace,0,2.5,5.9,1.1,0.6,1.5,0.6,0.3,0.4,0.9,1.8
122,Johnny Newman,17,3.5,8.5,3.6,0.4,1.7,1.4,0.8,0.1,1.3,2.8
317,Jon Barry,2,1.7,4.1,1.2,0.3,1.3,2.1,0.5,0.1,0.9,1.1
421,Jonathan Bender,7,1.1,3.2,1.2,0.2,1.0,0.5,0.1,0.5,0.7,1.2
414,Jud Buechler,3,1.3,2.9,0.2,0.4,1.3,0.7,0.4,0.2,0.4,1.5
348,Jumaine Jones,0,1.9,4.2,0.8,1.0,1.9,0.5,0.5,0.2,0.6,1.0
35,Juwan Howard,81,7.2,15.0,4.7,2.1,5.0,2.8,0.9,0.5,3.0,3.6
517,Jérôme Moïso,0,0.5,1.3,1.1,0.5,1.3,0.1,0.1,0.2,0.8,1.2
11,Karl Malone,81,8.3,16.6,8.3,1.4,6.9,4.5,1.1,0.8,3.0,2.7
45,Keith Van Horn,47,6.3,14.4,3.8,1.6,5.5,1.7,0.8,0.4,2.1,3.1
347,Kelvin Cato,13,1.8,3.2,1.6,1.3,2.7,0.3,0.4,0.9,0.7,2.5
173,Kendall Gill,26,3.5,10.4,2.9,1.0,3.2,2.8,1.5,0.2,1.5,2.1
222,Kenny Anderson,28,2.7,6.9,2.2,0.5,1.7,4.1,1.3,0.1,1.6,1.9
237,Kenny Thomas,21,2.8,6.3,1.7,1.6,4.0,1.0,0.5,0.6,1.6,2.4
94,Kenyon Martin,68,5.1,11.4,2.8,2.0,5.4,1.9,1.1,1.7,2.0,4.1
203,Keon Clark,3,3.1,6.4,3.0,1.7,3.7,0.9,0.4,1.9,1.1,3.0
409,Kevin Edwards,5,1.2,3.7,1.2,0.5,1.3,1.1,0.6,0.2,0.8,1.0
15,Kevin Garnett,81,8.7,18.2,5.8,2.7,8.7,5.0,1.4,1.8,2.8,2.5
433,Kevin Ollie,4,1.1,2.7,1.3,0.2,1.1,2.1,0.4,0.0,0.7,1.2
163,Kevin Willis,22,3.9,8.8,1.9,2.3,4.6,0.6,0.7,0.7,1.1,2.8
286,Keyon Dooling,1,1.9,4.8,2.4,0.1,1.1,2.3,0.5,0.1,1.2,1.4
268,Khalid El-Amin,14,2.3,6.2,1.4,0.4,1.2,2.9,1.0,0.0,1.1,2.0
3,Kobe Bryant,68,10.3,22.2,8.2,1.5,4.3,5.0,1.7,0.6,3.2,3.3
475,Kornél Dávid,0,0.9,1.9,0.5,0.6,1.4,0.3,0.2,0.1,0.4,1.0
127,Kurt Thomas,29,4.1,8.0,2.7,2.2,4.5,0.8,0.8,0.9,1.3,3.7
156,LaPhonso Ellis,5,3.6,7.8,2.6,2.4,3.6,1.1,0.8,0.9,1.3,3.5
43,Lamar Odom,74,6.3,13.8,5.1,1.4,6.3,5.2,1.0,1.6,3.5,3.1
79,Lamond Murray,46,5.0,11.9,2.7,1.3,3.0,1.6,1.1,0.3,1.8,2.2
558,Lari Ketner,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0
381,Laron Profit,12,1.6,4.1,1.3,0.5,1.3,2.5,1.0,0.3,1.3,1.2
48,Larry Hughes,45,6.2,16.1,5.0,1.5,4.0,4.5,1.9,0.6,3.0,2.9
136,Larry Johnson,65,3.8,9.2,2.0,1.4,4.2,2.0,0.6,0.4,1.5,3.2
283,Larry Robinson,1,2.0,5.4,0.7,0.7,1.9,1.1,0.8,0.1,0.7,1.4
38,Latrell Sprewell,77,6.8,15.8,4.6,0.6,3.9,3.5,1.4,0.4,2.8,2.1
479,Lavor Postell,0,0.7,2.1,1.0,0.3,0.7,0.2,0.2,0.1,0.7,0.5
328,Lawrence Funderburke,2,2.0,4.1,1.3,1.3,2.1,0.3,0.2,0.2,0.5,0.7
563,League Average,,,,,,,,,,,
399,Lee Nailon,0,1.6,3.2,1.0,0.7,1.5,0.6,0.2,0.1,0.6,1.4
130,Lindsey Hunter,5,3.6,9.5,1.2,0.4,1.7,2.7,1.2,0.1,0.8,2.1
84,Lorenzen Wright,46,5.1,11.4,3.0,2.5,5.0,1.2,0.6,0.9,1.8,3.3
417,Loy Vaught,1,1.6,3.3,0.2,1.0,2.4,0.5,0.4,0.1,0.5,1.5
