,Player,Fouls Drawn - Shoot
481,A.J. Price,33
94,Aaron Brooks,42
258,Aaron Gray,11
369,Acie Law,27
275,Al Harrington,54
302,Al Horford,85
327,Al Jefferson,159
566,Al Thornton,66
12,Al-Farouq Aminu,56
3,Alexis Ajinça,10
240,Alonzo Gee,45
545,Amar'e Stoudemire,305
335,Amir Johnson,77
583,Anderson Varejão,36
76,Andray Blatche,140
310,Andre Iguodala,131
411,Andre Miller,82
45,Andrea Bargnani,169
357,Andrei Kirilenko,122
79,Andrew Bogut,89
108,Andrew Bynum,90
70,Andris Biedriņš,13
439,Andrés Nocioni,25
495,Andy Rautins,1
323,Antawn Jamison,95
122,Anthony Carter,1
425,Anthony Morrow,34
456,Anthony Parker,36
490,Anthony Randolph,43
573,Anthony Tolliver,59
638,Antoine Wright,0
161,Antonio Daniels,1
402,Antonio McDyess,24
336,Armon Johnson,12
1,Arron Afflalo,65
168,Austin Daye,47
86,Avery Bradley,4
163,Baron Davis,61
250,Ben Gordon,54
582,Ben Uzoh,18
593,Ben Wallace,24
581,Beno Udrih,86
267,Blake Griffin,320
522,Bobby Simmons,0
172,Boris Diaw,46
412,Brad Miller,33
639,Brandan Wright,17
51,Brandon Bass,115
332,Brandon Jennings,77
509,Brandon Roy,51
510,Brandon Rush,47
286,Brendan Haywood,83
113,Brian Cardinal,4
146,Brian Cook,9
515,Brian Scalabrine,0
523,Brian Skinner,0
382,Brook Lopez,250
429,Byron Mullens,5
409,C.J. Miles,89
601,C.J. Watson,42
366,Carl Landry,136
32,Carlos Arroyo,13
82,Carlos Boozer,125
169,Carlos Delfino,33
20,Carmelo Anthony,277
104,Caron Butler,41
392,Cartier Martin,17
223,Channing Frye,39
64,Charlie Bell,0
585,Charlie Villanueva,53
103,Chase Budinger,64
71,Chauncey Billups,134
14,Chris Andersen,52
83,Chris Bosh,226
178,Chris Douglas-Roberts,50
185,Chris Duhon,9
337,Chris Johnson,10
354,Chris Kaman,28
459,Chris Paul,101
488,Chris Quinn,2
614,Chris Wilcox,47
205,Christian Eyenga,15
283,Chuck Hayes,71
7,Cole Aldrich,2
89,Corey Brewer,91
387,Corey Maggette,151
374,Courtney Lee,49
85,Craig Brackins,0
524,Craig Smith,34
37,D.J. Augustin,94
312,D.J. Mbenga,10
610,D.J. White,29
547,DaJuan Summers,6
147,Daequan Cook,7
349,Dahntay Jones,42
615,Damien Wilkins,28
321,Damion James,14
224,Dan Gadzuric,13
245,Daniel Gibson,55
231,Danilo Gallinari,162
257,Danny Granger,187
259,Danny Green,0
155,Dante Cunningham,22
534,Darius Songaila,1
410,Darko Miličić,60
319,Darnell Jackson,23
35,Darrell Arthur,63
143,Darren Collison,85
15,David Andersen,9
375,David Lee,135
606,David West,147
353,DeAndre Jordan,86
74,DeJuan Blair,71
171,DeMar DeRozan,202
149,DeMarcus Cousins,187
117,DeMarre Carroll,1
174,DeSagana Diop,5
540,DeShawn Stevenson,19
607,Delonte West,5
217,Derek Fisher,37
616,Deron Williams,167
97,Derrick Brown,30
112,Derrick Caracter,9
208,Derrick Favors,87
507,Derrick Rose,243
190,Devin Ebanks,12
276,Devin Harris,171
474,Dexter Pittman,0
443,Dirk Nowitzki,145
405,Dominic McGuire,20
350,Dominique Jones,8
264,Donté Greene,28
642,Dorell Wright,99
249,Drew Gooden,46
304,Dwight Howard,391
589,Dwyane Wade,320
47,Earl Barron,12
84,Earl Boykins,24
135,Earl Clark,23
602,Earl Watson,22
166,Ed Davis,66
303,Eddie House,6
434,Eduardo Nájera,2
579,Ekpe Udoh,28
87,Elton Brand,127
448,Emeka Okafor,126
77,Eric Bledsoe,50
251,Eric Gordon,143
398,Eric Maynor,27
160,Erick Dampier,16
313,Ersan İlyasova,40
562,Etan Thomas,6
333,Eugene Jeter,14
578,Evan Turner,49
446,Fabricio Oberto,0
193,Francisco Elson,10
234,Francisco García,27
372,Gani Lawal,0
521,Garret Siler,8
554,Garrett Temple,6
219,Gary Forbes,45
436,Gary Neal,36
294,George Hill,118
288,Gerald Henderson,66
594,Gerald Wallace,150
24,Gilbert Arenas,67
167,Glen Davis,115
181,Goran Dragić,49
284,Gordon Hayward,32
295,Grant Hill,116
420,Greg Monroe,113
584,Greivis Vásquez,21
600,Hakim Warrick,140
433,Hamady N'Diaye,5
268,Hamed Haddadi,11
559,Hasheem Thabeet,11
613,Hassan Whiteside,0
575,Hedo Türkoğlu,64
591,Henry Walker,23
29,Hilton Armstrong,13
389,Ian Mahinmi,34
173,Ike Diogu,30
580,Ime Udoka,4
525,Ish Smith,8
44,J.J. Barea,80
292,J.J. Hickson,177
528,J.R. Smith,93
497,JJ Redick,36
403,JaVale McGee,118
388,Jamaal Magloire,5
150,Jamal Crawford,89
421,Jamario Moon,8
437,Jameer Nelson,41
18,James Anderson,9
274,James Harden,157
340,James Johnson,31
351,James Jones,12
476,James Posey,6
184,Jared Dudley,94
329,Jared Jeffries,14
316,Jarrett Jack,82
138,Jarron Collins,1
141,Jason Collins,20
355,Jason Kapono,1
356,Jason Kidd,10
397,Jason Maxiell,43
498,Jason Richardson,55
529,Jason Smith,29
558,Jason Terry,76
565,Jason Thompson,99
619,Jason Williams,0
622,Jawad Williams,5
0,Jeff Adrien,8
221,Jeff Foster,18
260,Jeff Green,113
552,Jeff Teague,46
198,Jeremy Evans,16
380,Jeremy Lin,10
444,Jermaine O'Neal,23
549,Jermaine Taylor,14
538,Jerry Stackhouse,4
57,Jerryd Bayless,89
438,Joakim Noah,85
407,Jodie Meeks,53
343,Joe Johnson,92
530,Joe Smith,1
23,Joel Anthony,21
485,Joel Przybilla,8
176,Joey Dorsey,32
255,Joey Graham,17
469,Johan Petro,13
386,John Lucas III,0
511,John Salmons,105
592,John Wall,171
93,Jon Brockman,19
218,Jonny Flynn,10
151,Jordan Crawford,34
207,Jordan Farmar,31
296,Jordan Hill,41
134,Josh Childress,29
305,Josh Howard,20
406,Josh McRoberts,55
480,Josh Powell,21
533,Josh Smith,154
110,José Calderón,27
300,Jrue Holiday,94
643,Julian Wright,20
306,Juwan Howard,14
78,Keith Bogans,14
465,Kendrick Perkins,35
393,Kenyon Martin,34
189,Kevin Durant,239
235,Kevin Garnett,76
384,Kevin Love,214
394,Kevin Martin,255
518,Kevin Séraphin,15
175,Keyon Dooling,32
297,Kirk Hinrich,50
102,Kobe Bryant,234
360,Kosta Koufos,18
308,Kris Humphries,84
563,Kurt Thomas,11
100,Kwame Brown,113
359,Kyle Korver,8
385,Kyle Lowry,88
603,Kyle Weaver,4
215,Kyrylo Fesenko,19
8,LaMarcus Aldridge,197
447,Lamar Odom,129
539,Lance Stephenson,4
216,Landry Fields,69
452,Larry Owens,2
514,Larry Sanders,20
285,Lazar Hayward,21
322,LeBron James,272
43,Leandro Barbosa,63
477,Leon Powe,39
307,Lester Hudson,1
358,Linas Kleiza,32
13,Lou Amundson,39
623,Lou Williams,139
401,Luc Mbah a Moute,88
516,Luis Scola,108
38,Luke Babbitt,4
271,Luke Harangody,10
502,Luke Ridnour,35
597,Luke Walton,3
170,Luol Deng,148
287,Luther Head,18
9,Malik Allen,0
279,Manny Harris,46
247,Manu Ginóbili,146
236,Marc Gasol,132
252,Marcin Gortat,89
63,Marco Belinelli,47
42,Marcus Banks,3
111,Marcus Camby,36
148,Marcus Cousin,0
569,Marcus Thornton,66
129,Mario Chalmers,13
608,Mario West,3
162,Marquis Daniels,30
535,Marreese Speights,33
604,Martell Webster,57
624,Marvin Williams,67
46,Matt Barnes,37
80,Matt Bonner,14
120,Matt Carroll,24
2,Maurice Ager,0
199,Maurice Evans,24
449,Mehmet Okur,8
194,Melvin Ely,8
637,Metta World Peace,63
60,Michael Beasley,148
496,Michael Redd,2
471,Mickaël Piétrus,22
66,Mike Bibby,17
145,Mike Conley,92
187,Mike Dunleavy,50
280,Mike Harris,1
413,Mike Miller,12
625,Mo Williams,55
192,Monta Ellis,183
468,Morris Peterson,0
520,Mustafa Shakur,8
503,Nate Robinson,19
417,Nazr Mohammed,59
363,Nenad Krstić,69
293,Nenê,200
144,Nick Collison,39
644,Nick Young,93
56,Nicolas Batum,63
464,Nikola Peković,45
400,O.J. Mayo,48
128,Omri Casspi,38
265,Orien Greene,0
324,Othyus Jeffers,20
548,Pape Sy,2
204,Patrick Ewing,1
458,Patrick Patterson,18
414,Patty Mills,15
237,Pau Gasol,180
244,Paul George,43
415,Paul Millsap,165
470,Paul Pierce,191
541,Peja Stojaković,10
28,Player,Shoot
408,Pops Mensah-Bonsu,0
501,Quentin Richardson,17
475,Quincy Pondexter,17
508,Quinton Ross,5
65,Raja Bell,26
506,Rajon Rondo,53
519,Ramon Sessions,171
222,Randy Foye,44
377,Rashard Lewis,35
105,Rasual Butler,8
10,Ray Allen,59
211,Raymond Felton,69
202,Reggie Evans,33
629,Reggie Williams,62
39,Renaldo Balkman,2
269,Richard Hamilton,54
328,Richard Jefferson,91
383,Robin Lopez,51
114,Rodney Carney,13
546,Rodney Stuckey,181
61,Rodrigue Beaubois,14
395,Roger Mason,2
188,Ronald Dupree,0
92,Ronnie Brewer,64
482,Ronnie Price,20
574,Ronny Turiaf,43
290,Roy Hibbert,134
315,Royal Ivey,0
214,Rudy Fernández,58
239,Rudy Gay,94
609,Russell Westbrook,266
19,Ryan Anderson,52
248,Ryan Gomes,38
301,Ryan Hollins,72
645,Sam Young,58
513,Samardo Samuels,60
159,Samuel Dalembert,63
460,Sasha Pavlović,3
586,Sasha Vujačić,25
391,Sean Marks,3
553,Sebastian Telfair,22
195,Semih Erden,30
309,Serge Ibaka,86
53,Shane Battier,34
101,Shannon Brown,46
445,Shaquille O'Neal,66
381,Shaun Livingston,56
390,Shawn Marion,68
630,Shawne Williams,23
631,Shelden Williams,37
142,Sherron Collins,1
6,Solomon Alabi,1
352,Solomon Jones,27
605,Sonny Weems,41
282,Spencer Hawes,46
158,Stephen Curry,75
256,Stephen Graham,21
320,Stephen Jackson,127
75,Steve Blake,8
435,Steve Nash,39
440,Steve Novak,3
227,Sundiata Gaines,15
220,T.J. Ford,22
246,Taj Gibson,68
484,Tayshaun Prince,80
634,Terrence Williams,9
517,Thabo Sefolosha,37
646,Thaddeus Young,94
494,Theo Ratliff,0
536,Tiago Splitter,59
186,Tim Duncan,120
426,Timofey Mozgov,25
177,Toney Douglas,42
11,Tony Allen,88
52,Tony Battie,6
457,Tony Parker,128
404,Tracy McGrady,63
450,Travis Outlaw,72
27,Trevor Ariza,98
81,Trevor Booker,52
344,Trey Johnson,5
430,Troy Murphy,12
373,Ty Lawson,108
270,Tyler Hansbrough,116
203,Tyreke Evans,121
564,Tyrus Thomas,63
130,Tyson Chandler,120
281,Udonis Haslem,8
125,Vince Carter,78
489,Vladimir Radmanović,10
590,Von Wafer,18
191,Wayne Ellington,24
348,Wesley Johnson,45
396,Wesley Matthews,112
109,Will Bynum,47
263,Willie Green,44
598,Willie Warren,3
131,Wilson Chandler,76
289,Xavier Henry,26
416,Yao Ming,7
334,Yi Jianlian,38
180,Zabian Dowdell,8
493,Zach Randolph,168
455,Zaza Pachulia,84
311,Zydrunas Ilgauskas,22
36,Ömer Aşık,68
